 
"REG_ADM","ANNEE","MOIS","TYPE","NOMBRE" 
"14-LANAUDIERE                    ","2015","01","09 - Nombre d'analyses",121
"15-LAURENTIDES                   ","2015","01","09 - Nombre d'analyses",188
"16-MONTEREGIE                    ","2015","01","09 - Nombre d'analyses",240
"17-CENTRE-DU-QUEBEC              ","2015","01","09 - Nombre d'analyses",28
"01-BAS-SAINT-LAURENT             ","2015","01","09 - Nombre d'analyses",36
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","01","09 - Nombre d'analyses",99
"03-CAPITALE-NATIONALE            ","2015","01","09 - Nombre d'analyses",157
"05-ESTRIE                        ","2015","01","09 - Nombre d'analyses",101
"07-OUTAOUAIS                     ","2015","01","09 - Nombre d'analyses",110
"08-ABITIBI-TEMISCAMINGUE         ","2015","01","09 - Nombre d'analyses",34
"05-ESTRIE                        ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",32
"16-MONTEREGIE                    ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",26
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",35
"14-LANAUDIERE                    ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",10
"03-CAPITALE-NATIONALE            ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",694
"09-COTE-NORD                     ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",9
"12-CHAUDIERE-APPALACHES          ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",4
"07-OUTAOUAIS                     ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",33
"01-BAS-SAINT-LAURENT             ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",7
"08-ABITIBI-TEMISCAMINGUE         ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",13
"13-LAVAL                         ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",284
"15-LAURENTIDES                   ","2015","01","10 - Quantite d'aliments elimines ou confisques (en kg)",33
"16-MONTEREGIE                    ","2015","01","11 - Quantite d'aliments elimines ou confisques (en litres)",81
"12-CHAUDIERE-APPALACHES          ","2015","01","11 - Quantite d'aliments elimines ou confisques (en litres)",7
"04-MAURICIE                      ","2015","01","11 - Quantite d'aliments elimines ou confisques (en litres)",10
"15-LAURENTIDES                   ","2015","01","11 - Quantite d'aliments elimines ou confisques (en litres)",43
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","01","11 - Quantite d'aliments elimines ou confisques (en litres)",4
"07-OUTAOUAIS                     ","2015","01","11 - Quantite d'aliments elimines ou confisques (en litres)",10
"08-ABITIBI-TEMISCAMINGUE         ","2015","01","11 - Quantite d'aliments elimines ou confisques (en litres)",33
"14-LANAUDIERE                    ","2015","01","11 - Quantite d'aliments elimines ou confisques (en litres)",70
"03-CAPITALE-NATIONALE            ","2015","01","11 - Quantite d'aliments elimines ou confisques (en litres)",11
"04-MAURICIE","2015","01","12 - Nombre de plaintes enregistrees",7
"03-CAPITALE-NATIONALE","2015","01","12 - Nombre de plaintes enregistrees",47
"02-SAGUENAY--LAC-SAINT-JEAN","2015","01","12 - Nombre de plaintes enregistrees",9
"00-HORS QUEBEC","2015","01","12 - Nombre de plaintes enregistrees",1
"01-BAS-SAINT-LAURENT","2015","01","12 - Nombre de plaintes enregistrees",15
"17-CENTRE-DU-QUEBEC","2015","01","12 - Nombre de plaintes enregistrees",11
"16-MONTEREGIE","2015","01","12 - Nombre de plaintes enregistrees",50
"15-LAURENTIDES","2015","01","12 - Nombre de plaintes enregistrees",22
"14-LANAUDIERE","2015","01","12 - Nombre de plaintes enregistrees",16
"13-LAVAL","2015","01","12 - Nombre de plaintes enregistrees",15
"12-CHAUDIERE-APPALACHES","2015","01","12 - Nombre de plaintes enregistrees",13
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","01","12 - Nombre de plaintes enregistrees",5
"10-NORD-DU-QUEBEC","2015","01","12 - Nombre de plaintes enregistrees",2
"09-COTE-NORD","2015","01","12 - Nombre de plaintes enregistrees",6
"08-ABITIBI-TEMISCAMINGUE","2015","01","12 - Nombre de plaintes enregistrees",4
"07-OUTAOUAIS","2015","01","12 - Nombre de plaintes enregistrees",22
"05-ESTRIE","2015","01","12 - Nombre de plaintes enregistrees",18
"13-LAVAL                         ","2015","01","16 - Nombre d'ordonnances de cesser les operations",2
"15-LAURENTIDES                   ","2015","01","16 - Nombre d'ordonnances de cesser les operations",1
"01-BAS-SAINT-LAURENT             ","2015","01","18 - Nombre de suspensions de permis",1
"14-LANAUDIERE                    ","2015","01","23 - Nombre d'avis administratifs emis par la direction",1
"13-LAVAL                         ","2015","01","23 - Nombre d'avis administratifs emis par la direction",1
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","02","01 - Nombre d'inspections",34
"09-COTE-NORD                     ","2015","02","01 - Nombre d'inspections",26
"13-LAVAL                         ","2015","02","01 - Nombre d'inspections",139
"14-LANAUDIERE                    ","2015","02","01 - Nombre d'inspections",147
"15-LAURENTIDES                   ","2015","02","01 - Nombre d'inspections",233
"16-MONTEREGIE                    ","2015","02","01 - Nombre d'inspections",433
"17-CENTRE-DU-QUEBEC              ","2015","02","01 - Nombre d'inspections",78
"00-HORS QUEBEC","2015","02","01 - Nombre d'inspections",4
"01-BAS-SAINT-LAURENT             ","2015","02","01 - Nombre d'inspections",77
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","02","01 - Nombre d'inspections",119
"03-CAPITALE-NATIONALE            ","2015","02","01 - Nombre d'inspections",215
"05-ESTRIE                        ","2015","02","01 - Nombre d'inspections",116
"04-MAURICIE                      ","2015","02","01 - Nombre d'inspections",90
"07-OUTAOUAIS                     ","2015","02","01 - Nombre d'inspections",162
"08-ABITIBI-TEMISCAMINGUE         ","2015","02","01 - Nombre d'inspections",64
"12-CHAUDIERE-APPALACHES          ","2015","02","01 - Nombre d'inspections",103
"09-COTE-NORD                     ","2015","02","02 - Nombre d'avis de non-conformite",3
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","02","02 - Nombre d'avis de non-conformite",3
"12-CHAUDIERE-APPALACHES          ","2015","02","02 - Nombre d'avis de non-conformite",22
"13-LAVAL                         ","2015","02","02 - Nombre d'avis de non-conformite",36
"14-LANAUDIERE                    ","2015","02","02 - Nombre d'avis de non-conformite",30
"15-LAURENTIDES                   ","2015","02","02 - Nombre d'avis de non-conformite",44
"16-MONTEREGIE                    ","2015","02","02 - Nombre d'avis de non-conformite",69
"17-CENTRE-DU-QUEBEC              ","2015","02","02 - Nombre d'avis de non-conformite",11
"01-BAS-SAINT-LAURENT             ","2015","02","02 - Nombre d'avis de non-conformite",4
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","02","02 - Nombre d'avis de non-conformite",19
"03-CAPITALE-NATIONALE            ","2015","02","02 - Nombre d'avis de non-conformite",35
"05-ESTRIE                        ","2015","02","02 - Nombre d'avis de non-conformite",26
"04-MAURICIE                      ","2015","02","02 - Nombre d'avis de non-conformite",9
"07-OUTAOUAIS                     ","2015","02","02 - Nombre d'avis de non-conformite",30
"08-ABITIBI-TEMISCAMINGUE         ","2015","02","02 - Nombre d'avis de non-conformite",14
"15-LAURENTIDES                   ","2015","02","03 - Nombre d'infractions constatees",51
"16-MONTEREGIE                    ","2015","02","03 - Nombre d'infractions constatees",87
"14-LANAUDIERE                    ","2015","02","03 - Nombre d'infractions constatees",34
"04-MAURICIE                      ","2015","02","03 - Nombre d'infractions constatees",12
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","02","03 - Nombre d'infractions constatees",5
"05-ESTRIE                        ","2015","02","03 - Nombre d'infractions constatees",31
"03-CAPITALE-NATIONALE            ","2015","02","03 - Nombre d'infractions constatees",56
"12-CHAUDIERE-APPALACHES          ","2015","02","03 - Nombre d'infractions constatees",28
"09-COTE-NORD                     ","2015","02","03 - Nombre d'infractions constatees",5
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","02","03 - Nombre d'infractions constatees",22
"01-BAS-SAINT-LAURENT             ","2015","02","03 - Nombre d'infractions constatees",4
"13-LAVAL                         ","2015","02","03 - Nombre d'infractions constatees",44
"08-ABITIBI-TEMISCAMINGUE         ","2015","02","03 - Nombre d'infractions constatees",17
"17-CENTRE-DU-QUEBEC              ","2015","02","03 - Nombre d'infractions constatees",12
"07-OUTAOUAIS                     ","2015","02","03 - Nombre d'infractions constatees",45
"14-LANAUDIERE                    ","2015","02","07 - Montant des amendes imposees",4250
"13-LAVAL                         ","2015","02","07 - Montant des amendes imposees",4249
"12-CHAUDIERE-APPALACHES          ","2015","02","07 - Montant des amendes imposees",2500
"09-COTE-NORD                     ","2015","02","07 - Montant des amendes imposees",250
"08-ABITIBI-TEMISCAMINGUE         ","2015","02","07 - Montant des amendes imposees",3250
"07-OUTAOUAIS                     ","2015","02","07 - Montant des amendes imposees",5000
"05-ESTRIE                        ","2015","02","07 - Montant des amendes imposees",1250
"03-CAPITALE-NATIONALE            ","2015","02","07 - Montant des amendes imposees",1500
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","02","07 - Montant des amendes imposees",2000
"01-BAS-SAINT-LAURENT             ","2015","02","07 - Montant des amendes imposees",250
"17-CENTRE-DU-QUEBEC              ","2015","02","07 - Montant des amendes imposees",250
"16-MONTEREGIE                    ","2015","02","07 - Montant des amendes imposees",35500
"15-LAURENTIDES                   ","2015","02","07 - Montant des amendes imposees",11000
"17-CENTRE-DU-QUEBEC              ","2015","02","08 - Nombre d'echantillons preleves",15
"14-LANAUDIERE                    ","2015","02","08 - Nombre d'echantillons preleves",68
"08-ABITIBI-TEMISCAMINGUE         ","2015","02","08 - Nombre d'echantillons preleves",15
"15-LAURENTIDES                   ","2015","02","08 - Nombre d'echantillons preleves",54
"07-OUTAOUAIS                     ","2015","02","08 - Nombre d'echantillons preleves",46
"16-MONTEREGIE                    ","2015","02","08 - Nombre d'echantillons preleves",108
"13-LAVAL                         ","2015","02","08 - Nombre d'echantillons preleves",46
"04-MAURICIE                      ","2015","02","08 - Nombre d'echantillons preleves",8
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","02","08 - Nombre d'echantillons preleves",6
"03-CAPITALE-NATIONALE            ","2015","02","08 - Nombre d'echantillons preleves",88
"09-COTE-NORD                     ","2015","02","08 - Nombre d'echantillons preleves",5
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","02","08 - Nombre d'echantillons preleves",24
"12-CHAUDIERE-APPALACHES          ","2015","02","08 - Nombre d'echantillons preleves",28
"01-BAS-SAINT-LAURENT             ","2015","02","08 - Nombre d'echantillons preleves",23
"05-ESTRIE                        ","2015","02","08 - Nombre d'echantillons preleves",39
"03-CAPITALE-NATIONALE            ","2015","02","09 - Nombre d'analyses",352
"07-OUTAOUAIS                     ","2015","02","09 - Nombre d'analyses",175
"04-MAURICIE                      ","2015","02","09 - Nombre d'analyses",42
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","02","09 - Nombre d'analyses",34
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","02","09 - Nombre d'analyses",108
"13-LAVAL                         ","2015","02","09 - Nombre d'analyses",155
"05-ESTRIE                        ","2015","02","09 - Nombre d'analyses",172
"09-COTE-NORD                     ","2015","02","09 - Nombre d'analyses",23
"01-BAS-SAINT-LAURENT             ","2015","02","09 - Nombre d'analyses",84
"08-ABITIBI-TEMISCAMINGUE         ","2015","02","09 - Nombre d'analyses",83
"16-MONTEREGIE                    ","2015","02","09 - Nombre d'analyses",367
"12-CHAUDIERE-APPALACHES          ","2015","02","09 - Nombre d'analyses",95
"17-CENTRE-DU-QUEBEC              ","2015","02","09 - Nombre d'analyses",81
"14-LANAUDIERE                    ","2015","02","09 - Nombre d'analyses",241
"15-LAURENTIDES                   ","2015","02","09 - Nombre d'analyses",232
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","02","10 - Quantite d'aliments elimines ou confisques (en kg)",2
"08-ABITIBI-TEMISCAMINGUE         ","2015","02","10 - Quantite d'aliments elimines ou confisques (en kg)",23
"05-ESTRIE                        ","2015","02","10 - Quantite d'aliments elimines ou confisques (en kg)",23
"07-OUTAOUAIS                     ","2015","02","10 - Quantite d'aliments elimines ou confisques (en kg)",7
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","02","10 - Quantite d'aliments elimines ou confisques (en kg)",26
"01-BAS-SAINT-LAURENT             ","2015","02","10 - Quantite d'aliments elimines ou confisques (en kg)",44
"16-MONTEREGIE                    ","2015","02","10 - Quantite d'aliments elimines ou confisques (en kg)",20
"15-LAURENTIDES                   ","2015","02","10 - Quantite d'aliments elimines ou confisques (en kg)",16
"13-LAVAL                         ","2015","02","10 - Quantite d'aliments elimines ou confisques (en kg)",16
"07-OUTAOUAIS                     ","2015","02","11 - Quantite d'aliments elimines ou confisques (en litres)",40
"15-LAURENTIDES                   ","2015","02","11 - Quantite d'aliments elimines ou confisques (en litres)",28
"08-ABITIBI-TEMISCAMINGUE         ","2015","02","11 - Quantite d'aliments elimines ou confisques (en litres)",20
"12-CHAUDIERE-APPALACHES          ","2015","02","11 - Quantite d'aliments elimines ou confisques (en litres)",2
"04-MAURICIE                      ","2015","02","11 - Quantite d'aliments elimines ou confisques (en litres)",5
"03-CAPITALE-NATIONALE            ","2015","02","11 - Quantite d'aliments elimines ou confisques (en litres)",13
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","02","11 - Quantite d'aliments elimines ou confisques (en litres)",160
"01-BAS-SAINT-LAURENT             ","2015","02","11 - Quantite d'aliments elimines ou confisques (en litres)",38
"16-MONTEREGIE                    ","2015","02","11 - Quantite d'aliments elimines ou confisques (en litres)",85
"01-BAS-SAINT-LAURENT","2015","02","12 - Nombre de plaintes enregistrees",8
"10-NORD-DU-QUEBEC","2015","02","12 - Nombre de plaintes enregistrees",1
"06-MONTREAL","2015","02","12 - Nombre de plaintes enregistrees",1
"08-ABITIBI-TEMISCAMINGUE","2015","02","12 - Nombre de plaintes enregistrees",1
"09-COTE-NORD","2015","02","12 - Nombre de plaintes enregistrees",4
"13-LAVAL","2015","02","12 - Nombre de plaintes enregistrees",17
"02-SAGUENAY--LAC-SAINT-JEAN","2015","02","12 - Nombre de plaintes enregistrees",6
"03-CAPITALE-NATIONALE","2015","02","12 - Nombre de plaintes enregistrees",45
"12-CHAUDIERE-APPALACHES","2015","02","12 - Nombre de plaintes enregistrees",11
"04-MAURICIE","2015","02","12 - Nombre de plaintes enregistrees",9
"05-ESTRIE","2015","02","12 - Nombre de plaintes enregistrees",12
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","02","12 - Nombre de plaintes enregistrees",1
"14-LANAUDIERE","2015","02","12 - Nombre de plaintes enregistrees",26
"00-HORS QUEBEC","2015","02","12 - Nombre de plaintes enregistrees",1
"15-LAURENTIDES","2015","02","12 - Nombre de plaintes enregistrees",31
"07-OUTAOUAIS","2015","02","12 - Nombre de plaintes enregistrees",12
"17-CENTRE-DU-QUEBEC","2015","02","12 - Nombre de plaintes enregistrees",9
"16-MONTEREGIE","2015","02","12 - Nombre de plaintes enregistrees",63
"16-MONTEREGIE                    ","2015","02","16 - Nombre d'ordonnances de cesser les operations",1
"13-LAVAL                         ","2015","02","18 - Nombre de suspensions de permis",1
"16-MONTEREGIE                    ","2015","02","18 - Nombre de suspensions de permis",1
"15-LAURENTIDES                   ","2015","03","01 - Nombre d'inspections",235
"17-CENTRE-DU-QUEBEC              ","2015","03","01 - Nombre d'inspections",83
"14-LANAUDIERE                    ","2015","03","01 - Nombre d'inspections",140
"16-MONTEREGIE                    ","2015","03","01 - Nombre d'inspections",394
"07-OUTAOUAIS                     ","2015","03","01 - Nombre d'inspections",153
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","03","01 - Nombre d'inspections",31
"09-COTE-NORD                     ","2015","03","01 - Nombre d'inspections",34
"04-MAURICIE                      ","2015","03","01 - Nombre d'inspections",73
"03-CAPITALE-NATIONALE            ","2015","03","01 - Nombre d'inspections",224
"12-CHAUDIERE-APPALACHES          ","2015","03","01 - Nombre d'inspections",108
"08-ABITIBI-TEMISCAMINGUE         ","2015","03","01 - Nombre d'inspections",48
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","03","01 - Nombre d'inspections",95
"01-BAS-SAINT-LAURENT             ","2015","03","01 - Nombre d'inspections",101
"13-LAVAL                         ","2015","03","01 - Nombre d'inspections",148
"05-ESTRIE                        ","2015","03","01 - Nombre d'inspections",126
"10-NORD-DU-QUEBEC                ","2015","03","01 - Nombre d'inspections",4
"14-LANAUDIERE                    ","2015","03","02 - Nombre d'avis de non-conformite",20
"13-LAVAL                         ","2015","03","02 - Nombre d'avis de non-conformite",35
"12-CHAUDIERE-APPALACHES          ","2015","03","02 - Nombre d'avis de non-conformite",16
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","03","02 - Nombre d'avis de non-conformite",2
"09-COTE-NORD                     ","2015","03","02 - Nombre d'avis de non-conformite",3
"08-ABITIBI-TEMISCAMINGUE         ","2015","03","02 - Nombre d'avis de non-conformite",6
"05-ESTRIE                        ","2015","03","02 - Nombre d'avis de non-conformite",24
"07-OUTAOUAIS                     ","2015","03","02 - Nombre d'avis de non-conformite",30
"04-MAURICIE                      ","2015","03","02 - Nombre d'avis de non-conformite",12
"03-CAPITALE-NATIONALE            ","2015","03","02 - Nombre d'avis de non-conformite",47
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","03","02 - Nombre d'avis de non-conformite",19
"01-BAS-SAINT-LAURENT             ","2015","03","02 - Nombre d'avis de non-conformite",14
"17-CENTRE-DU-QUEBEC              ","2015","03","02 - Nombre d'avis de non-conformite",19
"16-MONTEREGIE                    ","2015","03","02 - Nombre d'avis de non-conformite",60
"15-LAURENTIDES                   ","2015","03","02 - Nombre d'avis de non-conformite",42
"17-CENTRE-DU-QUEBEC              ","2015","03","03 - Nombre d'infractions constatees",21
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","03","03 - Nombre d'infractions constatees",6
"14-LANAUDIERE                    ","2015","03","03 - Nombre d'infractions constatees",25
"15-LAURENTIDES                   ","2015","03","03 - Nombre d'infractions constatees",53
"16-MONTEREGIE                    ","2015","03","03 - Nombre d'infractions constatees",77
"13-LAVAL                         ","2015","03","03 - Nombre d'infractions constatees",55
"05-ESTRIE                        ","2015","03","03 - Nombre d'infractions constatees",33
"04-MAURICIE                      ","2015","03","03 - Nombre d'infractions constatees",17
"08-ABITIBI-TEMISCAMINGUE         ","2015","03","03 - Nombre d'infractions constatees",6
"03-CAPITALE-NATIONALE            ","2015","03","03 - Nombre d'infractions constatees",81
"09-COTE-NORD                     ","2015","03","03 - Nombre d'infractions constatees",5
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","03","03 - Nombre d'infractions constatees",22
"12-CHAUDIERE-APPALACHES          ","2015","03","03 - Nombre d'infractions constatees",22
"01-BAS-SAINT-LAURENT             ","2015","03","03 - Nombre d'infractions constatees",19
"07-OUTAOUAIS                     ","2015","03","03 - Nombre d'infractions constatees",38
"05-ESTRIE                        ","2015","03","07 - Montant des amendes imposees",5250
"17-CENTRE-DU-QUEBEC              ","2015","03","07 - Montant des amendes imposees",250
"03-CAPITALE-NATIONALE            ","2015","03","07 - Montant des amendes imposees",7000
"16-MONTEREGIE                    ","2015","03","07 - Montant des amendes imposees",11750
"15-LAURENTIDES                   ","2015","03","07 - Montant des amendes imposees",1000
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","03","07 - Montant des amendes imposees",2250
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","03","07 - Montant des amendes imposees",250
"08-ABITIBI-TEMISCAMINGUE         ","2015","03","07 - Montant des amendes imposees",2250
"07-OUTAOUAIS                     ","2015","03","07 - Montant des amendes imposees",2500
"13-LAVAL                         ","2015","03","07 - Montant des amendes imposees",4250
"01-BAS-SAINT-LAURENT             ","2015","03","07 - Montant des amendes imposees",250
"04-MAURICIE                      ","2015","03","07 - Montant des amendes imposees",250
"10-NORD-DU-QUEBEC                ","2015","03","07 - Montant des amendes imposees",250
"12-CHAUDIERE-APPALACHES          ","2015","03","07 - Montant des amendes imposees",1000
"14-LANAUDIERE                    ","2015","03","07 - Montant des amendes imposees",3000
"17-CENTRE-DU-QUEBEC              ","2015","03","08 - Nombre d'echantillons preleves",6
"09-COTE-NORD                     ","2015","03","08 - Nombre d'echantillons preleves",29
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","03","08 - Nombre d'echantillons preleves",9
"12-CHAUDIERE-APPALACHES          ","2015","03","08 - Nombre d'echantillons preleves",30
"13-LAVAL                         ","2015","03","08 - Nombre d'echantillons preleves",99
"14-LANAUDIERE                    ","2015","03","08 - Nombre d'echantillons preleves",127
"15-LAURENTIDES                   ","2015","03","08 - Nombre d'echantillons preleves",110
"16-MONTEREGIE                    ","2015","03","08 - Nombre d'echantillons preleves",107
"01-BAS-SAINT-LAURENT             ","2015","03","08 - Nombre d'echantillons preleves",30
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","03","08 - Nombre d'echantillons preleves",33
"03-CAPITALE-NATIONALE            ","2015","03","08 - Nombre d'echantillons preleves",82
"04-MAURICIE                      ","2015","03","08 - Nombre d'echantillons preleves",20
"05-ESTRIE                        ","2015","03","08 - Nombre d'echantillons preleves",30
"07-OUTAOUAIS                     ","2015","03","08 - Nombre d'echantillons preleves",41
"08-ABITIBI-TEMISCAMINGUE         ","2015","03","08 - Nombre d'echantillons preleves",11
"17-CENTRE-DU-QUEBEC              ","2015","03","09 - Nombre d'analyses",33
"01-BAS-SAINT-LAURENT             ","2015","03","09 - Nombre d'analyses",126
"08-ABITIBI-TEMISCAMINGUE         ","2015","03","09 - Nombre d'analyses",38
"07-OUTAOUAIS                     ","2015","03","09 - Nombre d'analyses",202
"05-ESTRIE                        ","2015","03","09 - Nombre d'analyses",170
"04-MAURICIE                      ","2015","03","09 - Nombre d'analyses",84
"03-CAPITALE-NATIONALE            ","2015","03","09 - Nombre d'analyses",269
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","03","09 - Nombre d'analyses",109
"16-MONTEREGIE                    ","2015","03","09 - Nombre d'analyses",454
"15-LAURENTIDES                   ","2015","03","09 - Nombre d'analyses",447
"14-LANAUDIERE                    ","2015","03","09 - Nombre d'analyses",431
"13-LAVAL                         ","2015","03","09 - Nombre d'analyses",453
"12-CHAUDIERE-APPALACHES          ","2015","03","09 - Nombre d'analyses",117
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","03","09 - Nombre d'analyses",33
"09-COTE-NORD                     ","2015","03","09 - Nombre d'analyses",96
"08-ABITIBI-TEMISCAMINGUE         ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",19
"01-BAS-SAINT-LAURENT             ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",42
"14-LANAUDIERE                    ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",18
"12-CHAUDIERE-APPALACHES          ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",38
"05-ESTRIE                        ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",51
"17-CENTRE-DU-QUEBEC              ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",8
"13-LAVAL                         ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",4
"03-CAPITALE-NATIONALE            ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",36
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",90
"07-OUTAOUAIS                     ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",6
"16-MONTEREGIE                    ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",27
"15-LAURENTIDES                   ","2015","03","10 - Quantite d'aliments elimines ou confisques (en kg)",36
"16-MONTEREGIE                    ","2015","03","11 - Quantite d'aliments elimines ou confisques (en litres)",176
"15-LAURENTIDES                   ","2015","03","11 - Quantite d'aliments elimines ou confisques (en litres)",243
"05-ESTRIE                        ","2015","03","11 - Quantite d'aliments elimines ou confisques (en litres)",4
"17-CENTRE-DU-QUEBEC              ","2015","03","11 - Quantite d'aliments elimines ou confisques (en litres)",1
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","03","11 - Quantite d'aliments elimines ou confisques (en litres)",20
"12-CHAUDIERE-APPALACHES          ","2015","03","11 - Quantite d'aliments elimines ou confisques (en litres)",132
"03-CAPITALE-NATIONALE            ","2015","03","11 - Quantite d'aliments elimines ou confisques (en litres)",6
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","03","11 - Quantite d'aliments elimines ou confisques (en litres)",1
"07-OUTAOUAIS                     ","2015","03","11 - Quantite d'aliments elimines ou confisques (en litres)",44
"01-BAS-SAINT-LAURENT             ","2015","03","11 - Quantite d'aliments elimines ou confisques (en litres)",10
"02-SAGUENAY--LAC-SAINT-JEAN","2015","03","12 - Nombre de plaintes enregistrees",14
"03-CAPITALE-NATIONALE","2015","03","12 - Nombre de plaintes enregistrees",52
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","03","12 - Nombre de plaintes enregistrees",2
"07-OUTAOUAIS","2015","03","12 - Nombre de plaintes enregistrees",15
"15-LAURENTIDES","2015","03","12 - Nombre de plaintes enregistrees",25
"10-NORD-DU-QUEBEC","2015","03","12 - Nombre de plaintes enregistrees",2
"06-MONTREAL","2015","03","12 - Nombre de plaintes enregistrees",1
"09-COTE-NORD","2015","03","12 - Nombre de plaintes enregistrees",5
"13-LAVAL","2015","03","12 - Nombre de plaintes enregistrees",20
"12-CHAUDIERE-APPALACHES","2015","03","12 - Nombre de plaintes enregistrees",11
"04-MAURICIE","2015","03","12 - Nombre de plaintes enregistrees",5
"14-LANAUDIERE","2015","03","12 - Nombre de plaintes enregistrees",19
"08-ABITIBI-TEMISCAMINGUE","2015","03","12 - Nombre de plaintes enregistrees",3
"05-ESTRIE","2015","03","12 - Nombre de plaintes enregistrees",20
"16-MONTEREGIE","2015","03","12 - Nombre de plaintes enregistrees",71
"17-CENTRE-DU-QUEBEC","2015","03","12 - Nombre de plaintes enregistrees",15
"00-HORS QUEBEC","2015","03","12 - Nombre de plaintes enregistrees",2
"01-BAS-SAINT-LAURENT","2015","03","12 - Nombre de plaintes enregistrees",12
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","03","16 - Nombre d'ordonnances de cesser les operations",1
"16-MONTEREGIE                    ","2015","03","16 - Nombre d'ordonnances de cesser les operations",2
"09-COTE-NORD                     ","2015","04","01 - Nombre d'inspections",27
"14-LANAUDIERE                    ","2015","04","01 - Nombre d'inspections",122
"16-MONTEREGIE                    ","2015","04","01 - Nombre d'inspections",299
"17-CENTRE-DU-QUEBEC              ","2015","04","01 - Nombre d'inspections",90
"10-NORD-DU-QUEBEC                ","2015","04","01 - Nombre d'inspections",12
"05-ESTRIE                        ","2015","04","01 - Nombre d'inspections",143
"11-GASPESIE--ILES-DE-LA-MADELEINE","2015","04","01 - Nombre d'inspections",30
"12-CHAUDIERE-APPALACHES          ","2015","04","01 - Nombre d'inspections",99
"08-ABITIBI-TEMISCAMINGUE         ","2015","04","01 - Nombre d'inspections",34
"04-MAURICIE                      ","2015","04","01 - Nombre d'inspections",94
"03-CAPITALE-NATIONALE            ","2015","04","01 - Nombre d'inspections",241
"13-LAVAL                         ","2015","04","01 - Nombre d'inspections",124
"07-OUTAOUAIS                     ","2015","04","01 - Nombre d'inspections",124
"02-SAGUENAY--LAC-SAINT-JEAN      ","2015","04","01 - Nombre d'inspections",92
"01-BAS-SAINT-LAURENT             ","2015","04","01 - Nombre d'inspections",76
