ogc_fid,nom_cours_eau,date_observation,commentaire,desc_etat_glace,longueur_embacle,unite_mesure_longueur_embacle,municipalite,source,cap_certitude,cap_type_evenement,cap_severite,cap_etat,cap_portee,cap_urgence,imprecision,coordonnee_x,coordonnee_y,date_creation
"1000287",Rivière Missisquoi Nord,2009/02/12,2 résidences dont les terrains ont 3 pieds d'eau dessus,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Potton,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-72.394027,45.120218,Inconnue
"1000288",Ruisseau Webster,2009/02/12,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Stanstead,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-72.183098,45.117894,Inconnue
"1000289",Ruisseau Vale Perkins,2009/02/12,2 résidences secondaires touchées,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Potton,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-72.295173,45.092366,Inconnue
"1000290",Rivière du Nord,2009/02/12,1 ferme entourée d'eau,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"2500",Inconnue,Cookshire-Eaton,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-71.62301,45.41428,Inconnue
"1000291",Ruisseau Castle,2009/02/17,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Orford,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-72.206566,45.308026,Inconnue
"1000292",Rivière Eaton,2013/01/14,Plus tard le même jour : pas d'embâcle  mais accumulation de glace sur les 2 rives sur plusieurs km,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Cookshire-Eaton,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-71.623078,45.414271,2013-01-14
"1000293",Rivière Ascot,2013/01/14,Chemin d'accès privé à une résidence inondé  1 résident isolé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Waterville,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-71.836361,45.340455,2013-01-14
"1000294",Rivière Eaton,2013/01/31,Coordonnées très approximatives  le chemin ne traverse pas la rivière,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Newport,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-71.425178,45.35578,Inconnue
"1000295",Lac Wallace,2013/01/31,Chemin Charest inondé + le garage d'une résidence située au 48 chemin Charest,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Herménégilde,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-71.586034,45.025154,Inconnue
"1000296",Rivière Coaticook,2013/01/31,2 résidences isolées  niveau d'eau trop élevé pour permettre le passage  un pont du MTQ touché,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Dixville,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Aucune,-71.775847,45.058282,Inconnue
"1000297",Rivière Ascot,2013/01/31,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Waterville,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-71.828084,45.327575,Inconnue
"1000298",Ruisseau Bury,2013/02/06,1 résidence évacuée  inondée et isolée,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Bury,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Localisation,-71.591586,45.527262,2013-01-31
"1000299",Rivière Stoke,2013/02/20,Embâcle formé fin janvier 2013,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Stoke,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-71.790434,45.544355,2013-01-31
"1000300",Ruisseau Vale Perkins,2013/02/20,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Potton,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-72.295781,45.092879,2013-01-31
"1000301",Rivière Ascot,2013/03/12,Route 147 inondée entre le pont du chemin Orr et le pont du chemin Bowers,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Waterville,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Localisation,-71.823026,45.314984,Inconnue
"1000302",Rivière Nicolet sud-ouest,2013/03/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Wotton,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-71.846248,45.778495,Inconnue
"1000303",Rivière Nicolet sud-ouest,2013/03/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Wotton,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-71.84715,45.78475,Inconnue
"1000304",Lac Wallace,2013/03/15,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Herménégilde,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-71.657891,45.033457,2013-03-14
"1000305",Rivière Richelieu,2005/12/19,Embâcle de frasil,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Sorel-Tracy,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.129214,46.014192,Inconnue
"1000306",Rivière Noire,2005/03/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Upton,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-72.650586,45.609631,Inconnue
"1000307",Rivière Châteauguay,2006/01/19,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Huntingdon,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-74.172804,45.086383,Inconnue
"1000308",Rivière Richelieu,2006/01/19,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Sorel-Tracy,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.129701,46.013995,Inconnue
"1000309",Rivière des Hurons,2006/03/11,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Mathias-sur-Richelieu,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.25777,45.459354,2006-03-10
"1000310",Rivière de la Tortue,2006/03/11,Chaussée inondée  mais pas problématique,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Mathieu / Delson,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Localisation,-73.524079,45.319313,Inconnue
"1000311",Rivière Yamaska,2007/03/15,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Farnham,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-72.975361,45.284739,Inconnue
"1000312",Rivière Châteauguay,2007/03/16,Route 138,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Huntingdon,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Importante,Actuel,Public,Passée,Aucune,-74.172764,45.086533,Inconnue
"1000313",Rivière Noire,2008/01/08,Le niveau avait aussi monté sur l'autre rive (rang Charlebois),Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"6",Inconnue,Roxton Falls,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-72.518358,45.562985,Inconnue
"1000314",Rivière Châteauguay,2008/01/09,Chemin Salaberry sud,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Châteauguay,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Localisation,-73.752041,45.379244,Inconnue
"1000315",Rivière Yamaska,2008/01/09,30 menacées sur rang du grand chenail  50 isolées sur rang de l'île-du-domaine,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Yamaska,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Importante,Actuel,Public,Passée,Aucune,-72.931442,46.040783,Inconnue
"1000316",Rivière Châteauguay,2008/01/09,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Huntingdon,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Aucune,-74.171716,45.089382,2008-01-09
"1000317",Rivière Noire,2008/01/10,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Acton Vale,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-72.59301,45.627125,Inconnue
"1000318",Rivière Noire et rivière Yamaska,2008/01/10,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Pie,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-72.962777,45.546491,Inconnue
"1000319",Rivière Richelieu,2008/01/12,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Ours,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-73.151422,45.901922,Inconnue
"1000320",Rivière Richelieu,2008/01/12,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Roch-de-Richelieu,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.153911,45.887346,Inconnue
"1000321",Rivière Richelieu,2008/01/18,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Ours / Saint-Roch-de-Richelieu,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.153744,45.889954,2008-01-17
"1000322",Rivière Châteauguay,2008/04/01,Impossible de localiser le pont ou le barrage  route 138,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Châteauguay,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Localisation,-73.799763,45.25372,Inconnue
"1000323",Rivière des Hurons,2008/04/02,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Mathias-sur-Richelieu,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-73.261894,45.459668,Inconnue
"1000324",Rivière au Saumon,2008/04/02,15 résidences secondaires inondées  2 résidences isolées,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Dundee,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Localisation,-73.530333,45.018902,Inconnue
"1000325",Rivière L'Acadie,2008/04/02,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",Inconnue,Chambly / Carignan,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-73.367547,45.408784,Inconnue
"1000326",Rivière Yamaska,2008/04/03,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"750",Inconnue,Saint-Hyacinthe,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-72.924276,45.683981,Inconnue
"1000327",Rivière Yamaska,2008/04/03,1 pied d'eau sur le chemin de la Pointe du Nord-Est,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Yamaska,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-72.943831,46.072878,Inconnue
"1000328",Rivière L'Acadie,2008/04/03,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Carignan,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.36678,45.403396,Inconnue
"1000329",Rivière L'Acadie,2008/04/06,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Carignan,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-73.362714,45.426732,Inconnue
"1000330",Rivière Noire,2008/04/07,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Upton,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-72.708061,45.630553,Inconnue
"1000331",Rivière Yamaska,2008/04/08,Rang de la pointe du nord-est fermé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Yamaska,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-72.94073,46.064947,2008-04-07
"1000332",Rivière Yamaska,2010/01/26,Rangs de l'Île-du-Domaine est et de l'Île-du-Domaine Ouest inondés  centaine de résidences isolées,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"3500",Inconnue,Yamaska,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Extrême,Actuel,Public,Passée,Localisation,-72.940501,46.064733,Inconnue
"1000333",Rivière Châteauguay,2014/03/11,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Châteauguay,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.748097,45.361367,Inconnue
"1000334",Rivière L'Acadie,2011/03/15,Débordement dans les champs  3 à 4 sous-sols inondés sur le chemin Bellerive  il y a 2 rivières qui passent à Carignan et les infos des 2 sont entremêlées,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",Inconnue,Carignan,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Importante,Actuel,Public,Passée,Aucune,-73.36761,45.408752,Inconnue
"1000335",Rivière aux Brochets,2011/03/18,Sous-sol d'une résidence inondé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"30",Inconnue,Saint-Pierre-de-Véronne-à-Pike,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-73.061618,45.13879,Inconnue
"1000336",Rivière aux Brochets,2011/03/18,Sous-sol d'une résidence inondé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"65",Inconnue,Saint-Pierre-de-Véronne-à-Pike,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-73.020934,45.144663,Inconnue
"1000337",Rivière Yamaska,2001/03/18,Sous-sol d'une résidence inondé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Bromont,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Localisation,-73.799055,45.273279,Inconnue
"1000338",Rivière aux Brochets,2011/03/19,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Notre-Dame-de-Stanbridge,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Aucune,-73.035109,45.170912,Inconnue
"1000339",Rivière aux Brochets,2011/03/19,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Stanbridge East,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Aucune,-72.932825,45.135818,Inconnue
"1000340",Rivière Richelieu,2011/03/20,Installations de la Marina du Phare et plusieurs quais de riverains endommagés,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Beloeil,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Aucune,-73.203013,45.562518,Inconnue
"1000341",Rivière Châteauguay,2012/03/08,10 à 15 résidences menacées par l'eau et la glace qui montaient sur les terrains  embâcle incomplète et en mouvement,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Huntingdon,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Importante,Actuel,Public,Passée,Aucune,-74.172702,45.087732,Inconnue
"1000342",Rivière Saint-Régis,2012/03/08,Débordement dans la zone inondable 20-100 ans,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Constant,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Aucune,-73.601627,45.369739,Inconnue
"1000343",Rivière L'Acadie,2012/03/09,Rivière sortie de son lit dans la plaine inondable,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Carignan,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Localisation,-73.353728,45.433234,Inconnue
"1000344",Lac-Brome,2012/03/09,Résidence de personnes âgées non touchée  mais menacée,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Lac-Brome,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Localisation,-72.668874,45.198038,Inconnue
"1000345",Rivière Yamaska,2012/03/09,60 résidences isolées à l'Île du Domaine + 8 à la Pointe-du-Nord-Est,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Yamaska,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Importante,Actuel,Public,Passée,Localisation,-72.93883,46.049647,Inconnue
"1000346",Rivière des Hurons,2013/01/13,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Mathias-sur-Richelieu,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-73.257199,45.459464,Inconnue
"1000347",Rivière des Hurons,2013/01/14,1 chemin légèrement inondé,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Mathias-sur-Richelieu,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Aucune,-73.244711,45.469548,2013-01-13
"1000348",Rivière L'Acadie,2013/01/14,Plaine de débordement connue,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Carignan,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-73.353072,45.434565,Inconnue
"1000349",Rivière Châteauguay,2013/01/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Huntingdon,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-74.172685,45.08753,Inconnue
"1000350",Rivière Châteauguay,2013/01/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Châteauguay,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.751374,45.380549,Inconnue
"1000351",Rivière Châteauguay,2013/01/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Châteauguay,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.752961,45.342386,Inconnue
"1000352",Rivière L'Acadie,2013/01/14,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1500",Inconnue,Carignan,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-73.343117,45.434558,Inconnue
"1000353",Rivière Yamaska,2013/01/15,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Césaire,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-72.994246,45.376625,Inconnue
"1000354",Rivière Yamaska sud-est,2013/02/20,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"500",Inconnue,Cowansville,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-72.734772,45.206918,Inconnue
"1000355",Rivière des Hurons,2013/03/11,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Mathias-sur-Richelieu,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-73.256954,45.459729,Inconnue
"1000356",Rivière L'Acadie,2013/03/12,Chemin Salaberry fermé le 12 mars 2013 entre Grande-Allée et Grande-Ligne,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Carignan,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Localisation,-73.359546,45.421309,Inconnue
"1000357",Rivière aux Brochets,2013/03/12,25 à 30 résidences inondées dans secteur Molleur + 15 à 20 dans le secteur du domaine Larochelle. Une résidence évacuée  son occupant relocalisé chez un voisin.,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Pierre-de-Véronne-à-Pike,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Importante,Actuel,Public,Passée,Localisation,-73.083016,45.097993,Inconnue
"1000358",Rivière Lacolle,2013/03/13,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Lacolle,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.366128,45.079768,Inconnue
"1000359",Rivière Châteauguay,2013/03/13,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Châteauguay,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.752848,45.372089,Inconnue
"1000360",Rivière Lacolle,2013/03/13,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Lacolle,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-73.331456,45.067014,Inconnue
"1000361",Rivière du Sud,2006/03/15,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",Inconnue,Saint-Raphaël,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-70.717496,46.775299,2006-03-15
"1000362",Rivière à la Fourche,2011/03/10,Un chemin privé touché,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Notre-Dame-Auxiliatrice -de-Buckland,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Aucune,-70.531074,46.641591,2013-03-06
"1000363",Rivière Etchemin,2013/03/18,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Lévis,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-71.15161,46.741407,Inconnue
"1000364",Rivière du Sud,2012/03/19,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"1000",Inconnue,Saint-Raphaël,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Aucune,-70.721911,46.778033,2012-03-18
"1000365",Rivière Daaquam,2012/03/20,Pourvoirie touchée (12 touristes),Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),"2000",Inconnue,Saint-Juste-de-Bretenières,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-70.080178,46.557408,2012-03-20
"1000366",Rivière Chicot,2010/01/26,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Cuthbert,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Localisation,-73.218026,46.152003,Inconnue
"1000367",Rivière Nicolet,2013/01/31,Route 161 fermé. Un dépanneur et une station service inondés,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Victoriaville,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Modérée,Actuel,Public,Passée,Aucune,-71.917918,46.029891,2013-01-31
"1000368",Rivière Chaudière,2013/03/13,"Quelques sous-sols de commerces; situation récurente annuellement",Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Georges,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Mineure,Actuel,Public,Passée,Aucune,-70.696919,46.128493,2013-03-13
"1000369",Rivière Chaudière,2013/04/10,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Scott,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-71.07207,46.502635,2013-04-10
"1000370",Rivière Daaquam,2013/04/18,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Juste-de-Bretenières,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Localisation,-70.130038,46.527125,2013-04-18
"1000371",Rivière Beaurivage,2013/01/31,,Embâcle (morceaux de glace empilés qui entravent ou bloquent la circulation de l'eau),n/d,Inconnue,Saint-Gilles,Historique des embâcles répertoriés au MSP (1985-2014),Observé,Glace,Normale,Actuel,Public,Passée,Aucune,-71.32961,46.478101,2013-01-31
