organisme,type_cr,specialite_regroupement,niveau_classe,categorie,internes,vacants,externes 
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Pilotage,Niveau expert (Exp.),Professionnel,2,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Technologie de l'information,0,Personnel d'encadrement,35,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Intelligence d'affaires,Niveau standard (St),Professionnel,3,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Information de gestion,Niveau standard (St),Professionnel,5,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,S̩curit̩ de l'information,Niveau expert chef d'̩quipe (Exp.C.E.),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Programmation,Classe principale (C.P.),Technicien,3,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture d'entreprise,Niveau ̩m̩rite (Em),Professionnel,5,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture de donn̩es et d'information,Niveau expert (Exp.),Professionnel,7,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture de processus,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture d'affaires,Niveau ̩m̩rite (Em),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Gestion de projet,Niveau expert (Exp.),Professionnel,7,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Coordination d'incidents,Niveau expert (Exp.),Professionnel,2,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Conseil strat̩gique,Niveau ̩m̩rite (Em),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture de r̩seaux / T̩l̩communications,Niveau ̩m̩rite (Em),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture organique,Niveau standard (St),Professionnel,9,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Administration de donn̩es,Niveau standard (St),Professionnel,10,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Conseil strat̩gique,Niveau expert chef d'̩quipe (Exp.C.E.),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture de s̩curit̩,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture d'int̩gration technologique,Niveau expert (Exp.),Professionnel,4,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Analyse d'affaires,Niveau standard (St),Professionnel,46,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Conseil strat̩gique,Niveau expert (Exp.),Professionnel,0,1,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Soutien aux utilisateurs,Classe nominale (C.N.),Technicien,0,1,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Administration g̩n̩rale,Classe nominale (C.N.),Technicien,0,2,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture d'int̩gration technologique,Niveau expert (Exp.),Professionnel,0,1,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Niveau standard (St),Professionnel,0,1,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,S̩curit̩ de l'information,Niveau standard (St),Professionnel,0,3,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Analyse d'affaires,Niveau standard (St),Professionnel,0,1,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Technologie de l'information,0,Personnel d'encadrement,0,5,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture d'affaires,Niveau standard (St),Professionnel,0,1,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture d'affaires,Niveau expert (Exp.),Professionnel,0,2,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Niveau expert (Exp.),Professionnel,0,1,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,CRTI,Architecture de s̩curit̩,Niveau standard (St),Professionnel,0,1,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Architecture d'infrastructures technologiques,0,Professionnel,0,0,1
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Programmation,0,Professionnel,0,0,1
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Conseil strat̩gique,0,Professionnel,0,0,1
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Intelligence d'affaires,0,Professionnel,0,0,3
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Soutien de projet,0,Professionnel,0,0,2
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Pilotage,0,Professionnel,0,0,1
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Architecture d'affaires,0,Professionnel,0,0,1
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Administration g̩n̩rale,0,Professionnel,0,0,2
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Administration g̩n̩rale,Classe nominale (C.N.),Technicien,13,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Administration de donn̩es,Niveau standard (St),Professionnel,4,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Pilotage,Niveau expert (Exp.),Professionnel,4,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,G̩omatique,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Technologie de l'information,0,Personnel d'encadrement,5,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,S̩curit̩ de l'information,Niveau standard (St),Professionnel,2,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Analyse d'affaires,Niveau expert (Exp.),Professionnel,13,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Analyse d'affaires,Niveau standard (St),Professionnel,16,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Soutien aux utilisateurs,Classe nominale (C.N.),Technicien,3,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Pilotage,Niveau standard (St),Professionnel,27,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Architecture fonctionnelle,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Administration de donn̩es,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Information de gestion,Niveau standard (St),Professionnel,5,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Analyse en d̩veloppement de syst̬me,Niveau standard (St),Professionnel,3,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Architecture d'entreprise,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Architecture d'affaires,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Soutien aux utilisateurs,Niveau standard (St),Professionnel,5,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Pilotage,Classe nominale (C.N.),Technicien,8,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Architecture d'infrastructures technologiques,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Gestion de projet,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Analyse d'affaires,Classe nominale (C.N.),Technicien,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Gestion de projet,Niveau standard (St),Professionnel,2,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Administration de donn̩es,Classe nominale (C.N.),Technicien,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Administration g̩n̩rale,0,Personnel de bureau,3,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Infrastructures technologiques & g̩n̩ral,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Formation TI,Niveau standard (St),Professionnel,2,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Analyse d'affaires,Niveau ̩m̩rite (Em),Professionnel,2,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Architecture d'affaires,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Pilotage,Niveau standard (St),Professionnel,0,2,0
Soci̩t̩ de l'assurance automobile du Qu̩bec,Hors CRTI,Administration g̩n̩rale,Classe nominale (C.N.),Technicien,0,3,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Analyse d'affaires,0,Professionnel,0,0,1
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Architecture organique,0,Professionnel,0,0,1
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Administration de donn̩es,Niveau standard (St),Professionnel,2,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Administration g̩n̩rale,0,Personnel de bureau,1,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Analyse d'affaires,Niveau standard (St),Professionnel,2,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Niveau expert (Exp.),Professionnel,2,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Niveau standard (St),Professionnel,9,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Architecture d'affaires,Niveau ̩m̩rite chef d'̩quipe (Em.C.E.),Professionnel,1,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Architecture d'affaires,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Architecture de r̩seaux / T̩l̩communications,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Architecture d'infrastructures technologiques,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Niveau standard (St),Professionnel,3,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Programmation,Classe nominale (C.N.),Technicien,1,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Soutien aux utilisateurs,Classe nominale (C.N.),Technicien,3,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Technologie de l'information,0,Personnel d'encadrement,3,0,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Analyse d'affaires,Niveau standard (St),Professionnel,0,1,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Niveau standard (St),Professionnel,0,2,0
Soci̩t̩ de t̩l̩diffusion du Qu̩bec,CRTI,Programmation,Classe nominale (C.N.),Technicien,0,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Analyse d'affaires,Niveau standard (St),Professionnel,6,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture de s̩curit̩,Niveau ̩m̩rite (Em),Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture d'entreprise,Niveau ̩m̩rite (Em),Professionnel,2,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture d'infrastructures technologiques,Niveau expert (Exp.),Professionnel,4,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture d'int̩gration d'applications,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture organique,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Gestion de projet,Niveau expert (Exp.),Professionnel,5,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Gestion de projets (PCO) / Planification-suivi-contr̫le,Niveau standard (St),Professionnel,6,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Niveau standard (St),Professionnel,3,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Programmation,Niveau standard (St),Professionnel,10,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Secr̩tariat g̩n̩ral,Classe principale (C.P.),Technicien,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Soutien aux utilisateurs,Classe nominale (C.N.),Technicien,7,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Soutien aux utilisateurs,Classe principale (C.P.),Technicien,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Technologie de l'information,0,Personnel d'encadrement,4,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,T̩l̩communications,Classe principale (C.P.),Technicien,3,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,T̩l̩communications,Niveau standard (St),Professionnel,5,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Analyse d'affaires,Niveau standard (St),Professionnel,0,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Niveau standard (St),Professionnel,0,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture de s̩curit̩,Niveau expert (Exp.),Professionnel,0,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Architecture d'int̩gration d'applications,Niveau expert (Exp.),Professionnel,0,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Niveau standard (St),Professionnel,0,2,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Programmation,Niveau standard (St),Professionnel,0,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,Soutien aux utilisateurs,Classe nominale (C.N.),Technicien,0,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,CRTI,T̩l̩communications,Classe principale (C.P.),Technicien,0,1,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Analyse d'affaires,Niveau expert (Exp.),Professionnel,3,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,G̩omatique,Classe nominale (C.N.),Technicien,3,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,G̩omatique,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Intelligence d'affaires,Niveau standard (St),Professionnel,3,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Soutien aux utilisateurs,Classe principale (C.P.),Technicien,1,0,0
Soci̩t̩ des ̩tablissements de plein air du Qu̩bec,Hors CRTI,Technologie de l'information,0,Personnel d'encadrement,1,0,0
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,Intelligence d'affaires,0,Professionnel,0,0,1
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,Architecture de donn̩es et d'information,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,Architecture de r̩seaux / T̩l̩communications,Classe nominale (C.N.),Technicien,1,0,0
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Classe nominale (C.N.),Technicien,2,0,0
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,Programmation,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,Secr̩tariat g̩n̩ral,0,Personnel de bureau,1,0,0
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,S̩curit̩ de l'information,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,Soutien aux utilisateurs,0,Personnel de bureau,1,0,0
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,Technologie de l'information,0,Personnel d'encadrement,1,0,0
Soci̩t̩ des Traversiers du Qu̩bec,CRTI,Programmation,Classe nominale (C.N.),Technicien,0,1,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,0,Professionnel,0,0,2
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'affaires,0,Professionnel,0,0,1
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'int̩gration technologique,0,Professionnel,0,0,2
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Gestion de projet,0,Professionnel,0,0,2
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Programmation,0,Professionnel,0,0,1
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien de projet,0,Professionnel,0,0,1
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Administration de donn̩es,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Administration g̩n̩rale,Classe nominale (C.N.),Technicien,2,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Administration g̩n̩rale,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Analyse d'affaires,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Niveau standard (St),Professionnel,7,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'affaires,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'affaires,Niveau standard (St),Professionnel,2,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture de donn̩es et d'information,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'infrastructures technologiques,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'int̩gration d'applications,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'int̩gration technologique,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture fonctionnelle,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture organique,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Conseil strat̩gique,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Coordination d'incidents,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Gestion de projets (PCO) / Planification-suivi-contr̫le,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Information de gestion,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Niveau standard (St),Professionnel,3,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Pilotage,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Programmation,Classe nominale (C.N.),Technicien,2,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Programmation,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,S̩curit̩ de l'information,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien aux utilisateurs,0,Personnel de bureau,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien aux utilisateurs,Classe nominale (C.N.),Technicien,2,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien aux utilisateurs,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien aux utilisateurs,Niveau standard (St),Professionnel,3,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien de projet,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Technologie de l'information,0,Personnel d'encadrement,3,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,T̩l̩communications,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'int̩gration d'applications,Niveau standard (St),Professionnel,0,1,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Architecture d'int̩gration technologique,Niveau standard (St),Professionnel,0,2,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Gestion de projet,Niveau standard (St),Professionnel,0,3,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Niveau standard (St),Professionnel,0,2,0
Soci̩t̩ d'habitation du Qu̩bec,CRTI,Soutien aux utilisateurs,Classe nominale (C.N.),Technicien,0,2,0
Soci̩t̩ d'habitation du Qu̩bec,Hors CRTI,Pilotage,Classe nominale (C.N.),Technicien,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,Hors CRTI,Pilotage,Classe principale (C.P.),Technicien,1,0,0
Soci̩t̩ d'habitation du Qu̩bec,Hors CRTI,Pilotage,Niveau standard (St),Professionnel,5,0,0
Soci̩t̩ d'habitation du Qu̩bec,Hors CRTI,Pilotage,Niveau standard (St),Professionnel,0,2,0
Soci̩t̩ du Centre des congr̬s de Qu̩bec,CRTI,Gestion de projets (PCO) / Planification-suivi-contr̫le,Niveau expert chef d'̩quipe (Exp.C.E.),Professionnel,1,0,0
Soci̩t̩ du Centre des congr̬s de Qu̩bec,CRTI,S̩curit̩ de l'information,Niveau standard (St),Professionnel,1,0,0
Soci̩t̩ du Centre des congr̬s de Qu̩bec,CRTI,Soutien aux utilisateurs,Classe nominale (C.N.),Technicien,1,0,0
Soci̩t̩ du Centre des congr̬s de Qu̩bec,CRTI,T̩l̩communications,Classe nominale (C.N.),Technicien,2,0,0
Soci̩t̩ du Centre des congr̬s de Qu̩bec,CRTI,Web et m̩dias sociaux,Classe nominale (C.N.),Technicien,1,0,0
Soci̩t̩ du Centre des congr̬s de Qu̩bec,CRTI,Web et m̩dias sociaux,Niveau standard (St),Professionnel,0,1,0
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,Programmation,0,Professionnel,0,0,1
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,Web et m̩dias sociaux,0,Professionnel,0,0,1
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,Architecture de donn̩es et d'information,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,Formation TI,Classe nominale (C.N.),Technicien,1,0,0
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,Gestion de projets (PCO) / Planification-suivi-contr̫le,Niveau expert chef d'̩quipe (Exp.C.E.),Professionnel,1,0,0
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,Infrastructures technologiques & g̩n̩ral,Niveau ̩m̩rite chef d'̩quipe (Em.C.E.),Professionnel,1,0,0
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,Infrastructures technologiques & g̩n̩ral,Niveau expert (Exp.),Professionnel,1,0,0
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,Soutien aux utilisateurs,Classe nominale (C.N.),Technicien,1,0,0
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,Technologie de l'information,0,Personnel d'encadrement,1,0,0
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,T̩l̩communications,Classe nominale (C.N.),Technicien,1,0,0
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,T̩l̩communications,Classe principale (C.P.),Technicien,2,0,0
Soci̩t̩ du Palais des congr̬s de Montr̩al,CRTI,T̩l̩communications,Niveau expert chef d'̩quipe (Exp.C.E.),Professionnel,1,0,0
Soci̩t̩ du parc industriel et portuaire de B̩cancour,CRTI,Infrastructures technologiques & g̩n̩ral,Classe nominale (C.N.),Technicien,1,0,0
