id_rire,types,specific,generic,designation_date,history,history_source,former_name,borough_codes,borough_names,title,topic_codes,topic_names
"","banque","Dolto, Françoise","-","","(1908-1988)  Psychanalyste de l&#8217;enfance dont la pensée exerce encore aujourd&#8217;hui une importante influence en France.","Compilé par Gabriel Martin, 2016","","","","Françoise Dolto","83","Banque Toponym'Elles"
"","banque","Dorion, Marie","-","","(vers 1786-1850)  Aventurière amérindienne reconnue pour son courage, ayant traversé la moitié de l&#8217;Amérique avec un groupe d&#8217;hommes.","Compilé par Gabriel Martin, 2016","","","","Marie Dorion","83","Banque Toponym'Elles"
"","banque","Dorval, Onésime","-","","(1845-1932)  Célèbre enseignante de français de la Saskatchewan née au Québec, elle est aujourd&#8217;hui reconnue comme une pionnière de l&#8217;éducation bilingue.","Compilé par Gabriel Martin, 2016","","","","Onésime Dorval","83","Banque Toponym'Elles"
"","banque","Vibert Douglas, Alice","-","","(1894-1988)  Astronome née à Montréal, reconnue, ayant reçu des doctorats honorifiques des universités McGill, Queen et Queensland et en l&#8217;honneur de qui un astéroïde a été nommé.","Compilé par Gabriel Martin, 2016","","","","Alice Vibert Douglas","83","Banque Toponym'Elles"
"","banque","Dubuc, Sophie-Louise","-","","(1826-1908)  Religieuse ayant occupé la fonction de supérieure générale de la Congrégation de Notre-Dame, à Montréal.","Compilé par Gabriel Martin, 2016","","","","Sophie-Louise Dubuc","83","Banque Toponym'Elles"
"","banque","Dupuis, Corinne","-","","(1895-1990)  On la connait d&#8217;abord comme l&#8217;une des femmes les plus marquantes de l&#8217;entourage des Casoars, un groupe d&#8217;étudiants à l&#8217;Université Laval de Montréal fondé en 1913 portant le nom d&#8217;un oiseau exotique d&#8217;Océanie depuis 1916. En 1936, elle fonde la Société Casavant de Montréal, une société présentant des pièces jouées à l&#8217;orgue. En 1947, elle devient directrice de la revue Amérique française à partir de 1947. En 1973, elle reçoit l&#8217;Ordre du Canada.","Compilé par Gabriel Martin, 2016","","","","Corinne Dupuis","83","Banque Toponym'Elles"
"","banque","Duquet, Suzanne","-","","(1917-2000)  Peintre née à Montréal, ayant aussi organisé des conférences, illustré des livres et participé la réalisation d&#8217;émissions radiophoniques et télévisuelles.","Compilé par Gabriel Martin, 2016","","","","Suzanne Duquet","83","Banque Toponym'Elles"
"","banque","Duquette, Marcelle","-","","(1908-2010)  Chanteuse née et décédée à Montréal, elle livre de nombreuses interprétations sur les ondes radio-canadiennes. À de nombreuses reprises, durant les années 1960 et 1970, elle préside le Ladies&#8217; Morning Musical Club.","Compilé par Gabriel Martin, 2016","","","","Marcelle Duquette","83","Banque Toponym'Elles"
"","banque","Ederle, Gertrude","-","","(1905-2003)  Sportive professionnelle états-unienne, elle est connue pour avoir battu un record mondial de natation, en devenant, en 1926, la première femme à traverser la mer de la Manche à la nage. Cet exploit lui vaut alors un immense succès populaire.","Compilé par Gabriel Martin, 2016","","","","Gertrude Ederle","83","Banque Toponym'Elles"
"","banque","Edwards, Henrietta","-","","(1849-1931)  Militante pour les droits des femmes née à Montréal, cette féministe a contribué à la fondation du Conseil national de la femme en 1893. Réformiste chevronnée, elle s&#8217;est impliquée dans la célèbre « affaire personne ».","Compilé par Gabriel Martin, 2016","","","","Henrietta Edwards","83","Banque Toponym'Elles"
"","banque","Elbe, Lili","-","","(1882-1931)  En 1930, cette Danoise devient l&#8217;une premières personnes connues à subir une opération de génitoplastie féminisante.","Compilé par Gabriel Martin, 2016","","","","Lili Elbe","83","Banque Toponym'Elles"
"","banque","Elson, Rebecca","-","","(1960-1999)  Écrivaine née à Montréal notamment reconnue pour son recueil de textes posthume, A Responsibility to Awe (2001).","Compilé par Gabriel Martin, 2016","","","","Rebecca Elson","83","Banque Toponym'Elles"
"","banque","Euguélionne, L&#8217;","-","","Ce roman, publié en 1976, est le chef-d&#8217;&#339;uvre de Louky Bersianik, écrivaine féministe montréalaise. Selon le Dictionnaire des &#339;uvres littéraires du Québec, « l&#8217;Euguélionne marque une date importante dans l&#8217;histoire du féminisme, non seulement au Québec, mais à travers le monde. »","Compilé par Gabriel Martin, 2016","","","","L'Euguélionne","83","Banque Toponym'Elles"
"","banque","Fairbrother, Anne","-","","(1804-1896)  Danseuse reconnue issue d&#8217;une famille d&#8217;artistes de la scène londonienne, elle est décédée à Montréal, où elle s&#8217;est déjà produite.","Compilé par Gabriel Martin, 2016","","","","Anne Fairbrother","83","Banque Toponym'Elles"
"","banque","Fernet-Martel, Florence","-","","(1892-1986)  Devenue secrétaire de la Ligue des droits de la femme en 1937, elle participe à l&#8217;émission radiophonique radio-canadienne « Fémina ». Cette militante s&#8217;implique dans le mouvement suffragiste et dans la défense des droits des femmes. En 1949, elle devient la première présidente de l&#8217;Association des femmes diplômées des universités.","Compilé par Gabriel Martin, 2016","","","","Florence Fernet-Martel","83","Banque Toponym'Elles"
"","banque","Ferron, Madeleine","-","","(1922-2010)  Écrivaine reconnue, elle reçoit le Grand prix littéraire de Montréal en 1972 pour son roman « Le Baron écarlate ». Elle est nommée chevalière de l&#8217;Ordre national du Québec en 1992. Elle est la s&#339;ur de Marcelle Ferron, en l&#8217;honneur de qui un lieu de Montréal a déjà été nommé.","Compilé par Gabriel Martin, 2016","","","","Madeleine Ferron","83","Banque Toponym'Elles"
"","banque","Finestone, Sheila","-","","(1927-2009)  Présidente de la Fédération des femmes du Québec (1977-1980), elle a aussi été députée libérale du Canada dans la circonscription de Mont-Royal (1984-1999) et sénatrice (1999-2001).","Compilé par Gabriel Martin, 2016","","","","Sheila Finestone","83","Banque Toponym'Elles"
"","banque","Fisbach, Marie","-","","(1806-1885)  Fondatrice des s&#339;urs du Bon-Pasteur en 1856.","Compilé par Gabriel Martin, 2016","","","","Marie Fisbach","83","Banque Toponym'Elles"
"","banque","Fitzgerald, Ella","-","","(1917-1996)  Chanteuse de jazz états-unienne reconnue pour son talent vocal hors pair.","Compilé par Gabriel Martin, 2016","","","","Ella Fitzgerald","83","Banque Toponym'Elles"
"","banque","Forbes McMullen, Elizabeth","-","","(1806-1875)  Supérieure des S&#339;urs grises (1843-1848) pendant l&#8217;épidémie de typhus, son humble histoire est liée au quartier de la pointe Saint-Charles.","Compilé par Gabriel Martin, 2016","","","","Elizabeth Forbes McMullen","83","Banque Toponym'Elles"
"","banque","Forrester, Maureen","-","","(1930-2010)  Chanteuse d&#8217;opéra de grande renommée, née à Montréal.","Compilé par Gabriel Martin, 2016","","","","Maureen Forrester","83","Banque Toponym'Elles"
"","banque","Fortier, Lise","-","","(1925-2014)  Gynécologue née à Montréal, figurant parmi les pionnières de son milieu, elle est connue avoir défendu le droit des femmes à la contraception et à l&#8217;avortement.","Compilé par Gabriel Martin, 2016","","","","Lise Fortier","83","Banque Toponym'Elles"
"","banque","Fortin, Émilie","-","","(1872-1949)  Pionnière du Yukon, emblématique de la dernière ruée vers l&#8217;or du 19e siècle.","Compilé par Gabriel Martin, 2016","","","","Émilie Fortin","83","Banque Toponym'Elles"
"","banque","Frank, Anne","-","","(1929-1945)  Adolescente juive internationalement connue pour son journal intime qui relate notamment son vécu relativement à la Shoah.","Compilé par Gabriel Martin, 2016","","","","Anne Frank","83","Banque Toponym'Elles"
"","banque","Franklin, Rosalind","-","","(1920-1958)  Biologiste britannique ayant grandement contribué à la découverte de la structure moléculaire de l&#8217;ADN.","Compilé par Gabriel Martin, 2016","","","","Rosalind Franklin","83","Banque Toponym'Elles"
"","banque","Freycinet, Rose de","-","","(1794-1832)  Première aventurière française à avoir effectué le tour du monde.","Compilé par Gabriel Martin, 2016","","","","Rose de Freycinet","83","Banque Toponym'Elles"
"","banque","Donaldas, les","-","","L&#8217;on surnommait « Donaldas » les premières étudiantes admises à l&#8217;Université McGill de Montréal, dans les années 1880. La Dotation Donalda pour l&#8217;éducation supérieure des femmes, accordée par le richissime Donald A. Smith à l&#8217;instigation de l&#8217;éducatrice Lucy Stanynought Simpson, visait à former des bachelières, maitres et docteures qui seraient soumises aux mêmes évaluations que les hommes et auraient accès aux mêmes honneurs, prix et médailles. Un nouveau bâtiment inauguré en 1900, le Royal Victoria College, fut par ailleurs expressément construit pour accueillir les Donaldas. Depuis l&#8217;admission des Donaldas, de nombreuses McGilloises ont marqué l&#8217;histoire de Montréal. La soprano montréalaise Pauline Donalda, de son vrai nom Pauline Lightstone, a d&#8217;ailleurs choisi son nom d&#8217;artiste en hommage à celles-ci. Au passage, notons aussi que l&#8217;on réservait aux Donaladas le droit de devenir membre du groupe étudiant Theo Dora, une sororité dont la présidence a déjà été assurée par C. M. Derick, en l&#8217;honneur de qui est nommée la rue Carrie-Derick de Montréal.<br><br>SOURCES. &#8212; FROST, Stanley, « Prima Donna Donalda », The McGill News, Montréal, vol. 85, no 1, printemps 2005. &#8212; LEIER, Mark, « Smith, Donald Alexander, 1er baron Strathcona et Mount Royal » dans COOK, Ramsay et Jean HAMELIN, Dictionnaire biographique du Canada, tome 14, « De 1911 à 1920 », 1998, Québec, Presses de l&#8217;Université Laval, p. 1024-1037. &#8212; MARTIN, Gabriel, Dictionnaire des onomastismes québécois : les mots issus de nos noms propres, Sherbrooke, Éditions du Fleurdelysé, coll. « Renardeau arctique », no 1,¿ 2013, p. 137 et 148. &#8212; MCGILL, Annual Calendar of McGill College and University, Montreal, session 1889-90, Montréal, 1889, p. 60, 196, 199 et 210. &#8212; SILAS, Mary, « Pauline Donalda (1882-1970) &#8211; Fondatrice de l&#8217;Opera Guild de Montréal » dans DARSIGNY, Maryse et autres, Ces femmes qui ont bâti Montréal, Montréal, Éditions du Remue-ménage, 1994, p. 261-262.","Compilé par Gabriel Martin, 2016","","","","Les Donaldas","83","Banque Toponym'Elles"
"","banque","Friedan, Betty","-","","(1921-2006)  Féministe états-unienne notamment connue pour son essai « La Femme mystifiée » (1963). Elle est la fondatrice de la National Organization for Women.","Compilé par Gabriel Martin, 2016","","","","Betty Friedan","83","Banque Toponym'Elles"
"","banque","Frothingham, Louisa Goddard","-","","(1827-1910)  Philanthrope ayant hérité des fortunes de son père et de son mari, elle soutient financièrement de nombreuses causes, notamment en lien avec le soutien des enfants et des mères dans les secteurs de la santé et de l&#8217;éducation.","Compilé par Gabriel Martin, 2016","","","","Louisa Goddard Frothingham","83","Banque Toponym'Elles"
"","banque","Fuller, Margaret","-","","(1810-1850)  Écrivaine états-unienne féministe ayant écrit l&#8217;influent livre « Women in the Nineteenth Century » (1845).","Compilé par Gabriel Martin, 2016","","","","Margaret Fuller","83","Banque Toponym'Elles"
"","banque","Gadbois, Louise","-","","(1896-1985)  Peintre outremontaise dont les explorations picturales, notamment les portraits, simplifient volontairement leurs sujets et témoignent d&#8217;un désir d&#8217;écouter sa voix intérieure plus que celles du réalisme, sans se tourner vers l&#8217;abstraction.","Compilé par Gabriel Martin, 2016","","","","Louise Gadbois","83","Banque Toponym'Elles"
"","banque","Gadbois, Pauline","-","","(1908-1990)  Athlète née à Montréal s&#8217;étant illustrée comme joueuse de tennis.","Compilé par Gabriel Martin, 2016","","","","Pauline Gadbois","83","Banque Toponym'Elles"
"","banque","Gagnon, Francine","-","","(1959-2007)  Artiste photographique de Montréal, elle a le corps humain comme principal sujet. Après avoir subi une mastectomie en raison d&#8217;un cancer, elle a exposé son sein excisé dans une de ses &#339;uvres, afin d&#8217;aborder des tabous sociaux à l&#8217;aide d&#8217;un symbole percutant.","Compilé par Gabriel Martin, 2016","","","","Francine Gagnon","83","Banque Toponym'Elles"
"","banque","Gallant, Mavis","-","","(1922-2014)  Écrivaine née à Montréal, cette nouvelliste prolifique a reçu de prestigieux prix dont l&#8217;Ordre du Canada et le prix Athanase-David.","Compilé par Gabriel Martin, 2016","","","","Mavis Gallant","83","Banque Toponym'Elles"
"","banque","Gandhi, Indira","-","","(1917-1984)  Première ministre de l&#8217;Inde durant les années 1960, 1970 et 1980.","Compilé par Gabriel Martin, 2016","","","","Indira Gandhi","83","Banque Toponym'Elles"
"","banque","Gaudé, Françoise","-","","(1671-1751)  Supérieure de l&#8217;Hôtel-Dieu, née et décédée à Montréal.","Compilé par Gabriel Martin, 2016","","","","Françoise Gaudé","83","Banque Toponym'Elles"
"","banque","Gaudet-Smet, Françoise","-","","(1902-1986)  Figure médiatique active pendant plus de 60 ans, elle est bien connue du grand public de son époque. Engagée dans la sauvegarde du patrimoine rural traditionnel, elle fonde, en 1938, la revue Paysana, qui reflète cette même préoccupation.","Compilé par Gabriel Martin, 2016","","","","Françoise Gaudet-Smet","83","Banque Toponym'Elles"
"","banque","Gaudry, Julie","-","","(1831-1910)  Religieuse responsable de la salle d&#8217;asile (garderie) des S&#339;urs grises de Montréal.","Compilé par Gabriel Martin, 2016","","","","Julie Gaudry","83","Banque Toponym'Elles"
"","banque","Gauld, Bella Hall","-","","(1878-1961)  Militante socialiste née en Ontario et décédée à Montréal, elle fonde notamment une institution d&#8217;éducation syndicale, le Labor College.","Compilé par Gabriel Martin, 2016","","","","Bella Hall Gauld","83","Banque Toponym'Elles"
"","banque","Gauthier, Blanche","-","","(1884-1960)  Actice née à Montréal, elle se fait connaitre dans le monde du théâtre, avant de devenir reconnu par le grand public grâce à son rôle dans le film « Le curé de village » (1949), une adaptation du premier radioroman québécois.","Compilé par Gabriel Martin, 2016","","","","Blanche Gauthier","83","Banque Toponym'Elles"
"","banque","Germain, Nicole","-","","(1916-1994)  Interprète le personnage de Donalda dans « Un homme et son péché »; animatrice et chroniqueuse radio d&#8217;émissions traitant de questions liées notamment aux femmes.","Compilé par Gabriel Martin, 2016","","","","Nicole Germain","83","Banque Toponym'Elles"
"","banque","Gervais, Lizette","-","","(1932-1986)  Première femme lectrice de nouvelle et animatrice radio engagée socialement, elle voit un prix de journalisme être nommé en son honneur.","Compilé par Gabriel Martin, 2016","","","","Lizette Gervais","83","Banque Toponym'Elles"
"","banque","Giroux, Antoinette","-","","(1903-1978)  Actrice née à Montréal, elle s&#8217;est grandement illustrée dans le monde du théâtre dans les années 1920, elle reçoit du gouvernement provincial une bourse afin de parfaire son éducation dramatique en France.","Compilé par Gabriel Martin, 2016","","","","Antoinette Giroux","83","Banque Toponym'Elles"
"","banque","Giroux, Germaine","-","","(1902-1975)  Née à Montréal, cette actrice est l&#8217;une des principales figures du théâtre québécois dans les années 1940.","Compilé par Gabriel Martin, 2016","","","","Germaine Giroux","83","Banque Toponym'Elles"
"","banque","Gleason, Anne-Marie","-","","(1875-1943)  Elle est l&#8217;une des principales femmes journalistes du Québec, au début du 20e siècle. Pendant près de deux décennies, elle est responsable des pages féminines de « La Patrie », un journal montréalais. Elle devient ensuite directrice de La Revue moderne, un populaire magasine montréalais, qu&#8217;elle fonde en 1919.","Compilé par Gabriel Martin, 2016","","","","Anne-Marie Gleason","83","Banque Toponym'Elles"
"","banque","Gadbois, Albine","-","","(née en 1830, décédée en 1874)<br><br>En 1846, une école pour personnes sourdes-muettes est aménagée avec l&#8217;appui d&#8217;Émilie Gamelin dans la maison mère des s&#339;urs de la Providence. L&#8217;année suivante, la jeune Albine Gadbois intègre cette communauté, où elle est admise comme religieuse deux ans plus tard, sous le nom de s&#339;ur Marie de Bonsecours. Ayant été en contact avec des personnes sourdes-muettes au cours de son noviciat, mais aussi durant son enfance, Marie de Bonsecours s&#8217;oriente naturellement vers l&#8217;apprentissage des langues signées, suivant des aspirations caritatives. En 1851, elle fonde l&#8217;Institution des sourdes-muettes de Montréal, où sont progressivement accueillies de nouvelles femmes, formées à l&#8217;aide de méthodes jugées bénéfiques et innovatrices à l&#8217;époque. L&#8217;Institution des Sourdes-Muettes, en plus de soutenir de nombreuses femmes sourdes et malentendantes, a aussi accueilli comme pensionnaires des Montréalaises entendantes en quête de tranquillité pour leur retraite, dont l&#8217;entreprenante Caroline Leclerc.<br><br>SOURCES. &#8212; ARCHEVÊCHÉ DE MONTRÉAL, L&#8217;Institution des sourdes-muettes à Montréal, tenue par les s&#339;urs de la Providence, Montréal, Arbour & Lalerle, 1892, 28 p. &#8212; DARSIGNY, Maryse et autres, Ces femmes qui ont bâti Montréal, Montréal, Éditions du Remue-ménage, 1994, p. 93-95. &#8212; ROCHELEAU-ROULEAU, Corinne, Une vie rayonnante : Mme Henry Hamilton, fondatrice de l&#8217;Assistance maternelle, coll. « L&#8217;&#338;uvre des tracts », no 343, Montréal, École sociale populaire, 1948, p. 4.","Compilé par Gabriel Martin, 2016","","","","Albine Gadbois","83","Banque Toponym'Elles"
"","banque","Goldman, Emma","-","","(1869-1940)  Anarchiste états-unienne d&#8217;origine russe ayant notamment lutté pour la défense des droits des femmes.","Compilé par Gabriel Martin, 2016","","","","Emma Goldman","83","Banque Toponym'Elles"
"","banque","Goodwin, Betty","-","","(1923-2008)  Peintre emblématique de l&#8217;art contemporain au Canada, née et décédée à Montréal.","Compilé par Gabriel Martin, 2016","","","","Betty Goodwin","83","Banque Toponym'Elles"
"","banque","Gouges, Olympe de","-","","(1748-1793)  Écrivaine française, notamment connue comme l&#8217;auteure de la Déclaration des droits de la femme et de la citoyenne (1792).","Compilé par Gabriel Martin, 2016","","","","Olympe de Gouges","83","Banque Toponym'Elles"
"","banque","Graham, Martha","-","","(1894-1991)  Chorégraphe et danseuse états-unienne, elle s&#8217;illustre comme une pionnière de la danse contemporaine.","Compilé par Gabriel Martin, 2016","","","","Martha Graham","83","Banque Toponym'Elles"
"","banque","Grandmaison, Éléonore de","-","","(1620-1692)  Originaire de France, elle immigre en Nouvelle-France où elle devient notamment, avec son mari, seigneuresse d&#8217;un fief sur la rive nord du Saint-Laurent en 1640, ainsi que d&#8217;un fief situé à la pointe ouest de l&#8217;ile d&#8217;Orléans en 1649.","Compilé par Gabriel Martin, 2016","","","","Éléonore de Grandmaison","83","Banque Toponym'Elles"
"","banque","Graton, Françoise","-","","(1930-2014)  Actrice et femme de théâtre née à Montréal, elle a notamment joué dans le téléroman La famille Plouffe. Elle est la cofondatrice de la Nouvelle Compagnie théâtrale, aujourd&#8217;hui devenu le Théâtre Denise-Pelletier.","Compilé par Gabriel Martin, 2016","","","","Françoise Graton","83","Banque Toponym'Elles"
"","banque","Grober, Chayele","-","","(1898-1978)  Comédienne juive d&#8217;origines polonaises, s&#8217;étant forgé une réputation à Moscou, elle immigre à Montréal en 1928, où elle demeure pendant une trentaine d&#8217;années. Elle contribue alors à la vie théâtrale de la communauté juive montréalaise, où elle dirige une troupe de théâtre yidiche et fonde son propre studio.","Compilé par Gabriel Martin, 2016","","","","Chayele Grober","83","Banque Toponym'Elles"
"","banque","Guilbault, Muriel","-","","(1922-1952)  Comédienne de talent, elle s&#8217;illustre sur la scène théâtrale montréalaise dans de nombreuses pièces, dont « Tit-Coq » de Gratien Gélinas.","Compilé par Gabriel Martin, 2016","","","","Muriel Guilbault","83","Banque Toponym'Elles"
"","banque","Guillevin-Wood, Jeannine","-","","(1929-2009)  Femme d&#8217;affaires qui fait prospérer l&#8217;entreprise familiale qu&#8217;elle a héritée de son mari, elle a été membre de nombreux conseils d&#8217;administration de grandes sociétés. Elle est nommée officière de l&#8217;Ordre national du Québec en 1999.","Compilé par Gabriel Martin, 2016","","","","Jeannine Guillevin-Wood","83","Banque Toponym'Elles"
"","banque","Guillimin, Marie-Charlotte","-","","(1747-1818)  Née le 7 juillet 1747 à Québec dans une famille francophone aisée, elle est pensionnaire des Ursulines de 20 mai 1756 au 1er juin 1757 et du 13 février au 17 mai 1758. À 16 ans, le 19 septembre 1763, elle épouse Joseph-Amable Trottier dit DesRivières, issu d&#8217;une famille de marchands fortunée de Montréal. Il semble que même après la mort de celui-ci en 1771, elle continue à assister son beau-frère dans l&#8217;entreprise familiale. À cet égard, il semble d&#8217;ailleurs raisonnable de suggérer qu&#8217;elle a contribué à l&#8217;essor commercial de Montréal. Le 2 décembre 1776, elle se remarie, en épousant l&#8217;anglophone d&#8217;origine écossaise James McGill, fondateur de l&#8217;université montréalaise portant son nom.","Compilé par Gabriel Martin, 2016","","","","Marie-Charlotte Guillimin","83","Banque Toponym'Elles"
"","banque","Gynilité, la","-","","Le terme « gynilité » a été créé par l&#8217;écrivaine Louky Bersianik, afin de concurrencer le terme « féminité », perçu comme péjoratif et restreignant. La gynilité peut donc se définir comme l&#8217;ensemble des qualités qu&#8217;une culture féministe utopique pourrait attribuer aux femmes. D&#8217;une manière plus spécifique, il est possible de définir la gynilité comme étant la confiance en soi d&#8217;une personne qui écoute et respecte sa voix intérieure.","Compilé par Gabriel Martin, 2016","","","","La Gynilité","83","Banque Toponym'Elles"
"","banque","Hébert, Artémise","-","","(1862-1934)  Religieuse portraitiste reconnue de Montréal, ayant enseigné le dessin et la peinture pendant 37 ans.","Compilé par Gabriel Martin, 2016","","","","Artémise Hébert","83","Banque Toponym'Elles"
"","banque","Hébert, Marjolaine","-","","(1926-2014)  Cofondatrice du Théâtre La Marjolaine, cette comédienne connue a notamment joué dans le radioroman « Rue principale », ainsi que dans les téléromans « Le Survenant » et « Terre humaine ». Elle est nommée chevalière de l&#8217;Ordre national du Québec en 1991.","Compilé par Gabriel Martin, 2016","","","","Marjolaine Hébert","83","Banque Toponym'Elles"
"","banque","Heneker, Dorothy","-","","(1886-1968)  Détentrice d&#8217;études en droit à l&#8217;Université McGill, cette femme née à Montréal est connue pour ses positions féministes et ses tendances antispécistes. En 1930, elle devient la première présidente de la Fédération canadienne et internationale des clubs de femmes de carrières libérales et commerciales.","Compilé par Gabriel Martin, 2016","","","","Dorothy Honeker","83","Banque Toponym'Elles"
"","banque","Hepburn, Audrey","-","","(1929-1993)  Actrice états-unienne reconnue, elle s&#8217;est aussi engagée auprès des enfants souffrant de la famine.","Compilé par Gabriel Martin, 2016","","","","Audrey Hepburn","83","Banque Toponym'Elles"
"","banque","Hervey, Éliza","-","","(1807-Vers 1893)  Elle a joué un rôle majeur dans la création du réseau de charité protestant montréalais au 19e siècle, auprès des femmes et des enfants.","Compilé par Gabriel Martin, 2016","","","","Éliza Hervey","83","Banque Toponym'Elles"
"","banque","Gannensagouas, Marie-Thérèse","-","","(née en 1669, décédée en 1695)<br><br>Marie-Thérèse Gannensagouas est, avec Marie-Barbe Atontinon, l&#8217;une des premières religieuses amérindiennes de l&#8217;histoire. Vers l&#8217;âge de 6 ans, elle est adoptée par le gouverneur de la Nouvelle-France, Daniel de Rémy de Courcelle. En 1672, avant de rentrer en France, le gouverneur confie l&#8217;enfant à la Congrégation de Notre-Dame, tenue à l&#8217;époque par Marguerite Bourgeoys. Il laisse alors, à l&#8217;attention de la petite, un montant de 1000 livres, en vue de son éventuel mariage lorsqu&#8217;elle aura atteint un âge plus mûr. Élevée dans la maison de la Congrégation à Ville-Marie, Marie-Thérèse Gannensagouas décide toutefois d&#8217;entrer dans les ordres en 1679. Elle enseigne ensuite comme maitresse d&#8217;école pendant un peu plus d&#8217;une douzaine d&#8217;années.<br><br>SOURCES. &#8212; Monument funéraire de Marie-Thérèse Gannensagouas, situé au cimetière Notre-Dame-des-Neiges. &#8212; SIMPSON, Patricia, Marguerite Bourgeoys et la Congrégation de Notre-Dame, 1665-1700, Montréal, McGill-Queen&#8217;s University Press, 2007, p. 64-65.","Compilé par Gabriel Martin, 2016","","","","Marie-Thérèse Gannensagouas","83","Banque Toponym'Elles"
"","banque","Higgins, Agnes C.","-","","(Inconnue-1985)  Affectueusement surnommée « Aggie », Agnès C. Higgins &#339;uvre de 1948 à 1981 au Dispensaire diététique de Montréal, qu&#8217;elle dirige à partir de 1959. Elle est notamment connue pour avoir mis au point la « méthode Higgins », une approche efficace pour aider les femmes enceintes à mieux se nourrir. Cette méthode éprouvée repose tant sur le soin mis à établir une prescription diététique personnalisée que dans le souci d&#8217;établir une relation émotionnelle authentique, maintenue par un bon suivi. En 1986, l&#8217;organisme CSOLIDARITÉ du Grand Montréal a créé le prix Agnès C. Higgins, annuellement décerné à un organisme s&#8217;étant démarqué par sa réponse adéquate aux problèmes sociaux. Le 2182, avenue Lincoln, à Montréal, est nommée « Maison Agnès C.-Higgins »; une plaque commémorative se trouve à l&#8217;entrée de l&#8217;édifice.","Compilé par Gabriel Martin, 2016","","","","Agnes C. Higgins","83","Banque Toponym'Elles"
"","banque","Hodgkin, Dorothy","-","","(1910-1994)  Cristallographe britannique ayant notamment fait avancer les connaissances sur la structure de l&#8217;insuline.","Compilé par Gabriel Martin, 2016","","","","Dorothy Hodgkin","83","Banque Toponym'Elles"
"","banque","Howlett, Alphonsine","-","","(1913-1992)  Travailleuse communautaire nommée Grande Montréalaise en 1978.","Compilé par Gabriel Martin, 2016","","","","Alphonsine Howlett","83","Banque Toponym'Elles"
"","banque","Hubbard, Mina","-","","(1870-1956)  Première femme blanche à explorer et à cartographier le Labrador.","Compilé par Gabriel Martin, 2016","","","","Mina Hubbard","83","Banque Toponym'Elles"
"","banque","Hubert, Yvonne","-","","(1895-1988)  Grande pédagogue qui a formé plusieurs générations de pianistes.","Compilé par Gabriel Martin, 2016","","","","Yvonne Hubert","83","Banque Toponym'Elles"
"","banque","Hypatie","-","","(vers 360-415)  Célèbre savante et mathématicienne grecque ayant vécu durant la fin du 4e siècle et le début du 5e siècle.","Compilé par Gabriel Martin, 2016","","","","Hypatie","83","Banque Toponym'Elles"
