FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT
TOURISME MONTRÉAL,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,BUREAU MARKETING ET COMMUNICATIONS,1156157002,"APPROUVER LE PROJET DE CONVENTION DE PARTENARIAT AVEC TOURISME MONTRÉAL RELATIVEMENT À LA PROLONGATION DU PROJET PILOTE ""PASSEPORT MONTRÉAL, DU 1E JANVIER AU 30 JUIN 2016"".",CE16 0174,2/5/2016,1.00
PROCOVA INC.,100% AGGLO,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION GESTION DES PROJETS DE DÉVELOPPEMENT ET DE MAINTIEN DES ACTIFS IMMOBILIERS,1165015001,"ACCORDER UN CONTRAT À PROCOVA INC. POUR LES TRAVAUX DE REMPLACEMENT ET DE MISE À NIVEAU DE L'HUMIDIFICATEUR DU QUARTIER GÉNÉRAL DE LA POLICE, SITUÉ AU 1441, SAINT-URBAIN (3679) - DÉPENSE TOTALE DE 152 916,75 $ TAXES INCLUSES - APPEL D'OFFRES 5824 (6 SOUMISSIONNAIRES) .",CE16 0202,2/11/2016,125610.00
EXPERTS GÉOCONSEILS INC.,100% AGGLO,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION,1151009019,"ACCORDER UN CONTRAT À EXPERTS GÉOCONSEILS INC. POUR LES SERVICES PROFESSIONNELS D'UN AGENT DE SANTÉ ET DE LA SÉCURITÉ AU TRAVAIL POUR LE PROJET BONAVENTURE POUR L'ANNÉE 2016. DÉPENSE TOTALE DE 248 092,14$, TAXES INCLUSES (CONTRAT : 221 510,84 $+ INCIDENCES, CONTINGENCES ET DÉBOURSÉS : 26 581,30 $). APPEL D'OFFRES PUBLIC 15-14847- 5 SOUMISSIONNAIRES.",CE16 0204,2/11/2016,221511.00
CONSEILS ATELYA INC.,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1155086002,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À CONSEILS ATELYA INC. POUR LA GESTION DU CALENDRIER DE RÉPARTITION DES SITES DE CUISINE DE RUE 2016-2017 POUR UNE SOMME MAXIMALE DE 119 574,00 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 15-14877 - (3 SOUMISSIONNAIRES) / APPROUVER UN PROJET DE CONVENTION À CETTE FIN",CE16 0218,2/11/2016,119574.00
WESTBURNE ÉLECTRICITÉ,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1157175001,"ACCORDER UN CONTRAT À WESTBURNE ÉLECTRICITÉ INC., POUR LA FOURNITURE D'ÉQUIPEMENTS ÉLECTRIQUES POUR LE RÉSERVOIR CÔTE-DES-NEIGES, POUR UNE SOMME MAXIMALE DE 118 168,95 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 15-14703 - (2 SOUMISSIONNAIRES)",CE16 0247,2/19/2016,118169.00
9317-9083 QUÉBEC IN,100% VILLE,SERVICE DES GRANDS PARCS_VERDISSEMENT ET DU MONT-ROYAL,DIRECTION,1153277002,"ACCORDER UN CONTRAT À LA FIRME À NUMÉRO SUIVANTE 9317-9083 QUÉBEC INC., POUR L'EXPLOITATION ET LA SURVEILLANCE DES PLAGES DES PARCS-NATURE DU CAP-SAINT-JACQUES ET DU BOIS-DE-L'ILE-BIZARD POUR LES PÉRIODES ESTIVALES DU 1ER AVRIL 2016 AU 3 SEPTEMBRE 2018, POUR UNE SOMME MAXIMALE DE 354 189,61 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO 15-14635 (3 SOUMISSIONNAIRES CONFORMES).",CE16 0250,2/19/2016,354190.00
IMPÉRIAL HABITATION INC.,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,DIRECTION DE L'EXPLOITATION,1160185002,"ACCORDER UN CONTRAT À ""IMPÉRIAL HABITATION INC"". POUR LA RÉFECTION DES GRANDES CHAMBRES FROIDES AU NIVEAU 0 DU BIODÔME DE MONTRÉAL POUR UNE SOMME MAXIMALE DE 222 591,60 $ TAXES INCLUSES. APPEL D'OFFRES PUBLIC #BI-00075 - (4) SOUMISSIONNAIRES",CE16 0253,2/19/2016,222592.00
GOUVERNEMENT DU QUÉBEC,100% VILLE,DIRECTION GÉNÉRALE,BUREAU - VILLE INTELLIGENTE ET NUMÉRIQUE,1157149001,APPROUVER LE PROJET D'ENTENTE CONCERNANT LE PORTAIL COMMUN DE DONNÉES OUVERTES ENTRE LE GOUVERNEMENT DU QUÉBEC ET LES MUNICIPALITÉS,CE16 0259,2/19/2016,1.00
PNEUS SP INC,100% AGGLO,SERVICE DE POLICE DE MONTRÉAL,DIRECTION DES SERVICES CORPORATIFS,1164472005,"ACCORDER UN CONTRAT À ""PNEUS SP INC."", PLUS BAS SOUMISSIONNAIRE CONFORME, POUR OFFRIR UN SERVICE D'ENTRETIEN ET DE RÉPARATION D'UNE PARTIE DU PARC DE VÉHICULES DU SERVICE DE POLICE DE LA VILLE DE MONTRÉAL, POUR UNE PÉRIODE DE VINGT-QUATRE MOIS, AVEC POSSIBILITÉ DE PROLONGATIONS, POUR UNE SOMME MAXIMALE DE 293 365,04 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 15-14345 - 8 SOUMISSIONNAIRES",CE16 0293,2/25/2016,293365.00
LES TERRASSEMENTS MULTI-PAYSAGES INC.,100% VILLE,SERVICE DES GRANDS PARCS_VERDISSEMENT ET DU MONT-ROYAL,DIRECTION,1156316014,"ACCORDER UN CONTRAT À LES TERRASSEMENTS MULTI-PAYSAGES INC., POUR LA RÉFECTION DE LA PLACE ET DE L'ÉCLAIRAGE DE L'OBÉLISQUE EN HOMMAGE À CHARLES DE GAULLE AU PARC LA FONTAINE - DÉPENSE TOTALE DE 404 752,46 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 15-6715 - (4 SOUMISSIONNAIRES).",CE16 0294,2/25/2016,378902.00
LE GROUPE J.S.V. INC.,ENTENTE CADRE - RÉPARTITION SELON UTILISATION,SERVICE DE L'APPROVISIONNEMENT,DIRECTION,1165331001,"CONCLURE AVEC L'ENTREPRISE LE GROUPE J.S.V. INC. (326 764,68 $) UNE ENTENTE-CADRE D'UNE DURÉE DE VINGT-QUATRE (24) MOIS AVEC UNE OPTION DE PROLONGATION DE DOUZE (12) MOIS POUR LA FOURNITURE D’OUTILS DIVERS DE DIFFÉRENTES MARQUES - APPEL D'OFFRES PUBLIC 15-14953 (2 SOUMISSIONNAIRES CONFORMES, 1 SOUMISSIONNAIRE NON-CONFORME)",CE16 0295,2/25/2016,326765.00
FILTRUM,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1163334002,"ACCORDER UN CONTRAT À FILTRUM INC. POUR LES TRAVAUX DE MISE À NIVEAU ÉLECTRIQUE DE LA STATION DE POMPAGE ST-DENIS (DES CARRIÈRES), POUR UNE SOMME MAXIMALE DE 141 873,40 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 3253-AE-15 - 6 SOUMISSIONNAIRES.",CE16 0296,2/25/2016,141873.00
LES ENTREPRISES VENTEC INC.,100% AGGLO,SERVICE DES GRANDS PARCS_VERDISSEMENT ET DU MONT-ROYAL,DIRECTION,1166316002,"ACCORDER UN CONTRAT À LES ENTREPRISES VENTEC INC., POUR LA RÉFECTION DES SENTIERS EN BOIS DANS L'AIRE DE JEU AU PARC DU MONT-ROYAL - DÉPENSE TOTALE DE 241 695,85 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 14-6708 - 7 SOUMISSIONNAIRES.",CE16 0297,2/25/2016,198005.00
J.M.O. CLIMATISATION INC.,100% AGGLO,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION,1165350001,"ACCORDER UN CONTRAT À LA FIRME J.M.O. CLIMATISATION INC. POUR LES TRAVAUX D'INSTALLATION D'UN SYSTÈME DE CAPTATION DES GAZ À LA SOURCE À LA CASERNE DE POMPIERS N° 17 (3217) SITUÉE AU 4240, RUE CHARLEROI, ARRONDISSEMENT DE MONTRÉAL-NORD. DÉPENSE TOTALE DE 112 186,91 $, TAXES INCLUSES - APPEL D'OFFRES 5816 (4 SOUMISSIONNAIRES).",CE16 0298,2/25/2016,101265.00
CARDIN RAMIREZ JULIEN INC.,100% VILLE,LASALLE,DIRECTION DES TRAVAUX PUBLICS,1163413001,"AUTORISER UNE DÉPENSE DE 450 001,15 $, TAXES INCLUSES, ET OCTROYER UN CONTRAT À CARDIN RAMIREZ JULIEN INC. POUR DES SERVICES PROFESSIONNELS POUR DES TRAVAUX DE RESTAURATION DE L'ANCIEN HÔTEL DE VILLE DE LASALLE SITUÉ AU 13 AVENUE STRATHYRE DANS L'ARRONDISSEMENT DE LASALLE. CONTRAT M.S. 15-290-1, SOUMISSION NO 402601.",CE16 0299,2/25/2016,450001.00
SOCIÉTÉ DU JARDIN DE CHINE DE MONTRÉAL,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,DIRECTION DE L'EXPLOITATION,1160715001,APPROUVER UN PROJET DE CONVENTION ENTRE LA VILLE DE MONTRÉAL ET LA SOCIÉTÉ DU JARDIN DE CHINE DE MONTRÉAL AFIN DE LUI CONFIER LA GESTION D'UN SERVICE DE VESTIAIRE AU JARDIN BOTANIQUE DE MONTRÉAL POUR UNE PÉRIODE DE 12 MOIS.,CE16 0300,2/25/2016,1.00
ROXANNE SARAH BERNARD ET SYLVIE TESSIER,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,INSECTARIUM,1163426001,"ACCEPTER LES DONS DE SPÉCIMENS D'INSECTES DE MADAME ROXANNE SARAH BERNARD ET DE MADAME SYLVIE TESSIER POUR L’INSECTARIUM DE MONTRÉAL ET AUTORISER L'ÉMISSION DE REÇUS OFFICIELS AUX FINS DE L'IMPÔT SUR LE REVENU À LEUR ATTENTION, POUR UNE VALEUR TOTALE DE 20 897,45 $.",CE16 0306,2/25/2016,20897.00
CONSTRUCTION VENTEC INC,100% VILLE,VILLE-MARIE,DIRECTION DES TRAVAUX PUBLICS,1156071003,"ACCORDER À LES ENTREPRISES DE CONSTRUCTION VENTEC INC UN CONTRAT DE 197 598,10 $ POUR LA FOURNITURE ET PLANTATION DES VÉGÉTAUX PRÉVUE AU PROJET DE DÉVELOPPEMENT PÔLE FRONTENAC, PHASE 1. (APPEL D'OFFRES PUBLIC VMP-15-025 - 8 SOUMISSIONNAIRES)",CE16 0315,3/2/2016,197598.00
LES COMPTEURS LECOMTE LTÉE,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE LA GESTION STRATÉGIQUE DES RÉSEAUX D'EAU,1166236001,"ACCORDER UN CONTRAT À LES COMPTEURS LECOMTE LTÉE, POUR LE SERVICE DE MESURES DE PRESSION ET DÉBIT SUR LE RÉSEAU D’EAU POTABLE, POUR UNE SOMME MAXIMALE DE 281 127,68$ $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 15-14817 - (4 SOUMISSIONNAIRES).",CE16 0316,3/2/2016,234273.00
CONSTRUCTION SOJO INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION,1160660001,"ACCORDER UN CONTRAT À LA FIRME CONSTRUCTION SOJO INC. POUR EFFECTUER LES TRAVAUX DE MISE À NIVEAU DES TRANSPORTS VERTICAUX AU MUSÉE POINTE-À-CALLIÈRE (2452 ET 21) - DÉPENSE TOTALE DE 185 345,45 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5819 - 2 SOUMISSIONNAIRES.",CE16 0321,3/2/2016,185345.00
WSP CANADA INC.,100% AGGLO,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION,1166708002,"ACCORDER UN CONTRAT À WSP CANADA INC. POUR LA FOURNITURE DE SERVICES PROFESSIONNELS EN SURVEILLANCE DE TRAVAUX POUR LE PROJET DE RÉAMÉNAGEMENT DU DOMAINE PUBLIC AUX ABORDS DU MUSÉE DES BEAUX-ARTS DE MONTRÉAL ET DE L'UNIVERSITÉ CONCORDIA POUR UNE SOMME MAXIMALE DE 372 118,89 $ TAXES INCLUSES - APPEL D'OFFRES PUBLIC # 5-14932 - 4 SOUMISSIONNAIRES DONT 3 CONFORMES.",CE16 0322,3/3/2016,372119.00
BELAGER SAUVÉ,"DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE 51.2% AGGLO 47,5% VILLE",SERVICE DES AFFAIRES JURIDIQUES,DIRECTION,1164403001,"RETENIR LES SERVICES PROFESSIONNELS DE LA FIRME BÉLANGER SAUVÉ S.E.N.C.R.L. AFIN DE REPRÉSENTER LA VILLE DANS LES ARBITRAGES DE DIFFÉREND ENTRE ELLE ET LES QUATRE ASSOCIATIONS DE PROFESSIONNELS, LE SYNDICAT DES FONCTIONNAIRES MUNICIPAUX DE MONTRÉAL («SFMM») ET LA FRATERNITÉ DES POLICIERS ET POLICIÈRES DE MONTRÉAL («FPPM»), EN APPLICATION DE LA LOI FAVORISANT LA SANTÉ FINANCIÈRE ET LA PÉRENNITÉ DES RÉGIMES DE RETRAITE À PRESTATIONS DÉTERMINÉES DU SECTEUR MUNICIPAL, DE MÊME QUE POUR ASSURER LA DÉFENSE DE LA VILLE À L'ENCONTRE DE LA REQUÊTE INTRODUCTIVE D'INSTANCE EN JUGEMENT DÉCLARATOIRE DE LA FPPM ET RÉSERVER À CETTE FIN LA SOMME DE 418 737,80$, TAXES INCLUSES. IMPUTATION MIXTE.",CE16 0323,3/2/2016,418737.00
ENGLOBE CORP.,100% VILLE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DES PROJETS ET DU DÉVELOPPEMENT,1166850001,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS AVEC LES FIRMES ENGLOBE CORP.( 192 492.28$, TAXES INCLUSES) ET INFRASTRUCTEL INC,(210 231.79 $ TAXES INCLUSES), POUR DES SERVICES DE SURVEILLANCE DE TRAVAUX. APPEL D'OFFRES PUBLIC # 1605 5 SOUMISSIONNAIRES, DONT 1 NON-CONFORME .",CE16 0365,3/15/2016,192492.00
INFRASTRUCTEL INC.,100% VILLE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DES PROJETS ET DU DÉVELOPPEMENT,1166850001,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS AVEC LES FIRMES ENGLOBE CORP.( 192 492.28$, TAXES INCLUSES) ET INFRASTRUCTEL INC,(210 231.79 $ TAXES INCLUSES), POUR DES SERVICES DE SURVEILLANCE DE TRAVAUX. APPEL D'OFFRES PUBLIC # 1605 5 SOUMISSIONNAIRES, DONT 1 NON-CONFORME .",CE16 0365,3/15/2016,210231.00
RADIANCE,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,BUREAU MARKETING ET COMMUNICATIONS,1166756001,"AUTORISER L'OCTROI D'UN CONTRAT DE SERVICES PROFESSIONNELS DE 10 MOIS À LA FIRME RADIANCE MÉDIA INC. POUR UNE SOMME MAXIMALE DE 142 281,56 $, POUR EFFECTUER LA PLANIFICATION ET L’ACHAT MÉDIA NUMÉRIQUE POUR ESPACE POUR LA VIE (APPEL D'OFFRES PUBLIC16-15018 - 2 SOUMISSIONNAIRES) - (INCLUANT LES TAXES).",CE16 0369,3/10/2016,142281.00
XYZ,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1164332001,"ACCORDER À LA FIRME XYZ TECHNOLOGIE CULTURELLE INC. UN CONTRAT DE 346 421,00 $ $, TAXES INCLUSES, POUR L'ACQUISITION ET L'INSTALLATION D'ÉQUIPEMENTS DE SONORISATION ET D'AFFICHAGE POUR LA PISTE D'ATHLÉTISME DU COMPLEXE SPORTIF CLAUDE-ROBILLARD EN VUE DE LA FINALE DES JEUX DU QUÉBEC - MONTRÉAL 2016 - APPEL D'OFFRES PUBLIC N° 16-15014 - 2 SOUMISSIONNAIRES.",CE16 0404,3/18/2016,346421.00
SÉRIGRAPHIE VELLONE,100% VILLE,SERVICE DE LA CONCERTATION DES ARRONDISSEMENTS,DIRECTION,1165086001,"ACCORDER UN CONTRAT À SÉRIGRAPHIE VELLONE, UN CONTRAT POUR LA FOURNITURE DE CHANDAILS POUR LES CORVÉES DE PROPRETÉ, POUR UNE PÉRIODE DE 36 MOIS, POUR UNE SOMME MAXIMALE DE 353 950.54$, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 16-14978 - (7 SOUMISSIONNAIRES)",CE16 0406,3/18/2016,353950.00
G. DAVIAULT LTÉÉ,100% AGGLO,SERVICE DES GRANDS PARCS_VERDISSEMENT ET DU MONT-ROYAL,DIRECTION,1161701004,"ACCORDER UN CONTRAT À G. DAVIAULT LTÉE, POUR LA FOURNITURE ET L'INSTALLATION DES CLÔTURES DE CHANTIER DANS LE CADRE DE LA MISE EN VALEUR DU SQUARE VIGER - DÉPENSE TOTALE DE 285 270,22 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC (16-6873) - (2 SOUMISSIONNAIRES).",CE16 0409,3/18/2016,285270.00
CONSTRUCTION ARCADE,100% AGGLO,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION,1165350002,"ACCORDER UN CONTRAT À LA FIRME CONSTRUCTION ARCADE POUR LES TRAVAUX D'INSTALLATION D'UN SYSTÈME DE CAPTATION DES GAZ À LA SOURCE À LA CASERNE DE POMPIERS N° 23 (0280) SITUÉE AU 523, PLACE ST-HENRI, ARRONDISSEMENT DU SUD-OUEST. DÉPENSE TOTALE DE 133 089,32 $, TAXES INCLUSES - APPEL D'OFFRES 5823 (6 SOUMISSIONNAIRES).",CE16 0461,3/23/2016,123891.00
GROUPE ABS INC,100% VILLE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DES PROJETS ET DU DÉVELOPPEMENT,1166850002,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À LA FIRME GROUPE ABS INC POUR LA CARACTÉRISATION DES SOLS, SUITE À L'APPEL D'OFFRES PUBLIC NO. 1612, DANS LE CADRE DE PROJETS DE CONSTRUCTION, DE BRANCHEMENT ET DE MODIFICATION DU RÉSEAU SOUTERRAIN DE LA CSEM AU MONTANT DE 265 391.04 $",CE16 0463,3/23/2016,265391.00
ALAIN MASSICOTTE,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,JARDIN BOTANIQUE,1153815005,"AUTORISER LA PRÉSENTATION DES OEUVRES DE MONSIEUR ALAIN MASSICOTTE, ARTISTE EN ARTS VISUELS, À L'OCCASION D'UNE EXPOSITION TEMPORAIRE ""TRIALOGUE SUR L'ARBRE"", DU 9 AVRIL AU 30 OCTOBRE 2016, À LA MAISON DE L'ARBRE FRÉDÉRIC-BACK DU JARDIN BOTANIQUE DE MONTRÉAL, POUR UNE SOMME MAXIMALE DE 3 000 $ (TAXES INCLUSES) / APPROUVER UN PROJET DE CONVENTION D'EXPOSITION À CETTE FIN.",CE16 0469,3/23/2016,3000.00
ALAIN MASSICOTTE,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,JARDIN BOTANIQUE,1153815005,"AUTORISER LA PRÉSENTATION DES OEUVRES DE MONSIEUR ALAIN MASSICOTTE, ARTISTE EN ARTS VISUELS, À L'OCCASION D'UNE EXPOSITION TEMPORAIRE ""TRIALOGUE SUR L'ARBRE"", DU 9 AVRIL AU 30 OCTOBRE 2016, À LA MAISON DE L'ARBRE FRÉDÉRIC-BACK DU JARDIN BOTANIQUE DE MONTRÉAL, POUR UNE SOMME MAXIMALE DE 3 000 $ (TAXES INCLUSES) / APPROUVER UN PROJET DE CONVENTION D'EXPOSITION À CETTE FIN.",CE16 0469,3/23/2016,3000.00
BÉTON MOBILE DU QUÉBEC,100% VILLE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DU RÉSEAU,1160128001,"ACCORDER UN CONTRAT À BÉTON MOBILE DU QUÉBEC POUR LA FOURNITURE DE BÉTON SEC LIVRÉ SUR LE CHANTIER. AUTORISER À CETTE FIN UNE DÉPENSE MAXIMALE DE 107 886,79$ (TAXES INCLUSES).",CE16 0478,3/31/2016,107887.00
SÉCURO VISION INC.,ENTENTE CADRE RÉPATITION SELON UTILISATION,SERVICE DE L'APPROVISIONNEMENT,DIRECTION,1166133001,"AUTORISER LA PROLONGATION, POUR UNE PÉRIODE DE DOUZE (12) MOIS SUPPLÉMENTAIRES, DE L'ENTENTE-CADRE CONCLUE AVEC LA FIRME SÉCURO VISION INC., POUR LA FOURNITURE SUR DEMANDE DE LUNETTES DE SÉCURITÉ AVEC PRESCRIPTION ET SERVICES CONNEXES À LA SUITE DE L'APPEL D'OFFRES PUBLIC 13-12700. (MONTANT ESTIMÉ DE LA PROLONGATION 40 412,12 $ TAXES INCLUSES)",CE16 0480,3/31/2016,40412.00
GROUPE GENINOV INC,100% VILLE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DES PROJETS ET DU DÉVELOPPEMENT,1166850003,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS AVEC LES FIRMES TRANSIT ARPENTEURS-GÉOMÈTRES INC..( 202 068.56$, TAXES INCLUSES) ET GROUPE GENINOV INC,(197 527.05 $ TAXES INCLUSES), POUR DES SERVICES DE SURVEILLANCE DE TRAVAUX. APPEL D'OFFRES PUBLIC # 1606 5 SOUMISSIONNAIRES, DONT 1 NON-CONFORME .",CE16 0482,3/31/2016,197527.00
TRANSIT ARPENTEURS-GÉOMETRES INC,100% VILLE,COMMISSION DES SERVICES ÉLECTRIQUES,DIVISION DE LA GESTION DES PROJETS ET DU DÉVELOPPEMENT,1166850003,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS AVEC LES FIRMES TRANSIT ARPENTEURS-GÉOMÈTRES INC..( 202 068.56$, TAXES INCLUSES) ET GROUPE GENINOV INC,(197 527.05 $ TAXES INCLUSES), POUR DES SERVICES DE SURVEILLANCE DE TRAVAUX. APPEL D'OFFRES PUBLIC # 1606 5 SOUMISSIONNAIRES, DONT 1 NON-CONFORME .",CE16 0482,3/31/2016,202068.00
G&S CONSULTANTS S.E.N.C.,82% VILLE 18% ARR.,VERDUN,DIRECTION DES TRAVAUX PUBLICS,1166459001,"AUGMENTER LE CONTRAT DE G&S CONSULTANTS S.E.N.C. POUR LE CONTRÔLE DES MATÉRIAUX ET SURVEILLANCE QUALITATIVE ET QUANTITATIVE DES TRAVAUX DE RECONSTRUCTION DES RUES WOODLAND, GODIN ET RIVERVIEW, ENTRE LA RUE BANNANTYNE ET LE BOULEVARD LASALLE, D'UN MONTANT DE 28 130,93 $ (TAXES INCLUSES), MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 160 036,17 $ À 188 167,10 $, CONTINGENCES ET TAXES INCLUSES.",CE16 0483,4/1/2016,28131.00
ASCENSEURS INNOVATEC,100% AGGLO,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1163438003,"ACCORDER UN CONTRAT D'UNE DURÉE DE TROIS ANS À LA COMPAGNIE ASCENSEURS INNOVATEC INC. POUR L'ENTRETIEN ET LA RÉPARATION DES ASCENSEURS, MONTE-CHARGES ET NACELLES À LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE AU MONTANT DE 185 638.64 $ TAXES INCLUSES. APPEL D'OFFRES PUBLIC 16-14981 - 3 SOUMISSIONNAIRES.",CE16 0506,4/8/2016,185639.00
M. MOHAMAD OSSEYRANE,50% AGGLO 50% VILLE,SERVICE DES AFFAIRES JURIDIQUES,DIRECTION DES AFFAIRES CIVILES,1167173001,AUTORISER UNE DÉPENSE ADDITIONNELLE DE 40 250 $ POUR PARFAIRE LE PAIEMENT DES HONORAIRES DE M. MOHAMAD OSSEYRANE MAJORANT AINSI LE MONTANT TOTAL DES HONORAIRES DE 275 000 $ À 315 250 $ POUR LA PRÉPARATION ET L'ASSISTANCE AU PROCÈS DANS LES DOSSIERS DE LA PLUIE ABONDANTE DU 2 AOÛT 2008.,CE16 0518,4/8/2016,315250.00
RADHYPS,50% AGGLO 50% VILLE,SERVICE DES AFFAIRES JURIDIQUES,DIRECTION DES AFFAIRES CIVILES,1167173002,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 45 000 $ POUR PARFAIRE LE PAIEMENT DES HONORAIRES PROFESSIONNELS DE MONSIEUR DANIEL JOBIN, EXPERT POUR LA COMPAGNIE RADHYPS AFIN QU'IL PROCÈDE À L'ÉTUDE ET À LA CARACTÉRISATION DE LA PLUIE DU 2 AOÛT 2008, À LA PRODUCTION D'EXPERTISES POUR DÉFENDRE LES INTÉRÊTS DE LA VILLE DE MONTRÉAL ET À LA PRÉPARATION ET ASSISTANCE LORS DU PROCÈS, MAJORANT AINSI LE MONTANT DE 75 000 $ À 120 000 $.",CE16 0519,4/8/2016,45000.00
TERRASSEMENT DE GOLF THÉRIAULT INC.,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1151543008,"1 - ACCORDER TROIS CONTRATS, D'UNE DURÉE DE DEUX ANS, TOTALISANT 385 971,08 $ TAXES INCLUSES AUX ENTREPRISES TERRASSEMENT DE GOLF THÉRIAULT INC., PAYSAGISTE SOLARCO INC. ET DU VERT AU ROUGE INC. POUR L'ENTRETIEN DES TERRAINS ET ESPACES EXTÉRIEURS DU COMPLEXE SPORTIF CLAUDE-ROBILLARD / ARÉNA MICHEL-NORMANDIN, DU STADE DE SOCCER DE MONTRÉAL, DE L’ARÉNA MAURICE-RICHARD ET DU TAZ. - APPEL D'OFFRES PUBLIC 16-14980 - (6 SOUMISSIONNAIRES) 2 - AUTORISER UN BUDGET ADDITIONNEL DE REVENUS ET DE DÉPENSES POUR L'ORGANISME LE TAZ DE 4 599,00 $ ANNUELLEMENT POUR 2016 ET 2017.",CE16 0567,4/18/2016,354008.00
PAYSAGISTE SOLARCO INC,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1151543008,"1 - ACCORDER TROIS CONTRATS, D'UNE DURÉE DE DEUX ANS, TOTALISANT 385 971,08 $ TAXES INCLUSES AUX ENTREPRISES TERRASSEMENT DE GOLF THÉRIAULT INC., PAYSAGISTE SOLARCO INC. ET DU VERT AU ROUGE INC. POUR L'ENTRETIEN DES TERRAINS ET ESPACES EXTÉRIEURS DU COMPLEXE SPORTIF CLAUDE-ROBILLARD / ARÉNA MICHEL-NORMANDIN, DU STADE DE SOCCER DE MONTRÉAL, DE L’ARÉNA MAURICE-RICHARD ET DU TAZ. - APPEL D'OFFRES PUBLIC 16-14980 - (6 SOUMISSIONNAIRES) 2 - AUTORISER UN BUDGET ADDITIONNEL DE REVENUS ET DE DÉPENSES POUR L'ORGANISME LE TAZ DE 4 599,00 $ ANNUELLEMENT POUR 2016 ET 2017.",CE16 0567,4/18/2016,16097.00
