NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,  NOMBRE_DEPARTS  ,  JOURS_HOSPIT_TOTAL  ,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
509,Soins physiques et psychiatriques de courte durée,Outaouais,83005, 27    , 216    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
510,Soins physiques et psychiatriques de courte durée,Outaouais,83010, 85    , 490    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
511,Soins physiques et psychiatriques de courte durée,Outaouais,83015, 80    , 317    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
512,Soins physiques et psychiatriques de courte durée,Outaouais,83020, 38    , 297    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
513,Soins physiques et psychiatriques de courte durée,Outaouais,83032, 315    , 2 824    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
514,Soins physiques et psychiatriques de courte durée,Outaouais,83040, 114    , 627    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
515,Soins physiques et psychiatriques de courte durée,Outaouais,83045, 67    , 485    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
516,Soins physiques et psychiatriques de courte durée,Outaouais,83050, 120    , 542    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
517,Soins physiques et psychiatriques de courte durée,Outaouais,83055, 74    , 389    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
518,Soins physiques et psychiatriques de courte durée,Outaouais,83060, 221    , 1 648    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
519,Soins physiques et psychiatriques de courte durée,Outaouais,83065, 1 003    , 9 107    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
520,Soins physiques et psychiatriques de courte durée,Outaouais,83070, 213    , 1 315    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
521,Soins physiques et psychiatriques de courte durée,Outaouais,83075, 46    , 252    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
522,Soins physiques et psychiatriques de courte durée,Outaouais,83085, 40    , 351    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
523,Soins physiques et psychiatriques de courte durée,Outaouais,83088, 92    , 495    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
524,Soins physiques et psychiatriques de courte durée,Outaouais,83090, 93    , 410    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
525,Soins physiques et psychiatriques de courte durée,Outaouais,83095, 164    , 1 274    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
526,Soins physiques et psychiatriques de courte durée,Outaouais,83802, 17    , 121    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
527,Soins physiques et psychiatriques de courte durée,Outaouais,83804, 85    , 391    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
528,Soins physiques et psychiatriques de courte durée,Outaouais,84005, 105    , 948    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
529,Soins physiques et psychiatriques de courte durée,Outaouais,84010, 334    , 3 406    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
530,Soins physiques et psychiatriques de courte durée,Outaouais,84015, 30    , 304    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
531,Soins physiques et psychiatriques de courte durée,Outaouais,84020, 46    , 295    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
532,Soins physiques et psychiatriques de courte durée,Outaouais,84025, 83    , 475    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
533,Soins physiques et psychiatriques de courte durée,Outaouais,84030, 148    , 1 159    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
534,Soins physiques et psychiatriques de courte durée,Outaouais,84035, 67    , 415    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
535,Soins physiques et psychiatriques de courte durée,Outaouais,84045, 16    , 116    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
536,Soins physiques et psychiatriques de courte durée,Outaouais,84050, 24    , 123    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
537,Soins physiques et psychiatriques de courte durée,Outaouais,84055, 123    , 651    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
538,Soins physiques et psychiatriques de courte durée,Outaouais,84060, 200    , 1 464    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
539,Soins physiques et psychiatriques de courte durée,Outaouais,84065, 209    , 1 350    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
540,Soins physiques et psychiatriques de courte durée,Outaouais,84070, 25    , 154    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
541,Soins physiques et psychiatriques de courte durée,Outaouais,84082, 67    , 654    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
542,Soins physiques et psychiatriques de courte durée,Outaouais,84090, 8    , 31    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
543,Soins physiques et psychiatriques de courte durée,Outaouais,84095, 6    , 39    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
544,Soins physiques et psychiatriques de courte durée,Outaouais,Autres, 7    , 29    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
545,Soins physiques et psychiatriques de courte durée,Outaouais,Total Outaouais, 28 289    , 257 014    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
546,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85005, 296    , 1 933    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
547,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85010, 100    , 704    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
548,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85015, 73    , 408    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
549,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85020, 91    , 469    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
550,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85025, 387    , 2 564    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
551,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85030, 92    , 543    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
552,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85037, 195    , 1 045    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
553,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85045, 158    , 916    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
554,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85050, 83    , 487    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
555,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85055, 45    , 218    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
556,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85060, 45    , 206    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
557,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85065, 60    , 474    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
558,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85070, 32    , 241    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
559,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85075, 9    , 69    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
560,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85080, 54    , 248    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
561,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85085, 53    , 245    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
562,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85090, 211    , 1 538    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
563,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85095, 39    , 155    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
564,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85100, 45    , 315    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
565,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85105, 51    , 624    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
566,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85804, 86    , 498    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
567,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,85905, 5    , 12    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
568,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,86042, 4 510    , 35 772    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
569,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87005, 80    , 471    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
570,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87010, 36    , 482    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
571,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87015, 56    , 280    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
572,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87020, 59    , 456    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
573,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87025, 148    , 915    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
574,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87030, 126    , 877    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
575,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87035, 83    , 342    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
576,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87042, 117    , 827    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
577,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87050, 33    , 123    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
578,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87058, 397    , 2 527    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
579,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87070, 27    , 122    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
580,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87075, 47    , 427    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
581,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87080, 56    , 310    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
582,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87085, 119    , 960    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
583,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87090, 1 195    , 8 557    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
584,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87095, 19    , 65    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
585,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87100, 41    , 313    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
586,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87105, 22    , 155    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
587,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87110, 54    , 196    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
588,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87115, 153    , 832    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
589,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,87120, 42    , 292    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
590,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88005, 18    , 210    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
591,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88010, 13    , 49    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
592,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88015, 29    , 193    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
593,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88022, 268    , 1 805    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
594,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88030, 64    , 218    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
595,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88035, 98    , 818    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
596,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88040, 69    , 348    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
597,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88045, 48    , 398    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
598,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88050, 59    , 450    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
599,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88055, 1 448    , 10 555    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
600,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88060, 102    , 682    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
601,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88065, 68    , 404    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
602,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88070, 40    , 187    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
603,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88075, 127    , 561    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
604,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88080, 15    , 88    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
605,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88085, 96    , 598    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
606,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88090, 79    , 512    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
607,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88802, 88    , 535    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
608,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,88904, 14    , 62    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
609,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,89008, 3 520    , 28 306    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
610,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,89010, 115    , 771    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
611,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,89015, 451    , 5 326    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
612,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,89040, 129    , 1 485    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
613,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,89045, 12    , 59    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
614,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,89050, 368    , 2 807    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
615,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,89802, 6    , 20    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
616,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,89804, 225    , 2 629    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
617,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,Autres, 13    , 162    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
618,Soins physiques et psychiatriques de courte durée,Abitibi-Témiscamingue,Total Abitibi-Témiscamingue, 17 212    , 129 451    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
619,Soins physiques et psychiatriques de courte durée,Côte-Nord,95005, 110    , 836    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
620,Soins physiques et psychiatriques de courte durée,Côte-Nord,95010, 186    , 1 229    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
621,Soins physiques et psychiatriques de courte durée,Côte-Nord,95018, 89    , 683    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
622,Soins physiques et psychiatriques de courte durée,Côte-Nord,95025, 245    , 1 816    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
623,Soins physiques et psychiatriques de courte durée,Côte-Nord,95032, 168    , 1 412    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
624,Soins physiques et psychiatriques de courte durée,Côte-Nord,95040, 67    , 357    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
625,Soins physiques et psychiatriques de courte durée,Côte-Nord,95045, 419    , 3 911    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
626,Soins physiques et psychiatriques de courte durée,Côte-Nord,95050, 75    , 506    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
627,Soins physiques et psychiatriques de courte durée,Côte-Nord,95802, 31    , 193    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
628,Soins physiques et psychiatriques de courte durée,Côte-Nord,95902, 5    , 74    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
629,Soins physiques et psychiatriques de courte durée,Côte-Nord,96005, 73    , 548    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
630,Soins physiques et psychiatriques de courte durée,Côte-Nord,96010, 38    , 310    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
631,Soins physiques et psychiatriques de courte durée,Côte-Nord,96015, 21    , 207    ,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
