NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
627,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88035 LANDRIENNE",82,279,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
628,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88040 SAINT-MARC-DE-FIGUERY",82,402,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
629,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88045 LA MOTTE",39,169,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
630,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88050 SAINT-MATHIEU-D'HARRICANA",81,281,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
631,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88055 AMOS",1404,9234,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
632,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88060 SAINT-FELIX-DE-DALQUIER",99,602,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
633,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88065 SAINT-DOMINIQUE-DU-ROSAIRE",57,347,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
634,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88070 BERRY",35,164,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
635,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88075 TRECESSON",106,660,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
636,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88080 LAUNAY",25,123,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
637,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88085 SAINTE-GERTRUDE-MANNEVILLE",41,269,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
638,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88090 PREISSAC",88,567,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
639,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88802 PIKOGAN",93,433,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
640,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88904 LAC-CHICOBI",10,33,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
641,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89008 VAL-D'OR",3233,24278,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
642,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89010 RIVIERE-HEVA",126,1208,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
643,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89015 MALARTIC",432,4942,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
644,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89040 SENNETERRE",84,613,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
645,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89045 SENNETERRE",8,74,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
646,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89050 BELCOURT",372,2450,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
647,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89804 LAC-SIMON",292,1467,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
648,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","AUTRES",11,55,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
649,"Soins physiques et psychiatriques de courte durée","TOTAL Abitibi-Témiscamingue"," ",15475,109616,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
650,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95005 TADOUSSAC",90,976,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
651,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95010 SACRE-COEUR",187,1162,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
652,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95018 LES BERGERONNES",99,821,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
653,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95025 LES ESCOUMINS",203,1501,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
654,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95032 LONGUE-RIVE",134,1149,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
655,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95040 PORTNEUF-SUR-MER",78,724,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
656,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95045 FORESTVILLE",327,2726,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
657,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95050 COLOMBIER",65,348,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
658,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95802 ESSIPIT",40,202,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
659,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95902 LAC-AU-BROCHET",5,36,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
660,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96005 BAIE-TRINITE",52,501,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
661,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96010 GODBOUT",24,103,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
662,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96015 FRANQUELIN",51,402,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
663,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96020 BAIE-COMEAU",2250,24542,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
664,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96025 POINTE-LEBEL",166,958,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
665,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96030 POINTE-AUX-OUTARDES",121,574,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
666,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96035 CHUTE-AUX-OUTARDES",230,1828,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
667,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96040 RAGUENEAU",145,948,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
668,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96802 PESSAMIT",381,3263,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
669,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97007 SEPT-ILES",2955,26442,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
670,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97022 PORT-CARTIER",556,4163,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
671,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97035 FERMONT",361,912,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
672,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97040 SCHEFFERVILLE",90,603,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
673,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97802 UASHAT",326,1712,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
674,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97804 MALIOTENAM",251,1311,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
675,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97806 KAWAWACHIKAMACH",102,572,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
676,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97808 MATIMEKOSH",27,122,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
677,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98005 BLANC-SABLON",245,1805,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
678,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98010 BONNE-ESPERANCE",97,680,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
679,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98012 SAINT-AUGUSTIN",107,895,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
680,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98014 GROS-MECATINA",46,492,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
681,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98015 COTE-NORD-DU-GOLFE-DU-SAINT-LAURENT",113,600,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
682,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98020 L'ILE-D'ANTICOSTI",11,46,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
683,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98025 NATASHQUAN",173,1087,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
684,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98030 AGUANISH",28,197,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
685,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98035 BAIE-JOHAN-BEETZ",5,59,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
686,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98040 HAVRE-SAINT-PIERRE",509,3305,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
687,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98045 LONGUE-POINTE-DE-MINGAN",70,449,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
688,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98050 RIVIERE-SAINT-JEAN",26,156,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
689,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98055 RIVIERE-AU-TONNERRE",56,335,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
690,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98802 PAKUASHIPI",48,179,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
691,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98804 LA ROMAINE",223,1692,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
692,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98806 NUTASHKUAN",28,118,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
693,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98808 MINGAN",92,465,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
694,"Soins physiques et psychiatriques de courte durée","Côte-Nord","AUTRES",6,21,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
695,"Soins physiques et psychiatriques de courte durée","TOTAL Côte-Nord"," ",11199,91182,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
696,"Soins physiques et psychiatriques de courte durée","Nord-du-Québec","99005 LEBEL-SUR-QUEVILLON",278,1570,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
697,"Soins physiques et psychiatriques de courte durée","Nord-du-Québec","99015 MATAGAMI",213,1057,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
698,"Soins physiques et psychiatriques de courte durée","Nord-du-Québec","99020 CHAPAIS",175,952,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
699,"Soins physiques et psychiatriques de courte durée","Nord-du-Québec","99025 CHIBOUGAMAU",873,5421,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
700,"Soins physiques et psychiatriques de courte durée","Nord-du-Québec","99060 GOUVERNEMENT REGIONAL D'EEYOU ISTCHEE BAIE-JAMES",97,534,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
701,"Soins physiques et psychiatriques de courte durée","TOTAL Nord-du-Québec"," ",1636,9534,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
702,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","01023 LES ILES-DE-LA-MADELEINE",1871,12318,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
703,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","01042 GROSSE-ILE",62,246,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
704,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","02005 PERCE",390,2564,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
705,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","02010 SAINTE-THERESE-DE-GASPE",177,1146,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
706,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","02015 GRANDE-RIVIERE",621,4217,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
707,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","02028 CHANDLER",1002,6505,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
708,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","02047 PORT-DANIEL--GASCONS",368,2240,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
709,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","03005 GASPE",1812,11737,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
710,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","03010 CLORIDORME",82,739,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
711,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","03015 PETITE-VALLEE",11,44,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
712,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","03020 GRANDE-VALLEE",139,1230,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
713,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","03025 MURDOCHVILLE",88,472,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
714,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04005 SAINTE-MADELEINE-DE-LA-RIVIERE-MADELEINE",51,293,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
715,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04010 SAINT-MAXIME-DU-MONT-LOUIS",186,1047,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
716,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04015 MONT-SAINT-PIERRE",31,154,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
717,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04020 RIVIERE-A-CLAUDE",10,29,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
718,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04025 MARSOUI",28,160,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
719,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04030 LA MARTRE",26,81,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
720,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04037 SAINTE-ANNE-DES-MONTS",890,6712,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
721,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04047 CAP-CHAT",347,2708,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
722,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05010 SHIGAWAKE",42,326,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
723,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05015 SAINT-GODEFROI",54,354,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
724,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05020 HOPE TOWN",52,192,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
725,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05025 HOPE",60,519,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
726,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05032 PASPEBIAC",415,2918,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
727,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05040 NEW CARLISLE",213,1658,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
728,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05045 BONAVENTURE",297,2000,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
729,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05050 SAINT-ELZEAR",63,256,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
730,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05055 SAINT-SIMEON",121,754,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
731,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05060 CAPLAN",218,1581,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
732,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05065 SAINT-ALPHONSE",100,781,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
733,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05070 NEW RICHMOND",541,3705,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2022/04/01 et 2023/03/31", 2023-08-29
