NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
585,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85030 DUHAMEL-OUEST",83,431,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
586,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85037 LORRAINVILLE",158,966,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
587,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85045 SAINT-BRUNO-DE-GUIGUES",134,757,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
588,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85050 LAVERLOCHERE",86,410,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
589,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85055 FUGEREVILLE",50,393,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
590,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85060 LATULIPE-ET-GABOURY",36,171,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
591,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85065 BELLETERRE",51,283,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
592,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85070 LAFORCE",24,85,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
593,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85075 MOFFET",21,167,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
594,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85080 ANGLIERS",40,230,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
595,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85085 SAINT-EUGENE-DE-GUIGUES",43,265,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
596,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85090 NOTRE-DAME-DU-NORD",193,945,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
597,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85095 GUERIN",19,75,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
598,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85100 NEDELEC",38,303,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
599,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85105 REMIGNY",40,248,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
600,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85802 KEBAOWEK",10,94,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
601,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85804 WINNEWAY",71,431,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
602,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","85806 TIMISKAMING",6,23,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
603,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","86042 ROUYN-NORANDA",4699,35817,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
604,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87005 DUPARQUET",103,492,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
605,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87010 RAPIDE-DANSEUR",33,194,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
606,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87015 ROQUEMAURE",45,178,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
607,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87020 GALLICHAN",44,277,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
608,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87025 PALMAROLLE",138,559,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
609,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87030 SAINTE-GERMAINE-BOULE",98,621,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
610,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87035 POULARIES",68,422,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
611,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87042 TASCHEREAU",127,836,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
612,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87050 AUTHIER",47,526,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
613,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87058 MACAMIC",304,2299,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
614,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87070 SAINTE-HELENE-DE-MANCEBOURG",36,211,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
615,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87075 CLERVAL",35,339,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
616,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87080 LA REINE",35,361,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
617,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87085 DUPUY",109,561,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
618,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87090 LA SARRE",1142,8761,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
619,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87095 CHAZEL",38,287,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
620,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87100 AUTHIER-NORD",24,95,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
621,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87105 VAL-SAINT-GILLES",19,74,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
622,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87110 CLERMONT",64,333,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
623,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87115 NORMETAL",114,743,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
624,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","87120 SAINT-LAMBERT",27,158,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
625,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88005 CHAMPNEUF",24,182,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
626,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88010 ROCHEBAUCOURT",13,97,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
627,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88015 LA MORANDIERE",41,159,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
628,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88022 BARRAUTE",261,1879,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
629,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88030 LA CORNE",80,342,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
630,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88035 LANDRIENNE",107,679,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
631,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88040 SAINT-MARC-DE-FIGUERY",72,367,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
632,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88045 LA MOTTE",31,89,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
633,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88050 SAINT-MATHIEU-D'HARRICANA",62,370,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
634,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88055 AMOS",1429,9668,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
635,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88060 SAINT-FELIX-DE-DALQUIER",95,617,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
636,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88065 SAINT-DOMINIQUE-DU-ROSAIRE",46,171,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
637,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88070 BERRY",41,163,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
638,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88075 TRECESSON",97,617,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
639,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88080 LAUNAY",22,128,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
640,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88085 SAINTE-GERTRUDE-MANNEVILLE",78,400,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
641,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88090 PREISSAC",76,290,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
642,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88802 PIKOGAN",95,509,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
643,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","88904 LAC-CHICOBI",19,211,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
644,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89008 VAL-D'OR",3529,24616,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
645,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89010 RIVIERE-HEVA",126,558,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
646,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89015 MALARTIC",436,4917,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
647,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89040 SENNETERRE",131,843,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
648,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89045 SENNETERRE",5,105,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
649,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89050 BELCOURT",368,2345,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
650,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","89804 LAC-SIMON",273,1327,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
651,"Soins physiques et psychiatriques de courte durée","Abitibi-Témiscamingue","AUTRES",10,66,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
652,"Soins physiques et psychiatriques de courte durée","TOTAL Abitibi-Témiscamingue"," ",16830,118319,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
653,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95005 TADOUSSAC",88,472,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
654,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95010 SACRE-COEUR",222,1353,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
655,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95018 LES BERGERONNES",103,1101,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
656,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95025 LES ESCOUMINS",270,1839,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
657,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95032 LONGUE-RIVE",184,1302,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
658,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95040 PORTNEUF-SUR-MER",92,531,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
659,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95045 FORESTVILLE",393,2424,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
660,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95050 COLOMBIER",88,487,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
661,"Soins physiques et psychiatriques de courte durée","Côte-Nord","95802 ESSIPIT",34,96,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
662,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96005 BAIE-TRINITE",54,414,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
663,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96010 GODBOUT",32,171,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
664,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96015 FRANQUELIN",28,218,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
665,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96020 BAIE-COMEAU",2622,28703,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
666,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96025 POINTE-LEBEL",211,1193,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
667,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96030 POINTE-AUX-OUTARDES",163,814,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
668,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96035 CHUTE-AUX-OUTARDES",261,1988,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
669,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96040 RAGUENEAU",205,1309,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
670,"Soins physiques et psychiatriques de courte durée","Côte-Nord","96802 PESSAMIT",415,2559,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
671,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97007 SEPT-ILES",2749,25846,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
672,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97022 PORT-CARTIER",642,3709,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
673,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97035 FERMONT",327,932,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
674,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97040 SCHEFFERVILLE",98,414,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
675,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97802 UASHAT",353,2466,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
676,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97804 MALIOTENAM",262,1247,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
677,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97806 KAWAWACHIKAMACH",101,756,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
678,"Soins physiques et psychiatriques de courte durée","Côte-Nord","97808 MATIMEKOSH",25,240,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
679,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98005 BLANC-SABLON",237,1181,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
680,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98010 BONNE-ESPERANCE",93,330,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
681,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98012 SAINT-AUGUSTIN",105,738,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
682,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98014 GROS-MECATINA",15,164,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
683,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98015 COTE-NORD-DU-GOLFE-DU-SAINT-LAURENT",214,1471,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
684,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98020 L'ILE-D'ANTICOSTI",19,76,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
685,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98025 NATASHQUAN",205,1108,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
686,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98030 AGUANISH",30,202,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
687,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98035 BAIE-JOHAN-BEETZ",14,76,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
688,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98040 HAVRE-SAINT-PIERRE",619,3380,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
689,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98045 LONGUE-POINTE-DE-MINGAN",104,496,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
690,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98050 RIVIERE-SAINT-JEAN",30,238,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
691,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98055 RIVIERE-AU-TONNERRE",65,385,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
692,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98802 PAKUASHIPI",38,315,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
693,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98804 LA ROMAINE",194,1542,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
