NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
263,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,35020,92,585,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
264,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,35027,423,3003,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
265,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,35035,146,873,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
266,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,35040,32,166,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
267,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,35045,55,315,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
268,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,35050,256,1913,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
269,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,35055,40,349,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
270,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,36033,6350,55142,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
271,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37067,13245,112240,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
272,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37205,166,1329,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
273,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37210,91,577,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
274,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37215,83,467,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
275,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37220,120,785,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
276,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37225,68,354,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
277,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37230,285,1655,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
278,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37235,538,2638,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
279,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37240,147,1014,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
280,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37245,99,647,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
281,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,37250,81,569,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
282,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38005,47,255,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
283,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38010,1193,8076,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
284,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38015,39,311,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
285,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38020,28,411,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
286,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38028,90,850,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
287,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38035,42,148,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
288,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38040,64,477,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
289,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38047,54,402,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
290,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38055,43,297,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
291,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38060,40,242,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
292,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38065,95,707,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
293,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38070,87,745,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
294,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,38802,14,93,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
295,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39005,24,156,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
296,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39010,97,677,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
297,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39015,20,275,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
298,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39020,39,319,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
299,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39025,140,609,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
300,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39030,72,214,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
301,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39035,34,179,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
302,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39043,106,519,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
303,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39060,220,1051,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
304,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39062,5468,39505,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
305,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39077,561,3566,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
306,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39085,131,703,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
307,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39090,31,188,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
308,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39097,168,781,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
309,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39105,30,123,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
310,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39117,167,1192,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
311,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39130,82,332,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
312,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39135,106,432,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
313,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39145,109,727,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
314,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39150,111,366,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
315,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39155,136,1022,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
316,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39165,40,166,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
317,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,39170,85,491,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
318,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49005,131,734,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
319,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49015,78,340,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
320,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49020,75,303,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
321,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49025,123,742,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
322,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49030,174,855,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
323,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49040,218,1083,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
324,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49048,450,2276,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
325,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49058,9027,67616,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
326,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49070,469,2394,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
327,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49075,186,1335,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
328,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49080,66,483,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
329,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49085,76,378,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
330,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49095,88,439,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
331,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49100,84,254,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
332,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49105,107,788,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
333,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49113,185,1149,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
334,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49125,78,361,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
335,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,49130,30,159,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
336,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50005,84,547,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
337,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50013,44,233,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
338,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50023,104,551,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
339,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50030,77,533,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
340,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50035,14,89,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
341,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50042,228,1367,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
342,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50050,81,454,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
343,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50057,44,223,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
344,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50065,33,116,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
345,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50072,627,4477,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
346,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50085,31,571,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
347,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50090,66,339,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
348,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50095,36,241,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
349,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50100,70,388,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
350,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50113,236,1749,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
351,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50128,157,1276,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
352,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,50802,40,295,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
353,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51008,199,1394,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
354,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51015,801,8528,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
355,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51020,231,2640,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
356,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51025,178,1269,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
357,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51030,29,128,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
358,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51035,76,502,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
359,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51040,114,1058,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
360,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51045,73,660,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
361,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51050,48,213,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
362,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51055,50,4573,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
363,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51060,149,936,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
364,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51065,285,2682,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
365,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51070,74,449,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
366,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51075,146,1038,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
367,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51080,100,821,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
368,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51085,463,2535,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
369,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,51090,407,2015,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
370,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,90012,1576,11455,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
371,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,90017,32,173,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
372,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,90027,23,113,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
373,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,90802,168,807,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
374,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,90804,465,2185,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
375,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,Autres,2,8,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
376,Soins physiques et psychiatriques de courte durée,Mauricie et Centre-du-Québec,Total Mauricie et Centre-du-Québec,54464,414274,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
377,Soins physiques et psychiatriques de courte durée,Estrie,30005,64,220,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
378,Soins physiques et psychiatriques de courte durée,Estrie,30010,106,456,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
379,Soins physiques et psychiatriques de courte durée,Estrie,30015,11,39,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
380,Soins physiques et psychiatriques de courte durée,Estrie,30020,36,179,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
381,Soins physiques et psychiatriques de courte durée,Estrie,30025,232,1167,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
382,Soins physiques et psychiatriques de courte durée,Estrie,30030,1068,7149,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
383,Soins physiques et psychiatriques de courte durée,Estrie,30035,67,469,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
384,Soins physiques et psychiatriques de courte durée,Estrie,30040,39,259,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
385,Soins physiques et psychiatriques de courte durée,Estrie,30045,146,946,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
386,Soins physiques et psychiatriques de courte durée,Estrie,30050,75,325,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
