champ,description_question,variable_reponse,description_reponse
Q12r9,"Comment décririez-vous vos origines ethniques? - Premières Nations (autochtone, métisse, inuit, etc.)",0,Non
Q12r9,"Comment décririez-vous vos origines ethniques? - Premières Nations (autochtone, métisse, inuit, etc.)",1,Oui
Q12r10,Comment décririez-vous vos origines ethniques? - Française,0,Non
Q12r10,Comment décririez-vous vos origines ethniques? - Française,1,Oui
Q12r11,Comment décririez-vous vos origines ethniques? - Indienne (Inde),0,Non
Q12r11,Comment décririez-vous vos origines ethniques? - Indienne (Inde),1,Oui
Q12r12,Comment décririez-vous vos origines ethniques? - Grecque,0,Non
Q12r12,Comment décririez-vous vos origines ethniques? - Grecque,1,Oui
Q12r13,Comment décririez-vous vos origines ethniques? - Irlandaise,0,Non
Q12r13,Comment décririez-vous vos origines ethniques? - Irlandaise,1,Oui
Q12r14,Comment décririez-vous vos origines ethniques? - Italienne,0,Non
Q12r14,Comment décririez-vous vos origines ethniques? - Italienne,1,Oui
Q12r15,Comment décririez-vous vos origines ethniques? - Latino-américaine (non mexicaine),0,Non
Q12r15,Comment décririez-vous vos origines ethniques? - Latino-américaine (non mexicaine),1,Oui
Q12r16,Comment décririez-vous vos origines ethniques? - Mexicaine,0,Non
Q12r16,Comment décririez-vous vos origines ethniques? - Mexicaine,1,Oui
Q12r17,Comment décririez-vous vos origines ethniques? - Pakistanaise,0,Non
Q12r17,Comment décririez-vous vos origines ethniques? - Pakistanaise,1,Oui
Q12r18,"Comment décririez-vous vos origines ethniques? - Autre origine européenne – Europe centrale ou orientale (hongroise, polonaise, roumaine, russe, ukrainienne, etc.)",0,Non
Q12r18,"Comment décririez-vous vos origines ethniques? - Autre origine européenne – Europe centrale ou orientale (hongroise, polonaise, roumaine, russe, ukrainienne, etc.)",1,Oui
Q12r19,"Comment décririez-vous vos origines ethniques? - Autre origine européenne – Europe occidentale (allemande, belge, espagnole, néerlandaise, norvégienne, portugaise, etc.)",0,Non
Q12r19,"Comment décririez-vous vos origines ethniques? - Autre origine européenne – Europe occidentale (allemande, belge, espagnole, néerlandaise, norvégienne, portugaise, etc.)",1,Oui
Q12r20,"Comment décririez-vous vos origines ethniques? - Autre origine d’Extrême-Orient (japonaise, coréenne, taïwanaise, etc.)",0,Non
Q12r20,"Comment décririez-vous vos origines ethniques? - Autre origine d’Extrême-Orient (japonaise, coréenne, taïwanaise, etc.)",1,Oui
Q12r21,"Comment décririez-vous vos origines ethniques? - Autre origine d’Asie du Sud-Est (thaïlandaise, cambodgienne, vietnamienne, etc.)",0,Non
Q12r21,"Comment décririez-vous vos origines ethniques? - Autre origine d’Asie du Sud-Est (thaïlandaise, cambodgienne, vietnamienne, etc.)",1,Oui
Q12r22,"Comment décririez-vous vos origines ethniques? - Autre origine d’Asie du Sud (bangladaise, sri lankaise, etc.)",0,Non
Q12r22,"Comment décririez-vous vos origines ethniques? - Autre origine d’Asie du Sud (bangladaise, sri lankaise, etc.)",1,Oui
Q12r96,Comment décririez-vous vos origines ethniques? - Autre? Veuillez préciser,0,Non
Q12r96,Comment décririez-vous vos origines ethniques? - Autre? Veuillez préciser,1,Oui
FOY1,"En vous incluant, combien de personnes composent votre ménage en incluant les adultes et les enfants?",,Valeur numérique (0-20)
FOY2,"De ces [pipe: FOY1] personnes qui composent votre ménage, combien sont des enfants de moins de 18 ans?",,Valeur numérique (0-20)
Q13,Quelle est votre situation familiale?,1,Vous êtes seul(e) à avoir la garde de vos enfants (monoparental)
Q13,Quelle est votre situation familiale?,2,Vous n’habitez pas avec l’autre parent de vos enfants et vous avez une garde partagée
Q13,Quelle est votre situation familiale?,3,Vous habitez avec l’autre parent de vos enfants (garde conjointe)
Q14,"Avez-vous une limitation fonctionnelle dans la réalisation d’activités courantes?(Déficience motrice; Déficience auditive; Trouble de langage-parole; Trouble de santé mentale; Déficience visuelle; Déficience intellectuelle; Troubles du spectre de l’autisme)Note : Limitation fonctionnelle exclut les limitations temporaires, par exemple : une jambe cassée.",1,Oui
Q14,"Avez-vous une limitation fonctionnelle dans la réalisation d’activités courantes?(Déficience motrice; Déficience auditive; Trouble de langage-parole; Trouble de santé mentale; Déficience visuelle; Déficience intellectuelle; Troubles du spectre de l’autisme)Note : Limitation fonctionnelle exclut les limitations temporaires, par exemple : une jambe cassée.",2,Non
Q14,"Avez-vous une limitation fonctionnelle dans la réalisation d’activités courantes?(Déficience motrice; Déficience auditive; Trouble de langage-parole; Trouble de santé mentale; Déficience visuelle; Déficience intellectuelle; Troubles du spectre de l’autisme)Note : Limitation fonctionnelle exclut les limitations temporaires, par exemple : une jambe cassée.",98,Je ne sais pas
Q14Br1,Avez-vous…? - Une quelconque difficulté à voir (même en portant des lunettes ou des verres de contact),1,Non
Q14Br1,Avez-vous…? - Une quelconque difficulté à voir (même en portant des lunettes ou des verres de contact),2,Parfois
Q14Br1,Avez-vous…? - Une quelconque difficulté à voir (même en portant des lunettes ou des verres de contact),3,Souvent
Q14Br1,Avez-vous…? - Une quelconque difficulté à voir (même en portant des lunettes ou des verres de contact),4,Toujours
Q14Br2,Avez-vous…? - Une quelconque difficulté à entendre (même en utilisant un appareil auditif),1,Non
Q14Br2,Avez-vous…? - Une quelconque difficulté à entendre (même en utilisant un appareil auditif),2,Parfois
Q14Br2,Avez-vous…? - Une quelconque difficulté à entendre (même en utilisant un appareil auditif),3,Souvent
Q14Br2,Avez-vous…? - Une quelconque difficulté à entendre (même en utilisant un appareil auditif),4,Toujours
Q14Br3,"Avez-vous…? - Une quelconque difficulté à marcher, à utiliser des escaliers, à vous servir de vos mains ou de vos doigts ou à faire d'autres activités physiques",1,Non
Q14Br3,"Avez-vous…? - Une quelconque difficulté à marcher, à utiliser des escaliers, à vous servir de vos mains ou de vos doigts ou à faire d'autres activités physiques",2,Parfois
Q14Br3,"Avez-vous…? - Une quelconque difficulté à marcher, à utiliser des escaliers, à vous servir de vos mains ou de vos doigts ou à faire d'autres activités physiques",3,Souvent
Q14Br3,"Avez-vous…? - Une quelconque difficulté à marcher, à utiliser des escaliers, à vous servir de vos mains ou de vos doigts ou à faire d'autres activités physiques",4,Toujours
Q14Br4,"Avez-vous…? - Une quelconque difficulté à apprendre, à retenir de l'information ou à vous concentrer",1,Non
Q14Br4,"Avez-vous…? - Une quelconque difficulté à apprendre, à retenir de l'information ou à vous concentrer",2,Parfois
Q14Br4,"Avez-vous…? - Une quelconque difficulté à apprendre, à retenir de l'information ou à vous concentrer",3,Souvent
Q14Br4,"Avez-vous…? - Une quelconque difficulté à apprendre, à retenir de l'information ou à vous concentrer",4,Toujours
Q14Br5,"Avez-vous…? - Une quelconque condition d'ordre émotionnel, psychologique ou de santé mentale (ex. : anxiété, dépression, trouble bipolaire, toxicomanie, anorexie, etc.)",1,Non
Q14Br5,"Avez-vous…? - Une quelconque condition d'ordre émotionnel, psychologique ou de santé mentale (ex. : anxiété, dépression, trouble bipolaire, toxicomanie, anorexie, etc.)",2,Parfois
Q14Br5,"Avez-vous…? - Une quelconque condition d'ordre émotionnel, psychologique ou de santé mentale (ex. : anxiété, dépression, trouble bipolaire, toxicomanie, anorexie, etc.)",3,Souvent
Q14Br5,"Avez-vous…? - Une quelconque condition d'ordre émotionnel, psychologique ou de santé mentale (ex. : anxiété, dépression, trouble bipolaire, toxicomanie, anorexie, etc.)",4,Toujours
Q14Br6,"Avez-vous…? - Un ou d'autres problèmes de santé, ou conditions à long terme, qui durent depuis six mois ou qui pourraient durer six mois ou plus",1,Non
Q14Br6,"Avez-vous…? - Un ou d'autres problèmes de santé, ou conditions à long terme, qui durent depuis six mois ou qui pourraient durer six mois ou plus",2,Parfois
Q14Br6,"Avez-vous…? - Un ou d'autres problèmes de santé, ou conditions à long terme, qui durent depuis six mois ou qui pourraient durer six mois ou plus",3,Souvent
Q14Br6,"Avez-vous…? - Un ou d'autres problèmes de santé, ou conditions à long terme, qui durent depuis six mois ou qui pourraient durer six mois ou plus",4,Toujours
incapacite,Variable calculée qui résume la présence ou l'absence d'incapacité du répondants (résumé de Q14 + Q14Br1 à Q14Br6),0,Non
incapacite,Variable calculée qui résume la présence ou l'absence d'incapacité du répondants (résumé de Q14 + Q14Br1 à Q14Br6),1,Oui
SEXE_1r5,Quelle est votre identité de genre? - Homme,0,Non
SEXE_1r5,Quelle est votre identité de genre? - Homme,1,Oui
SEXE_1r2,Quelle est votre identité de genre? - Femme,0,Non
SEXE_1r2,Quelle est votre identité de genre? - Femme,1,Oui
SEXE_1r1,Quelle est votre identité de genre? - Agenre,0,Non
SEXE_1r1,Quelle est votre identité de genre? - Agenre,1,Oui
SEXE_1r3,Quelle est votre identité de genre? - Genderqueer ou de genre fluide,0,Non
SEXE_1r3,Quelle est votre identité de genre? - Genderqueer ou de genre fluide,1,Oui
SEXE_1r4,Quelle est votre identité de genre? - Intersexe,0,Non
SEXE_1r4,Quelle est votre identité de genre? - Intersexe,1,Oui
SEXE_1r6,Quelle est votre identité de genre? - Non binaire,0,Non
SEXE_1r6,Quelle est votre identité de genre? - Non binaire,1,Oui
SEXE_1r7,Quelle est votre identité de genre? - Transgenre,0,Non
SEXE_1r7,Quelle est votre identité de genre? - Transgenre,1,Oui
SEXE_1r8,Quelle est votre identité de genre? - Bi-spirituel(le),0,Non
SEXE_1r8,Quelle est votre identité de genre? - Bi-spirituel(le),1,Oui
SEXE_1r9,Quelle est votre identité de genre? - Autre identité de genre,0,Non
SEXE_1r9,Quelle est votre identité de genre? - Autre identité de genre,1,Oui
SEXE_1r97,Quelle est votre identité de genre? - Je préfère ne pas répondre,0,Non
SEXE_1r97,Quelle est votre identité de genre? - Je préfère ne pas répondre,1,Oui
SEXE_2r8,Quelle est votre identité ou orientation sexuelle? - Hétérosexuel(le),0,Non
SEXE_2r8,Quelle est votre identité ou orientation sexuelle? - Hétérosexuel(le),1,Oui
SEXE_2r2,Quelle est votre identité ou orientation sexuelle? - Bisexuel(le),0,Non
SEXE_2r2,Quelle est votre identité ou orientation sexuelle? - Bisexuel(le),1,Oui
SEXE_2r1,Quelle est votre identité ou orientation sexuelle? - Asexuel(le),0,Non
SEXE_2r1,Quelle est votre identité ou orientation sexuelle? - Asexuel(le),1,Oui
SEXE_2r3,Quelle est votre identité ou orientation sexuelle? - Gai,0,Non
SEXE_2r3,Quelle est votre identité ou orientation sexuelle? - Gai,1,Oui
SEXE_2r4,Quelle est votre identité ou orientation sexuelle? - Lesbienne,0,Non
SEXE_2r4,Quelle est votre identité ou orientation sexuelle? - Lesbienne,1,Oui
SEXE_2r5,Quelle est votre identité ou orientation sexuelle? - Pansexuel(le),0,Non
SEXE_2r5,Quelle est votre identité ou orientation sexuelle? - Pansexuel(le),1,Oui
SEXE_2r6,Quelle est votre identité ou orientation sexuelle? - Queer,0,Non
SEXE_2r6,Quelle est votre identité ou orientation sexuelle? - Queer,1,Oui
SEXE_2r7,Quelle est votre identité ou orientation sexuelle? - En questionnement ou incertain(e),0,Non
SEXE_2r7,Quelle est votre identité ou orientation sexuelle? - En questionnement ou incertain(e),1,Oui
SEXE_2r9,Quelle est votre identité ou orientation sexuelle? - Autre identité sexuel(le),0,Non
SEXE_2r9,Quelle est votre identité ou orientation sexuelle? - Autre identité sexuel(le),1,Oui
SEXE_2r97,Quelle est votre identité ou orientation sexuelle? - Je préfère ne pas répondre,0,Non
SEXE_2r97,Quelle est votre identité ou orientation sexuelle? - Je préfère ne pas répondre,1,Oui
Q15,"Vous avez indiqué que, seul(e) ou avec d'autres, vous êtes présentement travailleur autonome ou propriétaire d'une entreprise que vous dirigez ou non. Si vous possédez plus d'une entreprise, répondez aux questions suivantes en vous référant à l'entreprise qui crée le plus d'emplois. Veuillez noter que le terme « propriétaires » fait aussi référence aux travailleurs autonomes. Depuis combien d’années votre entreprise actuelle existe-elle?",1,Moins de 1 an
Q15,"Vous avez indiqué que, seul(e) ou avec d'autres, vous êtes présentement travailleur autonome ou propriétaire d'une entreprise que vous dirigez ou non. Si vous possédez plus d'une entreprise, répondez aux questions suivantes en vous référant à l'entreprise qui crée le plus d'emplois. Veuillez noter que le terme « propriétaires » fait aussi référence aux travailleurs autonomes. Depuis combien d’années votre entreprise actuelle existe-elle?",2,1 à moins de 3 ans
Q15,"Vous avez indiqué que, seul(e) ou avec d'autres, vous êtes présentement travailleur autonome ou propriétaire d'une entreprise que vous dirigez ou non. Si vous possédez plus d'une entreprise, répondez aux questions suivantes en vous référant à l'entreprise qui crée le plus d'emplois. Veuillez noter que le terme « propriétaires » fait aussi référence aux travailleurs autonomes. Depuis combien d’années votre entreprise actuelle existe-elle?",3,3 à moins de 5 ans
Q15,"Vous avez indiqué que, seul(e) ou avec d'autres, vous êtes présentement travailleur autonome ou propriétaire d'une entreprise que vous dirigez ou non. Si vous possédez plus d'une entreprise, répondez aux questions suivantes en vous référant à l'entreprise qui crée le plus d'emplois. Veuillez noter que le terme « propriétaires » fait aussi référence aux travailleurs autonomes. Depuis combien d’années votre entreprise actuelle existe-elle?",4,5 à moins de 10 ans
Q15,"Vous avez indiqué que, seul(e) ou avec d'autres, vous êtes présentement travailleur autonome ou propriétaire d'une entreprise que vous dirigez ou non. Si vous possédez plus d'une entreprise, répondez aux questions suivantes en vous référant à l'entreprise qui crée le plus d'emplois. Veuillez noter que le terme « propriétaires » fait aussi référence aux travailleurs autonomes. Depuis combien d’années votre entreprise actuelle existe-elle?",5,10 ans et plus
Q16,"En vous excluant, combien d'employés travaillent à temps plein ou à temps partiel dans l'entreprise dont vous êtes propriétaire?",1,0
Q16,"En vous excluant, combien d'employés travaillent à temps plein ou à temps partiel dans l'entreprise dont vous êtes propriétaire?",2,1 à 3
Q16,"En vous excluant, combien d'employés travaillent à temps plein ou à temps partiel dans l'entreprise dont vous êtes propriétaire?",3,4 à 5
Q16,"En vous excluant, combien d'employés travaillent à temps plein ou à temps partiel dans l'entreprise dont vous êtes propriétaire?",4,6 à 10
Q16,"En vous excluant, combien d'employés travaillent à temps plein ou à temps partiel dans l'entreprise dont vous êtes propriétaire?",5,11 à 20
Q16,"En vous excluant, combien d'employés travaillent à temps plein ou à temps partiel dans l'entreprise dont vous êtes propriétaire?",6,21 à 50
Q16,"En vous excluant, combien d'employés travaillent à temps plein ou à temps partiel dans l'entreprise dont vous êtes propriétaire?",7,Plus de 50
Q17,Dans quel secteur d'activité se situe votre entreprise?,1,Commerce de détail
Q17,Dans quel secteur d'activité se situe votre entreprise?,2,"Autres services, sauf les administrations publiques (réparation et entretien, services personnels et de blanchissage, ménages privés, etc.)"
Q17,Dans quel secteur d'activité se situe votre entreprise?,3,"Services professionnels, scientifiques et techniques (services juridiques, comptables, architecture, génie, arpentage, publicité, conception de systèmes informatiques, conseils de gestion, recherche scientifique, etc.)"
Q17,Dans quel secteur d'activité se situe votre entreprise?,4,"Arts, spectacles et loisirs"
Q17,Dans quel secteur d'activité se situe votre entreprise?,5,Finance et assurances
Q17,Dans quel secteur d'activité se situe votre entreprise?,6,Soins de santé et assistance sociale
Q17,Dans quel secteur d'activité se situe votre entreprise?,7,Construction
Q17,Dans quel secteur d'activité se situe votre entreprise?,8,Hébergement et services de restauration
Q17,Dans quel secteur d'activité se situe votre entreprise?,9,Services d’enseignement
Q17,Dans quel secteur d'activité se situe votre entreprise?,10,Commerce de gros
Q17,Dans quel secteur d'activité se situe votre entreprise?,11,Fabrication
Q17,Dans quel secteur d'activité se situe votre entreprise?,12,Industrie de l’information et industrie culturelle
Q17,Dans quel secteur d'activité se situe votre entreprise?,13,Transport et entreposage
Q17,Dans quel secteur d'activité se situe votre entreprise?,14,"Agriculture, foresterie, pêche et chasse"
Q17,Dans quel secteur d'activité se situe votre entreprise?,15,Gestion de sociétés et d’entreprises
Q17,Dans quel secteur d'activité se situe votre entreprise?,16,Services immobiliers et services de location et de location à bail
Q17,Dans quel secteur d'activité se situe votre entreprise?,17,"Services administratifs, services de soutien, services de gestion des déchets et services d’assainissement"
Q17,Dans quel secteur d'activité se situe votre entreprise?,96,"Autre, précisez :"
Q18,Et quel était le chiffre d'affaires annuel de votre entreprise ou votre revenu en tant que travailleur autonome au cours de la dernière année? Est-ce...,1,49 999$ et moins
Q18,Et quel était le chiffre d'affaires annuel de votre entreprise ou votre revenu en tant que travailleur autonome au cours de la dernière année? Est-ce...,2,entre 50 000$ et 99 999$
Q18,Et quel était le chiffre d'affaires annuel de votre entreprise ou votre revenu en tant que travailleur autonome au cours de la dernière année? Est-ce...,3,entre 100 000$ et 199 999$
Q18,Et quel était le chiffre d'affaires annuel de votre entreprise ou votre revenu en tant que travailleur autonome au cours de la dernière année? Est-ce...,4,entre 200 000$ et 499 999$
Q18,Et quel était le chiffre d'affaires annuel de votre entreprise ou votre revenu en tant que travailleur autonome au cours de la dernière année? Est-ce...,5,entre 500 000$ et 999 999$
Q18,Et quel était le chiffre d'affaires annuel de votre entreprise ou votre revenu en tant que travailleur autonome au cours de la dernière année? Est-ce...,6,entre 1 000 000$ et 1 499 999$
Q18,Et quel était le chiffre d'affaires annuel de votre entreprise ou votre revenu en tant que travailleur autonome au cours de la dernière année? Est-ce...,7,entre 1 500 000$ et 4 999 999$
Q18,Et quel était le chiffre d'affaires annuel de votre entreprise ou votre revenu en tant que travailleur autonome au cours de la dernière année? Est-ce...,8,entre 5 000 000$ et 9 999 999$
Q18,Et quel était le chiffre d'affaires annuel de votre entreprise ou votre revenu en tant que travailleur autonome au cours de la dernière année? Est-ce...,9,10 000 000$ et plus
Q18,Et quel était le chiffre d'affaires annuel de votre entreprise ou votre revenu en tant que travailleur autonome au cours de la dernière année? Est-ce...,97,Ne s'applique pas
Q19,À quelle étape de développement diriez-vous que se situe votre entreprise?,1,Prédémarrage (Pas encore de ventes)
Q19,À quelle étape de développement diriez-vous que se situe votre entreprise?,2,Démarrage (Existe depuis 1 an et moins de 5 ans)
Q19,À quelle étape de développement diriez-vous que se situe votre entreprise?,3,Croissance (Existe depuis 5 ans et moins de 10 ans)
Q19,À quelle étape de développement diriez-vous que se situe votre entreprise?,4,Établie (Existe depuis plus de 10 ans sans faillite)
Q20r1,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Obtenir du financement,0,Non
Q20r1,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Obtenir du financement,1,Oui
Q20r2,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Développer une stratégie de marketing efficace,0,Non
Q20r2,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Développer une stratégie de marketing efficace,1,Oui
Q20r3,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Accroître/diversifier les ventes,0,Non
Q20r3,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Accroître/diversifier les ventes,1,Oui
Q20r4,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Optimiser sa fiscalité,0,Non
Q20r4,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Optimiser sa fiscalité,1,Oui
Q20r5,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Gérer les ressources humaines,0,Non
Q20r5,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Gérer les ressources humaines,1,Oui
Q20r6,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Améliorer les relations clients,0,Non
Q20r6,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Améliorer les relations clients,1,Oui
Q20r7,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Intégrer les technologies de l’information,0,Non
Q20r7,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Intégrer les technologies de l’information,1,Oui
Q20r8,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Prendre des décisions stratégiques,0,Non
Q20r8,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Prendre des décisions stratégiques,1,Oui
Q20r9,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Obtenir des fournisseurs de confiance,0,Non
Q20r9,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Obtenir des fournisseurs de confiance,1,Oui
Q20r10,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Trouver de bons partenaires d’affaires,0,Non
Q20r10,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Trouver de bons partenaires d’affaires,1,Oui
Q20r11,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Trouver de l’information sur l’import/export,0,Non
Q20r11,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Trouver de l’information sur l’import/export,1,Oui
Q20r12,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Recrutement de main d’œuvre qualifiée,0,Non
Q20r12,Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Recrutement de main d’œuvre qualifiée,1,Oui
Q20r96,"Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Autre, précisez :",0,Non
Q20r96,"Quels sont les obstacles les plus importants que vous avez eus à surmonter depuis le démarrage de votre entreprise? - Autre, précisez :",1,Oui
Q21r1,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Obtenir du financement,0,Non
Q21r1,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Obtenir du financement,1,Oui
Q21r2,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Développer une stratégie de marketing efficace,0,Non
Q21r2,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Développer une stratégie de marketing efficace,1,Oui
Q21r3,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Accroître/diversifier les ventes,0,Non
Q21r3,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Accroître/diversifier les ventes,1,Oui
Q21r4,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Optimiser sa fiscalité,0,Non
Q21r4,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Optimiser sa fiscalité,1,Oui
Q21r5,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Gérer les ressources humaines,0,Non
Q21r5,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Gérer les ressources humaines,1,Oui
Q21r6,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Améliorer les relations clients,0,Non
Q21r6,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Améliorer les relations clients,1,Oui
Q21r7,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Intégrer les technologies de l’information,0,Non
Q21r7,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Intégrer les technologies de l’information,1,Oui
Q21r8,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Prendre des décisions stratégiques,0,Non
Q21r8,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Prendre des décisions stratégiques,1,Oui
Q21r9,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Obtenir des fournisseurs de confiance,0,Non
Q21r9,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Obtenir des fournisseurs de confiance,1,Oui
Q21r10,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Trouver de bons partenaires d’affaires,0,Non
Q21r10,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Trouver de bons partenaires d’affaires,1,Oui
Q21r11,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Trouver de l’information sur l’import/export,0,Non
Q21r11,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Trouver de l’information sur l’import/export,1,Oui
Q21r12,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Recrutement de main d’œuvre qualifiée,0,Non
Q21r12,Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Recrutement de main d’œuvre qualifiée,1,Oui
Q21r96,"Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Autre, précisez :",0,Non
Q21r96,"Quels sont les obstacles les plus importants que vous pensez avoir à surmonter pour lancer votre entreprise? - Autre, précisez :",1,Oui
Q21Br1,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre niveau de confiance à réussir en tant qu’entrepreneur",1,Impact positif
Q21Br1,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre niveau de confiance à réussir en tant qu’entrepreneur",2,Impact négatif
Q21Br1,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre niveau de confiance à réussir en tant qu’entrepreneur",3,Aucun impact
Q21Br1,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre niveau de confiance à réussir en tant qu’entrepreneur",97,Ne s’applique pas
Q21Br2,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à poursuivre les activités de votre entreprise actuelle ou en devenir",1,Impact positif
Q21Br2,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à poursuivre les activités de votre entreprise actuelle ou en devenir",2,Impact négatif
Q21Br2,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à poursuivre les activités de votre entreprise actuelle ou en devenir",3,Aucun impact
Q21Br2,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à poursuivre les activités de votre entreprise actuelle ou en devenir",97,Ne s’applique pas
Q21Br3,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à bien comprendre où se trouvent les opportunités de marché",1,Impact positif
Q21Br3,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à bien comprendre où se trouvent les opportunités de marché",2,Impact négatif
Q21Br3,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à bien comprendre où se trouvent les opportunités de marché",3,Aucun impact
Q21Br3,"En tant qu’entrepreneur, est-ce que la crise de la Covid-19 a eu impact positif, négatif ou n'a eu aucun impact sur les aspects suivants - Votre capacité à bien comprendre où se trouvent les opportunités de marché",97,Ne s’applique pas
