UID_MEDIAFILM,TITRE_ORIGINAL,TITRE_FRANCAIS_1,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNEE_PRODUCTION,COTE_MEDIAFILM,GENRE,DATE_HEURE_DIFFUSION,REALISATION
31555,"Grande Bagarre de Don Camillo, La","Grande Bagarre de Don Camillo, La",FR,IT,,,,,1955,5,ComÃ©die,2010-07-25T21:00:00,Carmine Gallone
38497,"Face cachÃ©e de la lune, La","Face cachÃ©e de la lune, La",CA,QC,,,,,2003,3,ComÃ©die dramatique,2010-07-26T21:00:00,Robert Lepage
29539,"Magnificent Seven, The","Sept Mercenaires, Les",US,,,,,,1960,3,Western,2010-07-27T21:00:00,John Sturges
38049,"Magdalene Sisters, The","Soeurs Madeleine, Les",GB,,,,,,2002,3,Drame social,2010-07-28T21:00:00,Peter Mullan
38546,21 Grams,21 Grammes,US,,,,,,2003,3,Drame,2010-07-29T21:00:00,Alejandro Gonzalez Inarritu
12043,Carrie,Carrie au bal du diable,US,,,,,,1976,2,Drame fantastique,2010-07-30T21:00:00,Brian De Palma
40535,"Grand voyage, Le","Grand voyage, Le",FR,,,,,,2004,3,Drame psychologique,2010-07-30T22:45:00,IsmaÃ«l Ferroukhi
54233,TÃ¤ckmanteln,Trafics,SE,,,,,,2005,0,Drame policier,2010-07-31T22:30:00,Anders EngstrÃ¶m
13356,"Emmerdeur, L'","Emmerdeur, L'",FR,IT,,,,,1973,4,ComÃ©die,2010-08-01T21:00:00,Ãdouard Molinaro
38396,"Immortels, Les","Immortels, Les",CA,QC,,,,,2003,5,ComÃ©die dramatique,2010-08-02T21:00:00,Paul Thinel
4840,High Noon,"Train sifflera trois fois, Le",US,,,,,,1952,1,Western,2010-08-03T21:00:00,Fred Zinnemann
12157,C'eravamo tanto amati,Nous nous sommes tant aimÃ©s,IT,,,,,,1975,2,ComÃ©die dramatique,2010-08-04T21:00:00,Ettore Scola
41573,Capote,Capote,US,,,,,,2005,3,Drame biographique,2010-08-05T21:00:00,Bennett Miller
22531,Dressed to Kill,Pulsions,US,,,,,,1980,3,Drame policier,2010-08-06T21:00:00,Brian De Palma
38980,Osama,Osama,AF,JP,IE,,,,2003,3,Drame social,2010-08-06T22:50:00,Siddiq Barmak
54377,Luftslottet,Ã la folie,SE,,,,,,2005,0,Drame policier,2010-08-07T22:30:00,Anders EngstrÃ¶m
29085,Don Camillo monsignore ma non troppo,"Don Camillo, Monseigneur",IT,,,,,,1961,5,ComÃ©die,2010-08-08T21:00:00,Carmine Gallone
13561,Bingo,Bingo,CA,QC,,,,,1973,4,Drame social,2010-08-09T21:00:00,Jean-Claude Lord
28766,"Man Who Shot Liberty Valance, The","Homme qui tua Liberty Valance, L'",US,,,,,,1962,3,Western,2010-08-10T21:00:00,John Ford
12127,"Brutti, sporchi e cattivi","Affreux, sales et mÃ©chants",IT,,,,,,1976,3,ComÃ©die de moeurs,2010-08-11T21:00:00,Ettore Scola
16078,Thelma & Louise,Thelma et Louise,US,,,,,,1991,3,Drame de moeurs,2010-08-12T21:00:00,Ridley Scott
16355,Dead Again,"PassÃ© revient, Le",US,,,,,,1991,3,Drame fantastique,2010-08-13T21:00:00,Kenneth Branagh
38021,Han ni zai yiki,"Virtuose, Le",CN,KP,,,,,2002,4,MÃ©lodrame,2010-08-13T22:55:00,Chen Kaige
54465,Blodsband,"Part du diable, La",SE,,,,,,2005,0,Drame policier,2010-08-14T22:30:00,Stephan Apelgren
27587,Il Compagno Don Camillo,Don Camillo en Russie,IT,,,,,,1965,5,ComÃ©die,2010-08-15T21:00:00,Luigi Comencini
24758,"MÃ¢les, Les","MÃ¢les, Les",CA,QC,,,,,1971,4,ComÃ©die de moeurs,2010-08-16T21:00:00,Gilles Carle
26990,Per un pugno di dollari,Pour une poignÃ©e de dollars,IT,,,,,,1964,4,Western,2010-08-17T21:00:00,Sergio Leone
45347,Amal,Amal,CA,,,,,,2007,5,Drame,2010-08-18T21:00:00,Richie Mehta
44078,"Darjeeling Limited, The",Ã bord du Darjeeling Limited,US,,,,,,2007,4,ComÃ©die dramatique,2010-08-19T21:00:00,Wes Anderson
16724,Internal Affairs,EnquÃªtes internes,US,,,,,,1990,4,Drame policier,2010-08-20T21:00:00,Mike Figgis
37099,Comment j'ai tuÃ© mon pÃ¨re,Comment j'ai tuÃ© mon pÃ¨re,FR,,,,,,2001,4,Drame psychologique,2010-08-20T23:00:00,Anne Fontaine
54609,Jokern,DrÃ´le de flic,SE,,,,,,2005,0,Drame policier,2010-08-21T22:30:00,Stephan Apelgren
259,"Air de famille, Un","Air de famille, Un",FR,,,,,,1996,3,ComÃ©die de moeurs,2010-08-22T21:00:00,CÃ©dric Klapisch
44099,"Capture, La","Capture, La",CA,QC,FR,,,,2007,5,Drame psychologique,2010-08-23T21:00:00,Carole Laure
27619,Per qualche dollaro in piÃ¹,Pour quelques dollars de plus,IT,ES,DE,,,,1965,4,Western,2010-08-24T21:00:00,Sergio Leone
44304,Persepolis,Persepolis,FR,,,,,,2007,3,Film d'animation,2010-08-25T21:00:00,"Marjane Satrapi, Vincent Paronnaud"
44290,Juno,Juno,US,,,,,,2007,3,ComÃ©die dramatique,2010-08-26T21:00:00,Jason Reitman
18171,"Untouchables, The","Incorruptibles, Les",US,,,,,,1987,3,Drame policier,2010-08-27T21:00:00,Brian De Palma
40736,Villa Paranoia,Villa ParanoÃ¯a,DK,,,,,,2004,4,ComÃ©die dramatique,2010-08-27T23:05:00,Erik Clausen
47091,Hemligheten,"Cicatrices du passÃ©, Les",SE,,,,,,2006,0,Drame policier,2010-08-28T22:30:00,Stephan Apelgren
10,"Bonheur est dans le prÃ©, Le","Bonheur est dans le prÃ©, Le",FR,,,,,,1995,4,ComÃ©die de moeurs,2010-08-29T21:00:00,Ãtienne Chatiliez
13677,"Vraie Nature de Bernadette, La","Vraie Nature de Bernadette, La",CA,QC,,,,,1972,2,ComÃ©die dramatique,2010-08-30T21:00:00,Gilles Carle
26866,"Il Buono, il brutto, il cattivo","Bon, la brute et le truand, Le",IT,,,,,,1967,1,Western,2010-08-31T21:00:00,Sergio Leone
54705,Entre las Piernas,Entre les jambes,ES,FR,,,,,1998,5,Drame,2010-09-01T21:00:00,Manuel Gomez Pereira
43519,Waitress,"Serveuse, La",US,,,,,,2007,4,ComÃ©die dramatique,2010-09-02T21:00:00,Adrienne Shelly
30174,"Vikings, The","Vikings, Les",US,,,,,,1958,3,Aventures,2010-09-03T21:00:00,Richard Fleischer
37630,Marie-Jo et ses deux amours,Marie-Jo et ses deux amours,FR,,,,,,2002,4,MÃ©lodrame,2010-09-03T23:00:00,Robert GuÃ©diguian
41476,"Annulaire, L'","Annulaire, L'",FR,,,,,,2005,4,Drame,2010-09-04T22:30:00,Diane Bertrand
16290,L.A. Story,Los Angeles Story,US,,,,,,1990,4,ComÃ©die fantaisiste,2010-09-05T21:00:00,Mick Jackson
43113,Ã force de rÃªves,Ã force de rÃªves,CA,QC,,,,,2006,4,Documentaire,2010-09-05T23:00:00,Serge GiguÃ¨re
43519,Waitress,"Serveuse, La",US,,,,,,2007,4,ComÃ©die dramatique,2010-09-06T22:00:00,Adrienne Shelly
38366,11'09''01 - September 11,11'09''01 - September 11: un film,FR,GB,,,,,2002,3,Film Ã  sketches,2010-09-10T23:30:00,"Alejandro Gonzalez Inarritu, Amos GitaÃ¯, Mira Nair, Sean Penn, Samira Makhmalbaf, Shohei Imamura, Claude Lelouch, Youssef Chahine, Danis Tanovic, Idrissa Ouedraogo, Ken Loach"
45462,Il y a longtemps que je t'aime,Il y a longtemps que je t'aime,FR,DE,,,,,2008,4,Drame psychologique,2010-09-11T22:30:00,Philippe Claudel
54958,"TrÃ¨s trÃ¨s grande entreprise, La","TrÃ¨s trÃ¨s grande entreprise, La",FR,,,,,,2008,4,ComÃ©die,2010-09-12T21:00:00,Pierre Jolivet
37397,Confessions of a Dangerous Mind,Confessions d'un homme dangereux,US,,,,,,2002,4,ComÃ©die dramatique,2010-09-17T23:30:00,George Clooney
45070,Vier Minuten,Quatre minutes ,DE,,,,,,2006,4,Drame psychologique,2010-09-18T22:30:00,Chris Kraus
42122,"Moustache, La","Moustache, La",FR,,,,,,2005,3,Drame psychologique,2010-09-19T21:00:00,Emmanuel CarrÃ¨re
47146,Histoires extraordinaires,Histoires extraordinaires,FR,IT,,,,,1968,4,Film Ã  sketches,2010-09-24T23:30:00,"Louis Malle, Roger Vadim, Federico Fellini"
44857,Auf der Anderen Seite,De l'autre cÃ´tÃ©,DE,,,,,,2007,2,Drame,2010-09-25T22:30:00,Fatih Akin
39600,Immortel (ad vitam),Immortal (ad vitam),FR,,,,,,2004,4,Science-fiction,2010-09-26T21:00:00,Enki Bilal
14871,Of Mice and Men,Des souris et des hommes,US,,,,,,1992,4,Drame de moeurs,2010-10-01T23:30:00,Gary Sinise
44751,Irina Palm,Irina Palm,BE,DE,LU,GB,FR,,2006,4,Drame psychologique,2010-10-02T22:30:00,Sam Garbarski
46885,Mogadischu,Mogadiscio,DE,,,,,,2008,4,Drame historique,2010-10-03T21:00:00,Roland Suso Richter
40818,"Finestra di fronte, La","FenÃªtre d'en face, La",IT,,,,,,2003,4,Drame sentimental,2010-10-08T23:30:00,Ferzan Ozpetek
37993,Nirgendwo in Afrika,Nulle part en Afrique,DE,,,,,,2001,4,Chronique,2010-10-09T22:30:00,Caroline Link
42150,Stupeur et tremblements,Stupeur et tremblements,FR,JP,,,,,2003,4,ComÃ©die dramatique,2010-10-10T21:00:00,Alain Corneau
42326,Lemming,Lemming,FR,,,,,,2005,3,Drame psychologique,2010-10-15T23:30:00,Dominik Moll
44854,Fugitive Pieces,"MÃ©moire en fuite, La ",CA,QC,,,,,2007,4,Drame psychologique,2010-10-16T22:30:00,Jeremy Podeswa
38812,Monsieur Ibrahim et les fleurs du Coran,Monsieur Ibrahim et les fleurs du Coran,FR,,,,,,2003,4,ComÃ©die dramatique,2010-10-17T21:00:00,FranÃ§ois Dupeyron
39905,Clean,Clean,FR,CA,GB,,,,2004,4,Drame psychologique,2010-10-22T23:30:00,Olivier Assayas
41228,Brodre,FrÃ¨res,DK,,,,,,2004,4,Drame psychologique,2010-10-23T22:30:00,Susanne Bier
38343,C'est le bouquet!,C'est le bouquet!,FR,,,,,,2002,5,ComÃ©die de moeurs,2010-10-24T21:00:00,Jeanne Labrune
40044,"Lune viendra d'elle-mÃªme, La","Lune viendra d'elle-mÃªme, La",CA,QC,,,,,2004,4,Drame psychologique,2010-10-29T23:30:00,Marie-Jan Seille
42070,Sophie Scholl - Die Letzten Tage,Sophie Scholl - Les Derniers Jours,DE,,,,,,2005,4,Drame historique,2010-10-30T22:30:00,Marc Rothemund
39539,"CoÃ»t de la vie, Le","CoÃ»t de la vie, Le",FR,,,,,,2003,4,ComÃ©die de moeurs,2010-10-31T21:00:00,Philippe Le Guay
42801,"Vida que te espera, La","Vie qui t'attend, La",ES,,,,,,2004,5,Drame,2010-11-05T23:30:00,Manuel Gutierrez Aragon
20391,"Cotton Club, The",Cotton Club,US,,,,,,1984,3,Drame de moeurs,2010-11-06T22:30:00,Francis Ford Coppola
43825,Private,Private,IT,,,,,,2004,3,Drame de guerre,2010-11-07T21:00:00,Saverio Costanzo
33265,"LumiÃ¨res de ma ville, Les","LumiÃ¨res de ma ville, Les",CA,QC,,,,,1950,5,ComÃ©die musicale,2010-11-12T23:30:00,Jean-Yves Bigras
40107,Shimian Maifu,"Secret des poignards volants, Le",CN,,,,,,2004,3,Aventures,2010-11-13T22:30:00,Zhang Yimou
41750,Vers le Sud,Vers le sud,FR,CA,,,,,2005,4,Drame de moeurs,2010-11-14T21:00:00,Laurent Cantet
40266,Lakposhtha hÃ¢m parvaz mikonand,"Tortues volent aussi, Les",IR,,,,,,2004,3,ComÃ©die dramatique,2010-11-19T23:30:00,Bahman Ghobadi
12433,Cadaveri eccellenti,Cadavres exquis,IT,,,,,,1975,2,Drame policier,2010-11-20T22:30:00,Francesco Rosi
40567,"Ãtats-Unis d'Albert, Les","Ãtats-Unis d'Albert, Les",CA,QC,CH,FR,,,2005,5,ComÃ©die fantaisiste,2010-11-21T21:00:00,AndrÃ© Forcier
44172,A fost sau n-a fost?,12:08:00 Ã l'est de Bucarest,RO,,,,,,2006,3,ComÃ©die,2010-11-26T23:30:00,Corneliu Porumboiu
39797,Diarios de motocicleta,Carnets de voyage,AR,US,DE,GB,CL,PE,2004,4,Chronique,2010-11-27T22:30:00,Walter Salles
1864,"Acteurs, Les","Acteurs, Les",FR,,,,,,1999,4,ComÃ©die satirique,2010-11-28T21:00:00,Bertrand Blier
40188,Avanim,Avanim (Les Pierres),IL,,,,,,2004,4,Drame de moeurs,2010-12-03T23:30:00,RaphaÃ«l Nadjari
23049,"DÃ©robade, La","DÃ©robade, La",FR,,,,,,1979,4,Drame de moeurs,2010-12-04T22:30:00,Daniel Duval
18788,Tenue de soirÃ©e,Tenue de soirÃ©e,FR,,,,,,1986,3,ComÃ©die de moeurs,2010-12-05T21:00:00,Bertrand Blier
38095,Sweet Sixteen,Mes 16 ans,GB,,,,,,2002,3,Drame de moeurs,2010-12-10T23:30:00,Ken Loach
44294,"Ugly Duckling and Me!, The","Vilain petit canard et moi, Le",FR,IE,GB,DE,,,2006,5,Film d'animation,2010-12-11T09:00:00,"Michael Hegner, Karsten Kiilerich"
13992,Addams Family Values,"Valeurs de la famille Addams, Les",US,,,,,,1993,4,ComÃ©die fantaisiste,2010-12-11T12:00:00,Barry Sonnenfeld
19399,AstÃ©rix chez les Bretons,AstÃ©rix chez les Bretons,FR,,,,,,1986,4,Film d'animation,2010-12-11T15:30:00,Pino Van Lamsweerde
991,Antz,Fourmiz,US,,,,,,1998,3,Film d'animation,2010-12-11T18:30:00,"Eric Darnell, Tim Johnson"
14742,"Visiteurs, Les","Visiteurs, Les",FR,,,,,,1993,4,ComÃ©die fantaisiste,2010-12-11T20:00:00,Jean-Marie PoirÃ©
44870,Un baiser s'il vous plaÃ®t,Un Baiser s'il vous plaÃ®t,FR,,,,,,2007,4,ComÃ©die sentimentale,2010-12-11T21:45:00,Emmanuel Mouret
16355,Dead Again,"PassÃ© revient, Le",US,,,,,,1991,3,Drame fantastique,2010-12-11T23:30:00,Kenneth Branagh
26421,AstÃ©rix le Gaulois,AstÃ©rix le Gaulois,FR,,,,,,1968,5,Film d'animation,2010-12-12T09:00:00,Ray Goossens
14742,"Visiteurs, Les","Visiteurs, Les",FR,,,,,,1993,4,ComÃ©die fantaisiste,2010-12-12T12:00:00,Jean-Marie PoirÃ©
23796,"Ballade des Dalton, La","Ballade des Dalton, La",FR,,,,,,1978,4,Film d'animation,2010-12-12T15:30:00,"Morris , RenÃ© Goscinny"
17467,AstÃ©rix et le coup du menhir,AstÃ©rix et le coup du menhir,FR,DE,,,,,1989,4,Film d'animation,2010-12-12T18:30:00,Philippe Grimond
37362,Pinocchio,Pinocchio,IT,,,,,,2002,5,Conte,2010-12-12T20:00:00,Roberto Benigni
38766,"Triplettes de Belleville, Les","Triplettes de Belleville, Les",FR,,,,,,2003,2,Film d'animation,2010-12-12T21:45:00,Sylvain Chomet
18011,Crossing Delancey,Izzy et Sam,US,,,,,,1988,4,ComÃ©die de moeurs,2010-12-12T23:05:00,Joan Micklin Silver
43252,Azur et Asmar,Azur et Asmar,FR,BE,IT,ES,,,2006,3,Film d'animation,2010-12-13T09:00:00,Michel Ocelot
16633,Pas de rÃ©pit pour MÃ©lanie,Pas de rÃ©pit pour MÃ©lanie,CA,QC,,,,,1990,3,ComÃ©die dramatique,2010-12-13T12:00:00,Jean Beaudry
36478,Spirit - Stallion of the Cimarron,Spirit - L'Ãtalon des plaines,US,,,,,,2002,4,Film d'animation,2010-12-13T15:30:00,"Lorna Cook, Kelly Asbury"
24750,Daisy Town,Daisy Town,FR,,,,,,1971,4,Film d'animation,2010-12-13T18:30:00,Eddie Lateste
14096,"Louis 19, le roi des ondes","Louis 19, le roi des ondes",CA,QC,,,,,1994,6,ComÃ©die,2010-12-13T21:00:00,Michel Poulette
21894,"ChÃ¨vre, La","ChÃ¨vre, La",FR,,,,,,1981,4,ComÃ©die,2010-12-13T22:40:00,Francis Veber
38766,"Triplettes de Belleville, Les","Triplettes de Belleville, Les",FR,,,,,,2003,2,Film d'animation,2010-12-14T00:10:00,Sylvain Chomet
13624,Tintin et le lac aux requins,Tintin et le lac aux requins,BE,,,,,,1972,4,Film d'animation,2010-12-14T09:00:00,Raymond Leblanc
44301,Ballet Shoes,"Ãcole de tous les talents, L'",GB,,,,,,2007,4,ComÃ©die dramatique,2010-12-14T12:00:00,Sandra Goldbacher
41569,Kirikou et les bÃªtes sauvages,Kirikou et les bÃªtes sauvages,FR,,,,,,2005,3,Film d'animation,2010-12-14T15:30:00,"Michel Ocelot, BÃ©nÃ©dicte Galup"
25575,Tintin et le temple du soleil,Tintin et le temple du soleil,BE,,,,,,1969,4,Film d'animation,2010-12-14T18:30:00,Eddie Lateste
44942,Grace is Gone,Adieu Grace,US,,,,,,2007,4,Drame psychologique,2010-12-14T21:00:00,James C. Strouse
22968,Kramer vs. Kramer,Kramer contre Kramer,US,,,,,,1979,3,Drame psychologique,2010-12-14T22:30:00,Robert Benton
23796,"Ballade des Dalton, La","Ballade des Dalton, La",FR,,,,,,1978,4,Film d'animation,2010-12-15T09:00:00,"Morris , RenÃ© Goscinny"
14039,"Whipping Boy, The","Prince et le souffre-douleur, Le",US,,,,,,1994,4,Aventures,2010-12-15T12:00:00,Syd Macartney
38134,Sinbad - Legend of the Seven Seas,Sinbad - La LÃ©gende des Sept Mers,US,,,,,,2003,4,Film d'animation,2010-12-15T18:30:00,"Patrick Gilmore, Tim Johnson"
118,"Truth About Cats & Dogs, The","VÃ©ritÃ© sur les chats et les chiens, La",US,,,,,,1996,4,ComÃ©die sentimentale,2010-12-15T21:00:00,Michael Lehmann
17549,Working Girl,Quand les femmes s'en mÃªlent,US,,,,,,1988,3,ComÃ©die dramatique,2010-12-15T22:40:00,Mike Nichols
1440,Kirikou et la sorciÃ¨re,Kirikou et la sorciÃ¨re,FR,BE,LU,,,,1998,3,Film d'animation,2010-12-16T09:00:00,Michel Ocelot
3700,"Duke, The","Hubert, son altesse canine",CA,,,,,,1999,5,ComÃ©die,2010-12-16T12:00:00,Philip Spink
44294,"Ugly Duckling and Me!, The","Vilain petit canard et moi, Le",FR,IE,GB,DE,,,2006,5,Film d'animation,2010-12-16T15:30:00,"Michael Hegner, Karsten Kiilerich"
13624,Tintin et le lac aux requins,Tintin et le lac aux requins,BE,,,,,,1972,4,Film d'animation,2010-12-16T18:30:00,Raymond Leblanc
1847,A.I. Artificial Intelligence,Intelligence artificielle,US,,,,,,2001,2,Science-fiction,2010-12-16T21:00:00,Steven Spielberg
19136,"Fugitifs, Les","Fugitifs, Les",FR,,,,,,1986,4,ComÃ©die policiÃ¨re,2010-12-16T23:30:00,Francis Veber
11927,"12 Travaux d'AstÃ©rix, Les","12 Travaux d'AstÃ©rix, Les",FR,,,,,,1976,4,Film d'animation,2010-12-17T09:00:00,"Albert Uderzo, RenÃ© Goscinny, Pierre Watrin, Henri Gruel"
37362,Pinocchio,Pinocchio,IT,,,,,,2002,5,Conte,2010-12-17T12:00:00,Roberto Benigni
38134,Sinbad - Legend of the Seven Seas,Sinbad - La LÃ©gende des Sept Mers,US,,,,,,2003,4,Film d'animation,2010-12-17T15:30:00,"Tim Johnson, Patrick Gilmore"
19399,AstÃ©rix chez les Bretons,AstÃ©rix chez les Bretons,FR,,,,,,1986,4,Film d'animation,2010-12-17T18:30:00,Pino Van Lamsweerde
17713,Rain Man,Rain Man,US,,,,,,1988,3,Drame psychologique,2010-12-17T21:00:00,Barry Levinson
44870,Un baiser s'il vous plaÃ®t,Un Baiser s'il vous plaÃ®t,FR,,,,,,2007,4,ComÃ©die sentimentale,2010-12-17T23:20:00,Emmanuel Mouret
17467,AstÃ©rix et le coup du menhir,AstÃ©rix et le coup du menhir,FR,DE,,,,,1989,4,Film d'animation,2010-12-18T09:00:00,Philippe Grimond
9415,"Little Princess, A","Petite Princesse, La",US,,,,,,1995,3,Conte,2010-12-18T12:00:00,Alfonso Cuaron
26421,AstÃ©rix le Gaulois,AstÃ©rix le Gaulois,FR,,,,,,1968,5,Film d'animation,2010-12-18T15:30:00,Ray Goossens
23796,"Ballade des Dalton, La","Ballade des Dalton, La",FR,,,,,,1978,4,Film d'animation,2010-12-18T18:30:00,"Morris , RenÃ© Goscinny"
39143,Dans une galaxie prÃ¨s de chez vous,Dans une galaxie prÃ¨s de chez vous,CA,QC,,,,,2004,4,ComÃ©die fantaisiste,2010-12-18T20:00:00,Claude Desrosiers
1851,"Forteresse suspendue, La","Forteresse suspendue, La",CA,QC,,,,,2001,5,ComÃ©die,2010-12-18T22:00:00,Roger Cantin
14096,"Louis 19, le roi des ondes","Louis 19, le roi des ondes",CA,QC,,,,,1994,6,ComÃ©die,2010-12-18T23:35:00,Michel Poulette
24750,Daisy Town,Daisy Town,FR,,,,,,1971,4,Film d'animation,2010-12-19T09:00:00,Eddie Lateste
39143,Dans une galaxie prÃ¨s de chez vous,Dans une galaxie prÃ¨s de chez vous,CA,QC,,,,,2004,4,ComÃ©die fantaisiste,2010-12-19T12:00:00,Claude Desrosiers
20906,"Dalton en cavale, Les","Dalton en cavale, Les",FR,,,,,,1983,5,Film d'animation,2010-12-19T15:30:00,"Morris , Joseph Barbera, Ray Patterson, William Hanna"
11927,"12 Travaux d'AstÃ©rix, Les","12 Travaux d'AstÃ©rix, Les",FR,,,,,,1976,4,Film d'animation,2010-12-19T18:30:00,"Henri Gruel, Albert Uderzo, RenÃ© Goscinny, Pierre Watrin"
13992,Addams Family Values,"Valeurs de la famille Addams, Les",US,,,,,,1993,4,ComÃ©die fantaisiste,2010-12-19T20:00:00,Barry Sonnenfeld
16828,Edward Scissorhands,Edward aux mains d'argent,US,,,,,,1990,3,ComÃ©die fantaisiste,2010-12-19T21:40:00,Tim Burton
44942,Grace is Gone,Adieu Grace,US,,,,,,2007,4,Drame psychologique,2010-12-19T23:30:00,James C. Strouse
44265,Kong: Return to the Jungle,"Kong, un gÃ©ant dans la ville",GB,,,,,,2006,0,Film d'animation,2010-12-20T09:00:00,Stuart Evans
44531,"RiviÃ¨re aux castors ...ou les aventures de MÃ¨che Blanche, La","RiviÃ¨re aux castors ...ou les aventures de MÃ¨che Blanche, La",CA,QC,,,,,2007,5,Documentaire,2010-12-20T12:00:00,Philippe Calderon
13624,Tintin et le lac aux requins,Tintin et le lac aux requins,BE,,,,,,1972,4,Film d'animation,2010-12-20T15:30:00,Raymond Leblanc
19881,AstÃ©rix et la surprise de CÃ©sar,AstÃ©rix et la surprise de CÃ©sar,FR,,,,,,1985,4,Film d'animation,2010-12-20T18:30:00,"GaÃ«tan Brizzi, Paul Brizzi"
43962,Across the Universe,Ã travers l'univers,US,,,,,,2007,3,ComÃ©die musicale,2010-12-20T21:00:00,Julie Taymor
118,"Truth About Cats & Dogs, The","VÃ©ritÃ© sur les chats et les chiens, La",US,,,,,,1996,4,ComÃ©die sentimentale,2010-12-20T23:20:00,Michael Lehmann
44043,Casper's Scare School,Casper Ã  l'Ã©cole de la peur,US,,,,,,2006,5,Film d'animation,2010-12-21T09:00:00,Mark Gravas
691,Matusalem II - Le Dernier des Beauchesne,Matusalem II - Le Dernier des Beauchesne,CA,QC,,,,,1997,5,Aventures,2010-12-21T12:00:00,Roger Cantin
25575,Tintin et le temple du soleil,Tintin et le temple du soleil,BE,,,,,,1969,4,Film d'animation,2010-12-21T15:30:00,Eddie Lateste
17467,AstÃ©rix et le coup du menhir,AstÃ©rix et le coup du menhir,FR,DE,,,,,1989,4,Film d'animation,2010-12-21T18:30:00,Philippe Grimond
9896,Forrest Gump,Forrest Gump,US,,,,,,1994,3,ComÃ©die dramatique,2010-12-21T21:00:00,Robert Zemeckis
19136,"Fugitifs, Les","Fugitifs, Les",FR,,,,,,1986,4,ComÃ©die policiÃ¨re,2010-12-21T23:30:00,Francis Veber
43393,Shark Bait,Festin de requin,US,KP,GB,,,,2006,4,Film d'animation,2010-12-22T09:00:00,"John Fox, Howard E. Baker"
16828,Edward Scissorhands,Edward aux mains d'argent,US,,,,,,1990,3,ComÃ©die fantaisiste,2010-12-22T12:00:00,Tim Burton
1440,Kirikou et la sorciÃ¨re,Kirikou et la sorciÃ¨re,FR,BE,LU,,,,1998,3,Film d'animation,2010-12-22T15:30:00,Michel Ocelot
19399,AstÃ©rix chez les Bretons,AstÃ©rix chez les Bretons,FR,,,,,,1986,4,Film d'animation,2010-12-22T18:30:00,Pino Van Lamsweerde
42464,Little Miss Sunshine,Little Miss Sunshine,US,,,,,,2006,4,ComÃ©die dramatique,2010-12-22T21:00:00,"Valerie Faris, Jonathan Dayton"
17096,Stanley and Iris,Stanley et Iris,US,,,,,,1989,4,Drame psychologique,2010-12-22T22:45:00,Martin Ritt
26420,AstÃ©rix et ClÃ©opÃ¢tre,AstÃ©rix et ClÃ©opÃ¢tre,BE,,,,,,1968,4,Film d'animation,2010-12-23T09:00:00,"Lee Payant, RenÃ© Goscinny, Albert Uderzo"
9415,"Little Princess, A","Petite Princesse, La",US,,,,,,1995,3,Conte,2010-12-23T12:00:00,Alfonso Cuaron
20906,"Dalton en cavale, Les","Dalton en cavale, Les",FR,,,,,,1983,5,Film d'animation,2010-12-23T18:30:00,"William Hanna, Morris , Joseph Barbera, Ray Patterson"
18678,Baby Boom,Baby Boom,US,,,,,,1987,5,ComÃ©die de moeurs,2010-12-23T21:00:00,Charles Shyer
19413,3 Hommes et un couffin,3 Hommes et un couffin,FR,,,,,,1985,4,ComÃ©die de moeurs,2010-12-23T22:55:00,Coline Serreau
43022,Happily N'Ever After,Au royaume dÃ©senchantÃ©,US,,,,,,2006,5,Film d'animation,2010-12-24T09:00:00,Paul J. Bolger
1851,"Forteresse suspendue, La","Forteresse suspendue, La",CA,QC,,,,,2001,5,ComÃ©die,2010-12-24T12:00:00,Roger Cantin
17467,AstÃ©rix et le coup du menhir,AstÃ©rix et le coup du menhir,FR,DE,,,,,1989,4,Film d'animation,2010-12-24T15:30:00,Philippe Grimond
43393,Shark Bait,Festin de requin,US,KP,GB,,,,2006,4,Film d'animation,2010-12-24T18:30:00,"John Fox, Howard E. Baker"
44018,"Jane Austen Book Club, The","Club Jane Austen, Le",US,,,,,,2007,4,ComÃ©die dramatique,2010-12-24T21:00:00,Robin Swicord
31789,Sabrina,Sabrina,US,,,,,,1954,4,ComÃ©die sentimentale,2010-12-24T22:50:00,Billy Wilder
