"rss_etablissement","rts_etablissement","code_etablissement_regroupes_inclus_dans_cisss_ciusss","nom_etablissement_regroupes_inclus_dans_cisss_ciusss","code_etablissement","nom_etablissement","statut","mode_financement","territoire_clsc_installation","code_installation","nom_installation","mct_capacite_service_installation","unite_mesure_installation","capacite_service_installation","capacite_installation","date_extraction" 
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPV,Services externes,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPL,Services externes,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPA,Services externes,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPV,Services externes,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPV,Services externes,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPA,Services externes,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPM,Services externes,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPV,Services externes,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPM,Services externes,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPA,Services externes,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPL,Services externes,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPL,Services externes,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPA,Services externes,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPM,Services externes,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPL,Services externes,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPM,Services externes,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPV,Services externes,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPL,Services externes,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPA,Services externes,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,52942570,CRDP de La Sarre,CRDPM,Services externes,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515524,CLSC de Preissac,CLSC,,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515524,CLSC de Preissac,CLSC,,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515524,CLSC de Preissac,CLSC,,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515524,CLSC de Preissac,CLSC,,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515524,CLSC de Preissac,CLSC,,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515532,CLSC de Barraute,CLSC,,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515532,CLSC de Barraute,CLSC,,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515532,CLSC de Barraute,CLSC,,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515532,CLSC de Barraute,CLSC,,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515532,CLSC de Barraute,CLSC,,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515540,CLSC de Rochebaucourt,CLSC,,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515540,CLSC de Rochebaucourt,CLSC,,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515540,CLSC de Rochebaucourt,CLSC,,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515540,CLSC de Rochebaucourt,CLSC,,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,53515540,CLSC de Rochebaucourt,CLSC,,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,53702106,CLSC de Normétal,CLSC,,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,53702106,CLSC de Normétal,CLSC,,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,53702106,CLSC de Normétal,CLSC,,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,53702106,CLSC de Normétal,CLSC,,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,53702106,CLSC de Normétal,CLSC,,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,54321989,CLSC de Beaudry,CLSC,,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,54321989,CLSC de Beaudry,CLSC,,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,54321989,CLSC de Beaudry,CLSC,,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,54321989,CLSC de Beaudry,CLSC,,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,54321989,CLSC de Beaudry,CLSC,,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583380,CHSLD de La Sarre,CHSLD,Lit(s) d'hébergement permanent,C,25,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583380,CHSLD de La Sarre,CHSLD,Lit(s) d'hébergement permanent,C,25,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583380,CHSLD de La Sarre,CHSLD,Lit(s) d'hébergement permanent,C,25,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583380,CHSLD de La Sarre,CHSLD,Lit(s) d'hébergement permanent,C,25,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583380,CHSLD de La Sarre,CHSLD,Lit(s) d'hébergement permanent,C,25,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583380,CHSLD de La Sarre,CHSLD,Centre de jour,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583380,CHSLD de La Sarre,CHSLD,Centre de jour,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583380,CHSLD de La Sarre,CHSLD,Centre de jour,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583380,CHSLD de La Sarre,CHSLD,Centre de jour,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583380,CHSLD de La Sarre,CHSLD,Centre de jour,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CHSLD,Lit(s) d'hébergement permanent,C,22,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CHSLD,Lit(s) d'hébergement permanent,C,22,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CHSLD,Lit(s) d'hébergement permanent,C,22,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CHSLD,Lit(s) d'hébergement permanent,C,22,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CHSLD,Lit(s) d'hébergement permanent,C,22,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CHSLD,Centre de jour,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CHSLD,Centre de jour,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CLSC,,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CHSLD,Centre de jour,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CLSC,,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CLSC,,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CLSC,,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CHSLD,Centre de jour,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CHSLD,Centre de jour,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08111 - Abitibi-Ouest,54583398,CHSLD et CLSC de Palmarolle,CLSC,,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,54657820,CLSC d'Amos,CLSC,,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,54657820,CLSC d'Amos,CLSC,,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,54657820,CLSC d'Amos,CLSC,,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,54657820,CLSC d'Amos,CLSC,,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08121 - Abitibi,54657820,CLSC d'Amos,CLSC,,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,55023097,CRDP de Rouyn-Noranda,CRDPA,Service d'aides techniques,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,55023097,CRDP de Rouyn-Noranda,CRDPM,Service d'aides techniques,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,55023097,CRDP de Rouyn-Noranda,CRDPA,Service d'aides techniques,S,n.a.,2024-06-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,55023097,CRDP de Rouyn-Noranda,CRDPM,Service d'aides techniques,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,55023097,CRDP de Rouyn-Noranda,CRDPA,Service d'aides techniques,S,n.a.,2024-08-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,55023097,CRDP de Rouyn-Noranda,CRDPM,Service d'aides techniques,S,n.a.,2024-07-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,55023097,CRDP de Rouyn-Noranda,CRDPA,Service d'aides techniques,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,55023097,CRDP de Rouyn-Noranda,CRDPM,Service d'aides techniques,S,n.a.,2024-05-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,55023097,CRDP de Rouyn-Noranda,CRDPM,Service d'aides techniques,S,n.a.,2024-04-01
08 - Abitibi-Témiscamingue,081 - RTS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,11045226,CISSS de l'Abitibi-Témiscamingue,Public,Budget,08131 - Rouyn-Noranda,55023097,CRDP de Rouyn-Noranda,CRDPA,Service d'aides techniques,S,n.a.,2024-04-01
09 - Côte-Nord,091 - RTS de la Côte-Nord,11043866,CLSC Naskapi,11043866,CLSC Naskapi,Public,Budget,09171 - Territoire Naskapi,54179841,CLSC Naskapi,CLSC,,S,n.a.,2024-05-01
09 - Côte-Nord,091 - RTS de la Côte-Nord,11043866,CLSC Naskapi,11043866,CLSC Naskapi,Public,Budget,09171 - Territoire Naskapi,54179841,CLSC Naskapi,CLSC,,S,n.a.,2024-04-01
09 - Côte-Nord,091 - RTS de la Côte-Nord,11043866,CLSC Naskapi,11043866,CLSC Naskapi,Public,Budget,09171 - Territoire Naskapi,54179841,CLSC Naskapi,CLSC,,S,n.a.,2024-06-01
09 - Côte-Nord,091 - RTS de la Côte-Nord,11043866,CLSC Naskapi,11043866,CLSC Naskapi,Public,Budget,09171 - Territoire Naskapi,54179841,CLSC Naskapi,CLSC,,S,n.a.,2024-07-01
09 - Côte-Nord,091 - RTS de la Côte-Nord,11043866,CLSC Naskapi,11043866,CLSC Naskapi,Public,Budget,09171 - Territoire Naskapi,54179841,CLSC Naskapi,CLSC,,S,n.a.,2024-08-01
09 - Côte-Nord,091 - RTS de la Côte-Nord,11045234,CISSS de la Côte-Nord,11045234,CISSS de la Côte-Nord,Public,Budget,09121 - Les Escoumins,51218733,Centre multi. SSS des Escoumins,CHSLD,Lit(s) d'hébergement temporaire,C,1,2024-08-01
09 - Côte-Nord,091 - RTS de la Côte-Nord,11045234,CISSS de la Côte-Nord,11045234,CISSS de la Côte-Nord,Public,Budget,09121 - Les Escoumins,51218733,Centre multi. SSS des Escoumins,CHSLD,Lit(s) d'hébergement temporaire,C,1,2024-07-01
