cod_geo,nom_organisme,desi_org,cod_mrc,nom_mrc,cod_cm,nom_cm,no_reg,desc_reg,type_org,population,no_occur,CBAAX00036,CBAIX00036,CBALX00036,CRAAX00036,CRAIX00036,CRALX00036,CRIIX00036,LRAAX00036,LRALX00036,LRIIX00036,PRAAX00036,PRALX00036,PRIIX00036,CBAAA00316,CBAIA00316,CBALA00316,CRAAA00316,CRAIA00316,CRAIB00316,CRAIX00316,CRALA00316,CRIIX00316,LRAAA00316,LRALA00316,LRIIX00316,PRAAA00316,PRALA00316,PRIIX00316,CRIIX00489,LRIIX00489,PRIIX00489,CRIIX00491,LRIIX00491,PRIIX00491,CRIIX00501,LRIIX00501,PRIIX00501,CRIIX00528,LRIIX00528,PRIIX00528,CBAAX00688,CBAIX00688,CBALX00688,CRAAX00688,CRAIX00688,CRALX00688,CRIIX00688,LRAAX00688,LRALX00688,LRIIX00688,PRAAX00688,PRALX00688,PRIIX00688,CRIIX00771,LRIIX00771,PRIIX00771,CRAAX00812,CRAIX00812,CRALX00812,LRAAX00812,LRAIX00812,LRALX00812,PRAAX00812,PRAIX00812,PRALX00812,CROIX00822,LROIX00822,PROIX00822,CRAAX00828,CRAIX00828,CRALX00828,LRAAX00828,LRAIX00828,LRALX00828,PRAAX00828,PRAIX00828,PRALX00828,CROIX00834,LROIX00834,PROIX00834,CRAAX00844,CRALX00844,CRIIX00844,LRAAX00844,LRALX00844,LRIIX00844,PRAAX00844,PRALX00844,PRIIX00844,CRAAX00860,CRALX00860,CRIIX00860,LRAAX00860,LRALX00860,LRIIX00860,PRAAX00860,PRALX00860,PRIIX00860,CRAAX00870,CRALX00870,CRIIX00870,LRAAX00870,LRALX00870,LRIIX00870,PRAAX00870,PRALX00870,PRIIX00870,CRAAX00876,CRALX00876,CRIIX00876,LRAAX00876,LRALX00876,LRIIX00876,PRAAX00876,PRALX00876,PRIIX00876,CRAAX00883,CRALX00883,CRIIX00883,LRALX00883,LRIIX00883,PRAAX00883,PRALX00883,PRIIX00883,CRIIX00942,LRIIX00942,PRIIX00942,CRIIX00966,LRIIX00966,PRIIX00966,CRIIX01005,LRIIX01005,PRIIX01005,CRIIX01030,LRIIX01030,PRIIX01030,CRIIX01082,LRIIX01082,PRIIX01082,CRIIX01096,LRIIX01096,PRIIX01096,CRIIX01107,LRIIX01107,PRIIX01107,CRIIX01142,LRIIX01142,PRIIX01142,CRIIX01158,LRIIX01158,PRIIX01158,CRIIA01193,CRIIB01193,CRIIC01193,CRIIX01193,LRIIX01193,CRIIA01209,CRIIB01209,CRIIC01209,CRIIX01209,LRIIX01209,CRIIX01231,LRIIX01231,PRIIX01231,CRIIX01234,LRIIX01234,PRIIX01234,CRAAX01362,CRAIX01362,CRALX01362,LRAIX01362,CRAAX01372,CRAIX01372,CRALX01372,LRAIX01372,CRIAX01618,LRIAX01618,CRAAA01616,CRAAX01616,LRAAA01616,LRAAX01616,CRAAA01617,CRAAX01617,LRAAA01617,LRAAX01617,CRALA01567,CRALB01567,CRALC01567,CRALD01567,CRALE01567,LRALX01567,CRIIX01815,LRIIX01815,PRIIX01815,CRIIA01865,CRIIB01865,CRIIC01865,CRIIX01865,LRIIX01865,CRIIA01866,CRIIB01866,CRIIC01866,CRIIX01866,LRIIX01866,CRIIA02111,CRIIB02111,LRIIX02111,PRIIB02111,CRIIA02113,CRIIB02113,LRIIX02113,PRIIB02113,CRIIX02134,LRIIX02134,PRIIX02134 
34090,Saint-Ubalde,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1508,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,6939,3543,,,LOUISE MAGNAN,,,,,,,,,,,,,,,,,,,,,,,,
34090,Saint-Ubalde,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1508,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,6693,3543,,,MARIO MONTAMBAULT,,,,,,,,,,,,,,,,,,,,,,,,
34090,Saint-Ubalde,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1508,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,6939,3543,,,LOUIS OUELLET,,,,,,,,,,,,,,,,,,,,,,,,
34097,Saint-Alban,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1224,1,,,,,,,,,,,,,,,22081,,,21081,,21081,,21081,,,AUTRES,,,66285,,,,,,,-5778,Gain sur cession,-722,,,,,,,,,,,,,,,,51,,,,,61332,,,"Aque, égout, trai. 136 & 142 ",,,41389,,18918,Régie,48107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57016,Autres,62950,36965,,3000,31682,Gouvernement du Québec,18589,500,Autres,2296,867047,42517,,909564,,370209,32010,,402219,,53152,Assurances,862,,,,,,,,,,,,,,,,,,,,,,Maire,15625,7813,85,42,DENY LÉPINE,,,,,,,,,,,,,,,,,,,,,,18927,MAMH - volet 4,
34097,Saint-Alban,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1224,2,,,,,,,,,,,,,,,52692,,,65790,,65790,,65790,,,SAAQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budget,,,83194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13758,Gouvernement du Canada,5998,,,,,,,,,,,,,,1666,Autres,,,,,,,,,,,,,,,,,,,,,,,Conseiller,3750,1875,,,CHRISTIAN CARON,,,,,,,,,,,,,,,,,,,,,,6861,PÉPPSEP,
34097,Saint-Alban,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1224,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23278,,,Fosses septiques,,,25072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123,Organismes municipaux,6598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,3750,1875,,,ÉMILIE GARNEAU,,,,,,,,,,,,,,,,,,,,,,,,
34097,Saint-Alban,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1224,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24607,,,Parcs et terrains de jeux,,,24607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26487,Intérêts courus,25893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,3750,1875,1948,974,FRANCIS MARCOTTE,,,,,,,,,,,,,,,,,,,,,,,,
34097,Saint-Alban,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1224,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99142,,,SAAQ,,,64834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6954,Redevances à payer et autres ,6261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,3750,1875,,,CARMEN MARQUIS,,,,,,,,,,,,,,,,,,,,,,,,
34097,Saint-Alban,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1224,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,3750,1875,,,JULIE QUINTIN,,,,,,,,,,,,,,,,,,,,,,,,
34097,Saint-Alban,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1224,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,3750,1875,,,DENIS PICHÉ,,,,,,,,,,,,,,,,,,,,,,,,
34105,Sainte-Christine-d'Auvergne,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,670,1,,39037,,,44518,,44518,,,Déneigement,,,23913,,23000,,,15485,,15485,,15485,,,Autres,,,18713,,,,,,,-5643,Gain sur cession,-3933,,,,,,,,,,,,,,,,30,,,,,138760,,,Équilibre budgétaire,,,254438,,14806,Régie,28161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192,Droits de mutation,32936,,,,5444,Redevances Régie,3665,,,5540,644969,159363,,804332,Autres,336396,65479,,401875,Autres,19704,Municipalité,,,,,,,,,,,55028,Autres montants,,,,,,,,,,,Maire,21732,,4398,2199,Raymond Francoeur,,,,,,,,,,,,,,,,,,,,,,100000,EDSC - parc aquatique,
34105,Sainte-Christine-d'Auvergne,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,670,2,,42675,,,44687,,44687,,,Fosse septique,,,24879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bibliothèque,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13780,Autres,18983,,,,12598,Intérêts courus,5898,,,,,,,,,,,,,,745,Régie,505,,,,,,,,,,,,,,,,,,,,,,Conseiller,10294,,847,423,Sébastien Leclerc,,,,,,,,,,,,,,,,,,,,,,,,
34105,Sainte-Christine-d'Auvergne,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,670,3,,45220,,,44250,,44250,,,Frais d'administration,,,43836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62003,,,Assainissement des eaux,,,62003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,858,,,,Jacynthe Morin,,,,,,,,,,,,,,,,,,,,,,,,
34105,Sainte-Christine-d'Auvergne,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,670,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,,,Divers,,,6890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,7721,,,,Marc Ouellet,,,,,,,,,,,,,,,,,,,,,,,,
34105,Sainte-Christine-d'Auvergne,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,670,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation développement,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,10294,,,,Sylvie Duchesneau,,,,,,,,,,,,,,,,,,,,,,,,
34105,Sainte-Christine-d'Auvergne,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,670,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maire suppléant,12581,,,,Jean-François Lauzier,,,,,,,,,,,,,,,,,,,,,,,,
34105,Sainte-Christine-d'Auvergne,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,670,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,10294,,,,Jean-François Paquet,,,,,,,,,,,,,,,,,,,,,,,,
34105,Sainte-Christine-d'Auvergne,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,670,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,10294,,,,Simon Trépanier,,,,,,,,,,,,,,,,,,,,,,,,
34115,Saint-Léonard-de-Portneuf,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1180,1,,24780,,,25002,,25002,,,Fosse septique,,,24561,,40845,,,41211,,41211,,41211,,,Autres,,,39817,,,,,,,-4109,Gain sur cession,-514,,,,,,,,,,,,,,,,37,,,,,60881,,,Budget suivant,,,23962,,13449,RRGMRP,34211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39011,Autres,27263,,,,13110,Intérêts,13202,3475,Autres,30633,777029,11513,,788542,Autres,473543,27494,,501037,Autres,3390,Frais payé d'avance,3326,,,,,,,,,,,,,,,,,,,,,,Maire,6914,3457,5244,2622,Archill Gladu,,,,,,,,,,,,,,,,,,,,,,105938,Subvention TECQ,
34115,Saint-Léonard-de-Portneuf,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837,,,Égout,,,5837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4945,Redevances,4453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,2304,1152,,,Marie-Ève Moisan,,,,,,,,,,,,,,,,,,,,,,,,
34115,Saint-Léonard-de-Portneuf,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1180,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61074,Autres,61074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,1344,672,,,Edith Cooke,,,,,,,,,,,,,,,,,,,,,,,,
34115,Saint-Léonard-de-Portneuf,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,768,384,85,42,Sylvain Naud,,,,,,,,,,,,,,,,,,,,,,,,
34115,Saint-Léonard-de-Portneuf,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1180,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,2304,1152,,,Raphael Benoit,,,,,,,,,,,,,,,,,,,,,,,,
34115,Saint-Léonard-de-Portneuf,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1180,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,2304,1152,,,Jean-René Côté,,,,,,,,,,,,,,,,,,,,,,,,
34115,Saint-Léonard-de-Portneuf,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1180,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,2304,1152,,,Mathieu Fecteau,,,,,,,,,,,,,,,,,,,,,,,,
34115,Saint-Léonard-de-Portneuf,M,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,1180,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,1728,864,423,212,Cédrick Champagne,,,,,,,,,,,,,,,,,,,,,,,,
34120,Lac-Sergent,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,549,1,,185940,,,187036,,187036,,,Déneigement et sécurité publique,,,176090,,53328,,,99051,19126,118177,,118177,,,Autres,,,71397,,,,,,,,Gain sur cession,-5530,,,,,3500,,,2996,,2996,,,Autres,,,2082,,,,,,,,Conformité inst. septique,,,25000,,8144,RRGMRP,20715,,8377,,,Sauvegarde plan d'eau,,,25316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71890,Autres,48556,1066778,Prêts installations septiques,1180080,2995,Redevances - Régie,2696,3837,Autres,773,1155512,55164,,1210676,Autres,347460,50537,,397997,Autres,39342,Frais payés d'avance,27573,,,,,,,,,,,,,,,,,,,,,,Maire,12768,6384,5297,2649,Yves Bédard,,,,,,,,,,,,,,,,,,,,,,,,
34120,Lac-Sergent,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,549,2,,50800,,,51000,,51000,,,Protection enviro (réserve),,,50800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36702,,,Budget suivant,,,38500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10302,Intérêts courus,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,4256,2128,,,Stéphane Martin,,,,,,,,,,,,,,,,,,,,,,,,
34120,Lac-Sergent,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,549,3,,20026,,,20100,,20100,,,Évaluation,,,19435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,4489,2245,1257,629,Jean Leclerc,,,,,,,,,,,,,,,,,,,,,,,,
34120,Lac-Sergent,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,549,4,,26427,,,26350,,26350,,,Boues fosses septiques,,,21120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,4256,2128,326,163,Daniel Arteau,,,,,,,,,,,,,,,,,,,,,,,,
34120,Lac-Sergent,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,549,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,6384,3192,,,Diane Pinet,,,,,,,,,,,,,,,,,,,,,,,,
34128,Saint-Raymond,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,11388,1,,276610,,,283873,,283873,,,Boues fosses septiques,,,190728,,699300,,,807836,26290,834126,,834126,,,Autres,,,580466,,,,,,,-47751,Gain sur cession,-420466,,,,,308540,,,225528,,225528,,,Autres,,,168470,,,,,375000,,,Budget exercice suivant,,,460000,,156293,Régie,397567,,170607,,,Disposition des boues,,,82188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328930,Autres,1304229,528665,Autres,566251,170713,Intérêts courus,137413,173704,Autres,174486,11511131,1596018,,13107149,Autres,2424538,359824,,2784362,Autres,433826,Frais payés d'avance,149996,,,,,,,,,,,,,,,,,,,,,,Maire,60000,18207,8726,,Claude Duplain,,,,,,,,,,,,,,,,,,,0,Club Quad,11020,6149422,Transfert perçu d'avance SHQ,5845958
34128,Saint-Raymond,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,11388,2,,341580,,,339573,,339573,,,Évaluation,,,330431,,,,,,,,,,,,,,,,,,,,,,,Perte sur cession de placement,10000,,,,,,,,,,,,,,,,,,,,,288966,,,Autres - Ville,,,125294,,,,,,2364653,,,Fonds industriel,,,1938580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57470,Redevances - Régie,51745,285119,Centre ski/aréna /loisirs,235219,2631844,,,2631844,Sites enfouissement,1593218,105787,,1699005,Sites enfouissement,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,17650,8825,2202,1101,Yvan Barrette,,,,,,,,,,,,,,,,,,,,,,200000,Transferts perçus d'avance - autres,243267
34128,Saint-Raymond,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,11388,3,,722310,,,728225,,728225,,,Urbanisme,,,702186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447000,,,PTI exercice suivant,,,555000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,17650,8825,85,42,Pierre Cloutier,,,,,,,,,,,,,,,,,,,,,,,,
34128,Saint-Raymond,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,11388,4,,321270,,,322179,,322179,,,Déneigement,,,257597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,17650,8825,,,Étienne Beaumont,,,,,,,,,,,,,,,,,,,,,,,,
34128,Saint-Raymond,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,11388,5,,41560,,,57038,,57038,,,Compteurs d'eau et roulottes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,17650,8825,,,Philippe Gasse,,,,,,,,,,,,,,,,,,,,,,,,
34128,Saint-Raymond,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,11388,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,17650,8825,,,Fernand Lirette,,,,,,,,,,,,,,,,,,,,,,,,
34128,Saint-Raymond,V,AR340,Portneuf,,,3,Capitale-Nationale,Municipalité locale,11388,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conseiller,17650,8825,,,Benoit Voyer,,,,,,,,,,,,,,,,,,,,,,,,
