Code de postes,Sous-section,Sujet,Facettes (exercice - type de données - consolidation - compétences - spécifique) 
CROIX02014,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Amortissement,Exercice en cours - Réalisations - Organismes contrôlés et partenariats - Intégral
CROIX02018,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Produit de cession,Exercice en cours - Réalisations - Organismes contrôlés et partenariats - Intégral
CROIX02019,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - (Gain) perte sur cession,Exercice en cours - Réalisations - Organismes contrôlés et partenariats - Intégral
CROIX02020,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Réduction de valeur / Reclassement,Exercice en cours - Réalisations - Organismes contrôlés et partenariats - Intégral
CROIX02021,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés,Exercice en cours - Réalisations - Organismes contrôlés et partenariats - Intégral
PRAIX00574,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Redressé note 23,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00575,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de l'exercice,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00576,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Revenus d'investissement,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00577,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de fonctionnement de l'exercice avant conciliation à des fins fiscales,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00578,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00584,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00585,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente - Coût des propriétés vendues,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00586,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente - Réduction de valeur / reclassement,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00587,S13,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux",Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00588,S13,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - Remboursement ou produit de cession",Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00589,S13,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - (Gain) perte sur remboursement ou sur cession",Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00590,S13,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - Provision pour moins-value / réduction de valeur",Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00591,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00592,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement - Financement à long terme des activités de fonctionnement,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00593,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement - Remboursement de la dette à long terme,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00594,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00595,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Activités d'investissement,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00597,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Excédent (déficit) de fonctionnement non affecté,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00598,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Excédent de fonctionnement affecté,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00599,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Réserves financières et fonds réservés,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00600,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Dépenses constatées à taxer ou à pourvoir,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00601,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Investissement net dans les immobilisations et autres actifs,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX00602,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de fonctionnement de l'exercice à des fins fiscales,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX02014,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Amortissement,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX02018,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Produit de cession,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX02019,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - (Gain) perte sur cession,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX02020,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Réduction de valeur / Reclassement,Exercice précédent - Réalisations - Administration municipale - Intégral
PRAIX02021,S13,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés,Exercice précédent - Réalisations - Administration municipale - Intégral
CBAAX00575,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de l'exercice,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00576,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Revenus d'investissement,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00577,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de fonctionnement de l'exercice avant conciliation à des fins fiscales,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00578,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00584,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00585,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente - Coût des propriétés vendues,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00586,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente - Réduction de valeur / reclassement,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00587,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux",Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00588,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - Remboursement ou produit de cession",Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00589,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - (Gain) perte sur remboursement ou sur cession",Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00590,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - Provision pour moins-value / réduction de valeur",Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00591,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00592,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement - Financement à long terme des activités de fonctionnement,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00593,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement - Remboursement de la dette à long terme,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00594,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00595,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Activités d'investissement,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00597,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Excédent (déficit) de fonctionnement non affecté,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00598,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Excédent de fonctionnement affecté,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00599,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Réserves financières et fonds réservés,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00600,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Dépenses constatées à taxer ou à pourvoir,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00601,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Investissement net dans les immobilisations et autres actifs,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX00602,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de fonctionnement de l'exercice à des fins fiscales,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX02018,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Produit de cession,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX02020,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Réduction de valeur / Reclassement,Exercice en cours - Budget - Administration municipale - Agglomération
CBAAX02021,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés,Exercice en cours - Budget - Administration municipale - Agglomération
CRAAX00575,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de l'exercice,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00576,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Revenus d'investissement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00577,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de fonctionnement de l'exercice avant conciliation à des fins fiscales,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00578,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00584,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00585,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente - Coût des propriétés vendues,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00586,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente - Réduction de valeur / reclassement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00587,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00588,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - Remboursement ou produit de cession",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00589,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - (Gain) perte sur remboursement ou sur cession",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00590,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - Provision pour moins-value / réduction de valeur",Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00591,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00592,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement - Financement à long terme des activités de fonctionnement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00593,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement - Remboursement de la dette à long terme,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00594,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00595,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Activités d'investissement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00597,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Excédent (déficit) de fonctionnement non affecté,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00598,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Excédent de fonctionnement affecté,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00599,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Réserves financières et fonds réservés,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00600,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Dépenses constatées à taxer ou à pourvoir,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00601,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Investissement net dans les immobilisations et autres actifs,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX00602,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de fonctionnement de l'exercice à des fins fiscales,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX02018,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Produit de cession,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX02020,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Réduction de valeur / Reclassement,Exercice en cours - Réalisations - Administration municipale - Agglomération
CRAAX02021,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés,Exercice en cours - Réalisations - Administration municipale - Agglomération
PRAAX00575,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de l'exercice,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00576,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Revenus d'investissement,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00577,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de fonctionnement de l'exercice avant conciliation à des fins fiscales,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00578,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00584,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00585,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente - Coût des propriétés vendues,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00586,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente - Réduction de valeur / reclassement,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00587,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux",Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00588,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - Remboursement ou produit de cession",Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00589,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - (Gain) perte sur remboursement ou sur cession",Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00590,S13-A,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - Provision pour moins-value / réduction de valeur",Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00591,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00592,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement - Financement à long terme des activités de fonctionnement,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00593,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement - Remboursement de la dette à long terme,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00594,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00595,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Activités d'investissement,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00597,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Excédent (déficit) de fonctionnement non affecté,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00598,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Excédent de fonctionnement affecté,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00599,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Réserves financières et fonds réservés,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00600,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Dépenses constatées à taxer ou à pourvoir,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00601,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Investissement net dans les immobilisations et autres actifs,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX00602,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de fonctionnement de l'exercice à des fins fiscales,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX02018,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Produit de cession,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX02020,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés - Réduction de valeur / Reclassement,Exercice précédent - Réalisations - Administration municipale - Agglomération
PRAAX02021,S13-A,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Immobilisations corporelles et actifs incorporels achetés,Exercice précédent - Réalisations - Administration municipale - Agglomération
CBALX00575,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de l'exercice,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00576,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Revenus d'investissement,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00577,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Excédent (déficit) de fonctionnement de l'exercice avant conciliation à des fins fiscales,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00578,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00584,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00585,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente - Coût des propriétés vendues,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00586,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Propriétés destinées à la revente - Réduction de valeur / reclassement,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00587,S13-L,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux",Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00588,S13-L,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - Remboursement ou produit de cession",Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00589,S13-L,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - (Gain) perte sur remboursement ou sur cession",Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00590,S13-L,"Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Prêts, placements de portefeuille à titre d'investissement et participations dans des entreprises municipales et des partenariats commerciaux - Provision pour moins-value / réduction de valeur",Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00591,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00592,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement - Financement à long terme des activités de fonctionnement,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00593,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Financement - Remboursement de la dette à long terme,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00594,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00595,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Activités d'investissement,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00597,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Excédent (déficit) de fonctionnement non affecté,Exercice en cours - Budget - Administration municipale - Nature locale
CBALX00598,S13-L,Excédent (déficit) de fonctionnement à des fins fiscales (par organismes) - Conciliation à des fins fiscales - Affectations - Excédent (déficit) accumulé - Excédent de fonctionnement affecté,Exercice en cours - Budget - Administration municipale - Nature locale
