NUMEROTATION,TYPE_SOINS,GRP_RUBR,NBR_DPRTS,SEJ_TOT, SEJ_MOY ,GRP_AGE-0_9,GRP_AGE-10_19,GRP_AGE-20_39,GRP_AGE-40_59,GRP_AGE-60_69,GRP_AGE-70+,NBR_DECES,AUT_POURC,NBR_OPRS,POUR_PROV_URG,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
95,Soins physiques et psychiatriques de courte durée,Maladies des artères  artérioles et capillaires (I70- I79),6332,72535,11.5,13,16,97,1175,1853,3178,336,4.50%,5435,30.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
96,Soins physiques et psychiatriques de courte durée,Maladies des veines  des vaisseaux et des ganglions lymphatiques  non classées ailleurs (I80- I89),2780,19262,6.9,410,135,201,669,424,941,40,7.50%,1225,76.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
97,Soins physiques et psychiatriques de courte durée,Troubles autres et non précisés de l'appareil circulatoire (I95-I99),1657,16229,9.8,25,23,14,107,205,1283,31,0.00%,329,92.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
98,Soins physiques et psychiatriques de courte durée,Affections aiguës des voies respiratoires supérieures (J00-J06),3800,7963,2.1,2759,210,330,200,93,208,6,0.00%,382,87.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
99,Soins physiques et psychiatriques de courte durée,Grippe et pneumonie (J09-J18),22086,177811,8.1,4293,421,882,2554,3027,10909,1686,1.70%,5953,91.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
100,Soins physiques et psychiatriques de courte durée,Autres affections aiguës des voies respiratoires inférieures (J20-J22),5453,21858,4,4043,27,48,169,213,953,27,0.00%,740,88.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
101,Soins physiques et psychiatriques de courte durée,Autres maladies des voies respiratoires supérieures (J30-J39),3232,7341,2.3,1343,267,578,629,236,179,9,22.20%,2348,31.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
102,Soins physiques et psychiatriques de courte durée,Maladies chroniques des voies respiratoires inférieures (J40-J47),20845,177931,8.5,1247,201,320,2402,4607,12068,1065,1.50%,5387,91.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
103,Soins physiques et psychiatriques de courte durée,Maladies du poumon dues à des agents externes (J60-J70),1994,27893,14,79,40,74,258,252,1291,519,2.10%,778,92.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
104,Soins physiques et psychiatriques de courte durée,Autres maladies respiratoires touchant principalement le tissu interstitiel (J80-J84),1599,18576,11.6,16,7,31,229,321,995,327,6.40%,732,76.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
105,Soins physiques et psychiatriques de courte durée,Maladies suppurées et nécrotiques des voies respiratoires inférieures (J85-J86),504,8358,16.6,29,2,45,187,116,125,34,11.80%,398,62.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
106,Soins physiques et psychiatriques de courte durée,Autres affections de la plèvre (J90-J94),2308,21709,9.4,20,140,350,400,365,1033,136,2.90%,1597,78.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
107,Soins physiques et psychiatriques de courte durée,Autres maladies de l'appareil respiratoire (J95-J99),3802,28037,7.4,1405,110,104,408,576,1199,329,3.00%,1264,83.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
108,Soins physiques et psychiatriques de courte durée,Maladies de la cavité buccale  des glandes salivaires et des maxillaires (K00-K14),2574,6139,2.4,249,555,940,494,163,173,4,25.00%,2084,25.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
109,Soins physiques et psychiatriques de courte durée,Maladies de l'oesophage  de l'estomac et du duodénum (K20-K31),5344,36241,6.8,497,170,425,1164,933,2155,122,4.10%,3440,82.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
110,Soins physiques et psychiatriques de courte durée,Maladies de l'appendice (K35-K38),8303,23274,2.8,615,1894,2866,2025,590,313,7,0.00%,8047,96.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
111,Soins physiques et psychiatriques de courte durée,Hernie (K40-K46),5628,24478,4.3,218,21,364,1649,1372,2004,54,9.30%,5332,30.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
112,Soins physiques et psychiatriques de courte durée,Entérites et colites non infectieuses (K50-K52),3541,28831,8.1,179,347,1034,882,415,684,33,9.10%,1898,77.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
113,Soins physiques et psychiatriques de courte durée,Autres maladies de l'intestin (K55-K64),14988,119204,8,346,231,1072,4076,3077,6186,611,3.90%,8302,82.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
114,Soins physiques et psychiatriques de courte durée,Maladies du péritoine (K65-K67),757,8661,11.4,9,15,98,256,161,218,85,4.70%,553,79.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
115,Soins physiques et psychiatriques de courte durée,Maladies du foie (K70-K77),2974,42804,14.4,43,40,155,1085,834,817,458,3.10%,1846,83.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
116,Soins physiques et psychiatriques de courte durée,Maladies de la vésicule biliaire  des voies biliaires et du pancréas (K80-K87),14789,86638,5.9,66,308,2571,4665,2637,4542,200,5.00%,10012,81.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
117,Soins physiques et psychiatriques de courte durée,Autres affections de l'appareil digestif (K90-K93),3435,31511,9.2,239,48,218,719,670,1541,132,3.00%,2408,79.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
118,Soins physiques et psychiatriques de courte durée,Infections de la peau et du tissu cellulaire sous- cutané (L00-L08),6081,48186,7.9,638,221,673,1520,965,2064,98,4.10%,1852,87.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
119,Soins physiques et psychiatriques de courte durée,Dermatoses bulleuses (L10-L14),46,686,14.9,0,1,5,7,3,30,2,0.00%,19,80.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
120,Soins physiques et psychiatriques de courte durée,Dermites et eczémas (L20-L30),391,2093,5.4,99,41,39,66,48,98,4,0.00%,69,82.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
121,Soins physiques et psychiatriques de courte durée,Lésions papulo-squameuses (L40-L45),76,679,8.9,7,0,7,31,11,20,2,0.00%,23,81.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
122,Soins physiques et psychiatriques de courte durée,Urticaire et érythème (L50-L54),278,1028,3.7,127,24,33,42,16,36,5,0.00%,57,85.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
123,Soins physiques et psychiatriques de courte durée,Affections de la peau et du tissu cellulaire sous- cutané liées à une irradiation (L55-L59),21,564,26.9,1,0,1,4,9,6,0,0.00%,10,71.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
124,Soins physiques et psychiatriques de courte durée,Maladies des phanères et des annexes de la peau (L60-L75),107,436,4.1,10,4,31,35,11,16,1,0.00%,84,40.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
125,Soins physiques et psychiatriques de courte durée,Autres affections de la peau et du tissu cellulaire sous-cutané (L80-L99),813,19066,23.5,36,18,79,258,141,281,44,2.30%,514,56.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
126,Soins physiques et psychiatriques de courte durée,Arthropathies infectieuses (M00-M03),578,8595,14.9,59,25,66,139,109,180,15,0.00%,467,71.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
127,Soins physiques et psychiatriques de courte durée,Polyarthropathies inflammatoires (M05-M14),1424,11061,7.8,40,29,66,231,205,853,10,0.00%,564,78.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
128,Soins physiques et psychiatriques de courte durée,Arthroses (M15-M19),16557,134250,8.1,0,1,121,3293,5424,7718,28,21.40%,14964,3.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
129,Soins physiques et psychiatriques de courte durée,Autres affections articulaires (M20-M25),2240,19319,8.6,67,361,425,621,332,434,9,11.10%,1832,15.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
130,Soins physiques et psychiatriques de courte durée,Affections disséminées du tissu conjonctif (M30- M36),789,12085,15.3,116,32,70,141,115,315,32,15.60%,481,75.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
131,Soins physiques et psychiatriques de courte durée,Dorsopathies déformantes (M40-M43),619,5212,8.4,30,197,56,169,76,91,3,0.00%,572,6.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
132,Soins physiques et psychiatriques de courte durée,Spondylopathies (M45-M49),2658,34858,13.1,13,5,53,524,631,1432,33,12.10%,1771,44.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
133,Soins physiques et psychiatriques de courte durée,Autres dorsopathies (M50-M54),4471,35894,8,11,46,695,1622,660,1437,24,4.20%,2338,60.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
134,Soins physiques et psychiatriques de courte durée,Myopathies (M60-M63),1190,28430,23.9,69,28,72,126,155,740,25,4.00%,350,56.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
135,Soins physiques et psychiatriques de courte durée,Atteintes des synoviales et des tendons (M65-M68),407,2298,5.6,61,20,52,124,55,95,3,33.30%,275,59.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
136,Soins physiques et psychiatriques de courte durée,Autres affections des tissus mous (M70-M79),1712,13001,7.6,36,38,165,617,347,509,26,3.80%,1110,53.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
137,Soins physiques et psychiatriques de courte durée,Anomalies de la densité et de la structure osseuses (M80-M85),1981,28334,14.3,27,59,148,314,244,1189,36,0.00%,1094,58.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
138,Soins physiques et psychiatriques de courte durée,Autres ostéopathies (M86-M90),1681,25142,15,117,80,119,503,352,510,28,0.00%,1274,50.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
139,Soins physiques et psychiatriques de courte durée,Chondropathies (M91-M94),225,900,4,15,66,30,42,27,45,0,0.00%,133,52.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
140,Soins physiques et psychiatriques de courte durée,Autres maladies du système ostéo-articulaire  des muscles et du tissu conjonctif (M95-M99),237,3230,13.6,2,9,25,74,46,81,0,0.00%,199,24.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
141,Soins physiques et psychiatriques de courte durée,Glomérulopathies (N00-N08),417,3670,8.8,88,30,64,78,58,99,8,12.50%,252,56.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
142,Soins physiques et psychiatriques de courte durée,Maladies rénales tubulo-interstitielles (N10-N16),6387,34938,5.5,1074,278,881,1271,863,2020,77,3.90%,1862,84.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
143,Soins physiques et psychiatriques de courte durée,Insuffisance rénale (N17-N19),3722,45248,12.2,22,32,173,696,763,2036,418,1.40%,1911,71.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
144,Soins physiques et psychiatriques de courte durée,Lithiase urinaire (N20-N23),4005,10974,2.7,17,64,645,1677,879,723,3,0.00%,2922,58.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
145,Soins physiques et psychiatriques de courte durée,Autres affections du rein et de l'uretère (N25-N29),290,2141,7.4,12,4,34,95,59,86,6,16.70%,177,47.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
146,Soins physiques et psychiatriques de courte durée,Autres maladies de l'appareil urinaire (N30-N39),5893,43180,7.3,758,40,207,811,816,3261,196,1.50%,2130,77.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
147,Soins physiques et psychiatriques de courte durée,Maladies des organes génitaux de l'homme (N40- N51),4070,14344,3.5,76,112,108,584,1270,1920,10,10.00%,3436,24.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
148,Soins physiques et psychiatriques de courte durée,Affections du sein (N60-N64),580,1174,2,9,21,187,238,87,38,0,0.00%,513,21.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
149,Soins physiques et psychiatriques de courte durée,Affections inflammatoires des organes pelviens de la femme (N70-N77),780,2727,3.5,15,75,367,259,39,25,7,0.00%,399,76.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
150,Soins physiques et psychiatriques de courte durée,Affections non inflammatoires de l'appareil génital de la femme (N80-N98),7821,21432,2.7,9,143,1509,3610,1376,1174,2,0.00%,7295,13.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
151,Soins physiques et psychiatriques de courte durée,Autres affections de l'appareil génito-urinaire (N99),270,1652,6.1,6,2,14,60,73,115,6,0.00%,221,39.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
152,Soins physiques et psychiatriques de courte durée,Grossesse se terminant par un avortement (O00- O08),3421,5121,1.5,0,138,3003,280,0,0,0,0.00%,3109,63.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
153,Soins physiques et psychiatriques de courte durée,Oedème  protéinurie et hypertension au cours de la grossesse  de l'accouchement et de la puerpéralité (O10-O16),3140,11066,3.5,0,93,2893,154,0,0,1,100.00%,2446,5.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
154,Soins physiques et psychiatriques de courte durée,Autres affections maternelles liées principalement à la grossesse (O20-O29),4027,10846,2.7,0,121,3725,181,0,0,0,0.00%,2678,16.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
155,Soins physiques et psychiatriques de courte durée,Soins maternels liés au foetus et à la cavité amniotique  et problèmes possibles à l'accouchement (O30-O48),27482,82159,3,0,573,25890,1019,0,0,3,100.00%,23896,1.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
156,Soins physiques et psychiatriques de courte durée,Complications du travail et de l'accouchement (O60-O75),50843,127653,2.5,0,1444,48168,1231,0,0,1,0.00%,47868,0.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
157,Soins physiques et psychiatriques de courte durée,Complications principalement liées à la puerpéralité (O85-O92),597,1950,3.3,0,17,554,26,0,0,1,0.00%,162,65.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
158,Soins physiques et psychiatriques de courte durée,Autres problèmes obstétricaux  non classés ailleurs (O94-O99),4218,9712,2.3,0,164,3953,101,0,0,0,0.00%,2209,11.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
159,Soins physiques et psychiatriques de courte durée,Foetus et nouveau-né affectés par des troubles maternels et par des complications de la grossesse  du travail et de l'accouchement (P00-P04),831,2445,2.9,831,0,0,0,0,0,6,33.30%,102,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
160,Soins physiques et psychiatriques de courte durée,Anomalies liées à la durée de la gestation et à la croissance du foetus (P05-P08),9149,73178,8,9149,0,0,0,0,0,131,45.80%,3016,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
161,Soins physiques et psychiatriques de courte durée,Traumatismes obstétricaux (P10-P15),565,1318,2.3,565,0,0,0,0,0,0,0.00%,102,0.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
162,Soins physiques et psychiatriques de courte durée,Affections respiratoires et cardiovasculaires spécifiques de la période périnatale (P20-P29),3675,21563,5.9,3674,1,0,0,0,0,18,50.00%,1310,6.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
163,Soins physiques et psychiatriques de courte durée,Infections spécifiques de la période périnatale (P35-P39),387,2360,6.1,387,0,0,0,0,0,2,0.00%,104,29.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
164,Soins physiques et psychiatriques de courte durée,Affections hémorragiques et hématologiques du foetus et du nouveau-né (P50-P61),4024,9842,2.4,4024,0,0,0,0,0,3,66.70%,1822,2.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
165,Soins physiques et psychiatriques de courte durée,Anomalies endocriniennes et métaboliques transitoires spécifiques du foetus et du nouveau-né (P70-P74),977,3139,3.2,977,0,0,0,0,0,0,0.00%,242,3.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
166,Soins physiques et psychiatriques de courte durée,Affections de l'appareil digestif du foetus et du nouveau-né (P75-P78),325,2965,9.1,325,0,0,0,0,0,5,20.00%,60,47.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
167,Soins physiques et psychiatriques de courte durée,Affections concernant les téguments et la régulation thermique du foetus et du nouveau-né (P80-P83),1079,2454,2.3,1079,0,0,0,0,0,1,100.00%,124,8.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
168,Soins physiques et psychiatriques de courte durée,Autres affections dont l'origine se situe dans la période périnatale (P90-P96),1087,4652,4.3,1087,0,0,0,0,0,36,47.20%,243,17.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
169,Soins physiques et psychiatriques de courte durée,Malformations congénitales du système nerveux (Q00-Q07),223,2414,10.8,103,18,33,48,15,6,4,25.00%,152,17.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
170,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'oeil  de l'oreille  de la face et du cou (Q10-Q18),228,470,2.1,144,29,25,23,5,2,0,0.00%,165,5.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
171,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil circulatoire (Q20-Q28),1361,9973,7.3,637,80,173,285,123,63,20,50.00%,1156,6.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
172,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil respiratoire (Q30-Q34),189,1049,5.6,155,11,7,10,4,2,1,0.00%,114,27.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
173,Soins physiques et psychiatriques de courte durée,Bec-de-lièvre et fente palatine (Q35-Q37),272,796,2.9,251,16,4,1,0,0,0,0.00%,241,0.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
174,Soins physiques et psychiatriques de courte durée,Autres malformations congénitales de l'appareil digestif (Q38-Q45),765,4490,5.9,653,17,29,41,15,10,5,40.00%,603,38.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
175,Soins physiques et psychiatriques de courte durée,Malformations congénitales des organes génitaux (Q50-Q56),197,439,2.2,150,14,19,11,2,1,0,0.00%,99,7.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
176,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil urinaire (Q60-Q64),300,1574,5.2,249,6,10,22,8,5,4,75.00%,167,8.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
177,Soins physiques et psychiatriques de courte durée,Malformations congénitales et déformations du système ostéo-articulaire et des muscles (Q65- Q79),786,5184,6.6,545,147,55,23,12,4,4,0.00%,553,1.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
178,Soins physiques et psychiatriques de courte durée,Autres malformations congénitales (Q80-Q89),400,9189,23,226,35,51,53,21,14,3,100.00%,248,8.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
179,Soins physiques et psychiatriques de courte durée,Anomalies chromosomiques  non classées ailleurs (Q90-Q99),73,1374,18.8,58,3,2,8,2,0,10,20.00%,30,26.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
180,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs aux appareils circulatoire et respiratoire (R00-R09),8463,37204,4.4,333,89,327,2171,1960,3583,96,8.30%,3584,79.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
181,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à l'appareil digestif et à l'abdomen (R10-R19),3963,20277,5.1,429,331,621,916,534,1132,51,7.80%,1400,77.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
182,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à la peau et au tissu cellulaire sous-cutané (R20-R23),379,1807,4.8,72,17,46,91,57,96,2,50.00%,84,82.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
183,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs aux systèmes nerveux et ostéo-musculaire (R25-R29),2297,42023,18.3,75,14,16,99,183,1910,51,7.80%,409,90.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
184,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à l'appareil urinaire (R30-R39),1443,6822,4.7,29,14,41,196,326,837,17,5.90%,678,66.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
185,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à la connaissance  la perception  l'humeur et le comportement (R40- R46),2131,21872,10.3,50,205,211,376,281,1008,32,3.10%,331,83.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
186,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs au langage et à la voix (R47-R49),88,814,9.2,5,4,4,17,12,46,1,0.00%,18,87.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
187,Soins physiques et psychiatriques de courte durée,Symptômes et signes généraux (R50-R69),15957,246126,15.4,2145,409,589,1959,1983,8872,1088,3.90%,4685,84.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
188,Soins physiques et psychiatriques de courte durée,Résultats anormaux de l'examen du sang  sans diagnostic (R70-R79),142,712,5,12,9,12,29,30,50,0,0.00%,46,66.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
