NUMEROTATION,TYPE_SOINS,GRP_RUBR,NBR_DPRTS,SEJ_TOT,SEJ_MOY,GRP_AGE-0_9,GRP_AGE-10_19,GRP_AGE-20_39,GRP_AGE-40_59,GRP_AGE-60_69,GRP_AGE-70+,NBR_DECES,AUT_POURC,NBR_OPRS,POUR_PROV_URG,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
95,Soins physiques et psychiatriques de courte durée,Maladies des artères  artérioles et capillaires (I70- I79),6360,70657,11.1,10,12,116,1045,1929,3248,350,4.30%,5453,31.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
96,Soins physiques et psychiatriques de courte durée,Maladies des veines  des vaisseaux et des ganglions lymphatiques  non classées ailleurs (I80- I89),2340,16620,7.1,387,115,173,439,385,841,39,2.60%,798,80.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
97,Soins physiques et psychiatriques de courte durée,Troubles autres et non précisés de l'appareil circulatoire (I95-I99),1776,15308,8.6,4,10,21,120,193,1428,24,4.20%,305,92.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
98,Soins physiques et psychiatriques de courte durée,Affections aiguës des voies respiratoires supérieures (J00-J06),4146,8485,2,2877,226,462,267,95,219,10,10.00%,448,85.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
99,Soins physiques et psychiatriques de courte durée,Grippe et pneumonie (J09-J18),18005,141295,7.8,3489,240,798,2444,2371,8663,1294,1.80%,4478,90.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
100,Soins physiques et psychiatriques de courte durée,Autres affections aiguës des voies respiratoires inférieures (J20-J22),4522,16559,3.7,3529,18,37,147,133,658,22,0.00%,554,86.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
101,Soins physiques et psychiatriques de courte durée,Autres maladies des voies respiratoires supérieures (J30-J39),3506,8152,2.3,1476,243,625,712,258,192,6,0.00%,2691,28.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
102,Soins physiques et psychiatriques de courte durée,Maladies chroniques des voies respiratoires inférieures (J40-J47),26131,225654,8.6,971,196,340,2917,5614,16093,1481,1.40%,6814,92.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
103,Soins physiques et psychiatriques de courte durée,Maladies du poumon dues à des agents externes (J60-J70),2314,30709,13.3,71,46,93,300,325,1479,582,1.90%,841,92.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
104,Soins physiques et psychiatriques de courte durée,Autres maladies respiratoires touchant principalement le tissu interstitiel (J80-J84),1645,19582,11.9,28,13,44,236,333,991,296,4.10%,770,76.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
105,Soins physiques et psychiatriques de courte durée,Maladies suppurées et nécrotiques des voies respiratoires inférieures (J85-J86),550,8756,15.9,27,17,61,181,123,141,38,7.90%,430,64.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
106,Soins physiques et psychiatriques de courte durée,Autres affections de la plèvre (J90-J94),2294,22100,9.6,15,138,299,358,381,1103,122,1.60%,1565,77.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
107,Soins physiques et psychiatriques de courte durée,Autres maladies de l'appareil respiratoire (J95-J99),4003,27459,6.9,1478,106,111,493,506,1309,348,1.70%,1230,83.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
108,Soins physiques et psychiatriques de courte durée,Maladies de la cavité buccale  des glandes salivaires et des maxillaires (K00-K14),2664,6223,2.3,246,516,980,569,170,183,11,9.10%,2133,26.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
109,Soins physiques et psychiatriques de courte durée,Maladies de l'oesophage  de l'estomac et du duodénum (K20-K31),5195,33338,6.4,389,109,497,1131,977,2092,111,2.70%,3402,83.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
110,Soins physiques et psychiatriques de courte durée,Maladies de l'appendice (K35-K38),8354,21627,2.6,562,1850,2962,2020,610,350,11,9.10%,8071,95.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
111,Soins physiques et psychiatriques de courte durée,Hernie (K40-K46),5672,28679,5.1,190,16,354,1642,1439,2031,76,3.90%,5250,35.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
112,Soins physiques et psychiatriques de courte durée,Entérites et colites non infectieuses (K50-K52),3656,29071,8,115,313,991,935,474,828,31,6.50%,2012,77.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
113,Soins physiques et psychiatriques de courte durée,Autres maladies de l'intestin (K55-K64),16338,119423,7.3,367,230,1351,4326,3323,6741,600,2.30%,9038,82.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
114,Soins physiques et psychiatriques de courte durée,Maladies du péritoine (K65-K67),806,9731,12.1,13,20,107,251,165,250,76,7.90%,610,79.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
115,Soins physiques et psychiatriques de courte durée,Maladies du foie (K70-K77),3119,42720,13.7,39,31,201,1087,883,878,396,3.50%,1868,82.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
116,Soins physiques et psychiatriques de courte durée,Maladies de la vésicule biliaire  des voies biliaires et du pancréas (K80-K87),15547,88699,5.7,55,268,2666,4834,2763,4961,207,1.90%,10343,82.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
117,Soins physiques et psychiatriques de courte durée,Autres affections de l'appareil digestif (K90-K93),3157,24972,7.9,221,50,184,625,638,1439,104,1.90%,2192,80.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
118,Soins physiques et psychiatriques de courte durée,Infections de la peau et du tissu cellulaire sous- cutané (L00-L08),6071,46794,7.7,644,191,644,1515,1036,2041,79,2.50%,1862,88.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
119,Soins physiques et psychiatriques de courte durée,Dermatoses bulleuses (L10-L14),60,640,10.7,0,3,0,5,6,46,0,0.00%,24,91.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
120,Soins physiques et psychiatriques de courte durée,Dermites et eczémas (L20-L30),366,1906,5.2,86,24,40,81,41,94,2,0.00%,72,84.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
121,Soins physiques et psychiatriques de courte durée,Lésions papulo-squameuses (L40-L45),45,339,7.5,3,2,8,11,10,11,0,0.00%,13,77.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
122,Soins physiques et psychiatriques de courte durée,Urticaire et érythème (L50-L54),284,971,3.4,108,22,39,52,25,38,0,0.00%,49,83.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
123,Soins physiques et psychiatriques de courte durée,Affections de la peau et du tissu cellulaire sous- cutané liées à une irradiation (L55-L59),10,47,4.7,0,0,1,3,4,2,0,0.00%,5,50.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
124,Soins physiques et psychiatriques de courte durée,Maladies des phanères et des annexes de la peau (L60-L75),109,385,3.5,21,13,37,23,8,7,1,0.00%,71,45.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
125,Soins physiques et psychiatriques de courte durée,Autres affections de la peau et du tissu cellulaire sous-cutané (L80-L99),845,16943,20.1,82,14,84,232,176,257,32,3.10%,525,54.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
126,Soins physiques et psychiatriques de courte durée,Arthropathies infectieuses (M00-M03),644,9046,14,66,23,54,178,89,234,15,6.70%,506,74.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
127,Soins physiques et psychiatriques de courte durée,Polyarthropathies inflammatoires (M05-M14),1527,11593,7.6,52,35,67,188,219,966,10,0.00%,529,78.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
128,Soins physiques et psychiatriques de courte durée,Arthroses (M15-M19),18448,123353,6.7,0,3,111,3548,6273,8513,19,15.80%,17172,2.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
129,Soins physiques et psychiatriques de courte durée,Autres affections articulaires (M20-M25),2126,18501,8.7,74,363,331,592,320,446,9,0.00%,1700,16.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
130,Soins physiques et psychiatriques de courte durée,Affections disséminées du tissu conjonctif (M30- M36),777,9548,12.3,117,36,59,130,134,301,19,5.30%,455,71.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
131,Soins physiques et psychiatriques de courte durée,Dorsopathies déformantes (M40-M43),643,5902,9.2,43,218,50,124,93,115,2,0.00%,579,5.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
132,Soins physiques et psychiatriques de courte durée,Spondylopathies (M45-M49),2917,35181,12.1,14,9,55,582,689,1568,29,0.00%,1935,43.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
133,Soins physiques et psychiatriques de courte durée,Autres dorsopathies (M50-M54),5103,35829,7,13,47,736,1856,791,1660,25,8.00%,2484,62.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
134,Soins physiques et psychiatriques de courte durée,Myopathies (M60-M63),1418,32719,23.1,57,48,106,162,176,869,28,0.00%,416,58.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
135,Soins physiques et psychiatriques de courte durée,Atteintes des synoviales et des tendons (M65-M68),352,1621,4.6,58,24,53,81,55,81,2,0.00%,221,64.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
136,Soins physiques et psychiatriques de courte durée,Autres affections des tissus mous (M70-M79),1673,13175,7.9,35,56,166,569,294,553,27,3.70%,998,58.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
137,Soins physiques et psychiatriques de courte durée,Anomalies de la densité et de la structure osseuses (M80-M85),2017,29830,14.8,28,54,130,312,260,1233,50,4.00%,1100,58.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
138,Soins physiques et psychiatriques de courte durée,Autres ostéopathies (M86-M90),1840,28115,15.3,119,51,115,525,427,603,34,0.00%,1380,52.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
139,Soins physiques et psychiatriques de courte durée,Chondropathies (M91-M94),213,871,4.1,24,58,27,49,24,31,0,0.00%,125,46.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
140,Soins physiques et psychiatriques de courte durée,Autres maladies du système ostéo-articulaire  des muscles et du tissu conjonctif (M95-M99),229,2569,11.2,1,18,27,75,45,63,4,0.00%,199,30.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
141,Soins physiques et psychiatriques de courte durée,Glomérulopathies (N00-N08),432,3562,8.2,79,32,40,109,82,90,7,0.00%,274,45.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
142,Soins physiques et psychiatriques de courte durée,Maladies rénales tubulo-interstitielles (N10-N16),7043,35809,5.1,997,291,1050,1372,1124,2209,71,2.80%,1999,85.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
143,Soins physiques et psychiatriques de courte durée,Insuffisance rénale (N17-N19),4008,42961,10.7,21,41,225,665,844,2212,403,1.70%,2049,71.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
144,Soins physiques et psychiatriques de courte durée,Lithiase urinaire (N20-N23),4270,10722,2.5,11,65,712,1733,940,809,3,0.00%,2832,62.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
145,Soins physiques et psychiatriques de courte durée,Autres affections du rein et de l'uretère (N25-N29),276,1940,7,7,4,25,89,56,95,5,20.00%,171,50.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
146,Soins physiques et psychiatriques de courte durée,Autres maladies de l'appareil urinaire (N30-N39),5852,44268,7.6,532,53,183,756,883,3445,179,1.70%,1989,81.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
147,Soins physiques et psychiatriques de courte durée,Maladies des organes génitaux de l'homme (N40- N51),4092,13608,3.3,100,147,117,624,1144,1960,10,10.00%,3400,26.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
148,Soins physiques et psychiatriques de courte durée,Affections du sein (N60-N64),512,918,1.8,5,16,140,250,70,31,0,0.00%,460,20.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
149,Soins physiques et psychiatriques de courte durée,Affections inflammatoires des organes pelviens de la femme (N70-N77),813,2945,3.6,9,70,376,284,35,39,2,0.00%,395,74.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
150,Soins physiques et psychiatriques de courte durée,Affections non inflammatoires de l'appareil génital de la femme (N80-N98),7650,20195,2.6,6,138,1482,3368,1378,1278,6,0.00%,7024,14.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
151,Soins physiques et psychiatriques de courte durée,Autres affections de l'appareil génito-urinaire (N99),253,1885,7.5,1,1,15,53,73,110,3,0.00%,200,38.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
152,Soins physiques et psychiatriques de courte durée,Grossesse se terminant par un avortement (O00- O08),3036,4383,1.4,0,80,2711,245,0,0,0,0.00%,2742,63.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
153,Soins physiques et psychiatriques de courte durée,Oedème  protéinurie et hypertension au cours de la grossesse  de l'accouchement et de la puerpéralité (O10-O16),3195,11085,3.5,0,103,2920,172,0,0,0,0.00%,2406,7.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
154,Soins physiques et psychiatriques de courte durée,Autres affections maternelles liées principalement à la grossesse (O20-O29),4298,11395,2.7,0,141,3946,211,0,0,0,0.00%,2886,17.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
155,Soins physiques et psychiatriques de courte durée,Soins maternels liés au foetus et à la cavité amniotique  et problèmes possibles à l'accouchement (O30-O48),27149,76556,2.8,0,536,25566,1047,0,0,1,100.00%,23509,1.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
156,Soins physiques et psychiatriques de courte durée,Complications du travail et de l'accouchement (O60-O75),51600,127060,2.5,0,1179,49044,1377,0,0,0,0.00%,48796,1.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
157,Soins physiques et psychiatriques de courte durée,Complications principalement liées à la puerpéralité (O85-O92),697,2162,3.1,0,15,659,23,0,0,0,0.00%,182,66.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
158,Soins physiques et psychiatriques de courte durée,Autres problèmes obstétricaux  non classés ailleurs (O94-O99),4583,10315,2.3,0,167,4274,142,0,0,1,0.00%,2420,14.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
159,Soins physiques et psychiatriques de courte durée,Foetus et nouveau-né affectés par des troubles maternels et par des complications de la grossesse  du travail et de l'accouchement (P00-P04),1263,3415,2.7,1263,0,0,0,0,0,6,16.70%,128,0.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
160,Soins physiques et psychiatriques de courte durée,Anomalies liées à la durée de la gestation et à la croissance du foetus (P05-P08),10126,77306,7.6,10126,0,0,0,0,0,145,35.20%,2557,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
161,Soins physiques et psychiatriques de courte durée,Traumatismes obstétricaux (P10-P15),746,1647,2.2,746,0,0,0,0,0,0,0.00%,105,0.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
162,Soins physiques et psychiatriques de courte durée,Affections respiratoires et cardiovasculaires spécifiques de la période périnatale (P20-P29),3894,21468,5.5,3893,1,0,0,0,0,16,62.50%,1384,5.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
163,Soins physiques et psychiatriques de courte durée,Infections spécifiques de la période périnatale (P35-P39),471,2386,5.1,471,0,0,0,0,0,0,0.00%,139,25.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
164,Soins physiques et psychiatriques de courte durée,Affections hémorragiques et hématologiques du foetus et du nouveau-né (P50-P61),4124,10127,2.5,4124,0,0,0,0,0,3,33.30%,1874,2.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
165,Soins physiques et psychiatriques de courte durée,Anomalies endocriniennes et métaboliques transitoires spécifiques du foetus et du nouveau-né (P70-P74),1123,3475,3.1,1123,0,0,0,0,0,0,0.00%,181,3.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
166,Soins physiques et psychiatriques de courte durée,Affections de l'appareil digestif du foetus et du nouveau-né (P75-P78),368,2829,7.7,368,0,0,0,0,0,7,28.60%,59,54.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
167,Soins physiques et psychiatriques de courte durée,Affections concernant les téguments et la régulation thermique du foetus et du nouveau-né (P80-P83),943,1974,2.1,943,0,0,0,0,0,1,100.00%,73,7.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
168,Soins physiques et psychiatriques de courte durée,Autres affections dont l'origine se situe dans la période périnatale (P90-P96),1281,5120,4,1280,1,0,0,0,0,60,46.70%,248,18.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
169,Soins physiques et psychiatriques de courte durée,Malformations congénitales du système nerveux (Q00-Q07),235,1768,7.5,128,21,37,30,13,6,4,25.00%,163,15.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
170,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'oeil  de l'oreille  de la face et du cou (Q10-Q18),209,465,2.2,130,24,34,18,3,0,0,0.00%,133,6.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
171,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil circulatoire (Q20-Q28),1379,10554,7.7,608,86,162,280,141,102,26,46.20%,1171,8.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
172,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil respiratoire (Q30-Q34),205,1458,7.1,174,5,7,13,4,2,1,100.00%,127,19.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
173,Soins physiques et psychiatriques de courte durée,Bec-de-lièvre et fente palatine (Q35-Q37),261,841,3.2,231,21,5,3,1,0,0,0.00%,222,1.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
174,Soins physiques et psychiatriques de courte durée,Autres malformations congénitales de l'appareil digestif (Q38-Q45),999,5599,5.6,890,23,27,30,5,24,1,0.00%,758,26.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
175,Soins physiques et psychiatriques de courte durée,Malformations congénitales des organes génitaux (Q50-Q56),234,526,2.2,206,15,11,1,0,1,0,0.00%,74,5.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
176,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil urinaire (Q60-Q64),315,1406,4.5,240,13,18,31,7,6,1,100.00%,165,11.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
177,Soins physiques et psychiatriques de courte durée,Malformations congénitales et déformations du système ostéo-articulaire et des muscles (Q65- Q79),906,5661,6.2,674,152,38,26,9,7,3,0.00%,575,1.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
178,Soins physiques et psychiatriques de courte durée,Autres malformations congénitales (Q80-Q89),415,2424,5.8,252,35,51,58,14,5,2,50.00%,259,6.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
179,Soins physiques et psychiatriques de courte durée,Anomalies chromosomiques  non classées ailleurs (Q90-Q99),78,1175,15.1,67,1,4,4,2,0,8,0.00%,31,12.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
180,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs aux appareils circulatoire et respiratoire (R00-R09),8147,34963,4.3,443,97,334,1964,1797,3512,91,3.30%,3416,78.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
181,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à l'appareil digestif et à l'abdomen (R10-R19),4108,19118,4.7,389,352,656,967,581,1163,58,3.40%,1440,79.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
182,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à la peau et au tissu cellulaire sous-cutané (R20-R23),419,1954,4.7,71,13,64,112,58,101,3,0.00%,96,78.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
183,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs aux systèmes nerveux et ostéo-musculaire (R25-R29),2550,44114,17.3,130,12,26,129,234,2019,55,0.00%,406,88.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
184,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à l'appareil urinaire (R30-R39),1493,7326,4.9,32,9,48,178,294,932,15,6.70%,688,71.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
185,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à la connaissance  la perception  l'humeur et le comportement (R40- R46),2424,24876,10.3,62,278,238,376,353,1117,39,7.70%,419,83.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
186,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs au langage et à la voix (R47-R49),96,960,10,1,5,6,14,19,51,2,0.00%,13,85.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
187,Soins physiques et psychiatriques de courte durée,Symptômes et signes généraux (R50-R69),16166,238075,14.7,2113,467,683,1898,2077,8928,1029,5.10%,4745,83.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
188,Soins physiques et psychiatriques de courte durée,Résultats anormaux de l'examen du sang  sans diagnostic (R70-R79),181,838,4.6,23,10,14,41,31,62,2,0.00%,50,70.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
