NUMEROTATION,TYPE_SOINS,GRP_RUBR,NBR_DPRTS,SEJ_TOT,SEJ_MOY,GRP_AGE-0_9,GRP_AGE-10_19,GRP_AGE-20_39,GRP_AGE-40_59,GRP_AGE-60_69,GRP_AGE-70+,NBR_DECES,AUT_POURC,NBR_OPRS,POUR_PROV_URG,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
95,Soins physiques et psychiatriques de courte durée,Maladies des artères  artérioles et capillaires (I70- I79),6575,64927,9.9,11,7,106,1014,2061,3376,280,4.30%,5657,30.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
96,Soins physiques et psychiatriques de courte durée,Maladies des veines  des vaisseaux et des ganglions lymphatiques  non classées ailleurs (I80- I89),2212,15936,7.2,349,112,175,405,368,803,41,4.90%,813,78.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
97,Soins physiques et psychiatriques de courte durée,Troubles autres et non précisés de l'appareil circulatoire (I95-I99),2022,18972,9.4,6,10,15,136,239,1616,21,0.00%,420,91.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
98,Soins physiques et psychiatriques de courte durée,Affections aiguës des voies respiratoires supérieures (J00-J06),4004,8818,2.2,2659,186,423,259,136,341,8,0.00%,405,86.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
99,Soins physiques et psychiatriques de courte durée,Grippe et pneumonie (J09-J18),20317,148114,7.3,4000,299,774,2098,2454,10692,1340,1.30%,4681,91.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
100,Soins physiques et psychiatriques de courte durée,Autres affections aiguës des voies respiratoires inférieures (J20-J22),5138,17286,3.4,4148,14,47,120,146,663,14,7.10%,666,85.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
101,Soins physiques et psychiatriques de courte durée,Autres maladies des voies respiratoires supérieures (J30-J39),3936,7836,2.0,1633,253,704,792,309,245,6,16.70%,2997,29.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
102,Soins physiques et psychiatriques de courte durée,Maladies chroniques des voies respiratoires inférieures (J40-J47),29803,243127,8.2,1171,149,264,3091,6619,18509,1580,0.90%,7538,93.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
103,Soins physiques et psychiatriques de courte durée,Maladies du poumon dues à des agents externes (J60-J70),2837,35969,12.7,68,31,92,284,397,1965,675,1.80%,1084,93.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
104,Soins physiques et psychiatriques de courte durée,Autres maladies respiratoires touchant principalement le tissu interstitiel (J80-J84),1725,20662,12.0,24,10,36,235,350,1070,313,2.90%,780,75.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
105,Soins physiques et psychiatriques de courte durée,Maladies suppurées et nécrotiques des voies respiratoires inférieures (J85-J86),584,7999,13.7,22,5,76,184,133,164,31,6.50%,436,67.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
106,Soins physiques et psychiatriques de courte durée,Autres affections de la plèvre (J90-J94),2383,18971,8.0,9,136,350,330,438,1120,106,0.90%,1632,76.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
107,Soins physiques et psychiatriques de courte durée,Autres maladies de l'appareil respiratoire (J95-J99),4354,29248,6.7,1258,79,137,512,675,1693,391,1.80%,1437,83.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
108,Soins physiques et psychiatriques de courte durée,Maladies de la cavité buccale  des glandes salivaires et des maxillaires (K00-K14),2601,6179,2.4,260,428,956,557,210,190,7,0.00%,2020,31.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
109,Soins physiques et psychiatriques de courte durée,Maladies de l'oesophage  de l'estomac et du duodénum (K20-K31),5374,34930,6.5,340,128,550,1126,995,2235,89,2.20%,3462,82.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
110,Soins physiques et psychiatriques de courte durée,Maladies de l'appendice (K35-K38),8673,21645,2.5,647,1673,2952,2130,773,498,5,0.00%,8257,95.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
111,Soins physiques et psychiatriques de courte durée,Hernie (K40-K46),5534,23847,4.3,200,18,314,1545,1350,2107,52,1.90%,5100,36.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
112,Soins physiques et psychiatriques de courte durée,Entérites et colites non infectieuses (K50-K52),3425,24330,7.1,104,235,923,903,460,800,24,0.00%,1782,78.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
113,Soins physiques et psychiatriques de courte durée,Autres maladies de l'intestin (K55-K64),17381,121135,7.0,376,213,1349,4319,3635,7489,588,1.90%,9512,83.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
114,Soins physiques et psychiatriques de courte durée,Maladies du péritoine (K65-K67),816,9273,11.4,9,20,102,221,195,269,67,3.00%,593,83.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
115,Soins physiques et psychiatriques de courte durée,Maladies du foie (K70-K77),3393,41923,12.4,33,43,176,1078,1002,1061,425,2.40%,2105,81.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
116,Soins physiques et psychiatriques de courte durée,Maladies de la vésicule biliaire  des voies biliaires et du pancréas (K80-K87),15745,84681,5.4,81,275,2569,4668,3079,5073,203,1.00%,10281,84.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
117,Soins physiques et psychiatriques de courte durée,Autres affections de l'appareil digestif (K90-K93),3045,23331,7.7,184,35,180,583,631,1432,118,1.70%,2046,81.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
118,Soins physiques et psychiatriques de courte durée,Infections de la peau et du tissu cellulaire sous- cutané (L00-L08),6570,49273,7.5,628,190,642,1513,1146,2451,101,2.00%,1978,89.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
119,Soins physiques et psychiatriques de courte durée,Dermatoses bulleuses (L10-L14),64,967,15.1,1,0,0,9,9,45,3,33.30%,27,81.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
120,Soins physiques et psychiatriques de courte durée,Dermites et eczémas (L20-L30),404,1945,4.8,92,29,38,75,59,111,3,0.00%,74,85.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
121,Soins physiques et psychiatriques de courte durée,Lésions papulo-squameuses (L40-L45),69,446,6.5,2,2,13,12,18,22,0,0.00%,28,79.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
122,Soins physiques et psychiatriques de courte durée,Urticaire et érythème (L50-L54),259,884,3.4,113,22,31,37,18,38,0,0.00%,47,83.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
123,Soins physiques et psychiatriques de courte durée,Affections de la peau et du tissu cellulaire sous- cutané liées à une irradiation (L55-L59),23,179,7.8,2,0,2,3,7,9,0,0.00%,9,65.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
124,Soins physiques et psychiatriques de courte durée,Maladies des phanères et des annexes de la peau (L60-L75),125,455,3.6,18,3,33,42,20,9,0,0.00%,94,50.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
125,Soins physiques et psychiatriques de courte durée,Autres affections de la peau et du tissu cellulaire sous-cutané (L80-L99),916,16376,17.9,74,10,64,227,171,370,31,3.20%,550,53.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
126,Soins physiques et psychiatriques de courte durée,Arthropathies infectieuses (M00-M03),785,10687,13.6,77,23,88,202,135,260,19,5.30%,602,76.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
127,Soins physiques et psychiatriques de courte durée,Polyarthropathies inflammatoires (M05-M14),1675,12120,7.2,47,28,61,184,273,1082,10,0.00%,595,81.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
128,Soins physiques et psychiatriques de courte durée,Arthroses (M15-M19),20324,108220,5.3,0,1,114,3752,7145,9312,17,17.60%,19238,2.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
129,Soins physiques et psychiatriques de courte durée,Autres affections articulaires (M20-M25),1671,18798,11.2,73,309,200,348,269,472,5,0.00%,1224,24.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
130,Soins physiques et psychiatriques de courte durée,Affections disséminées du tissu conjonctif (M30- M36),769,8544,11.1,121,28,86,125,123,286,27,7.40%,475,72.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
131,Soins physiques et psychiatriques de courte durée,Dorsopathies déformantes (M40-M43),888,7117,8.0,32,238,54,186,175,203,4,25.00%,819,6.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
132,Soins physiques et psychiatriques de courte durée,Spondylopathies (M45-M49),3244,38240,11.8,4,9,64,627,748,1792,24,0.00%,2242,43.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
133,Soins physiques et psychiatriques de courte durée,Autres dorsopathies (M50-M54),5058,33582,6.6,12,28,677,1648,867,1826,22,0.00%,2644,64.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
134,Soins physiques et psychiatriques de courte durée,Myopathies (M60-M63),1817,38985,21.5,91,37,119,168,218,1184,46,0.00%,452,59.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
135,Soins physiques et psychiatriques de courte durée,Atteintes des synoviales et des tendons (M65-M68),348,1741,5.0,50,15,45,92,58,88,0,0.00%,185,73.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
136,Soins physiques et psychiatriques de courte durée,Autres affections des tissus mous (M70-M79),1543,11846,7.7,37,28,125,448,297,608,32,3.10%,872,64.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
137,Soins physiques et psychiatriques de courte durée,Anomalies de la densité et de la structure osseuses (M80-M85),1782,23507,13.2,46,56,98,195,251,1136,42,0.00%,970,58.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
138,Soins physiques et psychiatriques de courte durée,Autres ostéopathies (M86-M90),2158,33394,15.5,120,82,117,603,462,774,37,5.40%,1611,54.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
139,Soins physiques et psychiatriques de courte durée,Chondropathies (M91-M94),199,599,3.0,18,65,25,38,30,23,0,0.00%,120,48.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
140,Soins physiques et psychiatriques de courte durée,Autres maladies du système ostéo-articulaire  des muscles et du tissu conjonctif (M95-M99),403,6076,15.1,3,21,17,83,69,210,11,0.00%,331,43.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
141,Soins physiques et psychiatriques de courte durée,Glomérulopathies (N00-N08),436,3440,7.9,71,44,56,92,66,107,6,0.00%,258,43.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
142,Soins physiques et psychiatriques de courte durée,Maladies rénales tubulo-interstitielles (N10-N16),7668,38234,5.0,1045,308,929,1463,1203,2720,76,0.00%,2352,87.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
143,Soins physiques et psychiatriques de courte durée,Insuffisance rénale (N17-N19),4416,48070,10.9,10,37,178,723,916,2552,455,1.10%,2135,74.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
144,Soins physiques et psychiatriques de courte durée,Lithiase urinaire (N20-N23),3963,10723,2.7,12,48,584,1475,875,969,7,0.00%,2898,64.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
145,Soins physiques et psychiatriques de courte durée,Autres affections du rein et de l'uretère (N25-N29),301,1843,6.1,7,7,28,82,78,99,0,0.00%,188,51.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
146,Soins physiques et psychiatriques de courte durée,Autres maladies de l'appareil urinaire (N30-N39),6433,49456,7.7,408,38,215,755,994,4023,196,1.50%,1989,84.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
147,Soins physiques et psychiatriques de courte durée,Maladies des organes génitaux de l'homme (N40- N51),4100,12833,3.1,84,120,137,571,1216,1972,11,0.00%,3337,28.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
148,Soins physiques et psychiatriques de courte durée,Affections du sein (N60-N64),382,786,2.1,8,20,106,181,45,22,0,0.00%,321,30.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
149,Soins physiques et psychiatriques de courte durée,Affections inflammatoires des organes pelviens de la femme (N70-N77),793,3074,3.9,10,39,409,247,53,35,3,0.00%,337,80.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
150,Soins physiques et psychiatriques de courte durée,Affections non inflammatoires de l'appareil génital de la femme (N80-N98),6862,15716,2.3,13,131,1229,2981,1232,1276,8,12.50%,6336,14.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
151,Soins physiques et psychiatriques de courte durée,Autres affections de l'appareil génito-urinaire (N99),338,1524,4.5,2,1,20,59,106,150,2,0.00%,263,29.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
152,Soins physiques et psychiatriques de courte durée,Grossesse se terminant par un avortement (O00- O08),2714,3714,1.4,0,60,2410,244,0,0,0,0.00%,2427,64.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
153,Soins physiques et psychiatriques de courte durée,Oedème  protéinurie et hypertension au cours de la grossesse  de l'accouchement et de la puerpéralité (O10-O16),3226,10322,3.2,0,49,2984,193,0,0,0,0.00%,2376,8.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
154,Soins physiques et psychiatriques de courte durée,Autres affections maternelles liées principalement à la grossesse (O20-O29),4758,12258,2.6,0,117,4389,252,0,0,0,0.00%,3435,15.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
155,Soins physiques et psychiatriques de courte durée,Soins maternels liés au foetus et à la cavité amniotique  et problèmes possibles à l'accouchement (O30-O48),26708,72068,2.7,0,430,25125,1153,0,0,1,100.00%,23326,2.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
156,Soins physiques et psychiatriques de courte durée,Complications du travail et de l'accouchement (O60-O75),48601,114968,2.4,0,893,46186,1522,0,0,2,50.00%,46066,2.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
157,Soins physiques et psychiatriques de courte durée,Complications principalement liées à la puerpéralité (O85-O92),650,1872,2.9,0,13,603,34,0,0,1,100.00%,187,67.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
158,Soins physiques et psychiatriques de courte durée,Autres problèmes obstétricaux  non classés ailleurs (O94-O99),4657,9662,2.1,0,110,4375,172,0,0,1,0.00%,2536,13.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
159,Soins physiques et psychiatriques de courte durée,Foetus et nouveau-né affectés par des troubles maternels et par des complications de la grossesse  du travail et de l'accouchement (P00-P04),1683,4166,2.5,1683,0,0,0,0,0,1,0.00%,194,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
160,Soins physiques et psychiatriques de courte durée,Anomalies liées à la durée de la gestation et à la croissance du foetus (P05-P08),10343,77213,7.5,10343,0,0,0,0,0,120,23.30%,2612,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
161,Soins physiques et psychiatriques de courte durée,Traumatismes obstétricaux (P10-P15),793,1687,2.1,793,0,0,0,0,0,0,0.00%,80,0.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
162,Soins physiques et psychiatriques de courte durée,Affections respiratoires et cardiovasculaires spécifiques de la période périnatale (P20-P29),3959,18664,4.7,3958,1,0,0,0,0,8,37.50%,1672,4.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
163,Soins physiques et psychiatriques de courte durée,Infections spécifiques de la période périnatale (P35-P39),426,2003,4.7,426,0,0,0,0,0,1,0.00%,100,29.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
164,Soins physiques et psychiatriques de courte durée,Affections hémorragiques et hématologiques du foetus et du nouveau-né (P50-P61),4364,10394,2.4,4364,0,0,0,0,0,2,50.00%,2094,1.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
165,Soins physiques et psychiatriques de courte durée,Anomalies endocriniennes et métaboliques transitoires spécifiques du foetus et du nouveau-né (P70-P74),1134,3392,3.0,1134,0,0,0,0,0,0,0.00%,160,2.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
166,Soins physiques et psychiatriques de courte durée,Affections de l'appareil digestif du foetus et du nouveau-né (P75-P78),332,2048,6.2,332,0,0,0,0,0,3,33.30%,44,63.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
167,Soins physiques et psychiatriques de courte durée,Affections concernant les téguments et la régulation thermique du foetus et du nouveau-né (P80-P83),1221,2715,2.2,1221,0,0,0,0,0,0,0.00%,95,15.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
168,Soins physiques et psychiatriques de courte durée,Autres affections dont l'origine se situe dans la période périnatale (P90-P96),1563,5604,3.6,1563,0,0,0,0,0,58,55.20%,361,12.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
169,Soins physiques et psychiatriques de courte durée,Malformations congénitales du système nerveux (Q00-Q07),214,1458,6.8,114,17,23,42,13,5,4,50.00%,153,12.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
170,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'oeil  de l'oreille  de la face et du cou (Q10-Q18),281,605,2.2,201,18,37,20,4,1,0,0.00%,148,7.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
171,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil circulatoire (Q20-Q28),1425,12203,8.6,651,98,183,240,160,93,23,30.40%,1195,7.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
172,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil respiratoire (Q30-Q34),236,1485,6.3,204,9,5,13,2,3,3,33.30%,149,24.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
173,Soins physiques et psychiatriques de courte durée,Bec-de-lièvre et fente palatine (Q35-Q37),262,800,3.1,240,17,5,0,0,0,0,0.00%,220,0.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
174,Soins physiques et psychiatriques de courte durée,Autres malformations congénitales de l'appareil digestif (Q38-Q45),778,4675,6.0,669,19,20,40,10,20,3,0.00%,549,29.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
175,Soins physiques et psychiatriques de courte durée,Malformations congénitales des organes génitaux (Q50-Q56),211,388,1.8,195,9,3,3,1,0,0,0.00%,63,2.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
176,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil urinaire (Q60-Q64),366,1297,3.5,302,8,10,32,7,7,3,33.30%,161,9.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
177,Soins physiques et psychiatriques de courte durée,Malformations congénitales et déformations du système ostéo-articulaire et des muscles (Q65- Q79),856,5078,5.9,632,115,56,34,10,9,7,42.90%,481,1.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
178,Soins physiques et psychiatriques de courte durée,Autres malformations congénitales (Q80-Q89),408,2429,6.0,264,25,51,41,19,8,4,0.00%,223,8.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
179,Soins physiques et psychiatriques de courte durée,Anomalies chromosomiques  non classées ailleurs (Q90-Q99),63,1467,23.3,52,1,2,8,0,0,7,14.30%,29,17.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
180,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs aux appareils circulatoire et respiratoire (R00-R09),7674,32818,4.3,365,98,285,1763,1716,3447,92,0.00%,3323,78.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
181,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à l'appareil digestif et à l'abdomen (R10-R19),4154,19525,4.7,401,283,641,917,643,1269,64,0.00%,1493,80.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
182,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à la peau et au tissu cellulaire sous-cutané (R20-R23),431,1654,3.8,69,20,51,112,66,113,3,0.00%,80,83.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
183,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs aux systèmes nerveux et ostéo-musculaire (R25-R29),3002,51731,17.2,125,13,32,110,257,2465,70,0.00%,469,90.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
184,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à l'appareil urinaire (R30-R39),1740,7996,4.6,35,17,52,217,324,1095,13,0.00%,700,68.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
185,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à la connaissance  la perception  l'humeur et le comportement (R40- R46),2897,26119,9.0,70,418,307,419,373,1310,46,0.00%,440,83.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
186,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs au langage et à la voix (R47-R49),115,787,6.8,1,0,5,26,30,53,1,0.00%,27,89.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
187,Soins physiques et psychiatriques de courte durée,Symptômes et signes généraux (R50-R69),16465,221405,13.4,2274,400,691,1767,2163,9170,1042,1.80%,4746,84.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
188,Soins physiques et psychiatriques de courte durée,Résultats anormaux de l'examen du sang  sans diagnostic (R70-R79),167,840,5.0,26,6,15,36,29,55,2,0.00%,53,64.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2016-04-01 et 2017-03-31, 18 octobre 2017
