NUMEROTATION,TYPE_SOINS,GRP_RUBR,NBR_DPRTS,SEJ_TOT,SEJ_MOY,GRP_AGE-0_9,GRP_AGE-10_19,GRP_AGE-20_39,GRP_AGE-40_59,GRP_AGE-60_69,GRP_AGE-70+,NBR_DECES,AUT_POURC,NBR_OPRS,POUR_PROV_URG,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
95,Soins physiques et psychiatriques de courte durée,Maladies des artères  artérioles et capillaires (I70- I79),6448,64803,10.1,12,17,113,1010,2005,3291,345,1.40%,5531,31.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
96,Soins physiques et psychiatriques de courte durée,Maladies des veines  des vaisseaux et des ganglions lymphatiques  non classées ailleurs (I80- I89),2394,17767,7.4,382,92,175,458,362,925,60,0.00%,850,79.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
97,Soins physiques et psychiatriques de courte durée,Troubles autres et non précisés de l'appareil circulatoire (I95-I99),1914,18376,9.6,6,12,17,131,231,1517,25,4.00%,340,91.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
98,Soins physiques et psychiatriques de courte durée,Affections aiguës des voies respiratoires supérieures (J00-J06),4089,8544,2.1,2781,208,461,272,125,242,2,0.00%,386,87.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
99,Soins physiques et psychiatriques de courte durée,Grippe et pneumonie (J09-J18),19392,137864,7.1,4402,356,934,2441,2376,8883,1219,1.60%,4466,91.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
100,Soins physiques et psychiatriques de courte durée,Autres affections aiguës des voies respiratoires inférieures (J20-J22),4664,16193,3.5,3688,15,50,143,137,631,15,6.70%,524,85.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
101,Soins physiques et psychiatriques de courte durée,Autres maladies des voies respiratoires supérieures (J30-J39),3657,7813,2.1,1538,216,636,756,295,216,6,0.00%,2716,29.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
102,Soins physiques et psychiatriques de courte durée,Maladies chroniques des voies respiratoires inférieures (J40-J47),27690,229250,8.3,979,156,282,3065,6198,17010,1499,0.80%,7023,93.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
103,Soins physiques et psychiatriques de courte durée,Maladies du poumon dues à des agents externes (J60-J70),2565,33647,13.1,61,29,83,296,365,1731,615,1.60%,907,93.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
104,Soins physiques et psychiatriques de courte durée,Autres maladies respiratoires touchant principalement le tissu interstitiel (J80-J84),1736,18385,10.6,14,11,30,230,388,1063,275,1.50%,820,76.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
105,Soins physiques et psychiatriques de courte durée,Maladies suppurées et nécrotiques des voies respiratoires inférieures (J85-J86),607,9588,15.8,21,10,54,198,140,184,35,0.00%,472,64.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
106,Soins physiques et psychiatriques de courte durée,Autres affections de la plèvre (J90-J94),2367,20616,8.7,4,131,304,421,378,1129,132,1.50%,1623,77.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
107,Soins physiques et psychiatriques de courte durée,Autres maladies de l'appareil respiratoire (J95-J99),4569,30692,6.7,1714,107,143,487,636,1482,348,1.70%,1308,83.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
108,Soins physiques et psychiatriques de courte durée,Maladies de la cavité buccale  des glandes salivaires et des maxillaires (K00-K14),2637,6290,2.4,290,469,947,546,174,211,8,0.00%,2075,28.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
109,Soins physiques et psychiatriques de courte durée,Maladies de l'oesophage  de l'estomac et du duodénum (K20-K31),5381,34577,6.4,335,134,568,1236,952,2156,96,4.20%,3432,82.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
110,Soins physiques et psychiatriques de courte durée,Maladies de l'appendice (K35-K38),8620,20946,2.4,621,1768,3081,1987,720,443,8,12.50%,8246,95.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
111,Soins physiques et psychiatriques de courte durée,Hernie (K40-K46),5348,23183,4.3,178,14,353,1506,1353,1944,60,3.30%,4955,35.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
112,Soins physiques et psychiatriques de courte durée,Entérites et colites non infectieuses (K50-K52),3525,26698,7.6,99,265,1003,916,468,774,26,0.00%,1882,78.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
113,Soins physiques et psychiatriques de courte durée,Autres maladies de l'intestin (K55-K64),16857,120865,7.2,362,192,1340,4288,3568,7107,612,1.50%,9322,83.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
114,Soins physiques et psychiatriques de courte durée,Maladies du péritoine (K65-K67),900,9996,11.1,8,15,136,236,205,300,83,4.80%,676,80.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
115,Soins physiques et psychiatriques de courte durée,Maladies du foie (K70-K77),3506,44715,12.8,43,29,202,1130,1037,1065,467,3.90%,2101,82.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
116,Soins physiques et psychiatriques de courte durée,Maladies de la vésicule biliaire  des voies biliaires et du pancréas (K80-K87),16089,86270,5.4,65,261,2833,4838,3067,5025,212,4.20%,10384,85.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
117,Soins physiques et psychiatriques de courte durée,Autres affections de l'appareil digestif (K90-K93),3087,25145,8.1,223,41,175,569,607,1472,104,1.90%,2101,81.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
118,Soins physiques et psychiatriques de courte durée,Infections de la peau et du tissu cellulaire sous- cutané (L00-L08),6363,48168,7.6,645,191,650,1502,1102,2273,97,1.00%,1837,89.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
119,Soins physiques et psychiatriques de courte durée,Dermatoses bulleuses (L10-L14),73,946,13,0,0,2,7,7,57,4,0.00%,29,89.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
120,Soins physiques et psychiatriques de courte durée,Dermites et eczémas (L20-L30),405,1965,4.9,109,20,35,74,50,117,2,0.00%,78,85.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
121,Soins physiques et psychiatriques de courte durée,Lésions papulo-squameuses (L40-L45),70,566,8.1,3,1,10,20,20,16,1,0.00%,24,85.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
122,Soins physiques et psychiatriques de courte durée,Urticaire et érythème (L50-L54),250,1056,4.2,103,21,22,39,23,42,1,0.00%,49,87.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
123,Soins physiques et psychiatriques de courte durée,Affections de la peau et du tissu cellulaire sous- cutané liées à une irradiation (L55-L59),21,174,8.3,0,0,2,4,9,6,0,0.00%,16,23.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
124,Soins physiques et psychiatriques de courte durée,Maladies des phanères et des annexes de la peau (L60-L75),104,539,5.2,11,8,27,25,16,17,1,0.00%,77,55.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
125,Soins physiques et psychiatriques de courte durée,Autres affections de la peau et du tissu cellulaire sous-cutané (L80-L99),895,17823,19.9,44,6,87,240,176,342,21,0.00%,556,56.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
126,Soins physiques et psychiatriques de courte durée,Arthropathies infectieuses (M00-M03),680,9131,13.4,106,15,74,172,106,207,16,12.50%,558,73.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
127,Soins physiques et psychiatriques de courte durée,Polyarthropathies inflammatoires (M05-M14),1592,11314,7.1,54,20,69,191,241,1017,5,0.00%,565,81.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
128,Soins physiques et psychiatriques de courte durée,Arthroses (M15-M19),19839,115885,5.8,0,1,112,3707,6963,9056,26,0.00%,18684,2.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
129,Soins physiques et psychiatriques de courte durée,Autres affections articulaires (M20-M25),1681,18348,10.9,71,305,227,382,273,423,2,0.00%,1285,20.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
130,Soins physiques et psychiatriques de courte durée,Affections disséminées du tissu conjonctif (M30- M36),802,9275,11.6,128,50,67,117,132,308,30,10.00%,482,73.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
131,Soins physiques et psychiatriques de courte durée,Dorsopathies déformantes (M40-M43),791,6483,8.2,34,218,53,186,123,177,2,0.00%,714,7.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
132,Soins physiques et psychiatriques de courte durée,Spondylopathies (M45-M49),2982,36434,12.2,15,6,68,539,727,1627,25,0.00%,1990,44.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
133,Soins physiques et psychiatriques de courte durée,Autres dorsopathies (M50-M54),5069,34695,6.8,8,29,695,1747,880,1710,20,0.00%,2595,64.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
134,Soins physiques et psychiatriques de courte durée,Myopathies (M60-M63),1561,34736,22.3,63,28,107,169,188,1006,34,2.90%,416,59.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
135,Soins physiques et psychiatriques de courte durée,Atteintes des synoviales et des tendons (M65-M68),381,1967,5.2,55,16,48,95,60,107,2,0.00%,211,68.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
136,Soins physiques et psychiatriques de courte durée,Autres affections des tissus mous (M70-M79),1690,12983,7.7,21,42,151,541,324,611,35,11.40%,996,63.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
137,Soins physiques et psychiatriques de courte durée,Anomalies de la densité et de la structure osseuses (M80-M85),1657,22513,13.6,33,39,75,238,261,1011,31,3.20%,893,59.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
138,Soins physiques et psychiatriques de courte durée,Autres ostéopathies (M86-M90),2141,32455,15.2,129,87,123,588,491,723,56,0.00%,1595,54.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
139,Soins physiques et psychiatriques de courte durée,Chondropathies (M91-M94),203,718,3.5,15,52,26,48,27,35,0,0.00%,124,55.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
140,Soins physiques et psychiatriques de courte durée,Autres maladies du système ostéo-articulaire  des muscles et du tissu conjonctif (M95-M99),407,6350,15.6,4,19,26,77,78,203,5,0.00%,313,37.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
141,Soins physiques et psychiatriques de courte durée,Glomérulopathies (N00-N08),442,3640,8.2,70,26,61,98,74,113,6,0.00%,275,54.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
142,Soins physiques et psychiatriques de courte durée,Maladies rénales tubulo-interstitielles (N10-N16),7344,37118,5.1,1027,284,992,1429,1134,2478,74,1.40%,2146,87.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
143,Soins physiques et psychiatriques de courte durée,Insuffisance rénale (N17-N19),4329,45536,10.5,33,30,223,715,924,2404,376,1.30%,2083,71.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
144,Soins physiques et psychiatriques de courte durée,Lithiase urinaire (N20-N23),4166,11078,2.7,17,47,648,1574,909,971,6,0.00%,2908,63.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
145,Soins physiques et psychiatriques de courte durée,Autres affections du rein et de l'uretère (N25-N29),291,2190,7.5,16,4,32,95,58,86,2,0.00%,178,49.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
146,Soins physiques et psychiatriques de courte durée,Autres maladies de l'appareil urinaire (N30-N39),6349,47708,7.5,459,54,215,729,999,3893,188,0.50%,2012,83.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
147,Soins physiques et psychiatriques de courte durée,Maladies des organes génitaux de l'homme (N40- N51),4089,13574,3.3,82,130,129,574,1266,1908,9,0.00%,3319,29.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
148,Soins physiques et psychiatriques de courte durée,Affections du sein (N60-N64),442,838,1.9,3,18,142,194,55,30,0,0.00%,382,26.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
149,Soins physiques et psychiatriques de courte durée,Affections inflammatoires des organes pelviens de la femme (N70-N77),774,3212,4.1,10,55,362,287,26,34,4,0.00%,346,80.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
150,Soins physiques et psychiatriques de courte durée,Affections non inflammatoires de l'appareil génital de la femme (N80-N98),7063,16859,2.4,7,112,1314,3017,1346,1267,5,0.00%,6520,14.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
151,Soins physiques et psychiatriques de courte durée,Autres affections de l'appareil génito-urinaire (N99),251,1182,4.7,3,2,11,42,83,110,1,0.00%,208,30.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
152,Soins physiques et psychiatriques de courte durée,Grossesse se terminant par un avortement (O00- O08),2800,3836,1.4,0,58,2510,232,0,0,0,0.00%,2469,64.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
153,Soins physiques et psychiatriques de courte durée,Oedème  protéinurie et hypertension au cours de la grossesse  de l'accouchement et de la puerpéralité (O10-O16),3350,11195,3.3,0,94,3028,228,0,0,0,0.00%,2462,8.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
154,Soins physiques et psychiatriques de courte durée,Autres affections maternelles liées principalement à la grossesse (O20-O29),4591,11412,2.5,0,134,4210,247,0,0,0,0.00%,3219,16.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
155,Soins physiques et psychiatriques de courte durée,Soins maternels liés au foetus et à la cavité amniotique  et problèmes possibles à l'accouchement (O30-O48),27436,75191,2.7,0,450,25799,1187,0,0,1,0.00%,23770,2.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
156,Soins physiques et psychiatriques de courte durée,Complications du travail et de l'accouchement (O60-O75),49393,117872,2.4,0,972,46942,1479,0,0,1,100.00%,46764,2.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
157,Soins physiques et psychiatriques de courte durée,Complications principalement liées à la puerpéralité (O85-O92),694,1984,2.9,0,14,658,22,0,0,1,0.00%,196,66.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
158,Soins physiques et psychiatriques de courte durée,Autres problèmes obstétricaux  non classés ailleurs (O94-O99),4703,10139,2.2,0,123,4423,157,0,0,1,0.00%,2490,14.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
159,Soins physiques et psychiatriques de courte durée,Foetus et nouveau-né affectés par des troubles maternels et par des complications de la grossesse  du travail et de l'accouchement (P00-P04),2286,5502,2.4,2286,0,0,0,0,0,6,50.00%,335,0.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
160,Soins physiques et psychiatriques de courte durée,Anomalies liées à la durée de la gestation et à la croissance du foetus (P05-P08),10022,73900,7.4,10022,0,0,0,0,0,123,34.10%,2663,0.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
161,Soins physiques et psychiatriques de courte durée,Traumatismes obstétricaux (P10-P15),723,1691,2.3,722,1,0,0,0,0,1,100.00%,105,0.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
162,Soins physiques et psychiatriques de courte durée,Affections respiratoires et cardiovasculaires spécifiques de la période périnatale (P20-P29),3716,20482,5.5,3716,0,0,0,0,0,12,25.00%,1543,4.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
163,Soins physiques et psychiatriques de courte durée,Infections spécifiques de la période périnatale (P35-P39),379,1954,5.2,379,0,0,0,0,0,1,0.00%,120,28.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
164,Soins physiques et psychiatriques de courte durée,Affections hémorragiques et hématologiques du foetus et du nouveau-né (P50-P61),4118,9823,2.4,4118,0,0,0,0,0,0,0.00%,2018,2.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
165,Soins physiques et psychiatriques de courte durée,Anomalies endocriniennes et métaboliques transitoires spécifiques du foetus et du nouveau-né (P70-P74),1085,3067,2.8,1085,0,0,0,0,0,0,0.00%,171,3.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
166,Soins physiques et psychiatriques de courte durée,Affections de l'appareil digestif du foetus et du nouveau-né (P75-P78),328,1738,5.3,328,0,0,0,0,0,1,100.00%,43,61.00%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
167,Soins physiques et psychiatriques de courte durée,Affections concernant les téguments et la régulation thermique du foetus et du nouveau-né (P80-P83),958,2071,2.2,958,0,0,0,0,0,2,50.00%,89,11.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
168,Soins physiques et psychiatriques de courte durée,Autres affections dont l'origine se situe dans la période périnatale (P90-P96),1499,6244,4.2,1499,0,0,0,0,0,51,45.10%,361,14.70%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
169,Soins physiques et psychiatriques de courte durée,Malformations congénitales du système nerveux (Q00-Q07),204,1584,7.8,105,11,29,41,14,4,0,0.00%,157,13.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
170,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'oeil  de l'oreille  de la face et du cou (Q10-Q18),212,490,2.3,144,14,27,16,3,8,0,0.00%,122,7.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
171,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil circulatoire (Q20-Q28),1331,11275,8.5,637,69,160,242,147,76,24,16.70%,1109,7.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
172,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil respiratoire (Q30-Q34),214,1390,6.5,195,5,6,5,2,1,2,0.00%,130,23.80%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
173,Soins physiques et psychiatriques de courte durée,Bec-de-lièvre et fente palatine (Q35-Q37),261,648,2.5,240,11,7,3,0,0,0,0.00%,217,0.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
174,Soins physiques et psychiatriques de courte durée,Autres malformations congénitales de l'appareil digestif (Q38-Q45),797,5112,6.4,695,15,24,29,16,18,3,0.00%,581,31.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
175,Soins physiques et psychiatriques de courte durée,Malformations congénitales des organes génitaux (Q50-Q56),227,429,1.9,190,22,11,2,0,2,0,0.00%,79,5.30%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
176,Soins physiques et psychiatriques de courte durée,Malformations congénitales de l'appareil urinaire (Q60-Q64),327,1224,3.7,265,4,15,33,7,3,3,66.70%,158,9.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
177,Soins physiques et psychiatriques de courte durée,Malformations congénitales et déformations du système ostéo-articulaire et des muscles (Q65- Q79),850,4411,5.2,654,105,52,30,6,3,11,45.50%,514,1.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
178,Soins physiques et psychiatriques de courte durée,Autres malformations congénitales (Q80-Q89),367,2549,6.9,223,26,46,48,19,5,3,0.00%,217,7.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
179,Soins physiques et psychiatriques de courte durée,Anomalies chromosomiques  non classées ailleurs (Q90-Q99),91,1457,16,78,4,1,7,1,0,9,22.20%,38,13.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
180,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs aux appareils circulatoire et respiratoire (R00-R09),7465,33315,4.5,355,94,265,1720,1775,3256,93,2.20%,3152,79.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
181,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à l'appareil digestif et à l'abdomen (R10-R19),4217,18740,4.4,406,325,724,941,609,1212,58,3.40%,1469,80.40%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
182,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à la peau et au tissu cellulaire sous-cutané (R20-R23),445,1843,4.1,73,15,53,131,68,105,1,0.00%,81,84.50%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
183,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs aux systèmes nerveux et ostéo-musculaire (R25-R29),2895,52536,18.1,107,9,23,120,213,2423,90,1.10%,459,90.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
184,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à l'appareil urinaire (R30-R39),1660,7348,4.4,33,14,45,205,321,1042,11,0.00%,693,67.60%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
185,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs à la connaissance  la perception  l'humeur et le comportement (R40- R46),2704,25805,9.5,61,379,299,378,349,1238,52,1.90%,383,83.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
186,Soins physiques et psychiatriques de courte durée,Symptômes et signes relatifs au langage et à la voix (R47-R49),129,972,7.5,2,1,5,12,25,84,0,0.00%,24,89.90%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
187,Soins physiques et psychiatriques de courte durée,Symptômes et signes généraux (R50-R69),16332,226143,13.8,2281,421,699,1786,2167,8978,1077,3.20%,4566,84.10%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
188,Soins physiques et psychiatriques de courte durée,Résultats anormaux de l'examen du sang  sans diagnostic (R70-R79),195,1029,5.3,23,9,17,42,33,71,2,0.00%,57,69.20%,S16 — Sommaire des départs selon le diagnostic principal par groupe de rubrique,Entre 2015-04-01 et 2016-03-31, 29 novembre 2016
