"Liste des contrats de 25 000 $ et plus",,
"Octroyés du 1er juin 2012 au 31 mai 2013",,
,,
"Nom du fournisseur","Montant du contrat","Description du bon de commande"
"TOSHIBA SOLUTIONS D'AFFAIRES ","2 639,40 $","Location de photocopieur - loisirs "
"TOSHIBA SOLUTIONS D'AFFAIRES ","2 214,90 $","Location de photocopieur - parcs "
"TRAFIC INNOVATION INC. ","14 763,05 $","Fourniture et installation de deux panneaux. (École Étoile filante) "
"TRAFIC INNOVATION INC. ","8 813,40 $","Achat et installation de deux panneaux pour passage d'écoliers à l'intersection Linton-Victoria "
"TRAFIC INNOVATION INC. ","4 033,66 $","Transfert des panneaux de Mountain-Sights à Monkland/Hingston, incluant la nouvelle installation"
"TRANSVRAC MONTRÉAL LAVAL INC. ","8 572,77 $","Transport de terre pour le 2140, avenue Madison "
"TRANSVRAC MONTRÉAL LAVAL INC. ","700 377,28 $","Contrat de transport de neige 2012-2013 "
"UNIVERSITÉ DU QUÉBEC À MONTRÉAL ","5 000,00 $","Contribution financière de 5 000 $ au groupe de recherche Observatoire spatial, piloté par l'Université de Montréal et l'UQAM, pour un exercice de photographie thermique sur le territoire de l'arrondissement permettant de repérer les îlots de chaleur "
"UNIVERSITÉ DU QUÉBEC À MONTRÉAL ","25 000,00 $","Réalisation d'une étude visant à intégrer l'agriculture urbaine au plan directeur pour le réaménagement de l'hippodrome de Montréal "
"VILLE MONT-ROYAL ","110 000.00 $","Contribution financière 2013 - entente secteur Glenmount "
"W. COTE ET FILS LTÉE ","12 738,00 $","Achat d'une lame de déneigement "
"W. COTE ET FILS LTÉE ","9 041,00 $","Achat de pièces pour quatre lames de déneigement "
"W. COTE ET FILS LTÉE ","9 684,42 $","Pièces de rechange pour lames de déneigement "
"W. COTE ET FILS LTÉE ","7 319,70 $","Pièces et accessoires "
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION ","17 297,00 $","Contribution financière 2012 - club de vacances "
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION ","74 785,00 $","Contribution financière 2013 - activités de loisirs "
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION ","26 115,73 $","Fleurs annuelles 2013 pour les parcs "
