"Liste des contrats de 25 000 $ et plus",,
"Octroyés du 1er juin 2010 au 31 mai 2011",,
,,
"Nom du fournisseur","Montant du contrat","Description du bon de commande"
"MAROBI INC. ","187 566,73$","Contrat de déneigement 2010-2013 – N72 ET N74 – HIVER 2010/2011 "
"MENKES, SHOONER, DAGENAIS, LETOURNEAUX ARCHITECTES ","80 906,24$","Concours – Centre culturel Notre-Dame-de-Grâce "
"META + FORME ","8 845,75$","Services professionnels en architecture de paysage pour le réaménagement de l’aire de jeux des 18 mois à 5 ans du parc Georges Saint-Pierre "
"META + FORME","8 090,63$","Services professionnels en architecture de paysage pour l’aménagement d’un terrain de pétanque au parc de Kent "
"META + FORME","12 837,13$","Services professionnels en architecture de paysage pour la réfection des aires de jeux des 18 mois à 5 ans et des 5 à 12 ans au parc de la Savane "
"MICHELIN AMÉRIQUE DU NORD (CANADA INC.) ","3 476,76$","Réparations de pneus "
"MICHELIN AMÉRIQUE DU NORD (CANADA INC.) ","20 501,64$","Achat de pneus "
"MICHELIN AMÉRIQUE DU NORD (CANADA INC.) ","4 930,98$","Rechapage de pneus "
"MINES SELEINE, UNE DIVISION DE LA SOCIÉTÉ CANADIENNE DE SEL, LIMITÉE ","1 011 619,54$","Sel de déglaçage – 2010/2011 "
"MIVELA CONSTRUCTION INC. ","32 228,69$","Réaménagement géométrique à l’intersection du boulevard Édouard-Montpetit et de l’avenue Louis-Collin "
"MOBILIGO ","10 000,00$","Contribution financière "
"MOBILIGO ","35 577,18$","ALLÉGO : Accompagnement et étude pour le programme et membership annuel "
"NATURE-ACTION QUÉBEC INC. ","58 291,80$","Contrat de services professionnels pour la production du Plan de foresterie urbaine de l’arrondissement "
"NEOLECT/LE SAUX INC. ","19 147,81$","Travaux de préparation pour l’installation de trois luminaires au parc Nelson-Mandela "
"NEOLECT/LE SAUX INC.","95 353,51$","Contrat pour la réalisation des travaux d’aménagement de luminaires dans le parc Dunkerque "
"NORDMEC CONSTRUCTION INC. ","106 259,95$","Contrat pour la conversion de la pataugeoire en jeux d’eau au parc de la Savane "
"NORTRAX ","28 910,50$","Fourniture d’un rouleau compacteur à asphalte "
"NORTRAX ","195 196,57$","Fourniture de chargeuse articulée sur pneus avec godet de 3 vg3, John Deere 624 K, 2010 "
"NORTRAX ","3 775,63$","Échange et pose de pneus "
"NORTRAX ","78 402,95$","Location de quatre chargeurs sur roues pour 25 mois à raison de cinq mois par année débutant en novembre 2010 "
"NORTRAX ","15 102,50$","Remplacement local de pneus sur les chargeurs John Deere 624K "
"NORTRAX ","4 820,50$","Achat de deux paires d’extensions rabattables "
"NORTRAX ","197 915,20$","Location de quatre chargeurs sur roues pour 25 mois à raison de cinq mois par année pour les mois de janvier, février, mars, novembre et décembre 2011 "
"NORTRAX ","215 671,50$","Location de quatre autoniveleuses de marque John Deere pour cinq mois (janvier, février, mars, novembre et décembre 2011) "
"NORTRAX ","4 357,00$","Prêt et remplacement de quatre attaches rapides pour les quatre chargeurs John Deere en location "
"NORTRAX ","4 901,63$","Inspection annuelle d’un chargeur sur roues (unité 437-11074) "
"NORTRAX ","195 955,23$","Fourniture de chargeuse articulée sur pneus avec godet de 3 vg3 "
"OCTANE INC. ","8 205,77$","Honoraires professionnels pour conception graphique. Politique sur les saines habitudes de vie – volet 1 "
"OCTANE INC. ","11 696,35$","Branding du secteur Namur – Jean-Talon. Honoraires professionnels "
"OCTANE INC. ","7 392,84$","Rapport du maire "
"OCTANE INC. ","16 664,17$","Plan de communication Triangle et service-conseil et conception des outils de communication "
"OCTANE INC. ","21 785,00$","Conception du bulletin Le Citoyen "
"OCTANE INC. ","7 730,98$","Politique saines habitudes de vie (volet 2) – Honoraires professionnels "
"ONOMAT CANADA INC. ","5 551,57$","Panneaux Publi-Adapt et outil de pose télescopique "
"ONOMAT CANADA INC. ","23 038,33$","Panneaux Publi-Adapt et bacs de transport "
"ONOMAT CANADA INC. ","19 313,16$","Fabrication de plaquettes avec velcro "
"PAVAGE C.S.F. INC. ","89 832,91$","Construction d’un passage pour piétons sur l’avenue Mountain-Sights "
"PAYETTE ET SIMMS INC. ","85 060,84$","Impression de quatre numéros du bulletin Le Citoyen bulletin officiel de l’arrondissement de CDN—NDG "
"PLANIA INC. ","11 812,32$","Services professionnels en architecture de paysage pour les travaux de réaménagement au parc Jean-Brillant "
"PLANIA INC. ","17 260,00$","Services professionnels en architecture de paysage pour les travaux de réaménagement au parc Loyola "
"PLANIA INC. ","21 575,00$","Services professionnels en architecture de paysage pour les travaux de réaménagement du parc Gilbert-Layton "
"PLANIA INC. ","19 061,88$","Services professionnels en architecture de paysage pour la réfection du mini-terrain de soccer au parc MacDonald "
"PLANIA INC. ","11 437,12$","Services professionnels en architecture de paysage pour les travaux d’irrigation du grand terrain de soccer au parc Gilbert-Layton, (Phase II) "
"PRÉVENTION NOTRE-DAME-DE-GRACE ","125 000,00$","Contribution financière – Montréal Net 2010 "
"PRÉVENTION NOTRE-DAME-DE-GRACE","3 167,50$","Implantation de la collecte des matières recyclables pour les neuf logements et plus "
"PRÉVENTION NOTRE-DAME-DE-GRACE","242 800,00$","Contribution financière 2011 "
"PRÉVENTION NOTRE-DAME-DE-GRACE","7 500,00$","Contribution financière 2011 "
"PRÉVENTION NOTRE-DAME-DE-GRACE","145 000,00$","Convention Éco-quartier 2011 "
"PRODUCTION ÉQUINOXE ","16 181,25$","Société des grands citoyens – Juin 2010 "
"PRODUCTION ÉQUINOXE","3 236,25$","Location d’équipement "
"PRODUCTION ÉQUINOXE","13 642,86$","Société des grands citoyens – Mai 2011 "
"PRO-MIX BÉTON INC. ","9 578,61$","Achat de béton de ciment – été 2010 "
"PRO-MIX BÉTON INC.","32 263,26$","PRR – Remblai sans retrait – été 2010 "
"PRO-MIX BÉTON INC.","18 970,92$","Remblai sans retrait "
"RAYMOND CHABOT GRANT THORNTON ","71 064,15$","Projet d’étude économique "
"RCI ENVIRONNEMENT INC. ","1 533 821,33$","Contrat 2008-2013 – collecte et transport des déchets, objets volumineux et résidus verts – année 2011 "
"RCI ENVIRONNEMENT INC. ","3 986,69$","Parcs – Location de toilettes chimiques – saison 2011 "
"RELAIS CÔTE-DES-NEIGES ","25 000,00$","Contribution financière 2010 "
"ROBERT DEVOST ","7 157,51$","Paiement de factures "
"ROBERT DEVOST ","4 137,01$","Promotion – Nouveau bac roulant "
"ROBERT DEVOST ","5 017,26$","Impression du répertoire des activités de sports et loisirs 2010-2011 + Publicité Frère André "
"ROBERT DEVOST ","4 315,00$","Production de 14 000 autocollants avec logo de recyclage "
"ROBERT DEVOST ","2 481,13$","Création graphique et impression de bannières "
"ROBERT DEVOST ","23 902,50$","Contrat 2011 – Impression, graphisme et publicité "
"R. RACICOT LTÉE ","70 212,74$","Contrat pour la réalisation des travaux d’aménagement paysager de l’aire de jeux d’enfants, 18 mois à 5 ans, du parc Georges-Saint-Pierre "
"R. RACICOT LTÉE ","4 906,22$","Coulage de dalles de béton et installation de mobilier urbain dans le cadre du réaménagement de l’aire de jeux, 18 mois à 5 ans, au parc Georges-Saint-Pierre "
"R. RACICOT LTÉE ","84 160,45$","Contrat pour la réalisation des travaux d’aménagement paysager des aires de jeux d’enfants de 18 mois à 5 ans et 5 à 12 ans, du parc de la Savane "
"R. RACICOT LTÉE ","5 326,05$","Contrat pour des travaux de reprofilage du sentier existant au parc du 6 décembre "
"SAMARKAND ","6 952,54$","Programmation des maisons de la culture, édition automne 2010 en deux versions (F+A); rédaction, montage, correction d’épreuves "
"SAMARKAND","7 845,00$","Répertoire des activités des sports et loisirs 2010-2011 "
"SAMARKAND","4 854,38$","Cartes pour le plan directeur "
"SAMARKAND","6 952,54$","Montage des programmations des maisons de la culture Hiver-Printemps 2011 en deux versions "
"SAMARKAND","2 281,56$","Programmation des bibliothèques. Conception et réalisation graphique d’une brochure "
"SDK ET ASSOCIÉS INC. ","22 874,26$","Services professionnels en structure pour la réalisation de plans et devis pour la construction d’une piste multifonctionnelle au parc Jean-Brillant "
"SDK ET ASSOCIÉS INC.","4 357,00$","Services professionnels en ingénierie pour réaliser une expertise et une évaluation des coûts pour le remplacement ou le renforcement de la structure existante du hangar à sel de la cour Madison "
"SERVICE D’ENTRETIEN CARLOS INC. ","26 272,71$","Service d’entretien ménager pour 3e étage du 2140 Madison – 2011 "
"SINTRA INC. ","35 399,19$","Émulsion de bitume (colle) PRR – 2010 "
"SOCIÉTÉ CANADIENNE DES POSTES ","9 854,75$","Dépliant Le Citoyen "
"SOCIÉTÉ CANADIENNE DES POSTES","10 325,84$","Distribution du Citoyen – Août 2010 "
"SOCIÉTÉ CANADIENNE DES POSTES","8 542,11$","Distribution du Citoyen – septembre 2010 "
"SOCIÉTÉ CANADIENNE DES POSTES","45 748,50$","Distribution du journal Le Citoyen – Année 2011 "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES ","7 000,00$","Gestion et entretien des sites de compostage "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","4 619,50$","Implantation de la collecte sélective décembre 2009 à décembre 2010 "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","117 000,00$","Convention Éviction "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","180 000,00$","Convention Éco-quartier 2011 "
"SOCONEX ENTREPRENEUR GÉNÉRAL INC. ","91 078,52$","Contrat pour les travaux de réparation des façades du Centre Trenholme "
"SOGEP, SOCIETE DE GESTION D’EQUIPEMENTS PUBLICS ","35 324,15$","Administration et gestion du centre sportif de Notre-Dame-de-Grâce "
"SOGEP, SOCIETE DE GESTION D’EQUIPEMENTS PUBLICS","19 863,77$","Équipements – centre sportif de Notre-Dame-de-Grâce "
"SOGEP, SOCIETE DE GESTION D’EQUIPEMENTS PUBLICS","1 031 959,37$","Contrat de gestion – édifice du centre sportif de Notre-Dame-de-Grâce "
"STEEL COMPONENTS PRODUITS MÉTALLIQUES INC. ","21 785,00$","Poubelles Bologna "
"STEEL COMPONENTS PRODUITS MÉTALLIQUES INC. ","4 901,63$","Achat de poubelles à panier en acier pour projet-pilote "
"STELEM INC. ","20 037,78$","Corrélateur "
"STELEM INC. ","7 466,81$","Localisateur de conduites Radiodétection "
"STORES J. FAUTEUX INC. ","6 479,95$","Stores pour le 5160, boul. Décarie "
"STORES J. FAUTEUX INC. ","23 756,55$","Achat et installation de stores pour la piscine du Centre sportif Notre-Dame-de-Grâce "
"TECHNIPARC ","206 456,11$","Contrat pour la réalisation des travaux de réfection du terrain de soccer du parc Gilbert-Layton "
"TECHNIPARC ","87 919,72$","Contrat pour la réalisation des travaux de réfection des terrains de baseball no 1 et no 2 du parc Loyola "
"TECHSPORT INC. ","6 694,73$","Achat de trois jeux sur ressorts dans le cadre du réaménagement de l’aire de jeux des 18 mois à 5 ans du parc Georges Saint-Pierre "
"TECHSPORT INC. ","73 771,94$","Contrat pour la fourniture et l’installation des modules de jeux d’enfants, 18 mois à 5 ans, au parc Van Horne "
"TECHSPORT INC. ","42 958,48$","Contrat pour la fourniture et l’installation des modules de jeux d’enfants 18 mois à 5 ans au parc Darlington "
"TECHSPORT INC. ","11 840,36$","Achat d’un jeu X-wave 2 dans le cadre du réaménagement des aires de jeux du parc Van Horne "
"TESSIER RECREO-PARC INC. ","52 559,40$","Fourniture et installation des modules de jeux d’enfants, 18 mois à 5 ans, au parc Georges-Saint-Pierre "
"TESSIER RECREO-PARC INC. ","21 487,35$","Ajout de composantes de jeux sur un module 18 mois à 5 ans existant au parc de la Savane "
"TESSIER RECREO-PARC INC. ","3 845,74$","Lit de glissoire – Parcs "
"TESSIER RECREO-PARC INC. ","10 472,50$","Achat de deux glissoires au parc-école Bedford "
"TESSIER RECREO-PARC INC. ","7 650,14$","Achat d’un jeu : rocher d’escalade dans le cadre du réaménagement des aires de jeux du parc Van Horne "
"TESSIER RECREO-PARC INC. ","90 744,15$","Fourniture de modules de jeux d’eau et d’un système de distribution d’eau pour les jeux d’eau au parc de la Savane "
"TOSHIBA SOLUTION D’AFFAIRES ","2 164,25$","Contrat de location photocopieur e-Studio 3530 – incluant Magasin grande capacité (2500 feuilles, unité recto-verso, carte impression couleur, carte numérisation couleur, fax) "
"TOSHIBA SOLUTION D’AFFAIRES ","2 938,79$","Contrat de location pour photocopieur e-Studio 2330, carte fax, finisseurs sur 36 mois (en remplacement du modèle E-Studio 281 no série CDK629977) "
"TOSHIBA SOLUTION D’AFFAIRES ","3 503,03$","Facturation 2011 – photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES ","3 036,83$","Frais de location et d’entretien pour les photocopieurs des bibliothèques "
"TOSHIBA SOLUTION D’AFFAIRES ","9 211,80$","Photocopieurs au 5160, Décarie, bureau 400 "
"TOSHIBA SOLUTION D’AFFAIRES ","8 844,71$","Frais de location et d’utilisation pour photocopieur Toshiba CXK813541 pour 2011 "
"TOSHIBA SOLUTION D’AFFAIRES ","4 361,36$","Contrat de location d’un photocopieur E-Studio 3530C no de série CFZ017672 "
"TOSHIBA SOLUTION D’AFFAIRES ","2 723,13$","Frais de location et service pour le photocopieur du bureau des élus "
"TOSHIBA SOLUTION D’AFFAIRES ","2 845,12$","Photocopieur Direction – Voirie – 2011 "
"TOSHIBA SOLUTION D’AFFAIRES ","2 830,28$","Photocopieur Répartition – Voirie – 2011 "
"TOSHIBA SOLUTION D’AFFAIRES ","4 357,00$","Location et service du photocopieur du greffe et des services administratifs "
"TOSHIBA SOLUTION D’AFFAIRES ","2 553,21$","Location 60 mois photocopieur e-Studio 3530c – 2011 "
"TOSHIBA SOLUTION D’AFFAIRES ","4 335,22$","Salle d’archivage – photocopieur Toshiba – 2011 "
"TRAFIC INNOVATION INC. ","4 802,60$","Installation de dos-d’âne amovibles "
"TRAFIC INNOVATION INC.","15 633,24$","Signalisation lumineuse (solaire) et accessoires pour passage piétons "
"TRAFIC INNOVATION INC.","2 416,51$","Enlèvement des dos-d’âne "
"TRAFIC INNOVATION INC.","9 807,17$","Installation de bollards, rue Girouard "
"TRANSVRAC MONTRÉAL LAVAL INC. ","181 010,92$","Contrat de transport de neige – hiver 2010/2011 "
"TRANSVRAC MONTRÉAL LAVAL INC. ","239 956,13$","Contrat de transport de neige – hiver 2010/2011 "
"TRANSVRAC MONTRÉAL LAVAL INC. ","275 736,75$","Contrat de transport de neige – hiver 2010/2011 "
"VALGEAU INC. ","57 110,39$","Contrat pour la réalisation des travaux d’aménagement d’un terrain de pétanque au parc de Kent "
"VALGEAU INC. ","3 452,00$","Agrandissement d’une dalle de béton dans le cadre du projet de l’aménagement de jeux d’eau au parc de Kent "
"VDM-ACHATS PTI-CSP ","3 960,00$","Achat de mobilier urbain dans le cadre du réaménagement du terrain de pétanque et des jeux d’eau au parc Jean-Brillant "
"VDM-ACHATS PTI-CSP ","22 980,00$","Achat de mobilier urbain pour la pataugeoire du parc de Kent, dans le cadre du programme d’amélioration des aménagements de parcs"
"VDM-ACHATS PTI-CSP ","13 220,00$","Achat de mobilier urbain pour l’aménagement d’une nouvelle aire de pique-nique au parc MacKenzie-King "
"VDM-ACHATS PTI-CSP ","9 260,00$","Achat de mobilier urbain dans le cadre de l’aménagement d’un terrain de pétanque au parc de Kent "
"VDM-ACHATS PTI-CSP ","10 890,00$","Achat de mobilier urbain dans le cadre du projet des jardins communautaires Châteaufort "
"VDM-ACHATS PTI-CSP ","6 991,22$","Achat de mobilier urbain dans le cadre du projet de réaménagement de l’aire de jeux, 18 mois à 5 ans, du parc Georges-Saint-Pierre "
"VDM-ACHATS PTI-CSP ","18 551,22$","Achat de mobilier urbain dans le cadre du projet de réaménagement des aires de jeux du parc Van Horne "
"VDM-ACHATS PTI-CSP ","9 610,00$","Achat de mobilier urbain dans le cadre du réaménagement des aires de jeux du parc Darlington "
"VDM-ACHATS PTI-CSP ","17 850,00$","Achat de mobilier urbain pour le parc Notre-Dame-de-Grâce "
"VDM-ACHATS PTI-CSP ","16 770,00$","Achat de mobilier urbain pour le parc Georges-Saint-Pierre "
"VDM-ACHATS PTI-CSP ","12 870,00$","Achat de mobilier urbain pour le parc de Kent "
"VDM-ARR. de ROSEMONT—la PETITE-PATRIE ","9 560,00$","Installation et retrait de 85 oriflammes pour 2009-2010 "
"VDM-ARR. de ROSEMONT—la PETITE-PATRIE","2 023,48$","Signalisation dos-d’âne 2010 "
"VDM-ARR. de ROSEMONT—la PETITE-PATRIE","2 398,41$","Installer signalisation pour ralentisseurs de vitesse – Estimation 2010 "
"VDM-ARR. de ROSEMONT—la PETITE-PATRIE","26 137,02$","Marquage de rues "
"VDM-DIVISION DE LA SÉCURITÉ (DIRECTION DES IMMEUBLES) ","2 469,83$","Ajout d’une caméra dôme avec un moniteur au BAM "
"VDM-DIVISION DE LA SÉCURITÉ (DIRECTION DES IMMEUBLES) ","3 370,55$","Surveillance durant les travaux dans les sas de l’entrée de la bibliothèque et de la maison de la culture, donner accès à toutes les salles électriques de l’édifice au besoin du 18-10-2010 au 31-10-2010"
"VDM-DIVISION DE LA SÉCURITÉ (DIRECTION DES IMMEUBLES) ","21 856,29$","Installation de quatre caméras extérieures et de six caméras intérieures "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES) ","3 328,27$","Installation d’un climatiseur "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","7 679,61$","Aménagement – fonds des immeubles – facturation interne "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","7 481,16$","Construction d’une nouvelle cloison – facturation interne "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","5 406,61$","Aménagement – fonds des immeubles – facturation interne "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","23 311,17$","Réfection des plafonds - facturation interne "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","2 774,30$","Installation de deux panneaux électriques – fonds des immeubles – facturation interne "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","7 185,20$","Remplacer deux portes et les cadrages au chalet du parc Georges-Saint-Pierre "
"VILLE DE MONT-ROYAL ","68 619,06$","Abonnement secteur Glenmount – janvier à juin 2010 "
"VILLE DE MONT-ROYAL ","47 504,75$","Facturation période du 1er juillet au 31 décembre 2010 – secteur Glenmount "
"VILLE DE MONT-ROYAL ","110 000,00$","Utilisation des services de sports, loisirs et des bibliothèques pour les résidants du secteur Glenmount – Entente 2011 "
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION ","30 243,75$","Contribution financière 2011 "
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION","44 541,25$","Contribution financière 2011 "
"WILLY HAECK & FILS INC. ","16 034,80$","Fleurs annuelles 2010 – Parcs "
"WILLY HAECK & FILS INC. ","11 186,35$","Fleurs annuelles 2011 "
