"Liste des contrats de 25 000 $ et plus",,
"Octroyés du 1er juin 2011 au 31 mai 2012",,
,,
"Nom du fournisseur","Montant du contrat","Description du bon de commande"
"ONOMAT CANADA INC. ","23 888,88$","Panneaux Publi-Adapt et plaquettes "
"PAVAGE A.T.G. INC. ","345 510,09$","Réalisation de travaux de réfection mineurs de trottoirs et de bordures dans CDN-NDG "
"PAYETTE ET SIMMS INC. ","89 906,76$","Impression des quatre parutions du bulletin Le Citoyen 2012 "
"PAYETTE ET SIMMS INC. ","21 497,69$","Impression du journal Le Citoyen du mois de décembre 2011 "
"POIRIER, FONTAINE, ARCHITECTES ","46 369,38$","Contrat de services professionnels pour l'aménagement de nouveaux jeux d'eau au parc Nelson-Mandela "
"PRÉVENTION CôTE-DES-NEIGES NOTRE-DAME-DE-GRâCE ","125 000,00$","Contribution financière – Opération Montréal-Net "
"PRÉVENTION CôTE-DES-NEIGES NOTRE-DAME-DE-GRâCE ","70 000,00$","Contribution financière – Lutte contre les gangs de rue (secteurs Loyola, Snowdon et Notre-Dame-de-Grâce) "
"PRÉVENTION CôTE-DES-NEIGES NOTRE-DAME-DE-GRâCE ","12 433,79$","Festival hip-hop "
"PRÉVENTION CôTE-DES-NEIGES NOTRE-DAME-DE-GRâCE ","15 000,00$","Contribution financière dans le cadre de la lutte contre les gangs de rue (secteurs Darlington, Snowdon et Walkley) "
"PRÉVENTION CôTE-DES-NEIGES NOTRE-DAME-DE-GRâCE ","10 000,00$","Murale « Notre-Dame-de-Grâce » "
"PRÉVENTION CôTE-DES-NEIGES NOTRE-DAME-DE-GRâCE ","145 000,00$","Contribution financière pour réaliser le programme éco-quartier dans Notre-Dame-de-Grâce "
"PRÉVENTION CôTE-DES-NEIGES NOTRE-DAME-DE-GRâCE ","5 250,00$","Entretien des sites de compostage – année 2011 "
"PRÉVENTION CôTE-DES-NEIGES NOTRE-DAME-DE-GRâCE ","250 300,00$","Contribution financière – Sécurité urbaine "
"PRÉVENTION CôTE-DES-NEIGES NOTRE-DAME-DE-GRâCE ","125 000,00$","Contribution financière – Opération Montréal-Net "
"PRÉVENTION CôTE-DES-NEIGES NOTRE-DAME-DE-GRâCE ","5 773,69$","Gestion et entretien des sites communautaires de compostage sous supervision de Prévention NDG "
"PROCOVA INC. ","737 292,12$","Contrat pour la mise à niveau du système de traitement de l'air, drainage et travaux divers de la piscine du Centre sportif Côte-des-Neiges, phase 2 "
"RAMCOR CONSTRUCTION INC. ","23 745,65$","Contrat pour la réalisation des travaux de la halte urbaine Coolbrook "
"RAMCOR CONSTRUCTION INC. ","515 659,61$","Contrat des travaux de construction d'une piste multifonctionnelle au parc Jean-Brillant "
"RCI ENVIRONNEMENT INC. ","1 634 567,03$","Contrat pour la collecte et le transport des déchets, objets volumineux et matières résiduelles – année 2012 "
"RCI ENVIRONNEMENT INC. ","2 666,91$","Location de toilettes portatives 2012 "
"RÉGIS CôTÉ & ASSOCIÉS ARCHITECTES S.E.N.C. ","734 651,06$","Honoraires professionnels pour la mise aux normes de l'aréna Doug-Harvey "
"RELAIS CôTE-DES-NEIGES ","25 000,00$","Contribution financière – Projet de développement social "
"RELAIS CôTE-DES-NEIGES ","17 500,00$","Contribution financière – Relocalisation de l'organisme dans le quartier "
"ROLAND GRENIER CONSTRUCTION LTÉE ","12 895,89$","Travaux de réaménagement du comptoir de réception du Centre communautaire Côte-des-Neiges "
"ROLAND GRENIER CONSTRUCTION LTÉE ","9 507,34$","Travaux de sécurisation des portes et fenêtres au Théâtre Empress "
"ROLAND GRENIER CONSTRUCTION LTÉE ","10 026,42$","Travaux d'enlèvement des parties des escaliers extérieurs au Théâtre Empress "
"ROLAND GRENIER CONSTRUCTION LTÉE ","3 481,81$","Travaux d'excavation extérieurs pour des sondages sur la dalle de la salle mécanique de la piscine du Centre communautaire Notre-Dame-de-Grâce "
"SERVICE D’ENTRETIEN D'ÉDIFICES ALLIED (QUÉBEC) INC. ","8 155,51$","Contrat d'entretien ménager – sept. à déc. 2011 – Madison "
"SERVICE D’ENTRETIEN D'ÉDIFICES ALLIED (QUÉBEC) INC. ","30 617,04$","Contrat de service d'entretien pour les bureaux administratifs des travaux publics pour l'année 2012 "
"SIFTO CANADA CORP. ","384 170,13$","Achat de sel (du 28 sept. 2011 au 30 avril 2012) "
"SOCIÉTÉ CANADIENNE DES POSTES ","30 776,62$","Distribution de trois tirages du journal Le Citoyen "
"SOCIÉTÉ ENVIRONNEMENTALE CôTE-DES-NEIGES ","55 000,00$","Contribution financière – Projet pour une rue de Coutrai plus conviviale "
"SOCIÉTÉ ENVIRONNEMENTALE CôTE-DES-NEIGES ","7 000,00$","Gestion et entretien hebdomadaire des sites de compostage communautaire Mahatma-Gandhi, Dupuis, Jean-Brillant et des Nations, du 1er janvier au 31 décembre 2011 "
"SOCIÉTÉ ENVIRONNEMENTALE CôTE-DES-NEIGES ","3 295,00$","Sondage sur l'implantation des bacs roulants dans les immeubles de 9 logements et plus "
"SOCIÉTÉ ENVIRONNEMENTALE CôTE-DES-NEIGES ","180 000,00$","Contribution financière pour réaliser le programme Éco-quartier dans Côte-des-Neiges "
"SOCIÉTÉ ENVIRONNEMENTALE CôTE-DES-NEIGES ","117 000,00$","Convention pour réaliser un projet visant une gestion humanitaire et environnementale des biens disposés en bordure de rue lors d'une éviction "
"SOCIÉTÉ ENVIRONNEMENTALE CôTE-DES-NEIGES ","7 698,25$","Gestion et entretien des sites de compostage communautaires "
"SOGEP, SOCIÉTÉ DE GESTION D’ÉQUIPEMENTS PUBLICS ","1 067 857,25$","Contrat de gestion – édifice du centre sportif de Notre-Dame-de-Grâce "
"(S.P.C.A) SOCIÉTÉ POUR LA PRÉVENTION DE LA CRUAUTÉ ENVERS LES ANIMAUX ","82 370,17$","Interventions pour animaux domestiques et faune – 4 mai au 31 décembre 2011 "
"(S.P.C.A) SOCIÉTÉ POUR LA PRÉVENTION DE LA CRUAUTÉ ENVERS LES ANIMAUX ","115 473,75$","Interventions pour animaux domestiques et faune – Année 2012 "
"(S.P.C.A) SOCIÉTÉ POUR LA PRÉVENTION DE LA CRUAUTÉ ENVERS LES ANIMAUX ","5 000,00$","Programme CSRM et projets communautaires pour l'année 2012 "
"ST-GERMAIN ÉGOUTS ET AQUEDUCS INC. ","15 496,71$","Pièces pour le programme de réfection routière 2011 "
"ST-GERMAIN ÉGOUTS ET AQUEDUCS INC. ","3 986,66$","Chambres de vanne et dalles réductrices "
"ST-GERMAIN ÉGOUTS ET AQUEDUCS INC. ","10 770,40$","Pièces d’aqueduc "
"TECHNIPARC ","37 632,56$","Contrat pour la réalisation des travaux de réfection du terrain de soccer du parc Gilbert-Layton "
"TECHNIPARC ","127 006,56$","Contrat pour la réalisation des travaux de réfection du miniterrain de soccer du parc MacDonald "
"TECHSPORT INC. ","2 644,92$","Achat et installation d’un jeu sur ressort, coccinelle, pour remplacer un jeu non conforme, dans l'aire de jeux des enfants de 18 mois à 5 ans au parc de la Savane "
"TECHSPORT INC. ","73 579,00$","Fourniture et installation de modules de jeux pour des enfants de 6 à 12 ans au parc Loyola "
"TERMACO LTÉE ","29 437,93$","Aménagement d'une fourgonnette Dodge Sprinter "
"TERMACO LTÉE ","20 908,16$","Fourniture d'une bouilloire à vapeur de 60 lb/h "
"TESSIER RÉCRÉO-PARC INC. ","23 817,54$","Contrat pour la fourniture de composantes de jeux pour le parc de la Savane, afin de compléter les installations existantes pour les enfants de 5 à 12 ans "
"TESSIER RÉCRÉO-PARC INC. ","74 580,84$","Fourniture et installation de modules de jeux pour enfants de 18 mois à 5 ans au parc Loyola "
"TOSHIBA SOLUTION D'AFFAIRES ","2 178,52$","Contrat de location d'un photocopieur E-Studio 3530C direction d'arrondissement – année 2011 "
"TOSHIBA SOLUTION D'AFFAIRES ","2 780,06$","Salle d’archivage, travaux publics – photocopieur Toshiba – 2011 "
"TOSHIBA SOLUTION D'AFFAIRES ","4 399,00$","Bon de commande ouvert 2012 pour location et service du photocopieur de la direction des services administratifs "
"TOSHIBA SOLUTION D'AFFAIRES ","6 730,47$","Frais de location et d'utilisation pour l'aménagement urbain – photocopieur Toshiba CXK813541 pour 2012 "
"TOSHIBA SOLUTION D'AFFAIRES ","2 766,97$","Contrat de location pour le service des communications – photocopieur E-Studio 2330 "
"TOSHIBA SOLUTION D'AFFAIRES ","7 152,78$","Contrat de location d'un photocopieur E-Studio 3530C, pour la direction d'arrondissement pour 2012 "
"TOSHIBA SOLUTION D'AFFAIRES ","4 007,49$","Location et frais d'utilisation pour 2012 d'un photocopieur E-Studio 3530c, division des permis "
"TOSHIBA SOLUTION D'AFFAIRES ","2 199,50$","Bon de commande ouvert 2012 pour les frais de location et de service pour le photocopieur du bureau des élus "
"TOSHIBA SOLUTION D'AFFAIRES ","7 370,38$","Location d'un photocopieur, direction travaux publics 2012 "
"TOSHIBA SOLUTION D'AFFAIRES ","7 186,87$","Salle d'archivage, travaux publics – photocopieur Toshiba – 2012 "
"TOSHIBA SOLUTION D'AFFAIRES ","3 316,85$","Facturation 2012 – photocopieur, division des ressources humaines "
"TOSHIBA SOLUTION D'AFFAIRES ","5 610,93$","Frais de location et d'entretien pour deux photocopieurs à la bibliothèque Côte-des-Neiges "
"TOSHIBA SOLUTION D'AFFAIRES ","5 114,95$","Photocopieurs, direction de la Culture, des Sports, des Loisirs et du développement social "
"TRAFFIC LOGIX ","23 854,58$","Mesures d'atténuation de la circulation "
"TRAFFIC LOGIX ","2 612,03$","Achat d'un afficheur de vitesse SP100 – Projet rue Paré "
"TRAFFIC LOGIX ","6 271,91$","Afficheurs de vitesse incluant ancrage, transport et installation, rue Brighton et rue Benny "
"TRAFFIC LOGIX ","4 084,69$","Mesure d'atténuation de la circulation sur la rue Oxford "
"TRAFFIC LOGIX ","8 082,24$","Speed table – diverses rues "
"TRANSVRAC MONTRÉAL LAVAL INC. ","277 370,23$","Contrat de transport de neige T71 – hiver 2011/2012 "
"VDM-ARR ROSEMONT LA PETITE-PATRIE ","19 192,53$","Installation de panneaux de signalisation, mesures d'atténuation de la circulation "
"VDM-ARR ROSEMONT LA PETITE-PATRIE ","4 784,32$","Installation de signalisation pour dos d'âne – Bedford et Rosedale "
"VDM-ARR ROSEMONT LA PETITE-PATRIE ","3 170,57$","Installation de trois lampadaires complets au parc Nelson-Mandela "
"VDM-ARR ROSEMONT LA PETITE-PATRIE ","3 352,28$","Marquage de la chaussée pour les rues Marcil, Benny, Michel-Bibaud, Westmore et Prud'homme "
"VDM-COMMISSION DES SERVICES ÉLECTRIQUES ","4 931,35$","Déplacement de deux bases de lampadaire Lucerne/Jean-Talon "
"VDM-COMMISSION DES SERVICES ÉLECTRIQUES ","10 485,64$","Déplacement de lampadaires Maisonneuve/Harvard "
"VDM-COMMISSION DES SERVICES ÉLECTRIQUES ","4 657,76$","Déplacement de lampadaires au 5501, rue Saint-Jacques Ouest "
"VDM-COMMISSION DES SERVICES ÉLECTRIQUES ","7 116,69$","Déplacement d'une base d'éclairage, Côte-Saint-Luc/Décarie "
"VDM-COMMISSION DES SERVICES ÉLECTRIQUES ","8 563,74$","Déplacement d'une base d'éclairage, rue Lavoie/Mackenzie "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","2 591,47$","Travaux électriques – remplacement d'un panneau de 32 circuits près de la rue Saint-Jacques "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","2 210,23$","Ajout d'éclairage – installation d’une prise pour véhicule électrique "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","12 276,98$","Modification au local des employés et à l'accès aux toilettes du sous-sol, au grand chalet du parc de Kent "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","3 512,83$","Installation de plusieurs prises de courant pour les souffleuses dans le garage non chauffé "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES)","5 270,88$","Travaux de rénovation des toilettes des hommes et des femmes au pavillon du parc de Kent "
"VILLE de MONT-ROYAL ","110 000,00$","Entente – Secteur Glenmount – Services sports, loisirs et bibliothèque – Année 2012 "
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION ","57 488,00$","Contribution financière 2012 – Activités loisirs "
