,,"Le Manoir : étude géotechnique concernant le réaménagement, la rénovation et la mise aux normes du gymnase et du dojo ","10 083,30"
SOLUTIONS GRAFFITI,Entente 1262846,Contrat d'enlèvement de graffitis sur le domaine privé ,"39 404,23"
(S.P.C.A.) SOCIÉTÉ POUR LA PRÉVENTION DE LA CRUAUTÉ ENVERS LES ANIMAUX,,Service de fourrière et de contrôle animal ,"183 600,00"
TABASKO COMMUNICATIONS INC.,,Impression du dépliant de la programmation d'hiver 2019 du Centre communautaire NDG ,"2 690,42"
,,"Montage graphique, mise en page et conception graphique des fiches d'urbanisme ","2 750,20"
,,Divers projets de graphisme ,"4 607,04"
,,Achat d'une licence FONT MONT ,"7 272,16"
,,Contrat annuel de service d'infographie et de graphisme - divers projets ,"11 497,49"
,,Montage graphique et impression « Panneau parc Loyola » ,"13 584,29"
,,Montage graphique et visuels pour le conseil jeunesse ,"20 956,50"
TELTECH TÉLÉCOMMUNICATION INC.,Entente 1225128,Signalisation pour le bureau technique,"2 299,50"
,,Signalisation pour l'aqueduc - année 2017 ,"6 692,18"
,,Signalisation pour l'aqueduc - année 2018 ,"34 492,50"
TERRASSEMENT LIMOGES ET FILS,,Parc Place de Darlington : travaux d'aménagement d'un nouveau parc à chiens ,"256 661,31"
TESSIER RÉCRÉO-PARC INC.,,Contrat d'ouverture/fermeture des jeux d'eau du parc Van Horne et de la Savane ainsi que la réparation des jeux d'eau pour l'été ,"6 450,10"
,,Parc de la Confédération : achat d'équipements de jeux accessibles dans le projet de réaménagement de l'aire de jeu des 2 - 5 ans ,"24 999,01"
,,Installation et fourniture de mobilier urbain pour le chemin de la Côte-des-Neiges entre le chemin Queen-Mary et le boulevard Édouard-Montpetit ,"67 048,82"
,,Parc McDonald : fourniture de modules de jeux d'eau dans le projet de transformation de la pataugeoire en jeux d'eau ,"102 979,36"
TRANSPORT MOTTILLO ET FILS INC.,,Travaux de réparation de drains privés,"59 039,65"
TRANSVRAC MONTRÉAL LAVAL INC.,,Contrat de transport de terre en vrac et d'autres matériaux,"53 242,61"
TREMPRO CONSTRUCTION INC.,,Centre communautaire de loisir de la Côte-des-Neiges : travaux de réfection de la maçonnerie,"334 277,59"
UNIBÉTON,Entente 1196052,Béton prémélangé pour l'aqueduc,"52 955,17"
,,Béton prémélangé pour la voirie ,"98 878,49"
VILLE MONT-ROYAL,,"Entente secteur Glenmount: échange de services de sports, de loisirs et de bibliothèques ","155 216,24"
VORTEX STRUCTURES AQUATIQUES INTERNATIONALES INC.,,Parc Le Triangle : fournitures des modules de jeux d'eau pour le nouveau parc du secteur Le Triangle ,"85 008,49"
WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION,,Contribution financière : activités de sports et de loisirs ,"20 000,00"
,,Contribution financière : activités de loisir 2018 ,"57 488,00"
WM QUÉBEC INC.,Entente 1253901,Site d'élimination pour la disposition des résidus de balais et des dépôts à neige ,"199 626,21"
XO CONSTRUCTION INC. ,,Le Manoir : travaux de remplacement des fenêtres et autres travaux connexes ,"696 616,91"
XYLÈME INC.,,"Service d'abattage, d’émondage et d’élagage d'arbres ","28 743,74"
2946-8980 QUÉBEC INC. ,,Fourniture et installation de supports à vélos - Bureau d'arrondissement ,"2 286,08"
,,Stationnement de juillet à décembre 2018 ,"20 160,87"
,,Stationnement de janvier à juin 2018 ,"20 160,87"
PLUSIEURS OBNL (21),,"Contributions financières : entente entre la Ville et le ministère du Travail, de l'Emploi et de la Solidarité sociale (MTESS) - Programme « Alliance pour la solidarité »","482 042,00"
PLUSIEURS OBNL (11) ,,Contributions financières provenant de la Ville pour le Programme politique de l'enfant ,"216 626,00"
TOTAL :,,,"87 818 142,65"
