"List of contracts of $25,000 or more",,
"Awarded June 1st, 2010 to May 31, 2011",,
,,
,,
"Supplier","Amount","Description"
"NORTRAX ","$197,915.20","Leasing of four wheel loaders for 25 months at five months per year for the months of January, February, March, November and December 2011 "
"NORTRAX ","$215,671.50","Leasing of four John Deere motor graders for five months (January, February, March, November and December 2011). "
"NORTRAX ","$4,357.00","Loan and replacement of four quick-attach hitches for the four leased John Deere wheeled loaders "
"NORTRAX ","$4,901.63","Annual inspection of a wheeled loader (unit 437-11074) "
"NORTRAX ","$195,955.23","Supply of an articulated wheeled loader with 3 cu. yd. bucket "
"OCTANE INC. ","$8,205.77","Professional graphic design fees – Policy to Adopt a Healthy Lifestyle – Part 1 "
"OCTANE INC. ","$11,696.35","Branding of the Namur – Jean-Talon sector – Professional fees "
"OCTANE INC. ","$7,392.84","Mayor’s report "
"OCTANE INC. ","$16,664.17","Triangle communication plan, consulting services and design of communication tools "
"OCTANE INC. ","$21,785.00","Design of the Citizens’ newsletter "
"OCTANE INC. ","$7,730.98","Policy to Adopt a Healthy Lifestyle (Part 2) – Professional fees "
"ONOMAT CANADA INC. ","$5,551.57","Publi-Adapt signs and telescopic installation tool "
"ONOMAT CANADA INC. ","$23,038.33","Publi-Adapt signs and transportation bins "
"ONOMAT CANADA INC. ","$19,313.16","Production of plates with velcro "
"PAVAGE C.S.F. INC. ","$89,832.91","Construction of a pedestrian crossing on Mountain-Sights Avenue "
"PAYETTE ET SIMMS INC. ","$85,060.84","Printing of four issues of “Le Citoyen”, the official newsletter of the CDN-NDG borough "
"PLANIA INC. ","$11,812.32","Professional landscaping architectural services for redevelopment work at Jean-Brillant Park "
"PLANIA INC. ","$17,260.00","Professional landscaping architectural services for redevelopment work at Loyola Park "
"PLANIA INC. ","$21,575.00","Professional landscaping architectural services for redevelopment work at Gilbert-Layton Park "
"PLANIA INC. ","$19,061.88","Professional landscaping architectural services for the restoration of the mini-soccer field at "
"PLANIA INC. ","$11,437.12","Professional landscaping architectural services for irrigation work at the large soccer field at Gilbert-Layton Park (Phase II) "
"PRÉVENTION NOTRE-DAME-DE-GRACE ","$125,000.00","Financial contribution – Montréal Net 2010 "
"PRÉVENTION NOTRE-DAME-DE-GRACE ","$3,167.50","Implementation of recycling pick-ups for nine and more housing units "
"PRÉVENTION NOTRE-DAME-DE-GRACE ","$242,800.00","2011 financial contribution "
"PRÉVENTION NOTRE-DAME-DE-GRACE ","$7,500.00","2011 financial contribution "
"PRÉVENTION NOTRE-DAME-DE-GRACE ","$145,000.00","2011 Eco-Quartier agreement "
"PRODUCTION ÉQUINOXE ","$16,181.25","Outstanding Citizen Awards – June 2010 "
"PRODUCTION ÉQUINOXE ","$3,236.25","Equipment rental "
"PRODUCTION ÉQUINOXE ","$13,642.86","Outstanding Citizen Awards – May 2011 "
"PRO-MIX BÉTON INC. ","$9,578.61","Purchase of cement concrete – summer 2010 "
"PRO-MIX BÉTON INC. ","$32,263.26","PRR – Non-shrink backfill – summer 2010 "
"PRO-MIX BÉTON INC. ","$18,970.92","Non-shrink backfill "
"RAYMOND CHABOT GRANT THORNTON ","$71,064.15","Economic study project "
"RCI ENVIRONNEMENT INC. ","$1,533,821.33","2008-2013 Contract – pick-up and transportation of waste, cumbersome items and green waste – 2011 "
"RCI ENVIRONNEMENT INC. ","$3,986.69","Parks – Rental of chemical toilets – 2011 season "
"RELAIS CÔTE-DES-NEIGES ","$25,000.00","2010 financial contribution "
"ROBERT DEVOST ","$7,157.51","Payment of bills "
"ROBERT DEVOST ","$4,137.01","Promotion – New wheeled bin "
"ROBERT DEVOST ","$5,017.26","Printing of the 2010-2011 Directory of Sports and Recreation activities. – Brother André advertising "
"ROBERT DEVOST ","$4,315.00","Production of 14,000 stickers with the recycling logo "
"ROBERT DEVOST ","$2,481.13","Graphic creation and printing of banners "
"ROBERT DEVOST ","$23,902.50","2011 printing, graphic art and advertising contract "
"R. RACICOT LTÉE ","$70,212.74","Contract for the execution of landscaping work on the playground for children 18 months to 5 years of age at Georges-Saint-Pierre Park "
"R. RACICOT LTÉE ","$4,906.22","Pouring of a concrete slab and installation of urban furnishings within the framework of the redevelopment of the playground for children 18 months to 5 years of age at Georges-Saint-Pierre Park"
"R. RACICOT LTÉE ","$84,160.45","Contract for landscaping work on playgrounds for children 18 months to 5 years of age and 5 to 12 years of age at De La Savane Park "
"R. RACICOT LTÉE ","$5,326.05","Contract for re-profiling work on the existing path at du 6 décembre park "
"SAMARKAND ","$6,952.54","Programming of the cultural centres, Fall 2010 edition in 2 versions (Fr.+ Eng.); writing, layout, proofreading "
"SAMARKAND ","$7,845.00","Directory of 2010-2011 sports and recreation activities "
"SAMARKAND ","$4,854.38","Maps for the master plan "
"SAMARKAND ","$6,952.54","Layout of Winter-Spring 2011 cultural centre programs in 2 versions "
"SAMARKAND ","$2,281.56","Library program. Graphic design and production of a brochure "
"SDK ET ASSOCIÉS INC. ","$22,874.26","Professional structural services for the production of plans and specifications for the construction of a multipurpose track at Jean-Brillant Park "
"SDK ET ASSOCIÉS INC. ","$4,357.00","Professional engineering services for the production of an expert’s report and cost evaluation for the replacement or reinforcement of the existing salt hangar at the Madison yard"
"SERVICE D’ENTRETIEN CARLOS INC. ","$26,272.71","Housekeeping services for the 3rd floor at 2140 Madison – 2011 "
"SINTRA INC. ","$35,399.19","Emulsified asphalt (glue) PRR – 2010 "
"SOCIÉTÉ CANADIENNE DES POSTES ","$9,854.75","Le Citoyen pamphlet "
"SOCIÉTÉ CANADIENNE DES POSTES","$10,325.84","Distribution of Le Citoyen – August 2010 "
"SOCIÉTÉ CANADIENNE DES POSTES","$8,542.11","Distribution of Le Citoyen – September 2010 "
"SOCIÉTÉ CANADIENNE DES POSTES","$45,748.50","Distribution of Le Citoyen newsletter – 2011 "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES ","$7,000.00","Management and maintenance of composting sites "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES ","$4,619.50","Implementation of curbside recycling, December 2009 to December 2010 "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES ","$117,000.00","Eviction agreement "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES ","$180,000.00","2011 Éco-quartier agreement "
"SOCONEX ENTREPRENEUR GÉNÉRAL INC. ","$91,078.52","Contract for repair work on the Trenholme Centre’s facades "
"SOGEP, SOCIETE DE GESTION D’EQUIPEMENTS PUBLICS ","$35,324.15","Administration and management of the Notre-Dame-de-Grâce Sports Centre "
"SOGEP, SOCIETE DE GESTION D’EQUIPEMENTS PUBLICS ","$19,863.77","Equipment – Notre-Dame-de-Grâce Sports Centre "
"SOGEP, SOCIETE DE GESTION D’EQUIPEMENTS PUBLICS ","$1,031,959.37","Management contract – Notre-Dame-de-Grâce Sports Centre building "
"STEEL COMPONENTS PRODUITS MÉTALLIQUES INC. ","$21,785.00","Bologna trash receptacles "
"STEEL COMPONENTS PRODUITS MÉTALLIQUES INC. ","$4,901.63","Purchase of trash receptables with steel basket for pilot project "
"STELEM INC. ","$20,037.78","Correlator "
"STELEM INC. ","$7,466.81","Radiodetection pipe locator "
"STORES J. FAUTEUX INC. ","$6,479.95","Blinds for 5160 Decarie Blvd. "
"STORES J. FAUTEUX INC. ","$23,756.55","Purchase and installation of blinds for the pool at the Notre-Dame-de-Grâce Sports Centre "
"TECHNIPARC ","$206,456.11","Contract for repair work on the soccer field at Gilbert-Layton Park "
"TECHNIPARC ","$87,919.72","Contract for repair work on baseball fields No. 1 and 2 at Loyola Park "
"TECHSPORT INC. ","$6,694.73","Purchase of three games on springs within the framework of the redevelopment of playgrounds for children 18 months to 5 years of age at Georges Saint-Pierre Park "
"TECHSPORT INC. ","$73,771.94","Contract for the supply and installation of play modules for children 18 months to 5 years of age at Van Horne Park "
"TECHSPORT INC. ","$42,958.48","Contract for the supply and installation of play modules for children 18 months to 5 years of age at Darlington Park "
"TECHSPORT INC. ","$11,840.36","Purchase of an X-wave game within the framework of the redevelopment of play areas at Van Horne Park "
"TESSIER RECREO-PARC INC. ","$52,559.40","Supply and installation of play modules for children 18 months to 5 years of age at Georges Saint-Pierre Park "
"TESSIER RECREO-PARC INC. ","$21,487.35","Addition of game components on an existing module for children 18 months to 5 years of age at De La Savane Park "
"TESSIER RECREO-PARC INC. ","$3,845.74","Slider bed – Parks "
"TESSIER RECREO-PARC INC. ","$10,472.50","Purchase of two slides at the Bedford School Park "
"TESSIER RECREO-PARC INC. ","$7,650.14","Purchase of a game: climbing rock wall within the framework of the redevelopment of playgrounds at Van Horne Park "
"TESSIER RECREO-PARC INC. ","$90,744.15","Supply of water game modules and water distribution system for water games at De La Savane Park"
"TOSHIBA SOLUTION D’AFFAIRES ","$2,164.25","Contract for the rental of an e-Studio 3530 photocopier – including large capacity tray (2,500 sheets), two-sided unit, colour printing card, digital colour card, fax "
"TOSHIBA SOLUTION D’AFFAIRES ","$2,938.79","36-month contract for the rental of an e-Studio 2330 photocopier, fax card, finisher (replacing model E-Studio 281, serial no. CDK629977) "
"TOSHIBA SOLUTION D’AFFAIRES ","$3,503.03","2011 billing – photocopier "
"TOSHIBA SOLUTION D’AFFAIRES ","$3,036.83","Rental and maintenance costs for library photocopiers "
"TOSHIBA SOLUTION D’AFFAIRES ","$9,211.80","Photocopiers at 5160 Decarie, Suite 400 "
"TOSHIBA SOLUTION D’AFFAIRES ","$8,844.71","2011 charges for the rental and use of a Toshiba CXK813541 photocopier "
"TOSHIBA SOLUTION D’AFFAIRES ","$4,361.36","Contract for the rental of an e-Studio 3530C photocopier, serial number CFZ017672 "
"TOSHIBA SOLUTION D’AFFAIRES ","$2,723.13","Rental and service charges for the photocopier in the office of elected officials "
"TOSHIBA SOLUTION D’AFFAIRES ","$2,845.12","Photocopier – Roads Department Directorate – 2011 "
"TOSHIBA SOLUTION D’AFFAIRES ","$2,830.28","Photocopier – Roads Department Dispatch office – 2011 "
"TOSHIBA SOLUTION D’AFFAIRES ","$4,357.00","Rental and service charges for the photocopier in the Town Clerk and administrative services offices "
"TOSHIBA SOLUTION D’AFFAIRES ","$2,553.21","60-month rental of an e-Studio 3530c photocopier – 2011 "
"TOSHIBA SOLUTION D’AFFAIRES ","$4,335.22","Archives room – Toshiba photocopier – 2011 "
"TRAFIC INNOVATION INC. ","$4,802.60","Installation of removable speed bumps "
"TRAFIC INNOVATION INC. ","$15,633.24","Lit pedestrian crossing sign (school) and accessories "
"TRAFIC INNOVATION INC. ","$2,416.51","Removal of speed bumps "
"TRAFIC INNOVATION INC. ","$9,807.17","Installation of bollards, Girouard Street "
"TRANSVRAC MONTRÉAL LAVAL INC. ","$181,010.92","Snow transportation contract – winter 2010/2011 "
"TRANSVRAC MONTRÉAL LAVAL INC. ","$239,956.13","Snow transportation contract – winter 2010/2011 "
"TRANSVRAC MONTRÉAL LAVAL INC. ","$275,736.75","Snow transportation contract – winter 2010/2011 "
"VALGEAU INC. ","$57,110.39","Contract for the development of a petanque court at Kent Park "
"VALGEAU INC. ","$3,452.00","Expansion of a concrete slab within the framework of the water games project at Kent Park "
"VDM-ACHATS PTI-CSP ","$3,960.00","Purchase of urban furnishings within the framework of the redevelopment of the petanque court and water games at Jean-Brillant Park "
"VDM-ACHATS PTI-CSP ","$22,980.00","Purchase of urban furnishings for the wading pool at Kent Park, within the framework of the park improvement program "
"VDM-ACHATS PTI-CSP ","$13,220.00","Purchase of urban furnishings for the development of a new picnic area at MacKenzie-King Park "
"VDM-ACHATS PTI-CSP ","$9,260.00","Purchase of urban furnishings for the development of a petanque court at Kent Park "
"VDM-ACHATS PTI-CSP ","$10,890.00","Purchase of urban furnishings for the Châteaufort community gardens "
"VDM-ACHATS PTI-CSP ","$6,991.22","Purchase of urban furnishings for the redevelopment of the playground for children 18 months to 5 years of age at Georges Saint-Pierre Park "
"VDM-ACHATS PTI-CSP ","$18,551.22","Purchase of urban furnishings for the redevelopment of playgrounds at Van Horne Park "
"VDM-ACHATS PTI-CSP ","$9,610.00","Purchase of urban furnishings for the redevelopment of playgrounds at Darlington Park "
"VDM-ACHATS PTI-CSP ","$17,850.00","Purchase of urban furnishings for Notre-Dame-de-Grâce Park "
"VDM-ACHATS PTI-CSP ","$16,770.00","Purchase of urban furnishings for Georges Saint-Pierre Park "
"VDM-ACHATS PTI-CSP ","$12,870.00","Purchase of urban furnishings for Kent Park "
"VDM-ARR. de ROSEMONT—la PETITE-PATRIE ","$9,560.00","2009-2010 installation and removal of 85 banners "
"VDM-ARR. de ROSEMONT—la PETITE-PATRIE ","$2,023.48","2010 speed bump signs "
"VDM-ARR. de ROSEMONT—la PETITE-PATRIE ","$2,398.41","Installation of speed reduction signs – 2010 "
"VDM-ARR. de ROSEMONT—la PETITE-PATRIE ","$26,137.02","Street marking "
"VDM-DIVISION DE LA SÉCURITÉ (DIRECTION DES IMMEUBLES) ","$2,469.83","Addition of a dome camera with screen at the Accès Montréal office "
"VDM-DIVISION DE LA SÉCURITÉ (DIRECTION DES IMMEUBLES)","$3,370.55","Supervision of work on entrances to the library and cultural centre, providing access to all of the building’s electrical rooms, as needed, from 18-10-2010 to 31-10-2010. "
"VDM-DIVISION DE LA SÉCURITÉ (DIRECTION DES IMMEUBLES)","$21,856.29","Installation of four outdoor and 6 indoor cameras "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES) ","$3,328.27","Installation of an air conditioner "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES) ","$7,679.61","Fit-up – building fund – internal billing "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES) ","$7,481.16","Construction of a new partition – internal billing "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES) ","$5,406.61","Fit-up – building fund – internal billing "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES) ","$23,311.17","Ceiling repairs – internal billing "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES) ","$2,774.30","Installation of two electrical panels – building fund – internal billing "
"VDM-SECTION GESTION DE L’ENTRETIEN OUEST (DIRECTION DES IMMEUBLES) ","$7,185.20","Replacement of two doors and door frames at the Georges St-Pierre Park chalet "
"VILLE DE MONT-ROYAL ","$68,619.06","Agreement, Glenmount sector – January to June 2010 "
"VILLE DE MONT-ROYAL ","$110,000.00","Billing period: July 1st to December 31, 2010 – Glenmount sector "
"VILLE DE MONT-ROYAL ","$47,504.75","Use of sports, recreation and library facilities by residents of the Glenmount sector – 2011 agreement "
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION ","$30,243.75","2011 financial contribution "
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION ","$44,541.25","2011 financial contribution "
"WILLY HAECK & FILS INC. ","$16,034.80","2010 annual flowers – Parks "
"WILLY HAECK & FILS INC. ","$11,186.35","2011 annual flowers "
