"Liste des contrats de 25 000 $ et plus",,
"Octroyés du 1er juin 2008 au 31 mai 2009",,
,,
,,
"Nom du fournisseur","Montant du contrat","Description du bon de commande"
"OCTANE INC.","4 207,13 $","Savoir-faire "
"OCTANE INC.","17 260,00 $","Savoir-faire "
"PAVAGE A.T.G. INC.","1 035 464,30 $","Reconstruction trottoirs et bordures PRR 2008 "
"PLANI-CITE INC.","64 088,54 $","Services professionnels en architecture du paysage pour le réaménagement et la réfection d’installations sportives au parc de Kent – secteur est "
"PRÉVENTION NOTRE-DAME-DE-GRÂCE","20 000,00 $","Contribution financière 2008 à Prévention Notre-Dame-de-Grâce pour l’organisation du Festival des arts urbain de CDN—NDG "
"PRÉVENTION NOTRE-DAME-DE-GRÂCE","30 000,00 $","Versement de contribution financière non récurrente afin de poursuivre l’intervention du travailleur de milieu dans le secteur Walkley-Montclair-Fielding "
"PRÉVENTION NOTRE-DAME-DE-GRÂCE","36 250,00 $","Contribution financière du 1er octobre au 31 décembre 2008 "
"PRÉVENTION NOTRE-DAME-DE-GRÂCE","3 289,00 $","Entretien terrain de basketball Coronation "
"PRÉVENTION NOTRE-DAME-DE-GRÂCE","242 800,00 $","Contribution financière 2009 "
"PRÉVENTION NOTRE-DAME-DE-GRÂCE","30 000,00 $","Contribution financière "
"PRÉVENTION NOTRE-DAME-DE-GRÂCE","15 000,00 $","Contribution financière "
"P.R. MAINTENANCE INC. ","17 686,37 $","Contrat PR maintenance 2008-2009 2140 Madison "
"P.R. MAINTENANCE INC.","17 686,37 $","Entretien ménager 2140 Madison janvier à juin 2009 "
"RCI ENVIRONNEMENT INC.","6 559,88 $","Contrat de collecte de déchets "
"RCI ENVIRONNEMENT INC.","601 348,56 $","Contrat collecte et transport des déchets, objets volumineux et résidus verts – année 2009 "
"RCI ENVIRONNEMENT INC.","4 224,48 $","Location de toilettes portatives pour la saison 2009 "
"RCM ENVIRONNEMENT INC.","152 566,13 $","Contrat collecte, transport et élimination des déchets domestiques – année 2008 "
"RCM ENVIRONNEMENT INC.","5 069,72 $","Contrat collecte, transport et élimination des déchets domestiques – année 2008 "
"RCM ENVIRONNEMENT INC.","6 898,39 $","Collecte des résidus verts 2008 "
"REMPLISSAGE BEAU-TERRAIN J.L. INC.","5 393,75 $","Achat de terre "
"REMPLISSAGE BEAU-TERRAIN J.L. INC","5 393,75 $","Achat de terre "
"REMPLISSAGE BEAU-TERRAIN J.L. INC","5 393,75 $","Achat de terre "
"REMPLISSAGE BEAU-TERRAIN J.L. INC","5 393,75 $","Achat de terre "
"REMPLISSAGE BEAU-TERRAIN J.L. INC","5 393,75 $","Achat de terre "
"REMPLISSAGE BEAU-TERRAIN J.L. INC","5 393,75 $","Achat de terre "
"SALVEX INC.","1 279 019,94 $","Réfection des tennis et de sa guérite, du basketball, pour l’ajout d’un nouveau jeu de netball ainsi que pour d’autres travaux complémentaires au parc de Kent "
"SERVICES MATREC INC.","31 904,03 $","Contrat pour l’élimination des déchets – année 2008 "
"SITE INTEGRATION PLUS INC.","19 114,07 $","Réfection de l’éclairage au parc Loyola "
"SITE INTEGRATION PLUS INC.","17 061,51 $","Ajout de contrôle à distance pour le parc Nelson Mandela "
"SNC-LAVALIN ENVIRONNEMENT INC.","33 449,61 $","Caractérisation des sols – construction du Complexe sportif et communautaire Benny "
"SOCIÉTÉ CANADIENNE DES POSTES","7 784,26 $","Distribution du bulletins Savoir-faire 2008 spécial Déneigement "
"SOCIÉTÉ CANADIENNE DES POSTES","9 044,28 $","Factures pour Savoir-faire "
"SOCIÉTÉ CANADIENNE DES POSTES","15 771,87 $","Factures pour Changement horaires collectes "
"SOCIÉTÉ CANADIENNE DES POSTES","8 979,31 $","Messagerie : Le Citoyen "
"SOCIÉTÉ EN COMMANDITE STRONGCO","88 595,58 $","Location d’autoniveleuse – voirie – CDN—NDG pour 3 mois "
"SOCIÉTÉ EN COMMANDITE STRONGCO","7 881,34 $","Entretien et réparation de véhicules "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES ","2 000,00 $","Contribution financière pour le projet de développement d’un plan de gestion des matières compostables pour les institutions et grands commerces alimentaires de Côte-des-Neiges "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","45 000,00 $","Contribution financière (1er octobre au 31 déc. 2008) "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","5 195,65 $","Gestion site de compostage "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","25 000,00 $","Projet pilote (éviction) "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","5 500,00 $","Campagne de propreté 2008 "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","2 598,76 $","Gestion des sites de compostages et ristournes compostières "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES ","75 000,00 $","Convention «Projet Éviction»"
"SOCIÉTÉ IMMOBILIÈRE DU CANADA CLC LIMITÉE","239 811,30 $","Subvention – entente projet Prince-of-Wales "
"(S.P.C.A) SOCIÉTÉ POUR LA PRÉVENTION DE LA CRUAUTÉ ENVERS LES ANIMAUX","50 000,00 $","Intervention d’urgence pour animaux domestiques et faune "
"STEVE FLANAGAN","5 191,50 $","Graphisme Plan Vert "
"STEVE FLANAGAN","21 948,67 $","Lancement Plan Vert "
"STEVE FLANAGAN","2 939,59 $","Organisation évènement de presse Plan Vert "
"STINSON EQUIPMENT (QUÉBEC) INC.","3 287,44 $","Bollards "
"STINSON EQUIPMENT (QUÉBEC) INC.","28 201,34 $","Bollards et accessoires "
"TEKNIKA HBA INC.","10 248,13 $","Services professionnels en ingénierie pour la démolition des installations de natation du parc Benny "
"TEKNIKA HBA INC.","4 778,52 $","Services professionnels en ingénierie pour la démolition des installations de natation du parc Benny "
"TEKNIKA HBA INC.","18 262,90 $","Services professionnels en ingénierie pour la démolition des bâtiments situés au 4230-4250 avenue Benny et au 6420-6430-6440, avenue Monkland "
"TESSIER RÉCRÉO-PARC INC.","62 756,29 $","Fourniture et installation de modules de jeux pour enfants de 6 a 12 ans au parc Georges-Saint-Pierre "
"TOSHIBA SOLUTION D’AFFAIRES","4 282,58 $","Photocopieur Toshiba e-studio 2830 couleur"
"TOSHIBA SOLUTION D’AFFAIRES","2 073,36 $","Photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 904,00 $","Photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 895,37 $","Contrat de location photocopieur – B.A.M. "
"TOSHIBA SOLUTION D’AFFAIRES","2 420,71 $","Photocopieur Contrat PQ937-01 (Location) "
"TOSHIBA SOLUTION D’AFFAIRES","2 714,14 $","Location photocopieur ress. humaines pour l’année 2009"
"TOSHIBA SOLUTION D’AFFAIRES","3 236,25 $","Photocopieur Toshiba – bureau du greffe "
"TOSHIBA SOLUTION D’AFFAIRES","1 466,02 $","Remplacement du photocopieur Toshiba"
"TOSHIBA SOLUTION D’AFFAIRES","1 078,75 $","Remplacement du photocopieur Toshiba "
"TRADUCTIONS TERRY KNOWLES INC. (LES)","1 078,75 $","Traduction documents "
"TRADUCTIONS TERRY KNOWLES INC. (LES)","1 735,65 $","Traduction documents "
"TRADUCTIONS TERRY KNOWLES INC. (LES)","3 172,12 $","Traduction du rapport de la Commission sur la circulation"
"TRADUCTIONS TERRY KNOWLES INC. (LES)","5 393,75 $","Traduction documents "
"TRADUCTIONS TERRY KNOWLES INC. (LES)","19 114,06 $","Traduction documents"
"TRAFIC INNOVATION INC.","26 429,38 $","Stèle signalisation active fixe "
"TRAFIC INNOVATION INC. ","15 154,28 $","Analyseur de trafic autonome TMS pour une voie "
"UNIBÉTON DIV CIMENT QUÉBEC INC.","8 021,60 $","Béton remblai "
"UNIBÉTON DIV CIMENT QUÉBEC INC.","3 850,07 $","Béton remblai "
"UNIBÉTON DIV CIMENT QUÉBEC INC.","1 003,25 $","Béton remblai "
"UNIBÉTON DIV CIMENT QUÉBEC INC.","4 183,40 $","Béton remblai "
"UNIBÉTON DIV CIMENT QUÉBEC INC.","2 571,74 $","Béton remblai "
"UNIBÉTON DIV CIMENT QUÉBEC INC.","3 963,33 $","Béton remblai "
"UNIBÉTON DIV CIMENT QUÉBEC INC.","1 453,08 $","Béton remblai"
"VIDOLO EXCAVATION LTD","8 306,38 $","Nettoyage site Pullman"
"VIDOLO EXCAVATION LTD","80 366,88 $","Contrat transport de rebuts par conteneurs – année 2009 "
"VILLE DE MONT-ROYAL","9 626,00 $","Entente bibliothèque, sports et loisirs – secteur Glenmount "
"VILLE DE MONT-ROYAL","75 000,00 $","Services de loisirs et de bibliothèque de Mont-Royal "
"VILLE DE MONT-ROYAL","5 574,25 $","Services de loisirs et de bibliothèque de Mont-Royal "
"VILLE DE MONT-ROYAL","80 000,00 $","Entente de services avec la Ville de Mont-Royal"
"VILLE DE MONT-ROYAL","9 053,00 $","Entente de services avec la Ville de Mont-Royal "
"VORTEX STRUCTURES AQUATIQUES INTERNATIONALES INC.","61 823,16 $","Fourniture et installation de nouveaux modules de jeux d’eau pour le réaménagement du jeu d’eau au parc Notre-Dame-de-Grâce "
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION","30 243,75 $","Contribution financière 2009"
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION","42 341,25 $","Contribution financière "
