"Liste des contrats de 25 000 $ et plus",,
"Octroyés du 1er juin 2007 au 31 mai 2008",,
,,
,,
"Nom du fournisseur","Montant du contrat","Description du bon de commande"
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","2 461,80 $","Implantation de la collecte sélective "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","2 801,10 $","Implantation de la collecte sélective "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","5 000,00 $","Contribution financière "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","105 000,00 $","Contribution financière à Éco-Quartier "
"SOCIÉTÉ ENVIRONNEMENTALE CÔTE-DES-NEIGES","2 598,36 $","Opération Montréal.net, implantation des bacs de 120 l "
"STE-CROIX PÉTROLIER ET PLUS INC.","144 439,86 $","Travaux de réfection des infrastructures de surface "
"STEVE FLANAGAN","4 026,53 $","Gestion des communications "
"STEVE FLANAGAN","21 967,78 $","Contrat de services professionnels, rédaction d’un Plan vert "
"SYSTEMATIX TECHNOLOGIES DE L’INFORMATIONS INC.","34 578,10 $","Projet géoréférencement "
"TECHSPORT INC.","2 168,72 $","Achat de jeux supplémentaires au parc de Dunkerque "
"TECHSPORT INC.","20 378,30 $","Achat de jeux pour le parc Roméo-Charrette "
"TECHSPORT INC.","2 654,59 $","Achat de jeux supplémentaires pour le parc Roméo-Charrette "
"TECHSPORT INC.","63 231,93 $","Achat de modules de jeux pour le parc de la Confédération, aire de jeux des 6 à 12 ans "
"TECHSPORT INC.","40 610,79 $","Achat, livraison et installation de jeux pour les 2-5 ans au parc de Dunkerque "
"TENNANT","53 545,92 $","Achat d’une voiturette-aspirateur "
"TESSIER RÉCRÉO-PARC INC.","43 682,73 $","Achat, livraison et installation de jeux pour les 2- 5 ans au parc Rosemary-Brown "
"TESSIER RÉCRÉO-PARC INC.","9 569,63 $","Achat, livraison et installation de balançoires pour les 6-12 ans au parc de la Confédération "
"TGA MONTRÉAL INC.","58 030,73 $","Construction de trois saillies sur Monkland "
"TOSHIBA SOLUTION D’AFFAIRES","4 640,11 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","4 551,25 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","746,68 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 679,62 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","4 371,10 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 108,07 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 664,38 $","Contrat d’entretien d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 554,66 $","Location et entretien photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","4 632,43 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 741,76 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 942,84 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 108,07 $","Contrat de service d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","3 219,00 $","Contrat annuel pour un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 345,40 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 916,60 $","Contrat d’entretien pour photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 714,14 $","Contrat de service pour photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","3 136,88 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 092,78 $","Location d’un photocopieur "
"TOSHIBA SOLUTION D’AFFAIRES","2 688,25 $","Location d’un photocopieur "
"TRADUCTIONS TERRY KNOWLES INC.","22 601,27 $","Traduction de documents et d’outils de communication "
"TRADUCTIONS TERRY KNOWLES INC.","17 607,46 $","Année 2008 - Traduction de documents et d’outils de communication "
"TRAFIC INNOVATION INC. ","38 009,20 $","Achat, livraison et installation d’un abri adjacent au bocce de Saint-Raymond "
"UNIBETON DIV. CIMENT QUÉBEC INC.","14 429,69 $","Commande annuelle "
"UNIBETON DIV. CIMENT QUÉBEC INC.","62 270,96 $","Commande annuelle "
"VALGEAU INC.","37 627,29 $","Travaux pour le réaménagement de l’aire de jeux des 2-5 ans au parc De Sousa-Mendes "
"VALORISATEURS ÉCOLOGIQUES","3 717,90 $","Sites de compostage "
"VALORISATEURS ÉCOLOGIQUES","88 875,00 $","Contribution financière à l’Éco-quartier "
"VÉLO QUÉBEC ASSOCIATION","30 942,19 $","Contrat avec Vélo-Québec "
"VIDOLO EXCAVATION LTD","235 167,50 $","Contrat de transport des rebuts par conteneur - année 2008 "
"W. CÔTÉ ET FILS LTÉE","9 175,75 $","Chasse-neige hydraulique "
"W. CÔTÉ ET FILS LTÉE","9 169,38 $","Chasse-neige hydraulique "
"W. CÔTÉ ET FILS LTÉE","70 421,88 $","Quatre chasse-neige avec harnais en acier "
"WESTHAVEN ELMHURST COMMUNITY RECREATION ASSOCIATION","72 585,00 $","Convention de partenariat "
