Date_reception_demande,Mode_recep_demande,TypePlainte,GroupeAge,sexe,Minorite_visible,Origine_ethnique,Autochtone,Source,Acheminement_Demandeur,NbrePers,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Vc,Ev_service,Ev_service2,Ev_paramunicipal,Autre_entite,Categorie,Categorie2,Categorie3,Charte_vieD,Charte_vieD2,Charte_vieD3,Charte_vieES,Charte_vieES2,Charte_vieES3,Charte_Cult,Charte_Cult2,Charte_Cult3,Charte_ActP,Charte_ActP2,Charte_ActP3,Charte_Env,Charte_Env2,Charte_Env3,Charte_Sec,Charte_Sec2,Charte_Sec3,Charte_ServMun,Charte_ServMun2,Charte_ServMun3,DelaiReponse,resultat_enquete,mode_reponse,Date_fermeture,DelaiTraitement,,, 
2015-04-29,Courriel,individu,26 à 40 ans,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-04-29,1,,,
2015-04-30,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-04-30,1,,,
2015-04-30,Téléphone,individu,Inconnu,HOMME,Inconnu,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-04-30,1,,,
2015-04-30,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-04-30,1,,,
2015-04-30,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-04-30,1,,,
2015-04-30,Téléphone,individu,Inconnu,HOMME,NON,Italien,False,Fonctionnaire,Demandeur / Mandataire,1,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-04-30,1,,,
2015-04-30,Courriel,individu,65 ans et +,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-01,2,,,
2015-05-01,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Déchet/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-01,1,,,
2015-05-01,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-01,1,,,
2015-04-30,Téléphone,personne morale,PM,PM,PM,PM,False,Parent ou ami,Demandeur / Mandataire,1,,,,,Conseil de la ville,,,,,Zonage / Urbanisme / Dérogation,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-01,2,,,
2015-04-30,Courriel,personne morale,PM,PM,PM,PM,False,Parent ou ami,Demandeur / Mandataire,1,,,,,Conseil d'agglomération,,,,,Environnement / Développement durable,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-01,2,,,
2015-05-04,Téléphone,individu,Inconnu,FEMME,NON,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-04,1,,,
2015-04-28,Courriel,individu,51 à 64 ans,HOMME,NON,Français,False,Ancien demandeur,Demandeur / Mandataire,4,,,,,,Police - Direction des opérations,,,,Nuisance,Charte - environnement, developpement durable,,,,,,,,,,,,,,Prendre des mesures visant à limiter les nuisances abusives issues du bruit,,,,,,,,,15,Réglé par médiation,Lettre,2015-07-09,50,,
2015-05-04,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,Conseil de la ville,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-04,1,,,
2015-05-03,Blogue,personne morale,PM,PM,PM,PM,False,Internet,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Propreté,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Blogue,2015-05-04,1,,,
2015-05-04,En personne,individu,41 à 50 ans,HOMME,Arabe,Marocain,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Finances - Toutes directions confondues,,,,Évaluation / Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2015-05-04,1,,,
2015-05-04,En personne,individu,41 à 50 ans,HOMME,Arabe,Marocain,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Évaluation foncière - Toutes directions donfondues,,,,Évaluation / Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2015-05-04,1,,,
2015-05-01,Courriel,individu,Inconnu,HOMME,NON,Italien,False,Internet,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Aqueduc / Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-05-04,2,,,
2015-05-01,Courriel,individu,Inconnu,HOMME,NON,Italien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (aqueduc / égout),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-05-04,2,,,
2015-05-04,Téléphone,individu,65 ans et +,HOMME,NON,Ne sait pas,False,Journal,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-04,1,,,
2015-05-05,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-05,1,,,
2015-05-05,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Aqueduc / Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-05,1,,,
2015-05-05,Téléphone,individu,26 à 40 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Ressources humaines  - Toutes directions confondues,,,,Relations de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-05,1,,,
2015-05-05,Téléphone,individu,65 ans et +,HOMME,NON,Turc,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (autre),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-05,1,,,
2015-05-04,Poste,individu,65 ans et +,FEMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Stationnement / SRRR / Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Lettre,2015-05-05,2,,,
2015-05-05,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Remorquage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-05,1,,,
2015-05-04,Poste,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé après enquête,Lettre,2015-05-08,5,,,
2015-05-06,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Relations locataire/locateur,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-06,1,,,
2015-05-06,En personne,individu,41 à 50 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2015-05-06,1,,,
2015-05-06,En personne,individu,41 à 50 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2015-05-06,1,,,
2015-05-06,Téléphone,individu,Inconnu,FEMME,Arabe,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-06,1,,,
2015-05-06,Courriel,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-07,2,,,
2015-05-06,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Refusé après enquête,Lettre,2015-05-07,2,,,
2015-05-01,Courriel,individu,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Mercier--Hochelaga-Maisonneuve,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-04,2,,,
2015-07-02,Téléphone,individu,65 ans et +,FEMME,Noir,Haitien,False,Fonctionnaire,Demandeur / Mandataire,1,Montréal-Nord,,,,,,,,,Entrée charretière,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-07-02,1,,,
2015-05-07,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-07,1,,,
2015-05-07,Courriel,individu,26 à 40 ans,FEMME,Noir,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-07,1,,,
2015-05-06,Courriel,individu,51 à 64 ans,HOMME,Inconnu,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Finances - Toutes directions confondues,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-05-07,2,,,
2015-04-24,Courriel,individu,41 à 50 ans,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Zonage / Urbanisme / Dérogation,,,,,,,,,,,,,,,,,,,,,,,,11,Plainte non fondée au mérite,Lettre,2015-05-28,24,,,
2015-05-07,En personne,individu,26 à 40 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2015-05-07,1,,,
2015-05-08,En personne,individu,65 ans et +,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2015-05-08,1,,,
2015-05-07,Courriel,individu,Inconnu,HOMME,NON,Canadien,True,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-08,2,,,
2015-05-07,Courriel,individu,51 à 64 ans,HOMME,Arabe,Tunisien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Décision judiciaire autre,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-08,2,,,
2015-05-07,Courriel,individu,41 à 50 ans,FEMME,Inconnu,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-11,3,,,
2015-04-16,Courriel,personne morale,PM,PM,PM,PM,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Finances - Toutes directions confondues,,,,Évaluation / Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,8,Plainte non fondée au mérite,Lettre,2015-05-27,29,,,
2015-05-08,Téléphone,individu,51 à 64 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Bruit,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-08,1,,,
2015-05-08,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-08,1,,,
2015-05-08,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Aqueduc / Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-08,1,,,
2015-05-08,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-08,1,,,
2015-05-08,Téléphone,individu,26 à 40 ans,FEMME,Arabe,Iranien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-08,1,,,
2015-05-12,Courriel,individu,41 à 50 ans,FEMME,NON,Canadien,False,Facebook,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-13,2,,,
2015-05-05,Courriel,individu,65 ans et +,HOMME,Inconnu,Ne sait pas,False,Ancien demandeur,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Stationnement / SRRR / Vignette,,,,,,,,,,,,,,,,,,,,,,,,21,Plainte non fondée au mérite,Lettre,2015-10-15,113,,,
2015-05-11,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Approvisionnement - Toutes directions confondues,,,,Appel d'offres / Contrat,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-11,1,,,
2015-05-11,Téléphone,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-11,1,,,
2015-05-08,Poste,individu,- 18 ans,FEMME,Noir,Haitien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Lettre,2015-05-12,3,,,
2015-05-01,Téléphone,individu,41 à 50 ans,FEMME,NON,Polonais,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Arbre,Charte - environnement, developpement durable,,,,,,,,,,,,,,Favoriser la protection de la forêt urbaine,,,,,,,,,3,Plainte non fondée au mérite,Courriel,2015-11-13,136,,
2015-05-07,OdM,OdM,OdM,OdM,OdM,OdM,False,Internet,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,Grands parcs, verdissement et Mont-Royal - Toutes directions confondues,,,,Parc et espace vert,Charte - environnement, developpement durable,,,,,,,,,,,,,,Favoriser la protection de la forêt urbaine,,,,,,,,,4,Suivi des engagements,Lettre,2015-05-25,12,
2015-05-11,Blogue,individu,Inconnu,FEMME,Inconnu,Canadien,False,Blogue,Demandeur / Mandataire,1,,,,,Conseil de la ville,,,,,Décision Conseil municipal,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Blogue,2015-05-13,3,,,
2015-05-11,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Ressources humaines  - Toutes directions confondues,,,,Relations de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-11,1,,,
2015-05-11,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Désistement avant enquête,Impossible à rejoindre,2015-05-21,8,,,
2015-05-12,Téléphone,individu,Inconnu,FEMME,NON,Américain (É-U),False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-12,1,,,
2015-05-08,Courriel,individu,26 à 40 ans,HOMME,Arabe,Syrien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-08,1,,,
2015-05-12,Téléphone,individu,65 ans et +,FEMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-12,1,,,
2015-05-12,En personne,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Mercier--Hochelaga-Maisonneuve,,,,,,,,,Circulation,Charte - environnement, developpement durable,,,,,,,,,,,,,,Prendre des mesures visant à limiter les nuisances abusives issues de la circulation,,,,,,,,,,Suivi des engagements,Lettre,2015-05-21,7,,
2015-05-12,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,Conseil d'agglomération,,,,,Relations de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-12,1,,,
2015-05-12,Téléphone,personne morale,PM,PM,PM,PM,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Directions des affaires civiles,,,,Réclamation monétaire (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-12,1,,,
2015-05-12,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-12,1,,,
2015-05-13,Téléphone,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-13,1,,,
2015-05-13,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,Société d'habitation et de développement de Montréal (SHDM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-13,1,,,
2015-05-13,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Montréal-Nord,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-05-14,2,,,
2015-05-12,Courriel,individu,41 à 50 ans,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Entrée charretière,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-05-13,2,,,
2015-05-13,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-13,1,,,
2015-05-13,Téléphone,personne morale,PM,PM,PM,PM,False,Internet,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Ruelle,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-13,1,,,
2015-05-14,Téléphone,individu,Inconnu,HOMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Relations locataire/locateur,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-14,1,,,
2015-05-14,Télécopieur,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Propreté,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-14,1,,,
2015-05-14,Courriel,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Désistement avant enquête,Courriel,2015-05-14,1,,,
2015-05-14,Courriel,individu,26 à 40 ans,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Comportement d'un employé / élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-14,1,,,
2015-05-14,En personne,individu,26 à 40 ans,HOMME,Asiatique,Vietnamien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Finances - Toutes directions confondues,,,,Taxe (sauf foncière),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2015-05-14,1,,,
2015-05-14,Courriel,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Stationnement / SRRR / Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-14,1,,,
2015-05-15,Téléphone,individu,65 ans et +,FEMME,Arabe,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Finances - Toutes directions confondues,,,,Évaluation / Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-15,1,,,
2015-05-15,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-15,1,,,
2015-05-15,Téléphone,individu,51 à 64 ans,FEMME,NON,Ukrainien,False,Internet,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-15,1,,,
2015-05-15,Téléphone,individu,Inconnu,GC,NON,Français,False,Internet,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-15,1,,,
2015-05-15,Courriel,individu,41 à 50 ans,HOMME,NON,Russe,False,Inconnu,Demandeur / Mandataire,1,,,,,,,Police - Direction des opérations,,,Infraction à une loi,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2015-05-15,1,,,
2015-05-15,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-05-19,2,,,
2015-05-15,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Mise en valeur du territoire - Direction de l'habitation,,,,Subvention autre que logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-05-15,1,,,
2015-05-15,En personne,individu,41 à 50 ans,FEMME,NON,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Cour municipale,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2015-05-15,1,,,
2015-05-15,Téléphone,individu,65 ans et +,HOMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Désistement avant enquête,,2015-05-15,1,,,
2015-05-15,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-15,1,,,
2015-05-15,Téléphone,individu,65 ans et +,FEMME,Asie du Sud (tamouls, pakis, hindous),Indien de l'Inde,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Salubrité et entretien (moisissure),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2015-05-15,1,
2015-05-15,Courriel,individu,51 à 64 ans,HOMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Sécurité incendie - Toutes directions confondues,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2015-05-19,2,,,
2015-05-15,Téléphone,individu,Inconnu,FEMME,Asie du Sud (tamouls, pakis, hindous),Indien de l'Inde,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Relations locataire/locateur,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2015-05-15,1,
