Date_reception_demande,type_intervention,Ev_arrondissement,Ev_arrond2,Ev_service,Ev_service1,Ev_paramunicipal,societe_controle_concernee,Autre_entite,Categorie,Engagement_Charte_mtl_droits_respons,Engagement_Charte_mtl_droits_respons2,GroupeAge,Sexe,Origine_ethnique,Minorite_visible,Autochtone 
2019-03-18,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-03-19,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Canadien,NON,Non
2019-03-19,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Services aux citoyens - Communication/Informations,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-03-20,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Nuisance - Bruit,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-03-20,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,HOMME,Pays inconnu,Asiatique,Non
2019-03-20,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-03-20,Refusée sans enquête,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Animal,,,Inconnu,HOMME,Grec,NON,Non
2019-03-20,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-03-21,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Pays inconnu,"Asie du Sud (tamouls, pakis, hindous)",Non
2019-03-21,Refusée sans enquête,Montréal-Nord,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,PM,PM,PM,PM,Non
2019-03-21,Enquête approfondie,Montréal-Nord,,,,,,,Immeuble - Salubrité - Insectes,Charte - vie économique et sociale,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-03-21,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Immeuble - Salubrité - Moisissures,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-03-21,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Nuisance - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-03-22,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-03-22,Refusée sans enquête,Le Sud-Ouest,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,26 à 40 ans,HOMME,Chinois,Asiatique,Non
2019-03-22,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Salubrité - Autre ou Combinaison,,,Inconnu,FEMME,Canadien,NON,Non
2019-03-22,Refusée sans enquête,Le Sud-Ouest,,,,,,,Nuisance - Autre ou Combinaison,,,26 à 40 ans,HOMME,Chinois,Asiatique,Non
2019-03-22,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-03-23,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,TP - Déneigement,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-03-25,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Pays inconnu,Arabe,Non
2019-03-25,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-03-25,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Nuisance - Autre ou Combinaison,,,PM,PM,PM,PM,Non
2019-03-25,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-03-25,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,TP - Compostage/Déchets/Recyclage,,,41 à 50 ans,FEMME,Algerien,Arabe,Non
2019-03-25,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Sécurité - Autre qu'incendie,,,41 à 50 ans,FEMME,Algerien,Arabe,Non
2019-03-25,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Frais/Perception (en lien avec jugement),,,Inconnu,HOMME,Haitien,Noir,Non
2019-03-26,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-03-26,Refusée sans enquête,Le Sud-Ouest,,,,,,,Dommage matériel - Demande de réparation,,,51 à 64 ans,FEMME,Pays inconnu,Inconnu,Non
2019-03-26,Refusée sans enquête,Le Sud-Ouest,,,,,,,Ruelle,,,51 à 64 ans,FEMME,Bangladais,"Asie du Sud (tamouls, pakis, hindous)",Non
2019-03-26,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-03-26,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Constat - Stationnement,,,18 à 25 ans,FEMME,Canadien,NON,Non
2019-03-26,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,Immeuble - Salubrité - Autre ou Combinaison,,,Inconnu,FEMME,Canadien,NON,Non
2019-03-26,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Arbre,,,65 ans et +,HOMME,Canadien,NON,Non
2019-03-26,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,Éthique,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-03-26,Enquête approfondie,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),Charte - services municipaux,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-03-26,Enquête approfondie,Le Sud-Ouest,,,,,,,TP - Aqueduc / Égout,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-03-27,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-03-27,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Canadien,NON,Non
2019-03-27,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Pays inconnu,NON,Non
2019-03-27,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-03-27,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Agent de la paix - DAO (excluant comportement),,,Inconnu,HOMME,Canadien,NON,Non
2019-03-27,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Grec,NON,Non
2019-03-27,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,Immeuble - Salubrité - Autre ou Combinaison,Charte - vie économique et sociale,,65 ans et +,HOMME,Grec,NON,Non
2019-03-27,Enquête approfondie,,,Finances - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,65 ans et +,HOMME,Canadien,NON,Non
2019-03-28,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-03-28,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,Police - Toutes direstions confondues,,,,,Remorquage,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-03-28,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Français,NON,Non
2019-03-28,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Immeuble - Entretien,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-03-28,Refusée sans enquête,Outremont,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Canadien,NON,Non
2019-03-28,Enquête approfondie,Le Plateau-Mont-Royal,,,,,,,Nuisance - Autre ou Combinaison,"Charte - environnement, developpement durable",Charte - sécurité,PM,PM,Canadien,PM,Non
2019-03-29,Refusée sans enquête,Verdun,,,,,,,Accès à l'information,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-03-29,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Jugement ,,,26 à 40 ans,FEMME,Pays inconnu,Inconnu,Non
2019-03-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-03-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-03-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-04-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-04-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-04-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-01,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-04-02,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Sécurité - Autre qu'incendie,,,65 ans et +,FEMME,Canadien,NON,Non
2019-04-02,Refusée sans enquête,Ville-Marie,,Gestion et planification immobilière - Toutes directions confondues,,,,,Ruelle,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-04-02,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Grec,NON,Non
2019-04-03,Refusée sans enquête,Ville-Marie,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-03,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Pays inconnu,Noir,Non
2019-04-03,Refusée sans enquête,,,,,,,,Constat - Stationnement,,,65 ans et +,HOMME,Canadien,NON,Non
2019-04-03,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Frais/Perception (en lien avec jugement),,,26 à 40 ans,HOMME,Indien de l'Inde,"Asie du Sud (tamouls, pakis, hindous)",Non
2019-04-03,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-04-03,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-03,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-03,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-04,Analyse/enquête sommaire,,,,,Office municipal d'habitation de Montréal (OMHM),,,Logement social/abordable - Accès,,,41 à 50 ans,HOMME,Marocain,Arabe,Non
2019-04-04,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-04,Refusée sans enquête,Ville-Marie,,Environnement - Toutes directions confondues,,,,,Immeuble - Salubrité - Insectes,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-04-04,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-04,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,TP - Aqueduc / Égout,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-04,Refusée sans enquête,Le Plateau-Mont-Royal,,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,,Services aux citoyens - Communication/Informations,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-04-05,Refusée sans enquête,Ville-Marie,,,,,,,Sécurité - Autre qu'incendie,,,65 ans et +,FEMME,Canadien,NON,Non
2019-04-05,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,HOMME,Canadien,NON,Non
2019-04-05,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,Domaine public - Occupation,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-04-05,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-04-05,Enquête approfondie,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Entretien,"Charte - environnement, developpement durable",,41 à 50 ans,HOMME,Marocain,Arabe,Non
2019-04-05,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,65 ans et +,HOMME,Canadien,NON,Non
2019-04-07,Analyse/enquête sommaire,,,Affaires juridiques - Direction des affaires civiles,,,,,Services aux citoyens - Délai/Procédure,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-04-08,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,TP - Compostage/Déchets/Recyclage,,,65 ans et +,FEMME,Canadien,NON,Non
2019-04-08,Refusée sans enquête,Montréal-Nord,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-04-08,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Arabe,Non
2019-04-08,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Agent de la paix - DAO (excluant comportement),,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-04-08,Analyse/enquête sommaire,,,Technologies de l'information - Toutes directions confondues,,,,,Services aux citoyens - Délai/Procédure,,,PM,PM,PM,PM,Non
2019-04-08,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,TP - Déneigement,,,65 ans et +,FEMME,Canadien,NON,Non
2019-04-08,Refusée sans enquête,Pierrefonds-Roxboro,,,,,,,Services aux citoyens - Délai/Procédure,,,65 ans et +,FEMME,Canadien,NON,Non
2019-04-08,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Canadien,NON,Non
2019-04-08,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-04-08,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,26 à 40 ans,FEMME,Pays inconnu,Inconnu,Non
2019-04-08,Enquête approfondie,,,,,Office municipal d'habitation de Montréal (OMHM),,,Appel d'offres/Contrat,,,OdM,OdM,OdM,OdM,Non
2019-04-09,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-04-09,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,Ville-Marie,,,,,,Services aux citoyens - Courtoisie/Comportement,,,41 à 50 ans,FEMME,Pays inconnu,Latino-américain,Non
2019-04-09,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Espagnol,NON,Non
2019-04-09,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Constat - Stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-09,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Agent de la paix - DAO (excluant comportement),,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-04-09,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Pays inconnu,Arabe,Non
2019-04-09,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,FEMME,Pays inconnu,Latino-américain,Non
2019-04-10,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,HOMME,Canadien,NON,Non
2019-04-10,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,FEMME,Pays inconnu,Latino-américain,Non
2019-04-10,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Services aux citoyens - Délai/Procédure,,,65 ans et +,HOMME,Canadien,NON,Non
2019-04-10,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Taxe - Autre que foncière,,,Inconnu,HOMME,Italien,NON,Non
2019-04-10,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-10,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,Rosemont--La Petite-Patrie,,,,,,TP - Chaussée/Trottoir,,,GC,GC,GC,GC,Non
2019-04-10,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,Rosemont--La Petite-Patrie,,,,,,Sécurité - Autre qu'incendie,,,GC,GC,GC,GC,Non
2019-04-11,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,ZU - Autre,,,41 à 50 ans,HOMME,Vietnamien,Asiatique,Non
2019-04-11,Refusée sans enquête,,,Ressources humaines  - Toutes directions confondues,,,,,Relations de travail,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-04-11,Analyse/enquête sommaire,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Services aux citoyens - Délai/Procédure,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-04-11,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-04-12,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-12,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,HOMME,Canadien,NON,Non
2019-04-12,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-12,Refusée sans enquête,Verdun,,,,,,,Arbre,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-12,Enquête approfondie,,,Habitation - Toutes directions confondues,,,,,Subvention - Autre que logement social,,,26 à 40 ans,HOMME,Algerien,NON,Non
2019-04-12,Refusée sans enquête,Ville-Marie,,,,,,,Domaine public - Activité commerciale,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-12,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Nuisance - Bruit,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-12,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,ZU - Autre,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-12,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-12,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Français,NON,Non
2019-04-15,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Sécurité - Autre qu'incendie,,,65 ans et +,HOMME,Grec,NON,Non
2019-04-15,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-04-15,Refusée sans enquête,Outremont,,,,,,,Domaine public - Activité commerciale,,,PM,PM,PM,PM,Non
2019-04-15,Refusée sans enquête,,,,,,,,Divers,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-04-15,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Services aux citoyens - Délai/Procédure,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-15,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Piste cyclable / Vélo,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-15,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,Inconnu,FEMME,Pays inconnu,Arabe,Non
2019-04-16,Refusée sans enquête,,,,,,,,Animal,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-17,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Jugement ,,,41 à 50 ans,FEMME,Yougoslave,NON,Non
2019-04-17,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Agent de la paix - DAO (excluant comportement),,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-04-17,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,Inconnu,Canadien,NON,Non
2019-04-17,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,Inconnu,HOMME,Italien,NON,Non
2019-04-17,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-17,Refusée sans enquête,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Constat - Autre que stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-17,Refusée sans enquête,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-18,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-18,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Nuisance - Autre ou Combinaison,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-04-18,Enquête approfondie,Le Sud-Ouest,,,,,,,Ruelle,Charte - sécurité,Charte - vie démocratique,51 à 64 ans,FEMME,Bangladais,"Asie du Sud (tamouls, pakis, hindous)",Non
2019-04-19,Refusée sans enquête,Outremont,,,,,,,TP - Compostage/Déchets/Recyclage,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-04-19,Refusée sans enquête,Outremont,,,,,,,TP - Propreté,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-04-23,Refusée sans enquête,Le Sud-Ouest,,,,,,,TP - Chaussée/Trottoir,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-23,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Services aux citoyens - Communication/Informations,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-23,Analyse/enquête sommaire,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Nuisance - Autre ou Combinaison,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-04-23,Refusée sans enquête,Ville-Marie,,,,,,,Sécurité - Autre qu'incendie,,,18 à 25 ans,HOMME,Pays inconnu,NON,Non
2019-04-23,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,26 à 40 ans,FEMME,Pays inconnu,Arabe,Non
2019-04-23,Analyse/enquête sommaire,Ville-Marie,,,,,,,Services aux citoyens - Délai/Procédure,,,41 à 50 ans,HOMME,Mexicain,Latino-américain,Non
2019-04-24,Refusée sans enquête,Outremont,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-24,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-24,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Logement social/abordable - Accès,,,65 ans et +,HOMME,Canadien,NON,Non
2019-04-24,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-24,Analyse/enquête sommaire,Le Plateau-Mont-Royal,,,,,,,Sécurité - Autre qu'incendie,Charte - sécurité,,65 ans et +,HOMME,Grec,NON,Non
2019-04-24,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,ZU - Autre,,,41 à 50 ans,HOMME,Vietnamien,Asiatique,Non
2019-04-25,Suivi engagement antérieur,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Sécurité - Autre qu'incendie,Charte - sécurité,,65 ans et +,HOMME,Juif,NON,Non
2019-04-25,Enquête approfondie,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Services aux citoyens - Délai/Procédure,Charte - services municipaux,,OdM,OdM,OdM,OdM,Non
2019-04-25,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage corporel - Réclamation monétaire,,,Inconnu,FEMME,Pays inconnu,Latino-américain,Non
2019-04-26,Refusée sans enquête,Verdun,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-26,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Arabe,Non
2019-04-26,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-26,Refusée sans enquête,,,,,,,,Animal,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-04-26,Enquête approfondie,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,Nuisance - Autre ou Combinaison,"Charte - environnement, developpement durable",,GC,GC,GC,GC,Non
2019-04-26,Enquête approfondie,Le Plateau-Mont-Royal,,,,,,,Nuisance - Autre ou Combinaison,"Charte - environnement, developpement durable",Charte - sécurité,41 à 50 ans,FEMME,Canadien,NON,Non
2019-04-29,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Salubrité - Insectes,,,65 ans et +,HOMME,Canadien,NON,Non
2019-04-29,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-04-29,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,ZU - Autre,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-04-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
