Date_reception_demande,Mode_recep_demande,TypePlainte,GroupeAge,sexe,Minorite_visible,Origine_ethnique,Autochtone,Source,Acheminement_Demandeur,NbrePers,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Vc,Ev_service,Ev_service2,Ev_paramunicipal,Autre_entite,Categorie,Categorie2,Categorie3,Charte_vieD,Charte_vieD2,Charte_vieD3,Charte_vieES,Charte_vieES2,Charte_vieES3,Charte_Cult,Charte_Cult2,Charte_Cult3,Charte_ActP,Charte_ActP2,Charte_ActP3,Charte_Env,Charte_Env2,Charte_Env3,Charte_Sec,Charte_Sec2,Charte_Sec3,Charte_ServMun,Charte_ServMun2,Charte_ServMun3,DelaiReponse,resultat_enquete,mode_reponse,Date_fermeture,DelaiTraitement,,, 
2016-04-14,En personne,individu,26 à 40 ans,HOMME,NON,Canadien,False,Organisme externe,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Autre municipalité,En personne,2016-04-14,1,,,
2016-04-12,En personne,individu,51 à 64 ans,FEMME,NON,Métis,True,Ancien demandeur,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Bibliothèque,,,,,,,,,,,,,,,,,,,,,,,,,Fondée - Réglée,,2016-09-02,101,,,
2016-04-14,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-14,1,,,
2016-04-15,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-15,1,,,
2016-04-15,Courriel,individu,26 à 40 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Salubrité et entretien (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-15,1,,,
2016-04-15,Téléphone,individu,Inconnu,FEMME,Asiatique,Vietnamien,False,Inconnu,Demandeur / Mandataire,1,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,Application de la réglementation municipale,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-15,1,,,
2016-04-15,Téléphone,individu,65 ans et +,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des affaires civiles,,,,Réclamation monétaire (aqueduc / égout),,,,,,,,,,,,,,,,,,,,,,,,,Refus d'intervenir (Prescription 1 an - art. 13),Téléphone,2016-04-15,1,,,
2016-04-18,Courriel,individu,65 ans et +,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Demande de retrait,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-18,1,,,
2016-04-18,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Autre différend privé,Téléphone,2016-04-18,1,,,
2016-04-18,Téléphone,individu,65 ans et +,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Mercier--Hochelaga-Maisonneuve,,,,,,,,,Propreté,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-18,1,,,
2016-04-18,Téléphone,individu,41 à 50 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Gouvernement provincial,Téléphone,2016-04-18,1,,,
2016-04-18,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Organisme externe,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-18,1,,,
2016-04-18,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,3,Mercier--Hochelaga-Maisonneuve,,,,,,,,,Ruelle,Charte - services municipaux,Charte - sécurité,,,,,,,,,,,,,,,,Aménager son territoire de façon sécuritaire,,,Prendre des mesures visant à limiter les nuisances et les obstacles entravant l'accès sécuritaire des citoyennes et des citoyens à leur domicile,,,,En traitement,,,,,,
2016-04-18,Téléphone,individu,Inconnu,FEMME,Inconnu,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Gouvernement provincial,Téléphone,2016-04-18,1,,,
2016-04-19,Téléphone,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Organisme externe,Demandeur / Mandataire,1,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,Circulation,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-19,1,,,
2016-04-19,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,2,Le Sud-Ouest,,,,,,,,,Accès à l'information,,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),Téléphone,2016-04-19,1,,,
2016-04-19,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Organisme externe,Demandeur / Mandataire,1,,,,,,,,,Entité mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Autre municipalité,Téléphone,2016-04-19,1,,,
2016-04-19,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,2,Le Sud-Ouest,,,,,,,,,Comportement d'un employé / élu,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-19,1,,,
2016-04-19,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,2,Le Sud-Ouest,,,,,,,,,Sport et loisir,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-19,1,,,
2016-04-19,Téléphone,individu,Inconnu,HOMME,NON,Français,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Aqueduc / Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-19,1,,,
2016-04-19,Téléphone,personne morale,PM,PM,PM,PM,False,Inconnu,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-19,1,,,
2016-04-19,Courriel,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,Conseil de la ville,,,,,Subvention autre que logement,,,,,,,,,,,,,,,,,,,,,,,,,Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR),Téléphone,2016-04-20,2,,,
2016-04-20,OdM,OdM,OdM,OdM,OdM,OdM,False,OdM,Demandeur / Mandataire,1,,,,,,Environnement - Toutes directions confondues,,,,Environnement / Développement durable,Charte - services municipaux,,,,,,,,,,,,,,,,,,,,Rendre des services municipaux de manière compétente, respectueuse et non discriminatoire,,,,En traitement,,,,,
2016-12-02,Courriel,individu,26 à 40 ans,FEMME,Asie du Sud (tamouls, pakis, hindous),Indien de l'Inde,False,Fonctionnaire,Demandeur / Mandataire,2,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Courriel,2016-12-02,1,
2016-04-20,Courriel,individu,65 ans et +,HOMME,NON,Italien,False,Ancien demandeur,Demandeur / Mandataire,2,,,,,,Finances - Toutes directions confondues,,,,Taxe (sauf foncière),,,,,,,,,,,,,,,,,,,,,,,,4,Fondée - Recommandation,Lettre,2016-07-07,54,,,
2016-04-20,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Organisme externe,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-20,1,,,
2016-04-21,Téléphone,individu,65 ans et +,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Finances - Toutes directions confondues,,,,Évaluation / Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-21,1,,,
2016-04-21,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-22,2,,,
2016-04-21,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Services bancaires/financiers/assurances,Téléphone,2016-04-21,1,,,
2016-04-20,Courriel,individu,41 à 50 ans,HOMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,1,Fondée - Réglée,Lettre,2017-01-30,190,,,
2016-04-20,Poste,individu,65 ans et +,HOMME,NON,Roumain,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,10,Non fondée,Lettre,2016-09-20,106,,,
2016-04-20,OdM,OdM,OdM,OdM,OdM,OdM,False,OdM,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,Grands parcs, verdissement et Mont-Royal - Toutes directions confondues,,,,Parc et espace vert,Charte - environnement, developpement durable,,,,,,,,,,,,,,Favoriser la protection de la forêt urbaine,,,,,,,,,9,Respecté,Lettre,2016-06-16,41,
2016-04-21,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Organisme externe,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Environnement / Développement durable,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-21,1,,,
2016-04-21,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Le Plateau-Mont-Royal,,,,,,,,,Application de la réglementation municipale,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-21,1,,,
2016-04-21,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Évaluation foncière - Toutes directions confondues,,,,Évaluation / Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-21,1,,,
2016-04-21,Téléphone,personne morale,PM,PM,PM,PM,False,Inconnu,Demandeur / Mandataire,1,,,,,,Sécurité incendie - Toutes directions confondues,,,,Infraction  loi / règlement (autre que stat.),,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),Téléphone,2016-04-21,1,,,
2016-04-22,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Mercier--Hochelaga-Maisonneuve,,,,,,,,,Application de la réglementation municipale,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-22,1,,,
2016-04-22,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Mise en valeur du territoire - Direction de l'habitation,,,,Subvention autre que logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-22,1,,,
2016-04-21,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Police - Direction des opérations,,,,Sécurité,,,,,,,,,,,,,,,,,,,,,,,,,Agent de la paix (Art. 11-4),Courriel,2016-04-21,1,,,
2016-04-21,Téléphone,personne morale,PM,PM,PM,PM,False,Ancien demandeur,Demandeur / Mandataire,1,Saint-Laurent,,,,,Infrastructures, voirie et transports - Direction des transports,,,,Piste cyclable / Vélo,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-21,1,,
2016-04-22,Courriel,individu,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Gouvernement fédéral,Téléphone,2016-04-22,1,,,
2016-04-25,Téléphone,individu,51 à 64 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Salubrité et entretien (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-25,1,,,
2016-04-25,Courriel,individu,65 ans et +,FEMME,Noir,Haitien,False,Inconnu,Demandeur / Mandataire,1,Montréal-Nord,,,,,,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-25,1,,,
2016-04-25,Téléphone,individu,Inconnu,HOMME,Inconnu,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-25,1,,,
2016-04-25,En personne,individu,51 à 64 ans,FEMME,NON,Canadien,False,B.A.M,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),En personne,2016-04-25,1,,,
2016-04-25,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,OBNL,Téléphone,2016-04-25,1,,,
2016-04-25,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Décision / Conseil d'arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR),Téléphone,2016-04-25,1,,,
2016-04-25,Téléphone,individu,Inconnu,FEMME,NON,Italien,False,Inconnu,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Ruelle,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-25,1,,,
2016-04-26,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Élu municipal,Demandeur / Mandataire,1,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-26,1,,,
2016-04-26,Téléphone,individu,Inconnu,HOMME,NON,Italien,False,Élu municipal,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des affaires civiles,,,,Réclamation monétaire (arbre),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-26,1,,,
2016-04-23,Facebook,individu,Inconnu,FEMME,NON,Canadien,False,Facebook,Demandeur / Mandataire,10,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Autre différend privé,Facebook,2016-04-26,2,,,
2016-04-26,Courriel,individu,18 à 25 ans,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,Ressources humaines  - Toutes directions confondues,,,,Relations de travail,,,,,,,,,,,,,,,,,,,,,,,,,Relations de travail (Art. 11-2),Téléphone,2016-04-26,1,,,
2016-04-26,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Services bancaires/financiers/assurances,Téléphone,2016-04-26,1,,,
2016-04-26,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Gouvernement provincial,Téléphone,2016-04-26,1,,,
2016-04-26,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entité mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Autre municipalité,Téléphone,2016-04-26,1,,,
2016-04-27,Téléphone,individu,51 à 64 ans,HOMME,Inconnu,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,Saint-Laurent,,,,,,,,,Aqueduc / Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-27,1,,,
2016-04-27,Téléphone,individu,51 à 64 ans,HOMME,Inconnu,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Finances - Toutes directions confondues,,,,Taxe (sauf foncière),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-27,1,,,
2016-04-28,Courriel,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Gouvernement provincial,Téléphone,2016-04-28,1,,,
2016-04-27,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Mercier--Hochelaga-Maisonneuve,,,,,,,,,Salubrité et entretien (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-27,1,,,
2016-04-27,Courriel,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,2,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social / HLM / Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,16,Fondée - Engagement,,2016-10-14,118,,,
2016-04-28,Téléphone,individu,Inconnu,FEMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Jugement rendu Cour municipale (Art. 11 par. 2),Téléphone,2016-04-28,1,,,
2016-04-28,Courriel,personne morale,PM,PM,PM,PM,False,Inconnu,Demandeur / Mandataire,1,,,,,,Approvisionnement - Toutes directions confondues,,,,Appel d'offres / Contrat,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,,2016-04-28,1,,,
2016-04-28,Téléphone,individu,Inconnu,FEMME,NON,Russe,False,Fonctionnaire,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-29,2,,,
2016-04-28,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Jugement rendu Cour municipale (Art. 11 par. 2),Téléphone,2016-04-28,1,,,
2016-04-28,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Services bancaires/financiers/assurances,Téléphone,2016-04-28,1,,,
2016-04-27,Téléphone,individu,41 à 50 ans,HOMME,NON,Pays inconnu,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Ruelle,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Courriel,2016-04-29,3,,,
2016-04-27,Téléphone,individu,41 à 50 ans,HOMME,NON,Pays inconnu,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Application de la réglementation municipale,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Courriel,2016-04-29,3,,,
2016-04-29,Téléphone,personne morale,PM,PM,PM,PM,False,Inconnu,Demandeur / Mandataire,2,Rosemont--La Petite-Patrie,,,,,,,,,Ruelle,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-29,1,,,
2016-04-28,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Ressources humaines  - Toutes directions confondues,,,,Relations de travail,,,,,,,,,,,,,,,,,,,,,,,,,Relations de travail (Art. 11-2),Courriel,2016-04-29,2,,,
2016-04-29,Poste,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,Zonage / Urbanisme / Dérogation,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-29,1,,,
2016-04-29,Poste,individu,Inconnu,HOMME,Arabe,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des affaires civiles,,,,Réclamation monétaire (autre),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-29,1,,,
2016-04-29,Courriel,individu,65 ans et +,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Jugement rendu Cour municipale (Art. 11 par. 2),Téléphone,2016-05-02,2,,,
2016-04-29,Courriel,individu,65 ans et +,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Jugement rendu Cour municipale (Art. 11 par. 2),Téléphone,2016-05-02,2,,,
2016-05-02,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,,,Bruit,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-05-02,1,,,
2016-05-02,Courriel,individu,26 à 40 ans,HOMME,Noir,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Législation provinciale (Art. 10 par. 2),Téléphone,2016-05-02,1,,,
2016-05-02,Téléphone,individu,26 à 40 ans,FEMME,Inconnu,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Mise en valeur du territoire - Direction de l'habitation,,,,Subvention autre que logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-05-02,1,,,
2016-04-29,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Rosemont--La Petite-Patrie,,,,,,,,,Voirie / Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-04-29,1,,,
2016-05-02,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Organisme externe,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-05-02,1,,,
2016-05-03,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Aqueduc / Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-05-03,1,,,
2016-05-03,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Autre différend privé,Téléphone,2016-05-03,1,,,
2016-04-27,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,Sécurité incendie - Toutes directions confondues,,,,Sécurité incendie,,,,,,,,,,,,,,,,,,,,,,,,7,En traitement,,,,,,
2016-05-03,Téléphone,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Jugement rendu Cour municipale (Art. 11 par. 2),Téléphone,2016-05-03,1,,,
2016-05-03,Courriel,individu,41 à 50 ans,HOMME,Arabe,Pays inconnu,False,Ancien demandeur,Demandeur / Mandataire,1,Anjou,,,,,,,,,Circulation,Charte - sécurité,,,,,,,,,,,,,,,,,Aménager son territoire de façon sécuritaire,,,,,,7,Non fondée,Lettre,2017-03-28,222,,,
2016-05-04,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Santé et services sociaux,Téléphone,2016-05-04,1,,,
2016-05-04,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Bureau du taxi de Montréal,,Application de la réglementation municipale,,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-05-04,1,,,
2016-05-04,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Sans lien avec la Ville,,,,,,,,,,,,,,,,,,,,,,,,,Autre différend privé,Téléphone,2016-05-04,1,,,
2016-05-04,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,Bureau du taxi de Montréal,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,Refus d'intervenir (Prescription 1 an - art. 13),Téléphone,2016-05-04,1,,,
2016-05-04,Courriel,individu,26 à 40 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé - Pas dernier recours,Téléphone,2016-05-04,1,,,
