Date_reception_demande,Mode_recep_demande,TypePlainte,GroupeAge,sexe,Minorite_visible,Origine_ethnique,Autochtone,Source,Acheminement_Demandeur,NbrePers,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Vc,Ev_service,Ev_service2,Ev_paramunicipal,Autre_entite,Categorie,Categorie2,Categorie3,Charte_vieD,Charte_vieD2,Charte_vieD3,Charte_vieES,Charte_vieES2,Charte_vieES3,Charte_Cult,Charte_Cult2,Charte_Cult3,Charte_ActP,Charte_ActP2,Charte_ActP3,Charte_Env,Charte_Env2,Charte_Env3,Charte_Sec,Charte_Sec2,Charte_Sec3,Charte_ServMun,Charte_ServMun2,Charte_ServMun3,DelaiReponse,resultat_enquete,mode_reponse,Date_fermeture,DelaiTraitement 
2014-03-25,Téléphone,individu,41 à 50 ans,FEMME,Inconnu,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-03-25,1
2014-03-25,Courriel,individu,Inconnu,FEMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction des communications,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-03-25,1
2014-03-25,Courriel,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-03-25,1
2014-03-26,Téléphone,individu,41 à 50 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Montréal-Nord,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-03-26,1
2014-03-26,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires civiles,,,,Réclamation monétaire (chute sur trottoir),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-03-26,1
2014-03-27,En personne,individu,65 ans et +,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-03-27,1
2014-03-27,Téléphone,individu,Inconnu,HOMME,Inconnu,Roumain,False,Inconnu,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-03-27,1
2014-03-27,Téléphone,individu,51 à 64 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-03-27,1
2014-03-27,Téléphone,individu,26 à 40 ans,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Service de police - Section des agents de stationnement,,,,Infraction de stationnement,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-03-27,1
2014-03-28,Téléphone,individu,41 à 50 ans,HOMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,1,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-03-28,1
2014-03-28,Courriel,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Sport et loisir,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-03-28,1
2014-03-26,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-03-27,2
2014-03-31,Courriel,individu,Inconnu,FEMME,Arabe,Pays inconnu,False,Inconnu,Demandeur / Mandataire,2,Verdun,,,,,,,,,Voirie/Travaux publics,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-03-31,1
2014-03-27,Courriel,individu,Inconnu,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Outremont,,,,,,,,,Bruit,Charte - environnement, developpement durable,,,,,,,,,,,,,,Prendre des mesures visant à limiter les nuisances abusives issues du bruit,,,,,,,,,10,En Traitement,,,
2014-03-28,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Salubrité et entretien (moisissures),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-03-31,2
2014-03-31,Courriel,individu,41 à 50 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,,,,,,Finances - ******Centre des services partagés,,,,Évaluation/Taxe foncière,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-03-31,1
2014-03-31,Téléphone,individu,41 à 50 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-03-31,1
2014-04-01,Courriel,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,,2014-04-01,1
2014-03-27,Téléphone,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-03-27,1
2014-04-01,Téléphone,individu,Inconnu,FEMME,NON,Ne sait pas,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-01,1
2014-03-31,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Saint-Laurent,,,,,,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-03-31,1
2014-03-31,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,3,,,,,Conseil de la ville,,,,,Animal,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-03-31,1
2014-03-31,Téléphone,individu,26 à 40 ans,FEMME,Arabe,Algerien,False,Fonctionnaire,Demandeur / Mandataire,3,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Désistement avant enquête,Téléphone,2014-03-31,1
2014-04-01,Téléphone,individu,18 à 25 ans,FEMME,NON,Canadien,False,Internet,Demandeur / Mandataire,2,,,,,,,,,Entités non mun. sans lien avec la Ville,Relation locataire/prop.,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-01,1
2014-04-15,Téléphone,individu,65 ans et +,FEMME,NON,Grec,False,Inconnu,Demandeur / Mandataire,3,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-15,1
2014-04-17,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-17,1
2014-04-01,En personne,individu,51 à 64 ans,FEMME,NON,Canadien,False,Connaissances générales,Demandeur / Mandataire,2,Ville-Marie,,,,,,,,,Animal,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-04-01,1
2014-04-01,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Fourrière (entreposage de meubles),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-01,1
2014-04-02,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Relation locataire/prop.,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-02,1
2014-04-02,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-02,1
2014-04-02,Poste,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Lettre,2014-04-08,5
2014-04-02,Poste,individu,Inconnu,FEMME,Inconnu,Ne sait pas,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Lettre,2014-04-07,4
2014-04-03,Poste,groupe de citoyens,GC,GC,GC,GC,False,Internet,Demandeur / Mandataire,25,Rosemont/La Petite-Patrie,,,,,,,,,Sport et loisir,Charte - loisirs, sports,,,,,,,,,,,Favoriser l'accessibilité aux activités et aux équipements collectifs,,,,,,,,,,,,35,Plainte non fondée au mérite,Lettre,2014-07-07,63
2014-04-03,Téléphone,individu,41 à 50 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Office municipal d'habitation de Montréal (OMHM),,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,,2014-04-03,1
2014-04-04,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Internet,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-04-04,1
2014-04-04,Courriel,individu,51 à 64 ans,FEMME,NON,Ne sait pas,False,Internet,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-04-04,1
2014-04-04,Courriel,individu,Inconnu,HOMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-04-04,1
2014-04-04,En personne,individu,26 à 40 ans,HOMME,Noir,Jamaiquain,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-04-04,1
2014-04-05,Courriel,individu,51 à 64 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Application de la réglementation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-04-07,1
2014-04-07,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. ayant lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-07,1
2014-04-07,Téléphone,individu,26 à 40 ans,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. ayant lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-07,1
2014-04-04,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,9,Le Sud-Ouest,,,,,,,,,Aqueduc/Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-04,1
2014-04-05,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-07,1
2014-04-07,Téléphone,individu,65 ans et +,HOMME,Inconnu,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Jugement Cour municipale,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-07,1
2014-04-07,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-07,1
2014-04-08,Téléphone,individu,41 à 50 ans,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Propreté,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-08,1
2014-04-07,Téléphone,individu,51 à 64 ans,FEMME,NON,Portugais,False,Inconnu,Demandeur / Mandataire,2,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Salubrité et entretien (moisissures),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-09,3
2014-04-08,Téléphone,individu,26 à 40 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-08,1
2014-04-08,Téléphone,individu,Inconnu,FEMME,Latino-américain,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-08,1
2014-04-07,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Télévision,Demandeur / Mandataire,2,Montréal-Nord,,,,,,,,,Zonage/Urbanisme/Dérogation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-07,1
2014-04-07,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Section des agents de stationnement,,,,Qualité des services,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-07,1
2014-04-07,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entité mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-07,1
2014-04-07,Courriel,individu,26 à 40 ans,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-04-08,2
2014-04-08,Téléphone,individu,26 à 40 ans,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-08,1
2014-04-08,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Fourrière (entreposage de meubles),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-08,1
2014-04-09,Téléphone,individu,51 à 64 ans,FEMME,Inconnu,Pays inconnu,False,Internet,Demandeur / Mandataire,1,,,,,,Finances - ******Centre des services partagés,,,,Taxe (sauf foncière),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-09,1
2014-04-09,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Réclamation monétaire (autres),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-10,2
2014-04-08,En personne,individu,41 à 50 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-04-08,1
2014-04-08,En personne,individu,41 à 50 ans,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,,,,,,******Service de la qualité de vie - Dir. de la diversité sociale,,,,Personne handicapée,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-04-08,1
2014-04-09,Téléphone,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Ser. mise en valeur du territoire - Direction de l'habitation,,,,Communications,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-09,1
2014-04-09,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,B.A.M,Demandeur / Mandataire,1,Rosemont/La Petite-Patrie,,,,,Service de police - Direction des opérations,,,,Remorquage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-10,2
2014-04-10,Téléphone,individu,41 à 50 ans,FEMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entité mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-10,1
2014-04-10,Courriel,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Zonage/Urbanisme/Dérogation,,,,,,,,,,,,,,,,,,,,,,,,,Désistement avant enquête,Téléphone,2014-04-10,1
2014-04-03,Téléphone,individu,26 à 40 ans,FEMME,Asiatique,Pays inconnu,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-10,6
2014-02-11,Courriel,individu,51 à 64 ans,FEMME,NON,Roumain,False,Ancien demandeur,Demandeur / Mandataire,1,Rosemont/La Petite-Patrie,,,,,,,,,Sport et loisir,,,,,,,,,,,,,,,,,,,,,,,,,Recommandation,Lettre,2014-05-22,70
2014-04-10,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Mercier/Hochelaga/Maisonneuve,,,,,,,,,Déchets/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-10,1
2014-04-11,Courriel,individu,51 à 64 ans,FEMME,NON,Canadien,False,Facebook,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-04-11,1
2014-04-11,Courriel,individu,26 à 40 ans,FEMME,Noir,Canadien,False,Facebook,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-04-11,1
2014-04-10,Courriel,individu,65 ans et +,FEMME,NON,Canadien,False,Facebook,Demandeur / Mandataire,1,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Courriel,2014-04-11,2
2014-04-11,Courriel,individu,Inconnu,HOMME,Inconnu,Ne sait pas,False,Inconnu,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-04-11,1
2014-04-14,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Déchets/Recyclage/Compostage,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-14,1
2014-04-14,Téléphone,individu,65 ans et +,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,Corporation Anjou 80,,Logement social/HLM/Subvention au logement,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-14,1
2014-04-11,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Finances - ******Centre des services partagés,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-11,1
2014-04-11,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,Le Plateau Mont-Royal,,,,,,,,,Salubrité et entretien (autres),,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-11,1
2014-04-11,Téléphone,individu,Inconnu,FEMME,Inconnu,Pays inconnu,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Décision judiciaire autre,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-11,1
2014-04-11,En personne,individu,51 à 64 ans,HOMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,Ville-Marie,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,En personne,2014-04-11,1
2014-04-14,Courriel,individu,51 à 64 ans,HOMME,NON,Italien,False,Fonctionnaire,Demandeur / Mandataire,1,Villeray/Saint-Michel/Parc-Extension,,,,,,,,,Arbre,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-04-14,1
2014-04-14,Courriel,individu,41 à 50 ans,HOMME,NON,Italien,False,Radio,Demandeur / Mandataire,6,Côte-des-Neiges/Notre-Dame-de-Grâce,,,,,,,,,Bruit,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-04-14,1
2014-04-14,En personne,individu,51 à 64 ans,HOMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-04-14,1
2014-04-14,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Fonctionnaire,Demandeur / Mandataire,1,,,,,,Finances - ******Centre des services partagés,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-14,1
2014-04-14,Téléphone,individu,26 à 40 ans,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,Verdun,,,,,,,,,Zonage/Urbanisme/Dérogation,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-14,1
2014-05-14,OdM,OdM,OdM,OdM,OdM,OdM,False,Internet,Demandeur / Mandataire,1,Le Sud-Ouest,,,,,******Service de la qualité de vie - Direction des grands parcs et du verdissement,,,,Parc et espace vert,Charte - environnement, developpement durable,,,,,,,,,,,,,,Favoriser la protection de la forêt urbaine,,,,,,,,,4,Suivi des engagements,Courriel,2014-07-03,34
2014-04-16,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Aqueduc/Égout,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-16,1
2014-04-17,En personne,individu,65 ans et +,HOMME,NON,Espagnol,False,Inconnu,Demandeur / Mandataire,1,,,,,,Service de police - Direction des opérations,,,,Comportement d'un employé/élu,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-04-17,1
2014-04-17,Courriel,individu,Inconnu,HOMME,NON,Canadien,False,Ancien demandeur,Demandeur / Mandataire,1,LaSalle,,,,,,,,,Stationnement/SRRR/Vignette,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Courriel,2014-04-17,1
2014-04-17,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Organisme gouvernemental,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-17,1
2014-04-22,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,Direction générale - ****Direction du greffe,,,,Accès à l'information,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-22,1
2014-04-22,En personne,individu,51 à 64 ans,HOMME,Arabe,Libanais,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,En personne,2014-04-22,1
2014-04-17,En personne,individu,26 à 40 ans,HOMME,Noir,Haitien,False,Parent ou ami,Demandeur / Mandataire,1,,,,,,****Service du capital humain et des communications - Direction du capital humain,,,,Relation de travail,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-17,1
2014-04-17,Courriel,individu,26 à 40 ans,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,*****Service des affaires juridiques et de l'évaluation foncière - Direction des affaires pénales et criminelles,,,,Cour municipale (fonctionnement),,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-17,1
2014-04-22,Téléphone,individu,Inconnu,HOMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-22,1
2014-04-22,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Inconnu,Demandeur / Mandataire,1,,,,,,,,,Entités non mun. sans lien avec la Ville,Différend privé,,,,,,,,,,,,,,,,,,,,,,,,,Refusé avant enquête,Téléphone,2014-04-22,1
2014-04-22,Téléphone,individu,Inconnu,FEMME,NON,Canadien,False,Parent ou ami,Demandeur / Mandataire,1,Ahuntsic-Cartierville,,,,,,,,,Permis,,,,,,,,,,,,,,,,,,,,,,,,,Référé avant enquête,Téléphone,2014-04-22,1
