"Date_reception_demande","Mode_recep_demande","TypePlainte","GroupeAge","sexe","Minorite_visible","Origine_ethnique","Autochtone","Source","Acheminement_Demandeur","NbrePers","Ev_arrondissement","Ev_arrond2","Ev_arrond3","Ev_arrond4","Vc","Ev_service","Ev_service2","Ev_paramunicipal","Autre_entite","Categorie","Categorie2","Categorie3","Charte_vieD","Charte_vieD2","Charte_vieD3","Charte_vieES","Charte_vieES2","Charte_vieES3","Charte_Cult","Charte_Cult2","Charte_Cult3","Charte_ActP","Charte_ActP2","Charte_ActP3","Charte_Env","Charte_Env2","Charte_Env3","Charte_Sec","Charte_Sec2","Charte_Sec3","Charte_ServMun","Charte_ServMun2","Charte_ServMun3","DelaiReponse","resultat_enquete","mode_reponse","Date_fermeture","DelaiTraitement",,, 
"2018-03-27","Téléphone","individu","51 à 64 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Logement social/abordable - Accès",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-27",1,,,
"2018-03-05","Poste","individu","65 ans et +","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",2,"Pierrefonds-Roxboro",,,,,,,,,"ZU - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-08-31",123,,,
"2018-03-14","Courriel","individu","65 ans et +","FEMME","Arabe","Pays inconnu","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage corporel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-14",1,,,
"2018-03-14","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-03-14",1,,,
"2018-03-12","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Anjou",,,,,,,,,"TP - Aqueduc / Égout",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-12",1,,,
"2018-03-12","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Anjou",,,,,,,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-12",1,,,
"2018-03-12","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2018-03-12",1,,,
"2018-03-15","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-03-15",1,,,
"2018-03-15","Téléphone","individu","51 à 64 ans","FEMME","NON","Canadien","False","Organisme externe","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"OBNL","Téléphone","2018-03-15",1,,,
"2018-03-15","Téléphone","individu","51 à 64 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Immeuble - Entretien",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-15",1,,,
"2018-03-14","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"ZU - Permis Transformation/Construction/Démolition/PIIA",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-14",1,,,
"2018-03-15","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-03-15",1,,,
"2018-03-07","Courriel","individu","51 à 64 ans","FEMME","NON","Canadien","False","Télévision","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Relations locataire/propriétaire (VdM et entités liées)",,,,,,,,,,,,,,,,,,,,,,,,,"Refus d'intervenir (Prescription 1 an - art. 13)","Courriel","2018-03-09",3,,,
"2018-03-15","Courriel","individu","26 à 40 ans","HOMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,"Concertation des arrondissements  - Toutes directions confondues",,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-15",1,,,
"2018-02-27","Courriel","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"ZU - Autre",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-01",3,,,
"2018-03-15","Courriel","individu","26 à 40 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Concertation des arrondissements  - Toutes directions confondues",,,,"Services aux citoyens - Délai/Procédure",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-15",1,,,
"2018-03-07","Courriel","individu","26 à 40 ans","HOMME","NON","Pays inconnu","False","Élu municipal","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-08",2,,,
"2018-03-07","Courriel","individu","26 à 40 ans","HOMME","NON","Pays inconnu","False","Élu municipal","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Services aux citoyens - Autre ou combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-08",2,,,
"2018-03-15","Téléphone","individu","65 ans et +","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Relations locataire/propriétaire (VdM et entités liées)",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-15",1,,,
"2018-03-15","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement fédéral","Téléphone","2018-03-15",1,,,
"2018-03-15","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-03-15",1,,,
"2018-03-12","Courriel","individu","41 à 50 ans","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"Arbre","Charte - environnement"," developpement durable",,,,,,,,,,,,,,"Favoriser la protection de la forêt urbaine",,,,,,,,,,"Fondée - Réglée","Lettre","2018-11-06",163,,
"2018-03-12","Courriel","individu","41 à 50 ans","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"ZU - Entrée charretière/Stationnement privé",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-04-30",34,,,
"2018-03-16","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2018-03-16",1,,,
"2018-03-16","Téléphone","individu","Inconnu","HOMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"Taxe foncière/Évaluation",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Téléphone","2018-03-16",1,,,
"2018-03-16","Téléphone","individu","Inconnu","FEMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Téléphone","2018-03-16",1,,,
"2018-03-09","Courriel","individu","26 à 40 ans","FEMME","Noir","Haitien","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Courriel","2018-03-09",1,,,
"2018-03-16","Courriel","individu","51 à 64 ans","HOMME","Arabe","Pays inconnu","False","Fonctionnaire","Demandeur / Mandataire",1,"Pierrefonds-Roxboro",,,,,,,,,"Nuisance - Autre ou Combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-16",1,,,
"2018-03-08","Courriel","individu","Inconnu","HOMME","Inconnu","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Ressources humaines  - Toutes directions confondues",,,,"Relations de travail",,,,,,,,,,,,,,,,,,,,,,,,,"Relations de travail (Art. 11-2)","Courriel","2018-03-08",1,,,
"2018-03-16","Téléphone","individu","65 ans et +","FEMME","NON","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,"Saint-Laurent",,,,,,,,,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-16",1,,,
"2018-03-07","Courriel","individu","51 à 64 ans","FEMME","NON","Italien","False","Ancien demandeur","Demandeur / Mandataire",1,"Ahuntsic-Cartierville",,,,,"Eau - Toutes directions confondues",,,,"TP - Autre ou combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Fondée - Réglée","Lettre","2018-12-21",199,,,
"2018-03-19","En personne","individu","51 à 64 ans","HOMME","NON","Canadien","False","Élu municipal","Demandeur / Mandataire",1,"Mercier--Hochelaga-Maisonneuve",,,,,,,,,"ZU - Permis Transformation/Construction/Démolition/PIIA",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","En personne","2018-03-19",1,,,
"2018-03-19","Téléphone","individu","Inconnu","HOMME","Noir","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Société de transport de Montréal (STM)",,"Constat - Autre que stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"STM (Art. 11-5)","Téléphone","2018-03-19",1,,,
"2018-03-19","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Ville - Général - (ne pas confondre Direction générale)",,,,"TP - Déneigement",,,,,,,,,,,,,,,,,,,,,,,,,"Relations de travail (Art. 11-2)","Courriel","2018-03-20",2,,,
"2018-03-01","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"**********Mise en valeur du territoire - Direction de l'habitation",,,,"Accès à l'information",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-03-19",13,,,
"2018-03-19","Courriel","individu","26 à 40 ans","HOMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-20",2,,,
"2018-03-20","Téléphone","individu","41 à 50 ans","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Frais/Perception (en lien avec jugement)",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-20",1,,,
"2018-03-20","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Organisme externe","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2018-03-20",1,,,
"2018-03-16","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Gestion et planification immobilière - Toutes directions confondues",,,,"Ruelle",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-16",1,,,
"2018-03-16","Téléphone","individu","Inconnu","HOMME","Asie du Sud (tamouls, pakis, hindous)","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Société de transport de Montréal (STM)",,"Services aux citoyens - Autre ou combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"STM (Art. 11-5)","Téléphone","2018-03-16",1,
"2018-03-19","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-03-19",1,,,
"2018-03-19","Téléphone","individu","Inconnu","HOMME","Asie du Sud (tamouls, pakis, hindous)","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Téléphone","2018-03-19",1,
"2018-03-20","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Services aux citoyens - Délai/Procédure",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-20",1,,,
"2018-03-20","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Le Plateau-Mont-Royal",,,,,,,,,"Domaine public - Occupation",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-20",1,,,
"2018-03-16","Courriel","individu","51 à 64 ans","HOMME","NON","Canadien","False","Connaissances générales","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Courriel","2018-03-19",2,,,
"2018-03-14","Téléphone","individu","41 à 50 ans","HOMME","NON","Portugais","False","Internet","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Jugement",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement rendu Cour municipale (Art. 11 par. 2)","Téléphone","2018-03-16",3,,,
"2018-03-14","Téléphone","individu","41 à 50 ans","HOMME","NON","Portugais","False","Internet","Demandeur / Mandataire",1,"Rivière-des-Prairies--Pointe-aux-Trembles",,,,,,,,,"Stationnement municipal et sur rue/Vignette/Débarcadère",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-16",3,,,
"2018-03-17","Courriel","individu","51 à 64 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"Nuisance - Autre ou Combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-20",2,,,
"2018-03-16","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Pays inconnu","False","Organisme externe","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Cour municipale - Jugement",,,,,,,,,,,,,,,,,,,,,,,,,"Jugement rendu Cour municipale (Art. 11 par. 2)","Courriel","2018-03-21",4,,,
"2018-01-31","Courriel","individu","41 à 50 ans","FEMME","NON","Canadien","False","Internet","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-01-31",1,,,
"2018-03-21","Téléphone","individu","Inconnu","HOMME","Latino-américain","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Constat - Stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-03-21",1,,,
"2018-03-21","Courriel","individu","26 à 40 ans","FEMME","NON","Canadien","False","Organisme externe","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Services bancaires/financiers/assurances","Courriel","2018-03-21",1,,,
"2018-03-08","Courriel","individu","41 à 50 ans","FEMME","Arabe","Algerien","False","Ancien demandeur","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-06-04",60,,,
"2018-03-21","Courriel","individu","41 à 50 ans","HOMME","NON","Canadien","False","Ancien demandeur","Demandeur / Mandataire",1,"Ville-Marie",,,,,,,,,"Domaine public - Occupation",,,,,,,,,,,,,,,,,,,,,,,,,"Non fondée","Lettre","2018-07-10",73,,,
"2018-03-22","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage corporel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-22",1,,,
"2018-03-22","Poste","individu","65 ans et +","FEMME","NON","Canadien","False","Organisme externe","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Lettre","2018-03-23",2,,,
"2018-03-22","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Santé et services sociaux","Courriel","2018-03-23",2,,,
"2018-03-22","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,"Ressources humaines  - Toutes directions confondues",,,,"Services aux citoyens - Autre ou combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-22",1,,,
"2018-03-22","Courriel","individu","26 à 40 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Villeray--Saint-Michel--Parc-Extension",,,,,,,,,"Immeuble - Salubrité - Autre ou Combinaison",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-23",2,,,
"2018-03-22","Courriel","individu","26 à 40 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",2,"Villeray--Saint-Michel--Parc-Extension",,,,,,,,,"Accès à l'information",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Courriel","2018-03-23",2,,,
"2018-03-22","En personne","individu","41 à 50 ans","FEMME","Asiatique","Chinois","False","Inconnu","Demandeur / Mandataire",1,"LaSalle",,,,,,,,,"Immeuble - Salubrité - Moisissures",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-23",2,,,
"2018-03-22","Courriel","individu","41 à 50 ans","HOMME","Asiatique","Chinois","False","Internet","Demandeur / Mandataire",1,"Villeray--Saint-Michel--Parc-Extension",,,,,,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-23",2,,,
"2018-03-26","Téléphone","individu","Inconnu","FEMME","NON","Français","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des serv. juridiciaires (Cour municipale)",,,,"Constat - Stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-03-26",1,,,
"2018-03-26","Téléphone","individu","Inconnu","FEMME","Asiatique","Vietnamien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-26",1,,,
"2018-03-22","En personne","individu","51 à 64 ans","FEMME","Noir","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Autre différend privé","En personne","2018-03-22",1,,,
"2018-03-26","Téléphone","individu","51 à 64 ans","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,"Rosemont--La Petite-Patrie",,,,,,,,,"Animal",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-26",1,,,
"2018-03-26","Courriel","individu","18 à 25 ans","HOMME","Asie du Sud (tamouls, pakis, hindous)","Indien de l'Inde","False","Internet","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Éducation","Courriel","2018-03-26",1,
"2018-03-22","Téléphone","individu","41 à 50 ans","HOMME","NON","Italien","False","Inconnu","Demandeur / Mandataire",1,"Côte-des-Neiges--Notre-Dame-de-Grâce",,,,,,,,,"Stationnement municipal et sur rue/Vignette/Débarcadère",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-22",1,,,
"2018-03-23","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Entreprise ou commerce","Téléphone","2018-03-23",1,,,
"2018-03-23","Téléphone","individu","Inconnu","HOMME","Arabe","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-23",1,,,
"2018-03-23","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-23",1,,,
"2018-03-23","Téléphone","individu","Inconnu","HOMME","NON","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage matériel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-23",1,,,
"2018-03-23","Téléphone","individu","Inconnu","HOMME","NON","Pays inconnu","False","Inconnu","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Constat - Stationnement",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-03-23",1,,,
"2018-03-23","Téléphone","individu","Inconnu","FEMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Entreprise ou commerce","Téléphone","2018-03-23",1,,,
"2018-03-26","Téléphone","individu","65 ans et +","FEMME","NON","Italien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement fédéral","Téléphone","2018-03-26",1,,,
"2018-03-26","Téléphone","personne morale","PM","PM","PM","PM","False","Inconnu","Demandeur / Mandataire",1,,,,,"Comité executif",,,,,"Divers",,,,,,,,,,,,,,,,,,,,,,,,,"Déc. CE/CM/CA/Comité (Art. 11-1) (pas CMDR)","Téléphone","2018-03-26",1,,,
"2018-03-27","Téléphone","individu","Inconnu","HOMME","Noir","Américain (É-U)","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,,"Sans lien avec la Ville","Sans lien avec la Ville",,,,,,,,,,,,,,,,,,,,,,,,,"Gouvernement provincial","Téléphone","2018-03-27",1,,,
"2018-03-27","Téléphone","individu","Inconnu","HOMME","Noir","Américain (É-U)","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Office municipal d'habitation de Montréal (OMHM)",,"Logement social/abordable - Accès",,,,,,,,,,,,,,,,,,,,,,,,,"Législation provinciale (Art. 10 par. 2)","Téléphone","2018-03-27",1,,,
"2018-03-21","Courriel","individu","51 à 64 ans","HOMME","Arabe","Algerien","False","Télévision","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Agent de la paix - DAO (excluant comportement)",,,,,,,,,,,,,,,,,,,,,,,,,"Agent de la paix (Art. 11-4)","Courriel","2018-03-22",2,,,
"2018-03-21","Courriel","individu","51 à 64 ans","FEMME","NON","Canadien","False","Connaissances générales","Demandeur / Mandataire",1,"Verdun",,,,,,,,,"TP - Déneigement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-23",3,,,
"2018-03-27","Courriel","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,,,"Bureau du taxi de Montréal",,"Services aux citoyens - Courtoisie/Comportement",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-27",1,,,
"2018-03-27","Courriel","individu","65 ans et +","HOMME","Inconnu","Pays inconnu","False","Fonctionnaire","Demandeur / Mandataire",1,,,,,,"Police - Toutes direstions confondues",,,,"Services aux citoyens - Communication/Informations",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-27",1,,,
"2018-03-22","Courriel","individu","18 à 25 ans","HOMME","NON","Français","False","Internet","Demandeur / Mandataire",1,,,,,,"Affaires juridiques - Direction des affaires civiles",,,,"Dommage corporel - Réclamation monétaire",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Courriel","2018-03-23",2,,,
"2018-03-27","Téléphone","individu","Inconnu","HOMME","NON","Canadien","False","Inconnu","Demandeur / Mandataire",1,,,,,,"**********Diversité sociale et sports - Toutes directions confondues",,,,"Sports et loisirs",,,,,,,,,,,,,,,,,,,,,,,,,"Pas dernier recours - Redirigée VdMtl","Téléphone","2018-03-27",1,,,
