Id,date,evaluation_service_motivation_prise_navette,evaluation_service_but_deplacement ,evaluation_service_transport_remplace,evaluation_service_planification_trajet,evaluation_service_appreciation,evaluation_service_avantages,evaluation_service_besoins_mobilite,evaluation_service_arrets_plus_frequents,evaluation_service_apport,evaluation_service_obstacles_integration,habitudes_transport_frequence,habitudes_transport_temps,habitudes_transport_irritants,relation_navette_premiere_experience,relation_navette_confort_autonomie,relation_navette_confiance_technologie,relation_navette_confort_absence_operateur,relation_navette_confort_controleur_a_distance,relation_navette_pieton,relation_navette_cycliste,relation_navette_voiture,relation_navette_perception,classement_groupe_age,classement_genre,classement_niveau_etude,classement_mobilite_reduite,classement_statut_emploi,commentaire
38,2019-07-17 17:28:17,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Oui,5,"Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité des personnes à mob réduite",Non,"Stade Olympique, Marché Maisonneuve",Oui,Sécurité des piétons et autres usagers de la route,Jamais,1h - 1h30,,Non,,3,"J'aurai peur, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord",Oui,3,3,3,,65 à 74 ans,Femme,Diplôme d'études collégiales,Non,Retraité,
39,2019-07-17 17:28:23,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Oui,3,"Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité des personnes à mob réduite",Non,"Stade Olympique, Marché Maisonneuve",,Sécurité des piétons et autres usagers de la route,Jamais,0 - 30 min,,Non,,3,"J'aurai peur, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord",Peut-être,3,3,3,,65 à 74 ans,Femme,Diplôme d'études secondaires,Non,Retraité,
40,2019-07-17 17:36:46,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Augmenter la mobilité de quartier, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels",Biodôme,,,Tous les jours ou presque,30 min - 1h,"Confort, Achalandage, Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,Aucun problème,Peut-être,5,5,5,de manière très positive,35 à 50 ans,Homme,Diplôme universitaire,Non,Travailleur à temps plein,Allez plus vite pour se débarrasser des voitures
41,2019-07-17 17:36:50,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Augmenter la mobilité de quartier, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels","Biodôme, Marché Maisonneuve",,,Quelques fois par semaine,30 min - 1h,"Confort, Achalandage, Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,Aucun problème,Peut-être,5,5,5,de manière très positive,51 à 64 ans,Homme,Diplôme universitaire,Non,,
42,2019-07-18 13:39:39,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..)",Loisir / promenade,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels, Avec des ameliorations",Marché Maisonneuve,Non,"Fiabilité de la technologie, Entrave à la circulation des voitures, Entrave à la circulation des cyclistes, Acceptabilité sociale",Tous les jours ou presque,30 min - 1h,"Nombre de correspondances nécessaires, Temps de trajet, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,4,3,"Aucun problème, Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,5,de manière très positive,35 à 50 ans,Homme,Diplôme d'études secondaires,Non,Travailleur à temps plein,"Très beau projet, devrait être étendu au reste du quebec"
43,2019-07-18 13:40:16,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..)",Loisir / promenade,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Réduire les accidents de la route, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité de quartier","Oui, lesquels",Marché Maisonneuve,Non,"Fiabilité de la technologie, Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Quelques fois par semaine,30 min - 1h,"Nombre de correspondances nécessaires, Temps de trajet, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,5,4,Aucun problème,Oui,5,5,5,de manière très positive,18 à 34 ans,Homme,Diplôme universitaire,Non,Travailleur à temps plein,Bien que ce soit offert au grand public
44,2019-07-18 14:02:24,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Magasiner,En transport collectif,Non,5,"Accroitre la fréquence des transports collectifs, Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité de quartier, Favoriser un mode de transport non-polluant","Oui, lesquels, Magasinage","Biodôme, Marché Maisonneuve",Oui,,Tous les jours ou presque,1h30 - 2h,"Achalandage, Distance au transport collectif le plus proche, Distance à pied totale sur le trajet, Nombre de correspondances nécessaires, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...), Gentillesse du personnel est u",Non,5,5,Aucun problème,Oui,5,5,5,de manière très positive,65 à 74 ans,Femme,Diplôme d'études secondaires,Non,Retraité,Continuer de développer pour se debarasser des autos
45,2019-07-18 14:04:36,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels, Magasinage","De Rouen Ouest / Est, Marché Maisonneuve",,Absence de conducteur,Quelques fois par semaine,30 min - 1h,"Fréquence, Confort, Achalandage",Non,3,4,J'aurai peur,Non,3,3,,Neutre (cela ne change pas ma perception),35 à 50 ans,Ne souhaite pas répondre,Diplôme d'études secondaires,Non,Travailleur à temps partiel,
46,2019-07-18 14:13:04,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Rejoindre un autre transport en commun,À vélo,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Réduire les accidents de la route, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité de quartier",Non,"Stade Olympique, Hochelaga Ouest / Est, De Rouen Ouest / Est",Non,"Entrave à la circulation des voitures, Entrave à la circulation des cyclistes, Sécurité des piétons et autres usagers de la route, A basse vitesse pas de probleme",,,,,3,3,"J'aurai peur, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord",Non,3,3,3,Neutre (cela ne change pas ma perception),Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,
47,2019-07-18 14:37:43,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,Je n'aurais pas fait ce déplacement,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant","Oui, lesquels, Courses","Biodôme, Marché Maisonneuve","Oui, Courses",,Tous les jours ou presque,30 min - 1h,"Confort, Temps de trajet, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,5,5,"Aucun problème, Je me demande qui va répondre aux questions, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,5,5,de manière très positive,35 à 50 ans,Homme,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,
48,2019-07-18 14:38:31,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,Je n'aurais pas fait ce déplacement,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant","Oui, lesquels, Personnes à mobilité réduite",Marché Maisonneuve,"Oui, Loisirs","Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Voies réservées navette",Quelques fois par semaine,0 - 30 min,"Fréquence, Fiabilité (panne, accident, non présentation du bus ...)",Non,3,4,"Aucun problème, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,5,5,de manière plutôt positive,51 à 64 ans,Homme,Diplôme d'études secondaires,Non,Retraité,Horaires pas fixes
49,2019-07-18 15:01:31,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Réduire les accidents de la route, Favoriser un mode de transport non-polluant","Oui, lesquels, Si gratuit","Stade Olympique, Hochelaga Ouest / Est",Oui,Absence de conducteur,Quelques fois par semaine,1h30 - 2h,"Fréquence, Achalandage, Fiabilité (panne, accident, non présentation du bus ...)",Non,3,3,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,5,de manière plutôt positive,51 à 64 ans,Femme,Diplôme d'études collégiales,Non,Retraité,"Très plaisant, opérateur très gentil"
50,2019-07-18 15:01:51,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Favoriser un mode de transport non-polluant","Oui, lesquels, Inclus opus","Stade Olympique, De Rouen Ouest / Est",Oui,,Quelques fois par mois,1h30 - 2h,"Fiabilité (panne, accident, non présentation du bus ...)",Non,5,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,5,de manière très positive,65 à 74 ans,Femme,Diplôme universitaire,Non,Retraité,Opérateur très gentil
51,2019-07-18 15:12:09,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,En transport collectif,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Favoriser un mode de transport non-polluant","Oui, lesquels, Accès aux bus","Biodôme, Marché Maisonneuve",Oui,,Tous les jours ou presque,plus de 2h,"Fréquence, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,5,5,,Oui,5,5,5,de manière plutôt positive,51 à 64 ans,Femme,Diplôme d'études collégiales,Non,Retraité,
52,2019-07-18 17:10:22,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Rejoindre un autre transport en commun,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Réduire les accidents de la route, Augmenter la mobilité de quartier, Favoriser un mode de transport non-polluant","Oui, lesquels, pour rejoindre le métro, aller faire les courses","Stade Olympique, Hochelaga Ouest / Est",,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Collecte des données personnelles, Fiabilité de la technologie, Besoin d’éducation populaire",,,,Oui,,,,,,,,,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,
53,2019-07-19 15:46:33,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..)",Loisir / promenade,À pied,Non,5,"Étendre les horaires de service, Augmenter la mobilité de quartier",Non,"Stade Olympique, De Rouen Ouest / Est",Oui,Sécurité des passagers de la navette,Tous les jours ou presque,1h30 - 2h,"Confort, Fiabilité (panne, accident, non présentation du bus ...)",Non,3,3,"J'aurai peur, Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Peut-être,3,3,3,de manière plutôt positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps partiel,
54,2019-07-19 15:57:02,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,Je n'aurais pas fait ce déplacement,Oui,5,"Accroitre la fréquence des transports collectifs, Faciliter l'accès au réseau de bus ou de métro, Favoriser un mode de transport non-polluant","Oui, lesquels, pour rejoindre le metro","Stade Olympique, Marché Maisonneuve",Non,"Sécurité des passagers de la navette, Fiabilité de la technologie",Tous les jours ou presque,30 min - 1h,J'adore,Non,5,4,"J'aurai peur, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord",Oui,4,4,4,de manière plutôt positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,Pas assez vite
55,2019-07-23 13:43:43,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple), Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels, Dernier kilomètre","Stade Olympique, Marché Maisonneuve",Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Absence de conducteur",Tous les jours ou presque,1h - 1h30,"Fréquence, Confort, Achalandage, Distance au transport collectif le plus proche, Distance à pied totale sur le trajet, Nombre de correspondances nécessaires, Temps de trajet, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant",Oui,3,3,"Je me demande qui va répondre aux questions, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transp",Oui,2,2,2,de manière très positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
56,2019-07-23 13:51:28,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Marché Maisonneuve,Oui,Fiabilité de la technologie,Jamais,0 - 30 min,Non dispo campagne,Non,5,4,Aucun problème,Oui,4,4,4,de manière très positive,51 à 64 ans,Femme,Diplôme d'études secondaires,Non,Travailleur à temps partiel,Avoir ça partout serait génial
57,2019-07-23 14:12:21,"Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple), Plus confortable (climatisation, place assise ..)",Magasiner,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Stade Olympique,Oui,"Absence de conducteur, Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Quelques fois par année,0 - 30 min,Commission dans le quartier,Non,1,5,Je me demande qui va répondre aux questions,Oui,3,3,3,de manière très positive,65 à 74 ans,Femme,Diplôme d'études secondaires,Non,Retraité,
58,2019-07-23 14:13:13,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple)",Magasiner,À pied,,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels, Courses","Hochelaga Ouest / Est, Marché Maisonneuve",Oui,,Tous les jours ou presque,1h30 - 2h,Achalandage,Non,3,4,,Oui,4,4,4,de manière très positive,35 à 50 ans,Homme,Diplôme d'études collégiales,Oui,Travailleur à temps plein,
59,2019-07-23 14:26:00,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route","Oui, lesquels",Marché Maisonneuve,Oui,,Jamais,30 min - 1h,"Fréquence, Confort, Achalandage, Infrastructures non adaptées à certaines situations (poussette, fauteuil roulant ...)",Non,5,5,Aucun problème,Oui,5,5,5,de manière très positive,18 à 34 ans,Homme,Diplôme d'études secondaires,Non,Étudiant,
60,2019-07-23 14:26:02,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Aller travailler,À pied,Non,5,"Réduire les accidents de la route, Augmenter la mobilité de quartier","Oui, lesquels",Marché Maisonneuve,"Oui, Pour bus",,Tous les jours ou presque,30 min - 1h,"Achalandage, Fiabilité (panne, accident, non présentation du bus ...)",Oui,5,5,"Aucun problème, Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,5,5,5,de manière très positive,35 à 50 ans,Femme,Diplôme universitaire,Non,Travailleur à temps plein,
61,2019-07-23 14:44:31,"Pour l'expérience de monter dans une navette autonome, pour tester, Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,5,"Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité des personnes à mob réduite",Non,"Biodôme, Marché Maisonneuve",Non,"Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Jamais,30 min - 1h,,Oui,5,3,"J'aurai peur, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord",Oui,3,3,3,de manière plutôt positive,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,
62,2019-07-23 14:52:55,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,Je n'aurais pas fait ce déplacement,Oui,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Augmenter la mobili","Oui, lesquels","Stade Olympique, Marché Maisonneuve",Oui,,Quelques fois par année,0 - 30 min,"Confort, Achalandage",Oui,5,5,,Oui,5,5,5,de manière très positive,65 à 74 ans,Homme,Diplôme d'études collégiales,Non,Retraité,Intégrer au reseau
63,2019-07-23 14:55:07,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Faciliter l'accès a","Oui, lesquels",Stade Olympique,Oui,,Tous les jours ou presque,30 min - 1h,Achalandage,Non,3,5,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,4,4,4,de manière très positive,18 à 34 ans,Femme,Aucun diplôme,Oui,Étudiant,
64,2019-07-23 16:06:01,"Pour l'expérience de monter dans une navette autonome, pour tester",Magasiner,Je n'aurais pas fait ce déplacement,,5,Étendre les horaires de service,"Oui, lesquels",Marché Maisonneuve,,"Sécurité des passagers de la navette, Absence de conducteur, Fiabilité de la technologie",Tous les jours ou presque,30 min - 1h,"Fréquence, Temps de trajet",Non,5,5,Aucun problème,Oui,5,5,5,de manière très positive,35 à 50 ans,Homme,Diplôme d'études collégiales,Non,"Travailleur à temps plein, Autre","Small ,but cool expérience,"
65,2019-07-23 16:26:30,"Pour l'expérience de monter dans une navette autonome, pour tester",Magasiner,En voiture,,5,"Accroitre la fréquence des transports collectifs, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route, Augmenter la mobilité de quartier","Oui, lesquels","Stade Olympique, Marché Maisonneuve",Oui,Fiabilité de la technologie,Tous les jours ou presque,0 - 30 min,"Fréquence, Achalandage, Nombre de correspondances nécessaires",,,4,Aucun problème,Oui,2,2,1,de manière plutôt positive,18 à 34 ans,Femme,Diplôme universitaire,Non,Travailleur à temps partiel,
66,2019-07-23 16:26:35,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,Je n'aurais pas fait ce déplacement,,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Réduire les accidents de la route, Favoriser un mode de transport non-polluant",Non,Marché Maisonneuve,Oui,"Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Tous les jours ou presque,1h30 - 2h,Achalandage,Non,5,5,"Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord ..) ?",Oui,4,4,4,de manière très positive,35 à 50 ans,Femme,Diplôme d'études collégiales,Non,Travailleur à temps plein,
67,2019-07-23 16:37:31,"Pour l'expérience de monter dans une navette autonome, pour tester","Accompagner un proche (école, activité, parent ...)",À pied,Non,5,"Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant",Non,"De Rouen Ouest / Est, Marché Maisonneuve",Non,,Tous les jours ou presque,plus de 2h,"Fréquence, Fiabilité (panne, accident, non présentation du bus ...)",Non,4,4,"J'aurai peur, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord",Oui,3,3,3,de manière plutôt positive,18 à 34 ans,Femme,,Non,Travailleur à temps plein,
68,2019-07-23 17:16:51,"Pour l'expérience de monter dans une navette autonome, pour tester","Accompagner un proche (école, activité, parent ...)",À pied,Non,5,"Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant",Non,"De Rouen Ouest / Est, Marché Maisonneuve",Non,,Tous les jours ou presque,plus de 2h,"Fréquence, Fiabilité (panne, accident, non présentation du bus ...)",Non,4,4,"J'aurai peur, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..), Je me demande qui assurera la sécurité et le civisme à bord (calme, validation des titres de transport, respect des règles à bord",Oui,3,3,3,de manière plutôt positive,18 à 34 ans,Femme,,Non,Travailleur à temps plein,
69,2019-07-23 17:23:37,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple), Plus confortable (climatisation, place assise ..)",Loisir / promenade,À pied,Non,5,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels","Stade Olympique, Marché Maisonneuve",Oui,,Tous les jours ou presque,30 min - 1h,"Fréquence, Confort, Achalandage, Nombre de correspondances nécessaires, Fiabilité (panne, accident, non présentation du bus ...)",Non,4,4,"Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,5,5,5,Neutre (cela ne change pas ma perception),35 à 50 ans,Femme,Diplôme d'études collégiales,Non,Travailleur à temps plein,
70,2019-07-23 17:24:58,Plus pratique ou plus rapide (que de marcher ou de prendre ma voiture par exemple),Rejoindre un autre transport en commun,À pied,Oui,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Faciliter l'accès au réseau de bus ou de métro, Augmenter la mobilité de quartier, Augmenter la mobilité des personn","Oui, lesquels",Stade Olympique,Oui,,Quelques fois par mois,30 min - 1h,,Oui,3,4,Aucun problème,Oui,4,4,4,de manière très positive,35 à 50 ans,Femme,Diplôme universitaire,Oui,Travailleur à temps plein,
71,2019-07-23 17:33:26,"Pour l'expérience de monter dans une navette autonome, pour tester",Retour à la maisom,À pied,Non,4,"Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Accroitre la sécurité vis à vis des cyclistes et des piétons, Réduire les accidents de la route","Oui, lesquels","Hochelaga Ouest / Est, Marché Maisonneuve",Oui,Fiabilité de la technologie,Quelques fois par semaine,0 - 30 min,"Fréquence, Nombre de correspondances nécessaires, Fiabilité (panne, accident, non présentation du bus ...)",Oui,5,4,Aucun problème,Non,5,5,5,de manière très positive,35 à 50 ans,Homme,Diplôme d'études secondaires,Non,Travailleur à temps plein,
72,2019-07-24 10:21:29,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant",Non,De Rouen Ouest / Est,Oui,Entrave à la circulation des cyclistes,Tous les jours ou presque,0 - 30 min,,Non,4,4,Aucun problème,Oui,5,5,5,,35 à 50 ans,Homme,Ne souhaite pas répondre,Non,"Travailleur à temps plein, Ne souhaite pas répondre",
73,2019-07-24 10:21:37,"Pour l'expérience de monter dans une navette autonome, pour tester, Plus confortable (climatisation, place assise ..), Pour encourager le transport collectif et écologique",Loisir / promenade,À pied,Non,4,"Accroitre la fréquence des transports collectifs, Étendre les horaires de service, Déployer des lignes dans les milieux faiblement denses, Augmenter la mobilité des personnes à mob réduite, Favoriser un mode de transport non-polluant",Non,De Rouen Ouest / Est,Oui,"Cybersécurité - (attaque à distance des systèmes de contrôle de la navette), Entrave à la circulation des cyclistes, Sécurité des piétons et autres usagers de la route",Tous les jours ou presque,0 - 30 min,,Non,4,4,Aucun problème,Oui,5,5,5,,35 à 50 ans,Homme,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,
74,2019-07-24 10:27:59,"Pour l'expérience de monter dans une navette autonome, pour tester",Loisir / promenade,À pied,Non,3,"Accroitre la fréquence des transports collectifs, Accroitre la sécurité vis à vis des cyclistes et des piétons, Augmenter la mobilité des personnes à mob réduite","Oui, lesquels",Hochelaga Ouest / Est,Non,"Sécurité des passagers de la navette, Entrave à la circulation des voitures, Entrave à la circulation des cyclistes",Quelques fois par année,0 - 30 min,"Fréquence, Distance au transport collectif le plus proche, Temps de trajet",Non,5,5,"Aucun problème, Je me demande comment sera gérée une situation d'urgence (dysfonctionnement de la navette, malaise à bord ..)",Oui,3,3,3,Neutre (cela ne change pas ma perception),35 à 50 ans,Homme,Ne souhaite pas répondre,Ne souhaite pas répondre,Ne souhaite pas répondre,
