PrjName,RecordNo,Q2,Q3,Q33,Q4A,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7H,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q9C,Q9D,Q9E,Q9K,Q9F,Q9G,Q9I,Q9J,Q9L,Q9M,Q10,Q11,Q11O,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12L,Q12M,Q12N,Q13A,Q13B,Q13C,Q13D,Q14,Q15,Q16,Q17B,Q17BO,Q17A,Q17AO,QNPS,Q18,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q20,Q21,Q21O,Q22,Q22O,Q24,Q27M1,Q27M1O,Q27M2,Q27M2O,Q27M3,Q27M3O,Q27M4,Q27M4O,Q27M5,Q27M5O,Q27M6,Q27M6O,Q27M7,Q27M7O,Q27M8,Q27M8O,Q27M9,Q27M9O,Q27M10,Q27M10O,Q25M1,Q25M1O,Q25M2,Q25M2O,Q25M3,Q25M3O,Q25M4,Q25M4O,Q25M5,Q25M5O,Q26,Q26O,Q28,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q29H,Q30,Q31,DEMO,Q34,Q34O,Q35,Q36,Q36B,Q36BO,Q36C,Q36CO,Q37,LANG,POND 
12000_112A,3181,H1E,12,1,1,2,2,2,1,2,1,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,3,3,2,2,1,2,2,98,,2,2,2,2,1,1,2,1,2,1,1,2,2,2,3,2,1,2,14,respect des horaires des bus,99,trottoir trop élevé pour garer la voiture,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,2,4,,99,berbère,1,FR,"4,642183"
12000_112A,3193,H9C,6,5,1,1,1,1,1,1,1,3,3,3,3,2,2,1,2,3,2,2,2,2,2,2,1,1,1,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,1,1,98,,2,3,3,1,9,1,2,2,1,2,2,1,1,1,1,2,2,2,2,La ponctualité & le traffic,99,,8,2, , , , , , , , ,, ,,1,2,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,"Rénovation, coupe d'arbre",14,, ,, ,, ,, ,,1,1,1,1,1,1,1,1,1,2,2,1,1,,1,2,1,,1,,2,FR,"0,103436"
12000_112A,3205,H9C,6,4,1,2,1,1,1,1,1,2,3,2,3,3,2,1,2,3,3,2,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,2,4,,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,8,La circulation.,1,emissions des permis.,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,4,1,,1,,2,FR,"0,07984"
12000_112A,3206,H4R,14,3,1,2,2,3,2,1,1,2,2,1,2,2,2,3,2,2,1,1,2,2,1,3,1,1,1,1,1,1,1,3,1,2,2,2,2,1,2,1,1,1,1,1,9,1,1,2,1,98,,2,2,2,1,1,9,1,2,1,9,9,2,1,2,2,2,1,2,5,Dévelopement du service de metro de ville saint laurent.,5,Respect les norms,8,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,6,corriger le vanadlaisme dans la parc, ,, ,, ,, ,, ,,2,2,1,1,1,1,1,1,1,3,2,1,2,,1,4,1,,1,,1,FR,"0,743951"
12000_112A,3207,H1X,13,2,2,3,1,2,3,2,2,4,4,4,4,4,4,4,4,4,2,2,4,4,2,4,2,4,4,2,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,4,1,1,1,1,2,3,,4,3,2,2,2,9,1,2,9,2,1,4,3,2,2,3,2,2,12,"la qualité des routes, le respect de la signalisation et des vitesses",99,,5,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,11,permis pour la réglemenation sur les animaux, ,, ,, ,, ,, ,,2,2,2,2,2,2,2,2,2,2,2,1,2,,2,3,1,,1,,2,FR,"4,092224"
12000_112A,3231,H1S,15,6,9,4,2,4,4,4,4,2,2,2,2,9,2,2,4,4,4,4,4,4,2,4,2,2,2,2,4,2,4,4,2,4,2,2,4,4,4,2,2,2,9,4,2,2,4,4,1,17,The metro. There are not enough security officers to help with assaults.,2,9,4,2,2,9,2,4,9,1,2,2,2,2,4,3,2,3,99,,4,Advice from the councillors on what we can and can not do.,5,2, , , , , , , , ,, ,,1,1,,6,, ,, ,, ,, ,, ,, ,, ,, ,,1,, ,, ,, ,, ,, ,,2,2,2,2,2,2,1,2,2,3,4,1,1,,1,4,3,,2,,2,EN,"0,502348"
12000_112A,3237,H2V,9,6,3,3,3,2,4,3,3,2,3,3,3,3,3,2,3,4,4,3,4,3,2,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,98,,2,3,2,2,9,9,2,2,2,9,9,3,3,3,4,3,3,3,2,La duree du deplacement de transport en commun ou personnelle. Le temps que ca prends pour voyager d`un point a l`autre.,99,,6,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,14,Entretien des arbres., ,, ,, ,, ,, ,,1,3,2,2,2,1,3,2,3,2,2,1,4,Veuf.,1,4,3,,1,,1,FR,"0,152858"
12000_112A,3250,H9C,6,5,1,2,1,2,2,2,9,1,2,2,2,2,2,3,2,4,2,3,2,2,1,3,3,1,2,2,3,2,1,2,2,2,2,1,2,3,3,1,1,2,1,1,2,2,2,9,2,98,,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,Transportation.,99,,5,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,4,2,,4,,2,EN,"0,052582"
12000_112A,3253,H9H,10,3,4,2,2,4,3,2,3,2,2,2,2,2,2,4,9,9,3,4,3,4,2,4,2,2,1,3,1,2,2,2,3,2,2,2,2,3,3,2,2,2,4,3,2,3,2,3,2,3,,3,3,2,2,9,9,3,2,2,9,9,2,2,2,3,3,3,3,8,Construction work,99,,7,2, , , , , , , , ,, ,,1,4,,3,, ,, ,, ,, ,, ,, ,, ,, ,,14,A tree fell on the court, ,, ,, ,, ,, ,,4,3,9,3,3,9,9,3,2,3,3,1,2,,1,4,1,,99,Persian,2,EN,"0,648453"
12000_112A,3268,H4L,14,4,1,1,1,1,2,3,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,9,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,,1,2,2,2,9,9,1,1,9,9,1,1,1,1,1,2,1,1,99,,99,,8,2, , , , , , , , ,, ,,1,2,,3,, ,, ,, ,, ,, ,, ,, ,, ,,2,,9,J'ai communiqué avec la ville pour faire assermenter un document., ,, ,, ,,3,,1,1,1,1,1,1,1,1,1,2,1,1,2,,2,4,1,,1,,1,FR,"0,308042"
12000_112A,3270,H1G,8,3,2,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,1,2,1,1,1,4,4,2,4,4,4,4,4,1,2,3,1,1,2,1,1,4,2,11,,4,4,2,2,2,9,3,3,3,1,1,4,4,4,4,3,3,4,2,La fluidité du transport en gérant les projets routiers comme du monde.,99,,4,2, , , , , , , , ,, ,,1,2,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,1,2,2,1,1,1,2,2,2,2,1,2,,2,3,1,,1,,1,FR,"1,205474"
12000_112A,3285,H8S,4,5,1,2,1,1,2,2,4,2,1,2,1,3,4,1,2,3,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,11,,1,1,1,1,1,1,1,1,9,1,1,2,2,2,2,2,2,2,8,Traffic flow,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,3,1,,2,,2,EN,"0,479534"
12000_112A,3289,H2S,13,4,2,2,2,2,9,4,3,3,3,3,3,3,3,2,4,4,3,3,4,4,3,4,2,3,3,3,2,2,2,1,3,3,4,3,2,2,2,3,3,3,3,3,2,2,2,2,2,97,DRÔLE DE PERSONNAGE,3,3,3,2,4,4,2,3,3,2,2,3,4,3,4,3,3,3,12,"l'accessibilité au stationnement, la forte de nids de poule",1,"le délai, la pertinence des décisions ou contraintes qu'ils nous imposent, le prix des permis, la loudeur bureaucratique",6,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,4,role des evaluations fonciales,10,, ,, ,, ,,4,,2,2,3,2,2,2,2,2,3,3,3,1,2,,1,4,1,,1,,2,FR,"0,83179"
12000_112A,3311,H3G,18,4,2,2,1,1,1,9,4,3,3,2,2,2,4,3,4,4,4,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,9,2,3,2,2,2,9,3,9,2,2,2,6,,3,3,3,2,3,9,9,1,2,1,1,3,3,2,3,3,3,2,12,"better planning of construction, construction efficiency",99,,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,1,,2,,2,EN,"0,918661"
12000_112A,3317,H1L,7,3,1,2,2,2,3,2,1,2,2,2,3,3,3,2,4,4,3,1,2,3,2,1,1,1,1,2,1,1,1,1,2,2,2,2,3,1,1,1,1,1,2,2,2,1,3,2,1,98,,2,3,2,1,1,9,1,1,2,1,1,2,2,3,3,2,2,2,8,la fluidité,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,3,1,,1,,1,FR,"1,715913"
12000_112A,3336,H1M,7,6,4,1,1,2,4,1,3,1,1,1,1,1,1,2,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,1,1,1,1,1,1,2,2,2,2,2,,1,1,1,1,1,4,2,1,1,1,2,1,1,2,1,2,1,1,5,L'accessibilité,1,Les délais,8,2, , , , , , , , ,, ,,1,3,, ,, ,, ,, ,, ,, ,, ,, ,, ,,6,Pour une infraction, ,, ,, ,, ,, ,,1,1,1,1,1,1,1,1,1,2,1,1,4,Divorcé et seul,2,4,8,Travailleur indépendant,1,,1,FR,"0,643117"
12000_112A,3338,H2W,18,6,2,2,1,3,2,2,1,2,1,1,1,2,2,3,2,2,2,2,2,2,2,3,1,1,1,2,1,2,3,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,3,2,1,98,,2,1,2,1,1,9,2,2,2,2,2,2,1,2,1,2,1,1,14,good bus service,99,,10,1,2,2,2,2,2,2,2, ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,3,,2,,1,EN,"0,747854"
12000_112A,3346,H2V,11,3,2,2,2,2,2,2,3,2,2,2,3,2,3,2,4,3,3,2,2,2,2,2,1,1,1,2,1,2,2,1,3,4,3,3,2,2,2,3,2,2,3,3,2,2,2,2,1,8,lES ACCIDENTS de la route avec les piétons ou le vélo,3,2,3,1,2,9,2,3,2,1,1,2,2,2,3,2,1,2,99,,99,,8,2, , , , , , , , ,, ,,1,1,,2,, ,, ,, ,, ,, ,, ,, ,, ,,12,,14,Ramasser des branches, ,, ,, ,,12,,1,2,1,2,1,1,1,2,2,1,1,1,2,,1,4,1,,1,,1,FR,"1,4686"
12000_112A,3363,H8S,4,6,1,2,2,2,3,9,2,1,2,2,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,9,9,2,2,2,1,2,9,9,1,2,3,1,,1,4,2,2,9,2,1,2,2,2,1,2,2,2,2,2,1,1,99,,99,,5,9, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,1,1,,1,,2,FR,"0,300084"
12000_112A,3397,999,9,2,3,2,1,2,2,2,1,3,3,2,1,1,3,1,3,4,3,1,1,4,1,2,1,1,1,3,3,1,3,2,2,2,2,4,4,3,3,2,1,2,2,3,2,9,2,2,2,4,,3,3,2,2,2,2,2,2,2,1,1,1,1,3,9,2,1,3,13,des horaires des autobus,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,4,,1,,1,FR,"1,308386"
12000_112A,3399,H4S,15,5,2,2,4,2,2,4,9,4,2,2,4,4,4,2,4,4,4,4,4,4,2,4,4,1,2,2,1,1,2,2,4,2,2,1,1,1,2,1,2,2,4,4,1,2,9,1,1,3,,4,4,3,2,2,9,2,2,2,2,2,4,4,4,4,3,2,3,14,buses be on time,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,1,,2,,2,EN,"0,280299"
12000_112A,3408,H3L,1,4,1,1,1,1,2,9,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,9,1,1,1,3,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,98,,2,2,2,1,2,3,1,1,2,1,9,2,2,2,2,2,2,2,1,transport collectif augmenter le reseau et la frequence ameliorer les transport,4,laflexbilite de reponse attende beaucoup trop longue,9,2, , , , , , , , ,, ,,1,2,, ,, ,, ,, ,, ,, ,, ,, ,, ,,23,projet de permis, ,, ,, ,, ,, ,,4,4,2,3,2,2,3,2,2,3,3,1,2,,1,4,1,,1,,1,FR,"1,123832"
12000_112A,3425,H1R,15,4,1,2,1,1,3,2,3,1,2,1,1,1,1,1,3,3,2,1,2,3,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,4,,1,2,2,2,2,9,2,2,2,2,1,2,2,2,2,2,2,2,12,l etat des routes,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,4,1,,1,français et arabe,2,FR,"0,207106"
12000_112A,3455,H2X,11,6,4,3,2,2,2,1,4,4,1,1,4,2,2,2,3,1,2,2,3,2,2,1,1,1,4,3,1,3,4,1,1,2,1,2,1,2,1,1,1,1,1,1,1,3,1,4,2,11,,3,2,1,3,4,2,2,3,3,1,1,2,2,2,2,3,2,2,4,Donner des réglements des cyclistes (permis aux cyclistes),7,Trop chère,8,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,2,Émission de permis pour renovation, ,, ,, ,, ,, ,,1,1,2,1,2,1,2,3,1,2,1,1,4,,1,2,3,,1,,2,FR,"1,095339"
12000_112A,3457,H4L,14,4,1,2,1,3,1,3,3,1,1,2,1,1,1,1,2,1,2,2,2,3,1,2,1,1,1,2,3,2,2,1,2,1,1,1,1,2,2,1,1,1,4,1,1,1,1,1,1,98,,2,2,3,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,99,,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,3,1,,2,,2,EN,"0,775015"
12000_112A,3459,H9E,6,3,2,4,2,4,2,2,2,3,3,2,3,3,3,2,4,4,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,2,2,2,2,2,2,6,,3,3,3,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,9,La sécurité des enfants,99,,7,2, , , , , , , , ,, ,,1,4,,2,,3,,6,,1,, ,, ,, ,, ,, ,,3,,6,,1,, ,, ,,3,,3,2,2,2,2,2,3,2,3,3,3,1,2,,1,4,1,,1,,1,FR,"0,275633"
12000_112A,3466,H1H,8,5,4,3,2,4,2,2,9,2,2,2,2,2,3,2,4,4,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,1,9,2,2,2,2,2,2,2,9,9,9,2,98,,2,2,2,2,9,1,2,1,1,1,1,1,1,1,1,2,2,1,99,,99,,99,9, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,3,,1,2,1,,7,,2,FR,"1,294767"
12000_112A,3470,H1K,2,5,3,2,2,2,3,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,la proximite,1,la rapidite de traitement,6,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,4,8,travailleur autonome,1,,1,FR,"0,157143"
12000_112A,3473,H9E,6,4,1,2,1,3,4,1,1,1,1,2,9,1,9,1,2,3,1,1,2,2,2,2,1,1,4,4,1,1,1,2,9,3,9,1,1,1,1,1,1,1,4,1,1,2,1,1,4,9,circulation hasardeuse,9,3,3,1,9,1,1,2,9,1,1,2,1,1,1,2,2,2,8,contrôle du traffic,8,moins de construction à l'ile Bizard,9,2, , , , , , , , ,, ,,1,3,,2,,1,, ,, ,, ,, ,, ,, ,, ,,11,,97,service de postes,3,, ,, ,,11,,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,2,3,,1,,2,FR,"0,248416"
12000_112A,3485,H9H,10,5,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,3,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,8,,1,2,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,12,road maintenance,7,cost,9,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,17,reparationde de lumiere, ,, ,, ,, ,, ,,1,2,2,2,1,1,2,2,1,2,2,1,1,,1,4,3,,2,,1,EN,"0,34934"
12000_112A,3492,H1K,2,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,16,insecurite le soir,2,2,2,2,1,2,1,2,2,2,2,1,1,1,9,2,9,1,99,correct,99,,5,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,3,1,,1,,2,FR,"0,256551"
12000_112A,3493,H8R,5,4,2,1,3,3,1,9,1,4,3,3,4,4,4,3,3,3,3,1,9,1,3,1,2,1,1,4,1,1,2,2,3,2,9,2,2,2,2,1,2,2,2,9,1,2,1,2,2,7,,2,2,2,1,9,9,2,2,2,1,1,2,2,2,2,3,2,2,14,Fiability of the buses.,99,,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,1,,2,,2,EN,"2,365383"
12000_112A,3500,999,10,6,3,1,9,1,3,1,2,3,4,3,2,1,4,2,1,4,2,3,3,3,1,3,1,1,1,1,1,1,9,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,peur pour ces ebfant quand ils sortaient la nuit et tout seule et des personne au Volant qui texte ou en etat dangereuse,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,10,lauobus et metro,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,3,3,,99,armenien,2,FR,"0,511647"
12000_112A,3502,H4H,17,6,1,1,1,2,1,1,1,2,2,2,1,2,2,2,3,3,2,2,3,3,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,10,l autobus le metro horaire,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,3,,1,,1,FR,"0,686672"
12000_112A,3505,999,17,5,9,9,9,9,4,9,9,9,9,2,9,9,4,9,9,9,9,2,3,3,1,1,3,1,1,1,1,1,9,2,9,1,1,2,9,9,9,1,1,2,1,9,1,9,1,9,1,98,,2,2,9,1,9,9,9,2,9,9,9,9,9,9,9,9,2,2,99,,99,,98,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,9,9,6,,1,,2,FR,"0,523865"
12000_112A,3506,H2G,11,4,4,1,1,4,2,3,2,4,2,4,4,1,4,1,4,4,4,4,4,4,1,4,1,4,4,4,1,4,4,4,4,1,1,4,4,4,4,1,1,1,4,4,4,4,4,4,2,98,,3,4,4,2,3,3,2,3,3,2,2,4,4,4,4,3,3,3,8,On a coupe la circulationr reccemment sur le plateau. Aussi il faut avoir une application sur les cyclsites qui font pas leurs stops.,6,Le temps alloue pour la renovation.,1,1,4,4,4,1,2,4,1,9,Les centres des rues. Les acces de cyclistes qui prend une bonne partie de rue. Le stationnement aussi. Les rues bloques a cause des facilites.,96,Partout sur le Plateau Mont-Royal.,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,9,,1,9,99,,1,,1,FR,"2,703396"
12000_112A,3510,H1T,13,3,1,1,3,1,2,3,1,1,1,1,1,2,2,3,3,3,4,2,2,3,2,3,4,1,1,1,4,1,1,2,1,2,4,1,1,1,1,1,2,2,9,9,1,1,1,2,2,3,,1,1,3,1,1,1,2,1,1,1,1,1,1,1,3,3,2,2,8,trop de voies reservés de bus,99,,10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,8,Transport signalisation des voies reservé de bus., ,, ,, ,, ,, ,,4,1,4,1,1,1,1,1,1,4,4,1,2,,1,4,5,,2,,2,FR,"1,411249"
12000_112A,3512,H4G,17,4,9,2,2,2,2,2,2,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,9,2,2,1,1,1,2,2,2,1,1,1,9,2,2,98,,1,3,2,2,2,2,2,2,2,9,9,2,2,2,2,2,2,2,1,la bonne qualitétransport en commun,99,,8,2, , , , , , , , ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,1,1,1,1,1,1,1,1,2,2,1,1,,1,4,1,,1,,2,FR,"0,329967"
12000_112A,3518,H1N,2,6,2,2,9,9,1,9,2,2,2,2,2,2,9,2,9,2,2,1,2,2,2,9,2,9,1,1,2,2,9,1,2,1,9,1,9,9,9,1,1,9,9,9,9,9,2,9,2,98,,2,9,9,9,9,9,2,2,9,9,9,9,2,2,9,2,2,9,99,,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,9,3,,1,,2,FR,"0,471619"
12000_112A,3519,H4C,16,4,2,2,2,2,2,2,2,2,1,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,9,9,9,2,9,1,98,,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,9,"Moi je suis pietonne, je voudrais voir plus de rues sans accès aux voitures dans mon arrondissement.",99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,3,1,,1,,1,FR,"0,93262"
12000_112A,3528,H2T,11,4,2,2,2,3,3,3,2,3,3,3,2,3,3,4,4,4,4,4,4,4,2,3,1,1,1,1,1,2,3,1,2,2,1,1,2,1,1,1,2,2,2,1,3,2,2,1,1,1,,2,3,3,1,2,9,2,2,2,2,2,2,2,3,4,2,2,2,2,"Il est urgent qu'on se penche sur un système de transport en commun plus efficace qu'on a présentement. Ça me prend une heure le matin me rendre au travail alors je prends l'auto. Les lignes de métro devraient être rallongées vers l'ouest, le nord,",3,Que ça s'harmonise bien avec l'environnement dans lequel il se trouve,10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,3,Les jets d'eau pour que les enfants s'amusent dans le parc ne s'éteignaient pas quand ils devaient être éteints alors ça faisait une mini inondation dans le parc devant chez moi. Pour installer les balançoires qui arrivent toujours tard,7,, ,, ,, ,, ,,1,2,2,2,2,2,1,2,2,2,2,1,1,,1,4,1,,1,,2,FR,"0,437094"
12000_112A,3533,H3S,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,9,3,2,2,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,3,,3,3,2,2,9,9,2,2,9,2,2,2,1,2,1,3,2,2,1,consommation,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,3,,2,4,1,,3,,2,FR,"2,804361"
12000_112A,3538,H1T,13,5,2,3,2,2,2,3,3,2,3,2,2,2,3,3,4,3,3,2,3,3,2,3,1,1,1,2,1,2,2,2,2,2,2,1,2,3,3,2,2,2,4,3,3,3,1,1,2,9,Pas assez d'éspace pour piétonnes et cyclistes.,2,3,3,1,2,3,2,2,2,1,9,3,2,3,4,3,3,2,1,"Je vois le transport en commun comme le plus prioritaire. Aussi, il faut des voies réservés pour des participants différents.",7,Le coût des permis.,5,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,, ,, ,, ,, ,, ,,1,1,1,1,1,1,1,1,1,2,1,1,1,,1,4,3,,1,,2,FR,"0,468253"
12000_112A,3544,H9C,6,4,1,1,2,4,4,2,3,4,4,4,4,4,4,4,3,3,2,3,2,2,2,4,3,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,99,,4,3,3,3,2,2,2,2,2,2,1,2,2,3,2,3,3,3,99,,7,expenses of of your house,2,2, , , , , , , , ,, ,,1,1,,2,, ,, ,, ,, ,, ,, ,, ,, ,,1,,5,, ,, ,, ,,1,,4,4,4,3,3,3,4,4,4,4,4,1,2,,1,4,2,,2,,2,EN,"0,126284"
