ï»¿X,Y,TYPEINCIDENT,DESCRIPTION,DATEINCIDENT,ANNEE,OBJECTID
-8010887.5078,5688628.7507,5,MÃ©fait,2023/07/20 04:00:00+00,2023,9340
-8010531.0171,5685207.5802,8,Vol,2023/03/21 04:00:00+00,2023,9341
-8010531.0171,5685207.5802,8,Vol,2023/03/21 04:00:00+00,2023,9342
-8009523.1933,5684753.6388,8,Vol,2023/03/28 04:00:00+00,2023,9343
-8001275.4557,5686304.4355,7,Voie de fait,2022/08/18 04:00:00+00,2022,9344
-8005046.4715,5687817.1575,5,MÃ©fait,2023/05/02 04:00:00+00,2023,9345
-8002463.4512,5680864.2529,8,Vol,2023/04/15 04:00:00+00,2023,9346
-8013875.3165,5679996.4367,8,Vol,2022/11/17 05:00:00+00,2022,9347
-8002139.5058,5682555.3278,8,Vol,2022/12/05 05:00:00+00,2022,9348
-8014370.952,5674330.2532,5,MÃ©fait,2023/08/08 04:00:00+00,2023,9349
-8002283.3326,5685296.0211,8,Vol,2023/05/16 04:00:00+00,2023,9350
-8002315.2497,5685901.2675,8,Vol,2023/11/30 05:00:00+00,2023,9351
-8000581.6593,5687908.8789,8,Vol,2023/03/18 04:00:00+00,2023,9352
-8003944.1103,5683578.287,6,Menace ou acte de violence,2022/08/25 04:00:00+00,2022,9353
-8009780.7616,5685253.8324,8,Vol,2022/08/30 04:00:00+00,2022,9354
-8003466.625,5680074.273,3,Conduite avec capacitÃ©s affaiblies,2022/09/28 04:00:00+00,2022,9355
-8003505.4477,5685730.7973,3,Conduite avec capacitÃ©s affaiblies,2022/04/16 04:00:00+00,2022,9356
-8002705.9632,5683880.9409,7,Voie de fait,2023/06/07 04:00:00+00,2023,9357
-8003439.0223,5684117.1807,8,Vol,2021/08/09 04:00:00+00,2021,9358
-8016450.2687,5677995.5671,4,Introduction par effraction,2023/06/25 04:00:00+00,2023,9359
-8002270.6774,5683668.3205,8,Vol,2022/11/08 05:00:00+00,2022,9360
-8011141.4879,5684114.1167,4,Introduction par effraction,2023/10/23 04:00:00+00,2023,9361
-7997871.8407,5684175.6548,7,Voie de fait,2023/06/15 04:00:00+00,2023,9362
-8019350.5036,5675753.8547,8,Vol,2022/06/10 04:00:00+00,2022,9363
-8011300.9168,5687995.9487,8,Vol,2022/06/09 04:00:00+00,2022,9364
-7998515.1274,5686225.8407,8,Vol,2021/08/11 04:00:00+00,2021,9365
-8002921.2009,5685232.6342,4,Introduction par effraction,2023/03/12 05:00:00+00,2023,9366
-8009780.7616,5685253.8324,3,Conduite avec capacitÃ©s affaiblies,2021/09/24 04:00:00+00,2021,9367
-7999051.4215,5679719.2688,3,Conduite avec capacitÃ©s affaiblies,2021/11/11 05:00:00+00,2021,9368
-8009523.1933,5684753.6388,8,Vol,2023/08/19 04:00:00+00,2023,9369
-8000255.9143,5684123.6986,4,Introduction par effraction,2023/03/21 04:00:00+00,2023,9370
-8000603.1038,5685989.2019,8,Vol,2023/10/02 04:00:00+00,2023,9371
-8009523.1933,5684753.6388,8,Vol,2023/05/29 04:00:00+00,2023,9372
-8005038.8411,5687299.257,6,Menace ou acte de violence,2022/03/19 04:00:00+00,2022,9373
-7999902.1447,5685324.8575,7,Voie de fait,2023/05/23 04:00:00+00,2023,9374
-8009524.9601,5685674.7512,8,Vol,2023/10/12 04:00:00+00,2023,9375
-8003439.0223,5684117.1807,8,Vol,2023/09/14 04:00:00+00,2023,9376
-8003168.3723,5683669.4582,4,Introduction par effraction,2023/09/29 04:00:00+00,2023,9377
-8003439.0223,5684117.1807,8,Vol,2022/01/09 05:00:00+00,2022,9378
-8005009.9911,5682636.764,4,Introduction par effraction,2023/04/23 04:00:00+00,2023,9379
-8009523.1933,5684753.6388,5,MÃ©fait,2023/04/19 04:00:00+00,2023,9380
-8001180.913,5686097.7341,8,Vol,2023/10/23 04:00:00+00,2023,9381
-8000226.2757,5684899.8847,7,Voie de fait,2023/08/17 04:00:00+00,2023,9382
-8002283.3326,5685296.0211,4,Introduction par effraction,2023/05/02 04:00:00+00,2023,9383
-8005949.4349,5685313.0095,7,Voie de fait,2023/08/29 04:00:00+00,2023,9384
-8012654.0242,5682475.4649,6,Menace ou acte de violence,2022/04/24 04:00:00+00,2022,9385
-8003448.4601,5683841.631,8,Vol,2022/12/05 05:00:00+00,2022,9386
-8009442.8586,5686139.0494,7,Voie de fait,2023/06/30 04:00:00+00,2023,9387
-8001043.9238,5687322.9878,6,Menace ou acte de violence,2023/01/18 05:00:00+00,2023,9388
-8000620.9467,5679336.5391,7,Voie de fait,2021/03/06 05:00:00+00,2021,9389
-8009066.0509,5698332.7282,6,Menace ou acte de violence,2021/05/01 04:00:00+00,2021,9390
-8009703.0629,5696330.785,6,Menace ou acte de violence,2022/09/09 04:00:00+00,2022,9391
-8003000.187,5685397.0229,7,Voie de fait,2022/05/21 04:00:00+00,2022,9392
-8003317.1033,5684596.927,6,Menace ou acte de violence,2023/07/22 04:00:00+00,2023,9393
-8009523.1933,5684753.6388,8,Vol,2022/07/04 04:00:00+00,2022,9394
-8011671.6064,5681780.3771,4,Introduction par effraction,2022/09/04 04:00:00+00,2022,9395
-8003439.0223,5684117.1807,6,Menace ou acte de violence,2022/03/15 04:00:00+00,2022,9396
-8000797.8975,5687659.7133,4,Introduction par effraction,2022/10/01 04:00:00+00,2022,9397
-8005696.0576,5686980.8583,6,Menace ou acte de violence,2022/05/31 04:00:00+00,2022,9398
-8002683.2403,5684684.1994,5,MÃ©fait,2023/12/17 05:00:00+00,2023,9399
-8004754.1784,5684516.2298,6,Menace ou acte de violence,2022/08/14 04:00:00+00,2022,9400
-8002735.1035,5684186.2451,3,Conduite avec capacitÃ©s affaiblies,2022/04/19 04:00:00+00,2022,9401
-8012240.8711,5679021.202,7,Voie de fait,2022/08/13 04:00:00+00,2022,9402
-8003563.7528,5679420.5382,6,Menace ou acte de violence,2022/12/22 05:00:00+00,2022,9403
-8008055.0611,5686151.1998,6,Menace ou acte de violence,2022/05/12 04:00:00+00,2022,9404
-8002133.9038,5685191.4187,8,Vol,2022/05/28 04:00:00+00,2022,9405
-8003605.0109,5684706.0733,4,Introduction par effraction,2022/06/21 04:00:00+00,2022,9406
-8002668.0022,5685004.4808,7,Voie de fait,2023/09/07 04:00:00+00,2023,9407
-8007160.8612,5681837.493,6,Menace ou acte de violence,2022/12/15 05:00:00+00,2022,9408
-8009066.0509,5698332.7282,6,Menace ou acte de violence,2021/03/08 05:00:00+00,2021,9409
-8003944.1103,5683578.287,3,Conduite avec capacitÃ©s affaiblies,2023/05/20 04:00:00+00,2023,9410
-8009183.4437,5696095.9265,8,Vol,2021/04/25 04:00:00+00,2021,9411
-8004014.2742,5682192.6972,7,Voie de fait,2021/10/26 04:00:00+00,2021,9412
-8003202.9531,5682213.9655,8,Vol,2023/04/15 04:00:00+00,2023,9413
-7995780.8472,5688233.9583,8,Vol,2022/01/05 05:00:00+00,2022,9414
-8003102.8397,5689017.1956,8,Vol,2022/02/19 05:00:00+00,2022,9415
-7999223.9142,5678356.1385,8,Vol,2023/08/03 04:00:00+00,2023,9416
-7997833.0767,5686954.5493,8,Vol,2023/01/30 05:00:00+00,2023,9417
-8012993.5008,5682086.9314,4,Introduction par effraction,2021/08/11 04:00:00+00,2021,9418
-8002671.3898,5686184.755,7,Voie de fait,2023/10/10 04:00:00+00,2023,9419
-8009524.9601,5685674.7512,8,Vol,2022/11/14 05:00:00+00,2022,9420
-8011300.9168,5687995.9487,8,Vol,2022/08/23 04:00:00+00,2022,9421
-8011986.8511,5678979.2466,3,Conduite avec capacitÃ©s affaiblies,2023/08/15 04:00:00+00,2023,9422
-8000242.9245,5686386.3164,7,Voie de fait,2023/09/11 04:00:00+00,2023,9423
-8009150.6767,5683486.46060001,6,Menace ou acte de violence,2022/08/31 04:00:00+00,2022,9424
-8002340.9415,5685255.7238,5,MÃ©fait,2023/01/22 05:00:00+00,2023,9425
-8002918.0978,5684074.7257,7,Voie de fait,2021/03/12 05:00:00+00,2021,9426
-8003156.7789,5680032.8688,6,Menace ou acte de violence,2022/04/22 04:00:00+00,2022,9427
-8002133.9038,5685191.4187,5,MÃ©fait,2021/07/07 04:00:00+00,2021,9428
-7998034.9101,5684891.3275,8,Vol,2023/02/22 05:00:00+00,2023,9429
-8002398.9174,5683735.5769,3,Conduite avec capacitÃ©s affaiblies,2023/04/27 04:00:00+00,2023,9430
-8001647.7732,5685993.1474,3,Conduite avec capacitÃ©s affaiblies,2023/09/02 04:00:00+00,2023,9431
-8002398.9174,5683735.5769,4,Introduction par effraction,2023/03/23 04:00:00+00,2023,9432
-8009295.7503,5681778.9572,3,Conduite avec capacitÃ©s affaiblies,2022/01/29 05:00:00+00,2022,9433
-8001532.5592,5686110.045,8,Vol,2022/01/31 05:00:00+00,2022,9434
-8000741.4863,5686851.5444,6,Menace ou acte de violence,2022/02/14 05:00:00+00,2022,9435
-8009523.1933,5684753.6388,8,Vol,2022/03/02 05:00:00+00,2022,9436
-8003930.8693,5679472.2711,6,Menace ou acte de violence,2022/03/03 05:00:00+00,2022,9437
-8009524.9601,5685674.7512,8,Vol,2023/04/18 04:00:00+00,2023,9438
-8019695.6217,5675663.4692,6,Menace ou acte de violence,2021/05/08 04:00:00+00,2021,9439
-8008478.9072,5686414.6993,7,Voie de fait,2022/05/29 04:00:00+00,2022,9440
-8003177.5077,5685104.4514,5,MÃ©fait,2023/01/31 05:00:00+00,2023,9441
-8017143.055,5677231.2785,8,Vol,2023/02/21 05:00:00+00,2023,9442
-8007397.2316,5694400.1266,3,Conduite avec capacitÃ©s affaiblies,2021/12/04 05:00:00+00,2021,9443
-8002388.0642,5685703.2605,8,Vol,2021/02/25 05:00:00+00,2021,9444
-8003448.4601,5683841.631,8,Vol,2021/07/22 04:00:00+00,2021,9445
-8009780.7616,5685253.8324,8,Vol,2022/11/25 05:00:00+00,2022,9446
-8007799.9995,5686842.6113,6,Menace ou acte de violence,2022/02/04 05:00:00+00,2022,9447
-8012727.4482,5675325.4815,3,Conduite avec capacitÃ©s affaiblies,2022/12/31 05:00:00+00,2022,9448
-8001384.7281,5684874.3498,7,Voie de fait,2022/12/03 05:00:00+00,2022,9449
-8014362.6695,5680257.5323,5,MÃ©fait,2023/05/11 04:00:00+00,2023,9450
-8001025.1455,5687640.1217,8,Vol,2022/01/03 05:00:00+00,2022,9451
-8006646.3323,5682072.313,5,MÃ©fait,2023/10/24 04:00:00+00,2023,9452
-8003448.4601,5683841.631,8,Vol,2021/03/06 05:00:00+00,2021,9453
-8002850.0533,5683935.3505,8,Vol,2023/04/27 04:00:00+00,2023,9454
-8001647.7732,5685993.1474,3,Conduite avec capacitÃ©s affaiblies,2021/11/11 05:00:00+00,2021,9455
-8003150.0474,5683102.0557,6,Menace ou acte de violence,2022/05/14 04:00:00+00,2022,9456
-8001394.7771,5685296.4811,8,Vol,2023/07/13 04:00:00+00,2023,9457
-8004239.91,5683315.5563,7,Voie de fait,2022/03/20 04:00:00+00,2022,9458
-8006167.9887,5684489.8746,8,Vol,2023/08/06 04:00:00+00,2023,9459
-8002571.8871,5685093.6074,8,Vol,2023/08/09 04:00:00+00,2023,9460
-8014516.5484,5682545.4519,6,Menace ou acte de violence,2023/08/11 04:00:00+00,2023,9461
-8000947.2783,5685990.4457,4,Introduction par effraction,2022/09/25 04:00:00+00,2022,9462
-8001466.4319,5686577.9759,8,Vol,2021/01/30 05:00:00+00,2021,9463
-8009524.9601,5685674.7512,8,Vol,2022/05/09 04:00:00+00,2022,9464
-8004541.3834,5685278.9536,7,Voie de fait,2023/06/30 04:00:00+00,2023,9465
-8007644.5754,5682418.0657,8,Vol,2022/06/09 04:00:00+00,2022,9466
-8000581.6593,5687908.8789,8,Vol,2023/04/03 04:00:00+00,2023,9467
-7999534.1371,5692716.5997,5,MÃ©fait,2023/08/09 04:00:00+00,2023,9468
-8002620.3436,5684540.6006,8,Vol,2021/07/17 04:00:00+00,2021,9469
-7999792.7774,5687605.5094,8,Vol,2022/04/06 04:00:00+00,2022,9470
-8009802.6396,5687331.9928,4,Introduction par effraction,2023/04/24 04:00:00+00,2023,9471
-8014875.9118,5682873.5994,4,Introduction par effraction,2022/10/01 04:00:00+00,2022,9472
-8002551.12,5679853.7252,8,Vol,2023/09/12 04:00:00+00,2023,9473
-8002957.8858,5684407.7806,5,MÃ©fait,2023/04/16 04:00:00+00,2023,9474
-8009524.9601,5685674.7512,8,Vol,2022/06/27 04:00:00+00,2022,9475
-8003439.0223,5684117.1807,8,Vol,2023/06/26 04:00:00+00,2023,9476
-8013559.2358,5681159.4419,7,Voie de fait,2023/07/24 04:00:00+00,2023,9477
-8001685.4605,5687853.7725,7,Voie de fait,2022/04/09 04:00:00+00,2022,9478
-8000255.9143,5684123.6986,5,MÃ©fait,2022/06/17 04:00:00+00,2022,9479
-8000485.0778,5685989.792,8,Vol,2022/06/23 04:00:00+00,2022,9480
-7999042.173,5679585.3248,8,Vol,2023/09/13 04:00:00+00,2023,9481
-8009524.9601,5685674.7512,8,Vol,2023/01/29 05:00:00+00,2023,9482
-7999901.7711,5686396.4092,5,MÃ©fait,2022/06/24 04:00:00+00,2022,9483
-7998512.702,5686335.7522,8,Vol,2022/06/22 04:00:00+00,2022,9484
-8000356.7691,5689835.1256,8,Vol,2023/06/06 04:00:00+00,2023,9485
-7999379.0271,5689349.3099,6,Menace ou acte de violence,2022/11/28 05:00:00+00,2022,9486
-7999789.7414,5685321.0624,8,Vol,2023/05/04 04:00:00+00,2023,9487
-8008756.772,5697682.4108,5,MÃ©fait,2021/11/20 05:00:00+00,2021,9488
-8002793.3335,5684935.1936,3,Conduite avec capacitÃ©s affaiblies,2023/09/22 04:00:00+00,2023,9489
-8014362.6695,5680257.5323,5,MÃ©fait,2023/04/17 04:00:00+00,2023,9490
-8016666.1348,5671425.1619,7,Voie de fait,2022/08/24 04:00:00+00,2022,9491
-8002936.6535,5683341.1186,7,Voie de fait,2022/07/27 04:00:00+00,2022,9492
-8002463.4512,5680864.2529,6,Menace ou acte de violence,2022/02/06 05:00:00+00,2022,9493
-8000779.2234,5683466.733,7,Voie de fait,2022/05/29 04:00:00+00,2022,9494
-8004456.6228,5682289.0742,7,Voie de fait,2022/07/23 04:00:00+00,2022,9495
-8009780.7616,5685253.8324,8,Vol,2022/11/17 05:00:00+00,2022,9496
-8003705.6231,5683580.9514,4,Introduction par effraction,2023/10/22 04:00:00+00,2023,9497
-8001868.7263,5687180.0434,4,Introduction par effraction,2023/04/04 04:00:00+00,2023,9498
-7998700.3837,5686725.8429,8,Vol,2022/02/03 05:00:00+00,2022,9499
-8003104.5376,5684700.9662,8,Vol,2023/05/04 04:00:00+00,2023,9500
-8001384.7281,5684874.3498,7,Voie de fait,2022/12/03 05:00:00+00,2022,9501
-8009524.9601,5685674.7512,8,Vol,2022/04/04 04:00:00+00,2022,9502
-8003377.2121,5679742.0637,7,Voie de fait,2023/12/05 05:00:00+00,2023,9503
-8004827.5106,5683422.2224,3,Conduite avec capacitÃ©s affaiblies,2022/02/12 05:00:00+00,2022,9504
-8003511.6427,5682100.8445,6,Menace ou acte de violence,2022/06/01 04:00:00+00,2022,9505
-8013875.3165,5679996.4367,8,Vol,2022/06/22 04:00:00+00,2022,9506
-8009523.1933,5684753.6388,8,Vol,2023/06/02 04:00:00+00,2023,9507
-8009295.7503,5681778.9572,4,Introduction par effraction,2022/03/10 05:00:00+00,2022,9508
-8017623.103,5670654.203,5,MÃ©fait,2023/09/07 04:00:00+00,2023,9509
-8001647.7732,5685993.1474,8,Vol,2023/11/17 05:00:00+00,2023,9510
-8000060.3032,5687696.5716,8,Vol,2023/10/12 04:00:00+00,2023,9511
-8012248.6145,5679775.2586,8,Vol,2022/12/14 05:00:00+00,2022,9512
-8002737.8586,5682116.4946,4,Introduction par effraction,2023/11/29 05:00:00+00,2023,9513
-8016024.8408,5683724.6174,5,MÃ©fait,2022/06/09 04:00:00+00,2022,9514
-8011369.1434,5682331.1482,7,Voie de fait,2022/06/30 04:00:00+00,2022,9515
-7995780.8472,5688233.9583,8,Vol,2023/09/25 04:00:00+00,2023,9516
-8000766.079,5687428.8569,4,Introduction par effraction,2023/07/17 04:00:00+00,2023,9517
-8008110.9037,5682660.7455,8,Vol,2023/09/04 04:00:00+00,2023,9518
-8003439.0223,5684117.1807,8,Vol,2023/11/07 05:00:00+00,2023,9519
-8002047.3821,5685373.7015,5,MÃ©fait,2023/11/30 05:00:00+00,2023,9520
-8009523.1933,5684753.6388,8,Vol,2022/09/28 04:00:00+00,2022,9521
-8000341.0449,5690209.2012,8,Vol,2022/12/09 05:00:00+00,2022,9522
-8000797.8975,5687659.7133,7,Voie de fait,2021/11/23 05:00:00+00,2021,9523
-8002849.5424,5685263.4228,7,Voie de fait,2022/04/16 04:00:00+00,2022,9524
-8016666.1348,5671425.1619,6,Menace ou acte de violence,2022/10/11 04:00:00+00,2022,9525
-8000195.8023,5683856.1397,7,Voie de fait,2023/02/14 05:00:00+00,2023,9526
-8000603.1038,5685989.2019,8,Vol,2023/08/10 04:00:00+00,2023,9527
-8003168.3723,5683669.4582,7,Voie de fait,2023/09/28 04:00:00+00,2023,9528
-7999948.9547,5682850.6028,8,Vol,2023/04/15 04:00:00+00,2023,9529
-7999477.0677,5688301.9565,6,Menace ou acte de violence,2023/08/29 04:00:00+00,2023,9530
-8000766.079,5687428.8569,7,Voie de fait,2023/11/01 04:00:00+00,2023,9531
-8009523.1933,5684753.6388,8,Vol,2023/02/16 05:00:00+00,2023,9532
-8000312.3425,5679155.0289,8,Vol,2022/01/16 05:00:00+00,2022,9533
-8001786.1328,5685228.3985,7,Voie de fait,2023/02/25 05:00:00+00,2023,9534
-8003439.0223,5684117.1807,6,Menace ou acte de violence,2021/02/26 05:00:00+00,2021,9535
-8002587.3133,5683364.2905,7,Voie de fait,2022/01/28 05:00:00+00,2022,9536
-8014379.5809,5683959.6973,8,Vol,2023/08/08 04:00:00+00,2023,9537
-8003216.3475,5682413.4098,6,Menace ou acte de violence,2021/09/24 04:00:00+00,2021,9538
-8015361.1226,5680337.9311,7,Voie de fait,2022/08/09 04:00:00+00,2022,9539
-8011567.7591,5679578.7487,6,Menace ou acte de violence,2023/04/03 04:00:00+00,2023,9540
-8012594.7622,5681271.3915,3,Conduite avec capacitÃ©s affaiblies,2022/12/11 05:00:00+00,2022,9541
-8000603.1038,5685989.2019,8,Vol,2023/08/14 04:00:00+00,2023,9542
-8004399.1651,5686340.1446,7,Voie de fait,2022/08/01 04:00:00+00,2022,9543
-8016115.3487,5683911.7933,7,Voie de fait,2021/12/12 05:00:00+00,2021,9544
-8002787.2379,5684917.927,4,Introduction par effraction,2023/06/28 04:00:00+00,2023,9545
-8000587.5097,5683982.1203,5,MÃ©fait,2023/10/25 04:00:00+00,2023,9546
-8001525.2217,5685773.6345,7,Voie de fait,2023/01/21 05:00:00+00,2023,9547
-8006167.9887,5684489.8746,8,Vol,2022/06/28 04:00:00+00,2022,9548
-8005513.6209,5684849.5362,6,Menace ou acte de violence,2023/08/22 04:00:00+00,2023,9549
-8003448.4601,5683841.631,8,Vol,2023/08/27 04:00:00+00,2023,9550
-8007160.8612,5681837.493,3,Conduite avec capacitÃ©s affaiblies,2023/07/08 04:00:00+00,2023,9551
-8000009.4459,5681152.1796,8,Vol,2023/08/01 04:00:00+00,2023,9552
-8000455.4305,5679380.7137,7,Voie de fait,2021/02/22 05:00:00+00,2021,9553
-8007154.1807,5682821.9085,8,Vol,2023/06/05 04:00:00+00,2023,9554
-8003723.1925,5684099.1648,5,MÃ©fait,2023/08/31 04:00:00+00,2023,9555
-7998736.8896,5685881.0807,6,Menace ou acte de violence,2022/05/22 04:00:00+00,2022,9556
-8004912.5245,5680750.0308,8,Vol,2023/06/25 04:00:00+00,2023,9557
-7994440.5447,5678540.3513,8,Vol,2023/05/25 04:00:00+00,2023,9558
-8008060.0931,5684437.7594,8,Vol,2022/03/23 04:00:00+00,2022,9559
-8009178.9257,5681967.7084,7,Voie de fait,2022/03/17 04:00:00+00,2022,9560
-8000620.9467,5679336.5391,7,Voie de fait,2023/08/20 04:00:00+00,2023,9561
-8015798.4034,5683917.7335,3,Conduite avec capacitÃ©s affaiblies,2022/10/11 04:00:00+00,2022,9562
-8000021.5356,5685321.3984,6,Menace ou acte de violence,2022/04/21 04:00:00+00,2022,9563
-8002503.5878,5691727.0658,6,Menace ou acte de violence,2021/02/04 05:00:00+00,2021,9564
-8001353.1518,5687440.4076,6,Menace ou acte de violence,2021/08/16 04:00:00+00,2021,9565
-8015054.4328,5677251.5409,6,Menace ou acte de violence,2023/04/03 04:00:00+00,2023,9566
-8000060.3032,5687696.5716,8,Vol,2023/06/05 04:00:00+00,2023,9567
-8015451.1822,5689209.0055,8,Vol,2023/03/17 04:00:00+00,2023,9568
-8018197.4395,5676617.9747,8,Vol,2023/03/21 04:00:00+00,2023,9569
-8000264.2932,5684235.846,5,MÃ©fait,2023/05/29 04:00:00+00,2023,9570
-8014414.0994,5676865.7855,7,Voie de fait,2022/02/24 05:00:00+00,2022,9571
-8008909.9296,5685683.5243,4,Introduction par effraction,2023/04/26 04:00:00+00,2023,9572
-8007798.8092,5687405.6055,4,Introduction par effraction,2023/11/16 05:00:00+00,2023,9573
-8002211.905,5685345.9839,7,Voie de fait,2023/07/23 04:00:00+00,2023,9574
-8003422.0532,5682964.6721,8,Vol,2023/06/29 04:00:00+00,2023,9575
-7999792.7774,5687605.5094,4,Introduction par effraction,2023/06/05 04:00:00+00,2023,9576
-8016666.1348,5671425.1619,6,Menace ou acte de violence,2022/01/20 05:00:00+00,2022,9577
-8000952.3988,5686458.3753,6,Menace ou acte de violence,2021/12/27 05:00:00+00,2021,9578
-8014720.1856,5678718.2802,7,Voie de fait,2022/04/18 04:00:00+00,2022,9579
-8002849.5424,5685263.4228,5,MÃ©fait,2023/04/29 04:00:00+00,2023,9580
-8003207.1883,5684651.3231,7,Voie de fait,2023/07/21 04:00:00+00,2023,9581
-8001532.5592,5686110.045,8,Vol,2022/09/21 04:00:00+00,2022,9582
-8003440.4672,5684851.6334,7,Voie de fait,2022/11/28 05:00:00+00,2022,9583
-8010782.8272,5687630.3955,8,Vol,2023/03/16 04:00:00+00,2023,9584
-7996992.3641,5686505.3764,8,Vol,2022/11/22 05:00:00+00,2022,9585
-8009524.9601,5685674.7512,8,Vol,2023/04/13 04:00:00+00,2023,9586
-8001384.7281,5684874.3498,6,Menace ou acte de violence,2022/10/07 04:00:00+00,2022,9587
-8000231.8263,5688501.4303,6,Menace ou acte de violence,2022/10/18 04:00:00+00,2022,9588
-8003177.5077,5685104.4514,7,Voie de fait,2022/09/20 04:00:00+00,2022,9589
-8000716.9132,5685991.5361,8,Vol,2023/03/21 04:00:00+00,2023,9590
-8011638.1708,5682989.0467,8,Vol,2021/06/19 04:00:00+00,2021,9591
-8007381.4538,5684464.3,8,Vol,2022/04/26 04:00:00+00,2022,9592
-8011400.9547,5679742.1259,3,Conduite avec capacitÃ©s affaiblies,2023/06/02 04:00:00+00,2023,9593
-8003891.9813,5684484.6479,8,Vol,2023/12/07 05:00:00+00,2023,9594
-8016666.1348,5671425.1619,7,Voie de fait,2022/02/27 05:00:00+00,2022,9595
-8005881.0698,5682896.9179,3,Conduite avec capacitÃ©s affaiblies,2023/10/11 04:00:00+00,2023,9596
-8007296.3475,5684185.9156,4,Introduction par effraction,2023/10/24 04:00:00+00,2023,9597
-8002620.3436,5684540.6006,8,Vol,2021/02/11 05:00:00+00,2021,9598
-8010032.6584,5686906.0386,8,Vol,2023/04/12 04:00:00+00,2023,9599
-8007799.8433,5686034.4894,6,Menace ou acte de violence,2023/01/23 05:00:00+00,2023,9600
-8004567.1208,5683001.7227,7,Voie de fait,2022/02/16 05:00:00+00,2022,9601
-8000455.4305,5679380.7137,7,Voie de fait,2021/09/04 04:00:00+00,2021,9602
-8003147.8175,5683824.7792,5,MÃ©fait,2022/05/30 04:00:00+00,2022,9603
-8002283.3326,5685296.0211,8,Vol,2021/08/14 04:00:00+00,2021,9604
-8002969.3232,5682102.4973,4,Introduction par effraction,2023/07/03 04:00:00+00,2023,9605
-8003893.149,5684716.7679,5,MÃ©fait,2021/05/11 04:00:00+00,2021,9606
-8002388.6146,5682142.5069,8,Vol,2023/09/28 04:00:00+00,2023,9607
-7998515.1274,5686225.8407,3,Conduite avec capacitÃ©s affaiblies,2023/06/17 04:00:00+00,2023,9608
-8001648.2515,5685982.6882,5,MÃ©fait,2022/06/25 04:00:00+00,2022,9609
-8000069.7632,5686574.768,8,Vol,2023/04/12 04:00:00+00,2023,9610
-8005044.9644,5685778.0396,4,Introduction par effraction,2023/04/14 04:00:00+00,2023,9611
-8008580.7551,5685330.2958,4,Introduction par effraction,2023/04/27 04:00:00+00,2023,9612
-7999424.0732,5679401.1076,3,Conduite avec capacitÃ©s affaiblies,2021/10/10 04:00:00+00,2021,9613
-8000952.3988,5686458.3753,6,Menace ou acte de violence,2022/01/27 05:00:00+00,2022,9614
-8014414.0994,5676865.7855,5,MÃ©fait,2023/06/05 04:00:00+00,2023,9615
-7999582.6295,5686952.6386,7,Voie de fait,2022/11/30 05:00:00+00,2022,9616
-7997198.006,5688256.2317,6,Menace ou acte de violence,2021/07/12 04:00:00+00,2021,9617
-8003207.1883,5684651.3231,6,Menace ou acte de violence,2021/11/30 05:00:00+00,2021,9618
-8010887.5078,5688628.7507,8,Vol,2023/03/21 04:00:00+00,2023,9619
-8011705.6053,5684037.6817,3,Conduite avec capacitÃ©s affaiblies,2023/12/10 05:00:00+00,2023,9620
-8000947.2783,5685990.4457,8,Vol,2022/07/09 04:00:00+00,2022,9621
-8003179.069,5681324.4445,6,Menace ou acte de violence,2023/07/08 04:00:00+00,2023,9622
-8006503.6883,5684549.538,7,Voie de fait,2022/07/24 04:00:00+00,2022,9623
-8000242.9245,5686386.3164,7,Voie de fait,2022/06/08 04:00:00+00,2022,9624
-8002622.8979,5682127.0434,8,Vol,2023/02/26 05:00:00+00,2023,9625
-8012294.0646,5681530.1901,3,Conduite avec capacitÃ©s affaiblies,2023/11/25 05:00:00+00,2023,9626
-8000587.5097,5683982.1203,8,Vol,2023/01/21 05:00:00+00,2023,9627
-8002793.3335,5684935.1936,3,Conduite avec capacitÃ©s affaiblies,2023/10/27 04:00:00+00,2023,9628
-8013827.6002,5680836.452,8,Vol,2023/12/09 05:00:00+00,2023,9629
-8000069.7632,5686574.768,5,MÃ©fait,2022/05/04 04:00:00+00,2022,9630
-8003437.568,5682546.4859,8,Vol,2023/09/17 04:00:00+00,2023,9631
-8002849.5424,5685263.4228,7,Voie de fait,2023/12/12 05:00:00+00,2023,9632
-8002438.1765,5685937.6662,8,Vol,2023/02/14 05:00:00+00,2023,9633
-8003563.7528,5679420.5382,7,Voie de fait,2022/12/18 05:00:00+00,2022,9634
-8002735.1035,5684186.2451,8,Vol,2022/12/24 05:00:00+00,2022,9635
-8002272.8442,5683265.6005,5,MÃ©fait,2023/08/16 04:00:00+00,2023,9636
-8009793.1124,5696666.2789,7,Voie de fait,2021/12/31 05:00:00+00,2021,9637
-8001816.1188,5685487.5496,4,Introduction par effraction,2022/08/09 04:00:00+00,2022,9638
-8001816.1188,5685487.5496,4,Introduction par effraction,2022/08/10 04:00:00+00,2022,9639
-8003723.3353,5684928.0241,8,Vol,2023/11/27 05:00:00+00,2023,9640
-8000340.0698,5686495.9584,7,Voie de fait,2022/01/08 05:00:00+00,2022,9641
-8001681.5867,5684522.5708,6,Menace ou acte de violence,2022/09/13 04:00:00+00,2022,9642
-8000766.079,5687428.8569,5,MÃ©fait,2023/04/29 04:00:00+00,2023,9643
-8011671.6064,5681780.3771,3,Conduite avec capacitÃ©s affaiblies,2023/04/29 04:00:00+00,2023,9644
