NUMEROTATION,CODE_ETAB,NOM_CTRE_HOSPIT,SOINS_COURTE_DUREE,SOINS_CHIRURGIE_UN_JOUR,SOINS_POST-MORTEM,TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
144,,Total     11044088 CISSS DES ILES,1367,742,0,2109,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
145,51220895,CENTRE D'HEBERGEMENT MGR-ROSS DE GASPE,139,0,0,139,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
146,51220903,HOPITAL DE GASPE,1956,1323,0,3279,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
147,51221539,HOPITAL DE SAINTE-ANNE-DES-MONTS,1296,211,0,1507,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
148,51227775,HOPITAL DE CHANDLER,2181,343,0,2524,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
149,51227908,HOPITAL DE MARIA,3277,1816,0,5093,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
150,,Total     11045242 CISSS DE LA GASPESIE,8849,3693,0,12542,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
151,,TOTAL 11 Gaspésie-Îles-de-la-Madeleine,10216,4435,0,14651,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
152,51219673,CENTRE PAUL-GILBERT - CHSLD DE CHARNY,0,3660,0,3660,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
153,51227569,HOTEL-DIEU DE LEVIS,15282,4947,0,20229,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
154,51228948,HOPITAL DE THETFORD MINES,4930,2815,0,7745,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
155,51228963,HOPITAL DE MONTMAGNY,3974,3866,0,7840,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
156,51228971,HOPITAL DE SAINT-GEORGES,8435,3516,0,11951,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
157,,Total     11045333 CISSS DE CHAUDIERE-APPALACHES,32621,18804,0,51425,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
158,,TOTAL 12 Chaudière-Appalaches,32621,18804,0,51425,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
159,11097029,HOPITAL JUIF DE READAPTATION,857,0,0,857,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
160,51228757,HOPITAL DE LA CITE-DE-LA-SANTE,30498,9332,0,39830,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
161,,Total     11045267 CISSS DE LAVAL,31355,9332,0,40687,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
162,,TOTAL 13 Laval,31355,9332,0,40687,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
163,51228062,HOPITAL PIERRE-LE GARDEUR,22137,8043,0,30180,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
164,51228856,CENTRE HOSPITALIER REGIONAL DE LANAUDIERE,17557,8401,0,25958,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
165,,Total     11045275 CISSS DE LANAUDIERE,39694,16444,0,56138,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
166,,TOTAL 14 Lanaudière,39694,16444,0,56138,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
167,51217610,HOPITAL DE MONT-LAURIER,2805,625,0,3430,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
168,51217628,CENTRE DE SERVICES DE RIVIERE-ROUGE,922,0,0,922,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
169,51226777,HOPITAL LAURENTIEN,6051,3143,0,9194,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
170,51228864,HOPITAL DE SAINT-EUSTACHE,15277,4895,0,20172,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
171,51228880,HOPITAL REGIONAL DE SAINT-JEROME,20429,9190,0,29619,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
172,51235687,CENTRE MULTI. SSS D'ARGENTEUIL,1183,1324,0,2507,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
173,,Total     11045283 CISSS DES LAURENTIDES,46667,19177,0,65844,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
174,,TOTAL 15 Laurentides,46667,19177,0,65844,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
175,51229045,HOPITAL DU HAUT-RICHELIEU,19205,7345,0,26550,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
176,51233799,HOPITAL CHARLES LEMOYNE,24771,8828,0,33599,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
177,,Total     11045291 CISSS DE LA MONTEREGIE-CENTRE,43976,16173,0,60149,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
178,51229011,HOPITAL PIERRE-BOUCHER,22060,9948,0,32008,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
179,51229102,HOTEL-DIEU DE SOREL,6747,3219,0,9966,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
180,51229193,HOPITAL HONORE-MERCIER,11146,5569,0,16715,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
181,54583356,CENTRE D'HEBERGEMENT DE L'HOTEL-DIEU-DE-ST-HYACINTHE,593,0,0,593,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
182,,Total     11045309 CISSS DE LA MONTEREGIE-EST,40546,18736,0,59282,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
183,51228005,HOPITAL BARRIE MEMORIAL,1091,653,0,1744,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
184,51229136,HOPITAL DU SUROIT,9879,4265,0,14144,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
185,51229151,HOPITAL ANNA-LABERGE,11632,5852,0,17484,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
186,,Total     11045317 CISSS DE LA MONTEREGIE-OUEST,22602,10770,0,33372,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
187,54780366,CENTRE HOSP. KATERI MEMORIAL-TEHSAKOTITSEN : THA,45,0,0,45,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
188,,Total     16802704 CONSEIL DES MOHAWKS DE KAHNAWAKE,45,0,0,45,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
189,,TOTAL 16 Montérégie,107169,45679,0,152848,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
190,12730628,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,1221,93,0,1314,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
191,,Total     12730628 CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,1221,93,0,1314,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
192,51235141,CENTRE DE SANTE INUULITSIVIK,1440,183,0,1623,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
193,,Total     51235141 CENTRE DE SANTE INUULITSIVIK,1440,183,0,1623,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
194,,TOTAL 17 Nunavik,2661,276,0,2937,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
195,51235430,HOPITAL DE CHISASIBI,756,0,0,756,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
196,,Total     16258899 CONSEIL CRI DE LA SANTE SERVICE SOCIAUX DE LA BAIE ,756,0,0,756,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
197,,TOTAL 18 Terres-Cries-de-la-Baie-James,756,0,0,756,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
198,,Grand Total,834697,368634,125,1203456,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2017/04/01 et 2018/03/31, 2019-05-22
