NUMEROTATION,CODE_ETAB,NOM_CTRE_HOSPIT,SOINS_COURTE_DUREE,SOINS_CHIRURGIE_UN_JOUR,SOINS_POST-MORTEM,TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
144,51221539,HOPITAL DE SAINTE-ANNE-DES-MONTS,1306,207,0,1513,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
145,51227775,HOPITAL DE CHANDLER,2299,396,0,2695,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
146,51227908,HOPITAL DE MARIA,3304,1882,0,5186,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
147,,Total     11045242 CISSS DE LA GASPESIE,9016,3808,0,12824,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
148,,TOTAL 11 Gaspésie-Îles-de-la-Madeleine,10330,4517,0,14847,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
149,51219673,CENTRE PAUL-GILBERT - CHSLD DE CHARNY,0,3551,0,3551,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
150,51227569,HOTEL-DIEU DE LEVIS,15824,5023,0,20847,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
151,51228948,HOPITAL DE THETFORD MINES,4805,2577,0,7382,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
152,51228963,HOPITAL DE MONTMAGNY,4191,2706,0,6897,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
153,51228971,HOPITAL DE SAINT-GEORGES,8594,3441,0,12035,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
154,,Total     11045333 CISSS DE CHAUDIERE-APPALACHES,33414,17298,0,50712,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
155,,TOTAL 12 Chaudière-Appalaches,33414,17298,0,50712,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
156,11097029,HOPITAL JUIF DE READAPTATION,954,0,0,954,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
157,51228757,HOPITAL DE LA CITE-DE-LA-SANTE,29618,10175,0,39793,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
158,,Total     11045267 CISSS DE LAVAL,30572,10175,0,40747,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
159,,TOTAL 13 Laval,30572,10175,0,40747,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
160,51228062,HOPITAL PIERRE-LE GARDEUR,22251,7745,0,29996,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
161,51228856,CENTRE HOSPITALIER REGIONAL DE LANAUDIERE,18009,8414,0,26423,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
162,,Total     11045275 CISSS DE LANAUDIERE,40260,16159,0,56419,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
163,,TOTAL 14 Lanaudière,40260,16159,0,56419,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
164,51217610,HOPITAL DE MONT-LAURIER,2745,689,0,3434,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
165,51217628,CENTRE DE SERVICES DE RIVIERE-ROUGE,995,0,0,995,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
166,51226777,HOPITAL LAURENTIEN,6313,3203,0,9516,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
167,51228864,HOPITAL DE SAINT-EUSTACHE,14906,5078,0,19984,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
168,51228880,HOPITAL REGIONAL DE SAINT-JEROME,20723,9240,0,29963,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
169,51235687,CENTRE MULTI. SSS D'ARGENTEUIL,1106,1564,0,2670,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
170,,Total     11045283 CISSS DES LAURENTIDES,46788,19774,0,66562,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
171,,TOTAL 15 Laurentides,46788,19774,0,66562,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
172,51229045,HOPITAL DU HAUT-RICHELIEU,18409,8608,0,27017,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
173,51233799,HOPITAL CHARLES LEMOYNE,24754,9754,0,34508,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
174,,Total     11045291 CISSS DE LA MONTEREGIE-CENTRE,43163,18362,0,61525,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
175,51229011,HOPITAL PIERRE-BOUCHER,21769,10152,0,31921,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
176,51229102,HOTEL-DIEU DE SOREL,6368,3024,0,9392,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
177,51229193,HOPITAL HONORE-MERCIER,11621,5491,0,17112,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
178,54583356,CENTRE D'HEBERGEMENT DE L'HOTEL-DIEU-DE-ST-HYACINTHE,665,0,0,665,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
179,,Total     11045309 CISSS DE LA MONTEREGIE-EST,40423,18667,0,59090,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
180,51228005,HOPITAL BARRIE MEMORIAL,1117,574,0,1691,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
181,51229136,HOPITAL DU SUROIT,9250,4021,0,13271,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
182,51229151,HOPITAL ANNA-LABERGE,11230,6449,0,17679,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
183,,Total     11045317 CISSS DE LA MONTEREGIE-OUEST,21597,11044,0,32641,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
184,54780366,CENTRE HOSP. KATERI MEMORIAL-TEHSAKOTITSEN : THA,30,0,0,30,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
185,,Total     16802704 CONSEIL DES MOHAWKS DE KAHNAWAKE,30,0,0,30,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
186,,TOTAL 16 Montérégie,105213,48073,0,153286,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
187,12730628,CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,1219,63,0,1282,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
188,,Total     12730628 CENTRE DE SANTE TULATTAVIK DE L'UNGAVA,1219,63,0,1282,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
189,51235141,CENTRE DE SANTE INUULITSIVIK,1320,177,0,1497,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
190,,Total     51235141 CENTRE DE SANTE INUULITSIVIK,1320,177,0,1497,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
191,,TOTAL 17 Nunavik,2539,240,0,2779,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
192,51235430,HOPITAL DE CHISASIBI,609,0,0,609,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
193,,Total     16258899 CONSEIL CRI DE LA SANTE SERVICE SOCIAUX DE LA BAIE ,609,0,0,609,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
194,,TOTAL 18 Terres-Cries-de-la-Baie-James,609,0,0,609,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
195,,Grand Total,833258,373684,102,1207044,Titre du rapport « S07-Nombre de départs par centre hospitalier »,Entre 2018/04/01 et 2019/03/31, 2019-09-05
