Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Grands_defis_de_societe,Type_de_destinataire,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQSC,,2018-2019,2016-2017,"LESSARD, SABRINA",201884,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions","Contextes idéologiques, politiques, économiques et sociaux des transformations sociales",Pratiques professionnelles,Structures organisationnelles,,mourir et mort // soins de fin de vie // loi concernant les soins de fin de vie // théorie de la pratique // transformation sociale // pratiques professionnelles
FRQSC,,2018-2019,2016-2017,"LUM, CHLOE",201888,York University,CANADA,Ontario,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,5000,0,5000,,Titulaire,Création artistique et littéraire,Sculpture ,Performance ,Culture,,Tableau vivant // Mise en scène // Éphémérité // Théorie de l'acteur-réseau // Matérialité // Performance
FRQSC,,2018-2019,2016-2017,"GUÉNETTE, DAVE",201890,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Droit constitutionnel ,Idées politiques  ,Droits et justice,Affaires intérieures ,Droit constitutionnel // Processus constituant // Multinationalisme // États plurinationaux  // Démocratie consociative // Fédéralisme
FRQSC,,2018-2019,2016-2017,"CROSS, DANIEL",201900,Université Concordia,CANADA,Québec,Subventions de recherche,Recherche-création,RC,Recherche-création / Équipe,RC2,47696,12878,60574,,Établissement reconnu,Création artistique et littéraire,Cinéma,Études des arts populaires et de masse,Culture,Éducation ,New Media // Social Justice Documentary Content // Cultural New Media Policy // Interactive Documentary Filmmaking // Expanded Cinema // Interactive Narrative
FRQSC,,2018-2019,2016-2017,"BERNARD, ANNE",201904,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Milieux de vie, aménagement et appropriation de l'espace humain",Modélisation,Production végétale autre que forestière,Politiques économiques,Ressources naturelles,Modèle bio-économique // Aménagement intégré // Territitoire forestier // Usage multiple // Acceptabilité sociale
FRQSC,,2018-2019,2016-2017,"PAUL, MARIANNE",201908,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Valeurs et modes de vie,,Populations,,Body image among women in Africa // actual versus perceived weight  // cultural perceptions and body image
FRQSC,,2018-2019,2016-2017,"DRAPEAU, LINE",201913,Queen's University,CANADA,Ontario,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Gestion des organisations ,Gestion des risques ,Mécanismes de contrôle et mesure de la performance ,Structures organisationnelles,,Fraude // Détection // Mesures de performance non financières // Analyse industrielle // Information financière crédible
FRQSC,,2018-2019,2016-2017,"IAVARONE-TURCOTTE, ANNE",201933,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,Éthique individuelle et des collectivités,,Droits et justice,,État // Minorités // Droits // Valeurs // Multiculturalisme // Interculturalisme
FRQSC,,2018-2019,2016-2017,"SAMOUNTRY, NICOLE",202001,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Enseignement ,Bilinguisme et multilinguisme,Éducation ,Culture,classe d'accueil // compétence culturelle // représentations enseignantes // pratiques enseignantes // interculturel // francais langue seconde
FRQSC,,2018-2019,2016-2017,"LEBLANC, PIERRE-MARC",202003,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Gestion des organisations ,Leadership,,Structures organisationnelles,,Équipes de travail // Leadership partagé // Pratiques de ressources humaines // Performance adaptative // Innovation
FRQSC,,2018-2019,2016-2017,"MEILLEUR, ROXANE",202007,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Gestion des organisations ,"Services adaptés (logement, transport)",Entreprises d'État ,Structures organisationnelles,Solidarité sociale,Administration publique // Culture organisationnelle // Participation citoyenne // Logement social // Habitation à loyer modique
FRQSC,,2018-2019,2016-2017,"VEZEAU, CAROLE",202014,Cégep régional de Lanaudière,CANADA,Québec,Bourses de carrière et subventions salariales,Dégagement d'enseignement et appui pour la recherche au collégial,CHC,Dégagement d'enseignement pour la recherche au collégial,CHZ,47000,0,47000,,Établissement reconnu,"Éducation, savoirs et compétences",,,,,
FRQSC,,2018-2019,2016-2017,"FORTIN, MAXIM",202017,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,13333,0,13333,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions","Contextes idéologiques, politiques, économiques et sociaux des transformations sociales",Socialisation politique  ,Affaires intérieures ,Solidarité sociale,Recension de publications // Entretiens semi-dirigés // Recherche documentaire
FRQSC,,2018-2019,2016-2017,"GRANDBOIS, VALÉRIE",202020,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Gestion des organisations ,Entrepreneurship,,Culture,,Entrepreneuriat // Culture entrepreneuriale // Construction de l'identité // Anthropologie
FRQSC,,2018-2019,2016-2017,"LAVOIE, RICHARD",202042,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Création artistique et littéraire,Formes d'art émergentes,,Culture,,Immersion // Cinéma immersif // Remédiation // Langage cinématographique // Montage // Arts médiatiques
FRQSC,,2018-2019,2016-2017,"LORTIE, JOSÉE",202045,HEC Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,13333,0,13333,,Titulaire,Gestion des organisations ,Leadership,Gestion dans divers secteurs,Structures organisationnelles,,leadership as practice  // leadership collectif // expérience collective du flow // relationnel // matérialité // discours
FRQSC,,2018-2019,2016-2017,"BOUCHARD, NATALIE",202057,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Milieux de vie, aménagement et appropriation de l'espace humain",Dynamique des environnements naturels et bâtis,Rapport à l'espace et au temps,Fondements et avancement des connaissances,Construction,habitat // ambiances // mémoire // olfaction // perception // spatio-temporel
FRQSC,,2018-2019,2016-2017,"PINSONNEAULT, MICHELLE",202065,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,"Éducation, savoirs et compétences",Inadaptation scolaire,Problèmes de comportement,Éducation ,Santé publique,Épidémiologie // Longitudinal // Agressivité // Cognition // Pratiques parentales // Transition préscolaire-scolaire
FRQSC,,2018-2019,2016-2017,"LEGENDRE, CLAIRE",202088,Université de Montréal,CANADA,Québec,Subventions de recherche,Recherche-création,RC,Recherche-création / Individuel,RC1,31577,8526,40103,,Établissement reconnu,Création artistique et littéraire,Mélange des genres ,Approches multiples de la création,Culture,,écritures du réel // écriture participative // processus de création  // documentaire et témoignage // imaginaire du nord // création littéraire 
FRQSC,,2018-2019,2016-2017,"FRENCH, MARTIN",202106,Université Concordia,CANADA,Québec,Bourses de carrière et subventions salariales,Actions concertées / Bourses de carrière et subventions salariales,ACC,Actions concertées / Bourses sur le jeu responsable / Chercheur-boursier,0BJB,90920,0,90920,,Établissement reconnu,"Médias, communications et information",Impacts des nouvelles technologies de l'information,Services sociaux spécifiques (clientèles),Populations,Technologies des communications et de l'information,Jeu Responsable // Nouvelles technologies de l'information // Sociologie // Jeu Responsable // Nouvelles technologies de l'information // Sociologie
FRQSC,,2018-2019,2016-2017,"CLEGG, KAYLEIGH-ANN",202118,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Socialisation,Réseaux sociaux,Structures organisationnelles,Solidarité sociale,Individual Differences // Loneliness // Job Satisfaction
FRQSC,,2018-2019,2016-2017,"RAMEZANKHANI, ATEFEH",202158,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,6666,0,6666,,Titulaire,Gestion des organisations ,"Gestion des changements (structuraux, technologiques et culturels) ",,Structures organisationnelles,Politiques économiques,Collective change // Scale-shift dynamics // Diffusion of Local interventions // Social movement // High-leverage policy portfolio // Healthy diet transition
FRQSC,,2018-2019,2016-2017,"DUSSAULT, FRÉDÉRIC",202176,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Actions concertées / Bourses et stages de formation,ACB,Actions concertées / Bourses sur le jeu responsable / Bourse postdoctorale,0BJP,17500,0,17500,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale","Cycles de vie (enfance, adolescence, adulte, etc.)",,Populations,,Adolescence // Jeux de hasard et d'argent // Jeu responsable // Mécanismes d'adaptation // Adolescence // Jeux de hasard et d'argent // Jeu responsable // Mécanismes d'adaptation
FRQSC,,2018-2019,2016-2017,"MARCHICA, LOREDANA",202237,Université McGill,CANADA,Québec,Bourses et stages de formation,Actions concertées / Bourses et stages de formation,ACB,Actions concertées / Bourses sur le jeu responsable / Bourse doctorale,0BJ3,26000,0,26000,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Problèmes de comportement,,Éducation ,,Young adults // Prevention // Addiction // Gambling // Prevention // Young adults // emotion regulation // Personalized feedback  // Gambling // Personalized Feedback Interventions // Personalized Normative Feedback
FRQSC,,2018-2019,2016-2017,"REEVES, NICOLAS",202243,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Recherche-création,RC,Recherche-création / Équipe,RC2,26400,7128,33528,,Établissement reconnu,Création artistique et littéraire,Approches multiples de la création,Formes d'art émergentes,Culture,Fondements et avancement des connaissances,Arts technologiques // Arts robotiques // Aérostats // Robots volants // Design // Mécatronique
FRQSC,Dossier 3 Fonds,2018-2019,2016-2017,"WILLIAMS-JONES, BRYN",202480,Université de Montréal,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / La conduite responsable en recherche / Projet de recherche,0IER,20285,5476,25761,,Établissement reconnu,"Éducation, savoirs et compétences",Éthique appliquée,Systèmes d'enseignement et d'apprentissage,Éducation ,Fondements et avancement des connaissances,conduit responsable en recherche // éthique // transfert des connaissances // normes  // gouvernance // intégrité // conduit responsable en recherche // éthique // transfert des connaissances // normes  // gouvernance // intégrité
FRQSC,,2018-2019,2016-2017,"SAUVÉ, LOUISE",202550,TÉLUQ - Université du Québec,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Persévérance et réussite scolaires - IV / Projet de recherche,0POR,41148,0,41148,,Établissement reconnu,"Éducation, savoirs et compétences",Formation à distance,Difficultés d'apprentissage,Éducation ,,Indicateurs de persévérance // Études universitaires  // Formation à distance et en ligne // pratiques en // organisation pédagogique // encadrememt // Indicateurs de persévérance // Études universitaires  // Formation à distance et en ligne // pratiques en // organisation pédagogique // encadrememt
FRQSC,,2018-2019,2016-2017,"CORRIVEAU, CLAUDIA",202613,Université Laval,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Persévérance et réussite scolaires - IV / Projet de recherche-action,0POA,35513,9589,45102,,Établissement reconnu,"Éducation, savoirs et compétences",Systèmes d'enseignement et d'apprentissage,Enseignement ,Éducation ,,Transition interordres // mathématiques // développement professionnel // réussite scolaire // pratique d'enseignement // partenariat école/université // pratique d'enseignement // partenariat école/université // Transition interordres // mathématiques // développement professionnel // réussite scolaire
FRQSC,,2018-2019,2016-2017,"BELLEVILLE, GENEVIÈVE",202653,Université Laval,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Persévérance et réussite scolaires - IV / Projet de recherche,0POR,35617,9617,45234,,Établissement reconnu,"Éducation, savoirs et compétences",Systèmes d'enseignement et d'apprentissage,,Éducation ,,motivation // anxiété // procrastination // perfectionnisme // études doctorales // directeur de thèse // motivation // anxiété // procrastination // doctorat // thèse // directeur de thèse
FRQSC,,2018-2019,2016-2017,"CAMDEN, CHANTAL",202686,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Persévérance et réussite scolaires - IV / Projet de recherche-action,0POA,49402,13339,62741,,Établissement reconnu,"Éducation, savoirs et compétences",Inadaptation scolaire,,Éducation ,,Services complémentaires // EHDAA // Organisation des services // Transfert des connaissances // Persévérance scolaire // Compétences // Services complémentaires // EHDAA // Organisation des services // Transfert des connaissances // Persévérance scolaire // Compétences
FRQSC,,2018-2019,2016-2017,"POELLHUBER, BRUNO",202693,Université de Montréal,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Persévérance et réussite scolaires - IV / Projet de recherche-action,0POA,37550,10139,47689,,Établissement reconnu,"Éducation, savoirs et compétences",Formation à distance,,Éducation ,,pédagogie inversée // pédagogies actives // engagement // motivation // apprentissage // collaboration // pédagogie inversée // pédagogies actives // engagement // motivation // apprentissage // collaboration
FRQSC,,2018-2019,2016-2017,"GIROUX, JACINTHE",202700,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Persévérance et réussite scolaires - IV / Projet de recherche-action,0POA,43866,11844,55710,,Établissement reconnu,"Éducation, savoirs et compétences",Inadaptation scolaire,Difficultés d'apprentissage,Éducation ,Culture,Orthopédagogie // Mathématiques // Évaluation/Intervention // Formation des maîtres // Partenariat // Orthopédagogie // Mathématiques // Évaluation/Intervention // Formation des maîtres // Partenariat
FRQSC,,2018-2019,2016-2017,"BOILY, ÉLISABETH",202723,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Actions concertées / Bourses et stages de formation,ACB,Actions concertées / Persévérance et réussite scolaires - IV / Bourse doctorale,0PO3,16666,0,16666,,Titulaire,"Éducation, savoirs et compétences",Difficultés d'apprentissage,,Éducation ,,Modèle de réponse à l'intervention // Collaboration // Orthopédagogie // Modèle de réponse à l'intervention // Collaboration // Orthopédagogie
FRQSC,,2018-2019,2016-2017,"ARCHAMBAULT, ISABELLE",202761,Université de Montréal,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Persévérance et réussite scolaires - IV / Projet de recherche,0POR,18750,5063,23813,,Établissement reconnu,"Éducation, savoirs et compétences",Approches éducatives,Évaluation des performances des élèves et des enseignants,Éducation ,Solidarité sociale,Relations interculturelles // Climat scolaire // Éducation des immigrants // Persévérance et réussite scolaires // Équité en éducation // Relations interculturelles // Climat scolaire // Éducation des immigrants // Persévérance et réussite scolaires // Équité en éducation
FRQSC,,2018-2019,2016-2017,"RAHM, JRENE",202764,Université de Montréal,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Persévérance et réussite scolaires - IV / Projet de recherche-action,0POA,43051,11624,54675,,Établissement reconnu,"Éducation, savoirs et compétences",Modes d'apprentissage,Difficultés d'apprentissage,Éducation ,Culture,Persévérance  // Élèves inuit // Réussite scolaire // Parascolaire // Cheminement éducatif // Apprentissage hors scolaire // Persévérance  // Élèves inuit // Parascolaire // Recherche collaborative avec les inuit // Cheminement éducatif // Apprentissage hors scolaire
FRQSC,,2018-2019,2016-2017,"BOURDON, SYLVAIN",202767,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Persévérance et réussite scolaires - IV / Projet de recherche,0POR,33272,8983,42255,,Établissement reconnu,"Éducation, savoirs et compétences",Orientation scolaire ,Contextes sociaux,Éducation ,,Persévérance scolaire // Rapport au travail // Orientation professionnelle // Persévérance scolaire // Rapport au travail // Orientation professionnelle // Stéréotypes sexués du travail // Marché du travail // Stéréotypes sexués du travail // Marché du travail
FRQSC,,2018-2019,2016-2017,"MASSÉ, LINE",202775,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Persévérance et réussite scolaires - IV / Projet de recherche-action,0POA,43670,11791,55461,,Établissement reconnu,"Éducation, savoirs et compétences",Inadaptation scolaire,Modes pédagogiques,Éducation ,Structures organisationnelles,Adaptation scolaire // Élèves doués // Pratiques éducatives // Attitudes // Formation // Accompagnement // Adaptation scolaire // Élèves doués // Pratiques éducatives // Attitudes // Formation // Accompagnement
FRQSC,,2018-2019,2016-2017,"ARCAND, SÉBASTIEN",202910,HEC Montréal,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Attitudes et comportements des employeurs - diversité de la main-d'oeuvre / Projet de recherche,0MRR,24375,6581,30956,,Établissement reconnu,Gestion des organisations ,Gestion dans divers secteurs,Conditions de travail ,Populations,Culture,Employeurs // Gestion de la diversité  // Relations sociales  // Intégration socio-économique // Attitudes et comportements // Régionalisation de l'immigration // Employeurs // Gestion de la diversité  // Relations sociales  // Intégration socio-économique // Régionalisation de l'immigration // Attitudes et comportements
FRQSC,,2018-2019,2016-2017,"BEAUDOIN, JEAN-MICHEL",202936,Université Laval,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Attitudes et comportements des employeurs - diversité de la main-d'oeuvre / Projet de recherche,0MRR,16405,4429,20834,,Établissement reconnu,"Économie, emploi et marchés",Rareté ,"Gestion des changements (structuraux, technologiques et culturels) ",Croissance économique,Culture,Développement économique // Gestion des ressources humaines // Marché du travail en région // Employabilité // Compréhension interculturelle // Marché du travail en région // Employabilité // Compréhension interculturelle // Autochtone // Développement économique // Gestion des ressources humaines // Autochtone
FRQSC,,2018-2019,2016-2017,"BEAUDRY, CATHERINE",202971,Université du Québec à Rimouski [UQAR],CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Attitudes et comportements des employeurs - diversité de la main-d'oeuvre / Projet de recherche,0MRR,10606,2864,13470,,Établissement reconnu,Gestion des organisations ,Gestion dans divers secteurs,"Gestion des changements (structuraux, technologiques et culturels) ",Structures organisationnelles,,Personnes immigrantes // Attraction du personnel // Rétention du personnel // Perceptions des employeurs // Contexte organisationnel // Contexte régional // Personnes immigrantes // Attraction du personnel // Rétention du personnel // Perceptions des employeurs // Contexte organisationnel // Contexte régional
FRQSC,,2018-2019,2017-2018,"RODON, THIERRY",203217,Université Laval,CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,219798,0,219798,,Établissement reconnu,"Cultures, religions et civilisations",Cultures et dynamiques locales,Dynamique des transformations sociales,Culture,Populations,Cultures autochtones // Conditions de vie // Gouvernance autochtone // Santé autochtone // Transmission des savoirs // Cultures autochtones // Conditions de vie // Gouvernance autochtone // Santé autochtone // Transmission des savoirs
FRQSC,,2018-2019,2017-2018,"MISHARA, BRIAN",203258,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,253354,0,253354,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Suicide,Écologie humaine et sociale,Populations,,Suicide // Prévention // Santé mentale // Évaluation-intervention // Épidémiologie // Application des connaissances // Aide médicale à mourir // Promotion de la santé mentale // Suicide // Prévention // Santé mentale // Évaluation-intervention // Épidémiologie // Application des connaissances
FRQSC,,2018-2019,2017-2018,"LA CHARITÉ, CLAUDE",203314,Université du Québec à Rimouski [UQAR],CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,97750,0,97750,,Établissement reconnu,"Arts, littérature et société",Déterminants sociaux des arts et des lettres,Organisation sociale et système politique,Culture,Fondements et avancement des connaissances,Culture du livre // Circulation de l'imprimé // Renaissance // Lumières // Âge classique // Première modernité // Mutations conceptuelles // Sociabilités // Révolutions // Encyclopédie // Discours // Savoirs // XVIe-XVIIIe siècles // Histoire littéraire // Histoire des idées // Histoire des sociabilités // Modernité // Histoire du livre // Histoire des bibliothèques
FRQSC,,2018-2019,2017-2018,"MARION, MATHIEU",203845,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,258400,0,258400,,Établissement reconnu,"Nature, transformation et gouvernance de la société et des institutions",Sciences et connaissances,Dynamique des transformations sociales,Fondements et avancement des connaissances,Structures organisationnelles,innovation // enseignement supérieur // propriété intellectuelle // interdisciplinarité // scientométrie // science // économie du savoir // management technologique // discipline scientifique // technologie
FRQSC,,2018-2019,2017-2018,"SCOTT, COLIN H.",203846,Université McGill,CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,260950,0,260950,,Établissement reconnu,"Milieux de vie, aménagement et appropriation de l'espace humain",Déterminants sociaux et culturels de la protection des environnements,Développement durable,Culture,Aménagement du territoire,indigenous peoples // relational ontologies // environmental protection // natural resource use conflicts // customary tenure and territorial rights // sustainable livelihoods
FRQSC,,2018-2019,2017-2018,"NOOTENS, THIERRY",203848,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,276300,0,276300,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale","Contextes idéologiques, politiques, économiques et sociaux des transformations sociales",Dynamique des transformations sociales,Culture,Populations,Rapports sociaux // Québec // Société // Temporalité // Spatialité // Changements sociaux et culturels
FRQSC,,2018-2019,2017-2018,"MEKKI-BERRADA, ABDELWAHED",203849,Université Laval,CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,301000,0,301000,,Établissement reconnu,"Cultures, religions et civilisations",Cultures et dynamiques locales,"Contextes idéologiques, politiques, économiques et sociaux des transformations sociales",Culture,,vivre-ensemble // interculturalité // récits // patrimoine // muséologie - expérimentation muséale // arts - expérimentation artistique // Québec // francophonie et Amériques // Pluralisation
FRQSC,,2018-2019,2017-2018,"MURRAY, GREGOR",203851,Université de Montréal,CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,198900,0,198900,,Établissement reconnu,"Économie, emploi et marchés",Globalisation et mondialisation,Multinationales ,Structures organisationnelles,Droits et justice,Entreprises multinationales // Travail et emploi // Institutions // Syndicats // Droit du travail // Politiques sociales et de l'emploi
FRQSC,,2018-2019,2017-2018,"DUCHESNEAU, MICHEL",203853,Université de Montréal,CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,255850,0,255850,,Établissement reconnu,"Arts, littérature et société","Mouvement, écoles,styles et corpus artistiques ou littéraires",Approches multiples de la création,Culture,Éducation ,Musicologie // Ethnomusicologie // Pédagogie musicale // Interprétation musicale // Composition // Musique // Recherche-création // Interdisciplinarité
FRQSC,,2018-2019,2017-2018,"MORSELLI, CARLO",203854,Université de Montréal,CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,270506,0,270506,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Criminalité,Violence,Droits et justice,Santé publique,Criminalité // Délinquance // Agressions sexuelles // Police // Violence // Sociologie criminelle // Prévention // Système et politiques pénales // Cybercriminalité // Intervention // Toxicomanie // Terrorisme // Radicalisation // Gangs de rue // Marginalité // Justice réparatrice // Récidive // Victimologie // Criminalité économique // Contrôle social // Sciences forensiques // Réseaux criminels // Sécurité // Renseignement // Traitement // Trajectoires déviantes // Piratage informatique // Désistement // Technologies de surveillance // Détermination de la peine
FRQSC,,2018-2019,2017-2018,"KARSENTI, THIERRY P.",203855,Université de Montréal,CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,268600,0,268600,,Établissement reconnu,"Éducation, savoirs et compétences",Enseignement ,Approches éducatives,Éducation ,,"Éducation, enseignement, formation des m // Insertion professionnelle, profession, i // Technologies de l'information et de la c // Formation initiale et continue, développ // Professionnel de l'enseignement"
FRQSC,,2018-2019,2017-2018,"STOLLE, DIETLIND",203856,Université McGill,CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,268194,0,268194,,Établissement reconnu,"Nature, transformation et gouvernance de la société et des institutions",Influence des médias sur le comportement,Partis politiques ,Technologies des communications et de l'information,Populations,political representation // civic engagement and political participa // political communication // immigrant adaptation // social cohesion // democratic citizenship // ethnic diversity // political parties and organizations // social capital // political institutions // political equality // democratic accountability // vote choice and elections
FRQSC,,2018-2019,2017-2018,"SAVOIE, CHANTAL",203857,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,266050,0,266050,,Établissement reconnu,"Arts, littérature et société",Déterminants sociaux des arts et des lettres,Analyse d'oeuvres littéraires ou artistiques,Culture,,Pratiques littéraires // Pratiques artistiques // Interactions culturelles // Histoire littéraire et des arts // Poétique et esthétique // Théâtre et théâtrologie // Cinéma et études cinématographiques // Musique et musicologie // Arts visuels // Danse // Recherche-création // Arts du spectacle et arts vivants // Didactique de la littérature // Ethnologie et anthropologie // Études féministes // Littérature et culture numériques // Arts et technologies // Études littéraires
FRQSC,,2018-2019,2017-2018,"PROULX, MARC-URBAIN",203858,Université du Québec à Rimouski [UQAR],CANADA,Québec,Subventions d'infrastructure,Regroupements stratégiques,RS,Regroupements stratégiques,RG,227800,0,227800,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Pratiques d'aménagement,Développement durable,Populations,Solidarité sociale,Développement territorial // Développement régional // Développement local // Gouvernance // Développement durable // Économie régionale // Science régionale // Politiques publiques // Développement // Développement économique // Développement culturel // Gestion des ressources // Politiques de développement // Régions
FRQSC,,2018-2019,2017-2018,"COUSINEAU, MARIE-MARTHE",204311,Université de Montréal,CANADA,Québec,Subventions de recherche,Actions concertées / Subventions de projets,ACP,Actions concertées / Violence conjugale / Projet de recherche-action,0VCA,55181,0,55181,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Violence,Itinérance et sans-abris ,Populations,,Violences faites aux femmes // Itinérance // Violences entre partenaires intimes // Femmes marginalisées // Intersectionnalité // Recherche-action // Violences faites aux femmes // Itinérance // Violences entre partenaires intimes // Femmes marginalisées // Intersectionnalité // Recherche-action
