NUMEROTATION,TYPE_SOINS,GROUPE_AGE,NOMBRE_DEPARTS-FEM,NOMBRE_DEPARTS-MASC,NOMBRE_DEPARTS-TOT,SEJ_TOT-FEM,SEJ_TOT-MASC,SEJ_TOT-TOTAL,SEJ_MOY-FEM,SEJ_MOY-MASC,SEJ_MOY-TOT,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2
47,Soins post-mortem,40-44 ANS,0,4,4,0,7,7,0.0,1.8,1.8,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
48,Soins post-mortem,45-49 ANS,2,5,7,5,8,13,2.5,1.6,1.9,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
49,Soins post-mortem,50-54 ANS,4,6,10,5,8,13,1.2,1.3,1.3,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
50,Soins post-mortem,55-59 ANS,6,11,17,8,17,25,1.3,1.5,1.5,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
51,Soins post-mortem,60-64 ANS,8,8,16,11,10,21,1.4,1.2,1.3,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
52,Soins post-mortem,65-69 ANS,8,5,13,9,5,14,1.1,1.0,1.1,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
53,Soins post-mortem,70-74 ANS,5,7,12,7,9,16,1.4,1.3,1.3,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
54,Soins post-mortem,75-79 ANS,2,2,4,2,2,4,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
55,Soins post-mortem,80-84 ANS,1,1,2,1,1,2,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
56,Soins post-mortem,TOTAL : Soins post-mortem,44,59,103,59,83,142,1.3,1.4,1.4,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
