ï»¿OBJECTID,GROUPEUSAGE,STATUT,V_DESCRIPTION,DATEDEBUT,ZONAGEMUNICIPALID,NO_ZONE,MUNICIPALITE
440820,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5030,5030,37067
440821,REC,En vigueur,RÃ©crÃ©ative,2022-01-05T05:00:00,REC-5096,5096,37067
440822,PIR,En vigueur,Publique et institutionnelle rÃ©gionale,2022-01-05T05:00:00,PIR-4169,4169,37067
440823,COR,En vigueur,Commerciale rÃ©gionale,2022-01-05T05:00:00,COR-3130,3130,37067
440824,COL,En vigueur,Commerciale locale,2022-01-05T05:00:00,COL-3234,3234,37067
440825,COR,En vigueur,Commerciale rÃ©gionale,2022-01-05T05:00:00,COR-3029,3029,37067
440826,PIL,En vigueur,Publique et institutionnelle locale,2022-01-05T05:00:00,PIL-3209,3209,37067
440827,ZTP,En vigueur,Zone tampon,2022-01-05T05:00:00,ZTP-3220,3220,37067
440828,COR,En vigueur,Commerciale rÃ©gionale,2022-01-05T05:00:00,COR-3630,3630,37067
440830,COL,En vigueur,Commerciale locale,2022-05-04T04:00:00,COL-2025,2025,37067
440831,RES,En vigueur,RÃ©sidentielle,2022-05-04T04:00:00,RES-2026,2026,37067
440833,COL,En vigueur,Commerciale locale,2022-06-04T04:00:00,COL-3356,3356,37067
440834,COL,En vigueur,Commerciale locale,2022-06-04T04:00:00,COL-4056,4056,37067
440835,COR,En vigueur,Commerciale rÃ©gionale,2022-06-04T04:00:00,COR-2114,2114,37067
440837,COR,En vigueur,Commerciale rÃ©gionale,2022-06-04T04:00:00,COR-2123,2123,37067
440838,COR,En vigueur,Commerciale rÃ©gionale,2022-06-04T04:00:00,COR-3035,3035,37067
440841,PIL,En vigueur,Publique et institutionnelle locale,2022-06-04T04:00:00,PIL-1085,1085,37067
440842,PIL,En vigueur,Publique et institutionnelle locale,2022-06-04T04:00:00,PIL-2245,2245,37067
440843,PIL,En vigueur,Publique et institutionnelle locale,2022-06-04T04:00:00,PIL-3007,3007,37067
440844,PIL,En vigueur,Publique et institutionnelle locale,2022-06-04T04:00:00,PIL-4160,4160,37067
440845,PIL,En vigueur,Publique et institutionnelle locale,2022-06-04T04:00:00,PIL-5004,5004,37067
440846,PIR,En vigueur,Publique et institutionnelle rÃ©gionale,2022-06-04T04:00:00,PIR-4122,4122,37067
440848,RES,En vigueur,RÃ©sidentielle,2022-06-04T04:00:00,RES-2196,2196,37067
440849,RES,En vigueur,RÃ©sidentielle,2022-06-04T04:00:00,RES-2248,2248,37067
440854,RES,En vigueur,RÃ©sidentielle,2022-06-04T04:00:00,RES-3445,3445,37067
440855,RES,En vigueur,RÃ©sidentielle,2022-06-04T04:00:00,RES-4039,4039,37067
440856,RES,En vigueur,RÃ©sidentielle,2022-06-04T04:00:00,RES-4066,4066,37067
440857,RES,En vigueur,RÃ©sidentielle,2022-06-04T04:00:00,RES-4142,4142,37067
440858,RES,En vigueur,RÃ©sidentielle,2022-06-04T04:00:00,RES-4199,4199,37067
440864,RES,En vigueur,RÃ©sidentielle,2022-06-04T04:00:00,RES-2282,2282,37067
440866,IND,En vigueur,Industrielle,2022-06-04T04:00:00,IND-3325,3325,37067
440869,IND,En vigueur,Industrielle,2022-07-06T04:00:00,IND-4029,4029,37067
440870,RES,En vigueur,RÃ©sidentielle,2022-07-06T04:00:00,RES-4063,4063,37067
440871,RUR,En vigueur,Rurale,2022-08-03T04:00:00,RUR-6055,6055,37067
440872,RUR,En vigueur,Rurale,2022-08-03T04:00:00,RUR-6117,6117,37067
440873,COR,En vigueur,Commerciale rÃ©gionale,2022-08-10T04:00:00,COR-3002,3002,37067
440874,CLI,En vigueur,Commerciale lourde et industrielle,2022-08-10T04:00:00,CLI-3631,3631,37067
440875,REC,En vigueur,RÃ©crÃ©ative,2022-08-24T04:00:00,REC-3468,3468,37067
440878,ZTP,En vigueur,Zone tampon,2022-08-24T04:00:00,ZTP-3572,3572,37067
440880,CLI,En vigueur,Commerciale lourde et industrielle,2022-10-05T04:00:00,CLI-1191,1191,37067
440881,CLI,En vigueur,Commerciale lourde et industrielle,2022-10-05T04:00:00,CLI-3386,3386,37067
440883,IND,En vigueur,Industrielle,2022-10-05T04:00:00,IND-1190,1190,37067
440885,IND,En vigueur,Industrielle,2022-10-05T04:00:00,IND-3384,3384,37067
440886,IND,En vigueur,Industrielle,2022-10-05T04:00:00,IND-3385,3385,37067
440887,INR,En vigueur,Industrielle rurale,2022-10-05T04:00:00,INR-1025,1025,37067
440888,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-1194,1194,37067
440889,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-1197,1197,37067
440890,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-1198,1198,37067
440891,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-3158,3158,37067
440894,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-6014,6014,37067
440895,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-2047,2047,37067
440896,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-3541,3541,37067
440897,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-3542,3542,37067
440898,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-6101,6101,37067
440899,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-6102,6102,37067
440901,RES,En vigueur,RÃ©sidentielle,2022-10-05T04:00:00,RES-3540,3540,37067
441302,RES,En vigueur,RÃ©sidentielle,2022-11-23T05:00:00,RES-1182,1182,37067
441303,RES,En vigueur,RÃ©sidentielle,2022-11-23T05:00:00,RES-3532,3532,37067
441304,RES,En vigueur,RÃ©sidentielle,2022-11-23T05:00:00,RES-3534,3534,37067
441305,RES,En vigueur,RÃ©sidentielle,2022-11-23T05:00:00,RES-3536,3536,37067
441306,RES,En vigueur,RÃ©sidentielle,2022-11-23T05:00:00,RES-3537,3537,37067
441308,RES,En vigueur,RÃ©sidentielle,2022-11-23T05:00:00,RES-3632,3632,37067
441309,RES,En vigueur,RÃ©sidentielle,2022-11-23T05:00:00,RES-3633,3633,37067
441310,COR,En vigueur,Commerciale rÃ©gionale,2022-12-07T05:00:00,COR-2121,2121,37067
441311,RES,En vigueur,RÃ©sidentielle,2022-12-07T05:00:00,RES-2185,2185,37067
441312,RES,En vigueur,RÃ©sidentielle,2023-01-04T05:00:00,RES-4091,4091,37067
441313,RES,En vigueur,RÃ©sidentielle,2023-01-04T05:00:00,RES-4098,4098,37067
441315,RES,En vigueur,RÃ©sidentielle,2023-01-04T05:00:00,RES-4237,4237,37067
441316,CLI,En vigueur,Commerciale lourde et industrielle,2023-03-08T05:00:00,CLI-2017,2017,37067
441317,COL,En vigueur,Commerciale locale,2023-03-08T05:00:00,COL-2020,2020,37067
441318,RES,En vigueur,RÃ©sidentielle,2023-03-08T05:00:00,RES-1060,1060,37067
441319,RES,En vigueur,RÃ©sidentielle,2023-03-08T05:00:00,RES-1064,1064,37067
441320,RES,En vigueur,RÃ©sidentielle,2023-03-08T05:00:00,RES-1068,1068,37067
441321,RES,En vigueur,RÃ©sidentielle,2023-03-08T05:00:00,RES-1075,1075,37067
441323,AER,En vigueur,Aire Ã©cologique et rÃ©crÃ©ative,2023-03-08T05:00:00,AER-1264,1264,37067
441324,AER,En vigueur,Aire Ã©cologique et rÃ©crÃ©ative,2023-03-08T05:00:00,AER-1266,1266,37067
441325,AER,En vigueur,Aire Ã©cologique et rÃ©crÃ©ative,2023-03-08T05:00:00,AER-1267,1267,37067
441326,AER,En vigueur,Aire Ã©cologique et rÃ©crÃ©ative,2023-03-08T05:00:00,AER-1269,1269,37067
441327,AER,En vigueur,Aire Ã©cologique et rÃ©crÃ©ative,2023-03-08T05:00:00,AER-1270,1270,37067
441328,AER,En vigueur,Aire Ã©cologique et rÃ©crÃ©ative,2023-03-08T05:00:00,AER-1272,1272,37067
441329,PEV,En vigueur,Parcs et espaces verts,2023-03-08T05:00:00,PEV-1268,1268,37067
441330,PEV,En vigueur,Parcs et espaces verts,2023-03-08T05:00:00,PEV-1271,1271,37067
441331,PEV,En vigueur,Parcs et espaces verts,2023-03-08T05:00:00,PEV-1273,1273,37067
441332,RES,En vigueur,RÃ©sidentielle,2023-03-29T04:00:00,RES-1120,1120,37067
441334,RES,En vigueur,RÃ©sidentielle,2023-03-29T04:00:00,RES-3469,3469,37067
441336,RES,En vigueur,RÃ©sidentielle,2023-03-29T04:00:00,RES-1275,1275,37067
441337,RES,En vigueur,RÃ©sidentielle,2023-03-29T04:00:00,RES-1274,1274,37067
441338,AEP,En vigueur,AÃ©roportuaire,2023-05-24T04:00:00,AEP-3334,3334,37067
441339,CLI,En vigueur,Commerciale lourde et industrielle,2023-05-24T04:00:00,CLI-3004,3004,37067
441340,CLI,En vigueur,Commerciale lourde et industrielle,2023-05-24T04:00:00,CLI-3005,3005,37067
441341,CLI,En vigueur,Commerciale lourde et industrielle,2023-05-24T04:00:00,CLI-3014,3014,37067
441342,CLI,En vigueur,Commerciale lourde et industrielle,2023-05-24T04:00:00,CLI-3224,3224,37067
441343,CLI,En vigueur,Commerciale lourde et industrielle,2023-05-24T04:00:00,CLI-3322,3322,37067
441344,CLI,En vigueur,Commerciale lourde et industrielle,2023-05-24T04:00:00,CLI-4003,4003,37067
441345,CLI,En vigueur,Commerciale lourde et industrielle,2023-05-24T04:00:00,CLI-4117,4117,37067
441346,CLI,En vigueur,Commerciale lourde et industrielle,2023-05-24T04:00:00,CLI-4123,4123,37067
441348,COL,En vigueur,Commerciale locale,2023-05-24T04:00:00,COL-4143,4143,37067
441349,COR,En vigueur,Commerciale rÃ©gionale,2023-05-24T04:00:00,COR-2019,2019,37067
441350,IND,En vigueur,Industrielle,2023-05-24T04:00:00,IND-3003,3003,37067
441351,IND,En vigueur,Industrielle,2023-05-24T04:00:00,IND-3015,3015,37067
441352,IND,En vigueur,Industrielle,2023-05-24T04:00:00,IND-3221,3221,37067
441353,IND,En vigueur,Industrielle,2023-05-24T04:00:00,IND-3223,3223,37067
441354,IND,En vigueur,Industrielle,2023-05-24T04:00:00,IND-3380,3380,37067
441355,IND,En vigueur,Industrielle,2023-05-24T04:00:00,IND-3381,3381,37067
441356,IND,En vigueur,Industrielle,2023-05-24T04:00:00,IND-4116,4116,37067
441357,IND,En vigueur,Industrielle,2023-05-24T04:00:00,IND-4200,4200,37067
441358,IND,En vigueur,Industrielle,2023-05-24T04:00:00,IND-4201,4201,37067
441360,PIL,En vigueur,Publique et institutionnelle locale,2023-05-24T04:00:00,PIL-3269,3269,37067
441372,RES,En vigueur,RÃ©sidentielle,2023-05-24T04:00:00,RES-1263,1263,37067
441373,CLI,En vigueur,Commerciale lourde et industrielle,2023-05-24T04:00:00,CLI-5103,5103,37067
441378,CLI,En vigueur,Commerciale lourde et industrielle,2023-06-07T04:00:00,CLI-4176,4176,37067
441380,CLI,En vigueur,Commerciale lourde et industrielle,2023-06-21T04:00:00,CLI-2016,2016,37067
441382,COL,En vigueur,Commerciale locale,2023-07-05T04:00:00,COL-5002,5002,37067
441383,IND,En vigueur,Industrielle,2023-07-05T04:00:00,IND-5003,5003,37067
441384,COR,En vigueur,Commerciale rÃ©gionale,2023-07-26T04:00:00,COR-3131,3131,37067
441385,RES,En vigueur,RÃ©sidentielle,2023-07-26T04:00:00,RES-2276,2276,37067
441386,RES,En vigueur,RÃ©sidentielle,2023-07-26T04:00:00,RES-2277,2277,37067
441387,RES,En vigueur,RÃ©sidentielle,2023-07-26T04:00:00,RES-2316,2316,37067
441388,COL,En vigueur,Commerciale locale,2023-08-23T04:00:00,COL-4162,4162,37067
441389,PIL,En vigueur,Publique et institutionnelle locale,2023-08-23T04:00:00,PIL-3141,3141,37067
441390,PIL,En vigueur,Publique et institutionnelle locale,2023-08-23T04:00:00,PIL-4118,4118,37067
441391,RES,En vigueur,RÃ©sidentielle,2023-08-23T04:00:00,RES-3422,3422,37067
441392,RES,En vigueur,RÃ©sidentielle,2023-08-23T04:00:00,RES-4159,4159,37067
441393,RES,En vigueur,RÃ©sidentielle,2023-08-23T04:00:00,RES-4191,4191,37067
441394,RES,En vigueur,RÃ©sidentielle,2023-08-23T04:00:00,RES-4195,4195,37067
441395,RES,En vigueur,RÃ©sidentielle,2023-08-23T04:00:00,RES-4238,4238,37067
441396,RES,En vigueur,RÃ©sidentielle,2023-08-23T04:00:00,RES-3634,3634,37067
441397,RES,En vigueur,RÃ©sidentielle,2023-08-23T04:00:00,RES-3635,3635,37067
441400,PIL,En vigueur,Publique et institutionnelle locale,2023-08-23T04:00:00,PIL-3636,3636,37067
441403,COL,En vigueur,Commerciale locale,2023-09-22T04:00:00,COL-4139,4139,37067
441404,PEV,En vigueur,Parcs et espaces verts,2023-09-22T04:00:00,PEV-4231,4231,37067
441405,REC,En vigueur,RÃ©crÃ©ative,2023-10-25T04:00:00,REC-1053,1053,37067
441406,RES,En vigueur,RÃ©sidentielle,2023-10-25T04:00:00,RES-1052,1052,37067
441407,RES,En vigueur,RÃ©sidentielle,2023-10-25T04:00:00,RES-2022,2022,37067
441408,RES,En vigueur,RÃ©sidentielle,2023-10-25T04:00:00,RES-3431,3431,37067
441409,RSR,En vigueur,RÃ©sidentielle rurale,2023-10-25T04:00:00,RSR-3637,3637,37067
441410,RSR,En vigueur,RÃ©sidentielle rurale,2023-10-25T04:00:00,RSR-3638,3638,37067
441411,RSR,En vigueur,RÃ©sidentielle rurale,2023-10-25T04:00:00,RSR-3639,3639,37067
441413,AER,En vigueur,Aire Ã©cologique et rÃ©crÃ©ative,2023-10-25T04:00:00,AER-3405,3405,37067
441416,RUR,En vigueur,Rurale,2023-11-09T05:00:00,RUR-5041,5041,37067
441417,IRV,En vigueur,Industrie de revalorisation,2023-11-09T05:00:00,IRV-5129,5129,37067
441418,PIL,En vigueur,Publique et institutionnelle locale,2023-11-22T05:00:00,PIL-2218,2218,37067
441419,RUR,En vigueur,Rurale,2023-11-22T05:00:00,RUR-1020,1020,37067
441422,COL,En vigueur,Commerciale locale,2023-12-06T05:00:00,COL-2152,2152,37067
441423,RES,En vigueur,RÃ©sidentielle,2023-12-06T05:00:00,RES-2145,2145,37067
441424,COR,En vigueur,Commerciale rÃ©gionale,2024-01-17T05:00:00,COR-3268,3268,37067
441425,RES,En vigueur,RÃ©sidentielle,2024-01-17T05:00:00,RES-3282,3282,37067
441826,COR,En vigueur,Commerciale rÃ©gionale,2024-01-24T05:00:00,COR-3034,3034,37067
441828,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-3486,3486,37067
441829,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-3529,3529,37067
441830,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-5076,5076,37067
441831,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-5078,5078,37067
441832,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-5075,5075,37067
441834,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-5131,5131,37067
441835,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-5132,5132,37067
441836,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-5133,5133,37067
441837,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-5134,5134,37067
441838,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-5135,5135,37067
441839,RES,En vigueur,RÃ©sidentielle,2024-03-06T05:00:00,RES-5136,5136,37067
441840,PEV,En vigueur,Parcs et espaces verts,2024-03-06T05:00:00,PEV-5130,5130,37067
441841,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-1124,1124,37067
441842,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-2060,2060,37067
441843,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3012,3012,37067
441844,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3017,3017,37067
441845,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3020,3020,37067
441846,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3021,3021,37067
441847,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3022,3022,37067
441848,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3026,3026,37067
441849,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3028,3028,37067
441850,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3030,3030,37067
441851,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3036,3036,37067
441852,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3037,3037,37067
441853,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3039,3039,37067
441854,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3050,3050,37067
441855,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3052,3052,37067
441856,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3056,3056,37067
441857,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3059,3059,37067
441858,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3060,3060,37067
441859,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3063,3063,37067
441860,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3065,3065,37067
441861,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3066,3066,37067
441862,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3067,3067,37067
441863,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3070,3070,37067
441864,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3072,3072,37067
441865,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3073,3073,37067
441866,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3075,3075,37067
441867,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3076,3076,37067
441868,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3078,3078,37067
441869,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3079,3079,37067
441870,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3080,3080,37067
441871,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3081,3081,37067
441872,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3082,3082,37067
441873,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3083,3083,37067
441874,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3084,3084,37067
441875,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3085,3085,37067
441876,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3086,3086,37067
441877,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3087,3087,37067
441878,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3089,3089,37067
441879,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3091,3091,37067
441880,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3092,3092,37067
441881,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3093,3093,37067
441882,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3094,3094,37067
441883,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3096,3096,37067
441884,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3100,3100,37067
441885,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3101,3101,37067
441886,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3103,3103,37067
441887,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3106,3106,37067
441888,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3113,3113,37067
441889,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3114,3114,37067
441890,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3116,3116,37067
441891,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3118,3118,37067
441892,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3119,3119,37067
441893,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3121,3121,37067
441894,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3125,3125,37067
441895,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3142,3142,37067
441896,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3143,3143,37067
441897,RSR,En vigueur,RÃ©sidentielle rurale,2024-03-27T04:00:00,RSR-3408,3408,37067
441898,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3545,3545,37067
441899,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3570,3570,37067
441900,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-1265,1265,37067
441901,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3053,3053,37067
441902,RES,En vigueur,RÃ©sidentielle,2024-03-27T04:00:00,RES-3104,3104,37067
441903,AGF,En vigueur,AgroforestiÃ¨re,2024-06-05T04:00:00,AGF-6030,6030,37067
441904,RES,En vigueur,RÃ©sidentielle,2024-06-05T04:00:00,RES-4187,4187,37067
441905,AGF,En vigueur,AgroforestiÃ¨re,2024-06-05T04:00:00,AGF-6121,6121,37067
441906,AGF,En vigueur,AgroforestiÃ¨re,2024-06-05T04:00:00,AGF-6122,6122,37067
441907,IND,En vigueur,Industrielle,2024-07-10T04:00:00,IND-3323,3323,37067
441908,RES,En vigueur,RÃ©sidentielle,2024-07-10T04:00:00,RES-3326,3326,37067
441909,ZTP,En vigueur,Zone tampon,2024-07-10T04:00:00,ZTP-3327,3327,37067
441910,AGD,En vigueur,Agricole dynamique,2024-08-07T04:00:00,AGD-2007,2007,37067
441911,CLI,En vigueur,Commerciale lourde et industrielle,2024-08-07T04:00:00,CLI-5059,5059,37067
441912,COL,En vigueur,Commerciale locale,2024-08-07T04:00:00,COL-3213,3213,37067
441913,COL,En vigueur,Commerciale locale,2024-08-07T04:00:00,COL-4020,4020,37067
441914,PIR,En vigueur,Publique et institutionnelle rÃ©gionale,2024-08-07T04:00:00,PIR-3077,3077,37067
441915,RES,En vigueur,RÃ©sidentielle,2024-08-07T04:00:00,RES-2068,2068,37067
441916,CLI,En vigueur,Commerciale lourde et industrielle,2024-08-07T04:00:00,CLI-5137,5137,37067
