Date,Passerelle_116,Parc_Marie-Victorin,Sud_Ouest,Nord_Est,Fete_nationale_2016,FNQ_2016_Vers_St-Sylvestre,FNQ_2016_Vers_Ch._Chambly,SAM_sept_2016,SAM_sept_2016_Entree,SAM_sept_2016_Sortie,Marche_de_Noel_2016_,Marche_de_Noel_2016__IN,Marche_de_Noel_2016__OUT
2015-10-10,0,194,104,90,,,,,,,,,
2015-10-11,0,212,104,108,,,,,,,,,
2015-10-12,0,767,387,380,,,,,,,,,
2015-10-13,0,110,60,50,,,,,,,,,
2015-10-14,0,124,66,58,,,,,,,,,
2015-10-15,0,62,34,28,,,,,,,,,
2015-10-16,0,95,47,48,,,,,,,,,
2015-10-17,0,41,20,21,,,,,,,,,
2015-10-18,0,69,35,34,,,,,,,,,
2015-10-19,0,61,32,29,,,,,,,,,
2015-10-20,0,175,80,95,,,,,,,,,
2015-10-21,0,110,62,48,,,,,,,,,
2015-10-22,0,69,36,33,,,,,,,,,
2015-10-23,0,115,62,53,,,,,,,,,
2015-10-24,0,93,45,48,,,,,,,,,
2015-10-25,0,43,18,25,,,,,,,,,
2015-10-26,0,100,57,43,,,,,,,,,
2015-10-27,0,151,78,73,,,,,,,,,
2015-10-28,0,38,24,14,,,,,,,,,
2015-10-29,0,35,18,17,,,,,,,,,
2015-10-30,0,65,33,32,,,,,,,,,
2015-10-31,0,123,59,64,,,,,,,,,
2015-11-01,0,16,6,10,,,,,,,,,
2015-11-02,0,92,49,43,,,,,,,,,
2015-11-03,0,179,90,89,,,,,,,,,
2015-11-04,0,197,98,99,,,,,,,,,
2015-11-05,0,220,103,117,,,,,,,,,
2015-11-06,0,47,21,26,,,,,,,,,
2015-11-07,0,111,57,54,,,,,,,,,
2015-11-08,0,82,38,44,,,,,,,,,
2015-11-09,0,126,65,61,,,,,,,,,
2015-11-10,0,151,76,75,,,,,,,,,
2015-11-11,0,96,46,50,,,,,,,,,
2015-11-12,0,24,12,12,,,,,,,,,
2015-11-13,0,25,13,12,,,,,,,,,
2015-11-14,0,37,18,19,,,,,,,,,
2015-11-15,0,65,32,33,,,,,,,,,
2015-11-16,0,80,37,43,,,,,,,,,
2015-11-17,0,75,40,35,,,,,,,,,
2015-11-18,0,75,43,32,,,,,,,,,
2015-11-19,0,18,8,10,,,,,,,,,
2015-11-20,0,57,23,34,,,,,,,,,
2015-11-21,0,60,27,33,,,,,,,,,
2015-11-22,0,38,17,21,,,,,,,,,
2015-11-23,0,33,17,16,,,,,,,,,
2015-11-24,0,17,8,9,,,,,,,,,
2015-11-25,0,36,16,20,,,,,,,,,
2015-11-26,0,60,31,29,,,,,,,,,
2015-11-27,0,19,9,10,,,,,,,,,
2015-11-28,0,29,17,12,,,,,,,,,
2015-11-29,0,30,14,16,,,,,,,,,
2015-11-30,0,23,11,12,,,,,,,,,
2015-12-01,0,18,10,8,,,,,,,,,
2015-12-02,0,11,6,5,,,,,,,,,
2015-12-03,0,16,9,7,,,,,,,,,
2015-12-04,0,30,15,15,,,,,,,,,
2015-12-05,0,60,27,33,,,,,,,,,
2015-12-06,0,54,25,29,,,,,,,,,
2015-12-07,0,46,26,20,,,,,,,,,
2015-12-08,0,32,15,17,,,,,,,,,
2015-12-09,0,34,19,15,,,,,,,,,
2015-12-10,0,24,11,13,,,,,,,,,
2015-12-11,0,89,43,46,,,,,,,,,
2015-12-12,0,140,70,70,,,,,,,,,
2015-12-13,0,53,23,30,,,,,,,,,
2015-12-14,0,25,11,14,,,,,,,,,
2015-12-15,0,21,6,15,,,,,,,,,
2015-12-16,0,30,16,14,,,,,,,,,
2015-12-17,0,9,4,5,,,,,,,,,
2015-12-18,0,36,20,16,,,,,,,,,
2015-12-19,0,14,6,8,,,,,,,,,
2015-12-20,0,24,14,10,,,,,,,,,
2015-12-21,0,4,2,2,,,,,,,,,
2015-12-22,0,8,5,3,,,,,,,,,
2015-12-23,0,52,24,28,,,,,,,,,
2015-12-24,0,52,21,31,,,,,,,,,
2015-12-25,0,98,44,54,,,,,,,,,
2015-12-26,0,66,30,36,,,,,,,,,
2015-12-27,0,5,3,2,,,,,,,,,
2015-12-28,0,7,4,3,,,,,,,,,
2015-12-29,0,0,0,0,,,,,,,,,
2015-12-30,0,0,0,0,,,,,,,,,
2015-12-31,0,0,0,0,,,,,,,,,
2016-01-01,0,0,0,0,,,,,,,,,
2016-01-02,0,3,2,1,,,,,,,,,
2016-01-03,0,0,0,0,,,,,,,,,
2016-01-04,0,0,0,0,,,,,,,,,
2016-01-05,0,0,0,0,,,,,,,,,
2016-01-06,0,4,3,1,,,,,,,,,
2016-01-07,0,9,4,5,,,,,,,,,
2016-01-08,0,16,8,8,,,,,,,,,
2016-01-09,0,1,0,1,,,,,,,,,
2016-01-10,0,0,0,0,,,,,,,,,
2016-01-11,0,10,4,6,,,,,,,,,
2016-01-12,0,9,2,7,,,,,,,,,
2016-01-13,0,8,3,5,,,,,,,,,
2016-01-14,0,3,1,2,,,,,,,,,
2016-01-15,0,4,1,3,,,,,,,,,
2016-01-16,0,0,0,0,,,,,,,,,
2016-01-17,0,0,0,0,,,,,,,,,
2016-01-18,0,1,1,0,,,,,,,,,
2016-01-19,0,0,0,0,,,,,,,,,
2016-01-20,0,0,0,0,,,,,,,,,
2016-01-21,0,0,0,0,,,,,,,,,
2016-01-22,0,1,0,1,,,,,,,,,
2016-01-23,0,0,0,0,,,,,,,,,
2016-01-24,0,0,0,0,,,,,,,,,
2016-01-25,0,0,0,0,,,,,,,,,
2016-01-26,0,0,0,0,,,,,,,,,
2016-01-27,0,0,0,0,,,,,,,,,
2016-01-28,0,0,0,0,,,,,,,,,
2016-01-29,0,0,0,0,,,,,,,,,
2016-01-30,0,0,0,0,,,,,,,,,
2016-01-31,0,1,0,1,,,,,,,,,
2016-02-01,0,3,1,2,,,,,,,,,
2016-02-02,0,2,0,2,,,,,,,,,
2016-02-03,0,2,1,1,,,,,,,,,
2016-02-04,0,4,2,2,,,,,,,,,
2016-02-05,0,5,3,2,,,,,,,,,
2016-02-06,0,2,1,1,,,,,,,,,
2016-02-07,0,1,1,0,,,,,,,,,
2016-02-08,0,0,0,0,,,,,,,,,
2016-02-09,0,1,0,1,,,,,,,,,
2016-02-10,0,2,1,1,,,,,,,,,
2016-02-11,0,2,2,0,,,,,,,,,
2016-02-12,0,0,0,0,,,,,,,,,
2016-02-13,0,0,0,0,,,,,,,,,
2016-02-14,0,0,0,0,,,,,,,,,
2016-02-15,0,0,0,0,,,,,,,,,
2016-02-16,0,0,0,0,,,,,,,,,
2016-02-17,0,4,3,1,,,,,,,,,
2016-02-18,0,0,0,0,,,,,,,,,
2016-02-19,0,0,0,0,,,,,,,,,
2016-02-20,0,0,0,0,,,,,,,,,
2016-02-21,0,0,0,0,,,,,,,,,
2016-02-22,0,1,1,0,,,,,,,,,
2016-02-23,0,0,0,0,,,,,,,,,
2016-02-24,0,0,0,0,,,,,,,,,
2016-02-25,0,0,0,0,,,,,,,,,
2016-02-26,0,0,0,0,,,,,,,,,
2016-02-27,0,1,0,1,,,,,,,,,
2016-02-28,0,0,0,0,,,,,,,,,
2016-02-29,0,0,0,0,,,,,,,,,
2016-03-01,0,2,2,0,,,,,,,,,
2016-03-02,0,0,0,0,,,,,,,,,
2016-03-03,0,0,0,0,,,,,,,,,
2016-03-04,0,0,0,0,,,,,,,,,
2016-03-05,0,0,0,0,,,,,,,,,
2016-03-06,0,0,0,0,,,,,,,,,
2016-03-07,0,3,1,2,,,,,,,,,
2016-03-08,0,3,3,0,,,,,,,,,
2016-03-09,0,4,2,2,,,,,,,,,
2016-03-10,0,15,13,2,,,,,,,,,
2016-03-11,0,3,1,2,,,,,,,,,
2016-03-12,0,10,4,6,,,,,,,,,
2016-03-13,0,57,25,32,,,,,,,,,
2016-03-14,0,16,10,6,,,,,,,,,
2016-03-15,0,21,12,9,,,,,,,,,
2016-03-16,0,28,14,14,,,,,,,,,
2016-03-17,0,41,23,18,,,,,,,,,
2016-03-18,0,13,7,6,,,,,,,,,
2016-03-19,0,22,10,12,,,,,,,,,
2016-03-20,0,38,20,18,,,,,,,,,
2016-03-21,0,42,20,22,,,,,,,,,
2016-03-22,0,19,10,9,,,,,,,,,
2016-03-23,0,18,6,12,,,,,,,,,
2016-03-24,0,3,2,1,,,,,,,,,
2016-03-25,0,0,0,0,,,,,,,,,
2016-03-26,0,8,4,4,,,,,,,,,
2016-03-27,0,134,61,73,,,,,,,,,
2016-03-28,0,2,1,1,,,,,,,,,
2016-03-29,0,34,18,16,,,,,,,,,
2016-03-30,0,69,30,39,,,,,,,,,
2016-03-31,0,12,8,4,,,,,,,,,
2016-04-01,0,50,25,25,,,,,,,,,
2016-04-02,0,67,32,35,,,,,,,,,
2016-04-03,0,14,6,8,,,,,,,,,
2016-04-04,0,17,6,11,,,,,,,,,
2016-04-05,0,24,13,11,,,,,,,,,
2016-04-06,0,13,6,7,,,,,,,,,
2016-04-07,0,0,0,0,,,,,,,,,
2016-04-08,0,8,4,4,,,,,,,,,
2016-04-09,0,30,13,17,,,,,,,,,
2016-04-10,0,58,27,31,,,,,,,,,
2016-04-11,0,6,2,4,,,,,,,,,
2016-04-12,0,36,16,20,,,,,,,,,
2016-04-13,0,91,42,49,,,,,,,,,
2016-04-14,0,163,79,84,,,,,,,,,
2016-04-15,297,201,100,101,,,,,,,,,
2016-04-16,601,357,180,177,,,,,,,,,
2016-04-17,977,1082,514,568,,,,,,,,,
2016-04-18,143,69,37,32,,,,,,,,,
2016-04-19,394,257,133,124,,,,,,,,,
2016-04-20,433,222,108,114,,,,,,,,,
2016-04-21,664,526,249,277,,,,,,,,,
2016-04-22,150,52,24,28,,,,,,,,,
2016-04-23,657,341,176,165,,,,,,,,,
2016-04-24,545,510,252,258,,,,,,,,,
2016-04-25,406,184,91,93,,,,,,,,,
2016-04-26,319,137,67,70,,,,,,,,,
2016-04-27,231,117,56,61,,,,,,,,,
2016-04-28,284,164,74,90,,,,,,,,,
2016-04-29,434,192,95,97,,,,,,,,,
2016-04-30,735,719,352,367,,,,,,,,,
2016-05-01,176,135,61,74,,,,,,,,,
2016-05-02,143,43,21,22,,,,,,,,,
2016-05-03,552,377,183,194,,,,,,,,,
2016-05-04,443,200,83,117,,,,,,,,,
2016-05-05,504,333,168,165,,,,,,,,,
2016-05-06,697,561,280,281,,,,,,,,,
2016-05-07,1021,1048,507,541,,,,,,,,,
2016-05-08,108,40,20,20,,,,,,,,,
2016-05-09,245,103,48,55,,,,,,,,,
2016-05-10,671,512,241,271,,,,,,,,,
2016-05-11,875,623,294,329,,,,,,,,,
2016-05-12,990,793,382,411,,,,,,,,,
2016-05-13,279,124,57,67,,,,,,,,,
2016-05-14,1042,1003,480,523,,,,,,,,,
2016-05-15,149,59,26,33,,,,,,,,,
2016-05-16,145,51,27,24,,,,,,,,,
2016-05-17,370,190,89,101,,,,,,,,,
2016-05-18,803,558,258,300,,,,,,,,,
2016-05-19,585,391,175,216,,,,,,,,,
2016-05-20,930,769,369,400,,,,,,,,,
2016-05-21,954,1054,496,558,,,,,,,,,
2016-05-22,1070,1081,546,535,,,,,,,,,
2016-05-23,1426,1883,961,922,,,,,,,,,
2016-05-24,936,793,399,394,,,,,,,,,
2016-05-25,722,384,181,203,,,,,,,,,
2016-05-26,992,707,335,372,,,,,,,,,
2016-05-27,649,417,206,211,,,,,,,,,
2016-05-28,1016,1242,606,636,,,,,,,,,
2016-05-29,638,566,284,282,,,,,,,,,
2016-05-30,575,425,203,222,,,,,,,,,
2016-05-31,957,650,307,343,,,,,,,,,
2016-06-01,1142,823,399,424,,,,,,,,,
2016-06-02,301,131,66,65,,,,,,,,,
2016-06-03,916,841,427,414,,,,,,,,,
2016-06-04,1341,1500,708,792,,,,,,,,,
2016-06-05,206,115,66,49,,,,,,,,,
2016-06-06,414,254,124,130,,,,,,,,,
2016-06-07,536,407,191,216,,,,,,,,,
2016-06-08,586,231,107,124,,,,,,,,,
2016-06-09,262,95,45,50,,,,,,,,,
2016-06-10,839,517,253,264,,,,,,,,,
2016-06-11,576,504,238,266,,,,,,,,,
2016-06-12,255,135,70,65,,,,,,,,,
2016-06-13,735,352,167,185,,,,,,,,,
2016-06-14,987,850,410,440,,,,,,,,,
2016-06-15,1115,869,407,462,,,,,,,,,
2016-06-16,1022,807,401,406,,,,,,,,,
2016-06-17,1073,724,354,370,,,,,,,,,
2016-06-18,1092,1279,633,646,,,,,,,,,
2016-06-19,821,964,480,484,,,,,,,,,
2016-06-20,785,664,291,373,,,,,,,,,
2016-06-21,944,608,289,319,,,,,,,,,
2016-06-22,546,292,137,155,,,,,,,,,
2016-06-23,894,627,312,315,8634,4017,4617,,,,,,
2016-06-24,1430,1580,801,779,8763,4059,4704,,,,,,
2016-06-25,984,1185,580,605,9995,5098,4897,,,,,,
2016-06-26,1022,1200,594,606,9117,4632,4485,,,,,,
2016-06-27,456,213,93,120,2184,1080,1104,,,,,,
2016-06-28,384,247,123,124,,,,,,,,,
2016-06-29,468,264,128,136,,,,,,,,,
2016-06-30,1044,920,442,478,,,,2247,1012,1235,,,
2016-07-01,988,1331,650,681,,,,8150,4713,3437,,,
2016-07-02,360,240,109,131,,,,1005,460,545,,,
2016-07-03,1309,1643,807,836,,,,550,297,253,,,
2016-07-04,1004,830,408,422,,,,1,0,1,,,
2016-07-05,1094,867,429,438,,,,2,2,0,,,
2016-07-06,960,641,314,327,,,,1,0,1,,,
2016-07-07,635,362,186,176,,,,0,0,0,,,
2016-07-08,938,614,303,311,,,,0,0,0,,,
2016-07-09,166,84,39,45,,,,0,0,0,,,
2016-07-10,311,175,79,96,,,,0,0,0,,,
2016-07-11,1286,1075,505,570,,,,2,2,0,,,
2016-07-12,1122,961,459,502,,,,0,0,0,,,
2016-07-13,883,629,309,320,,,,0,0,0,,,
2016-07-14,535,377,184,193,,,,0,0,0,,,
2016-07-15,721,687,328,359,,,,0,0,0,,,
2016-07-16,977,1175,569,606,,,,0,0,0,,,
2016-07-17,1099,1443,722,721,,,,0,0,0,,,
2016-07-18,589,348,179,169,,,,0,0,0,,,
2016-07-19,1122,964,471,493,,,,0,0,0,,,
2016-07-20,1140,913,443,470,,,,0,0,0,,,
2016-07-21,993,845,416,429,,,,0,0,0,,,
2016-07-22,576,509,239,270,,,,0,0,0,,,
2016-07-23,387,422,199,223,,,,0,0,0,,,
2016-07-24,1409,1805,886,919,,,,0,0,0,,,
2016-07-25,453,215,107,108,,,,0,0,0,,,
2016-07-26,1022,955,444,511,,,,0,0,0,,,
2016-07-27,944,908,433,475,,,,0,0,0,,,
2016-07-28,858,575,294,281,,,,0,0,0,,,
2016-07-29,951,922,452,470,,,,0,0,0,,,
2016-07-30,1038,1279,616,663,,,,0,0,0,,,
2016-07-31,1173,1163,582,581,,,,0,0,0,,,
2016-08-01,862,655,315,340,,,,0,0,0,,,
2016-08-02,1186,1041,502,539,,,,0,0,0,,,
2016-08-03,958,931,442,489,,,,0,0,0,,,
2016-08-04,888,597,303,294,,,,0,0,0,,,
2016-08-05,797,550,272,278,,,,0,0,0,,,
2016-08-06,788,887,431,456,,,,0,0,0,,,
2016-08-07,772,1020,500,520,,,,0,0,0,,,
2016-08-08,1030,753,364,389,,,,0,0,0,,,
2016-08-09,1216,948,469,479,,,,0,0,0,,,
2016-08-10,879,704,331,373,,,,0,0,0,,,
2016-08-11,882,622,295,327,,,,1,1,0,,,
2016-08-12,350,136,66,70,,,,0,0,0,,,
2016-08-13,159,87,40,47,,,,0,0,0,,,
2016-08-14,567,499,229,270,,,,0,0,0,,,
2016-08-15,1092,905,435,470,,,,0,0,0,,,
2016-08-16,481,290,143,147,,,,0,0,0,,,
2016-08-17,836,759,380,379,,,,0,0,0,,,
2016-08-18,883,731,357,374,,,,0,0,0,,,
2016-08-19,987,814,393,421,,,,0,0,0,,,
2016-08-20,939,1075,530,545,,,,0,0,0,,,
2016-08-21,276,425,197,228,,,,0,0,0,,,
2016-08-22,805,522,249,273,,,,0,0,0,,,
2016-08-23,995,740,357,383,,,,0,0,0,,,
2016-08-24,1018,867,431,436,,,,0,0,0,,,
2016-08-25,533,239,112,127,,,,1807,1002,805,,,
2016-08-26,844,717,353,364,,,,3531,1992,1539,,,
2016-08-27,997,1358,682,676,,,,5725,3540,2185,,,
2016-08-28,527,595,283,312,,,,3478,1877,1601,,,
2016-08-29,867,625,284,341,,,,150,111,39,,,
2016-08-30,812,611,289,322,,,,0,0,0,,,
2016-08-31,418,249,123,126,,,,72,34,38,,,
2016-09-01,832,608,297,311,,,,0,0,0,,,
2016-09-02,738,552,256,296,,,,6033,3222,2811,,,
2016-09-03,1002,1028,470,558,,,,10189,5604,4585,,,
2016-09-04,1024,1223,573,650,,,,7508,4162,3346,,,
2016-09-05,1373,1598,783,815,,,,118,61,57,,,
2016-09-06,841,571,270,301,,,,0,0,0,,,
2016-09-07,797,558,261,297,,,,60,30,30,,,
2016-09-08,341,95,45,50,,,,,,,,,
2016-09-09,844,526,255,271,,,,,,,,,
2016-09-10,720,942,435,507,,,,,,,,,
2016-09-11,329,260,135,125,,,,,,,,,
2016-09-12,790,511,237,274,,,,,,,,,
2016-09-13,845,576,268,308,,,,5,2,3,,,
2016-09-14,396,156,76,80,,,,0,0,0,,,
2016-09-15,705,454,226,228,,,,0,0,0,,,
2016-09-16,720,513,239,274,,,,0,0,0,,,
2016-09-17,504,562,266,296,,,,0,0,0,,,
2016-09-18,571,608,291,317,,,,0,0,0,,,
2016-09-19,785,558,254,304,,,,0,0,0,,,
2016-09-20,742,506,241,265,,,,0,0,0,,,
2016-09-21,744,532,253,279,,,,0,0,0,,,
2016-09-22,510,233,116,117,,,,0,0,0,,,
2016-09-23,439,186,86,100,,,,0,0,0,,,
2016-09-24,465,495,239,256,,,,0,0,0,,,
2016-09-25,532,574,290,284,,,,0,0,0,,,
2016-09-26,522,274,131,143,,,,0,0,0,,,
2016-09-27,525,324,148,176,,,,0,0,0,,,
2016-09-28,564,292,153,139,,,,0,0,0,,,
2016-09-29,567,431,209,222,,,,0,0,0,,,
2016-09-30,526,310,160,150,,,,0,0,0,,,
2016-10-01,456,420,202,218,,,,0,0,0,,,
2016-10-02,230,123,58,65,,,,0,0,0,,,
2016-10-03,487,358,177,181,,,,0,0,0,,,
2016-10-04,537,362,164,198,,,,0,0,0,,,
2016-10-05,579,426,206,220,,,,0,0,0,,,
2016-10-06,601,456,226,230,,,,0,0,0,,,
2016-10-07,674,583,268,315,,,,0,0,0,,,
2016-10-08,108,21,7,14,,,,0,0,0,,,
2016-10-09,326,265,116,149,,,,0,0,0,,,
2016-10-10,378,323,164,159,,,,0,0,0,,,
2016-10-11,438,261,122,139,,,,0,0,0,,,
2016-10-12,579,340,168,172,,,,0,0,0,,,
2016-10-13,194,36,17,19,,,,0,0,0,,,
2016-10-14,291,179,87,92,,,,0,0,0,,,
2016-10-15,455,284,134,150,,,,0,0,0,,,
2016-10-16,96,48,23,25,,,,0,0,0,,,
2016-10-17,438,234,125,109,,,,0,0,0,,,
2016-10-18,290,186,90,96,,,,0,0,0,,,
2016-10-19,446,269,123,146,,,,0,0,0,,,
2016-10-20,205,45,22,23,,,,0,0,0,,,
2016-10-21,79,11,4,7,,,,0,0,0,,,
2016-10-22,60,14,6,8,,,,0,0,0,,,
2016-10-23,124,60,25,35,,,,0,0,0,,,
2016-10-24,247,67,35,32,,,,0,0,0,,,
2016-10-25,230,71,35,36,,,,0,0,0,,,
2016-10-26,200,62,29,33,,,,0,0,0,,,
2016-10-27,149,37,18,19,,,,0,0,0,,,
2016-10-28,120,22,11,11,,,,0,0,0,,,
2016-10-29,50,2,1,1,,,,0,0,0,,,
2016-10-30,180,86,35,51,,,,0,0,0,,,
2016-10-31,226,53,21,32,,,,0,0,0,,,
2016-11-01,186,48,24,24,,,,1,1,0,,,
2016-11-02,375,215,99,116,,,,0,0,0,,,
2016-11-03,114,23,11,12,,,,0,0,0,,,
2016-11-04,171,63,30,33,,,,0,0,0,,,
2016-11-05,107,48,25,23,,,,0,0,0,,,
2016-11-06,185,143,72,71,,,,0,0,0,,,
2016-11-07,204,104,52,52,,,,0,0,0,,,
2016-11-08,324,206,92,114,,,,0,0,0,,,
2016-11-09,186,57,35,22,,,,0,0,0,,,
2016-11-10,169,52,18,34,,,,0,0,0,,,
2016-11-11,125,47,20,27,,,,0,0,0,,,
2016-11-12,63,23,11,12,,,,0,0,0,,,
2016-11-13,181,140,70,70,,,,0,0,0,,,
2016-11-14,244,152,73,79,,,,0,0,0,,,
2016-11-15,214,108,56,52,,,,0,0,0,,,
2016-11-16,118,19,11,8,,,,0,0,0,,,
2016-11-17,174,68,32,36,,,,0,0,0,,,
2016-11-18,205,94,49,45,,,,0,0,0,,,
2016-11-19,178,162,80,82,,,,0,0,0,,,
2016-11-20,28,9,4,5,,,,0,0,0,,,
2016-11-21,12,7,4,3,,,,0,0,0,,,
2016-11-22,13,3,2,1,,,,0,0,0,,,
2016-11-23,26,8,4,4,,,,0,0,0,,,
2016-11-24,33,4,1,3,,,,0,0,0,,,
2016-11-25,46,4,2,2,,,,0,0,0,,,
2016-11-26,36,2,2,0,,,,0,0,0,,,
2016-11-27,40,32,21,11,,,,0,0,0,,,
2016-11-28,66,44,22,22,,,,0,0,0,,,
2016-11-29,44,8,5,3,,,,0,0,0,,,
2016-11-30,58,22,12,10,,,,0,0,0,0,0,0
2016-12-01,24,5,4,1,,,,0,0,0,123,74,49
2016-12-02,,,,,,,,,,,1582,855,727
2016-12-03,,,,,,,,,,,3487,1742,1745
2016-12-04,,,,,,,,,,,5438,2679,2759
2016-12-05,,,,,,,,,,,124,59,65
2016-12-06,,,,,,,,,,,88,40,48
2016-12-07,,,,,,,,,,,73,38,35
2016-12-08,,,,,,,,,,,83,42,41
2016-12-09,,,,,,,,,,,1023,512,511
2016-12-10,,,,,,,,,,,3419,1653,1766
2016-12-11,,,,,,,,,,,4491,2134,2357
2016-12-12,,,,,,,,,,,41,21,20
2016-12-13,,,,,,,,,,,46,34,12
2016-12-14,,,,,,,,,,,59,42,17
2016-12-15,,,,,,,,,,,155,80,75
2016-12-16,,,,,,,,,,,815,356,459
2016-12-17,,,,,,,,,,,3598,1667,1931
2016-12-18,,,,,,,,,,,2874,1356,1518
2016-12-19,,,,,,,,,,,653,284,369
2016-12-20,,,,,,,,,,,1068,486,582
2016-12-21,,,,,,,,,,,1990,931,1059
2016-12-22,,,,,,,,,,,2151,1057,1094
2016-12-23,,,,,,,,,,,178,82,96
2016-12-24,,,,,,,,,,,0,0,0
2016-12-25,,,,,,,,,,,0,0,0
2016-12-26,,,,,,,,,,,0,0,0
2016-12-27,,,,,,,,,,,0,0,0
2016-12-28,,,,,,,,,,,0,0,0
2016-12-29,,,,,,,,,,,8,7,1
2016-12-30,,,,,,,,,,,0,0,0
2016-12-31,,,,,,,,,,,0,0,0
