Date,Foret_Drummond,Pietons_IN,Pietons_OUT,Cyclistes_IN,Cyclistes_OUT,A-55_Drummondville,A-55_Drummondville_IN,A-55_Drummondville_OUT,Sentiers_St-Majorique,Channel_1_IN,Channel_2_OUT,Wickham
2016-06-01,135,46,43,19,27,223,114,109,79,39,40,
2016-06-02,53,21,22,7,3,11,6,5,19,9,10,
2016-06-03,188,67,65,32,24,108,58,50,38,19,19,
2016-06-04,448,101,72,135,140,280,145,135,147,83,64,
2016-06-05,39,19,15,2,3,27,15,12,38,23,15,
2016-06-06,113,49,52,5,7,35,18,17,54,26,28,
2016-06-07,74,31,32,5,6,28,14,14,43,22,21,59
2016-06-08,70,28,28,6,8,9,6,3,24,14,10,16
2016-06-09,37,17,18,1,1,10,5,5,45,25,20,21
2016-06-10,99,37,33,13,16,18,10,8,65,31,34,75
2016-06-11,244,73,69,37,65,71,33,38,100,58,42,73
2016-06-12,131,55,49,12,15,18,10,8,54,33,21,18
2016-06-13,123,56,49,9,9,52,24,28,33,18,15,66
2016-06-14,195,72,57,35,31,107,55,52,45,23,22,81
2016-06-15,221,78,77,36,30,128,64,64,66,33,33,91
2016-06-16,173,71,57,21,24,127,66,61,49,25,24,64
2016-06-17,246,130,53,32,31,89,44,45,37,21,16,100
2016-06-18,336,160,59,59,58,213,108,105,54,26,28,116
2016-06-19,419,158,127,70,64,190,96,94,109,60,49,161
2016-06-20,1615,1524,52,21,18,89,50,39,34,19,15,65
2016-06-21,6703,6600,63,20,20,44,19,25,41,23,18,54
2016-06-22,21532,21374,135,15,8,32,17,15,32,19,13,73
2016-06-23,21537,21348,126,35,28,106,51,55,44,25,19,87
2016-06-24,3814,3717,57,20,20,294,151,143,118,54,64,129
2016-06-25,9847,9615,125,58,49,157,79,78,96,51,45,139
2016-06-26,214,84,74,27,29,152,79,73,102,54,48,122
2016-06-27,4903,4837,49,8,9,59,29,30,20,9,11,103
2016-06-28,74,27,25,11,11,27,13,14,45,24,21,30
2016-06-29,78,29,27,14,8,33,16,17,33,17,16,43
2016-06-30,200,70,54,38,38,122,57,65,61,31,30,108
2016-07-01,472,156,129,93,94,237,127,110,140,76,64,189
2016-07-02,172,80,50,23,19,13,7,6,84,49,35,31
2016-07-03,590,152,139,152,147,252,130,122,167,86,81,152
2016-07-04,232,105,74,25,28,140,70,70,53,30,23,113
2016-07-05,24867,24440,385,19,23,154,84,70,71,40,31,85
2016-07-06,5490,5389,70,19,12,129,62,67,66,36,30,62
2016-07-07,5512,5384,71,30,27,20,9,11,54,32,22,32
2016-07-08,9248,8983,128,67,70,92,47,45,185,102,83,121
2016-07-09,2671,2491,80,48,52,16,5,11,811,403,408,19
2016-07-10,10721,10345,223,77,76,15,9,6,930,463,467,26
2016-07-11,1742,1643,61,18,20,163,83,80,102,56,46,111
2016-07-12,776,648,52,40,36,153,76,77,41,25,16,107
2016-07-13,175,38,36,56,45,83,47,36,59,36,23,46
2016-07-14,96,42,28,16,10,58,28,30,30,17,13,48
2016-07-15,12744,12611,64,35,34,98,52,46,33,17,16,48
2016-07-16,5265,5065,112,43,45,153,74,79,98,56,42,104
2016-07-17,4785,4413,185,88,99,227,119,108,180,110,70,161
2016-07-18,1678,1574,52,22,30,49,23,26,41,23,18,59
2016-07-19,8809,8580,117,50,62,107,51,56,82,47,35,97
2016-07-20,17394,17165,123,53,53,176,82,94,118,60,58,110
2016-07-21,7942,7742,100,48,52,113,59,54,75,40,35,82
2016-07-22,4525,4412,57,31,25,56,28,28,42,23,19,29
2016-07-23,112,57,43,6,6,94,50,44,34,17,17,74
2016-07-24,624,199,165,146,114,329,169,160,186,101,85,172
2016-07-25,131,42,40,22,27,39,19,20,45,31,14,19
2016-07-26,245,90,82,42,31,113,57,56,119,69,50,80
2016-07-27,666,471,86,57,52,177,88,89,64,35,29,95
2016-07-28,250,92,79,34,45,122,66,56,95,53,42,76
2016-07-29,286,106,90,40,50,150,74,76,109,59,50,63
2016-07-30,480,131,110,110,129,248,119,129,170,98,72,177
2016-07-31,475,163,131,83,98,250,126,124,160,92,68,138
2016-08-01,273,103,76,38,56,144,63,81,67,35,32,97
2016-08-02,413,154,122,64,73,157,81,76,113,64,49,103
2016-08-03,346,113,100,68,65,194,95,99,139,73,66,182
2016-08-04,204,74,64,29,37,122,64,58,111,65,46,97
2016-08-05,230,96,74,25,35,124,61,63,81,47,34,93
2016-08-06,318,120,98,48,52,176,88,88,115,63,52,142
2016-08-07,405,149,143,54,59,136,67,69,154,81,73,122
2016-08-08,233,88,82,29,34,91,44,47,94,56,38,101
2016-08-09,337,128,98,53,58,172,90,82,130,73,57,95
2016-08-10,248,75,68,47,58,138,67,71,113,62,51,97
2016-08-11,204,64,57,44,39,112,55,57,33,15,18,85
2016-08-12,44,20,15,4,5,18,7,11,27,15,12,21
2016-08-13,137,65,60,5,7,13,5,8,31,17,14,20
2016-08-14,245,109,96,15,25,67,39,28,90,46,44,58
2016-08-15,295,87,74,64,70,148,71,77,91,44,47,57
2016-08-16,190,82,72,18,18,77,42,35,42,22,20,40
2016-08-17,230,93,82,26,29,98,50,48,67,41,26,29
2016-08-18,200,70,63,33,34,86,44,42,138,70,68,10
2016-08-19,279,92,83,52,52,100,47,53,75,40,35,52
2016-08-20,334,103,102,59,70,181,87,94,290,155,135,192
2016-08-21,300,117,111,37,35,96,47,49,131,72,59,123
2016-08-22,156,65,68,13,10,47,28,19,150,71,79,25
2016-08-23,283,99,100,42,42,165,84,81,128,72,56,127
2016-08-24,208,72,58,39,39,107,56,51,121,71,50,102
2016-08-25,76,31,25,13,7,56,27,29,56,37,19,132
2016-08-26,155,62,55,20,18,89,44,45,63,38,25,60
2016-08-27,501,122,120,133,126,224,114,110,192,107,85,229
2016-08-28,329,148,127,23,31,90,50,40,160,80,80,51
2016-08-29,200,72,70,28,30,111,55,56,139,79,60,91
2016-08-30,173,68,65,23,17,71,33,38,86,46,40,54
2016-08-31,106,41,40,11,14,32,16,16,46,25,21,30
2016-09-01,177,62,60,22,33,80,37,43,67,31,36,146
2016-09-02,198,88,81,12,17,92,43,49,52,36,16,139
2016-09-03,530,186,185,73,86,191,100,91,187,109,78,176
2016-09-04,664,221,183,132,128,167,86,81,225,119,106,181
2016-09-05,655,242,225,95,93,266,128,138,259,147,112,260
2016-09-06,241,97,85,30,29,95,47,48,89,47,42,143
2016-09-07,206,83,77,24,22,60,33,27,65,35,30,109
2016-09-08,186,70,60,23,33,16,9,7,66,39,27,25
2016-09-09,144,54,50,18,22,67,31,36,84,45,39,63
2016-09-10,356,135,111,45,65,171,92,79,133,77,56,178
2016-09-11,288,132,120,17,19,36,18,18,211,108,103,45
2016-09-12,156,68,52,15,21,60,31,29,88,50,38,225
2016-09-13,205,78,79,22,26,133,66,67,56,31,25,314
2016-09-14,63,34,22,3,4,73,38,35,53,28,25,30
2016-09-15,238,97,101,19,21,58,28,30,73,38,35,142
2016-09-16,179,67,56,24,32,59,28,31,120,60,60,195
2016-09-17,397,165,153,41,38,105,52,53,197,115,82,134
2016-09-18,429,202,164,28,35,44,22,22,201,113,88,80
2016-09-19,173,74,66,18,15,61,27,34,80,47,33,66
2016-09-20,207,81,79,21,26,40,20,20,39,23,16,66
2016-09-21,255,73,74,49,59,150,74,76,99,50,49,301
2016-09-22,69,30,23,9,7,40,22,18,60,31,29,49
2016-09-23,116,43,42,16,15,23,11,12,57,31,26,21
2016-09-24,339,157,133,19,30,61,31,30,209,120,89,78
2016-09-25,551,252,235,35,29,79,29,50,372,208,164,119
2016-09-26,161,69,68,12,12,74,52,22,88,50,38,187
2016-09-27,148,71,61,10,6,85,38,47,85,48,37,67
2016-09-28,201,77,50,32,42,68,26,42,82,42,40,73
2016-09-29,111,43,41,14,13,70,47,23,80,41,39,133
2016-09-30,149,60,50,15,24,143,62,81,122,69,53,144
2016-10-01,384,157,136,43,48,73,33,40,364,192,172,53
2016-10-02,250,119,112,11,8,27,18,9,168,94,74,20
2016-10-03,197,86,63,18,30,85,43,42,81,46,35,83
2016-10-04,233,102,104,13,14,62,33,29,133,68,65,40
2016-10-05,289,123,111,20,35,55,26,29,102,48,54,73
2016-10-06,189,81,75,15,18,68,30,38,110,60,50,53
2016-10-07,360,127,123,50,60,68,32,36,195,100,95,64
2016-10-08,98,50,46,0,2,14,6,8,64,37,27,13
2016-10-09,841,426,380,16,19,28,14,14,912,439,473,72
2016-10-10,1029,528,462,19,20,39,23,16,588,338,250,50
2016-10-11,191,88,84,9,10,21,11,10,92,46,46,21
2016-10-12,245,109,99,18,19,32,17,15,120,56,64,64
2016-10-13,58,29,28,0,1,65,31,34,42,24,18,13
2016-10-14,217,96,91,13,17,68,33,35,84,49,35,19
2016-10-15,752,362,318,36,36,47,23,24,476,281,195,71
2016-10-16,123,61,51,6,5,7,3,4,87,52,35,3
2016-10-17,247,115,98,19,15,18,10,8,118,64,54,24
2016-10-18,148,75,70,1,2,14,8,6,80,48,32,30
2016-10-19,197,100,76,11,10,18,5,13,117,64,53,46
2016-10-20,36,15,13,4,4,0,0,0,37,29,8,6
2016-10-21,313,216,30,42,25,1,1,0,3,2,1,1
2016-10-22,156,93,29,14,20,0,0,0,28,13,15,3
2016-10-23,59,30,26,1,2,1,1,0,35,17,18,4
2016-10-24,76,38,29,5,4,132,61,71,44,24,20,15
2016-10-25,92,46,42,3,1,0,0,0,221,149,72,12
2016-10-26,61,26,23,7,5,5,3,2,32,19,13,12
2016-10-27,62,32,23,4,3,1,0,1,31,21,10,5
2016-10-28,34,19,15,0,0,6,4,2,21,9,12,13
2016-10-29,63,29,27,4,3,0,0,0,52,31,21,6
2016-10-30,266,131,116,7,12,5,2,3,154,94,60,7
2016-10-31,87,42,40,3,2,9,8,1,45,24,21,16
2016-11-01,100,49,42,4,5,5,2,3,55,31,24,8
2016-11-02,98,41,44,10,3,8,3,5,52,28,24,17
2016-11-03,44,22,22,0,0,0,0,0,47,23,24,4
2016-11-04,45,26,18,1,0,1,0,1,59,34,25,4
2016-11-05,129,63,60,4,2,8,5,3,43,27,16,11
2016-11-06,450,226,201,15,8,10,3,7,306,179,127,35
2016-11-07,160,87,66,5,2,10,6,4,109,54,55,53
2016-11-08,149,73,58,10,8,16,8,8,108,57,51,18
2016-11-09,65,29,27,6,3,0,0,0,43,25,18,6
2016-11-10,49,32,12,4,1,5,3,2,69,39,30,4
2016-11-11,45,22,21,1,1,2,1,1,49,30,19,3
2016-11-12,161,93,64,3,1,10,6,4,138,82,56,18
2016-11-13,485,288,167,17,13,20,12,8,437,250,187,22
2016-11-14,143,71,65,4,3,4,2,2,90,44,46,11
2016-11-15,142,70,54,10,8,11,4,7,120,65,55,13
2016-11-16,17,10,6,0,1,3,2,1,33,17,16,1
2016-11-17,63,27,26,5,5,9,4,5,36,21,15,8
2016-11-18,142,75,58,6,3,12,4,8,167,83,84,29
2016-11-19,443,229,176,14,24,37,18,19,347,187,160,30
2016-11-20,192,104,85,3,0,0,0,0,40,21,19,0
2016-11-21,2,0,0,1,1,6,2,4,21,9,12,8
2016-11-22,2,0,0,2,0,0,0,0,37,16,21,3
2016-11-23,36,14,16,3,3,0,0,0,53,29,24,11
2016-11-24,29,13,14,0,2,0,0,0,46,23,23,1
2016-11-25,18,8,7,3,0,1,1,0,23,12,11,7
2016-11-26,19,12,7,0,0,4,2,2,20,14,6,3
2016-11-27,133,70,60,1,2,4,1,3,87,44,43,8
2016-11-28,51,21,30,0,0,3,3,0,30,16,14,6
2016-11-29,12,3,4,0,5,0,0,0,14,9,5,1
2016-11-30,5,2,0,1,2,0,0,0,26,16,10,5
2016-12-01,2,1,1,0,0,0,0,0,7,4,3,5
2016-12-02,10,5,3,0,2,0,0,0,20,12,8,4
2016-12-03,129,63,62,1,3,3,2,1,78,42,36,18
2016-12-04,216,113,97,1,5,0,0,0,157,87,70,7
2016-12-05,22,10,6,1,5,5,2,3,28,14,14,9
2016-12-06,29,16,13,0,0,6,2,4,35,21,14,9
2016-12-07,33,16,9,3,5,0,0,0,26,12,14,4
2016-12-08,23,12,8,2,1,3,1,2,35,17,18,7
2016-12-09,17,10,6,1,0,2,1,1,35,19,16,1
2016-12-10,110,55,47,2,6,0,0,0,77,47,30,10
2016-12-11,232,119,109,2,2,3,2,1,146,77,69,7
2016-12-12,25,12,13,0,0,2,1,1,46,25,21,2
2016-12-13,61,32,29,0,0,0,0,0,75,44,31,7
2016-12-14,47,19,19,4,5,0,0,0,41,23,18,9
2016-12-15,20,10,7,0,3,0,0,0,24,12,12,2
2016-12-16,34,19,15,0,0,0,0,0,24,14,10,1
2016-12-17,76,34,40,1,1,0,0,0,114,66,48,8
2016-12-18,53,24,24,5,0,0,0,0,63,32,31,4
2016-12-19,16,8,8,0,0,0,0,0,31,16,15,21
2016-12-20,35,17,13,4,1,0,0,0,51,30,21,0
2016-12-21,76,45,29,0,2,0,0,0,74,35,39,1
2016-12-22,30,15,11,2,2,0,0,0,45,25,20,2
2016-12-23,38,19,18,0,1,0,0,0,60,31,29,0
2016-12-24,188,84,98,2,4,1,0,1,54,31,23,13
2016-12-25,149,77,65,3,4,0,0,0,101,52,49,10
2016-12-26,111,63,48,0,0,1,0,1,87,54,33,0
2016-12-27,39,21,16,1,1,0,0,0,37,20,17,3
2016-12-28,145,75,65,3,2,0,0,0,132,72,60,2
2016-12-29,72,34,30,6,2,1,0,1,128,69,59,0
2016-12-30,76,38,36,2,0,4,4,0,139,79,60,12
2016-12-31,63,32,30,0,1,0,0,0,171,91,80,4
