no_civiq,Rue,Rue_De,Rue_A,Nom_parc,Sigle,Nom_arrond,Invent,Coord_X,Coord_Y,Injections,Longitude,Latitude 
2899,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303215.031,5052414,2018,-73.52032124,45.61162576
2905,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303203.531,5052416.5,2018,-73.52046869,45.61164823
2915,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303197.063,5052418.5,2018,-73.52055163,45.61166621
2925,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303182.563,5052422,2018,-73.52073755,45.61169767
2933,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303175.844,5052423.5,2018,-73.52082370,45.61171115
2933,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303164,5052426,2018,-73.52097556,45.61173362
2933,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303151.813,5052429.5,2018,-73.52113183,45.61176509
0,"Hector, avenue","Bellerive, rue","Saint-Victor, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,304055.313,5052205,2018,-73.50954748,45.60974653
0,"Hector, avenue","Bellerive, rue","Saint-Victor, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,304066.875,5052202,2018,-73.50939924,45.60971955
0,"Hector, avenue","Pierre-De Coubertin, avenue","Sainte-Claire, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303447.938,5052354.5,2018,-73.51733492,45.61109086
0,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303288.125,5052396,2018,-73.51938403,45.61146395
0,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303273.344,5052399.5,2018,-73.51957355,45.61149542
0,"Hector, avenue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303105.531,5052441,2018,-73.52172526,45.61186846
0,"Hector, avenue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303911.844,5052239,2018,-73.51138693,45.61005230
316,"Hector, avenue","Bellerive, rue","Saint-Victor, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,304038.25,5052191.5,2018,-73.50976622,45.60962504
340,"Hector, avenue","Saint-Victor, rue","Notre-Dame Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,304008.75,5052197.5,2018,-73.51014444,45.60967899
352,"Hector, avenue","Saint-Victor, rue","Notre-Dame Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303989.406,5052203.5,2018,-73.51039246,45.60973296
522,"Hector, avenue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303886,5052231.5,2018,-73.51171826,45.60998478
522,"Hector, avenue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303900.813,5052227.5,2018,-73.51152833,45.60994881
546,"Hector, avenue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303868.344,5052236,2018,-73.51194463,45.61002525
558,"Hector, avenue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303847.094,5052241.5,2018,-73.51221708,45.61007471
574,"Hector, avenue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303833.719,5052244.5,2018,-73.51238857,45.61010169
2274,"Hector, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303721.781,5052272,2018,-73.51382377,45.61034898
2278,"Hector, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303712.813,5052274,2018,-73.51393876,45.61036696
2290,"Hector, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303696.469,5052278.5,2018,-73.51414831,45.61040743
2300,"Hector, avenue","Souligny, avenue","Hochelaga, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303686.969,5052281.5,2018,-73.51427012,45.61043441
2308,"Hector, avenue","Souligny, avenue","Hochelaga, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303673.063,5052285,2018,-73.51444841,45.61046588
2322,"Hector, avenue","Souligny, avenue","Hochelaga, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303661.875,5052287.5,2018,-73.51459186,45.61048836
2322,"Hector, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303648.25,5052291,2018,-73.51476655,45.61051983
2546,"Hector, avenue","Hochelaga, rue","Pierre-De Coubertin, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303523.594,5052321.5,2018,-73.51636485,45.61079406
2552,"Hector, avenue","Hochelaga, rue","Pierre-De Coubertin, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303515.625,5052324,2018,-73.51646702,45.61081654
2728,"Hector, avenue","Pierre-De Coubertin, avenue","Sainte-Claire, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303402.531,5052352,2018,-73.51791709,45.61106827
2740,"Hector, avenue","Pierre-De Coubertin, avenue","Sainte-Claire, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303389.469,5052355.5,2018,-73.51808456,45.61109974
2750,"Hector, avenue","Pierre-De Coubertin, avenue","Sainte-Claire, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303377.75,5052358,2018,-73.51823482,45.61112221
2784,"Hector, avenue","Pierre-De Coubertin, avenue","Sainte-Claire, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303350.313,5052365,2018,-73.51858662,45.61118514
2790,"Hector, avenue","Pierre-De Coubertin, avenue","Sainte-Claire, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303311.25,5052374.5,2018,-73.51908748,45.61127054
2864,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303264.156,5052384.5,2018,-73.51969131,45.61136042
2872,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,303241.219,5052390.5,2018,-73.51998541,45.61141436
2884,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303231.969,5052392.5,2018,-73.52010401,45.61143234
2890,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303221.781,5052395,2018,-73.52023464,45.61145481
2896,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303213.563,5052396.5,2018,-73.52034001,45.61146829
2910,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303203.156,5052399.5,2018,-73.52047345,45.61149526
2920,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303189.375,5052402.5,2018,-73.52065015,45.61152222
2930,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303173.875,5052407,2018,-73.52084889,45.61156268
2930,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303165.25,5052409,2018,-73.52095948,45.61158065
2930,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303150.719,5052413,2018,-73.52114580,45.61161661
0,"Hector, avenue","Sainte-Claire, rue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303277.125,5052381.5,2018,-73.51952502,45.61133346
0,"Hector, avenue","Marseille, rue de","De Teck, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303103.25,5052424.5,2018,-73.52175445,45.61171998
0,"Hector, avenue","Notre-Dame Est, rue","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303910.688,5052225,2018,-73.51140172,45.60992633
1466,"Jeanne-d'Arc, avenue","Sainte-Catherine Est, rue","Adam, rue",,FR,Mercier-Hochelaga-Maisonneuve,R,301905.404,5045336.886,2018,-73.53707033,45.54793950
553,"Lebrun, avenue","Notre-Dame Est, rue","Ontario Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303779.719,5050799.242,2018,-73.51307787,45.59709679
579,"Lebrun, avenue","Notre-Dame Est, rue","Ontario Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303769.303,5050804.091,2018,-73.51321140,45.59714041
2169,"Lebrun, avenue","Tellier, rue","Dubuisson, avenue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,303512.245,5050912.56,2018,-73.51650663,45.59811601
2283,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,303269.059,5051015.5,2018,-73.51962415,45.59904180
2289,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303260.871,5051019.5,2018,-73.51972912,45.59907778
2303,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303250.559,5051023.5,2018,-73.51986131,45.59911375
2315,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303228.528,5051032.5,2018,-73.52014374,45.59919468
2339,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,303204.216,5051043,2018,-73.52045542,45.59928911
2345,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303195.935,5051046,2018,-73.52056158,45.59931609
548,"Lebrun, avenue","Notre-Dame Est, rue","Ontario Est, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303802.003,5050771.054,2018,-73.51279218,45.59684318
2276,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303271.122,5050997,2018,-73.51959765,45.59887534
2296,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303241.403,5051009,2018,-73.51997863,45.59898325
2312,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303228.997,5051014,2018,-73.52013767,45.59902822
2312,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303222.684,5051017,2018,-73.52021861,45.59905520
2320,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303215.34,5051020.5,2018,-73.52031275,45.59908668
2350,"Lebrun, avenue","Souligny, avenue","Hochelaga, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,303193.341,5051029.5,2018,-73.52059478,45.59916761
2520,"Lebrun, avenue","Hochelaga, rue","Pierre-De Coubertin, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303101.478,5051069,2018,-73.52177245,45.59952282
2592,"Lebrun, avenue","Hochelaga, rue","Pierre-De Coubertin, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303013.071,5051106,2018,-73.52290583,45.59985554
2620,"Lebrun, avenue","Hochelaga, rue","Pierre-De Coubertin, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303004.852,5051109.5,2018,-73.52301119,45.59988701
6436,"Louis-Riel, avenue","Repentigny, avenue de","Verreau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300977.456,5049188,2018,-73.54898442,45.58258861
0,"Louis-Riel, avenue","Repentigny, avenue de","Verreau, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,300971.205,5049175.5,2018,-73.54906443,45.58247610
2025,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303676.111,5050746.404,2018,-73.51440579,45.59662118
2053,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303644.396,5050760.016,2018,-73.51481234,45.59674361
2065,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303631.434,5050764.726,2018,-73.51497850,45.59678597
2075,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303613.159,5050772.907,2018,-73.51521276,45.59685956
2095,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303592.472,5050781.337,2018,-73.51547795,45.59693538
2095,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303603.786,5050777.455,2018,-73.51533292,45.59690046
2127,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303515.577,5050813.641,2018,-73.51646366,45.59722592
2145,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303503.132,5050819.197,2018,-73.51662320,45.59727589
2169,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303473.789,5050832.101,2018,-73.51699935,45.59739195
2181,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303462.354,5050836.739,2018,-73.51714594,45.59743366
2183,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303455.834,5050838.622,2018,-73.51722951,45.59745059
2191,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303444.399,5050843.719,2018,-73.51737610,45.59749643
2217,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303408.122,5050859.102,2018,-73.51784114,45.59763478
2269,"Mercier, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303247,5050927.5,2018,-73.51990663,45.59824991
2275,"Mercier, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303240.219,5050930.5,2018,-73.51999356,45.59827689
2595,"Mercier, avenue","Hochelaga, rue","Pierre-De Coubertin, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302992.156,5051035.5,2018,-73.52317366,45.59922110
0,"Mercier, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303263.219,5050920,2018,-73.51969871,45.59818246
2020,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303673.917,5050728.375,2018,-73.51443387,45.59645895
2032,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303660.426,5050733.964,2018,-73.51460681,45.59650922
2042,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303645.493,5050740.339,2018,-73.51479823,45.59656656
2052,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303634.403,5050744.53,2018,-73.51494039,45.59660425
2066,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303625.802,5050748.285,2018,-73.51505065,45.59663802
2076,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303606.285,5050756.581,2018,-73.51530083,45.59671264
2090,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303579.302,5050768.544,2018,-73.51564673,45.59682024
2138,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303498.409,5050802.762,2018,-73.51668369,45.59712800
2174,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303459.706,5050818.766,2018,-73.51717983,45.59727193
2200,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303420.072,5050835.036,2018,-73.51768790,45.59741825
2358,"Mercier, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303134.375,5050957,2018,-73.52135038,45.59851510
2358,"Mercier, avenue","Souligny, avenue","Hochelaga, rue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,303159.132,5050945.442,2018,-73.52103300,45.59841115
2550,"Mercier, avenue","Hochelaga, rue","Pierre-De Coubertin, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303045.219,5050994,2018,-73.52249333,45.59884781
2550,"Mercier, avenue","Hochelaga, rue","Pierre-De Coubertin, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303037.313,5050997.5,2018,-73.52259469,45.59887929
2602,"Mercier, avenue","Hochelaga, rue","Pierre-De Coubertin, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302982.656,5051021.5,2018,-73.52329539,45.59909510
0,"Mercier, avenue","Ontario Est, rue","Brouage, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303700.332,5050718.028,2018,-73.51409527,45.59636588
0,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303553.382,5050779.708,2018,-73.51597899,45.59692065
0,"Mercier, avenue","Brouage, rue de","Dubuisson, avenue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303543.274,5050783.964,2018,-73.51610857,45.59695893
0,"Mercier, avenue","Souligny, avenue","Hochelaga, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303261.125,5050903,2018,-73.51972550,45.59802948
3035,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301747.478,5049195.5,2018,-73.53911694,45.58265990
3055,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301726.477,5049206,2018,-73.53938612,45.58275429
3065,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301714.196,5049211.5,2018,-73.53954353,45.58280373
3085,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301705.821,5049215,2018,-73.53965088,45.58283519
3135,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301655.446,5049238,2018,-73.54029657,45.58304192
0,"Parkville, avenue","Pierre-De Coubertin, avenue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302024.225,5049065,2018,-73.53556979,45.58148678
0,"Parkville, avenue","Pierre-De Coubertin, avenue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301968.6,5049091.5,2018,-73.53628274,45.58172501
0,"Parkville, avenue","Pierre-De Coubertin, avenue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301956.694,5049097,2018,-73.53643534,45.58177446
0,"Parkville, avenue","Pierre-De Coubertin, avenue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301947.819,5049101.5,2018,-73.53654909,45.58181491
0,"Parkville, avenue","Pierre-De Coubertin, avenue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301928.413,5049110.5,2018,-73.53679782,45.58189582
0,"Parkville, avenue","Pierre-De Coubertin, avenue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301917.6,5049115.5,2018,-73.53693642,45.58194076
0,"Parkville, avenue","Pierre-De Coubertin, avenue","Marseille, rue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301897.6,5049125,2018,-73.53719276,45.58202616
3030,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301736.352,5049182,2018,-73.53925943,45.58253838
3040,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301726.446,5049187,2018,-73.53938640,45.58258332
3060,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301714.477,5049193,2018,-73.53953982,45.58263726
3070,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301703.134,5049198,2018,-73.53968520,45.58268220
3100,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301680.227,5049208,2018,-73.53997881,45.58277208
3140,"Parkville, avenue","Marseille, rue de","Langelier, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301637.5,5049175,2018,-73.54052613,45.58247495
6435,"Pérodeau, avenue","Repentigny, avenue de","Chauvin, place",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,300590.535,5049377,2018,-73.55394429,45.58428705
6501,"Pérodeau, avenue","Chauvin, place","Langelier, boulevard",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,300630.313,5049460,2018,-73.55343524,45.58503415
5861,"Pierre-De Coubertin, avenue","Louis-Veuillot, rue","Bossuet, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301693.342,5048176.5,2018,-73.53980419,45.57349039
5861,"Pierre-De Coubertin, avenue","Louis-Veuillot, rue","Bossuet, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301703.123,5048195.5,2018,-73.53967899,45.57366140
5861,"Pierre-De Coubertin, avenue","Louis-Veuillot, rue","Bossuet, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,301689.748,5048167.5,2018,-73.53985018,45.57340938
6295,"Pierre-De Coubertin, avenue","Pépinière, avenue de la","Carignan, avenue de",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,301878.951,5048576,2018,-73.53742846,45.57708602
6495,"Pierre-De Coubertin, avenue","Repentigny, avenue de","Granby, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301979.115,5048799,2018,-73.53614631,45.57909305
6505,"Pierre-De Coubertin, avenue","Repentigny, avenue de","Granby, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301983.209,5048808,2018,-73.53609390,45.57917405
6515,"Pierre-De Coubertin, avenue","Repentigny, avenue de","Granby, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301986.552,5048815,2018,-73.53605110,45.57923706
6525,"Pierre-De Coubertin, avenue","Repentigny, avenue de","Granby, avenue de",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301991.489,5048827,2018,-73.53598791,45.57934505
8415,"Pierre-De Coubertin, avenue","Saint-Donat, rue","Mercier, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302924.531,5050980,2018,-73.52404030,45.59872152
8445,"Pierre-De Coubertin, avenue","Saint-Donat, rue","Mercier, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302936.75,5051010.5,2018,-73.52388379,45.59899600
8561,"Pierre-De Coubertin, avenue","Lebrun, avenue","Baldwin, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302996.594,5051154,2018,-73.52311721,45.60028741
8573,"Pierre-De Coubertin, avenue","Lebrun, avenue","Baldwin, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303003.031,5051170.5,2018,-73.52303476,45.60043590
8579,"Pierre-De Coubertin, avenue","Lebrun, avenue","Baldwin, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303006.188,5051179.5,2018,-73.52299433,45.60051689
8587,"Pierre-De Coubertin, avenue","Lebrun, avenue","Baldwin, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303011.688,5051191,2018,-73.52292387,45.60062039
8605,"Pierre-De Coubertin, avenue","Baldwin, rue","Pierre-Tétreault, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303026.75,5051225.5,2018,-73.52273092,45.60093087
8755,"Pierre-De Coubertin, avenue","Des Ormeaux, rue","Mousseau, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303104.125,5051405.5,2018,-73.52173969,45.60255075
8765,"Pierre-De Coubertin, avenue","Des Ormeaux, rue","Mousseau, rue",,FRPEMS,Mercier-Hochelaga-Maisonneuve,R,303111.656,5051422.5,2018,-73.52164321,45.60270374
9569,"Pierre-De Coubertin, avenue","De Contrecoeur, rue","Hector, avenue",,FRPESU,Mercier-Hochelaga-Maisonneuve,R,303441.406,5052304.5,2018,-73.51741853,45.61064093
9575,"Pierre-De Coubertin, avenue","De Contrecoeur, rue","Hector, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,303446.219,5052319.5,2018,-73.51735687,45.61077591
0,"Pierre-De Coubertin, avenue","Louis-Veuillot, rue","Bossuet, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301669.498,5048126,2018,-73.54010937,45.57303586
0,"Pierre-De Coubertin, avenue","Saint-Émile, rue","Lapointe, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302856.313,5050813,2018,-73.52491407,45.59721862
0,"Pierre-De Coubertin, avenue","Saint-Émile, rue","Lapointe, boulevard",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302874.125,5050857,2018,-73.52468593,45.59761460
0,"Pierre-De Coubertin, avenue","Mercier, avenue","Lebrun, avenue",,FRAM,Mercier-Hochelaga-Maisonneuve,R,302958.063,5051058,2018,-73.52361077,45.59942348
0,"Pierre-De Coubertin, avenue","Mercier, avenue","Lebrun, avenue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302967.094,5051077.5,2018,-73.52349508,45.59959897
0,"Pierre-De Coubertin, avenue","Du Quesne, rue","Pépinière, avenue de la",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301779.85,5048357,2018,-73.53869692,45.57511496
0,"Pierre-De Coubertin, avenue","Du Quesne, rue","Pépinière, avenue de la",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301783.943,5048366,2018,-73.53864438,45.57519107
0,"Pierre-De Coubertin, avenue","Du Quesne, rue","Pépinière, avenue de la",,FRPE,Mercier-Hochelaga-Maisonneuve,R,301807.63,5048419,2018,-73.53834136,45.57567298
0,"Pierre-De Coubertin, avenue","Parkville, avenue","Desautels, rue",,FRPE,Mercier-Hochelaga-Maisonneuve,R,302092.641,5049048,2018,-73.53469298,45.58133408
