Numero_Fournisseur,Nom_Fournisseur,Autre_Nom,Num_Entreprise_Quebec,Structure_Juridique,Nombre_Employes,Nombre_Employes_Montreal,Politique_Dans_Dev_Durable,Politique_Approv_Responsable,Entreprise_Start_Up,Fournisseur_RTU,Entreprise_Economie_Sociale,Lieu_Arrondissement,Lieu_Ville,Lieu_Etat_Province,Lieu_Pays,Lieu_Zone_Achat
"33613","NETTOYEUR NOVA","9049-4899 QUEBEC INC.","1146742466","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"DOLLARD-DES-ORMEAUX","QC","CA","Conseil d'agglomération hors Montréal"
"118545","CONSEIL DES METIERS D`ART DU QUEBEC"," ","1143763457","*Organisme à  but non lucratif","5",,"N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"137113","VEOLIA ES CANADA SERVICES INDUSTRIELS INC."," ","1166357260","*Société par actions/Corporations/Compagnie","120","50","N","N","N","N","N","Anjou","ANJOU","QC","CA","Place d'affaires à Montréal"
"118663","FONDATION DE L'ENTREPRENEURSHIP",,"1143829647","*Organisme à  but non lucratif",,,"N","N","N","N","N",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"119149","ARCHIV-HISTO",,"1142940106","*Organisme à  but non lucratif","5","4","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"155343","BBA INC."," ","1148460331","*Société par actions/Corporations/Compagnie","400","175","N","N","N","N","N",,"MONT-SAINT-HILAIRE","QC","CA","Québec hors Conseil d'agglomération"
"156236","2439-3340 QUEBEC INC.",,"1144144814","*Société par actions/Corporations/Compagnie","10","10","O","O","N","N","N",,"STE-JULIE","QC","CA","Québec hors Conseil d'agglomération"
"149548","TAPIS NATIONAL (1991) LTEE",,"1143743996","*Société par actions/Corporations/Compagnie","25","25","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"123625","LES ENTREPRISES TZANET INC"," ","1143431147","*Société par actions/Corporations/Compagnie","100","93","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"126136","PHIL EXCAVATION INC.",,"1142961565","*Société par actions/Corporations/Compagnie","7","3","N","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"126159","PIECES INDUSTRIELLES - JOHN LEAHY INC.",,"1148659395","*Société par actions/Corporations/Compagnie","16","16","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"106910","LES PORTES J.P.R. INC.",,"1142667881","*Société par actions/Corporations/Compagnie","75",,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"109738","LES CONTRACTANTS D.P.E. LTEE",,"1142424853","*Société par actions/Corporations/Compagnie","6","6","N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"133595","LOGICIELS SPORT-PLUS INC.",,"1148021968","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"REPENTIGNY","QC","CA","Québec hors Conseil d'agglomération"
"119682","GOLDER ASSOCIES LTEE",,"1145916293","*Société par actions/Corporations/Compagnie","75","75","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"119750","BOULET LEMELIN YACHT INC.",,"1141998493","*Société par actions/Corporations/Compagnie","30",,"N","N","N","N","N",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"122301","GASTON CHAMPOUX (1973) INC.",,"1142837930","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"113039","PROMOVOIR",,"1160302379","*Société par actions/Corporations/Compagnie","2",,"N","N","N","N","N",,"LORRAINE","QC","CA","Québec hors Conseil d'agglomération"
"100241","NOVEXCO INC.",,"1146540985","*Société par actions/Corporations/Compagnie","600",,"O","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"113103","FIBERGRATE","RPM CANADA","3349443153","*Société étrangère","250","40","N","N","N","N","N",,"OSHAWA","ON","CA","Canada mais hors Québec"
"137951","PCI BLANCHET INC.",,"1140861429","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"127470","RECUBEC  INC."," ","1179952461","*Société par actions/Corporations/Compagnie","25","25","O","N","N","N","O","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"127685","TEN 4 BODY ARMOR INC.",,"1162157185","*Société par actions/Corporations/Compagnie","1","0","N","N","N","N","N",,"LAURIERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"128024","POISSANT EXCAVATION INC.",,"1143038397","*Société par actions/Corporations/Compagnie","6","6","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"138271","RMT EQUIPEMENT INC",,"1147659396","*Société par actions/Corporations/Compagnie","13","5","N","N","N","N","N",,"BLAINVILLE","QC","CA","Québec hors Conseil d'agglomération"
"138580","INTEGRAL JEAN BEAUDOIN","OFFICE INTERDISCIPLINAIRE JEAN BEAUDOIN INC.","1160940244","*Société par actions/Corporations/Compagnie","2","2","O","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115012","TAB PRODUCTS OF CANADA, CO."," ","1162088406","*Société par actions/Corporations/Compagnie","100","2","O","N","N","N","N",,"WILLOWDALE","ON","CA","Canada mais hors Québec"
"120516","LES INSTALLATIONS SPORTIVES AGORA INC."," ","1162308515","*Société par actions/Corporations/Compagnie","26","26","N","N","N","N","N",,"ST-ROCH-DE-L'ACHIGAN","QC","CA","Québec hors Conseil d'agglomération"
"101327","LES PRODUITS SANITAIRES LEPINE INC."," ","1166862327","*Société par actions/Corporations/Compagnie","45","0","O","O","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"115325","LEVESQUE & GAUVIN INC",,"1143538289","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Saint-Léonard","ST-LEONARD","QC","CA","Place d'affaires à Montréal"
"113888","EXCAVATIONS VIDOLO LTEE",,"1142205435","*Société par actions/Corporations/Compagnie","23","23","N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"138807","CLINIQUE DE MEDECINE INDUSTRIELLE DES LAURENTIDES INC.",,"1143581545","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"FABREVILLE","QC","CA","Québec hors Conseil d'agglomération"
"125351","MEDIAS TRANSCONTINENTAL S.E.N.C"," ","3361761490","*Société en nom collectif","9000","1000","O","N","O","N","N","Saint-Laurent","SAINT-LAURENT","QC","CA","Place d'affaires à Montréal"
"125351","MEDIAS TRANSCONTINENTAL S.E.N.C"," ","3361761490","*Société en nom collectif","9000","1000","O","N","O","N","N",,"DORVAL","QC","CA","Conseil d'agglomération hors Montréal"
"136094","LES DECORATIONS RIDO","9099-6711 QUEBEC INC.","1149789407","*Société par actions/Corporations/Compagnie","6","6","N","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"139390","INSTRUMENTS MEGATEC INC.",,"1145030343","*Société par actions/Corporations/Compagnie","7","7","O","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"151114","PAVAGE E PERREAULT INC.",,"1164401904","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N",,"ST-LIN-LAURENTIDES","QC","CA","Québec hors Conseil d'agglomération"
"134799","H2O INNOVATION (2000) INC.",,"1145108040","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"HAM-NORD","QC","CA","Québec hors Conseil d'agglomération"
"151421","FOURGONS LECLAIR INC",,"1162409396","*Société par actions/Corporations/Compagnie","64",,"N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"130077","MULTI-CULTURAL BOOKS & VIDEOS",,"000000NON","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"BELLE RIVER","ON","CA","Canada mais hors Québec"
"123502","CONSTRUCTION GENFOR LTEE",,"1144135697","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"116146","WOLSELEY  CANADA INC.",,"1160289493","*Société par actions/Corporations/Compagnie","600","200","N","N","N","N","N",,"SAINTE-JULIE","QC","CA",
"116146","WOLSELEY  CANADA INC.",,"1160289493","*Société par actions/Corporations/Compagnie","600","200","N","N","N","N","N",,"MONTREAL","QC","CA",
"116151","ACKLANDS - GRAINGER INC."," ","1146329009","*Société par actions/Corporations/Compagnie","23000",,"O","N","N","N","N",,"SOREL-TRACY","QC","CA","Québec hors Conseil d'agglomération"
"120863","CENTRE INTERNATIONAL D'ART CONTEMPORAIN DE MONTREAL(CIAC)",,"1142580217","*Institution gouvernementale","6","6","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116284","UAP INC."," ","1168815836","*Société par actions/Corporations/Compagnie","4802","692","O","O","N","N","O",,"VILLE MONT ROYAL","QC","CA","Conseil d'agglomération hors Montréal"
"116284","UAP INC."," ","1168815836","*Société par actions/Corporations/Compagnie","4802","692","O","O","N","N","O","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"120949","LE CIRCUIT FORD LINCOLN LTEE"," ","1163735666","*Société par actions/Corporations/Compagnie","96","96","N","N","N","N","N","Montréal-Nord","MONTREAL","QC","CA","Place d'affaires à Montréal"
"121273","PLOMBERIE DENIS PARADIS INC",,"1141772674","*Société par actions/Corporations/Compagnie","33","33","N","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"135337","CAISSE DESIGN INC"," ","1165283939","*Société par actions/Corporations/Compagnie","10",,"N","N","N","N","N",,"TROIS-RIVIERES","QC","CA","Québec hors Conseil d'agglomération"
"147930","LES COMPRESSEURS ET SURPRESSEURS AERZEN DU CANADA INC."," ","1143693563","*Société par actions/Corporations/Compagnie","2000","21","O","N","N","N","N",,"VAUDREUIL-DORION","QC","CA","Québec hors Conseil d'agglomération"
"129842","SCHINDLER ASCENSEUR CORPORATION",,"1143282987","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"143811","CELINE BELEC",,,"*Entreprise individuelle / Travailleur autonome",,,"N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"24505","LES BICYCLES QUILICOT INC."," ","1175818898","*Société par actions/Corporations/Compagnie","60","15","N","N","N","N","N",,"ST-THERESE","QC","CA","Québec hors Conseil d'agglomération"
"132305","PATTISON AFFICHAGE EXTERIEUR","JIM PATTISON INDUSTRIES LTD","1143866078","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"MISSISSAUGA","ON","CA","Canada mais hors Québec"
"147788","ALLIED MEDICAL INSTRUMENTS INC.",,,"*Société par actions/Corporations/Compagnie","14","1","N","N","N","N","N",,"CONCORD","ON","CA","Canada mais hors Québec"
"64048","SENTINEL CANADA","LES LUBRIFIANTS SENTINEL CORP.","1149718968","*Société par actions/Corporations/Compagnie","30","25","N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"130371","DOCU-LINK INTERNATIONAL INC.",,"1163074934","*Société par actions/Corporations/Compagnie","550",,"O","O","N","N","N",,"KANATA","ON","CA","Canada mais hors Québec"
"116518","TURF CARE PRODUCTS CANADA LIMITED",,"1145028719","*Société par actions/Corporations/Compagnie","126","22","N","N","N","N","N",,"POINTE-CLAIRE","QC","CA","Conseil d'agglomération hors Montréal"
"146745","LES CONSTRUCTIONS ARGOZY INC.",,"1164210172","*Société par actions/Corporations/Compagnie","6","5","N","N","N","N","N",,"LAVAL","QC","CA",
"148221","RAYMOND CHABOT INC.",,"1140658114","*Société par actions/Corporations/Compagnie","2000","500","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"116914","PEPINIERES Y. YVON AUCLAIR ET FILS","2321-2392 QUEBEC INC","1175076331","*Société par actions/Corporations/Compagnie","36","0","N","N","N","N","N",,"MONT-SAINT-HILAIRE","QC","CA","Québec hors Conseil d'agglomération"
"117228","A. GIRARDIN INC",,"1142795534","*Société par actions/Corporations/Compagnie","75",,"N","N","N","N","N",,"DRUMMONDVILLE","QC","CA","Québec hors Conseil d'agglomération"
"139813","JOHN C. GOODWIN ET ASSOCIES",,"1143535509","*Société par actions/Corporations/Compagnie","7","7","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117329","CIMCO  REFRIGERATION","INDUSTRIES TOROMONT LTEE","1144694263","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"BURLINGTON","ON","CA","Canada mais hors Québec"
"117413","DELTA PALANS INTERNATIONAL LTEE",,"1142700377","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Anjou","MONTREAL","QC","CA","Place d'affaires à Montréal"
"148582","ATELIER D'USINAGE GAGNE INC."," ","1143508258","*Société par actions/Corporations/Compagnie","4","4","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"153038","LES PRODUCTIONS-EDITIONS MARC LABELLE INC.",,"1149928286","*Société par actions/Corporations/Compagnie","2",,"N","N","N","N","N",,"ST-CHARLES-SUR-RICHELIEU","QC","CA","Québec hors Conseil d'agglomération"
"69435","BUREAU EN GROS","STAPLES CANADA ULC","1173183782","*Société par actions/Corporations/Compagnie","7500","2500","O","O","N","N","N","LaSalle","LASALLE","QC","CA","Place d'affaires à Montréal"
"141424","ACTI-SOL INC",,"1144773968","*Société par actions/Corporations/Compagnie","8","1","N","N","N","N","N",,"NOTRE-DAME-DU-BON-CONSEIL","QC","CA","Québec hors Conseil d'agglomération"
"36848","SOCIETE DE VERDISSEMENT DU MONTREAL METROPOLITAIN","SOVERDI","1147036603","*Organisme à  but non lucratif","20","20","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"118773","LABO S.M. INC.",,"1143022672","*Société par actions/Corporations/Compagnie","175","5","N","N","N","N","N",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"118773","LABO S.M. INC.",,"1143022672","*Société par actions/Corporations/Compagnie","175","5","N","N","N","N","N",,"LONGEUIL","QC","CA","Québec hors Conseil d'agglomération"
"118860","NATIONAL FIRE CODE",,"000000NON","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"AVON","MA","US","Étranger hors Canada"
"141920","GO MULTIMEDIA INC.","GO MULTI MEDIA INC.","1147665641","*Société par actions/Corporations/Compagnie","9","9","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"144526","ASCENSEURS NAGLE INC",,"1142957399","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"167278","AUVENTS MULTIPLES INC.",,"1167852855","*Société par actions/Corporations/Compagnie","50",,"N","N","N","N","N",,"BELOEIL","QC","CA","Québec hors Conseil d'agglomération"
"121376","COENCORP","COENCORP CONSULTANT CORPORATION","1146163820","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"BROSSARD","QC","CA","Québec hors Conseil d'agglomération"
"123677","J.R.G. DENEIGEMENT & EXCAVATION ENR.","GRAVEL JEAN","2248123988","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Lachine","MONTREAL","QC","CA","Place d'affaires à Montréal"
"106940","LOCATION SAUVAGEAU INC."," ","1177683019","*Société par actions/Corporations/Compagnie","75","10","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"107203","IMPACT SANTE PLUS","HUGO SURPRENANT","2248547426","*Entreprise individuelle / Travailleur autonome","6","1","O","N","N","N","N",,"FOSTER","QC","CA","Québec hors Conseil d'agglomération"
"109546","LES ENTREPRISES CAPPCO INC."," ","1142383778","*Société par actions/Corporations/Compagnie","10",,"N","N","N","N","N",,"ST-EUSTACHE","QC","CA","Québec hors Conseil d'agglomération"
"145340","COMPILATION DE BASE DE DONNEES TRAFFIC INC.",,"1163199038","*Société par actions/Corporations/Compagnie","21",,"N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"110199","POMPES VIKING DU CANADA INC.",,"1140670424","*Société par actions/Corporations/Compagnie","40","5","N","N","N","N","N",,"WINDSOR","ON","CA","Canada mais hors Québec"
"156798","SPIRALIS CONSULTANT INC","NEQ 1165518144","1165518144","*Société par actions/Corporations/Compagnie","11","8","N","O","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"159261","JALY INTERNATIONAL INC",,"1175473694","*Société par actions/Corporations/Compagnie","4",,"N","N","N","N","N",,"ST AUGUSTIN DE DESMAURES","QC","CA","Québec hors Conseil d'agglomération"
"107216","SUPERGRAVITY INCORPORATED",,"000000NON","*Société par actions/Corporations/Compagnie","5","0","N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"111017","CAMPUS NOTRE-DAME-DE-FOY",,"1161757142","*Société par actions/Corporations/Compagnie","247","31","N","O","N","N","N",,"SAINT-AUGUSTIN-DE-DESMAURES","QC","CA","Québec hors Conseil d'agglomération"
"134381","LA PUCE RESSOURCE INFORMATIQUE"," ","1142866731","*Organisme à  but non lucratif","15","15","O","N","N","N","O","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"113181","LES SPECIALISTES AVA INC.",,"1140404741","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"107792","CIM MAINTENANCE INC."," ","1160043031","*Société par actions/Corporations/Compagnie","12","0","O","N","N","N","N",,"BROSSARD","QC","CA","Québec hors Conseil d'agglomération"
"107840","HIRSCH PRECISION INC.",,"0000000NA","*Société par actions/Corporations/Compagnie","4",,"N","N","N","N","N",,"LAKE ECHO","NS","CA","Canada mais hors Québec"
"122499","SOCIETE DU PATRIMOINE D'EXPRESSION DU QUEBEC",,"1142086405","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"100495","HYDRO-PRESSION INC.",,"1171886451","*Société par actions/Corporations/Compagnie","12","2","N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"142648","VENTILATION MANIC INC."," ","1142613513","*Société par actions/Corporations/Compagnie","20","5","O","N","O","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"127545","BRUNEAU ELECTRIQUE INC."," ","1142851337","*Société par actions/Corporations/Compagnie","200",,"N","N","N","N","N",,"JOLIETTE","QC","CA","Québec hors Conseil d'agglomération"
"142840","CELLEBRITE USA CORP.",,,"*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"NEW-YORK","NY","US","Étranger hors Canada"
"138324","AIRTECHNI INC.",,"1164829302","*Société par actions/Corporations/Compagnie","6","6","O","O","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"142933","FORMATOUT INC.",,"1146673083","*Société par actions/Corporations/Compagnie","1","0","N","N","N","N","N",,"PIEDMONT","QC","CA","Québec hors Conseil d'agglomération"
"131138","L & M UNIFORME INC"," ","1143206036","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"158090","LES DEVELOPPEMENTS BOIS FRANC INC.",,"1164993884","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115197","LE GROUPE SPORTS INTER PLUS INC.",,"1147492400","*Société par actions/Corporations/Compagnie","16","2","N","N","N","N","N",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"115363","M. VAN NOORT & SONS BULB CO LTD.",,"000000NON","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"ST-CATHARINES","ON","CA","Canada mais hors Québec"
"115451","MULTIFEUTRE DU QUEBEC LTEE.",,"1143058544","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"LES CEDRES","QC","CA","Québec hors Conseil d'agglomération"
"115475","OMR ALLIAGES INC",,"1167908459","*Société par actions/Corporations/Compagnie","6","6","N","N","N","N","N","Verdun","MONTREAL","QC","CA","Place d'affaires à Montréal"
"128265","IRRIGATION DU HAUT-RICHELIEU INC.",,"1160587128","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"ST-JEAN-SUR-RICHELIEU","QC","CA","Québec hors Conseil d'agglomération"
"115704","VULCAIN ALARME, DIVISION DE B.W. TECHNOLOGIES",,"3361942603","*Société par actions/Corporations/Compagnie","130000","20","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115732","VANNES ET RACCORDS LAURENTIAN LTEE","Groupe Swagelok Quebec","1167032607","*Société par actions/Corporations/Compagnie","27","27","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115733","FONDERIE LAPERLE DIR. TUYAUTERIES CANADA LTEE","CANADA PIPE COMPANY ULC","1161611349","*Société par actions/Corporations/Compagnie","110","0","N","N","N","N","N",,"STE-CROIX","QC","CA","Québec hors Conseil d'agglomération"
"115734","FABCO PLASTIQUES INC"," ","1171664999","*Société par actions/Corporations/Compagnie","75","5","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"115736","ARTOPEX INC",,"1140909160","*Société par actions/Corporations/Compagnie","519","15","O","N","N","N","N",,"GRANBY","QC","CA","Québec hors Conseil d'agglomération"
"158554","INSTALLE-TECH","9132-9797 QUEBEC INC","1161710018","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"116160","CORBEIL ELECTRIQUE INC."," ","1140521528","*Société par actions/Corporations/Compagnie","75","20","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"147516","IRRIGASOL INC"," ","1142845313","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"116241","MONAS & CIE LTEE.",,"1140478828","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"15743","RECOCHEM INC"," ","1169779858","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"131770","BOYTECH DEMOLITION INC.",,"1160695293","*Société par actions/Corporations/Compagnie","27","15","N","N","N","N","N",,"LERY","QC","CA","Québec hors Conseil d'agglomération"
"22178","COITEUX HYUNDAI DIVISION DE:AUTO COITEUX  MONTREAL LTEE",,"000000NON","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"143801","M.C. REDISTRIBUTION INC."," ","1144325082","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"114475","DENEIGEMENTS ET REMORQUAGES S.M.G.R. (1990) INC. (LES)",,"1141641507","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"112624","TAPIS GAGNON INC",,"1143180108","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"NOTRE-DAME-DES-PRAIRIES","QC","CA","Québec hors Conseil d'agglomération"
"114601","DOMINIQUE BLAIN",,"0000000NA","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"114884","CAMIONS LAGUE INC",,"1141908211","*Société par actions/Corporations/Compagnie","60","20","N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"65276","SIEMENS CANADA LIMITED",,"1161355988","*Société par actions/Corporations/Compagnie","280","50","N","N","N","N","N",,"OAKVILLE","ON","CA","Canada mais hors Québec"
"116516","GETINGE CANADA LIMITEE","GETINGE CANADA LIMITED","1163292775","*Société par actions/Corporations/Compagnie","40","5","N","N","N","N","N",,"MISSISSAUGA","ON","CA","Canada mais hors Québec"
"116703","PHOTOSYNTHESE INC",,"1146281101","*Société par actions/Corporations/Compagnie","14","14","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117116","RONA  INC",,"1171854699","*Société par actions/Corporations/Compagnie","30000","5000","N","N","N","N","N","Saint-Laurent","SAINT-LAURENT","QC","CA","Place d'affaires à Montréal"
"117116","RONA  INC",,"1171854699","*Société par actions/Corporations/Compagnie","30000","5000","N","N","N","N","N",,"POINTE-CLAIRE","QC","CA","Conseil d'agglomération hors Montréal"
"117273","CLOTURES MONTREAL INC.***",,"1140476699","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N","Montréal-Nord","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117303","MCROBERTS SALES CO., INC.",,"0000000NA","*Société par actions/Corporations/Compagnie","6","0","N","N","N","N","N",,"RUSKIN","FL","US","Étranger hors Canada"
"130275","BIOKINETICS AND ASSOCIATES LTD",,"0000000NA","*Société par actions/Corporations/Compagnie","11","0","N","N","N","N","N",,"OTTAWA","ON","CA","Canada mais hors Québec"
"154344","GARANT MACHINERIE","LES SCIES MERCIER INC.","1142021956","*Société par actions/Corporations/Compagnie","20",,"N","N","N","N","N",,"LEVIS","QC","CA","Québec hors Conseil d'agglomération"
"117335","LES SYSTEMES DE PROTECTION CONTRE INCENDIE C.D. LTEE",,"1146996492","*Société par actions/Corporations/Compagnie","18","17","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"148632","OPEN TEXT CORPORATION",,"1161179677","*Société par actions/Corporations/Compagnie","8000","100","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"140109","METAFAB (1996) INC.",,"1163820385","*Société par actions/Corporations/Compagnie","30",,"N","N","N","N","N",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"117684","CYB PLASTIQUES INC."," ","1146936365","*Société par actions/Corporations/Compagnie","6","2","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"140946","SAFETY EXPRESS LTD.",,"1171682579","*Société par actions/Corporations/Compagnie","80","23","O","N","N","N","N",,"DORVAL","QC","CA","Conseil d'agglomération hors Montréal"
"141316","ACCENT IMPRESSION INC."," ","1143380245","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
