Numero_Fournisseur,Nom_Fournisseur,Autre_Nom,Num_Entreprise_Quebec,Structure_Juridique,Nombre_Employes,Nombre_Employes_Montreal,Politique_Dans_Dev_Durable,Politique_Approv_Responsable,Entreprise_Start_Up,Fournisseur_RTU,Entreprise_Economie_Sociale,Lieu_Arrondissement,Lieu_Ville,Lieu_Etat_Province,Lieu_Pays,Lieu_Zone_Achat
"116222","SAFETY-KLEEN CANADA INC.",,"1144094969","*Société par actions/Corporations/Compagnie","50","6","N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"115081","J. PICHE & FILS INC.",,"1144061232","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"120460","INSTITUT DE LA STATISTIQUE DU QUEBEC",,"8831850399","*Organisme à  but non lucratif","5",,"N","N","N","N","N",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"115192","LE GROUPE MASTER INC.",,"1169851384","*Société par actions/Corporations/Compagnie","400","175","N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"158015","MARY HAYES",,"0000000NA","*Entreprise individuelle / Travailleur autonome",,,"O","O","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115347","LOCATION JEAN LEGARE LTEE",,"1142236711","*Société par actions/Corporations/Compagnie","75","62","N","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115490","P.E. BOISVERT AUTO LTEE"," ","1141849233","*Société par actions/Corporations/Compagnie","40","40","N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"136576","LE THEATRE DU GROS MECANO","LES PRODUCTIONS POUR ENFANTS DE QUEBEC","1144183366","*Organisme à  but non lucratif","5",,"O","N","N","N","N",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"139214","FESTI-FETES","9016-8519 QUEBEC INC","1143121946","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"139469","T.M.S. MAITRES DES CAMIONS LTEE",,"1144447738","*Société par actions/Corporations/Compagnie","38","20","O","O","N","N","N",,"VAUDREUIL-DORION","QC","CA","Québec hors Conseil d'agglomération"
"123114","SERRURERIE POINTE-CLAIRE INC.",,"1143760248","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"POINTE-CLAIRE","QC","CA","Conseil d'agglomération hors Montréal"
"128518","FORMATION ALTERGO",,"1142406728","*Organisme à  but non lucratif","4","4","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"128800","MACONNERIE RAINVILLE & FRERE INC.",,"1162473921","*Société par actions/Corporations/Compagnie","150","120","N","N","N","N","N",,"CHAMBLY","QC","CA","Québec hors Conseil d'agglomération"
"115967","PEPINIERES Y. YVON AUCLAIR (ST-BRUNO) INC.",,"1142660290","*Société par actions/Corporations/Compagnie","20",,"N","N","N","N","N",,"SAINT-BRUNO","QC","CA","Québec hors Conseil d'agglomération"
"116127","LEDUC ELECTRIQUE LTEE."," ","1143074871","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116172","RICOH CANADA INC"," ","1140323792","*Société par actions/Corporations/Compagnie","1700","150","O","O","N","N","N",,"KIRKLAND","QC","CA","Conseil d'agglomération hors Montréal"
"151563","CENTRE DU CAMION BOUCHERVILLE INC.",,"1142717553","*Société par actions/Corporations/Compagnie","20",,"N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"151571","CAROLE DAVID",,,"*Entreprise individuelle / Travailleur autonome","1","0","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"129114","Y DES FEMMES DE MONTREAL",,"0000000NA","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"147934","MARQUAGE DE LIGNES VIAU","GESTION DE SERVICES ROBERT VIAU INC.","1166863051","*Société par actions/Corporations/Compagnie","3",,"N","N","N","N","N",,"ST-MICHEL","QC","CA","Québec hors Conseil d'agglomération"
"116452","OUTIL PAC INC"," ","1170846951","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"MONT-ROYAL","QC","CA","Conseil d'agglomération hors Montréal"
"32649","TELEVOICE INTERCOM",,"1147394846","*Société par actions/Corporations/Compagnie","4","0","N","N","N","N","N",,"REPENTIGNY","QC","CA","Québec hors Conseil d'agglomération"
"117146","MARINA P.A.T. INC.",,"1144384493","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116986","LES PUBLICITES A. CAMPEAU LTEE",,"1142203240","*Société par actions/Corporations/Compagnie","9","9","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117277","BEAULIEU & LAMOUREUX INC"," ","1141992645","*Société par actions/Corporations/Compagnie","75","7","O","N","N","N","N","Anjou","MONTREAL","QC","CA","Place d'affaires à Montréal"
"140293","1-800-GOT-JUNK",,,"*Société par actions/Corporations/Compagnie","40","40","N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"132416","PLACEMENTS SERGAKIS  INC",,"1161097812","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","LaSalle","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117628","PROLAB TECHNOLUB INC",,"1149597297","*Société par actions/Corporations/Compagnie","21",,"N","N","N","N","N",,"THETFORD MINES","QC","CA","Québec hors Conseil d'agglomération"
"136908","INTRO SECURITE COLLECTIVE INC.",,"1145371911","*Société par actions/Corporations/Compagnie","100","60","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"141428","ENTREPRISES COMMERCIALES ROLAC INC",,"1143482371","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Pierrefonds-Roxboro","MONTREAL","QC","CA","Place d'affaires à Montréal"
"118454","CDMV INC.",,"1143705276","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"ST-HYACINTHE","QC","CA","Québec hors Conseil d'agglomération"
"137373","HALTE LA RESSOURCE INC.",,"1142682302","*Organisme à  but non lucratif","4","4","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"149046","GICLEURS B.M.R. LTEE",,"1143470582","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"BLAINVILLE","QC","CA","Québec hors Conseil d'agglomération"
"73676","MCS-SERVO INC."," ","1142979351","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"STE-JULIE","QC","CA","Québec hors Conseil d'agglomération"
"136805","PHOENIX IMPRESSION NUMERIQUE","9144-7854 QUEBEC INC","1162380928","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"142028","CREDITRON INC.",,"000000NON","*Société par actions/Corporations/Compagnie","20",,"N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"123560","CIMENT PROJETE & PISCINES ORLEANS INC.",,"1141532532","*Société par actions/Corporations/Compagnie","12",,"N","N","N","N","N",,"SAINT-PIERRE-ILE-D'ORLEANS","QC","CA","Québec hors Conseil d'agglomération"
"123772","MEUBLES DE JARDIN BROSSARD INC.",,"1143801059","*Société par actions/Corporations/Compagnie","8",,"N","N","N","N","N",,"BROSSARD","QC","CA","Québec hors Conseil d'agglomération"
"145288","LES ENTREPRISES LAVOIE ET LEBLANC INC.",,"1166393315","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","L’Île-Bizard–Sainte-Geneviève","MONTREAL","QC","CA","Place d'affaires à Montréal"
"119447","BUREAU DE LA COMMUNAUTE HAITIENNE DE MTL",,,"*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"122534","BELL EXPRESSVU INC",,"1160212982","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"134780","PRO SERI INC.",,"1142861427","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"146233","9175-2998 QUEBEC INC",,"1164046378","*Société par actions/Corporations/Compagnie","1","1","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"134472","PROTECTION INCENDIE ROBERTS","VIPOND INC.","1170885744","*Société par actions/Corporations/Compagnie","78","78","N","N","N","N","N",,"POINTE-CLAIRE","QC","CA","Conseil d'agglomération hors Montréal"
"159505","ATCO STRUCTURES ET LOGISTICS LTD",,"1166001421","*Société par actions/Corporations/Compagnie","400","5","N","N","N","N","N",,"CALGARY","AB","CA","Canada mais hors Québec"
"142659","THERMO FISHER SCIENTIFIC (MISSISSAUGA) INC."," ","1167006205","*Société par actions/Corporations/Compagnie","97","15","O","N","N","N","N",,"MISSISSAUGA","ON","CA","Canada mais hors Québec"
"127706","PHILIPPINE BASKETBALL ASSOCIATION DE MONTREAL",,"1165546558","*Organisme à  but non lucratif","13","10","N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"128059","LES GRILLAGES SECURE PLUS INC.",,"1149225162","*Société par actions/Corporations/Compagnie","3","0","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"100745","LE MOULIN A MUSIQUE INC."," ","1144067452","*Société par actions/Corporations/Compagnie","4","4","O","N","N","N","O","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"131720","MARIE CELIE AGNANT",,,"*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"101041","COWAN DYNAMIQUES INC."," ","1144165074","*Société par actions/Corporations/Compagnie","36","36","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115110","KERR NORTON (TM)",,"1166286956","*Société par actions/Corporations/Compagnie","24","20","N","N","N","N","N",,"VAUGHAN","ON","CA","Canada mais hors Québec"
"115159","LAFCO OUTILLAGE INC.",,"1142279075","*Société par actions/Corporations/Compagnie","19","15","N","N","N","N","N","Anjou","ANJOU","QC","CA","Place d'affaires à Montréal"
"120566","SIMON BACHAND",,"000000NON","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115281","INSTRUMENTS VEGA INC. (LES)",,"1142250936","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"NORTH YORK","ON","CA","Canada mais hors Québec"
"138659","LES POMPES FRANCOIS NERON INC.","9141-6636 QUEBEC INC.","1162197843","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"115489","TECHNOFLEX","ENTREPRISE TECHNOFLEX ESR INC.","1165649972","*Société par actions/Corporations/Compagnie","30",,"N","N","N","N","N",,"BOIS-DES-FILION","QC","CA","Québec hors Conseil d'agglomération"
"115641","TECHNO FEU INC"," ","1165947418","*Société par actions/Corporations/Compagnie","23","0","N","N","N","N","N",,"ST-FRANCOIS-DU-LAC","QC","CA","Québec hors Conseil d'agglomération"
"139129","ASSOCIATION DES TECHNICIENS EN PREVENTION INCENDIE DU QUEBEC",,"0000000NA","*Organisme à  but non lucratif",,,"N","N","N","N","N",,"BELOEIL","QC","CA","Québec hors Conseil d'agglomération"
"105596","PAYSAGISTE PROMOVERT INC."," ","1147610175","*Société par actions/Corporations/Compagnie","17",,"N","N","N","N","N",,"MASCOUCHE","QC","CA","Québec hors Conseil d'agglomération"
"115710","WESTECH INDUSTRIAL LTD",,"1144113793","*Société par actions/Corporations/Compagnie","100","2","N","N","N","N","N",,"BURLINGTON","ON","CA","Canada mais hors Québec"
"115830","ENERSOL INC."," ","1142430017","*Société par actions/Corporations/Compagnie","9","4","N","N","N","N","N",,"BELOEIL","QC","CA","Québec hors Conseil d'agglomération"
"102071","SERVICE DE CAFE Q-BEC","LES SPECIALITES DE GOURMET V.S. LTEE","1143270396","*Société par actions/Corporations/Compagnie","6","6","N","N","N","N","N","LaSalle","MONTREAL","QC","CA","Place d'affaires à Montréal"
"102149","SACS INDUSTRIELS INC"," ","1143378579","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"102193","BACHMANN DAMPJOINT INC."," ","1146359519","*Société par actions/Corporations/Compagnie","50","50","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"131624","INDUSTRIES EMILE LACHANCE LTEE"," ","1166748609","*Société par actions/Corporations/Compagnie","18","0","N","N","N","N","N",,"SAINT-DAMIEN-DE-BUCKLAND","QC","CA","Québec hors Conseil d'agglomération"
"106270","COURRIER A-1 INC",,"1161214102","*Société par actions/Corporations/Compagnie","4","4","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"143831","ABRATECH INC","TECHNOLOGIES ABRASIVES ABRATECH INC.","1142898387","*Société par actions/Corporations/Compagnie","8",,"N","N","N","N","N",,"ST-HUBERT","QC","CA","Québec hors Conseil d'agglomération"
"114708","A.D.I. ART DESIGN INTERNATIONAL INC.",,"1144320000","*Société par actions/Corporations/Compagnie","40","0","N","N","N","N","N",,"ST-HUBERT","QC","CA","Québec hors Conseil d'agglomération"
"114716","A. JEAN INC."," ","1146415873","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"114820","BERENDSEN FLUID POWER LTEE",,"1144702090","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"STE-THERESE","QC","CA","Québec hors Conseil d'agglomération"
"114828","BIBLIOFICHE","EQUIPEMENT BIBLIO QUEBEC INC.","1143669753","*Société par actions/Corporations/Compagnie","4",,"N","N","N","N","N",,"POINTE-CLAIRE","QC","CA","Conseil d'agglomération hors Montréal"
"114859","BROCHEUSES MONTREAL (1992) INC"," ","1144704757","*Société par actions/Corporations/Compagnie","13","11","O","N","N","N","N","Anjou","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116740","LES RESSORTS ST-MICHEL INC.",,"1141973165","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117263","BAZINET TAYLOR LTEE",,"1143260835","*Société par actions/Corporations/Compagnie","50","50","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"103289","HYUNDAI GABRIEL, S.E.C.",,"3370416680","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Anjou","ANJOU","QC","CA","Place d'affaires à Montréal"
"118461","CAMP QUATRE SAISONS INC",,"1142288514","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"LA MACAZA","QC","CA","Québec hors Conseil d'agglomération"
"118722","HOTEL LE ST-ANDRE",,"1174754631","*Société par actions/Corporations/Compagnie","5","175","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"137875","CENTRE DE FORMATION ERIC LANGEVIN INC.",,"1163823611","*Société par actions/Corporations/Compagnie","19","19","N","N","N","N","N",,"VAUDREUIL-DORION","QC","CA","Québec hors Conseil d'agglomération"
"123543","CENTRE DU BRICOLEUR LACHINE LTEE"," ","1142789529","*Société par actions/Corporations/Compagnie","50","30","N","N","N","N","N","Lachine","LACHINE","QC","CA","Place d'affaires à Montréal"
"123605","LES PAVAGES LA CITE B.M. INC.",,"1146600805","*Société par actions/Corporations/Compagnie","25","25","N","N","N","N","N",,"VAUDREUIL-DORION","QC","CA","Québec hors Conseil d'agglomération"
"126246","AXXYS CONSTRUCTION","3469051 CANADA INC.","1147654900","*Société par actions/Corporations/Compagnie","70","70","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"124029","CONCIERGERIE SPEICO INC",,"1144018000","*Société par actions/Corporations/Compagnie","300","250","N","N","N","N","N","LaSalle","MONTREAL","QC","CA","Place d'affaires à Montréal"
"124251","CLOTURE SECUR","9058-9888 QUEBEC INC.","1147387758","*Société par actions/Corporations/Compagnie","4",,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"869","PRESENTATION DESIGN L.P. INC.",,"1140686644","*Société par actions/Corporations/Compagnie","12","0","N","N","N","N","N",,"LAVAL","QUEBEC","CA","Québec hors Conseil d'agglomération"
"133492","INFORMATION ALIMENTAIRE POPULAIRE CENTRE-SUD",,"1143687722","*Organisme à  but non lucratif","2","2","O","O","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"4606","VERONICS INSTRUMENTS INC.",,"1142894386","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Saint-Laurent","SAINT-LAURENT","QC","CA","Place d'affaires à Montréal"
"119854","GALERIE ROUSSIL (1985) INC.",,"1142490326","*Société par actions/Corporations/Compagnie","6","6","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"119885","QUEENS UNIVERSITY",,"0000000NA","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"KINGSTON","ON","CA","Canada mais hors Québec"
"145529","MACHINAGE PEPIN","PEPIN DANIEL","2248242093","*Entreprise individuelle / Travailleur autonome",,,"N","N","N","N","N",,"NAPIERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"134098","LES ENTREPRISES DUCKBILL INC."," ","1145101706","*Société par actions/Corporations/Compagnie","7","0","N","N","N","N","N",,"TROIS-RIVIERES","QC","CA","Québec hors Conseil d'agglomération"
"122273","PLANT SELECT INC.",,"1147405006","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"ST-PAUL D'ABBOTSFORD","QC","CA","Québec hors Conseil d'agglomération"
"145764","LES PAYSAGISTES DAMIANO","9045-6823 QUEBEC INC.","1146447595","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"113161","ELECTROTECH INC",,"1146443917","*Société par actions/Corporations/Compagnie","12","12","O","O","N","N","O","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"142712","COMPAGNIE D'ASSURANCE TRISURA GARANTIE",,"1163433585","*Société par actions/Corporations/Compagnie","125","8","N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"127457","L.K. INDUSTRIES INC."," ","1146714994","*Société par actions/Corporations/Compagnie","60","1","N","N","N","N","N",,"BOISBRIAND","QC","CA","Québec hors Conseil d'agglomération"
"127859","TRACTION D.J.","9147-7737 QUEBEC INC.","1162553623","*Société par actions/Corporations/Compagnie","13","13","N","N","N","N","N","Montréal-Nord","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115087","J.M. BUSSIERES & FILS LIMITEE"," ","1141934738","*Société par actions/Corporations/Compagnie","10","10","O","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115139","LA COMPAGNIE ZEP DU CANADA","GESTION ACUITY, INC.","1140426538","*Société par actions/Corporations/Compagnie","75",,"N","N","N","N","N",,"DORVAL","QC","CA","Conseil d'agglomération hors Montréal"
"115146","LA MAISON DE L'ASTRONOMIE P L INC",,"1143194836","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115148","LA MAISON DU PEINTRE","2164-1204 QUEBEC INC.","1143273259","*Société par actions/Corporations/Compagnie","45","25","N","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"120549","SIRIUS SERVICES CONSEILS EN TECHNOLOGIE DE L'INFORMATION","SIRIUS CONSEILS","1148297154","*Société par actions/Corporations/Compagnie","200","50","N","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"131566","SOCIETE EN COMMANDITE IMMOBILIERE NOTRE-DAME OUEST",,"3361797452","*Société en commandite","160","160","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"113620","JOSEPH BLAIN INC.",,"1146337846","*Société par actions/Corporations/Compagnie","1",,"N","N","N","N","N",,"WESTMOUNT","QC","CA","Conseil d'agglomération hors Montréal"
"138664","TRAITEUR GINI CARTERING INC","175943 CANADA INC.","1143432376","*Société par actions/Corporations/Compagnie","1","1","N","N","N","N","N","Pierrefonds-Roxboro","PIERREFONDS","QC","CA","Place d'affaires à Montréal"
"115361","LUSSIER CENTRE DU CAMION LTEE"," ","1142845370","*Société par actions/Corporations/Compagnie","175",,"N","N","N","N","N",,"STE-JULIE","QC","CA","Québec hors Conseil d'agglomération"
"115592","SOCIETE LOGIQUE INC."," ","1140037178","*Organisme à  but non lucratif","9","8","N","O","N","N","O","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"122913","FINITION DE TAPIS ECLAIR G.L. INC.",,,"*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"125369","JOCELYNE ALLOUCHERIE",,"0000000NA","*Société par actions/Corporations/Compagnie","1","1","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"125377","SOCIETE EN COMMANDITE BRENNAN-DUKE",,"3349700230","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"125377","SOCIETE EN COMMANDITE BRENNAN-DUKE",,"3349700230","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"122975","AIRCOM TECHNOLOGIES INC.",,"1148238554","*Société par actions/Corporations/Compagnie","13","13","N","N","N","N","N",,"KIRKLAND","QC","CA","Conseil d'agglomération hors Montréal"
"115664","ENTREPRISE VAILLANT (1994)","3024407 CANADA INC.","1140472128","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115664","ENTREPRISE VAILLANT (1994)","3024407 CANADA INC.","1140472128","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N",,"RIGAUD","QC","CA","Québec hors Conseil d'agglomération"
"136006","STIEHL CANADA INC.",,"1162777099","*Société par actions/Corporations/Compagnie","9",,"N","N","N","N","N",,"MIRABEL","QC","CA","Québec hors Conseil d'agglomération"
"136029","ZONE AUDIO VIDEO","9192-0009 QUEBEC INC.","1164942493","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"101550","KREE HOLDINGS INC.",,"1142760363","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"146969","DISTRIBUTION ET ENSEIGNEMENT BOISSINOT INC",,"1160523230","*Société par actions/Corporations/Compagnie","1","0","N","N","N","N","N",,"LEVIS","QC","CA","Québec hors Conseil d'agglomération"
"115930","GESTION ART SELECT INC",,"1144261329","*Société par actions/Corporations/Compagnie","7","7","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116029","PRODUITS LUBRI-DELTA INC"," ","1143487198","*Société par actions/Corporations/Compagnie","30","0","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"151507","9119-4571 QUEBEC INC.","THEATRE PLAZA","1160960523","*Société par actions/Corporations/Compagnie","21","21","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116153","LES CANEVAS M.J. INC.",,"1147311089","*Société par actions/Corporations/Compagnie","9",,"N","N","N","N","N",,"REPENTIGNY","QC","CA","Québec hors Conseil d'agglomération"
"135325","MOCA PHOTO","AGENCE MOCA PHOTOGRAPHIE","3363831226","*Société par actions/Corporations/Compagnie","2","2","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"105762","GROUPE ATWILL-MORIN"," ","1164438492","*Société par actions/Corporations/Compagnie","250","240","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"152093","LES ROULOTTES RG INC.",,"1177074813","*Société par actions/Corporations/Compagnie","50",,"N","N","N","N","N",,"ST-ROMAIN","QC","CA","Québec hors Conseil d'agglomération"
"106093","CONSTRUCTION DI PAOLO INC",,"1147736855","*Société par actions/Corporations/Compagnie","30","30","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"143850","PURIBEC INC.",,"1142430579","*Société par actions/Corporations/Compagnie","45",,"N","N","N","N","N",,"SAINT-NICOLAS","QC","CA","Québec hors Conseil d'agglomération"
"114740","AIR LIQUIDE CANADA INC",,"1143122183","*Société par actions/Corporations/Compagnie","1520","100","N","N","N","N","N","Saint-Laurent","ST-LAURENT","QC","CA","Place d'affaires à Montréal"
"114763","ANTIROUILLE METROPOLITAIN INC.",,"1170599154","*Société par actions/Corporations/Compagnie","175","100","N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117152","ACCESSOIRES MC INC.",,"1142475962","*Société par actions/Corporations/Compagnie","1",,"N","N","N","N","N",,"KIRKLAND","QC","CA","Conseil d'agglomération hors Montréal"
"153992","PEPINIERE VERT FORET","9081-8006 QUEBEC INC","1148821599","*Société par actions/Corporations/Compagnie","13","0","N","N","N","N","N",,"ST-JUDE","QC","CA","Québec hors Conseil d'agglomération"
"153995","SPRAYING SYSTEMS CO.",,"000000NON","*Société par actions/Corporations/Compagnie","500","4","N","N","N","N","N",,"WHEATON","IL","US","Étranger hors Canada"
"117370","J. ENNIS FABRICS LTD",,"1162756994","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"CANDIAC","QC","CA","Québec hors Conseil d'agglomération"
"148595","LES PRODUITS DE CONTROLE SUPERIEURS INC."," ","1164975303","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"BOISBRIAND","QC","CA","Québec hors Conseil d'agglomération"
"117542","ENCADREX INC.",,"1163834253","*Société par actions/Corporations/Compagnie","20","20","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"117550","EMONDAGE ST-GERMAIN & FRERES LTEE",,"1142936823","*Société par actions/Corporations/Compagnie","50","45","N","N","N","N","N",,"STE-ANNE DE SOREL","QC","CA","Québec hors Conseil d'agglomération"
