Numero_secteur,Nom_secteur,Numero_categorie_emplois,Nom_categorie_emplois,Numero_corps_emplois,Titre_corps_emplois,Numero_classe,Titre_classe,Numero_echelon,Date_application,Type_taux,Taux_$  
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,6,2017-04-01,Annuel,40032
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,1,2018-04-01,Annuel,34864
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,2,2018-04-01,Annuel,35795
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,3,2018-04-01,Annuel,37001
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,4,2018-04-01,Annuel,38279
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,5,2018-04-01,Annuel,39612
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,6,2018-04-01,Annuel,40836
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,1,2019-04-02,Annuel,34992
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,2,2019-04-02,Annuel,36051
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,3,2019-04-02,Annuel,37129
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,4,2019-04-02,Annuel,38243
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,5,2019-04-02,Annuel,39375
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,6,2019-04-02,Annuel,40580
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,7,2019-04-02,Annuel,41822
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,1,2015-03-31,Annuel,33074
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,2,2015-03-31,Annuel,33951
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,3,2015-03-31,Annuel,35083
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,4,2015-03-31,Annuel,36307
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,5,2015-03-31,Annuel,37549
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,10,,6,2015-03-31,Annuel,38718
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,30,,1,2020-09-29,Annuel,35978
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,30,,2,2020-09-29,Annuel,37110
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,30,,3,2020-09-29,Annuel,38279
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,30,,4,2020-09-29,Annuel,39485
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,30,,5,2020-09-29,Annuel,40763
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,30,,6,2020-09-29,Annuel,42078
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,30,,7,2020-09-29,Annuel,43411
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,30,,8,2020-09-29,Annuel,44763
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,30,,9,2020-09-29,Annuel,46205
1,Fonction publique,50,Assistants techniciens,500,AGENTE OU AGENT DE BORD,30,,10,2020-09-29,Annuel,47648
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,1,2019-04-02,Annuel,35357
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,2,2019-04-02,Annuel,36416
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,3,2019-04-02,Annuel,37530
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,4,2019-04-02,Annuel,38699
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,5,2019-04-02,Annuel,39886
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,6,2019-04-02,Annuel,41092
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,7,2019-04-02,Annuel,42388
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,8,2019-04-02,Annuel,43667
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,1,2016-03-19,Annuel,33020
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,2,2016-03-19,Annuel,34188
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,3,2016-03-19,Annuel,35430
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,4,2016-03-19,Annuel,36581
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,5,2016-03-19,Annuel,37804
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,6,2016-03-19,Annuel,39156
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,7,2016-03-19,Annuel,40453
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,1,2016-04-01,Annuel,33513
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,2,2016-04-01,Annuel,34700
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,3,2016-04-01,Annuel,35960
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,4,2016-04-01,Annuel,37129
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,5,2016-04-01,Annuel,38371
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,6,2016-04-01,Annuel,39740
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,7,2016-04-01,Annuel,41055
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,1,2017-04-01,Annuel,34097
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,2,2017-04-01,Annuel,35302
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,3,2017-04-01,Annuel,36581
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,4,2017-04-01,Annuel,37786
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,5,2017-04-01,Annuel,39046
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,6,2017-04-01,Annuel,40434
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,7,2017-04-01,Annuel,41767
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,1,2018-04-01,Annuel,34773
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,2,2018-04-01,Annuel,36015
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,3,2018-04-01,Annuel,37311
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,4,2018-04-01,Annuel,38535
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,5,2018-04-01,Annuel,39832
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,6,2018-04-01,Annuel,41238
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,7,2018-04-01,Annuel,42608
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,1,2015-03-31,Annuel,32983
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,2,2015-03-31,Annuel,34152
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,3,2015-03-31,Annuel,35394
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,4,2015-03-31,Annuel,36544
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,5,2015-03-31,Annuel,37768
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,6,2015-03-31,Annuel,39119
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,10,,7,2015-03-31,Annuel,40416
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,1,2019-04-02,Annuel,35978
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,2,2019-04-02,Annuel,37110
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,3,2019-04-02,Annuel,38279
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,4,2019-04-02,Annuel,39485
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,5,2019-04-02,Annuel,40763
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,6,2019-04-02,Annuel,42078
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,7,2019-04-02,Annuel,43411
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,8,2019-04-02,Annuel,44763
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,9,2019-04-02,Annuel,46205
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,10,2019-04-02,Annuel,47648
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,1,2016-03-19,Annuel,39046
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,2,2016-03-19,Annuel,40288
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,3,2016-03-19,Annuel,41676
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,4,2016-03-19,Annuel,42918
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,5,2016-03-19,Annuel,44105
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,1,2016-04-01,Annuel,39631
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,2,2016-04-01,Annuel,40891
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,3,2016-04-01,Annuel,42297
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,4,2016-04-01,Annuel,43557
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,5,2016-04-01,Annuel,44763
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,1,2017-04-01,Annuel,40325
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,2,2017-04-01,Annuel,41603
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,3,2017-04-01,Annuel,43046
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,4,2017-04-01,Annuel,44324
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,5,2017-04-01,Annuel,45548
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,1,2018-04-01,Annuel,41128
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,2,2018-04-01,Annuel,42443
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,3,2018-04-01,Annuel,43904
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,4,2018-04-01,Annuel,45219
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,5,2018-04-01,Annuel,46461
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,1,2015-03-31,Annuel,39046
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,2,2015-03-31,Annuel,40288
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,3,2015-03-31,Annuel,41676
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,4,2015-03-31,Annuel,42918
1,Fonction publique,60,Personnel de bureau,200,AGENTE OU AGENT DE BUREAU,5,,5,2015-03-31,Annuel,44105
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,1,2019-04-02,Annuel,35978
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,2,2019-04-02,Annuel,37110
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,3,2019-04-02,Annuel,38279
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,4,2019-04-02,Annuel,39485
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,5,2019-04-02,Annuel,40763
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,6,2019-04-02,Annuel,42078
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,7,2019-04-02,Annuel,43411
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,8,2019-04-02,Annuel,44763
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,9,2019-04-02,Annuel,46205
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,10,2019-04-02,Annuel,47648
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,1,2016-04-01,Annuel,35412
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,2,2016-04-01,Annuel,36471
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,3,2016-04-01,Annuel,37494
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,4,2016-04-01,Annuel,38681
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,5,2016-04-01,Annuel,39813
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,6,2016-04-01,Annuel,40982
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,7,2016-04-01,Annuel,42224
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,8,2016-04-01,Annuel,43484
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,9,2016-04-01,Annuel,44763
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,1,2017-04-01,Annuel,36033
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,2,2017-04-01,Annuel,37110
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,3,2017-04-01,Annuel,38151
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,4,2017-04-01,Annuel,39357
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,5,2017-04-01,Annuel,40507
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,6,2017-04-01,Annuel,41694
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,7,2017-04-01,Annuel,42955
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,8,2017-04-01,Annuel,44251
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,9,2017-04-01,Annuel,45548
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,1,2018-04-01,Annuel,36745
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,2,2018-04-01,Annuel,37859
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,3,2018-04-01,Annuel,38918
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,4,2018-04-01,Annuel,40142
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,5,2018-04-01,Annuel,41311
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,6,2018-04-01,Annuel,42535
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,7,2018-04-01,Annuel,43813
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,8,2018-04-01,Annuel,45128
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,9,2018-04-01,Annuel,46461
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,1,2015-03-31,Annuel,34882
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,2,2015-03-31,Annuel,35923
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,3,2015-03-31,Annuel,36946
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,4,2015-03-31,Annuel,38115
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,5,2015-03-31,Annuel,39229
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,6,2015-03-31,Annuel,40379
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,7,2015-03-31,Annuel,41603
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,8,2015-03-31,Annuel,42845
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",10,,9,2015-03-31,Annuel,44105
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,1,2019-04-02,Annuel,36654
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,2,2019-04-02,Annuel,37823
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,3,2019-04-02,Annuel,39046
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,4,2019-04-02,Annuel,40306
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,5,2019-04-02,Annuel,41621
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,6,2019-04-02,Annuel,42991
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,7,2019-04-02,Annuel,44379
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,8,2019-04-02,Annuel,45804
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,9,2019-04-02,Annuel,47283
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,10,2019-04-02,Annuel,48799
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,11,2019-04-02,Annuel,50351
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,12,2019-04-02,Annuel,52013
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,1,2016-04-01,Annuel,42096
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,2,2016-04-01,Annuel,43466
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,3,2016-04-01,Annuel,44744
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,4,2016-04-01,Annuel,46004
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,5,2016-04-01,Annuel,47429
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,6,2016-04-01,Annuel,48854
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,1,2017-04-01,Annuel,42827
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,2,2017-04-01,Annuel,44233
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,3,2017-04-01,Annuel,45530
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,4,2017-04-01,Annuel,46808
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,5,2017-04-01,Annuel,48251
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,6,2017-04-01,Annuel,49712
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,1,2018-04-01,Annuel,43685
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,2,2018-04-01,Annuel,45110
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,3,2018-04-01,Annuel,46443
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,4,2018-04-01,Annuel,47739
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,5,2018-04-01,Annuel,49219
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,6,2018-04-01,Annuel,50698
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,1,2015-03-31,Annuel,41475
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,2,2015-03-31,Annuel,42827
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,3,2015-03-31,Annuel,44087
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,4,2015-03-31,Annuel,45329
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,5,2015-03-31,Annuel,46735
1,Fonction publique,60,Personnel de bureau,208,"AGENTE OU AGENT DE RENTES, DE RETRAITE ET D'ASSURANCES",5,,6,2015-03-31,Annuel,48123
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,10,,1,2019-04-02,Annuel,33111
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,10,,1,2016-04-01,Annuel,31741
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,10,,1,2017-04-01,Annuel,32289
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,10,,1,2018-04-01,Annuel,32928
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,10,,1,2015-03-31,Annuel,31266
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,5,,1,2019-04-02,Annuel,34006
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,5,,2,2019-04-02,Annuel,34846
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,5,,3,2019-04-02,Annuel,35722
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,5,,4,2019-04-02,Annuel,36636
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,5,,1,2016-04-01,Annuel,31997
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,5,,2,2016-04-01,Annuel,32800
1,Fonction publique,60,Personnel de bureau,211,AUXILIAIRE DE BUREAU,5,,3,2016-04-01,Annuel,33567
