num-civique-de,num-civique-a,nom-rue,secteur,matricule,statut-juridique,num-cadastre,typologie-architecturale,pluram-1981-num-fiche,en-ou-vers,annee-construction,evaluation-patrimoniale,batiment-disparu,atiments-secondaires-interet,inclure-dans-inventaire,commentaires,identifiant,lien-photos,photo-utilisee 
"1653","1655","Couvent (rue du)","Chomedey","8445-33-2620-3-000","Sans statut","1221877 ","néoclassicisme","150","vers","1914","Supérieure",,,"Inclure inventaire","Résidence adjacente à l'ancien couvent des Sœurs de Sainte-Croix. Fait aujourd'hui partie du CLSC du Ruisseau-Papineau avec le 1665-1675, rue du Couvent.
","COUV_1653","https://donnees.laval.ca/jeux/ppa/COUV_1653/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_COUV_1653_08_02.jpg"
"1665","1675","Couvent (rue du)","Chomedey","8445-23-9555-5-000","Sans statut","2294455 ","Second-Empire","126","vers","1914","Supérieure",,"BS Intérêt","Inclure inventaire","Ancien couvent des Sœurs de Sainte-Croix. Fait aujourd'hui partie du CLSC du Ruisseau-Papineau avec le 1653-1655, rue du Couvent","COUV_1665","https://donnees.laval.ca/jeux/ppa/COUV_1665/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_COUV_1665_02_01.jpg"
"018","020","Curé-Labelle (boulevard)","Sainte-Rose","8152-92-9395-3-002-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1097786","maison à mansarde / Second Empire","36","vers","1890","Bonne",,,"Inclure inventaire","La maison en brique a subi plusieurs modifications réversibles (fenêtres du rez-de-chaussée, portes, revêtement de toiture). Toutefois, les fenêtres des lucarnes, l'ornementation de celles-ci, les colonnes du porche et la corniche sont originales.  ","CULA_0018","https://donnees.laval.ca/jeux/ppa/CULA_0018/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0018_02_01.JPG"
"024",,"Curé-Labelle (boulevard)","Sainte-Rose","8152-92-9880-4-000-0000","Sans statut","1097778","maison traditionnelle québécoise","15","vers","1880","Faible",,,,"La maison a subi bon nombre de modifications. Seule la volumétrie a été conservée. 
","CULA_0024","https://donnees.laval.ca/jeux/ppa/CULA_0024/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0024_08_01.JPG"
"026",,"Curé-Labelle (boulevard)","Sainte-Rose","8152-92-9965-3-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1097779","maison traditionnelle québécoise","15","vers","1840","Bonne",,,"Inclure inventaire","Bâtiment en trois sections, dont des portions en pierre. Les portes et les fenêtres ont été remplacées. Les revêtements de toiture sont récents mais compatibles, contrairement au revêtement mural en tôle de la partie centrale.","CULA_0026","https://donnees.laval.ca/jeux/ppa/CULA_0026/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0026_08_01.JPG"
"028","030","Curé-Labelle (boulevard)","Sainte-Rose","8152-92-9445-6-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1097780","maison à mansarde / Second Empire","36","vers","1850","Supérieure",,,"Inclure inventaire","La maison a conservé la majorité de ses éléments traditionnels d'origine (toiture en tôle traditionnelle, boiseries, galerie) mais certaines composantes ont été remplacées (portes, fenêtres, garde-corps, revêtement extérieur) de façon harmonieuse.","CULA_0028","https://donnees.laval.ca/jeux/ppa/CULA_0028/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0028_02_01.JPG"
"107","107 A","Curé-Labelle (boulevard)","Sainte-Rose","8152-90-6895-9-000-0000
","Sans statut","1596835 
","maison traditionnelle québécoise","10","vers","1900","Moyenne",,,,"La volumétrie, la composition générale ont été conservées, comme la porte. Toutes les autres composantes sont modernes. Fresque peinte sur façade latérale.","CULA_0107","https://donnees.laval.ca/jeux/ppa/CULA_0107/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0107_02_01.JPG"
"115",,"Curé-Labelle (boulevard)","Sainte-Rose","8152-90-8040-0-001-0000","Sans statut","1596833","maison à toit plat / plex","74","vers","1905","Faible",,,,"Peu d'éléments d'intérêt sur ce bâtiment ne possédant plus de composantes traditionnelles.
","CULA_0115","https://donnees.laval.ca/jeux/ppa/CULA_0115/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0115_02_02.jpg"
"117",,"Curé-Labelle (boulevard)","Sainte-Rose","8152-90-8040-0-002-0000","Sans statut","1596833","cottage vernaculaire américain","18","vers","1900","Moyenne",,,,"Maison en brique qui a conservé peu d'éléments traditionnels d'origine. Les portes, fenêtres et revêtement de toiture ont été remplacés. ","CULA_0117","https://donnees.laval.ca/jeux/ppa/CULA_0117/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0117_08_01.JPG"
"119",,"Curé-Labelle (boulevard)","Sainte-Rose","8152-90-8415-4-000-0000","Sans statut","1596801","maison traditionnelle québécoise","15","vers","1900","Moyenne",,,,"La volumétrie générale a été conservée. Les fenêtres, les portes et les revêtements de murs et de toiture sont récents. ","CULA_0119","https://donnees.laval.ca/jeux/ppa/CULA_0119/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0119_08_02.JPG"
"121",,"Curé-Labelle (boulevard)","Sainte-Rose","8152-90-8600-1-000-0000","Sans statut","1596800","maison traditionnelle québécoise","15","vers","1900","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. Revêtement en bois.
","CULA_0121","https://donnees.laval.ca/jeux/ppa/CULA_0121/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0121_02_01.JPG"
"123",,"Curé-Labelle (boulevard)","Sainte-Rose","8151-99-8985-9-000-0000","Sans statut","1596799","cottage vernaculaire américain","26","vers","1900","Faible",,,,"La volumétrie a été conservée. Tous les autres éléments ont été remplacés. ","CULA_0123","https://donnees.laval.ca/jeux/ppa/CULA_0123/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0123_08_01.JPG"
"124",,"Curé-Labelle (boulevard)","Sainte-Rose","8251-09-3295-5-001-0000","Sans statut","1100054","maison traditionnelle québécoise","15","vers","1860","Faible",,"BS Intérêt",,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 
","CULA_0124","https://donnees.laval.ca/jeux/ppa/CULA_0124/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0124_02_02.JPG"
"128",,"Curé-Labelle (boulevard)","Sainte-Rose","8251-09-3775-6-000-0000","Sans statut","1100053","cottage vernaculaire américain","26","vers","1895","Faible",,,,"Transformations irréversibles au niveau des ouvertures du rez-de-chaussée. La maison ne possède presque plus d'éléments traditionnels d'origine. ","CULA_0128","https://donnees.laval.ca/jeux/ppa/CULA_0128/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0128_02_01.JPG"
"131","133","Curé-Labelle (boulevard)","Sainte-Rose","8151-99-9840-5-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1596790","maison traditionnelle québécoise","26","vers","1890","Supérieure",,,"Inclure inventaire","La maison possède presque toutes ses composantes d'origine (revêtement de bois, fenêtres et éléments décoratifs), sauf le revêtement de toiture et les portes.","CULA_0131","https://donnees.laval.ca/jeux/ppa/CULA_0131/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0131_08_01.JPG"
"132",,"Curé-Labelle (boulevard)","Sainte-Rose","8251-09-4855-5-002-0000","Sans statut","1100052","maison Boomtown","50","vers","1890","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 
","CULA_0132","https://donnees.laval.ca/jeux/ppa/CULA_0132/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0132_02_01.JPG"
"134",,"Curé-Labelle (boulevard)","Sainte-Rose","8251-09-4140-2-000-0000","Sans statut","1100051","maison traditionnelle québécoise","15","vers","1890","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf sa volumétrie.","CULA_0134","https://donnees.laval.ca/jeux/ppa/CULA_0134/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0134_02_01.JPG"
"135","135 A","Curé-Labelle (boulevard)","Sainte-Rose","8151-99-9920-5-000-0000","Sans statut","1596792","maison à toit plat / plex","74","vers","1915","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. ","CULA_0135","https://donnees.laval.ca/jeux/ppa/CULA_0135/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0135_08_01.JPG"
"136",,"Curé-Labelle (boulevard)","Sainte-Rose","8251-09-4425-7-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1100046","maison traditionnelle québécoise","15","vers","1890","Bonne",,,"Inclure inventaire","À part les portes et les fenêtres sont des éléments récents, la maison a conservé quelques éléments traditionnels d'origine, comme la tôle sur le toit et le revêtement de brique. 
","CULA_0136","https://donnees.laval.ca/jeux/ppa/CULA_0136/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0136_02_01.JPG"
"137",,"Curé-Labelle (boulevard)","Sainte-Rose","8251-09-1207-2-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","2379227","maison à mansarde / Second Empire","39","vers","1865","Bonne",,,"Inclure inventaire","Bien que certains éléments aient été remplacés, la maison a connu une évolution harmonieuse.
","CULA_0137","https://donnees.laval.ca/jeux/ppa/CULA_0137/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0137_08_01.JPG"
"138",,"Curé-Labelle (boulevard)","Sainte-Rose","8251-09-4715-1-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1100045","maison Boomtown","51","vers","1920","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. ","CULA_0138","https://donnees.laval.ca/jeux/ppa/CULA_0138/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0138_08_01.JPG"
"139",,"Curé-Labelle (boulevard)","Sainte-Rose","8251-08-0695-1-000-0000","Sans statut","1596795","maison cubique","82","vers","1932","Moyenne",,,,"Volumétrie et composition générale conservées ainsi que les fenêtres. Les revêtements de murs et de toiture ont cependant été remplacés.
","CULA_0139","https://donnees.laval.ca/jeux/ppa/CULA_0139/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0139_02_01.JPG"
"143",,"Curé-Labelle (boulevard)","Sainte-Rose","8151-98-9370-5-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1596796","maison cubique","82","vers","1935","Bonne",,"BS Intérêt","Inclure inventaire","La maison possède toutes ses composantes d'origine sauf le revêtement de toiture. La maison en brique aurait toutefois besoin d'entretien.
","CULA_0143","https://donnees.laval.ca/jeux/ppa/CULA_0143/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0143_02_01.JPG"
"144",,"Curé-Labelle (boulevard)","Sainte-Rose","8251-08-6370-5-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1100040","cottage vernaculaire américain","28","vers","1928","Moyenne",,,"Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. 

","CULA_0144","https://donnees.laval.ca/jeux/ppa/CULA_0144/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_CULA_0144_02_01.JPG"
"3069",,"Dagenais Ouest (boulevard)","Fabreville","8248-06-2330-3-000-0000","Bâtiment patrimonial (57 nouveaux bâtiments)","3295264","cottage vernaculaire américain","26","vers","1930","Bonne",,,"Inclure inventaire","Valeur patrimoniale supérieure (Inv. architectural, 2005). Volumétrie, composition générale et revêtement de la toiture en tôle à la canadienne conservés. Revêtement extérieur, portes et fenêtres remplacées.
","DAGO_3069","https://donnees.laval.ca/jeux/ppa/DAGO_3069/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DAGO_3069_02_01.JPG"
"3115","3119","Dagenais Ouest (boulevard)","Fabreville","8148-86-0420-8-000-0000","Sans statut","2402199","cottage vernaculaire américain","61","vers","1902","Bonne",,,"Inclure inventaire","Maison en brique dont la volumétrie et la composition générale sont conservées. Lucarnes pendantes. Les portes et les fenêtres, ainsi que le porche sont des éléments modernes, comme le revêtement de la toiture. ","DAGO_3115","https://donnees.laval.ca/jeux/ppa/DAGO_3115/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DAGO_3115_08_01.JPG"
"3251",,"Dagenais Ouest (boulevard)","Fabreville","8148-36-8490-8-000-0000","Sans statut","1264078","cottage vernaculaire américain","61","vers","1920","Moyenne",,"BS Intérêt",,"Maison en brique qui comportait à l'origine une galerie couverte sur toutes ses faces. La suppression de celle-ci a dénaturé le bâtiment qui a conservé ses lucarnes pendantes et quelques boiseries décoratives. Les portes, fenêtres et le porche sont de modèles inadéquats. 
","DAGO_3251","https://donnees.laval.ca/jeux/ppa/DAGO_3251/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DAGO_3251_08_01.JPG"
"3281",,"Dagenais Ouest (boulevard)","Fabreville","8148-17-6810-9-000-0000","Sans statut","1263680","cottage vernaculaire américain","25","vers","1926","Bonne",,,"Inclure inventaire","Maison en brique à la volumétrie et la composition générale conservées. Les portes, fenêtres et la galerie ornementée respectent les modèles d'origine.
","DAGO_3281","https://donnees.laval.ca/jeux/ppa/DAGO_3281/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DAGO_3281_08_01.JPG"
"3534",,"Dagenais Ouest (boulevard)","Fabreville","8048-42-6465-2-000-0000","Sans statut","1060366","maison Boomtown","70","vers","1934","Bonne",,,"Inclure inventaire","Maison en brique qui a conservé sa fausse mansarde, ses linteaux et insertions en béton moulé, sa galerie avec auvent recourbé. Seules les portes et fenêtres, ainsi que le revêtement de la fausse mansarde, ont été remplacés. ","DAGO_3534","https://donnees.laval.ca/jeux/ppa/DAGO_3534/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DAGO_3534_03_01.jpg"
"3686","3688","Dagenais Ouest (boulevard)","Fabreville","8047-09-4985-2-000-0000","Sans statut","1784522","cottage vernaculaire américain","82","vers","1930","Moyenne",,,,"Maison en brique dont la volumétrie et la composition générale sont conservées. Les portes avec imposte et les fenêtres à guillotine respectent les modèles d'origine. La galerie ornementée donne du caractère au bâtiment qui a subi plusieurs modifications réversibles.
","DAGO_3688","https://donnees.laval.ca/jeux/ppa/DAGO_3688/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DAGO_3688_08_01.JPG"
"3782",,"Dagenais Ouest (boulevard)","Fabreville","7947-77-9890-8-000-0000","Sans statut","3975014","maison Boomtown (fausse mansarde)","50","vers","1925","Moyenne",,,,"Maison en brique abandonnée dont la toiture a été lourdement modifiée. Plusieurs éléments endommagés.","DAGO_3782","https://donnees.laval.ca/jeux/ppa/DAGO_3782/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DAGO_3782_02_01.JPG"
"3968",,"Dagenais Ouest (boulevard)","Fabreville","7947-20-0925-1-000-0000","Sans statut","1913014","maison cubique","46","vers","1945","Moyenne",,,,"La maison a subi plusieurs modifications réversibles (revêtements, portes et fenêtres).
","DAGO_3968","https://donnees.laval.ca/jeux/ppa/DAGO_3968/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DAGO_3968_02_02.jpg"
"4129","4131","Dagenais Ouest (boulevard)","Fabreville","7846-86-1595-6-000-0000","Sans statut","4285120","maison traditionnelle québécoise","9","vers","1903","Faible",,,,"La maison d'origine est méconnaissable et ne possède que des éléments modernes et contemporains. 
","DAGO_4129","https://donnees.laval.ca/jeux/ppa/DAGO_4129/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DAGO_4129_02_01.JPG"
"1535","1537","Daniel (rue)","Vimont","8749-88-8050-6-000-0000","Sans statut","1230081","cottage vernaculaire américain","61","vers","1950","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf son parement de tuiles d'amiante-ciment.","DANI_1535","https://donnees.laval.ca/jeux/ppa/DANI_1535/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DANI_1535_02_01.JPG"
"1540","1542","Daniel (rue)","Vimont","8749-88-4520-2-000-0000","Sans statut","1230090","maison Boomtown","61","vers","1953","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf son parement de tuiles d'amiante-ciment. ","DANI_1540","https://donnees.laval.ca/jeux/ppa/DANI_1540/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DANI_1540_02_01.JPG"
"1543",,"Daniel (rue)","Vimont","8749-88-7160-4-000-0000","Sans statut","1230091","cottage vernaculaire américain","80","vers","1949","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","DANI_1543","https://donnees.laval.ca/jeux/ppa/DANI_1543/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DANI_1543_02_01.JPG"
"01",,"Derome (rue)","Laval-des-Rapides","9046-46-5635-5-000-0000","Sans statut","1641978","cottage vernaculaire américain","63","vers","1945","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. Environnement peu invitant.","DERO_0001","https://donnees.laval.ca/jeux/ppa/DERO_0001/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DERO_ 0001_02_01.JPG"
"21","23","Derome (rue)","Laval-des-Rapides","9046-35-1945-5-000-0000","Sans statut","1641856","maison Boomtown","51","vers","1935","Bonne",,,"Inclure inventaire","Maison dotée de beaux jeux de briques. Portes et fenêtres remplacées.","DERO_0021","https://donnees.laval.ca/jeux/ppa/DERO_0021/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DERO_ 0021_08_01.JPG"
"15","19","Derome (rue)","Laval-des-Rapides","9046-35-3960-2-000-0000","Sans statut","1641858","maison Boomtown","51","vers","1945","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. Modifications irréversibles au niveau de l'agrandissement de certaines ouvertures. ","DERO_0015","https://donnees.laval.ca/jeux/ppa/DERO_0015/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DERO_0015_08_04.jpg"
"098",,"Deslauriers (rue)","Sainte-Rose","8252-55-3835-9-000-0000","Sans statut","3109946","maison Boomtown","79","vers","1952","Moyenne",,,,"Les portes et les fenêtres ont été remplacées. ","DESL_0098","https://donnees.laval.ca/jeux/ppa/DESL_0098/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESL_0098_02_01.JPG"
"101","105","Deslauriers (rue)","Sainte-Rose","8252-45-9105-2-000-0000","Sans statut","1100193","maison Boomtown","79","vers","1880","Moyenne",,,,"À part les colonnes de la galerie, la maison ne possède plus d'éléments traditionnels. Transformation irréversible par l'ajout d'une toiture en pente sur le toit plat. Une porte a été condamnée à l'étage.","DESL_0101","https://donnees.laval.ca/jeux/ppa/DESL_0101/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESL_0101_08_01.JPG"
"107",,"Deslauriers (rue)","Sainte-Rose","8252-44-9290-5-000-0000","Sans statut","1100192","cottage vernaculaire américain","78","vers","1920","Bonne",,,"Inclure inventaire","La maison possède plusieurs composantes traditionnelles d'origine (revêtement de bois, fenêtres, chambranles, planches cornières) mais le revêtement de sa toiture, la porte et le porche d'entrée avec garde-corps préfabriqués sont plus récents.","DESL_0107","https://donnees.laval.ca/jeux/ppa/DESL_0107/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESL_0107_08_01.JPG"
"109","109 A","Deslauriers (rue)","Sainte-Rose","8252-44-9575-9-000-0000","Sans statut","1100199","maison cubique","46","vers","1943","Moyenne",,,,"Le revêtement mural et celui de la toiture ont été remplacés, tout comme les garde-corps en bois. Certaines portes et fenêtres semblent d'origine.","DESL_0109","https://donnees.laval.ca/jeux/ppa/DESL_0109/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESL_0109_02_01.JPG"
"110",,"Deslauriers (rue)","Sainte-Rose","8252-55-4505-7-000-0000","Sans statut","1097883","maison cubique","46","vers","1945","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. ","DESL_0110","https://donnees.laval.ca/jeux/ppa/DESL_0110/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESL_0110_08_02.JPG"
"112","114","Deslauriers (rue)","Sainte-Rose","8252-54-4790-8-000-0000","Sans statut","1097884","maison cubique","46","vers","1950","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf les éléments en fer ornemental.","DESL_0112","https://donnees.laval.ca/jeux/ppa/DESL_0112/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESL_0112_02_01.JPG"
"113","115 A","Deslauriers (rue)","Sainte-Rose","8252-44-9760-7-000-0000","Sans statut","1100198","maison Boomtown","51","vers","1900","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf l'auvent de galerie revêtu de tôle traditionnelle. La corniche d'origine se trouve peut-être sous le revêtement métallique.","DESL_0113","https://donnees.laval.ca/jeux/ppa/DESL_0113/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESL_0113_08_02.JPG"
"117",,"Deslauriers (rue)","Sainte-Rose","8252-54-1550-9-000-0000","Sans statut","1100202","cottage vernaculaire américain","64","vers","1926","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf les fenêtres à guillotine qui semblent anciennes.","DESL_0117","https://donnees.laval.ca/jeux/ppa/DESL_0117/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESL_0117_02_02.JPG"
"0975",,"Desnoyers (avenue)","Saint-Vincent-de-Paul","9352-40-1270-0-000-0000","Sans statut","1628718","maison à toit plat / plex","74","vers","1952","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf les escalier métalliques.","DESN_0975","https://donnees.laval.ca/jeux/ppa/DESN_0975/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESN_0975_08_01.JPG"
"0983",,"Desnoyers (avenue)","Saint-Vincent-de-Paul","9352-40-0890-6-000-0000","Sans statut","1628717","maison Boomtown",,"vers","1928","Moyenne",,,,"Maison en brique qui a conservé plusieurs éléments d'origine (couronnement, linteaux et insertion en béton). Les portes, fenêtres et composantes de galeries ont été remplacées. ","DESN_0983","https://donnees.laval.ca/jeux/ppa/DESN_0983/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESN_0983_08_01.JPG"
"0998","1000","Desnoyers (avenue)","Saint-Vincent-de-Paul","9352-30-5395-2-000-0000","Sans statut","1628711","cottage vernaculaire américain","108","vers","1917","Moyenne",,,,"Seul le revêtement en bardeau de cèdre est encore présent et le bâtiment est en mauvais état. ","DESN_0998","https://donnees.laval.ca/jeux/ppa/DESN_0998/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESN_0998_08_01.JPG"
"1026",,"Desnoyers (avenue)","Saint-Vincent-de-Paul","9352-22-7300-7-000-0000","Sans statut","1628671","cottage vernaculaire américain","61","vers","1947","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf son revêtement de brique et ses linteaux en béton.","DESN_1026","https://donnees.laval.ca/jeux/ppa/DESN_1026/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESN_1026_08_01.JPG"
"1030","1032","Desnoyers (avenue)","Saint-Vincent-de-Paul","9352-22-6710-8-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1628670","maison à toit plat / plex",,"vers","1950","Moyenne",,,"Inclure inventaire","Maison en brique qui a conservé plusieurs éléments d'origine (couronnement, linteaux et insertion en béton, escalier métallique). Les portes, fenêtres et composantes de galeries ont été remplacées. ","DESN_1030","https://donnees.laval.ca/jeux/ppa/DESN_1030/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESN_1030_02_02.JPG"
"1031","1033","Desnoyers (avenue)","Saint-Vincent-de-Paul","9352-32-0130-4-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1628720","maison à toit plat / plex","55","vers","1937","Bonne",,,"Inclure inventaire","Maison en brique qui a conservé plusieurs éléments d'origine (couronnement, linteaux et insertion en béton, escalier métallique, composantes de galerie). Les portes et fenêtres ont été remplacées mais respectent le style d'origine.","DESN_1031","https://donnees.laval.ca/jeux/ppa/DESN_1031/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESN_1031_08_01.JPG"
"1034","1036","Desnoyers (avenue)","Saint-Vincent-de-Paul","9352-22-6115-0-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1628669","maison à toit plat / plex","55","vers","1945","Moyenne",,,"Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf linteaux en béton et escalier métallique.","DESN_1034","https://donnees.laval.ca/jeux/ppa/DESN_1034/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESN_1034_08_01.JPG"
"1035","1037","Desnoyers (avenue)","Saint-Vincent-de-Paul","9352-22-9340-1-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1628719","maison à toit plat / plex","55","vers","1937","Bonne",,,"Inclure inventaire","Maison en brique qui a conservé plusieurs éléments d'origine (couronnement, linteaux et insertion en béton, escalier métallique, composantes de galerie). Les portes et fenêtres ont été remplacées mais respectent le style d'origine.","DESN_1035","https://donnees.laval.ca/jeux/ppa/DESN_1035/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESN_1035_02_01.JPG"
"1038","1040","Desnoyers (avenue)","Saint-Vincent-de-Paul","9352-22-4730-8-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1628663","maison à toit plat / plex","55","vers","1937","Supérieure",,,"Inclure inventaire","Maison en brique qui a conservé plusieurs éléments d'origine (couronnement, linteaux et insertion en béton, escalier métallique, composantes de galerie). Certaines portes et fenêtres ont été remplacées mais respectent le style d'origine. Ce bâtiment forme un ensemble avec le 1042-1044 et le 1046-1048, avenue Desnoyers. ","DESN_1038","https://donnees.laval.ca/jeux/ppa/DESN_1038/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESN_1038_01_01.jpg"
"1042","1044","Desnoyers (avenue)","Saint-Vincent-de-Paul","9352-22-4335-6-000-0000","Bâtiment patrimonial (L-2000, art. 194.7)","1628724","maison à toit plat / plex","55","vers","1937","Supérieure",,,"Inclure inventaire","Maison en brique qui a conservé plusieurs éléments d'origine (couronnement, linteaux et insertion en béton, escalier métallique, composantes de galerie). Certaines portes et fenêtres ont été remplacées mais respectent le style d'origine. Ce bâtiment forme un ensemble avec le 1042-1044 et le 1046-1048, avenue Desnoyers. ","DESN_1042","https://donnees.laval.ca/jeux/ppa/DESN_1042/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_DESN_1042_01_02.jpg"
