ï»¿OBJECTID,NUMERO_SCENARIO,LABEL,DIAMETER,START_NODE,STOP_NODE,LENGTH__SCALED_,MATERIAL,ANNEEINSTALLATION,CLASSIFICATIONFONCTIONNELLE,TYPEEGOUT,SECTION_TYPE,RISE,SPAN,PROPRIETAIRE 
4250538,1,ES-00216,250,119-717,119-716,96,Beton arme,1995,Locale,Sanitaire,Circle,0,0,Ville
4250539,1,EP-31185,150,17636,120-382,20.1,Gres,1920,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4250541,1,ES-07378,600,402-007,402-021,96.2,Beton arme,1988,Collecteur,Sanitaire,Circle,0,0,Ville
4250542,1,EP-21237,300,133-065,133-062,95.9,Beton arme,1988,Locale,Pluviale total,Circle,0,0,Ville
4250543,1,ES-04238,300,123-205A,123-205B,92.6,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4250544,1,ES-01479,250,125-163,125-165,95.8,Chlorure de polyvinyle,1988,Locale,Sanitaire,Circle,0,0,Ville
4250546,1,EP-23326,450,204-1317,204-1316,95.9,Chlorure de polyvinyle,1987,Locale,Pluviale total,Circle,0,0,Ville
4250547,1,EP-36255,450,203-738,203-737,68.2,Beton arme,2020,Locale,Pluviale total,Circle,0,0,Ville
4250548,1,ES-05692,200,301-292,301-293,99.1,Chlorure de polyvinyle,1998,Locale,Sanitaire,Circle,0,0,Ville
4250549,1,ES-00449,250,124-455,124-457,95.9,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4250550,1,ES-07259,300,B-1532,401-518,87.9,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4250551,1,EP-22679,200,125-1094,125-1095,95.8,Chlorure de polyvinyle,2004,Locale,Pluviale-domestique,Circle,0,0,Ville
4250552,1,ES-05571,200,301-213,301-214,110.8,Chlorure de polyvinyle,1996,Locale,Sanitaire,Circle,0,0,Ville
4250553,1,ES-07294,250,406-024,406-027,95.8,Beton arme,1985,Locale,Sanitaire,Circle,0,0,Ville
4250554,1,ES-33513,200,203-724,203-588,13,Chlorure de polyvinyle,2014,Locale,Sanitaire,Circle,0,0,Ville
4250555,1,ES-07523,300,405-198,405-199,95.8,Beton arme,1964,Locale,Combinee,Circle,0,0,Ville
4250556,1,ES-05344,200,501-109,501-108,95.6,Chlorure de polyvinyle,1998,Locale,Pseudo-separe,Circle,0,0,Ville
4250557,1,ES-03531,300,125-589,125-591,95.7,Ciment-amiante,1960,Locale,Sanitaire,Circle,0,0,Ville
4250558,1,EP-02250,600,125-097,125-099,97.4,Beton arme,1977,Locale,Pluviale total,Circle,0,0,Ville
4250559,1,ES-01427,600,124-054,124-054A,87.8,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4250560,1,EP-23387,450,204-1332,204-1330,95.7,Beton arme,1987,Locale,Pluviale total,Circle,0,0,Ville
4250561,1,ES-03203,450,120-139B,120-139A,76.3,Beton,1940,Locale,Combinee,Circle,0,0,Ville
4250562,1,ES-06796,250,204-688,204-689,95.7,Chlorure de polyvinyle,1990,Locale,Pseudo-separe,Circle,0,0,Ville
4250563,1,ES-01707,300,119-111,119-113,95.5,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4250564,1,ES-09702,300,604-149,604-013,95.9,Ciment-amiante,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4250565,1,ES-34930,250,132-440,132-439,77.7,Chlorure de polyvinyle,2019,Locale,Sanitaire,Circle,0,0,Ville
4250566,1,ES-03619,300,123-219,123-220,112.1,Beton,1920,Locale,Combinee,Circle,0,0,Ville
4250567,1,ES-01532,250,132-101,132-103,95.7,Ciment-amiante,1980,Locale,Sanitaire,Circle,0,0,Ville
4250568,1,ES-05580,200,301-227,301-198,96,Chlorure de polyvinyle,1988,Locale,Sanitaire,Circle,0,0,Ville
4250569,1,ES-09110,525,403-160,403-161,91.4,Beton arme,2005,Locale,Combinee,Circle,0,0,Ville
4250570,1,ES-08905,450,405-193,405-194,95.1,Beton arme,1963,Locale,Combinee,Circle,0,0,Ville
4250571,1,ES-03205,525,120-140,120-142,95.8,Beton,1940,Collecteur,Combinee,Circle,0,0,Ville
4250572,1,ES-05113,250,301-042,301-043,96.5,Ciment-amiante,1987,Locale,Sanitaire,Circle,0,0,Ville
4250573,1,EP-22773,375,301-742,301-741,95.6,PEHD,2000,Locale,Pluviale total,Circle,0,0,Ville
4250574,1,ES-07304,250,406-030,406-031,97.5,Beton arme,1985,Locale,Sanitaire,Circle,0,0,Ville
4250575,1,ES-35292,200,406-534,406-812,85.1,Chlorure de polyvinyle,2017,Locale,Sanitaire,Circle,0,0,Ville
4250576,1,EP-20823,900,119-270,119-405,84.9,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4250577,1,ES-00086,600,119-675,119-676,95.6,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4250578,1,ES-33659,200,PosPom-044,E-810,16,Chlorure de polyvinyle,1987,Emissaire,Trop-Plein,Circle,0,0,Ville
4250579,1,ES-09436,225,N-303,401-295,3.1,Gres,2005,Branchement de service,Combinee,Circle,0,0,Ville
4250580,1,EP-30407,525,406-582,406-579,95.5,Beton arme,2007,Locale,Pluviale total,Circle,0,0,Ville
4250581,1,ES-06797,250,204-689,204-690,95.6,Chlorure de polyvinyle,1990,Locale,Pseudo-separe,Circle,0,0,Ville
4250582,1,ES-01055,600,124-202,124-201,96.2,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4250583,1,EP-21162,150,125-1062,125-1060,95.6,Chlorure de polyvinyle,2004,Locale,Pluviale-domestique,Circle,0,0,Ville
4250584,1,ES-03062,300,119-173,119-172,95.6,Gres,1940,Locale,Combinee,Circle,0,0,Ville
4250585,1,ES-03521,250,125-596,125-600,95.6,Ciment-amiante,1958,Locale,Sanitaire,Circle,0,0,Ville
4250586,1,ES-07105,1200,119-081,119-078,93.1,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4250587,1,EP-22578,375,202-534,202-533,95.6,Chlorure de polyvinyle,1993,Locale,Pluviale total,Circle,0,0,Ville
4250588,1,ES-09974,300,404-196,404-197,95.6,Beton arme,1980,Locale,Sanitaire,Circle,0,0,Ville
4250589,1,EP-22911,600,202-745,202-744,95.4,Beton arme,1985,Collecteur,Pluviale total,Circle,0,0,Ville
4250591,1,ES-02067,250,125-456,125-458,94.3,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4250592,1,ES-35928,450,109-008,109-207,45.4,Beton,1931,Locale,Combinee,Circle,0,0,Ville
4250593,1,ES-00961,300,124-131,124-130,95.6,Beton arme,1960,Locale,Combinee,Circle,0,0,Ville
4250594,1,ES-25963,250,405-249,405-250,95.6,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4250595,1,ES-02501,250,125-428,125-427,95.1,Ciment-amiante,1976,Locale,Pseudo-separe,Circle,0,0,Ville
4250596,1,ES-06713,250,204-434,204-435,95.5,Ciment-amiante,1974,Locale,Sanitaire,Circle,0,0,Ville
4250597,1,EP-22455,450,204-1210,204-1211,95.5,Beton arme,1983,Locale,Pluviale total,Circle,0,0,Ville
4250598,1,ES-00378,250,119-056,119-058,98.1,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4250599,1,EP-21514,900,301-557,301-558,95.8,Beton arme,1995,Locale,Pluviale total,Circle,0,0,Ville
4250600,1,ES-00032,250,133-179,133-180,95.5,Chlorure de polyvinyle,1990,Locale,Sanitaire,Circle,0,0,Ville
4250601,1,ES-08718,250,602-124,602-125,95.5,Chlorure de polyvinyle,1995,Locale,Sanitaire,Circle,0,0,Ville
4250602,1,ES-02307,300,120-008,120-007A,95.6,Gres,1930,Locale,Combinee,Circle,0,0,Ville
4250603,1,ES-03386,300,120-251,109-182,95.5,Beton,1930,Locale,Combinee,Circle,0,0,Ville
4250604,1,ES-24956,300,404-334,402-009A,95.7,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4250605,1,ES-06778,600,204-421,204-422,95.4,Beton arme,1978,Collecteur,Sanitaire,Circle,0,0,Ville
4250606,1,ES-24635,200,404-433,404-431,95.4,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4250607,1,EP-24486,300,501-408,501-406,97.9,Beton arme,1995,Locale,Pluviale total,Circle,0,0,Ville
4250608,1,EP-35494,150,10163,133-402,13.1,Chlorure de polyvinyle,,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4250609,1,ES-06514,200,203-011,203-012,95.4,Chlorure de polyvinyle,1996,Locale,Sanitaire,Circle,0,0,Ville
4250610,1,ES-05304,200,501-073,501-074,95.4,Chlorure de polyvinyle,1988,Locale,Pseudo-separe,Circle,0,0,Ville
4250611,1,EP-22581,450,202-533,202-494,95.4,Beton arme,1992,Locale,Pluviale total,Circle,0,0,Ville
4250612,1,EP-22672,600,201-394,201-393,95.4,Beton arme,1988,Collecteur,Pluviale total,Circle,0,0,Ville
4250613,1,ES-07536,250,405-367,405-365,95.4,Chlorure de polyvinyle,1986,Locale,Sanitaire,Circle,0,0,Ville
4250614,1,ES-08330,300,603-021,603-022,100.7,Ciment-amiante,1985,Locale,Pseudo-separe,Circle,0,0,Ville
4250615,1,EP-22422,300,203-269,203-270,91.1,Beton arme,2002,Locale,Pluviale total,Circle,0,0,Ville
4250616,1,ES-09007,450,406-379,406-377,95.3,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4250617,1,EP-21916,600,203-222,203-224,95.3,Beton arme,2001,Collecteur,Pluviale total,Circle,0,0,Ville
4250618,1,EP-26427,600,201-505,201-506,92.2,Beton arme,1961,Collecteur,Pluviale total,Circle,0,0,Ville
4250619,1,ES-31459,200,117-100,117-093,85.2,Chlorure de polyvinyle,2008,Locale,Sanitaire,Circle,0,0,Ville
4250620,1,ES-08630,300,604-001,604-004,93.6,Ciment-amiante,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4250621,1,ES-32063,450,N-2012,120-268B,50.5,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4250622,1,ES-05305,200,501-074,501-075,95.2,Chlorure de polyvinyle,1988,Locale,Pseudo-separe,Circle,0,0,Ville
4250623,1,ES-07335,400,406-098,406-105,95.2,Beton arme,1986,Locale,Sanitaire,Circle,0,0,Ville
4250624,1,ES-21585,200,301-425,301-426,95.4,Chlorure de polyvinyle,2001,Locale,Sanitaire,Circle,0,0,Ville
4250625,1,ES-04146,250,124-151B,124-151C,95.2,Chlorure de polyvinyle,1995,Locale,Sanitaire,Circle,0,0,Ville
4250626,1,ES-29972,375,124-151B,124-151C,95.1,Beton arme,1950,Locale,Sanitaire,Circle,0,0,Ville
4250627,1,EP-33472,450,406-444,406-275,11.1,Beton arme,1986,Collecteur,Pluviale total,Circle,0,0,Ville
4250628,1,ES-07307,250,406-095,406-096,95.1,Beton arme,1985,Locale,Sanitaire,Circle,0,0,Ville
4250629,1,ES-04579,250,201-059,201-056,95.1,Chlorure de polyvinyle,1991,Locale,Sanitaire,Circle,0,0,Ville
4250630,1,EP-00699,450,119-193,119-194,95.1,Ciment-amiante,1960,Locale,Pluviale total,Circle,0,0,Ville
4250631,1,ES-09102,300,403-010,403-011,102.7,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4250632,1,ES-35569,300,403-315,403-311,2.3,Beton arme,1950,Collecteur,Trop-Plein,Circle,0,0,Ville
4250633,1,ES-20016,250,203-174,203-093,95.1,Chlorure de polyvinyle,1992,Locale,Sanitaire,Circle,0,0,Ville
4250634,1,EP-20790,525,133-055,125-345,95.2,Beton arme,1988,Locale,Pluviale total,Circle,0,0,Ville
4250635,1,EP-04034,600,119-381,119-379,95.1,Beton arme,1960,Collecteur,Pluviale total,Circle,0,0,Ville
4250636,1,ES-01579,250,133-135,133-137,95,Chlorure de polyvinyle,1997,Locale,Sanitaire,Circle,0,0,Ville
4250637,1,ES-30501,250,133-349,133-392,77.6,Chlorure de polyvinyle,2008,Locale,Sanitaire,Circle,0,0,Ville
4250638,1,EP-26019,300,406-235,406-234,96.6,Beton arme,1980,Locale,Pluviale total,Circle,0,0,Ville
4250639,1,EP-26428,600,201-504,201-505,98.2,Beton arme,1961,Collecteur,Pluviale total,Circle,0,0,Ville
4250640,1,ES-08502,250,604-112,604-111,94.5,Ciment-amiante,1989,Locale,Pseudo-separe,Circle,0,0,Ville
4250641,1,ES-02851,225,120-316B,120-316A,94.7,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4250642,1,ES-09971,300,404-173,404-172,95,Beton arme,1980,Locale,Sanitaire,Circle,0,0,Ville
4250643,1,ES-34455,250,501-629,501-628,94.3,Chlorure de polyvinyle,2017,Locale,Sanitaire,Circle,0,0,Ville
4250644,1,EP-23255,300,204-1476,204-1475,95,Beton arme,1971,Locale,Pluviale total,Circle,0,0,Ville
4250645,1,ES-06024,200,204-173,204-174,95,Chlorure de polyvinyle,1989,Locale,Sanitaire,Circle,0,0,Ville
4250646,1,EP-24974,300,406-452,406-456,95,Beton arme,2000,Locale,Pluviale total,Circle,0,0,Ville
4250647,1,EP-21626,350,301-839,301-838,94.9,Chlorure de polyvinyle,1989,Locale,Pluviale total,Circle,0,0,Ville
4250648,1,ES-06610,375,204-160,204-249,95,Beton arme,1988,Locale,Sanitaire,Circle,0,0,Ville
4250649,1,EP-26425,600,201-507,201-508,95,Beton arme,1961,Collecteur,Pluviale total,Circle,0,0,Ville
4250650,1,EP-26430,600,201-503,201-504,95,Beton arme,1961,Collecteur,Pluviale total,Circle,0,0,Ville
4250651,1,EP-21702,1050,301-732P,E-493,95.1,Beton arme,2003,Collecteur,Pluviale total,Circle,0,0,Ville
4250653,1,ES-09709,400,604-095A,604-096A,95.3,Ciment-amiante,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4250654,1,ES-21764,200,132-131,132-130,94.1,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4250655,1,ES-30391,200,406-514,406-515,62.3,Chlorure de polyvinyle,2009,Locale,Sanitaire,Circle,0,0,Ville
4250656,1,EP-26426,600,201-506,201-507,95,Beton arme,1961,Collecteur,Pluviale total,Circle,0,0,Ville
4250657,1,ES-20207,200,125-1032,125-1031,95.1,Chlorure de polyvinyle,2003,Locale,Sanitaire,Circle,0,0,Ville
4250658,1,EP-26429,600,201-502,201-503,94.8,Beton arme,1961,Collecteur,Pluviale total,Circle,0,0,Ville
4250659,1,EP-03447,450,124-720,124-718,94.9,Ciment-amiante,1960,Locale,Pluviale total,Circle,0,0,Ville
4250660,1,ES-21766,200,132-129,132-128,94.9,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4250661,1,ES-07728,300,401-389,401-388,93.6,Beton arme,1975,Locale,Combinee,Circle,0,0,Ville
4250662,1,ES-01521,250,132-092,132-095,94.9,Ciment-amiante,1980,Locale,Sanitaire,Circle,0,0,Ville
4250663,1,ES-03370,250,125-773,125-775,94.9,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4250664,1,ES-21588,200,301-427,301-428,95.1,Chlorure de polyvinyle,2001,Locale,Sanitaire,Circle,0,0,Ville
4250665,1,ES-09463,300,401-376,401-375,96.6,Gres,1950,Locale,Combinee,Circle,0,0,Ville
4250666,1,ES-02273,250,125-121,125-122,94.8,Ciment-amiante,1979,Locale,Sanitaire,Circle,0,0,Ville
4250667,1,ES-02124,200,125-859,125-861,94.9,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4250668,1,ES-21450,200,126-106,126-105,94.4,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4250669,1,EP-30872,375,Ponc-033,201-327,39.4,Beton arme,1998,Locale,Pluviale total,Circle,0,0,Ville
4250670,1,EP-23003,375,203-250,203-251,94.9,Beton arme,1996,Locale,Pluviale total,Circle,0,0,Ville
4250671,1,ES-04769,300,202-147,202-146,94.9,Beton arme,1976,Locale,Sanitaire,Circle,0,0,Ville
4250672,1,ES-06477,600,204-658,204-743,94.6,Beton arme,1966,Collecteur,Sanitaire,Circle,0,0,Ville
4250673,1,EP-33195,300,126-174,126-160,64.1,Chlorure de polyvinyle,2012,Locale,Pluviale total,Circle,0,0,Ville
4250674,1,ES-09064,250,406-328,406-329,94.9,Beton arme,1986,Locale,Sanitaire,Circle,0,0,Ville
4250675,1,ES-08620,300,604-005,604-007,94.8,Ciment-amiante,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4250676,1,EP-02136,450,119-282,119-280,94.9,Ciment-amiante,1960,Locale,Pluviale total,Circle,0,0,Ville
4250678,1,ES-03488,300,124-688,125-651,94.9,Ciment-amiante,1960,Locale,Sanitaire,Circle,0,0,Ville
4250679,1,EP-00013,300,125-247,125-250,94.8,Beton arme,1991,Locale,Pluviale total,Circle,0,0,Ville
4250680,1,ES-06208,375,404-387,404-386,94.8,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4250681,1,ES-20075,1200,109-056,109-048,94.8,Beton arme,1991,Intercepteur,Combinee,Circle,0,0,Ville
4250682,1,ES-09708,400,604-095,602-096,94.8,Ciment-amiante,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4250683,1,ES-08437,200,601-070,601-072,94.8,Chlorure de polyvinyle,1993,Locale,Pseudo-separe,Circle,0,0,Ville
4250685,1,EP-25434,525,402-020,402-029,98.9,Beton arme,1988,Locale,Pluviale total,Circle,0,0,Ville
4250686,1,ES-06750,250,204-671,204-670,92.5,Chlorure de polyvinyle,1992,Locale,Sanitaire,Circle,0,0,Ville
4250687,1,ES-07079,250,133-089,133-088,94.8,Chlorure de polyvinyle,1990,Locale,Sanitaire,Circle,0,0,Ville
4250688,1,ES-07345,250,406-143,406-144,94.8,Beton arme,1985,Locale,Sanitaire,Circle,0,0,Ville
4250689,1,EP-23144,450,204-1496,204-1495,94.8,Beton arme,1976,Locale,Pluviale total,Circle,0,0,Ville
4250690,1,EP-01683,450,132-065,132-068,94.8,Beton arme,1995,Locale,Pluviale total,Circle,0,0,Ville
4250691,1,EP-01703,900,119-549,119-552,94.7,Beton arme,1950,Collecteur,Pluviale total,Circle,0,0,Ville
4250692,1,EP-21568,450,301-596,301-595,94.7,Chlorure de polyvinyle,1997,Locale,Pluviale total,Circle,0,0,Ville
4250693,1,ES-05151,200,301-113,301-098,94.9,Chlorure de polyvinyle,1991,Locale,Sanitaire,Circle,0,0,Ville
4250694,1,EP-24253,450,404-220,404-205,94.7,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4250695,1,ES-05892,250,203-039,203-040,94.7,Chlorure de polyvinyle,1996,Locale,Sanitaire,Circle,0,0,Ville
4250696,1,EP-00448,1050,124-454,124-456,94.7,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4250697,1,ES-36463,450,N-5,N-2012,2.3,Gres,1920,Locale,Combinee,Circle,0,0,Ville
4250698,1,EP-21981,200,204-1110,204-1109,94.7,Chlorure de polyvinyle,1985,Locale,Pluviale total,Circle,0,0,Ville
4250699,1,EP-36254,300,203-742,203-738,62.6,Beton arme,2020,Locale,Pluviale total,Circle,0,0,Ville
4250700,1,ES-05502,200,301-058,301-057,94.7,Chlorure de polyvinyle,1987,Locale,Sanitaire,Circle,0,0,Ville
4250701,1,ES-01599,250,119-663B,119-663A,94.6,Beton arme,1988,Locale,Combinee,Circle,0,0,Ville
4250702,1,ES-02502,250,125-429,125-428,94.1,Ciment-amiante,1976,Locale,Pseudo-separe,Circle,0,0,Ville
4250703,1,ES-01673,1050,119-653,119-637,95.6,Beton arme,1950,Collecteur,Combinee,Circle,0,0,Ville
4250704,1,ES-08602,300,606-023,603-001,92.8,Chlorure de polyvinyle,1984,Locale,Pseudo-separe,Circle,0,0,Ville
4250705,1,EP-20134,150,125-1034,125-964,94.7,Beton arme,1999,Locale,Pluviale-domestique,Circle,0,0,Ville
4250706,1,EP-22089,1050,201-365,201-366,94.7,Beton arme,1989,Collecteur,Pluviale total,Circle,0,0,Ville
4250708,1,EP-26106,450,403-113,403-129,94.7,Beton arme,1970,Locale,Pluviale total,Circle,0,0,Ville
4250709,1,ES-02679,200,118-147,118-149,94.6,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4250710,1,ES-08485,250,601-009,601-008,94.6,Chlorure de polyvinyle,1991,Locale,Pseudo-separe,Circle,0,0,Ville
4250711,1,ES-05425,250,501-202,501-201,94.6,Beton arme,1987,Locale,Sanitaire,Circle,0,0,Ville
4250712,1,ES-09522,300,401-395A,401-410,94.7,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4250713,1,ES-07585,300,401-362,401-384,135.9,Beton arme,1962,Locale,Combinee,Circle,0,0,Ville
4250714,1,ES-06482,200,204-031,204-032,94.6,Chlorure de polyvinyle,1996,Locale,Sanitaire,Circle,0,0,Ville
4250715,1,ES-07257,600,401-520,401-519,94.6,Beton arme,1994,Collecteur,Combinee,Circle,0,0,Ville
4250716,1,ES-08595,300,606-017,606-018,111.1,Chlorure de polyvinyle,1974,Locale,Pseudo-separe,Circle,0,0,Ville
4250717,1,EP-20298,450,301-662,301-661,94.6,PEHD,1991,Locale,Pluviale total,Circle,0,0,Ville
4250718,1,ES-05541,200,301-161,301-165,94.5,Chlorure de polyvinyle,1997,Locale,Sanitaire,Circle,0,0,Ville
4250719,1,ES-26390,525,125-1103,125-1102,96.7,Beton arme,2004,Collecteur,Sanitaire,Circle,0,0,Ville
4250720,1,ES-26391,200,125-1103,125-1102,96.8,Chlorure de polyvinyle,2004,Locale,Sanitaire,Circle,0,0,Ville
4250721,1,EP-23561,375,202-506,202-504,94.5,Beton arme,1994,Locale,Pluviale total,Circle,0,0,Ville
4250722,1,ES-03149,600,119-567,119-625,94.5,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4250723,1,ES-10137,250,404-463,404-468,94.5,Chlorure de polyvinyle,1998,Locale,Sanitaire,Circle,0,0,Ville
4250724,1,ES-05106,200,301-033,301-036,94.8,Chlorure de polyvinyle,1987,Locale,Sanitaire,Circle,0,0,Ville
4250725,1,ES-08844,250,405-132,405-131,94.5,Chlorure de polyvinyle,1995,Locale,Sanitaire,Circle,0,0,Ville
4250726,1,ES-08242,375,405-225,405-226,94.4,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4250727,1,ES-24606,1800,N-412,404-112A,133,Beton arme,1975,Collecteur,Combinee,Circle,0,0,Ville
4250728,1,ES-09516,300,401-436,401-435,94.1,Beton arme,1991,Locale,Combinee,Circle,0,0,Ville
4250729,1,ES-10056,300,404-264,404-263,94.4,Beton arme,1980,Locale,Combinee,Circle,0,0,Ville
4250730,1,ES-07819,250,203-141,203-147,94.4,Chlorure de polyvinyle,2004,Locale,Sanitaire,Circle,0,0,Ville
4250731,1,ES-21286,250,301-135,301-134,94.4,Chlorure de polyvinyle,1996,Locale,Sanitaire,Circle,0,0,Ville
4250732,1,ES-03759,250,133-050,125-346,94.3,Ciment-amiante,1971,Locale,Sanitaire,Circle,0,0,Ville
4250733,1,EP-02549,450,125-687,125-684,94.4,Beton arme,1980,Locale,Pluviale total,Circle,0,0,Ville
4250734,1,ES-05503,200,301-056,301-055,94.7,Chlorure de polyvinyle,1987,Locale,Sanitaire,Circle,0,0,Ville
4250735,1,ES-05101,250,301-034,301-027,94.1,Ciment-amiante,1987,Locale,Sanitaire,Circle,0,0,Ville
4250736,1,EP-36823,150,20430,201-405,33.7,None,1971,Branchement de puisard,Pluviale de rue,Circle,0,0,Ville
4250737,1,ES-01123,250,125-560,125-543,94,Chlorure de polyvinyle,1982,Locale,Sanitaire,Circle,0,0,Ville
4250738,1,ES-21765,200,132-130,132-009,94,Chlorure de polyvinyle,2005,Locale,Sanitaire,Circle,0,0,Ville
4250739,1,EP-33337,300,126-027,126-206,19.3,Chlorure de polyvinyle,1991,Locale,Pluviale total,Circle,0,0,Ville
4250740,1,ES-01403,250,110-068,110-070,94.3,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4250741,1,ES-05852,200,203-019,203-022,94.3,Chlorure de polyvinyle,2000,Locale,Sanitaire,Circle,0,0,Ville
4250742,1,ES-03639,250,133-058,133-057,94.3,Ciment-amiante,1972,Locale,Sanitaire,Circle,0,0,Ville
4250743,1,EP-35541,400,N-1658,N-1657,9.5,Beton arme,1983,Ponceau,Pluviale de rue,Circle,0,0,Ville
4250744,1,ES-09846,600,404-340,404-339,94.3,Beton arme,1960,Collecteur,Combinee,Circle,0,0,Ville
4250745,1,EP-24256,750,404-203,404-202,94.3,Beton arme,1970,Collecteur,Pluviale total,Circle,0,0,Ville
4250746,1,EP-22058,150,204-992,204-991,94.4,PEHD,1984,Locale,Pluviale total,Circle,0,0,Ville
4250747,1,ES-20526,1800,119-579B,119-620,87.3,Beton arme,1960,Collecteur,Combinee,Circle,0,0,Ville
4250748,1,ES-01761,250,125-362,125-366,94.1,Ciment-amiante,1971,Locale,Sanitaire,Circle,0,0,Ville
4250749,1,ES-09950,300,404-222,404-223,94.2,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4250750,1,ES-33194,200,126-179,126-151,48.1,Chlorure de polyvinyle,2012,Locale,Sanitaire,Circle,0,0,Ville
4250751,1,ES-05893,250,203-040,203-041,94.2,Chlorure de polyvinyle,1996,Locale,Sanitaire,Circle,0,0,Ville
4250752,1,ES-08961,300,406-759,406-760,94.2,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4250753,1,EP-24263,450,405-070,405-069,94.2,Chlorure de polyvinyle,1990,Locale,Pluviale total,Circle,0,0,Ville
4250754,1,ES-04732,250,202-059,202-038,94.2,Chlorure de polyvinyle,1992,Locale,Pseudo-separe,Circle,0,0,Ville
4250755,1,ES-09159,375,404-149,404-148,94.2,Beton arme,1970,Locale,Combinee,Circle,0,0,Ville
4250756,1,EP-04188,450,124-524,124-520,92.2,Beton arme,1960,Locale,Pluviale total,Circle,0,0,Ville
4250757,1,ES-04364,750,125-265,125-263,94.2,Beton arme,1992,Collecteur,Sanitaire,Circle,0,0,Ville
4250758,1,ES-01806,200,125-263,125-265,94.2,Chlorure de polyvinyle,1992,Locale,Sanitaire,Circle,0,0,Ville
4250759,1,ES-24402,300,B-1102,401-322,30.9,Beton arme,1950,Locale,Combinee,Circle,0,0,Ville
4250760,1,ES-08299,250,405-250,405-251,94.1,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4250761,1,EP-03322,300,119-102,119-101,90.6,Beton arme,1950,Locale,Pluviale total,Circle,0,0,Ville
4250763,1,EP-20361,525,301-672,301-675,93.8,Beton arme,1988,Locale,Pluviale total,Circle,0,0,Ville
4250764,1,ES-04510,525,201-010,201-011,94.6,Beton arme,1971,Collecteur,Combinee,Circle,0,0,Ville
4250766,1,ES-01733,200,118-143,119-343,94.1,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4250768,1,ES-04196,200,125-864,125-841,94.1,Ciment-amiante,1970,Locale,Sanitaire,Circle,0,0,Ville
4250769,1,ES-01732,200,118-142,118-143,94.1,Beton arme,1970,Locale,Sanitaire,Circle,0,0,Ville
4250770,1,ES-06012,200,204-023,204-022,94,Chlorure de polyvinyle,1993,Locale,Sanitaire,Circle,0,0,Ville
4250771,1,EP-21790,150,125-994,125-983,93.9,Chlorure de polyvinyle,2004,Locale,Pluviale-domestique,Circle,0,0,Ville
4250772,1,EP-24189,750,406-046,406-045,94,Beton arme,1985,Locale,Pluviale total,Circle,0,0,Ville
4250773,1,ES-01879,250,125-392,125-394,94,Chlorure de polyvinyle,1984,Locale,Sanitaire,Circle,0,0,Ville
4250774,1,ES-03956,1350,109-154,109-054A,70.6,Beton arme,2002,Collecteur,Combinee,Circle,0,0,Ville
