ï»¿uuid,nom_institution_fr,nom_institution_en,telephone_fr,telephone_en,telephone_sansfrais,siteweb_fr,siteweb_en,adresse_municipale_fr,adresse_municipale_en,ville_fr,ville_en,region_fr,region_en,codepostal,courriel,longitude,latitude,lien_programmation_fr,lien_programmation_en,lien_activites_educatives_fr,lien_activites_educatives_en,champ_dinteret_fr,champ_dinteret_en,accessibilite_fr,accessibilite_en
1786c53fcf7c5664b78e208d490bf345,Centre d'interprÃ©tation de l'agriculture et de la ruralitÃ©,Centre d'interprÃ©tation de l'agriculture et de la ruralitÃ©,418 349-3633,418 349-3633,1 877 611-3633,http://www.ciar-lacalacroix.com/,,"281, rue Saint-Louis",281 rue Saint-Louis,MÃ©tabetchouanâLac-Ã -la-Croix,MÃ©tabetchouanâLac-Ã -la-Croix,SaguenayâLac-Saint-Jean,SaguenayâLac-Saint-Jean,G8G 2C8,ciar@cgocable.ca,-71.778875,48.40538,,,,,Histoire,History,AccÃ¨s partiel,Partial access
30cacd3eb061d6b88e760539873dfb10,Centre d'interprÃ©tation de l'eau (C.I.EAU),Centre d'interprÃ©tation de l'eau,450 963-6463,450 963-6463,,www.cieau.qc.ca/,,"12, rue Hotte",12 rue Hotte,Laval,Laval,Laval,Laval,H7L 2R3,info@cieau.qc.ca,-73.786653,45.616541,http://www.cieau.qc.ca/expositions,http://www.cieau.qc.ca/expositions,http://www.cieau.qc.ca/scolaire,http://www.cieau.qc.ca/scolaire,Environnement;Sciences,Environment;Science,,
4de63f9700ac7457f010d159928803d5,"Centre d'interprÃ©tation de l'histoire, de la culture et de la palÃ©ontologie d'Anticosti","Interpretation center for the History, culture and paleontology of Anticosti",418 535-0250,418 535-0250,,www.destinationanticosti.ca,www.destinationanticosti.ca,"5, rue des Olympiades",5 des Olympiades,Port-Menier,Port-Menier,CÃ´te-Nord,CÃ´te-Nord,G0G 2Y0,tourisme@ile-anticosti.org,-64.355409,49.818103,,,,,Histoire;Sciences,History;Science,,
4090ebafd11975675ed585721e75181f,Centre d'interprÃ©tation des mammifÃ¨res marins,Marine Mammals Interpretation Center,418 235-4701,418 235-4701,,gremm.org/,https://gremm.org/en/,"108, rue de la Cale-SÃ¨che",108 rue de la Cale-SÃ¨che,Tadoussac,Tadoussac,CÃ´te-Nord,CÃ´te-Nord,G0T 2A0,info@gremm.org,-69.719229,48.139151,,,,,Environnement;Sciences,Environment;Science,AccÃ¨s partiel,Partial access
8eaa33fb96829286bdd21038c70afce6,Centre d'interprÃ©tation du Marais,Centre d'interprÃ©tation du Marais,819 843-8118,819 843-8118,,https://maraisauxcerises.com/,,"69, chemin Roy",69 chemin Roy,Magog,Magog,Cantons-de-l'Est,Eastern Townships,J1X 0N4,info@maraisauxcerises.com,-72.179239,45.282821,https://maraisauxcerises.com/quoi-faire/centre-dinterpretation-et-expositions/,https://maraisauxcerises.com/quoi-faire/activites-jeunesse/,,,Environnement;Sciences,Environment;Science,AccÃ¨s total,Full access
b868c84c559322d25a70384843b2abdb,Centre d'interprÃ©tation du Moulin Fleming,Fleming Mill Interpretation Centre,514 367-6489,514 367-6387,,www.ville.montreal.qc.ca/lasalle,,"9675, boulevard LaSalle",9675 boulevard LaSalle,LaSalle,LaSalle,MontrÃ©al,MontrÃ©al,H8R 2N8,tania.perlini@montreal.ca,-73.660182,45.425788,,,,,Histoire,History,,
a53adb417017dda364ebbb6a7b865161,Centre d'interprÃ©tation du patrimoine religieux,Centre d'interprÃ©tation du patrimoine religieux,418 333-5101,418 333-5101,,http://www.paroissesaintalexandre.com/patrimoine,http://paroissesaintalexandre.com/patrimoine,"30, rue St-Alexandre",34 rue Notre-Dame ouest,Thetford Mines,Thetford Mines,ChaudiÃ¨re-Appalaches,ChaudiÃ¨re-Appalaches,G6G 0G7,ciprmecdesappalaches@gmail.com,-71.3001,46.090941,http://paroissesaintalexandre.com/patrimoine,http://paroissesaintalexandre.com/patrimoine,,,Histoire,History,,
bcdf70cab88526532e52f8dab119c101,Centre d'interprÃ©tation du phoque,Seal Interpretation Center,418 985-2833,418 985-2833,,http://www.loup-marin.com/,,"377, route 199",377 Route 199,"Grande-EntrÃ©e, Ãles-de-la-Madeleine","Grande-EntrÃ©e, Ãles-de-la-Madeleine",Ãles-de-la-Madeleine,Ãles-de-la-Madeleine,G4T 7A5,info@loup-marin.com,-61.52353,47.559875,,,,,Environnement,Environment,,
118d828bdf3548a923c9d0aee7b83385,Centre d'interprÃ©tation du site archÃ©ologique Droulers-Tsiionhiakwatha,Droulers-Tsiionhiakwatha Archaeological Site Interpretation Center,450 264-3030,450 264-3030 / 450 264-5411,1 866 690-3030,www.sitedroulers.ca/site-fr/,http://www.sitedroulers.ca/site-en/,"1800, chemin Leahy",1800 Leahy Road,Saint-Anicet,Saint-Anicet,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J0S 1M0,info@sitedroulers.ca,-74.31474,45.08304,,,http://www.sitedroulers.ca/site-fr/groupes-scolaires/,http://www.sitedroulers.ca/site-en/school-groups/,ArchÃ©ologie;Histoire,Archaeology;History,,
3423086332310b356160aa1abb68423b,Centre d'interprÃ©tation et d'observation Cap-de-Bon-DÃ©sir - Aire marine nationale de conservation,Cap de Bon-DÃ©sir Interpretation and Observation Centre - National Marine Conservation Area,418 232-6751,418 232-6751,1 888 773-8888,https://www.pc.gc.ca/fr/amnc-nmca/qc/saguenay/Cap-de-Bon-Desir,https://www.pc.gc.ca/en/amnc-nmca/qc/saguenay/Cap-de-Bon-Desir,"13, chemin du Cap-de-Bon-DÃ©sir, route 138","13 chemin du Cap-de-Bon-DÃ©sir, Route 138",Les Bergeronnes,Les Bergeronnes,CÃ´te-Nord,CÃ´te-Nord,G0T 1G0,pc.infossl@canada.ca,-69.476154,48.276346,,,,,Environnement,Environment,AccÃ¨s partiel;DÃ©ficience auditive,Partial access;Hearing impairments
b80e2f7f840dcc59560c76bdd53a48f1,Centre d'interprÃ©tation et d'observation de Pointe-Noire - Aire marine nationale de conservation,Pointe-Noire Interpretation and Observation Centre - National Marine Conservation Area,418 237-4383,418 237-4383,1 888 773-8888,http://www.pc.gc.ca/saguenay,https://www.pc.gc.ca/en/amnc-nmca/qc/saguenay/Pointe-Noire,"141, route 138",141 Route 138,Baie Sainte-Catherine,Baie Sainte-Catherine,Charlevoix,Charlevoix,G0T 1A0,pc.infossl@canada.ca,-69.718058,48.123075,https://www.pc.gc.ca/fr/amnc-nmca/qc/saguenay/Pointe-Noire/activ,https://www.pc.gc.ca/en/amnc-nmca/qc/saguenay/Pointe-Noire/activ,,,Environnement,Environment,AccÃ¨s partiel,Partial access
1daf30f1a89883b7bcab68079f25ad29,Centre d'interprÃ©tation historique de Sainte-Foy,Centre d'interprÃ©tation historique de Sainte-Foy,418 641-6068,418 654-4576,,www.maisonsdupatrimoine.com/fr/,,"2825, chemin Sainte-Foy",2825 chemin Sainte-Foy,QuÃ©bec,Quebec City,RÃ©gion de QuÃ©bec,QuÃ©bec,G1V 1W1,patrimoinestefoysillery@ville.quebec.qc.ca,-71.303596,46.778674,http://maisonsdupatrimoine.com/fr/expositions/centre-dinterpretation-historique-de-sainte-foy.html,http://maisonsdupatrimoine.com/fr/expositions/centre-dinterpretation-historique-de-sainte-foy.html,http://maisonsdupatrimoine.com/fr/groupes.html,http://maisonsdupatrimoine.com/fr/groupes.html,ArchÃ©ologie;Histoire,Archaeology;History,,
5e5774c8bc71de60b49ab374d67df966,Centre historique des Soeurs de Notre-Dame du Bon-Conseil,Centre historique des Soeurs de Notre-Dame du Bon-Conseil de Chicoutimi,"418 543-4861, poste 201",418 543-4861,,https://www.centrehistoriquesndbc.com/,,"700, rue Racine Est, porte 688","700 rue Racine Est, door 688",Chicoutimi,Chicoutimi,SaguenayâLac-Saint-Jean,SaguenayâLac-Saint-Jean,G7H 1V2,centrehistorique@ndbc.qc.ca,-71.047655,48.428814,http://www.centrehistoriquesndbc.com/index.php?idContenu=15,http:// www.centrehistoriquesndbc.com/index.php?idContenu=15,http://www.centrehistoriquesndbc.com/index.php?idContenu=13,http:// www.centrehistoriquesndbc.com/index.php?idContenu=13,Histoire,History,,
73febbc4540b6a13f5d243a45c55bc2c,Centre historique Notre-Dame du PerpÃ©tuel Secours,Centre historique Notre-Dame du PerpÃ©tuel Secours,418 907-5350,418 907-5350,,http://centrehistorique.shbellechasse.com/,,"149, rue Commerciale",149 rue Commerciale,Saint-Damien-de-Buckland ,Saint-Damien-de-Buckland ,ChaudiÃ¨re-Appalaches,ChaudiÃ¨re-Appalaches,G0R 2Y0,centrehistorique@shbellechasse.com,-70.662033,46.624569,,,,,Art;Histoire,Art;History,,
65a67f1bd39ecf8cc908070139cc61b8,Centre Marius-Barbeau,Marius-Barbeau Center,514 522-1511,514 522-1511,,www.cdmb.ca/,http://www.cdmb.ca/en/,"4839, rue de Bordeaux",4839 rue de Bordeaux,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H2H 2A2,info@cdmb.ca,-73.577651,45.536591,,,,,Histoire,History,,
5eb34d41c0462af55c6f8c769673dd65,Centre national d'exposition de Saguenay,Centre national d'exposition de Saguenay,418 546-2177,418 546-2177,,https://www.centrenationalexposition.com/,http://www.centrenationalexposition.com/index.php?id=34&lang=eng,"4160, rue du Vieux-Pont",4160 rue du Vieux-Pont,JonquiÃ¨re,JonquiÃ¨re,SaguenayâLac-Saint-Jean,SaguenayâLac-Saint-Jean,G7X 7W4,info@centrenationalexposition.com,-71.258924,48.410274,http://www.centrenationalexposition.com,http://www.centrenationalexposition.com/index.php?id=12&lang=eng,https://www.centrenationalexposition.com/afficher/21,http://www.centrenationalexposition.com/index.php?id=14&lang=eng,Art,Art,AccÃ¨s total,Full access
d02e5ba1b7a395c0204fc29a69379d40,Centre socioculturel Manoir Le Boutillier,Centre socioculturel Manoir Le Boutillier,418 892-5150,418 892-5150,,www.lanseaugriffon.ca,https://manoirleboutillier.ca/en/,"578, boulevard du Griffon",578 boulevard du Griffon,"L'Anse-au-Griffon, GaspÃ©","L'Anse-au-Griffon, GaspÃ©",GaspÃ©sie,GaspÃ©sie,G4X 6A4,manoir.leboutillier@lanseaugriffon.ca,-64.32,48.93,http://manoirleboutillier.ca/,http://manoirleboutillier.ca/,,,Histoire,History,AccÃ¨s partiel;DÃ©ficience visuelle,Partial access;Visual impairments
65db5aaff1b3602d0ced729d57c07cf5,Chapelle des Cuthbert,Cuthbert Chapel,450 836-7336,450 836-7336,,https://www.chapelledescuthbert.com/,,"461, rue de Bienville",461 rue de Bienville,Berthierville,Berthierville,LanaudiÃ¨re,LanaudiÃ¨re,J0K 1A0,,-73.175785,46.090565,https://www.chapelledescuthbert.com/programmation-2020,,https://lachapelledescuthbert.com/visites-scolaires/,https://lachapelledescuthbert.com/visites-scolaires/,Art;Histoire,Art;History,AccÃ¨s partiel,Partial access
539ae9823bbdd36385cf7cc1832c7001,"ChÃ¢teau Dufresne, musÃ©e et lieu historique patrimonial",ChÃ¢teau Dufresne Museum,514 259-9201,514 259-9201,,https://www.chateaudufresne.com/,https://www.chateaudufresne.com/PagesFr/chateau-dufresne-english.htm,"2929, avenue Jeanne-d'Arc",2929 Jeanne-d'Arc avenue,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H1W 3W2,info@chateaudufresne.com,-73.553905,45.553773,,,,,Histoire,History,AccÃ¨s partiel,Partial access
ac2eab110b71d344da32e9f8574385ea,ChÃ¢teau Ramezay - MusÃ©e et site historique de MontrÃ©al,ChÃ¢teau Ramezay - Historic Site and Museum of MontrÃ©al,514 861-3708,514 861-3708,,http://www.chateauramezay.qc.ca/,https://www.chateauramezay.qc.ca/en/,"280, rue Notre-Dame Est",280 rue Notre-Dame East,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H2Y 1C5,info@chateauramezay.qc.ca,-73.553118,45.508732,http://www.chateauramezay.qc.ca/fr/expositions/,http://www.chateauramezay.qc.ca/en/exhibitions/,http://www.chateauramezay.qc.ca/fr/activites-et-education/programmes-scolaires/,http://www.chateauramezay.qc.ca/en/activities-and-animation/school-programs/,Histoire,History,AccÃ¨s partiel,Partial access
6576daabfa4db43b492103c8ffda2946,CinÃ©mathÃ¨que quÃ©bÃ©coise,CinÃ©mathÃ¨que quÃ©bÃ©coise,514 842-9763,514 842-9763,,www.cinematheque.qc.ca/,https://www.cinematheque.qc.ca/en,"335, boulevard de Maisonneuve Est",335 De Maisonneuve Est,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H2X 1K1,info@cinematheque.qc.ca,-73.562616,45.513831,http://www.cinematheque.qc.ca/fr/programmation/expositions,http://www.cinematheque.qc.ca/en/programming/exhibitions,,,Art;Histoire,Art;History,AccÃ¨s partiel;DÃ©ficience visuelle,Partial access;Visual impairments
22aa8478a0362ec73c432050869fcb8a,CitÃ© de l'Or - Village minier de Bourlamaque,CitÃ© de l'or - Village minier Bourlamaque,819 825-1274,819 825-1274,1 877 5VALDOR,www.citedelor.com/,http://www.citedelor.com/en/index.cfm,"90, avenue Perreault",90 Perreault avenue,Val-d'Or,Val-d'Or,Abitibi-TÃ©miscamingue,Abitibi-TÃ©miscamingue,J9P 4G3,courrier@citedelor.com,-77.768688,48.094434,,,http://www.citedelor.com/fr/education/index.cfm,http://www.citedelor.com/en/education/index.cfm,Histoire;Technologies,History;Technology,AccÃ¨s partiel,Partial access
2bb8eff9b7c38949522cc5c182fdea28,CocathÃ©drale Saint-Antoine-de-Padoue de Longueuil,CocathÃ©drale Saint-Antoine-de-Padoue de Longueuil,450 874-1549,"450 674-1549, ext. 0",,https://www.cocathedrale.ca/musee-2/,www.cocathedrale.ca/museum/,"55, rue Sainte-Ãlizabeth",55 rue Sainte-Ãlizabeth,Longueuil,Longueuil,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J4H 1J3,receptionantoine@bellnet.ca,-73.50798,45.540315,https://www.cocathedrale.ca/musee-2/,https://www.cocathedrale.ca/museum/,,,Histoire,History,,
d88a28c4c75b645b71085b7aa8113610,CosmodÃ´me,CosmodÃ´me,450 978-3600,450 978-3600,1 800 565-2267,https://www.cosmodome.org/,https://www.cosmodome.org/en/,"2150, autoroute des Laurentides",2150 Autoroute des Laurentides,Laval,Laval,Laval,Laval,H7T 2T8,info@cosmodome.org,-73.743908,45.566761,http://www.cosmodome.org/accueil/#/activites-et-programmation/,http://www.cosmodome.org/en/activities-programming/,https://www.cosmodome.org/groupes-scolaires/,https://www.cosmodome.org/en/school-groups/,Sciences;Technologies,Science;Technology,AccÃ¨s total,Full access
521d8f6e0fe233eac8b3aa290d18084f,Domaine Joly-De LotbiniÃ¨re,Domaine Joly-De LotbiniÃ¨re,418 926-2462,418 926-2462,,www.domainejoly.com/,,"7015, route de Pointe-Platon",7015 route de Pointe Platon,Sainte-Croix,Sainte-Croix,ChaudiÃ¨re-Appalaches,ChaudiÃ¨re-Appalaches,G0S 2H0,info@domainejoly.com,-71.8505,46.66599,https://www.domainejoly.com/fr/activites-et-expositions/evenements/evenements-a-venir/,http://www.domainejoly.com/fr/expositions-et-activites/,https://www.domainejoly.com/fr/activites-et-expositions/evenements/evenements-a-venir/,,Collections vivantes;Environnement;Histoire,Living collections;Environment;History,AccÃ¨s partiel,Partial access
ca89c318914d3a97bdaaa69d051c1f6d,DRAC - Art actuel Drummondville,DRAC - Art actuel Drummondville,"819 477-5518, poste 225","819 477-5518, poste 225",,http://www.drac.ca ,,"175, rue Ringuet",175 rue Ringuet,Drummondville,Drummondville,Centre-du-QuÃ©bec,Centre-du-QuÃ©bec,J2C 2P7,info@drac.ca,-72.499708,45.877437,https://www.artsdrummondville.com/spectacles-drummondville/galerie-dart/presentation,,,,Art,Art,AccÃ¨s total,Full access
288a0491c13e860046e475d72155b41b,ÃcomusÃ©e du fier monde,ÃcomusÃ©e du fier monde,514 528-8444,514 528-8444,,www.ecomusee.qc.ca/,https://ecomusee.qc.ca/en/,"2050, rue Atateken",2050 Atateken Street,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H2L 3L8,info@ecomusee.qc.ca,-73.563753,45.520179,http://ecomusee.qc.ca/expositions/programmation/,http://ecomusee.qc.ca/en/exhibitions/program/,http://ecomusee.qc.ca/education/programmes-educatifs/,http://ecomusee.qc.ca/en/education/educational-programs/,Histoire,History,AccÃ¨s partiel,Partial access
ff623ca5d22eae5047d2c0258018cf53,Ãglise de la Purification-de-la-Bienheureuse-Vierge-Marie,Ãglise de la Purification-de-la-Bienheureuse-Vierge-Marie,450 470-3010,450 470-3001,,www.ville.repentigny.qc.ca,,"445, rue Notre-Dame",445 rue Notre-Dame,Repentigny,Repentigny,LanaudiÃ¨re,LanaudiÃ¨re,J6A 2T3,cultures@ville.repentigny.qc.ca,-73.446976,45.739124,,,,,Art;Histoire,Art;History,AccÃ¨s partiel,Partial access
6793817ff797b824d47b6b6d9b539051,Ãglise Notre-Dame-de-la-Visitation de Champlain,Notre-Dame-de-la-Visitation church,819 295-3432,819 295-3432,,eglisedechamplain.qc.ca/,,"989, rue Notre-Dame (route 138)",989 rue Notre-Dame (Route 138),Champlain,Champlain,Mauricie,Mauricie,G0X 1C0,eglisedechamplain@aei.ca,-72.342253,46.441169,,,,,Art;Histoire,Art;History,AccÃ¨s partiel,Partial access
f0fc2d14fc978af8760b945515b4a9c2,Ãglise orthodoxe russe Saint-Georges de Rouyn,St. George Russian Orthodox Church of Rouyn,819 797-7125,819 797-7125,,www.maison-dumulon.com,,"201, rue Taschereau Ouest",201 rue Taschereau Ouest,Rouyn-Noranda,Rouyn-Noranda,Abitibi-TÃ©miscamingue,Abitibi-TÃ©miscamingue,J9X 5C3,maison.dumulon@rouyn-noranda.ca,-79.026213,48.237266,,,,,Histoire,History,,
c26da04aba90dbbf6eeb83db835adabe,"Ãlectrium, le centre d'interprÃ©tation de l'Ã©lectricitÃ© d'Hydro-QuÃ©bec","Ãlectrium, Hydro-QuÃ©bec's Electricity Interpretation Centre",450 652-8977,450 652-8977,1 800 267-4558,www.hydroquebec.com/visitez/monteregie/electrium.html,www.hydroquebec.com/visit/monteregie/electrium.html,"2001, rue Michael-Faraday",2001 rue Michael-Faraday,Sainte-Julie,Sainte-Julie,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J3X 1Y2,electrium@hydro.qc.ca,-73.378437,45.605873,http://www.hydroquebec.com/visitez/monteregie/electrium.html,http://www.hydroquebec.com/visit/monteregie/electrium.html,http://www.hydroquebec.com/visitez/monteregie/electrium.html?scolaire=1#fiche-visites-scolaires,http://www.hydroquebec.com/visit/monteregie/electrium.html?scolaire=1#fiche-visites-scolaires,Environnement;Sciences;Technologies,Environment;Science;Technology,AccÃ¨s total;DÃ©ficience visuelle,Full access;Visual impairments
b7d522694c3e797b85c6c98dbf8549a9,Espace Pauline-Julien,Espace Pauline-Julien,819 693-2627,819 693-2627,,https://www.cultur3r.com/lieux/espace-pauline-julien/,https://www.cultur3r.com/lieux/espace-pauline-julien/,"150, rue Fusey",150 Fusey Street,Trois-RiviÃ¨res,Trois-RiviÃ¨res,Mauricie,Mauricie,G8T 2V8,epj@v3r.net,-72.524646,46.366675,https://www.cultur3r.com/lieux/espace-pauline-julien/,https://www.cultur3r.com/lieux/espace-pauline-julien/,https://www.cultur3r.com/zone-prof/,https://www.cultur3r.com/zone-prof/,Art,Art,AccÃ¨s total,Full access
06e63098f5456dd79f8fd2629e7f3e5c,Exploramer,Exploramer,418 763-2500,418 763-2500,,www.exploramer.qc.ca/,http://exploramer.qc.ca/en/,"1, rue du Quai",1 rue du Quai,Sainte-Anne-des-Monts,Sainte-Anne-des-Monts,GaspÃ©sie,GaspÃ©sie,G4V 2B6,info@exploramer.qc.ca,-66.487691,49.131489,http://exploramer.qc.ca/musee/,http://exploramer.qc.ca/en/museum/,http://exploramer.qc.ca/programme-educatif/,http://exploramer.qc.ca/en/educational-program/,Collections vivantes;Environnement;Sciences,Living collections;Environment;Science,AccÃ¨s total,Full access
2b1ce217f6dc72b10652c68b2939a7f2,"Exporail, le MusÃ©e ferroviaire canadien",Exporail - The Canadian Railway Museum,450 632-2410,450 632-2410,,https://www.exporail.org/,https://www.exporail.org/en/welcome-to-exporail/,"110, rue Saint-Pierre",110 rue St-Pierre,Saint-Constant,Saint-Constant,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J5A 1G7,info@exporail.org,-73.567078,45.375539,http://www.exporail.org/expositions/,http://www.exporail.org/en/exhibitions/,https://www.exporail.org/education/on-fait-du-chemin-ensemble/,https://www.exporail.org/en/educational-activities/making-tracks-together/,Histoire,History,AccÃ¨s partiel,Partial access
37a426e1fa6986c8bcd771bce4fc4406,"EXPRESSION, Centre d'exposition de Saint-Hyacinthe","EXPRESSION, Centre d'exposition de Saint-Hyacinthe",450 773-4209,450 773-4209,,http://expression.qc.ca/fr/,http://expression.qc.ca/en/?lang=en,"495, avenue Saint-Simon",495 avenue Saint-Simon,Saint-Hyacinthe,Saint-Hyacinthe,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J2S 5C3,expression@expression.qc.ca,-72.945544,45.62469,https://www.expression.qc.ca/fr/expositions/,https://www.expression.qc.ca/en/expositions/,https://www.expression.qc.ca/fr/education/article/services-educatifs,,Art,Art,AccÃ¨s partiel,Partial access
f3127f782348bdf8923b1c8b4ad84582,Fondation Guido Molinari,Guido Molinari Foundation,514 524-2870,514 524-2870,,https://fondationguidomolinari.org/,http://fondationguidomolinari.org/en/,"3290, rue Sainte-Catherine Est",3290 St. Catherine Street East (at Darling),MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H1W 2C6,info@fondationguidomolinari.org,-73.540024,45.540523,https://fondationguidomolinari.org/activites/activites-en-cours/,https://fondationguidomolinari.org/en/events/current/,,,Art,Art,,
5033e445fc99e8d9e2db1579b3e2fec5,Fort Ingall,Fort Ingall,418 854-2375,418 854-02375,1 866 242-2437,https://www.fortingall.ca/fr/shat,http://www.fortingall.ca/en/shat,"81, rue Caldwell",81 rue Caldwell,TÃ©miscouata-sur-le-Lac,TÃ©miscouata-sur-le-Lac,Bas-Saint-Laurent,Bas-Saint-Laurent,G0L 1E0,info@fortingall.ca,-68.89818,47.688333,,,http://www.fortingall.ca/fr/visitez/groupes,,ArchÃ©ologie;Histoire,Archaeology;History,,
1e556fb29eb4e60a1c3ddcc01898dbe3,Fortifications-de-QuÃ©bec - Lieu historique national,Fortifications of Quebec National Historic Site,418 648-7016,418 648-7016,1 888 773-8888,https://www.pc.gc.ca/fr/lhn-nhs/qc/fortifications,https://www.pc.gc.ca/en/lhn-nhs/qc/fortifications,"2, rue d'Auteuil",2 rue d'Auteuil,QuÃ©bec,Quebec City,RÃ©gion de QuÃ©bec,QuÃ©bec,G1R 5C2,quebec.ev-ve@pc.gc.ca,-71.213374,46.813138,http://www.pc.gc.ca/fr/lhn-nhs/qc/fortifications/activ,http://www.pc.gc.ca/en/lhn-nhs/qc/fortifications/activ,http://www.pc.gc.ca/fr/lhn-nhs/qc/fortifications/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/fortifications/activ/edu,ArchÃ©ologie;Histoire,Archaeology;History,AccÃ¨s partiel;DÃ©ficience visuelle,Partial access;Visual impairments
d53fb5ee3f0dea0cde7928a55203305d,Forts-de-LÃ©vis - Lieu historique national,LÃ©vis Forts National Historic Site,418 835-5182,418 835-5182,1 888 773-8888,https://www.pc.gc.ca/fr/lhn-nhs/qc/levis,https://www.pc.gc.ca/en/lhn-nhs/qc/levis,"41, chemin du Gouvernement","41 chemin du Gouvernement P.O.Box 10 ,Station B",LÃ©vis,LÃ©vis,ChaudiÃ¨re-Appalaches,ChaudiÃ¨re-Appalaches,G1K 7A1,parcscanada-que@pc.gc.ca,-71.158656,46.815276,http://pc.gc.ca/fr/lhn-nhs/qc/levis/activ,http://pc.gc.ca/en/lhn-nhs/qc/levis/activ,http://www.pc.gc.ca/fr/lhn-nhs/qc/levis/activ/edu,http://www.pc.gc.ca/en/lhn-nhs/qc/levis/activ/edu,Histoire,History,AccÃ¨s partiel,Partial access
02a60edec5b766703c8dbc5ec84fe160,Fossilarium,Fossilarium of Notre-Dame-du-Nord,819 723-2500,819 723-2500,,www.fossiles.qc.ca/,www.fossiles.ca/en/home/,"5, rue Principale",5 rue Principale,Notre-Dame-du-Nord,Notre-Dame-du-Nord,Abitibi-TÃ©miscamingue,Abitibi-TÃ©miscamingue,J0Z 3B0,musee@fossiles.qc.ca,-79.484569,47.592845,http://www.fossiles.ca/fr/expositions/expositions-permanentes/,http://www.fossiles.ca/en/exhibitions/main-exhibitions/,http://www.fossiles.ca/fr/visites-excursions/visite-scolaire/,http://www.fossiles.ca/en/visits-excursions/school-visit/,Environnement;Sciences,Environment;Science,AccÃ¨s partiel;DÃ©ficience auditive,Partial access;Hearing impairments
9c786c7e8b97137d3e7a4a3d88898898,Galerie d'art Antoine-Sirois,Galerie d'art du Centre culturel de l'UniversitÃ© de Sherbrooke,819 820-1000,819 820-1000,,https://www.centrecultureludes.ca/billet-spectacle/galerie-dart-de-luniversite-de-sherbrooke/expositions.aspx,,"Pavillon IrÃ©nÃ©e-Pinard 2500, boulevard de l'UniversitÃ©",Pavillon IrÃ©nÃ©e-Pinard 2500 boulevard de l'UniversitÃ©,Sherbrooke,Sherbrooke,Cantons-de-l'Est,Eastern Townships,J1K 2R1,Galerie@USherbrooke.ca,-71.928625,45.380056,http://www.centrecultureludes.ca/billet-spectacle/galerie-dart-de-luniversite-de-sherbrooke/expositions.aspx,http://www.centrecultureludes.ca/billet-spectacle/galerie-dart-de-luniversite-de-sherbrooke/expositions.aspx,,,Art,Art,AccÃ¨s partiel;DÃ©ficience auditive,Partial access;Hearing impairments
02b3778cad83daa29134b7e97f41450c,Galerie d'art du Parc,Galerie d'art du Parc,819 374-2355,819 374-2355,,https://galeriesduparc.com/,https://galeriesduparc.com/en/home-2/,"864, rue des Ursulines",864 rue des Ursulines,Trois-RiviÃ¨res,Trois-RiviÃ¨res,Mauricie,Mauricie,G9A 5J9,galerie@galeriedartduparc.qc.ca,-72.53808,46.343094,http://www.galeriedartduparc.qc.ca/Expositions,http://www.galeriedartduparc.qc.ca/Expositions,http://www.galeriedartduparc.qc.ca/5917-ateliers-_ecoles_primaires_et_secondaires,http://www.galeriedartduparc.qc.ca/5917-ateliers-_ecoles_primaires_et_secondaires,Art,Art,,
a1bcc5c539fe4b246d39bda97f6bf79c,Galerie d'art Foreman de l'UniversitÃ© Bishop's,Foreman Art Gallery of Bishop's University,"819 822-9600, poste 2260","819 822-9600, ext. 2260",,www.foreman.ubishops.ca/fr/accueil.html,http://www.foreman.ubishops.ca/home.htmlplash.html,"2600, rue CollÃ¨ge Campus de l'UniversitÃ© Bishop's",2600 College Street Bishop's University campus,Sherbrooke,Sherbrooke,Cantons-de-l'Est,Eastern Townships,J1M 1Z7,gallery@ubishops.ca,-71.849049,45.365938,http://www.foreman.ubishops.ca/fr/expositions.html,http://www.foreman.ubishops.ca/exhibitions.html,,,Art,Art,AccÃ¨s partiel,Partial access
f43a8c3775d3e3532eae033fba8160ce,Galerie d'art Stewart Hall,Stewart Hall Art Gallery,514 630-1254,514 630-1254,,https://www.pointe-claire.ca/fr/galerie-dart/,https://www.pointe-claire.ca/en/art-gallery/,"176, chemin du Bord-du-Lac-Lakeshore","176, chemin du Bord-du-Lac-Lakeshore",Pointe-Claire,Pointe-Claire,MontrÃ©al,MontrÃ©al,H9S 4J7,manel.benchabane@pointe-claire.ca,-73.808293,45.434547,http://www.pointe-claire.ca/fr/calendrier/categorie/expositions/,http://www.pointe-claire.ca/en/calendar/category/exhibitions/,https://www.pointe-claire.ca/fr/programmation-2/,,Art,Art,,
