ï»¿NOM_MUN_COMPO,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,CODE_REGION_COMPO,INTERNET,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV,telephone1,TELECOPIEUR1 
Repentigny,J6A 7Y4,0,62,14,labascule1@gmail.ca,QC,GARDERIE LA BASCULE INC.,GARD,14 - LanaudiÃ¨re,"852, boulevard Basile-Routhier",CR,(450) 654-3427,
Repentigny,J5Z 2H9,0,30,14,garderiekala@hotmail.com,QC,GARDERIE LE MONDE DE KALA INC.,GARD,14 - LanaudiÃ¨re,"389, rue Saint-Paul, porte 4",,(450) 932-4338,(450) 932-4346
Repentigny,J6A 7K2,20,80,14,lepinceaumagique@videotron.ca,QC,GARDERIE LE PINCEAU MAGIQUE DE REPENTIGNY ENR.,GARD,14 - LanaudiÃ¨re,"270, rue Papineau",CR,(450) 585-6651,(450) 654-4465
Repentigny,J6A 2T6,25,80,14,,QC,GARDERIE PARC DE L'ÃLE-LEBEL - INSTALLATION 2,GARD,14 - LanaudiÃ¨re,"561-b, rue Notre-Dame",,,
Repentigny,J6A 2T6,25,80,14,info@cptr.ca,QC,GARDERIE PARC DE L'ÃLE-LEBEL INC.,GARD,14 - LanaudiÃ¨re,"561, rue Notre-Dame",,"(450) 313-1300, poste 1100",(450) 313-1301
Repentigny,J5Y 1C9,0,59,14,,QC,GARDERIE PREMIER PAS,GARD,14 - LanaudiÃ¨re,"955, rue Notre-Dame",CR,(450) 585-1637,
Repentigny,J5Z 2H9,20,80,14,sousunepluiedetoiles@videotron.ca,QC,GARDERIE SOUS UNE PLUIE D'ÃTOILES INC.,GARD,14 - LanaudiÃ¨re,"385, rue Saint-Paul",CR,(450) 657-9608,(450) 657-0926
Repentigny,J5Y 1Y3,8,50,14,info@toutenjeux.ca,QC,GARDERIE TOUT-EN-JEUX,GARD,14 - LanaudiÃ¨re,"944, rue Beauchesne",CR,(450) 582-3265,
Repentigny,J6A 0B7,10,80,14,info@uneplaneteauxtresors.com,QC,GARDERIE UNE PLANÃTE AUX TRÃSORS,GARD,14 - LanaudiÃ¨re,"1230, boulevard de l'Assomption",CR,(450) 704-1256,
Repentigny,J5Y 3W8,10,80,14,garderieeducative1-2-3soleil@hotmail.com,QC,GARDERIE ÃDUCATIVE 1-2-3 SOLEIL,GARD,14 - LanaudiÃ¨re,"1120, boulevard Basile-Routhier",,(450) 932-7373,(450) 932-7374
Repentigny,J5Y 1L2,13,60,14,garderie-jdc@hotmail.com,QC,GARDERIE ÃDUCATIVE LE JARDIN DES COLIMAÃONS INC.,GARD,14 - LanaudiÃ¨re,"770, rue Iberville",,(579) 635-9480,
Repentigny,J6A 2P4,14,46,14,racchid@gmail.com,QC,GARDERIE ÃDUCATIVE NOTRE-DAME,GARD,14 - LanaudiÃ¨re,"144A, rue Notre-Dame",,(514) 969-8444,
Repentigny,J5Z 4L3,10,80,14,nbouchard@cpelespandamis.com,QC,LE CENTRE DE LA PETITE ENFANCE LES PANDAMIS,CPE,14 - LanaudiÃ¨re,"242, rue Bertrand",CR,(450) 654-1040,
Repentigny,J5Z 3C4,10,54,14,nbouchard@cpelespandamis.com,QC,LE CENTRE DE LA PETITE ENFANCE LES PANDAMIS,CPE,14 - LanaudiÃ¨re,"155, boulevard Lacombe, suite 10",CR,(450) 582-8893,(450) 582-5187
Repentigny,J6A 2V1,10,80,14,petitzamours@hotmail.com,QC,LES PETITS Z'AMOURS INC.,GARD,14 - LanaudiÃ¨re,"581, rue Notre-Dame",,(514) 294-4258,
Repentigny,J6A 6C1,10,49,14,,QC,MINI-GARDERIE LES P'TITS BOUTS CHOU INC.,GARD,14 - LanaudiÃ¨re,"53, rue Renaud",CR,(450) 585-4086,
Repentigny,J5Y 1H1,0,44,14,pmlebaluchon@hotmail.com,QC,PRÃ-MATERNELLE LE BALUCHON INC.,GARD,14 - LanaudiÃ¨re,"20 GH, rue Valmont",,(450) 654-0777,
Saint-Alexis,J0K 1T0,10,25,14,,QC,GARDERIE ÃDUCATIVE ST-ALEXIS INC.,GARD,14 - LanaudiÃ¨re,"232, rue Principale",CR,,
Saint-Alphonse-Rodriguez,J0K 1W0,20,80,14,gpoussieredelune@hotmail.com,QC,GARDERIE POUSSIÃRE DE LUNE INC.,GARD,14 - LanaudiÃ¨re,"501, rue du Clocher du Lac",CR,(579) 501-1413,
Saint-Ambroise-de-Kildare,J0K 1C0,5,37,14,lescalinsdamour@gmail.com,QC,GARDERIE LES CÃLINS D'AMOUR,GARD,14 - LanaudiÃ¨re,"621, rue des Commissaires",,(450) 756-0121,
Saint-Ambroise-de-Kildare,J0K 1C0,10,58,14,universdestoutpetits37@gmail.com,QC,L'UNIVERS DES TOUT-PETITS,GARD,14 - LanaudiÃ¨re,"80, 19e Avenue Sud",CR,(450) 752-0626,(450) 752-0626
Saint-Ambroise-de-Kildare,J0K 1C0,5,37,14,garderiedecaroline@hotmail.com,QC,LES TRÃSORS DE CAROLINE,GARD,14 - LanaudiÃ¨re,"3541, chemin Sainte-BÃ©atrix",,(450) 898-3251,
Saint-BarthÃ©lemy,J0K 1X0,10,36,14,levillagedespetits2017@hotmail.com,QC,LE VILLAGE DES PETITS INC.,GARD,14 - LanaudiÃ¨re,"1635, montÃ©e Saint-Laurent",,(579) 207-0060,
Saint-Calixte,J0K 1Z0,15,80,14,d.rioux@cpeboutsdechoux.com,QC,CPE LA MONTAGNE ENCHANTÃE,CPE,14 - LanaudiÃ¨re,"65, rue Marie-Fournier",CR,(450) 222-1282,(450) 222-3067
Saint-Charles-BorromÃ©e,J6E 7Y8,10,62,14,,QC,CENTRE DE LA PETITE ENFANCE LES JOYEUX LUTINS,CPE,14 - LanaudiÃ¨re,"955, rue De La Visitation",CR,(450) 759-4303,
Saint-Charles-BorromÃ©e,J6E 5B5,5,60,14,dg@cpepetitsfouineurs.com,QC,CENTRE DE LA PETITE ENFANCE LES PETITS FOUINEURS,CPE,14 - LanaudiÃ¨re,"994, boulevard Sainte-Anne",CR,(450) 755-2248,
Saint-Charles-BorromÃ©e,J6E 7Y8,10,80,14,garderielespetitsmatelots@outlook.com,QC,GARDERIE LES PETITS MATELOTS INC.,GARD,14 - LanaudiÃ¨re,"1065, rue de la Visitation",CR,(450) 394-4142,(450) 394-3085
Saint-CÃ´me,J0K 2B0,10,52,14,info@cpelachenille.org,QC,CENTRE DE LA PETITE ENFANCE LA CHENILLE INC.,CPE,14 - LanaudiÃ¨re,"1610, 55e Rue",CR,(450) 883-6363,
Saint-Donat,J0T 2C0,10,60,14,info@cpelachenille.org,QC,CENTRE DE LA PETITE ENFANCE LA CHENILLE INC.,CPE,14 - LanaudiÃ¨re,"398, rue GiguÃ¨re",CR,(819) 424-7811,
Saint-Donat,J0T 2C0,0,8,14,info@cpelachenille.org,QC,CENTRE DE LA PETITE ENFANCE LA CHENILLE INC.,CPE,14 - LanaudiÃ¨re,"398, rue GiguÃ¨re",CR,(819) 424-7811,
Saint-Esprit,J0K 2L0,10,52,14,garderiedesminisaventuriers@hotmail.com,QC,GARDERIE DES MINIS AVENTURIERS INC.,GARD,14 - LanaudiÃ¨re,"33, rue Principale",,(450) 839-7999,
Saint-Esprit,J0K 2L0,20,78,14,info@garderie-st-esprit.com,QC,GARDERIE ÃDUCATIVE ST-ESPRIT,GARD,14 - LanaudiÃ¨re,"97, rue Industrielle",CR,(450) 866-0213,
Saint-Esprit,J0K 2L0,5,48,14,,QC,LA P'TITE GARE ST-ESPRIT,CPE,14 - LanaudiÃ¨re,"70, rue Principale",CR,(450) 839-7411,
Saint-FÃ©lix-de-Valois,J0K 2M0,10,70,14,fleursoleilid@hotmail.com,QC,CENTRE DE LA PETITE ENFANCE FLEUR SOLEIL DE ST-FÃLIX,CPE,14 - LanaudiÃ¨re,"4531, rue Olivier",CR,(450) 889-8655,
Saint-FÃ©lix-de-Valois,J0K 2M0,20,80,14,garderielespetitsnavigateurs2@outlook.fr,QC,LA GARDERIE LES PETITS NAVIGATEURS 2 INC.,GARD,14 - LanaudiÃ¨re,"5181, rue Michel",CR,(450) 889-1963,
Saint-Gabriel,J0K 2N0,20,80,14,,QC,CENTRE DE LA PETITE ENFANCE TIRELOU INSTALLATION SIFFLEUX,CPE,14 - LanaudiÃ¨re,"71, rue Plante",CR,(450) 834-6118,
Saint-Jacques,J0K 2R0,5,57,14,soleilsdamour@gmail.com,QC,GARDERIE LES SOLEILS D'AMOUR INC.,GARD,14 - LanaudiÃ¨re,"12, rue BeausÃ©jour",CR,(450) 839-1144,
Saint-Jacques,J0K 2R0,0,15,14,,QC,GARDERIE ÃDUCATIVE ST-JACQUES INC.,GARD,14 - LanaudiÃ¨re,"83, rue St-Jacques",CR,,
Saint-Jean-de-Matha,J0K 2S0,5,64,14,,QC,CENTRE DE LA PETITE ENFANCE PAIN DE SUCRE,CPE,14 - LanaudiÃ¨re,"180, rue Lessard",CR,(450) 886-2958,
Saint-Liguori,J0K 2X0,10,80,14,,QC,CENTRE DE LA PETITE ENFANCE TIRELOU (INSTALLATION 2),CPE,14 - LanaudiÃ¨re,"740, rue JettÃ©",CR,(450) 753-2772,
Saint-Lin-Laurentides,J5M 2V1,10,78,14,d.bernard@cpeboutsdechoux.com,QC,"CENTRE DE LA PETITE ENFANCE ""AU ROYAUME DES BOUTS DE CHOUX""",CPE,14 - LanaudiÃ¨re,"606, rue Saint-Isidore",CR,(450) 439-3900,
Saint-Lin-Laurentides,J5M 2E8,20,80,14,cpemultigardes@gmail.com,QC,CENTRE DE LA PETITE ENFANCE MULTI-GARDE,CPE,14 - LanaudiÃ¨re,"1146, rue des Bouleaux",CR,(450) 439-2323,(450) 439-3941
Saint-Lin-Laurentides,J5M 2H2,30,80,14,faubourgenchante@gmail.com,QC,GARDERIE DU FAUBOURG ENCHANTÃ INC.,GARD,14 - LanaudiÃ¨re,"270, chemin Saint-Stanislas local 101",,(450) 439-5050,
Saint-Lin-Laurentides,J5M 2H2,0,80,14,constructionrts@videotron.ca,QC,GARDERIE DU FAUBOURG ENCHANTÃ-INSTALLATION 2,GARD,14 - LanaudiÃ¨re,"270, chemin Saint-Stanislas, bureau 102",,(450) 477-9339,(450) 477-1207
Saint-Lin-Laurentides,J5M 2P6,10,29,14,info@garderie-st-lin.com,QC,GARDERIE ÃDUCATIVE ST-LIN,GARD,14 - LanaudiÃ¨re,"752, rang Sainte-Henriette",,(450) 302-1524,
Saint-Lin-Laurentides,J5M 2C1,20,80,14,cpemultigardes@gmail.com,QC,LA PETITE FERME,CPE,14 - LanaudiÃ¨re,"55, Route 335",CR,(450) 439-2323,
Saint-Lin-Laurentides,J5M 2X2,0,45,14,yov1990@gmail.com,QC,TI-TI LA GIRAFE,GARD,14 - LanaudiÃ¨re,"653, rue Saint-Louis",,(450) 302-2014,
Saint-Michel-des-Saints,J0K 3B0,10,52,14,ptitnidamour10@gmail.com,QC,GARDERIE LE P'TIT NID D'AMOUR INC.,GARD,14 - LanaudiÃ¨re,"170, rue Saint-Jacques",CR,(450) 833-6244,(450) 833-6244
Saint-Paul,J0K 3E0,10,70,14,info@cpebellebulle.ca,QC,CENTRE PETITE ENFANCE BELLE BULLE INSTALLATION SAINT-PAUL,CPE,14 - LanaudiÃ¨re,"155, rue des Tourelles",CR,(450) 759-7221,
Saint-Paul,J0K 3E0,10,80,14,Info@lespetitsgamins.com,QC,LES PETITS GAMINS,GARD,14 - LanaudiÃ¨re,"7A, rue Amyot",CR,"(450) 386-0136, poste 300",
Saint-Paul,J0K 3E0,6,49,14,sergard.scht@videotron.ca,QC,SERVICE DE GARDE LES SCHTROUMPFS,GARD,14 - LanaudiÃ¨re,"807, boulevard de l'Industrie",CR,(450) 756-8538,
Saint-Roch-de-l'Achigan,J0K 3H0,5,49,14,,QC,LA P'TITE GARE ST-ROCH,CPE,14 - LanaudiÃ¨re,"47, rue Malo",CR,(450) 839-7411,
Saint-Sulpice,J5W 4J3,20,80,14,info@garderieaupetitchampignon.ca,QC,GARDERIE ÃDUCATIVE AU PETIT CHAMPIGNON INC.,GARD,14 - LanaudiÃ¨re,"97A, rue Forest",CR,(450) 589-6686,(450) 589-0938
Saint-Thomas,J0K 3L0,5,25,14,garderie_ilot_pirates@hotmail.com,QC,GARDERIE ÃDUCATIVE L'ÃLOT PIRATES INC.,GARD,14 - LanaudiÃ¨re,"770, rue Principale",,(579) 636-4568,
Sainte-Julienne,J0K 2T0,5,80,14,cpepastelle@bellnet.ca,QC,CENTRE Ã LA PETITE ENFANCE PASTELLE,CPE,14 - LanaudiÃ¨re,"2751, rue Adolphe",CR,(450) 831-3222,(450) 831-3533
Sainte-Julienne,J0K 2T0,20,100,14,xiaobiny2001@hotmail.com,QC,GARDERIE AU PIED DE L'ARC-EN-CIEL,GARD,14 - LanaudiÃ¨re,"2595, rue Yvan Varin",CR,(450) 831-2727,
Sainte-Julienne,J0K 2T0,30,100,14,martine@petitespommette.com,QC,LES PETITES POMMETTES,GARD,14 - LanaudiÃ¨re,"1375, rue du Havre",CR,(579) 473-0120,
Sainte-Marie-SalomÃ©,J0K 2Z0,10,76,14,,QC,LES AMIS DE MANDOLINE INC.,GARD,14 - LanaudiÃ¨re,"160, chemin Viger",CR,(450) 839-9443,(450) 839-9445
Sainte-MÃ©lanie,J0K 3A0,10,60,14,meggie.lefebvre@garderiemaximousse.com,QC,GARDERIE ÃDUCATIVE MAXI-MOUSSE INC.,GARD,14 - LanaudiÃ¨re,"11, rue des Lys",CR,(450) 898-1356,
Terrebonne,J6V 1C2,5,42,14,annie@academiepommedapi.com,QC,ACADÃMIE POMME D'API,GARD,14 - LanaudiÃ¨re,"4280, chemin St-Charles, bureau 100",,(450) 657-5031,(450) 657-3837
Terrebonne,J6W 5H2,0,26,14,silva_el_gemayel@hotmail.com,QC,AU JARDIN DE POLICHINELLE INC.,GARD,14 - LanaudiÃ¨re,"1008, rue du CurÃ©-Beauchemin",CR,(450) 471-9276,(450) 471-1109
Terrebonne,J7M 1K6,15,41,14,daoubadr@hotmail.com,QC,AU JARDIN DES PERLES INC.,GARD,14 - LanaudiÃ¨re,"7400, rue Rodrigue, bureau 100-102",,(450) 838-8140,(450) 941-3443
Terrebonne,J6X 4P7,20,80,14,administration@cpegamingamine.com,QC,C.P.E. GAMIN GAMINE,CPE,14 - LanaudiÃ¨re,"3295, boulevard de la PiniÃ¨re",CR,(450) 477-2180,(450) 477-8139
Terrebonne,J6Y 1W2,10,80,14,julie.doherty@cpelesjolisminois.org,QC,C.P.E. LES JOLIS MINOIS,CPE,14 - LanaudiÃ¨re,"480, avenue de la Pommeraie",CR,(450) 621-0330,(450) 621-3412
Terrebonne,J6V 1B5,10,80,14,julie.doherty@cpelesjolisminois.org,QC,C.P.E. LES JOLIS MINOIS,CPE,14 - LanaudiÃ¨re,"4409, boulevard Saint-Charles",CR,"(450) 621-0330, poste 2229",
Terrebonne,J7M 1W9,10,80,14,administration@cpecjs.ca,QC,CENTRE DE LA PETITE ENFANCE CONTACT JARDIN-SOLEIL INC. INSTALLATION DU LIMIER,CPE,14 - LanaudiÃ¨re,"7150, rue du Limier",CR,(450) 478-7711,(450) 478-7789
Terrebonne,J7M 2C1,20,77,14,,QC,CENTRE DE LA PETITE ENFANCE CONTACT JARDIN-SOLEIL INC. INSTALLATION LE PREMIER CONTACT,CPE,14 - LanaudiÃ¨re,"5900, rue Rodrigue 2e Ã©tage",CR,,
Terrebonne,J7M 1E5,10,80,14,administration@cpecjs.ca,QC,CENTRE DE LA PETITE ENFANCE CONTACT JARDIN-SOLEIL INC. INSTALLATION MAJOR,CPE,14 - LanaudiÃ¨re,"1991, montÃ©e Major",CR,(450) 477-7734,
Terrebonne,J7M 1E5,0,10,14,,QC,CENTRE DE LA PETITE ENFANCE CONTACT JARDIN-SOLEIL INSTALLATION LE PETIT SOLEIL,CPE,14 - LanaudiÃ¨re,"1993, MontÃ©e Major",CR,(450) 477-7734,(450) 477-5089
Terrebonne,J6X 2H6,14,61,14,cpecigogne@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LA CIGOGNE,CPE,14 - LanaudiÃ¨re,"4045, rue d'Angora",CR,(450) 471-7544,(450) 471-9438
Terrebonne,J6X 4L3,10,50,14,cpecigogne@videotron.ca,QC,CENTRE DE LA PETITE ENFANCE LA CIGOGNE,CPE,14 - LanaudiÃ¨re,"2275, boulevard des Seigneurs",CR,(450) 471-7544,(450) 471-9438
Terrebonne,J6W 5Y9,15,80,14,,QC,CENTRE DE LA PETITE ENFANCE LA PIROULINE,CPE,14 - LanaudiÃ¨re,"532, avenue Ludovic-Laurier",CR,(450) 961-1072,
Terrebonne,J6W 5S3,10,80,14,,QC,CENTRE DE LA PETITE ENFANCE LA PIROULINE INC.,CPE,14 - LanaudiÃ¨re,"2595, chemin Saint-Charles",CR,(450) 961-1072,
Terrebonne,J6W 5S3,0,32,14,,QC,CENTRE DE LA PETITE ENFANCE LA PIROULINE INC. (INST. TERREBONNE),CPE,14 - LanaudiÃ¨re,"2595, chemin Saint-Charles",CR,,
Terrebonne,J6X 4A2,0,60,14,Dg@cpelatoupie.com,QC,CENTRE DE LA PETITE ENFANCE LA TOUPIE,CPE,14 - LanaudiÃ¨re,"1910, rue de Plaisance",CR,(450) 471-1217,(450) 471-5011
Terrebonne,J6W 6K6,20,80,14,Dg@cpelatoupie.com,QC,CENTRE DE LA PETITE ENFANCE LA TOUPIE,CPE,14 - LanaudiÃ¨re,"924, avenue du Terroir",CR,(450) 312-1413,(450) 471-5011
Terrebonne,J7M 1S1,15,71,14,julie.doherty@cpelesjolisminois.org,QC,CENTRE DE LA PETITE ENFANCE LES JOLIS MINOIS,CPE,14 - LanaudiÃ¨re,"3709, chemin Gauthier",CR,(450) 621-0330,(450) 621-3412
Terrebonne,J6V 1P1,10,80,14,cloutier.sylvie@cpelespetitesgirouettes.com,QC,CENTRE DE LA PETITE ENFANCE LES PETITES GIROUETTES,CPE,14 - LanaudiÃ¨re,"737, rue de la Soeur-Marie-Rose",CR,(450) 581-4353,(450) 581-4379
Terrebonne,J6V 1P1,10,80,14,cloutier.sylvie@cpelespetitesgirouettes.com,QC,CENTRE DE LA PETITE ENFANCE LES PETITES GIROUETTES INSTALLATION TERREBONNE,CPE,14 - LanaudiÃ¨re,"745, rue soeur Marie-Rose",CR,"(450) 581-4353, poste 101",(450) 581-4379
Terrebonne,J6W 5Z1,15,80,14,cpestation@cpesedm.org,QC,CPE STATION ENFANCE DES MOULINS,CPE,14 - LanaudiÃ¨re,"444, avenue Ludovic-Laurier",CR,(450) 964-2640,(450) 964-5330
Terrebonne,J6Y 0J5,20,80,14,mh.thibault@fleurdepapier.ca,QC,FLEUR DE PAPIER,CPE,14 - LanaudiÃ¨re,"1059, boulevard de la PiniÃ¨re",CR,(514) 643-1212,
Terrebonne,J6Y 0M4,15,80,14,royaumedesanges@gmail.com,QC,GARDERIE AU ROYAUME DES ANGES,GARD,14 - LanaudiÃ¨re,"801, rue Marcel-De La SablonniÃ¨re",CR,(450) 471-0555,(450) 420-2427
Terrebonne,J6X 4G4,15,91,14,,QC,GARDERIE DU CASTELET INC.,GARD,14 - LanaudiÃ¨re,"1301, chemin des Anglais",CR,(450) 471-1118,
Terrebonne,J6W 3A3,0,69,14,lbegin2002@hotmail.com,QC,GARDERIE EDUCATIVE L'ÃCUREUIL,GARD,14 - LanaudiÃ¨re,"721, montÃ©e Masson",CR,(450) 492-1800,
Terrebonne,J7M 2C1,10,80,14,garfrimlap@hotmail.com,QC,GARDERIE FRIMOUSSE DE LA PLAINE,GARD,14 - LanaudiÃ¨re,"5500, rue Rodrigue, bureau 134",CR,(450) 477-1818,
Terrebonne,J6V 0G1,10,80,14,louplunetomate@gmail.com,QC,"GARDERIE LE LOUP, LA LUNE ET LA TOMATE & CIE",GARD,14 - LanaudiÃ¨re,"1230, boulevard Lucille-Teasdale,  bureau 101",CR,(450) 312-1206,
Terrebonne,J6X 2Z5,0,12,14,elourzadi@gmail.com,QC,GARDERIE LE TEMPS DU BONHEUR 2,GARD,14 - LanaudiÃ¨re,"1460, chemin Gascon local 102",,(514) 581-2067,
Terrebonne,J6X 2Z5,15,80,14,direction@garderieletempsdubonheur.com,QC,GARDERIE LE TEMPS DU BONHEUR INC.,GARD,14 - LanaudiÃ¨re,"1460, chemin Gascon, porte 101",,(450) 961-0961,(450) 689-9986
Terrebonne,J7M 2H7,20,80,14,info@garderielesamis.com,QC,GARDERIE LES AMIS DE L'IMAGINAIRE INC.,GARD,14 - LanaudiÃ¨re,"5901, rue Guillemette",,(450) 325-2647,
Terrebonne,J7M 2B1,15,80,14,nancy.gravel@lespetitsaccomplis.ca,QC,GARDERIE LES PETITS ACCOMPLIS,GARD,14 - LanaudiÃ¨re,"1181, rue Philippe Chartrand",,(450) 417-4950,
Terrebonne,J6V 1L9,15,85,14,patpetitspas@hotmail.com,QC,GARDERIE LES PETITS PAS,GARD,14 - LanaudiÃ¨re,"4640, boulevard Pierre-Le Gardeur",CR,(450) 657-2697,(450) 657-2697
Terrebonne,J6W 5M9,10,80,14,info@lespingouinsanimes.com,QC,GARDERIE LES PINGOUINS ANIMÃS INC.,GARD,14 - LanaudiÃ¨re,"1407, rue Grande-AllÃ©e",,(450) 416-4580,(450) 416-4581
Terrebonne,J7M 2C1,20,78,14,lespoussinots@live.ca,QC,GARDERIE LES POUSSINOTS DE TERREBONNE INC.,GARD,14 - LanaudiÃ¨re,"3040, rue Brochu",CR,(450) 478-0169,(450) 940-1336
Terrebonne,J7M 2K8,25,100,14,josee@poussinsdelune.com,QC,GARDERIE LES POUSSINS DE LUNE DE TERREBONNE INC.,GARD,14 - LanaudiÃ¨re,"7500, boulevard Laurier",CR,"(450) 417-1555, poste 2",
Terrebonne,J7M 1H1,25,100,14,josee@poussinsdelune.com,QC,GARDERIE LES POUSSINS DE LUNE INC.,GARD,14 - LanaudiÃ¨re,"6681, boulevard Laurier",CR,(450) 417-1555,(450) 417-1556
Terrebonne,J6W 2C8,20,80,14,info@mamanpoulepoussins.com,QC,GARDERIE MAMAN POULE ET SES POUSSINS INC.,GARD,14 - LanaudiÃ¨re,"903, montÃ©e Masson",,(450) 492-4922,
Terrebonne,J6Y 0E5,14,94,14,garderieppp@hotmail.com,QC,GARDERIE PALAIS DES P'TITS PRODIGES INC.,GARD,14 - LanaudiÃ¨re,"1175, boulevard des Plateaux",CR,(450) 416-4664,
Terrebonne,J6Y 0C3,10,80,14,garderie.pcm@gmail.com,QC,GARDERIE PREMIER CHEMIN MONTESSORI INC.,GARD,14 - LanaudiÃ¨re,"3601, rue Camus",,(450) 433-4726,
Terrebonne,J6X 4J8,10,80,14,contact@garderielespetitescoccinelles.com,QC,GARDERIE PRÃ-MATERNELLE LES PETITES COCCINELLES,GARD,14 - LanaudiÃ¨re,"2700, boulevard des Entreprises",,(450) 477-8314,
Terrebonne,J6V 1H4,10,54,14,garderieprematernellebilingue@yahoo.ca,QC,GARDERIE PRÃMATERNELLE BILINGUE INC.,GARD,14 - LanaudiÃ¨re,"283, montÃ©e des Pionniers",,(450) 704-3895,
Terrebonne,J7M 0H3,10,80,14,admin@garderieeducatout.com,QC,GARDERIE ÃDUC-ATOUT DE LA PLAINE INC.,GARD,14 - LanaudiÃ¨re,"1351, rue Rodrigue",CR,(514) 971-8782,(450) 834-7575
Terrebonne,J6W 0E1,10,80,14,garderiegazouille@gmail.com,QC,GARDERIE ÃDUCATIVE GAZOUILLE,GARD,14 - LanaudiÃ¨re,"2700, boulevard des Rives",CR,(450) 492-6262,(450) 622-1058
Terrebonne,J6Y 1W7,10,80,14,,QC,GARDERIE ÃDUCATIVE LA ROSE DES VENTS,GARD,14 - LanaudiÃ¨re,"2150, avenue GÃ©rard-Leduc",CR,(450) 420-2223,
Terrebonne,J6X 0G2,10,80,14,cerclemagique52@aol.com,QC,GARDERIE ÃDUCATIVE LE CERCLE MAGIQUE,GARD,14 - LanaudiÃ¨re,"585, rue des Tilleuls",CR,(450) 964-2379,
Terrebonne,J6X 1Y6,25,100,14,Cettina@garderie-tdt.com,QC,GARDERIE ÃDUCATIVE LES TRÃSORS DE TERREBONNE,GARD,14 - LanaudiÃ¨re,"4555, rue Angora",CR,(450) 824-7411,
Terrebonne,J6W 2G5,15,89,14,Cettina@garderie-tdc.com,QC,GARDERIE ÃDUCATIVE LES TRÃSORS DU COIN INC.,GARD,14 - LanaudiÃ¨re,"1103, rue Belcourt",CR,,(450) 824-7499
Terrebonne,J6X 4A7,10,80,14,,QC,INSTALLATION ARC-EN-SOLEIL,CPE,14 - LanaudiÃ¨re,"2155, boulevard des Seigneurs",CR,(450) 416-3010,
Terrebonne,J6W 5B1,20,78,14,,QC,INSTALLATION L'AMI-SOLEIL,CPE,14 - LanaudiÃ¨re,"1309, boulevard des Seigneurs",CR,,
Terrebonne,J6X 4T1,10,80,14,l.lachapelle@cpebourgeonssoleil.com,QC,INSTALLATION L'OISEAU SOLEIL,CPE,14 - LanaudiÃ¨re,"4000, rue d'Argenson",CR,(450) 492-2290,(450) 492-2490
Terrebonne,J6V 0C6,35,95,14,contact.petiteacademie@gmail.com,QC,LA PETITE ACADÃMIE,GARD,14 - LanaudiÃ¨re,"100, rue du Bruant",,(450) 585-5595,(450) 585-5575
Terrebonne,J6X 1J4,0,45,14,garderie4printemps2022@outlook.com,QC,LE CENTRE EDUCATIF ET D'EVEIL LES 4 PRINTEMPS ENR.,GARD,14 - LanaudiÃ¨re,"1465, boulevard des Seigneurs",CR,(450) 492-1829,
Terrebonne,J6V 1C2,15,80,14,info@lepetitpommier.com,QC,LE PETIT POMMIER,GARD,14 - LanaudiÃ¨re,"4280, chemin Saint-Charles",CR,(450) 657-9191,(450) 657-3837
Terrebonne,J6X 4V5,15,80,14,julie@lespetitsmoulins.ca,QC,LES PETITS MOULINS INC.,GARD,14 - LanaudiÃ¨re,"3035, boulevard de la PiniÃ¨re",,(450) 416-3838,(450) 416-3839
Terrebonne,J6X 0A3,0,70,14,,QC,PRÃMATERNELLE VISION TERREBONNE,GARD,14 - LanaudiÃ¨re,"2957, boulevard de la PiniÃ¨re",,(450) 471-2819,(450) 471-6984
Blainville,J7C 2H7,20,80,15,info@cpedeblainville.com,QC,CENTRE DE LA PETITE ENFANCE DE BLAINVILLE,CPE,15 - Laurentides,"561, boulevard CurÃ©-Labelle",CR,(450) 979-4530,(450) 437-7801
Blainville,J7C 4K6,0,60,15,info@cpedeblainville.com,QC,CENTRE DE LA PETITE ENFANCE DE BLAINVILLE,CPE,15 - Laurentides,"1195, boulevard CurÃ©-Labelle",CR,(450) 979-4530,(450) 437-7801
Blainville,J7C 5W2,10,78,15,cprimeau@cpelarosedesvents.com,QC,CENTRE DE LA PETITE ENFANCE LA ROSE DES VENTS,CPE,15 - Laurentides,"945, rue de la Mairie",CR,"(450) 979-3366, poste 115",(450) 979-1954
Blainville,J7C 3R8,10,64,15,admin@cpelescroquignoles.com,QC,CENTRE DE LA PETITE ENFANCE LES CROQUIGNOLES,CPE,15 - Laurentides,"1154, rue John-Tapp",CR,(450) 433-6652,(450) 435-4583
Blainville,J7C 5Y4,10,80,15,admin@cpelescroquignoles.com,QC,CENTRE DE LA PETITE ENFANCE LES CROQUIGNOLES,CPE,15 - Laurentides,"10, rue Bibianne-Nantel",CR,(450) 433-3733,(450) 433-6722
Blainville,J7B 1V1,10,86,15,info@cpelespetitsbonheurs.com,QC,CENTRE DE LA PETITE ENFANCE LES PETITS BONHEURS,CPE,15 - Laurentides,"40, rue Ambroise-Filion",CR,(450) 430-2305,(450) 430-2306
Blainville,J7C 2H7,10,60,15,,QC,CPE DE BLAINVILLE,CPE,15 - Laurentides,"541, boulevard CurÃ© Labelle",CR,(450) 979-4530,(450) 437-7801
