variableID,Domaine,NomVariable,UniteMesure,AnneeDonne,Ville,noVariablePourFormule,Valeur 
6239,"Développement, urbanisme et permis","Nombre de permis de construction ICI (Industriel, Commercial, Institutionnel) et autres émis",Quantité,2015,Montréal,VREG900019,3 303
6239,"Développement, urbanisme et permis","Nombre de permis de construction ICI (Industriel, Commercial, Institutionnel) et autres émis",Quantité,2016,Montréal,VREG900019,3 282
6239,"Développement, urbanisme et permis","Nombre de permis de construction ICI (Industriel, Commercial, Institutionnel) et autres émis",Quantité,2017,Montréal,VREG900019,3 469
6239,"Développement, urbanisme et permis","Nombre de permis de construction ICI (Industriel, Commercial, Institutionnel) et autres émis",Quantité,2018,Montréal,VREG900019,3 359
6239,"Développement, urbanisme et permis","Nombre de permis de construction ICI (Industriel, Commercial, Institutionnel) et autres émis",Quantité,2019,Montréal,VREG900019,3 524
6239,"Développement, urbanisme et permis","Nombre de permis de construction ICI (Industriel, Commercial, Institutionnel) et autres émis",Quantité,2020,Montréal,VREG900019,2 460
6064,Gestion de l'eau,Population de la Ville de Montréal,habitants,2014,Montréal,VPOP900002,1 731 245
6064,Gestion de l'eau,Population de la Ville de Montréal,habitants,2015,Montréal,VPOP900002,1 753 034
6064,Gestion de l'eau,Population de la Ville de Montréal,habitants,2016,Montréal,VPOP900002,1 765 616
6064,Gestion de l'eau,Population de la Ville de Montréal,habitants,2017,Montréal,VPOP900002,1 777 058
6064,Gestion de l'eau,Population de la Ville de Montréal,habitants,2018,Montréal,VPOP900002,1 757 366
6064,Gestion de l'eau,Population de la Ville de Montréal,habitants,2019,Montréal,VPOP900002,1 801 546
6064,Gestion de l'eau,Population de la Ville de Montréal,habitants,2020,Montréal,VPOP900002,1 825 208
6250,Gestion de l'eau,Âge moyen des conduites d’eau potable,ans,2014,Montréal,VEAU900019,"59,4"
6250,Gestion de l'eau,Âge moyen des conduites d’eau potable,ans,2015,Montréal,VEAU900019,"60,0"
6250,Gestion de l'eau,Âge moyen des conduites d’eau potable,ans,2016,Montréal,VEAU900019,"60,7"
6250,Gestion de l'eau,Âge moyen des conduites d’eau potable,ans,2017,Montréal,VEAU900019,"60,4"
6250,Gestion de l'eau,Âge moyen des conduites d’eau potable,ans,2018,Montréal,VEAU900019,"60,6"
6250,Gestion de l'eau,Âge moyen des conduites d’eau potable,ans,2019,Montréal,VEAU900019,"60,6"
6250,Gestion de l'eau,Âge moyen des conduites d’eau potable,ans,2020,Montréal,VEAU900019,"62,3"
6904,Gestion de l'eau,Mégalitres d’eau potable traités,mégalitre,2014,Montréal,VEAU900048,568 838
6904,Gestion de l'eau,Mégalitres d’eau potable traités,mégalitre,2015,Montréal,VEAU900048,539 821
6904,Gestion de l'eau,Mégalitres d’eau potable traités,mégalitre,2016,Montréal,VEAU900048,526 359
6904,Gestion de l'eau,Mégalitres d’eau potable traités,mégalitre,2017,Montréal,VEAU900048,507 187
6904,Gestion de l'eau,Mégalitres d’eau potable traités,mégalitre,2018,Montréal,VEAU900048,519 569
6904,Gestion de l'eau,Mégalitres d’eau potable traités,mégalitre,2019,Montréal,VEAU900048,503 359
6904,Gestion de l'eau,Mégalitres d’eau potable traités,mégalitre,2020,Montréal,VEAU900048,490 915
6231,Gestion de l'eau,Longueur en km des conduites de distribution\transmission de l’eau potable,km,2014,Montréal,VEAU900003,4 226
6231,Gestion de l'eau,Longueur en km des conduites de distribution\transmission de l’eau potable,km,2015,Montréal,VEAU900003,4 226
6231,Gestion de l'eau,Longueur en km des conduites de distribution\transmission de l’eau potable,km,2016,Montréal,VEAU900003,4 231
6231,Gestion de l'eau,Longueur en km des conduites de distribution\transmission de l’eau potable,km,2017,Montréal,VEAU900003,4 232
6231,Gestion de l'eau,Longueur en km des conduites de distribution\transmission de l’eau potable,km,2018,Montréal,VEAU900003,4 281
6231,Gestion de l'eau,Longueur en km des conduites de distribution\transmission de l’eau potable,km,2019,Montréal,VEAU900003,4 281
6231,Gestion de l'eau,Longueur en km des conduites de distribution\transmission de l’eau potable,km,2020,Montréal,VEAU900003,4 254
6252,Gestion de l'eau,Nombre de bris d’aqueduc,Quantité,2014,Montréal,VEAU900020,1018
6252,Gestion de l'eau,Nombre de bris d’aqueduc,Quantité,2015,Montréal,VEAU900020,970
6252,Gestion de l'eau,Nombre de bris d’aqueduc,Quantité,2016,Montréal,VEAU900020,793
6252,Gestion de l'eau,Nombre de bris d’aqueduc,Quantité,2017,Montréal,VEAU900020,797
6252,Gestion de l'eau,Nombre de bris d’aqueduc,Quantité,2018,Montréal,VEAU900020,832
6252,Gestion de l'eau,Nombre de bris d’aqueduc,Quantité,2019,Montréal,VEAU900020,726
6252,Gestion de l'eau,Nombre de bris d’aqueduc,Quantité,2020,Montréal,VEAU900020,577
6900,Gestion de l'eau,Coûts directs relatifs au réseau d’égout sanitaire,$,2014,Montréal,VEAU100044,29 055 052 $
6900,Gestion de l'eau,Coûts directs relatifs au réseau d’égout sanitaire,$,2015,Montréal,VEAU100044,29 395 099 $
6900,Gestion de l'eau,Coûts directs relatifs au réseau d’égout sanitaire,$,2016,Montréal,VEAU100044,31 160 344 $
6900,Gestion de l'eau,Coûts directs relatifs au réseau d’égout sanitaire,$,2017,Montréal,VEAU100044,35 879 649 $
6900,Gestion de l'eau,Coûts directs relatifs au réseau d’égout sanitaire,$,2018,Montréal,VEAU100044,32 294 946 $
6900,Gestion de l'eau,Coûts directs relatifs au réseau d’égout sanitaire,$,2019,Montréal,VEAU100044,31 833 783 $
6900,Gestion de l'eau,Coûts directs relatifs au réseau d’égout sanitaire,$,2020,Montréal,VEAU100044,29 233 435 $
6901,Gestion de l'eau,Amortissement relatif au réseau d’égout sanitaire,$,2014,Montréal,VEAU100045,40 057 370 $
6901,Gestion de l'eau,Amortissement relatif au réseau d’égout sanitaire,$,2015,Montréal,VEAU100045,42 071 329 $
6901,Gestion de l'eau,Amortissement relatif au réseau d’égout sanitaire,$,2016,Montréal,VEAU100045,44 706 472 $
6901,Gestion de l'eau,Amortissement relatif au réseau d’égout sanitaire,$,2017,Montréal,VEAU100045,47 765 452 $
6901,Gestion de l'eau,Amortissement relatif au réseau d’égout sanitaire,$,2018,Montréal,VEAU100045,49 669 546 $
6901,Gestion de l'eau,Amortissement relatif au réseau d’égout sanitaire,$,2019,Montréal,VEAU100045,52 602 872 $
6901,Gestion de l'eau,Amortissement relatif au réseau d’égout sanitaire,$,2020,Montréal,VEAU100045,23 414 040 $
6902,Gestion de l'eau,Coûts directs relatifs au traitement des eaux usées,$,2014,Montréal,VEAU100046,48 407 693 $
6902,Gestion de l'eau,Coûts directs relatifs au traitement des eaux usées,$,2015,Montréal,VEAU100046,49 667 939 $
6902,Gestion de l'eau,Coûts directs relatifs au traitement des eaux usées,$,2016,Montréal,VEAU100046,49 366 380 $
6902,Gestion de l'eau,Coûts directs relatifs au traitement des eaux usées,$,2017,Montréal,VEAU100046,50 948 726 $
6902,Gestion de l'eau,Coûts directs relatifs au traitement des eaux usées,$,2018,Montréal,VEAU100046,49 029 294 $
6902,Gestion de l'eau,Coûts directs relatifs au traitement des eaux usées,$,2019,Montréal,VEAU100046,51 177 478 $
6902,Gestion de l'eau,Coûts directs relatifs au traitement des eaux usées,$,2020,Montréal,VEAU100046,52 101 448 $
6903,Gestion de l'eau,Amortissement relatif au traitement des eaux usées,$,2014,Montréal,VEAU100047,55 774 523 $
6903,Gestion de l'eau,Amortissement relatif au traitement des eaux usées,$,2015,Montréal,VEAU100047,55 881 120 $
6903,Gestion de l'eau,Amortissement relatif au traitement des eaux usées,$,2016,Montréal,VEAU100047,56 698 228 $
6903,Gestion de l'eau,Amortissement relatif au traitement des eaux usées,$,2017,Montréal,VEAU100047,55 858 701 $
6903,Gestion de l'eau,Amortissement relatif au traitement des eaux usées,$,2018,Montréal,VEAU100047,54 360 061 $
6903,Gestion de l'eau,Amortissement relatif au traitement des eaux usées,$,2019,Montréal,VEAU100047,45 904 557 $
6903,Gestion de l'eau,Amortissement relatif au traitement des eaux usées,$,2020,Montréal,VEAU100047,17 319 693 $
6905,Gestion de l'eau,Coûts directs relatifs au réseau de distribution de l’eau potable,$,2014,Montréal,VEAU100049,77 273 476 $
6905,Gestion de l'eau,Coûts directs relatifs au réseau de distribution de l’eau potable,$,2015,Montréal,VEAU100049,85 777 028 $
6905,Gestion de l'eau,Coûts directs relatifs au réseau de distribution de l’eau potable,$,2016,Montréal,VEAU100049,80 703 125 $
6905,Gestion de l'eau,Coûts directs relatifs au réseau de distribution de l’eau potable,$,2017,Montréal,VEAU100049,88 942 864 $
6905,Gestion de l'eau,Coûts directs relatifs au réseau de distribution de l’eau potable,$,2018,Montréal,VEAU100049,92 380 778 $
6905,Gestion de l'eau,Coûts directs relatifs au réseau de distribution de l’eau potable,$,2019,Montréal,VEAU100049,94 238 429 $
6905,Gestion de l'eau,Coûts directs relatifs au réseau de distribution de l’eau potable,$,2020,Montréal,VEAU100049,102 862 142 $
6906,Gestion de l'eau,Amortissement relatif au réseau de distribution de l’eau potable,$,2014,Montréal,VEAU100050,44 982 199 $
6906,Gestion de l'eau,Amortissement relatif au réseau de distribution de l’eau potable,$,2015,Montréal,VEAU100050,48 858 039 $
6906,Gestion de l'eau,Amortissement relatif au réseau de distribution de l’eau potable,$,2016,Montréal,VEAU100050,53 631 954 $
6906,Gestion de l'eau,Amortissement relatif au réseau de distribution de l’eau potable,$,2017,Montréal,VEAU100050,58 260 787 $
6906,Gestion de l'eau,Amortissement relatif au réseau de distribution de l’eau potable,$,2018,Montréal,VEAU100050,60 744 473 $
6906,Gestion de l'eau,Amortissement relatif au réseau de distribution de l’eau potable,$,2019,Montréal,VEAU100050,66 151 105 $
6906,Gestion de l'eau,Amortissement relatif au réseau de distribution de l’eau potable,$,2020,Montréal,VEAU100050,32 120 741 $
6882,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau de distribution de l’eau potable,$,2014,Montréal,VEAU100036,15 678 583 $
6882,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau de distribution de l’eau potable,$,2015,Montréal,VEAU100036,21 370 976 $
6882,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau de distribution de l’eau potable,$,2016,Montréal,VEAU100036,18 938 280 $
6882,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau de distribution de l’eau potable,$,2017,Montréal,VEAU100036,13 853 907 $
6882,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau de distribution de l’eau potable,$,2018,Montréal,VEAU100036,13 614 478 $
6882,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau de distribution de l’eau potable,$,2019,Montréal,VEAU100036,14 318 042 $
6882,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau de distribution de l’eau potable,$,2020,Montréal,VEAU100036,14 106 353 $
6318,Gestion de l'eau,Coûts directs relatifs au traitement de l’eau potable,$,2014,Montréal,VEAU100025,44 771 104 $
6318,Gestion de l'eau,Coûts directs relatifs au traitement de l’eau potable,$,2015,Montréal,VEAU100025,43 201 046 $
6318,Gestion de l'eau,Coûts directs relatifs au traitement de l’eau potable,$,2016,Montréal,VEAU100025,41 061 598 $
6318,Gestion de l'eau,Coûts directs relatifs au traitement de l’eau potable,$,2017,Montréal,VEAU100025,44 274 698 $
6318,Gestion de l'eau,Coûts directs relatifs au traitement de l’eau potable,$,2018,Montréal,VEAU100025,44 746 029 $
6318,Gestion de l'eau,Coûts directs relatifs au traitement de l’eau potable,$,2019,Montréal,VEAU100025,46 221 960 $
6318,Gestion de l'eau,Coûts directs relatifs au traitement de l’eau potable,$,2020,Montréal,VEAU100025,44 979 894 $
6319,Gestion de l'eau,Amortissement relatif au traitement de l’eau potable,$,2014,Montréal,VEAU100026,16 776 672 $
6319,Gestion de l'eau,Amortissement relatif au traitement de l’eau potable,$,2015,Montréal,VEAU100026,15 849 185 $
6319,Gestion de l'eau,Amortissement relatif au traitement de l’eau potable,$,2016,Montréal,VEAU100026,22 978 706 $
6319,Gestion de l'eau,Amortissement relatif au traitement de l’eau potable,$,2017,Montréal,VEAU100026,24 559 715 $
6319,Gestion de l'eau,Amortissement relatif au traitement de l’eau potable,$,2018,Montréal,VEAU100026,20 809 144 $
6319,Gestion de l'eau,Amortissement relatif au traitement de l’eau potable,$,2019,Montréal,VEAU100026,23 297 341 $
6319,Gestion de l'eau,Amortissement relatif au traitement de l’eau potable,$,2020,Montréal,VEAU100026,10 789 478 $
6884,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement de l’eau potable,$,2014,Montréal,VEAU100038,5 187 217 $
6884,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement de l’eau potable,$,2015,Montréal,VEAU100038,6 542 743 $
6884,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement de l’eau potable,$,2016,Montréal,VEAU100038,5 757 422 $
6884,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement de l’eau potable,$,2017,Montréal,VEAU100038,3 856 591 $
6884,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement de l’eau potable,$,2018,Montréal,VEAU100038,3 511 774 $
6884,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement de l’eau potable,$,2019,Montréal,VEAU100038,4 199 618 $
6884,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement de l’eau potable,$,2020,Montréal,VEAU100038,3 919 048 $
6885,Gestion de l'eau,Revenus d’autres municipalités relatifs au traitement de l’eau potable,$,2014,Montréal,VEAU100039,148 207 $
6885,Gestion de l'eau,Revenus d’autres municipalités relatifs au traitement de l’eau potable,$,2015,Montréal,VEAU100039,161 647 $
6885,Gestion de l'eau,Revenus d’autres municipalités relatifs au traitement de l’eau potable,$,2016,Montréal,VEAU100039,155 717 $
6885,Gestion de l'eau,Revenus d’autres municipalités relatifs au traitement de l’eau potable,$,2017,Montréal,VEAU100039,187 079 $
6885,Gestion de l'eau,Revenus d’autres municipalités relatifs au traitement de l’eau potable,$,2018,Montréal,VEAU100039,229 160 $
6885,Gestion de l'eau,Revenus d’autres municipalités relatifs au traitement de l’eau potable,$,2019,Montréal,VEAU100039,278 255 $
6885,Gestion de l'eau,Revenus d’autres municipalités relatifs au traitement de l’eau potable,$,2020,Montréal,VEAU100039,299 513 $
6894,Gestion de l'eau,Longueur en km des conduites du système de transport\collecte des eaux usées,km,2014,Montréal,VEAU900043,"4 121,2"
6894,Gestion de l'eau,Longueur en km des conduites du système de transport\collecte des eaux usées,km,2015,Montréal,VEAU900043,"4 122,6"
6894,Gestion de l'eau,Longueur en km des conduites du système de transport\collecte des eaux usées,km,2016,Montréal,VEAU900043,"4 124,2"
6894,Gestion de l'eau,Longueur en km des conduites du système de transport\collecte des eaux usées,km,2017,Montréal,VEAU900043,"4 119,5"
6894,Gestion de l'eau,Longueur en km des conduites du système de transport\collecte des eaux usées,km,2018,Montréal,VEAU900043,"4 079,4"
6894,Gestion de l'eau,Longueur en km des conduites du système de transport\collecte des eaux usées,km,2019,Montréal,VEAU900043,"4 079,4"
6894,Gestion de l'eau,Longueur en km des conduites du système de transport\collecte des eaux usées,km,2020,Montréal,VEAU900043,"4 050,0"
6245,Gestion de l'eau,Mégalitres des eaux usées traités,mégalitre,2014,Montréal,VEAU900014,785 358
6245,Gestion de l'eau,Mégalitres des eaux usées traités,mégalitre,2015,Montréal,VEAU900014,723 296
6245,Gestion de l'eau,Mégalitres des eaux usées traités,mégalitre,2016,Montréal,VEAU900014,751 711
6245,Gestion de l'eau,Mégalitres des eaux usées traités,mégalitre,2017,Montréal,VEAU900014,766 542
6245,Gestion de l'eau,Mégalitres des eaux usées traités,mégalitre,2018,Montréal,VEAU900014,729 603
6245,Gestion de l'eau,Mégalitres des eaux usées traités,mégalitre,2019,Montréal,VEAU900014,754 845
6245,Gestion de l'eau,Mégalitres des eaux usées traités,mégalitre,2020,Montréal,VEAU900014,702 900
6253,Gestion de l'eau,Âge moyen des conduites d’eaux usées,ans,2014,Montréal,VEAU900021,"58,9"
6253,Gestion de l'eau,Âge moyen des conduites d’eaux usées,ans,2015,Montréal,VEAU900021,"59,6"
6253,Gestion de l'eau,Âge moyen des conduites d’eaux usées,ans,2016,Montréal,VEAU900021,"60,5"
6253,Gestion de l'eau,Âge moyen des conduites d’eaux usées,ans,2017,Montréal,VEAU900021,"60,5"
6253,Gestion de l'eau,Âge moyen des conduites d’eaux usées,ans,2018,Montréal,VEAU900021,"57,4"
6253,Gestion de l'eau,Âge moyen des conduites d’eaux usées,ans,2019,Montréal,VEAU900021,"57,4"
6253,Gestion de l'eau,Âge moyen des conduites d’eaux usées,ans,2020,Montréal,VEAU900021,"59,1"
6257,Gestion de l'eau,Mégalitres d’eaux usées non traités,mégalitre,2014,Montréal,VEAU900022,4 668
6257,Gestion de l'eau,Mégalitres d’eaux usées non traités,mégalitre,2015,Montréal,VEAU900022,8 037
6257,Gestion de l'eau,Mégalitres d’eaux usées non traités,mégalitre,2016,Montréal,VEAU900022,5 254
6257,Gestion de l'eau,Mégalitres d’eaux usées non traités,mégalitre,2017,Montréal,VEAU900022,4 273
6257,Gestion de l'eau,Mégalitres d’eaux usées non traités,mégalitre,2018,Montréal,VEAU900022,2 584
6257,Gestion de l'eau,Mégalitres d’eaux usées non traités,mégalitre,2019,Montréal,VEAU900022,5 747
6257,Gestion de l'eau,Mégalitres d’eaux usées non traités,mégalitre,2020,Montréal,VEAU900022,4 034
6262,Gestion de l'eau,Nombre de refoulements dans les conduites d’eaux usées,Quantité,2014,Montréal,VEAU900024,201
6262,Gestion de l'eau,Nombre de refoulements dans les conduites d’eaux usées,Quantité,2015,Montréal,VEAU900024,201
6262,Gestion de l'eau,Nombre de refoulements dans les conduites d’eaux usées,Quantité,2016,Montréal,VEAU900024,302
6262,Gestion de l'eau,Nombre de refoulements dans les conduites d’eaux usées,Quantité,2017,Montréal,VEAU900024,357
6262,Gestion de l'eau,Nombre de refoulements dans les conduites d’eaux usées,Quantité,2018,Montréal,VEAU900024,282
6262,Gestion de l'eau,Nombre de refoulements dans les conduites d’eaux usées,Quantité,2019,Montréal,VEAU900024,326
6262,Gestion de l'eau,Nombre de refoulements dans les conduites d’eaux usées,Quantité,2020,Montréal,VEAU900024,"215,0"
6886,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau d’égout sanitaire,$,2014,Montréal,VEAU100040,5 172 624 $
6886,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau d’égout sanitaire,$,2015,Montréal,VEAU100040,6 409 674 $
6886,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau d’égout sanitaire,$,2016,Montréal,VEAU100040,6 687 985 $
6886,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau d’égout sanitaire,$,2017,Montréal,VEAU100040,4 883 742 $
6886,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau d’égout sanitaire,$,2018,Montréal,VEAU100040,4 171 744 $
6886,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau d’égout sanitaire,$,2019,Montréal,VEAU100040,4 151 258 $
6886,Gestion de l'eau,Coûts du soutien aux activités relatifs au réseau d’égout sanitaire,$,2020,Montréal,VEAU100040,3 549 027 $
6888,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement des eaux usées,$,2014,Montréal,VEAU100041,5 620 810 $
6888,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement des eaux usées,$,2015,Montréal,VEAU100041,7 429 093 $
6888,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement des eaux usées,$,2016,Montréal,VEAU100041,6 990 662 $
6888,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement des eaux usées,$,2017,Montréal,VEAU100041,4 541 319 $
6888,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement des eaux usées,$,2018,Montréal,VEAU100041,3 903 750 $
6888,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement des eaux usées,$,2019,Montréal,VEAU100041,4 652 741 $
6888,Gestion de l'eau,Coûts du soutien aux activités relatifs au traitement des eaux usées,$,2020,Montréal,VEAU100041,4 520 442 $
6259,Gestion de l'eau,Nombre de kilomètres de conduite d'égout,km,2014,Montréal,VEAU900023,5 024
6259,Gestion de l'eau,Nombre de kilomètres de conduite d'égout,km,2015,Montréal,VEAU900023,5 024
6259,Gestion de l'eau,Nombre de kilomètres de conduite d'égout,km,2016,Montréal,VEAU900023,5 068
6259,Gestion de l'eau,Nombre de kilomètres de conduite d'égout,km,2017,Montréal,VEAU900023,5 065
6259,Gestion de l'eau,Nombre de kilomètres de conduite d'égout,km,2018,Montréal,VEAU900023,5 050
6259,Gestion de l'eau,Nombre de kilomètres de conduite d'égout,km,2019,Montréal,VEAU900023,5 050
6259,Gestion de l'eau,Nombre de kilomètres de conduite d'égout,km,2020,Montréal,VEAU900023,5 067
6297,Gestion des investissements,Revenus totaux réalisés sur les placements,$,2014,Montréal,VFIN100033,30 862 488
6297,Gestion des investissements,Revenus totaux réalisés sur les placements,$,2015,Montréal,VFIN100033,28 937 605
6297,Gestion des investissements,Revenus totaux réalisés sur les placements,$,2016,Montréal,VFIN100033,27 300 626
6297,Gestion des investissements,Revenus totaux réalisés sur les placements,$,2017,Montréal,VFIN100033,27 382 262
6297,Gestion des investissements,Revenus totaux réalisés sur les placements,$,2018,Montréal,VFIN100033,44 013 939
6297,Gestion des investissements,Revenus totaux réalisés sur les placements,$,2019,Montréal,VFIN100033,52 817 855
6297,Gestion des investissements,Revenus totaux réalisés sur les placements,$,2020,Montréal,VFIN100033,21 696 870
6298,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne et à l’externe,$,2014,Montréal,VFIN100034,1 918 142 596
6298,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne et à l’externe,$,2015,Montréal,VFIN100034,2 243 397 790
6298,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne et à l’externe,$,2016,Montréal,VFIN100034,2 005 927 454
6298,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne et à l’externe,$,2017,Montréal,VFIN100034,1 862 808 586
6298,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne et à l’externe,$,2018,Montréal,VFIN100034,2 171 212 223
6298,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne et à l’externe,$,2019,Montréal,VFIN100034,2 431 828 411
6298,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne et à l’externe,$,2020,Montréal,VFIN100034,1 581 734 467
6572,Gestion des investissements,Revenus totaux réalisés sur les placements gérés à l’interne,$,2014,Montréal,VFIN100042,30 862 488
6572,Gestion des investissements,Revenus totaux réalisés sur les placements gérés à l’interne,$,2015,Montréal,VFIN100042,28 937 605
6572,Gestion des investissements,Revenus totaux réalisés sur les placements gérés à l’interne,$,2016,Montréal,VFIN100042,27 300 626
6572,Gestion des investissements,Revenus totaux réalisés sur les placements gérés à l’interne,$,2017,Montréal,VFIN100042,27 382 262
6572,Gestion des investissements,Revenus totaux réalisés sur les placements gérés à l’interne,$,2018,Montréal,VFIN100042,44 013 939
6572,Gestion des investissements,Revenus totaux réalisés sur les placements gérés à l’interne,$,2019,Montréal,VFIN100042,52 817 855
6572,Gestion des investissements,Revenus totaux réalisés sur les placements gérés à l’interne,$,2020,Montréal,VFIN100042,21 696 870
6573,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne,$,2014,Montréal,VFIN100043,1 918 142 596
6573,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne,$,2015,Montréal,VFIN100043,2 243 397 790
6573,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne,$,2016,Montréal,VFIN100043,2 005 927 454
6573,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne,$,2017,Montréal,VFIN100043,1 862 808 586
6573,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne,$,2018,Montréal,VFIN100043,2 171 212 223
6573,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne,$,2019,Montréal,VFIN100043,2 431 828 411
6573,Gestion des investissements,Valeur comptable moyenne pondérée des placements gérés à l’interne,$,2020,Montréal,VFIN100043,1 581 734 467
6919,Gestion des investissements,Pourcentage brut de rendement réalisé sur le portefeuille de placements pour les 3 derniers exercices,%,2015,Montréal,VFIN900069,"0,0453"
6919,Gestion des investissements,Pourcentage brut de rendement réalisé sur le portefeuille de placements pour les 3 derniers exercices,%,2016,Montréal,VFIN900069,"0,0426"
6919,Gestion des investissements,Pourcentage brut de rendement réalisé sur le portefeuille de placements pour les 3 derniers exercices,%,2017,Montréal,VFIN900069,"0,0412"
6919,Gestion des investissements,Pourcentage brut de rendement réalisé sur le portefeuille de placements pour les 3 derniers exercices,%,2018,Montréal,VFIN900069,"0,0486"
6919,Gestion des investissements,Pourcentage brut de rendement réalisé sur le portefeuille de placements pour les 3 derniers exercices,%,2019,Montréal,VFIN900069,"0,0567"
6919,Gestion des investissements,Pourcentage brut de rendement réalisé sur le portefeuille de placements pour les 3 derniers exercices,%,2020,Montréal,VFIN900069,"0,0557"
6064,Gestion des matières résiduelles,Population de la Ville de Montréal,habitants,2014,Montréal,VPOP900002,1 731 245
6064,Gestion des matières résiduelles,Population de la Ville de Montréal,habitants,2015,Montréal,VPOP900002,1 753 034
6064,Gestion des matières résiduelles,Population de la Ville de Montréal,habitants,2016,Montréal,VPOP900002,1 765 616
6064,Gestion des matières résiduelles,Population de la Ville de Montréal,habitants,2017,Montréal,VPOP900002,1 777 058
6064,Gestion des matières résiduelles,Population de la Ville de Montréal,habitants,2018,Montréal,VPOP900002,1 757 366
6064,Gestion des matières résiduelles,Population de la Ville de Montréal,habitants,2019,Montréal,VPOP900002,1 801 546
6064,Gestion des matières résiduelles,Population de la Ville de Montréal,habitants,2020,Montréal,VPOP900002,1 825 208
6254,Gestion des matières résiduelles,Amortissement relatif à l’élimination des matières résiduelles,$,2014,Montréal,VGMR100003,107 839
6254,Gestion des matières résiduelles,Amortissement relatif à l’élimination des matières résiduelles,$,2015,Montréal,VGMR100003,135 099
6254,Gestion des matières résiduelles,Amortissement relatif à l’élimination des matières résiduelles,$,2016,Montréal,VGMR100003,42 163
6254,Gestion des matières résiduelles,Amortissement relatif à l’élimination des matières résiduelles,$,2017,Montréal,VGMR100003,85 393
6254,Gestion des matières résiduelles,Amortissement relatif à l’élimination des matières résiduelles,$,2018,Montréal,VGMR100003,103 727
6254,Gestion des matières résiduelles,Amortissement relatif à l’élimination des matières résiduelles,$,2019,Montréal,VGMR100003,147 793
6254,Gestion des matières résiduelles,Amortissement relatif à l’élimination des matières résiduelles,$,2020,Montréal,VGMR100003,85 282
6256,Gestion des matières résiduelles,Coûts directs relatifs à la valorisation des matières résiduelles,$,2014,Montréal,VGMR100005,47 092 821
6256,Gestion des matières résiduelles,Coûts directs relatifs à la valorisation des matières résiduelles,$,2015,Montréal,VGMR100005,50 829 423
6256,Gestion des matières résiduelles,Coûts directs relatifs à la valorisation des matières résiduelles,$,2016,Montréal,VGMR100005,56 014 048
6256,Gestion des matières résiduelles,Coûts directs relatifs à la valorisation des matières résiduelles,$,2017,Montréal,VGMR100005,55 858 062
6256,Gestion des matières résiduelles,Coûts directs relatifs à la valorisation des matières résiduelles,$,2018,Montréal,VGMR100005,67 338 065
6256,Gestion des matières résiduelles,Coûts directs relatifs à la valorisation des matières résiduelles,$,2019,Montréal,VGMR100005,75 563 503
6256,Gestion des matières résiduelles,Coûts directs relatifs à la valorisation des matières résiduelles,$,2020,Montréal,VGMR100005,81 116 639
6260,Gestion des matières résiduelles,Amortissement relatif à la valorisation des matières résiduelles,$,2014,Montréal,VGMR100006,3 448 408
