KPIID,Domaine,NomIndicateur,UniteMesure,noIndicateur,TypeIndicateur,ville,DateDonnee,Calcul,Valeur
2578,Comptes fournisseurs,Nombre de factures payées pour 1 000 000 $ d’achats municipaux,Quantité,FINV230,REMC,Montréal,2016,( VFIN900053 + VFIN900055 + VFIN900061 ) / ( VADM100044 / 1000000 ),"266,09"
2578,Comptes fournisseurs,Nombre de factures payées pour 1 000 000 $ d’achats municipaux,Quantité,FINV230,REMC,Montréal,2017,( VFIN900053 + VFIN900055 + VFIN900061 ) / ( VADM100044 / 1000000 ),"228,45"
2578,Comptes fournisseurs,Nombre de factures payées pour 1 000 000 $ d’achats municipaux,Quantité,FINV230,REMC,Montréal,2018,( VFIN900053 + VFIN900055 + VFIN900061 ) / ( VADM100044 / 1000000 ),"186,89"
2578,Comptes fournisseurs,Nombre de factures payées pour 1 000 000 $ d’achats municipaux,Quantité,FINV230,REMC,Montréal,2019,( VFIN900053 + VFIN900055 + VFIN900061 ) / ( VADM100044 / 1000000 ),"175,46"
2578,Comptes fournisseurs,Nombre de factures payées pour 1 000 000 $ d’achats municipaux,Quantité,FINV230,REMC,Montréal,2020,( VFIN900053 + VFIN900055 + VFIN900061 ) / ( VADM100044 / 1000000 ),"148,73"
2579,Comptes fournisseurs,Nombre de factures payées par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,Quantité,FINV325,REMC,Montréal,2014,( VFIN900053 + VFIN900055 + VFIN900061 ) / VFIN900040,18 159
2579,Comptes fournisseurs,Nombre de factures payées par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,Quantité,FINV325,REMC,Montréal,2015,( VFIN900053 + VFIN900055 + VFIN900061 ) / VFIN900040,18 313
2579,Comptes fournisseurs,Nombre de factures payées par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,Quantité,FINV325,REMC,Montréal,2016,( VFIN900053 + VFIN900055 + VFIN900061 ) / VFIN900040,20 934
2579,Comptes fournisseurs,Nombre de factures payées par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,Quantité,FINV325,REMC,Montréal,2017,( VFIN900053 + VFIN900055 + VFIN900061 ) / VFIN900040,19 623
2579,Comptes fournisseurs,Nombre de factures payées par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,Quantité,FINV325,REMC,Montréal,2018,( VFIN900053 + VFIN900055 + VFIN900061 ) / VFIN900040,14 753
2579,Comptes fournisseurs,Nombre de factures payées par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,Quantité,FINV325,REMC,Montréal,2019,( VFIN900053 + VFIN900055 + VFIN900061 ) / VFIN900040,13 776
2579,Comptes fournisseurs,Nombre de factures payées par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,Quantité,FINV325,REMC,Montréal,2020,( VFIN900053 + VFIN900055 + VFIN900061 ) / VFIN900040,10 246
2671,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,$,FINV319,REMC,Montréal,2015,( VFIN100075 + VFIN100005 ) / VFIN900040,"81 263,52$"
2671,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,$,FINV319,REMC,Montréal,2016,( VFIN100075 + VFIN100005 ) / VFIN900040,"85 655,04$"
2671,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,$,FINV319,REMC,Montréal,2017,( VFIN100075 + VFIN100005 ) / VFIN900040,"90 660,85$"
2671,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,$,FINV319,REMC,Montréal,2018,( VFIN100075 + VFIN100005 ) / VFIN900040,"78 090,18$"
2671,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,$,FINV319,REMC,Montréal,2019,( VFIN100075 + VFIN100005 ) / VFIN900040,"74 469,19$"
2671,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par équivalent à temps plein (ETP) assurant le traitement des comptes fournisseurs,$,FINV319,REMC,Montréal,2020,( VFIN100075 + VFIN100005 ) / VFIN900040,"80 695,23$"
2532,Culture,Coût total des activités culturelles par habitant,$,CLTR205T,REMC,Montréal,2014,( VCLT100004 + VCLT100014 + VCLT100005 - VCLT100015 ) / VPOP900004,"45,07"
2532,Culture,Coût total des activités culturelles par habitant,$,CLTR205T,REMC,Montréal,2015,( VCLT100004 + VCLT100014 + VCLT100005 - VCLT100015 ) / VPOP900004,46
2532,Culture,Coût total des activités culturelles par habitant,$,CLTR205T,REMC,Montréal,2016,( VCLT100004 + VCLT100014 + VCLT100005 - VCLT100015 ) / VPOP900004,"46,93"
2532,Culture,Coût total des activités culturelles par habitant,$,CLTR205T,REMC,Montréal,2017,( VCLT100004 + VCLT100014 + VCLT100005 - VCLT100015 ) / VPOP900004,"52,12"
2532,Culture,Coût total des activités culturelles par habitant,$,CLTR205T,REMC,Montréal,2018,( VCLT100004 + VCLT100014 + VCLT100005 - VCLT100015 ) / VPOP900004,"51,05"
2532,Culture,Coût total des activités culturelles par habitant,$,CLTR205T,REMC,Montréal,2019,( VCLT100004 + VCLT100014 + VCLT100005 - VCLT100015 ) / VPOP900004,"52,35"
2532,Culture,Coût total des activités culturelles par habitant,$,CLTR205T,REMC,Montréal,2020,( VCLT100004 + VCLT100014 + VCLT100005 - VCLT100015 ) / VPOP900004,"46,37"
2653,Culture,Subventions octroyées pour la culture par habitant,$,CLTR125,REMC,Montréal,2014,VCLT900019 / VPOP900004,"18,3"
2653,Culture,Subventions octroyées pour la culture par habitant,$,CLTR125,REMC,Montréal,2015,VCLT900019 / VPOP900004,"19,48"
2653,Culture,Subventions octroyées pour la culture par habitant,$,CLTR125,REMC,Montréal,2016,VCLT900019 / VPOP900004,"18,52"
2653,Culture,Subventions octroyées pour la culture par habitant,$,CLTR125,REMC,Montréal,2017,VCLT900019 / VPOP900004,"22,56"
2653,Culture,Subventions octroyées pour la culture par habitant,$,CLTR125,REMC,Montréal,2018,VCLT900019 / VPOP900004,"18,07"
2653,Culture,Subventions octroyées pour la culture par habitant,$,CLTR125,REMC,Montréal,2019,VCLT900019 / VPOP900004,"18,94"
2653,Culture,Subventions octroyées pour la culture par habitant,$,CLTR125,REMC,Montréal,2020,VCLT900019 / VPOP900004,"19,41"
2563,"Développement, urbanisme et permis",Nombre de permis de construction émis,Quantité,BLDG801,REMC,Montréal,2014,VREG900024 + VREG900019,16 170
2563,"Développement, urbanisme et permis",Nombre de permis de construction émis,Quantité,BLDG801,REMC,Montréal,2015,VREG900024 + VREG900019,15 847
2563,"Développement, urbanisme et permis",Nombre de permis de construction émis,Quantité,BLDG801,REMC,Montréal,2016,VREG900024 + VREG900019,16 198
2563,"Développement, urbanisme et permis",Nombre de permis de construction émis,Quantité,BLDG801,REMC,Montréal,2017,VREG900024 + VREG900019,16 741
2563,"Développement, urbanisme et permis",Nombre de permis de construction émis,Quantité,BLDG801,REMC,Montréal,2018,VREG900024 + VREG900019,16 862
2563,"Développement, urbanisme et permis",Nombre de permis de construction émis,Quantité,BLDG801,REMC,Montréal,2019,VREG900024 + VREG900019,17 546
2563,"Développement, urbanisme et permis",Nombre de permis de construction émis,Quantité,BLDG801,REMC,Montréal,2020,VREG900024 + VREG900019,14 428
2572,"Développement, urbanisme et permis",Nombre de nouveaux logements créés pour 100 000 habitants,Quantité,BLDG221,REMC,Montréal,2014,VREG900025 / VPOP900002 * 100000,"476,8"
2572,"Développement, urbanisme et permis",Nombre de nouveaux logements créés pour 100 000 habitants,Quantité,BLDG221,REMC,Montréal,2015,VREG900025 / VPOP900002 * 100000,"411,8"
2572,"Développement, urbanisme et permis",Nombre de nouveaux logements créés pour 100 000 habitants,Quantité,BLDG221,REMC,Montréal,2016,VREG900025 / VPOP900002 * 100000,"322,8"
2572,"Développement, urbanisme et permis",Nombre de nouveaux logements créés pour 100 000 habitants,Quantité,BLDG221,REMC,Montréal,2017,VREG900025 / VPOP900002 * 100000,"631,5"
2572,"Développement, urbanisme et permis",Nombre de nouveaux logements créés pour 100 000 habitants,Quantité,BLDG221,REMC,Montréal,2018,VREG900025 / VPOP900002 * 100000,"803,8"
2572,"Développement, urbanisme et permis",Nombre de nouveaux logements créés pour 100 000 habitants,Quantité,BLDG221,REMC,Montréal,2019,VREG900025 / VPOP900002 * 100000,"656,2"
2572,"Développement, urbanisme et permis",Nombre de nouveaux logements créés pour 100 000 habitants,Quantité,BLDG221,REMC,Montréal,2020,VREG900025 / VPOP900002 * 100000,"644,9"
2515,Gestion de l'eau,Coût total du traitement d’eau potable par mégalitre d’eau traité,$,WATR310T,REMC,Montréal,2014,( VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"117,06"
2515,Gestion de l'eau,Coût total du traitement d’eau potable par mégalitre d’eau traité,$,WATR310T,REMC,Montréal,2015,( VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"121,21"
2515,Gestion de l'eau,Coût total du traitement d’eau potable par mégalitre d’eau traité,$,WATR310T,REMC,Montréal,2016,( VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"132,31"
2515,Gestion de l'eau,Coût total du traitement d’eau potable par mégalitre d’eau traité,$,WATR310T,REMC,Montréal,2017,( VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"142,95"
2515,Gestion de l'eau,Coût total du traitement d’eau potable par mégalitre d’eau traité,$,WATR310T,REMC,Montréal,2018,( VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"132,49"
2515,Gestion de l'eau,Coût total du traitement d’eau potable par mégalitre d’eau traité,$,WATR310T,REMC,Montréal,2019,( VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"145,9"
2515,Gestion de l'eau,Coût total du traitement d’eau potable par mégalitre d’eau traité,$,WATR310T,REMC,Montréal,2020,( VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"120,98"
2534,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par mégalitre d’eau traité,$,WATR315T,REMC,Montréal,2016,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"423,5"
2534,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par mégalitre d’eau traité,$,WATR315T,REMC,Montréal,2017,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"460,5"
2534,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par mégalitre d’eau traité,$,WATR315T,REMC,Montréal,2018,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"453,41"
2534,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par mégalitre d’eau traité,$,WATR315T,REMC,Montréal,2019,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"492,98"
2534,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par mégalitre d’eau traité,$,WATR315T,REMC,Montréal,2020,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VEAU900048,"424,67"
2538,Gestion de l'eau,Âge moyen des conduites d’eau potable,Quantité,WATR809,REMC,Montréal,2014,VEAU900019,"59,4"
2538,Gestion de l'eau,Âge moyen des conduites d’eau potable,Quantité,WATR809,REMC,Montréal,2015,VEAU900019,60
2538,Gestion de l'eau,Âge moyen des conduites d’eau potable,Quantité,WATR809,REMC,Montréal,2016,VEAU900019,"60,7"
2538,Gestion de l'eau,Âge moyen des conduites d’eau potable,Quantité,WATR809,REMC,Montréal,2017,VEAU900019,"60,4"
2538,Gestion de l'eau,Âge moyen des conduites d’eau potable,Quantité,WATR809,REMC,Montréal,2018,VEAU900019,"60,6"
2538,Gestion de l'eau,Âge moyen des conduites d’eau potable,Quantité,WATR809,REMC,Montréal,2019,VEAU900019,"60,6"
2538,Gestion de l'eau,Âge moyen des conduites d’eau potable,Quantité,WATR809,REMC,Montréal,2020,VEAU900019,"62,3"
2539,Gestion de l'eau,Mégalitres d’eau potable traités pour 100 000 habitants,Quantité,WATR210,REMC,Montréal,2014,VEAU900048 / VPOP900002 * 100000,32 857
2539,Gestion de l'eau,Mégalitres d’eau potable traités pour 100 000 habitants,Quantité,WATR210,REMC,Montréal,2015,VEAU900048 / VPOP900002 * 100000,30 794
2539,Gestion de l'eau,Mégalitres d’eau potable traités pour 100 000 habitants,Quantité,WATR210,REMC,Montréal,2016,VEAU900048 / VPOP900002 * 100000,29 812
2539,Gestion de l'eau,Mégalitres d’eau potable traités pour 100 000 habitants,Quantité,WATR210,REMC,Montréal,2017,VEAU900048 / VPOP900002 * 100000,28 541
2539,Gestion de l'eau,Mégalitres d’eau potable traités pour 100 000 habitants,Quantité,WATR210,REMC,Montréal,2018,VEAU900048 / VPOP900002 * 100000,29 565
2539,Gestion de l'eau,Mégalitres d’eau potable traités pour 100 000 habitants,Quantité,WATR210,REMC,Montréal,2019,VEAU900048 / VPOP900002 * 100000,27 940
2539,Gestion de l'eau,Mégalitres d’eau potable traités pour 100 000 habitants,Quantité,WATR210,REMC,Montréal,2020,VEAU900048 / VPOP900002 * 100000,26 896
2541,Gestion de l'eau,Nombre de bris par 100 kilomètres de conduite,Quantité,WATR410,REMC,Montréal,2014,VEAU900020 / VEAU900003 * 100,"24,09"
2541,Gestion de l'eau,Nombre de bris par 100 kilomètres de conduite,Quantité,WATR410,REMC,Montréal,2015,VEAU900020 / VEAU900003 * 100,"22,95"
2541,Gestion de l'eau,Nombre de bris par 100 kilomètres de conduite,Quantité,WATR410,REMC,Montréal,2016,VEAU900020 / VEAU900003 * 100,"18,74"
2541,Gestion de l'eau,Nombre de bris par 100 kilomètres de conduite,Quantité,WATR410,REMC,Montréal,2017,VEAU900020 / VEAU900003 * 100,"18,83"
2541,Gestion de l'eau,Nombre de bris par 100 kilomètres de conduite,Quantité,WATR410,REMC,Montréal,2018,VEAU900020 / VEAU900003 * 100,"19,43"
2541,Gestion de l'eau,Nombre de bris par 100 kilomètres de conduite,Quantité,WATR410,REMC,Montréal,2019,VEAU900020 / VEAU900003 * 100,"16,96"
2541,Gestion de l'eau,Nombre de bris par 100 kilomètres de conduite,Quantité,WATR410,REMC,Montréal,2020,VEAU900020 / VEAU900003 * 100,"13,56"
2657,Gestion de l'eau,Coût total pour la distribution/transmission d’eau potable par km de conduites de distribution d’eau,$,WATR305T,REMC,Montréal,2014,( VEAU100049 + VEAU100036 + VEAU100050 ) / VEAU900003,32 639
2657,Gestion de l'eau,Coût total pour la distribution/transmission d’eau potable par km de conduites de distribution d’eau,$,WATR305T,REMC,Montréal,2015,( VEAU100049 + VEAU100036 + VEAU100050 ) / VEAU900003,36 916
2657,Gestion de l'eau,Coût total pour la distribution/transmission d’eau potable par km de conduites de distribution d’eau,$,WATR305T,REMC,Montréal,2016,( VEAU100049 + VEAU100036 + VEAU100050 ) / VEAU900003,36 226
2657,Gestion de l'eau,Coût total pour la distribution/transmission d’eau potable par km de conduites de distribution d’eau,$,WATR305T,REMC,Montréal,2017,( VEAU100049 + VEAU100036 + VEAU100050 ) / VEAU900003,38 057
2657,Gestion de l'eau,Coût total pour la distribution/transmission d’eau potable par km de conduites de distribution d’eau,$,WATR305T,REMC,Montréal,2018,( VEAU100049 + VEAU100036 + VEAU100050 ) / VEAU900003,38 949
2657,Gestion de l'eau,Coût total pour la distribution/transmission d’eau potable par km de conduites de distribution d’eau,$,WATR305T,REMC,Montréal,2019,( VEAU100049 + VEAU100036 + VEAU100050 ) / VEAU900003,40 810
2657,Gestion de l'eau,Coût total pour la distribution/transmission d’eau potable par km de conduites de distribution d’eau,$,WATR305T,REMC,Montréal,2020,( VEAU100049 + VEAU100036 + VEAU100050 ) / VEAU900003,35 047
2809,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par habitant,$,WATR214T,REMC,Montréal,2014,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VPOP900002,"118,14"
2809,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par habitant,$,WATR214T,REMC,Montréal,2015,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VPOP900002,"126,32"
2809,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par habitant,$,WATR214T,REMC,Montréal,2016,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VPOP900002,"126,25"
2809,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par habitant,$,WATR214T,REMC,Montréal,2017,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VPOP900002,"131,43"
2809,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par habitant,$,WATR214T,REMC,Montréal,2018,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VPOP900002,"134,05"
2809,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par habitant,$,WATR214T,REMC,Montréal,2019,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VPOP900002,"137,74"
2809,Gestion de l'eau,Coût total du traitement et de la distribution/transmission d’eau potable par habitant,$,WATR214T,REMC,Montréal,2020,( VEAU100049 + VEAU100036 + VEAU100050 + VEAU100025 + VEAU100038 + VEAU100026 - VEAU100039 ) / VPOP900002,"114,22"
2530,Gestion de l'eau,Mégalitres d’eaux usées traités pour 100 000 habitants,Quantité,WWTR210,REMC,Montréal,2014,VEAU900014 / VPOP900002 * 100000,45 364
2530,Gestion de l'eau,Mégalitres d’eaux usées traités pour 100 000 habitants,Quantité,WWTR210,REMC,Montréal,2015,VEAU900014 / VPOP900002 * 100000,41 260
2530,Gestion de l'eau,Mégalitres d’eaux usées traités pour 100 000 habitants,Quantité,WWTR210,REMC,Montréal,2016,VEAU900014 / VPOP900002 * 100000,42 575
2530,Gestion de l'eau,Mégalitres d’eaux usées traités pour 100 000 habitants,Quantité,WWTR210,REMC,Montréal,2017,VEAU900014 / VPOP900002 * 100000,43 135
2530,Gestion de l'eau,Mégalitres d’eaux usées traités pour 100 000 habitants,Quantité,WWTR210,REMC,Montréal,2018,VEAU900014 / VPOP900002 * 100000,41 517
2530,Gestion de l'eau,Mégalitres d’eaux usées traités pour 100 000 habitants,Quantité,WWTR210,REMC,Montréal,2019,VEAU900014 / VPOP900002 * 100000,41 900
2530,Gestion de l'eau,Mégalitres d’eaux usées traités pour 100 000 habitants,Quantité,WWTR210,REMC,Montréal,2020,VEAU900014 / VPOP900002 * 100000,38 511
2535,Gestion de l'eau,Coût total du système de transport/collecte des eaux usées par kilomètre de conduite,$,WWTR305T,REMC,Montréal,2014,( VEAU100044 + VEAU100040 + VEAU100045 ) / VEAU900043,18 025$
2535,Gestion de l'eau,Coût total du système de transport/collecte des eaux usées par kilomètre de conduite,$,WWTR305T,REMC,Montréal,2015,( VEAU100044 + VEAU100040 + VEAU100045 ) / VEAU900043,18 890$
2535,Gestion de l'eau,Coût total du système de transport/collecte des eaux usées par kilomètre de conduite,$,WWTR305T,REMC,Montréal,2016,( VEAU100044 + VEAU100040 + VEAU100045 ) / VEAU900043,20 017$
2535,Gestion de l'eau,Coût total du système de transport/collecte des eaux usées par kilomètre de conduite,$,WWTR305T,REMC,Montréal,2017,( VEAU100044 + VEAU100040 + VEAU100045 ) / VEAU900043,21 490$
2535,Gestion de l'eau,Coût total du système de transport/collecte des eaux usées par kilomètre de conduite,$,WWTR305T,REMC,Montréal,2018,( VEAU100044 + VEAU100040 + VEAU100045 ) / VEAU900043,21 115$
2535,Gestion de l'eau,Coût total du système de transport/collecte des eaux usées par kilomètre de conduite,$,WWTR305T,REMC,Montréal,2019,( VEAU100044 + VEAU100040 + VEAU100045 ) / VEAU900043,21 716$
2535,Gestion de l'eau,Coût total du système de transport/collecte des eaux usées par kilomètre de conduite,$,WWTR305T,REMC,Montréal,2020,( VEAU100044 + VEAU100040 + VEAU100045 ) / VEAU900043,13 876$
2536,Gestion de l'eau,Coût total du système de traitement des eaux usées par mégalitre d’eau traitée,$,WWTR310T,REMC,Montréal,2014,( VEAU100046 + VEAU100041 + VEAU100047 ) / VEAU900014,"139,81$"
2536,Gestion de l'eau,Coût total du système de traitement des eaux usées par mégalitre d’eau traitée,$,WWTR310T,REMC,Montréal,2015,( VEAU100046 + VEAU100041 + VEAU100047 ) / VEAU900014,"156,20$"
2536,Gestion de l'eau,Coût total du système de traitement des eaux usées par mégalitre d’eau traitée,$,WWTR310T,REMC,Montréal,2016,( VEAU100046 + VEAU100041 + VEAU100047 ) / VEAU900014,"150,40$"
2536,Gestion de l'eau,Coût total du système de traitement des eaux usées par mégalitre d’eau traitée,$,WWTR310T,REMC,Montréal,2017,( VEAU100046 + VEAU100041 + VEAU100047 ) / VEAU900014,"145,26$"
2536,Gestion de l'eau,Coût total du système de traitement des eaux usées par mégalitre d’eau traitée,$,WWTR310T,REMC,Montréal,2018,( VEAU100046 + VEAU100041 + VEAU100047 ) / VEAU900014,"147,06$"
2536,Gestion de l'eau,Coût total du système de traitement des eaux usées par mégalitre d’eau traitée,$,WWTR310T,REMC,Montréal,2019,( VEAU100046 + VEAU100041 + VEAU100047 ) / VEAU900014,"134,78$"
2536,Gestion de l'eau,Coût total du système de traitement des eaux usées par mégalitre d’eau traitée,$,WWTR310T,REMC,Montréal,2020,( VEAU100046 + VEAU100041 + VEAU100047 ) / VEAU900014,"105,19$"
2537,Gestion de l'eau,Coût total du système de traitement et de transport/collecte des eaux usées par mégalitre d’eau traitée,$,WWTR315T,REMC,Montréal,2014,( ( VEAU100044 + VEAU100040 + VEAU100045 ) + ( VEAU100046 + VEAU100041 + VEAU100047 ) ) / VEAU900014,"234,40$"
2537,Gestion de l'eau,Coût total du système de traitement et de transport/collecte des eaux usées par mégalitre d’eau traitée,$,WWTR315T,REMC,Montréal,2015,( ( VEAU100044 + VEAU100040 + VEAU100045 ) + ( VEAU100046 + VEAU100041 + VEAU100047 ) ) / VEAU900014,"263,87$"
2537,Gestion de l'eau,Coût total du système de traitement et de transport/collecte des eaux usées par mégalitre d’eau traitée,$,WWTR315T,REMC,Montréal,2016,( ( VEAU100044 + VEAU100040 + VEAU100045 ) + ( VEAU100046 + VEAU100041 + VEAU100047 ) ) / VEAU900014,"260,22$"
2537,Gestion de l'eau,Coût total du système de traitement et de transport/collecte des eaux usées par mégalitre d’eau traitée,$,WWTR315T,REMC,Montréal,2017,( ( VEAU100044 + VEAU100040 + VEAU100045 ) + ( VEAU100046 + VEAU100041 + VEAU100047 ) ) / VEAU900014,"260,75$"
2537,Gestion de l'eau,Coût total du système de traitement et de transport/collecte des eaux usées par mégalitre d’eau traitée,$,WWTR315T,REMC,Montréal,2018,( ( VEAU100044 + VEAU100040 + VEAU100045 ) + ( VEAU100046 + VEAU100041 + VEAU100047 ) ) / VEAU900014,"265,12$"
2537,Gestion de l'eau,Coût total du système de traitement et de transport/collecte des eaux usées par mégalitre d’eau traitée,$,WWTR315T,REMC,Montréal,2019,( ( VEAU100044 + VEAU100040 + VEAU100045 ) + ( VEAU100046 + VEAU100041 + VEAU100047 ) ) / VEAU900014,"252,13$"
2537,Gestion de l'eau,Coût total du système de traitement et de transport/collecte des eaux usées par mégalitre d’eau traitée,$,WWTR315T,REMC,Montréal,2020,( ( VEAU100044 + VEAU100040 + VEAU100045 ) + ( VEAU100046 + VEAU100041 + VEAU100047 ) ) / VEAU900014,"185,14$"
2540,Gestion de l'eau,Âge moyen des conduites d’eaux usées,Quantité,WWTR816,REMC,Montréal,2014,VEAU900021,"58,9"
2540,Gestion de l'eau,Âge moyen des conduites d’eaux usées,Quantité,WWTR816,REMC,Montréal,2015,VEAU900021,"59,6"
2540,Gestion de l'eau,Âge moyen des conduites d’eaux usées,Quantité,WWTR816,REMC,Montréal,2016,VEAU900021,"60,5"
2540,Gestion de l'eau,Âge moyen des conduites d’eaux usées,Quantité,WWTR816,REMC,Montréal,2017,VEAU900021,"60,5"
2540,Gestion de l'eau,Âge moyen des conduites d’eaux usées,Quantité,WWTR816,REMC,Montréal,2018,VEAU900021,"57,4"
2540,Gestion de l'eau,Âge moyen des conduites d’eaux usées,Quantité,WWTR816,REMC,Montréal,2019,VEAU900021,"57,4"
2540,Gestion de l'eau,Âge moyen des conduites d’eaux usées,Quantité,WWTR816,REMC,Montréal,2020,VEAU900021,"59,1"
2542,Gestion de l'eau,Pourcentage estimé des eaux usées ayant échappé au système de traitement,%,WWTR110,REMC,Montréal,2014,VEAU900022 / ( VEAU900022 + VEAU900014 ),"0,59%"
2542,Gestion de l'eau,Pourcentage estimé des eaux usées ayant échappé au système de traitement,%,WWTR110,REMC,Montréal,2015,VEAU900022 / ( VEAU900022 + VEAU900014 ),"1,09%"
2542,Gestion de l'eau,Pourcentage estimé des eaux usées ayant échappé au système de traitement,%,WWTR110,REMC,Montréal,2016,VEAU900022 / ( VEAU900022 + VEAU900014 ),"0,69%"
2542,Gestion de l'eau,Pourcentage estimé des eaux usées ayant échappé au système de traitement,%,WWTR110,REMC,Montréal,2017,VEAU900022 / ( VEAU900022 + VEAU900014 ),"0,55%"
2542,Gestion de l'eau,Pourcentage estimé des eaux usées ayant échappé au système de traitement,%,WWTR110,REMC,Montréal,2018,VEAU900022 / ( VEAU900022 + VEAU900014 ),"0,35%"
2542,Gestion de l'eau,Pourcentage estimé des eaux usées ayant échappé au système de traitement,%,WWTR110,REMC,Montréal,2019,VEAU900022 / ( VEAU900022 + VEAU900014 ),"0,76%"
2542,Gestion de l'eau,Pourcentage estimé des eaux usées ayant échappé au système de traitement,%,WWTR110,REMC,Montréal,2020,VEAU900022 / ( VEAU900022 + VEAU900014 ),"0,57%"
2543,Gestion de l'eau,Nombre de refoulements par 100 km de conduite d’eaux usées,Quantité,WWTR405,REMC,Montréal,2014,VEAU900024 / VEAU900043 * 100,"4,88"
2543,Gestion de l'eau,Nombre de refoulements par 100 km de conduite d’eaux usées,Quantité,WWTR405,REMC,Montréal,2015,VEAU900024 / VEAU900043 * 100,"4,88"
2543,Gestion de l'eau,Nombre de refoulements par 100 km de conduite d’eaux usées,Quantité,WWTR405,REMC,Montréal,2016,VEAU900024 / VEAU900043 * 100,"7,32"
2543,Gestion de l'eau,Nombre de refoulements par 100 km de conduite d’eaux usées,Quantité,WWTR405,REMC,Montréal,2017,VEAU900024 / VEAU900043 * 100,"8,67"
2543,Gestion de l'eau,Nombre de refoulements par 100 km de conduite d’eaux usées,Quantité,WWTR405,REMC,Montréal,2018,VEAU900024 / VEAU900043 * 100,"6,91"
2543,Gestion de l'eau,Nombre de refoulements par 100 km de conduite d’eaux usées,Quantité,WWTR405,REMC,Montréal,2019,VEAU900024 / VEAU900043 * 100,"7,99"
2543,Gestion de l'eau,Nombre de refoulements par 100 km de conduite d’eaux usées,Quantité,WWTR405,REMC,Montréal,2020,VEAU900024 / VEAU900043 * 100,"5,31"
