ï»¿OBJECTID,MUNICIPALITE,MATRICULE,ANNEE_CONSTRUCTION,NOMBRE_LOGEMENTS,CODE_UTILISATION,NB_ETAGES,SUPERFICIE,UTILISATION,SHAPE.STArea(),SHAPE.STLength() 
3180,86042,3853-50-0614-0-000-0000,19770101,1,1000,1,8191.7,LOGEMENT,8189.49761121,365.713139477027
3181,86042,3752-76-9944-0-000-0000,19980101,1,1000,1,311727,LOGEMENT,311646.46695275,5894.3395772829
3182,86042,3853-60-1719-0-000-0000,19990101,1,1000,1,3078.5,LOGEMENT,3077.89659127,227.538344375549
3183,86042,3753-72-7133-0-000-0000,,,9100,,297100.8,ESPACE DE TERRAIN NON AMÃNAGÃ,297023.507658205,4000.21313798049
3184,86042,3852-37-9531-0-000-0000,,,9100,,1779.3,ESPACE DE TERRAIN NON AMÃNAGÃ,1778.82714767,180.735572529374
3185,86042,3953-42-2844-0-000-0000,,,9220,,55247.4,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,55233.443480445,7385.60928809849
3186,86042,3852-37-2429-0-000-0000,19830101,1,1000,1,14624.3,LOGEMENT,14620.39141202,686.385963633357
3187,86042,3852-76-7399-0-000-0000,,,9220,,56390.2,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,56374.8367995,994.214896755662
3188,86042,3852-49-5139-0-000-0000,19940101,1,1000,1,10344.1,LOGEMENT,10341.44852438,464.69614806673
3189,86042,3953-64-0433-0-000-0000,,,9220,,250688.7,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,250623.421348835,5153.15730900616
3190,86042,4057-01-1202-0-000-0000,20210101,1,1000,1,4037.3,LOGEMENT,4036.095485145,259.649060924699
3191,86042,3954-37-3271-0-000-0000,19700101,1,1000,1,1672.4,LOGEMENT,1670.41909498,189.250871964246
3192,86042,3752-66-2693-0-000-0000,20080101,1,1000,1,70274.6,LOGEMENT,70259.852684775,1725.52473600599
3193,86042,3852-24-9349-0-000-0000,19760101,1,1000,1,1268.3,LOGEMENT,1267.974410335,159.419008845946
3194,86042,4056-11-9014-0-000-0000,19450101,1,8132,1,87396.5,"CULTURE DE CÃRÃALES, DE PLANTES OLÃAGINEUSES",87373.707840025,1849.93362313632
3195,86042,3853-60-2668-0-000-0000,19980101,1,1000,1,3078.5,LOGEMENT,3077.83573932,227.539445678505
3196,86042,3854-91-0804-0-000-0000,19740101,1,1000,1,3716.1,LOGEMENT,3715.14084783,243.80782096832
3197,86042,3853-83-3154-0-000-0000,20010101,1,1000,1,15325.4,LOGEMENT,15321.397230225,816.754826227258
3198,86042,3852-32-5468-0-000-0000,19910101,1,1000,1,5901.5,LOGEMENT,5902.818488105,343.53895616421
3199,86042,3855-98-4030-0-000-0000,19890101,1,1000,1,3964.1,LOGEMENT,3963.011347585,264.15530200574
3200,86042,3954-75-6412-0-000-0000,19890101,2,1000,1,173527.3,LOGEMENT,173482.28710342,2629.22130940259
3201,86042,3756-90-5489-0-000-0000,,,9100,,14579.8,ESPACE DE TERRAIN NON AMÃNAGÃ,14575.557725025,487.077260618507
3202,86042,3954-87-6204-0-000-0000,,1,1000,1,215234.9,LOGEMENT,215183.97396268,3467.78610914482
3203,86042,3956-48-9066-0-000-0000,,,9220,,151967.5,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,151928.05224841,2085.14114411263
3204,86042,3854-80-5736-0-000-0000,19980101,1,1000,1,3408.6,LOGEMENT,3405.164671495,260.805312098976
3205,86042,3855-98-9020-0-000-0000,19950101,1,1000,1,5181.1,LOGEMENT,5179.60897209,312.838237597007
3206,86042,3856-00-6754-0-000-0000,,,9100,,7637.6,ESPACE DE TERRAIN NON AMÃNAGÃ,7629.821931115,394.171399999716
3207,86042,3955-07-8798-0-000-0000,19830101,1,1000,1,7487.4,LOGEMENT,7485.43833724,404.361291253545
3208,86042,3853-75-3036-0-000-0000,19480101,1,1000,1,4588.3,LOGEMENT,4587.11128978,289.752340480433
3209,86042,3852-56-5770-0-000-0000,19850101,1,1000,1,4396.4,LOGEMENT,4395.2593666,266.124401825166
3210,86042,3853-83-3996-0-000-0000,19780101,2,1000,1,15325.7,LOGEMENT,15321.379099665,816.754646850969
3211,86042,3954-88-5774-0-000-0000,19740101,1,1000,1,175755,LOGEMENT,175707.51982658,2820.769420012
3212,86042,3852-45-0917-0-000-0000,19720101,1,1000,1,2223.8,LOGEMENT,2223.25336084,202.097331840374
3213,86042,3955-47-2510-0-000-0000,,1,1000,1,10750,LOGEMENT,10747.08101616,529.929552716842
3214,86042,3957-91-2413-0-000-0000,,,9100,,3048,ESPACE DE TERRAIN NON AMÃNAGÃ,3047.216581855,221.891376667104
3215,86042,3756-71-5349-0-000-0000,20130101,1,1000,1,6527.2,LOGEMENT,6526.762769865,347.872668458731
3216,86042,3955-80-6758-0-000-0000,19770101,1,1000,1,145304.5,LOGEMENT,145260.764714615,2822.62659967546
3217,86042,3955-79-3534-0-000-0000,19730101,1,1000,1,3048,LOGEMENT,3047.13911172,221.88857393472
3218,86042,3953-56-3508-0-000-0000,,,9220,,285337.6,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,285263.386690325,4308.03831360697
3219,86042,4057-01-3867-0-000-0000,19880101,1,1000,2,4328.5,LOGEMENT,4324.482556955,269.943891766973
3220,86042,3856-10-5331-0-000-0000,20090101,1,1000,1,27401.6,LOGEMENT,27394.56568171,966.462279658062
3221,86042,3954-37-0841-0-000-0000,19590101,1,1000,1,2877.8,LOGEMENT,2875.37080946,247.165590869579
3222,86042,3852-55-3672-0-000-0000,20130101,1,1211,1,3359.2,MAISON MOBILE,3358.31425959,235.048507755452
3223,86042,3852-34-1843-0-000-0000,19740101,1,1000,1,1131.3,LOGEMENT,1130.973159745,140.551279230311
3224,86042,3956-01-2638-0-000-0000,,,9220,,214278.6,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,214221.975738735,3276.74915995703
3225,86042,3853-54-8320-0-000-0000,,1,1000,1,4459.3,LOGEMENT,4458.16620552,280.378887413905
3226,86042,4055-05-5216-0-000-0000,19380101,1,1000,1,250074.6,LOGEMENT,249995.769122245,3928.78590702348
3227,86042,3853-04-9814-0-000-0000,19580101,1,1000,1,162884.1,LOGEMENT,162836.66323168,2260.11956689588
3228,86042,3853-67-5125-0-000-0000,19390101,1,1000,1,4236,LOGEMENT,4235.013410605,262.162079679787
3229,86042,3954-25-9078-0-000-0000,19760101,1,1000,1,3047.2,LOGEMENT,3046.427697,252.280617794091
3230,86042,3854-68-2869-0-000-0000,,,9220,,266788,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,266716.08005754,3401.62188534935
3231,86042,3954-46-6950-0-000-0000,19940101,1,1000,1,27758.9,LOGEMENT,27755.064534965,840.696097105408
3232,86042,3954-02-6302-0-000-0000,19710101,1,1000,1,5915.9,LOGEMENT,5914.4311132,461.662184773262
3233,86042,3954-61-1549-0-000-0000,19450101,2,1000,1,227816.6,LOGEMENT,227754.462263055,3483.25285923331
3234,86042,3954-02-0315-0-000-0000,,,1990,,2849.2,AUTRES IMMEUBLES RÃSIDENTIELS,2848.393547985,235.33874655543
3235,86042,3852-57-7525-0-000-0000,19710101,1,1000,1,4649.7,LOGEMENT,4648.47648147,280.952253303661
3236,86042,3753-10-6549-0-000-0000,,,9220,,132757.8,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,132723.286040945,1848.7638869686
3237,86042,3853-84-5480-0-000-0000,19790101,1,1000,1,15325.5,LOGEMENT,15321.38132534,816.754728606104
3238,86042,3955-49-0460-0-000-0000,19480101,1,1000,1,101046.3,LOGEMENT,101020.050415045,1489.20114116385
3239,86042,3957-90-9330-0-000-0000,,,9100,,3927.1,ESPACE DE TERRAIN NON AMÃNAGÃ,3925.90815415,252.660221153943
3240,86042,3956-61-4361-0-000-0000,19400101,1,1000,1,16362.1,LOGEMENT,16357.78106377,528.64413846987
3241,86042,3955-30-4718-0-000-0000,,,9100,,5488.4,ESPACE DE TERRAIN NON AMÃNAGÃ,5487.00312515,313.1694006882
3242,86042,3856-40-1937-0-000-0000,20140101,1,1000,1,6370.7,LOGEMENT,6368.988562705,319.849636239184
3243,86042,3853-68-7889-0-000-0000,19780101,1,1000,1,3246.5,LOGEMENT,3246.767415765,237.717006417056
3244,86042,3957-81-5484-0-000-0000,19880101,1,1000,1,12513.6,LOGEMENT,12511.89587275,557.971438069
3245,86042,3852-59-8138-0-000-0000,,,9100,,407.4,ESPACE DE TERRAIN NON AMÃNAGÃ,407.328352065,81.4751295802838
3246,86042,3754-91-0537-0-000-0000,,,9220,,83199.5,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,83177.518444095,1349.37859608295
3247,86042,4057-04-0835-0-000-0000,19830101,1,1000,1,17033.3,LOGEMENT,17031.900923215,526.749901646563
3248,86042,3853-62-5103-0-000-0000,19970101,1,1000,1,3066.3,LOGEMENT,3066.28573608,222.519929669691
3249,86042,3955-92-2223-0-000-0000,,,9100,,393481.2,ESPACE DE TERRAIN NON AMÃNAGÃ,393421.86873658,23781.101676135
3250,86042,3853-68-6943-0-000-0000,19820101,1,1000,1,3816.9,LOGEMENT,3816.040753885,249.76831591686
3251,86042,3852-46-6278-0-000-0000,19910101,1,1000,1,562.4,LOGEMENT,562.25393224,99.0469860220028
3252,86042,3853-28-0465-0-000-0000,,,9220,,321893.6,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,321810.13548849,2956.79173866927
3253,86042,3853-62-6053-0-000-0000,19980101,1,1000,1,3067.1,LOGEMENT,3066.28827107,222.52000963122
3254,86042,3957-80-0360-0-000-0000,,1,1000,2,43641.3,LOGEMENT,43629.68904521,870.141812901629
3255,86042,3953-81-1546-0-000-0000,,,9220,,401610.5,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,401505.393058235,6215.37097143866
3256,86042,4057-13-0301-0-000-0000,19920101,1,1000,1,6923.6,LOGEMENT,6916.16977736,347.135706450811
3257,86042,4055-19-7666-0-000-0000,,,9220,,160080.8,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,160039.18912233,2170.38538360229
3258,86042,3852-35-4783-0-000-0000,,,9100,,5472.4,ESPACE DE TERRAIN NON AMÃNAGÃ,5470.918704515,382.341896464571
3259,86042,2540-78-9888-0-000-0000,20150101,1,1000,1,7977.9,LOGEMENT,7979.801895985,404.032476130743
3260,86042,2440-58-6782-0-000-0000,,,4855,,9979.8,DÃPOTOIR,9978.929691055,403.202345007692
3261,86042,2540-77-0288-0-000-0000,,,9100,,5772.8,ESPACE DE TERRAIN NON AMÃNAGÃ,5773.35012353,309.450930982552
3262,86042,2540-35-5090-0-000-0000,19700101,1,1000,1,5765,LOGEMENT,5766.862634575,304.775374495758
3263,86042,8944-60-0314-0-000-0000,,,6242,,25445,CIMETIÃRE,25445.52133185,791.906645372319
3264,86042,7543-19-1044-0-000-0000,19250101,1,1000,1,4640,LOGEMENT,4638.68878436,280.168960322263
3265,86042,7543-17-8943-0-000-0000,,,1990,,16343.8,AUTRES IMMEUBLES RÃSIDENTIELS,16339.50390431,581.389359943231
3266,86042,7343-78-1375-0-000-0000,19760101,1,1100,1,4000,CHALET OU MAISON DE VILLÃGIATURE,4000.44687961,257.224772441649
3267,86042,7943-49-7202-0-000-0000,,2,1000,1,5172.5,LOGEMENT,5171.198425105,309.569769279008
3268,86042,7944-50-9782-0-000-0000,,3,7491,1,159517.7,CAMPING (EXCLUANT LE CARAVANING),174261.18797749,2210.57350414618
3269,86042,2818-79-0088-0-000-0000,,,9100,,8396.1,ESPACE DE TERRAIN NON AMÃNAGÃ,8395.29886874,459.472174015626
3270,86042,4840-23-0968-0-000-0000,19900101,1,1000,1,4920,LOGEMENT,4918.715757175,300.686445615938
3271,86042,4839-48-5816-0-000-0000,19960101,1,1000,1,3050,LOGEMENT,3049.265468385,221.973269346653
3272,86042,4839-36-9766-0-000-0000,19900101,1,1000,1,3106.8,LOGEMENT,3105.80412565,224.235220955779
3273,86042,4840-20-2228-0-000-0000,,,9220,,32689.7,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,32681.18035704,788.302784345067
3274,86042,4839-55-9376-0-000-0000,19940101,1,1000,1,4655.5,LOGEMENT,4654.12778529,298.20356200214
3275,86042,4839-46-5913-0-000-0000,19950101,1,1000,1,3416,LOGEMENT,3415.18127066,233.971986211271
3276,86042,4839-49-5766-0-000-0000,19980101,1,1000,1,3050,LOGEMENT,3049.013732895,221.965170324032
3277,86042,4839-39-9516-0-000-0000,19840101,1,1000,1,3049.8,LOGEMENT,3049.01901205,221.973394957883
3278,86042,4840-30-9574-0-000-0000,19890101,1,1000,1,4295,LOGEMENT,4294.81941271,262.629076704447
3279,86042,4839-39-9665-0-000-0000,19890101,1,1000,1,3049.6,LOGEMENT,3048.86829968,221.963285225709
3280,86042,4839-35-9858-0-000-0000,19920101,1,1000,1,4009.6,LOGEMENT,4009.722882245,251.540143550942
3281,86042,4840-05-1378-0-000-0000,,,9220,,164677.4,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,164636.90882333,2114.72883951913
3282,86042,4839-34-8969-0-000-0000,19890101,1,1000,1,4794.3,LOGEMENT,4796.622828295,281.216114129736
3283,86042,4840-08-9591-0-000-0000,20180101,,1511,2,3482.5,MAISON DE CHAMBRES ET PENSION,3481.73788627,239.051003780631
3284,86042,4741-92-8731-0-000-0000,19760101,1,1000,1,4159.7,LOGEMENT,4158.846495875,259.90470327045
3285,86042,4839-45-6056-0-000-0000,19930101,1,1000,1,3549.8,LOGEMENT,3548.824401435,236.026717877134
3286,86042,4839-37-1565-0-000-0000,19890101,1,1000,1,3050,LOGEMENT,3049.26788417,221.973367374561
3287,86042,4839-37-1515-0-000-0000,19940101,1,1000,1,3050,LOGEMENT,3049.28314873,221.973868032387
3288,86042,4840-32-6444-0-000-0000,,,9100,,85.2,ESPACE DE TERRAIN NON AMÃNAGÃ,85.288976335,189.423029362725
3289,86042,4839-48-5766-0-000-0000,19960101,1,1000,1,3050,LOGEMENT,3049.26849976,221.97336861679
3290,86042,4841-33-1117-0-000-0000,19960101,1,1000,1,3000,LOGEMENT,2999.27744292,219.973453887242
3291,86042,4840-40-5766-0-000-0000,20040101,1,1000,1,3012.6,LOGEMENT,3011.899478885,220.291490747176
3292,86042,4839-26-4442-0-000-0000,19900101,1,1000,1,25568.7,LOGEMENT,25561.97215414,718.897079308213
3293,86042,4840-33-1180-0-000-0000,19930101,1,1000,1,3022.3,LOGEMENT,3021.38910688,218.385941263707
3294,86042,4840-14-9071-0-000-0000,19920101,1,1000,1,3169,LOGEMENT,3169.25532718,223.381232746268
3295,86042,4839-44-4872-0-000-0000,19940101,1,1000,1,3500,LOGEMENT,3499.160642235,239.971245373532
3296,86042,4840-27-0311-0-000-0000,20150101,1,1000,1,3022.3,LOGEMENT,3021.404195705,218.386558747041
3297,86042,4840-51-3269-0-000-0000,20110101,1,1000,1,4822.6,LOGEMENT,4822.28937052,278.634590792292
3298,86042,4741-93-7333-0-000-0000,19820101,1,1000,1,3011.3,LOGEMENT,3012.43393829,222.393012163187
3299,86042,4839-56-4067-0-000-0000,19950101,1,1000,1,3050,LOGEMENT,3049.25574762,221.972968627394
3300,86042,4839-59-9821-0-000-0000,19970101,1,1000,1,10504.4,LOGEMENT,10501.48891479,474.991719019363
3301,86042,4841-01-0579-0-000-0000,19890101,1,1000,1,3482.5,LOGEMENT,3481.7488415,239.051380701211
3302,86042,4741-92-2835-0-000-0000,,,9220,,22171,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,22165.219459375,884.859354036642
3303,86042,4839-58-6867-0-000-0000,19970101,1,1000,1,6038.1,LOGEMENT,6036.55786705,341.4787281868
3304,86042,4839-58-3917-0-000-0000,19960101,1,1000,2,3050,LOGEMENT,3049.2623643,221.973167168132
3305,86042,4839-39-1472-0-000-0000,19670101,2,1000,1,3970.8,LOGEMENT,3969.68679653,251.994892016702
3306,86042,4840-14-7106-0-000-0000,,,9100,,991,ESPACE DE TERRAIN NON AMÃNAGÃ,990.70222003,173.852856651995
3307,86042,4840-32-8405-0-000-0000,19970101,1,1000,1,6314.9,LOGEMENT,6315.75588291,323.096452472472
3308,86042,4839-38-9666-0-000-0000,19880101,1,1000,1,3100.8,LOGEMENT,3100.008060905,224.003215442376
3309,86042,4840-26-0961-0-000-0000,19920101,1,1000,1,3105.7,LOGEMENT,3103.86698096,222.337865162993
3310,86042,4840-30-1344-0-000-0000,19880101,1,1000,1,5000.9,LOGEMENT,4997.470903025,284.56517104602
3311,86042,4839-25-5628-0-000-0000,19940101,1,1000,1,12479.8,LOGEMENT,12473.208049865,486.894465627244
3312,86042,4839-56-4014-0-000-0000,19950101,1,1000,1,3416,LOGEMENT,3415.18206618,233.971986211196
3313,86042,4741-90-8366-0-000-0000,19890101,1,1000,1,9050.8,LOGEMENT,9048.40063197,462.838310604351
3314,86042,4839-64-0373-0-000-0000,19940101,1,1000,1,4200,LOGEMENT,4198.991161445,259.968773974673
3315,86042,4839-66-3856-0-000-0000,20110101,1,1000,2,15944.2,LOGEMENT,15940.53151546,636.296285907006
3316,86042,4840-42-7803-0-000-0000,20040101,1,1000,1,10031.1,LOGEMENT,10029.809236965,485.509551086289
3317,86042,4839-36-9816-0-000-0000,19890101,1,1000,1,3108.3,LOGEMENT,3107.28014311,224.294122981457
3318,86042,4839-54-4872-0-000-0000,19930101,1,1000,2,3500,LOGEMENT,3499.161621775,239.971245373371
3319,86042,4840-31-0060-0-000-0000,19890101,1,1000,1,3189.6,LOGEMENT,3188.457974835,226.943236512936
3320,86042,4839-44-9872-0-000-0000,19940101,1,1000,1,3500,LOGEMENT,3499.15914759,239.971146103202
3321,86042,4840-09-8039-0-000-0000,19900101,2,1000,2,3482.8,LOGEMENT,3482.047159315,239.151038433431
3322,86042,4839-57-6219-0-000-0000,19980101,1,1000,1,5017.6,LOGEMENT,5016.278150975,447.421830521146
3323,86042,4840-23-1818-0-000-0000,19910101,1,1000,1,5930.1,LOGEMENT,5928.53866088,341.084336192679
3324,86042,4840-16-1997-0-000-0000,20010101,1,1000,1,3662.9,LOGEMENT,3662.03721128,244.510396214565
3325,86042,4839-39-1415-0-000-0000,,,9100,,3081.9,ESPACE DE TERRAIN NON AMÃNAGÃ,3064.933616805,222.605997085864
3326,86042,4839-28-3822-0-000-0000,19900101,1,1000,1,20804.8,LOGEMENT,20798.82336504,658.637260186745
3327,86042,4839-38-1515-0-000-0000,19830101,1,1000,1,3050,LOGEMENT,3049.26843777,221.973367374526
3328,86042,4839-47-5916-0-000-0000,19950101,1,1000,1,3050,LOGEMENT,3049.280734325,221.973770060651
3329,86042,4839-49-5716-0-000-0000,19960101,1,1000,1,3050,LOGEMENT,3049.021504185,221.965269558193
3330,86042,4840-09-6687-0-000-0000,19710101,1,1000,1,3482.5,LOGEMENT,3481.74630615,239.051315781608
3331,86042,4840-22-6783-0-000-0000,19900101,1,1000,1,3172.5,LOGEMENT,3171.549059695,224.926897872529
3332,86042,4840-31-9036-0-000-0000,19940101,1,1000,1,4043.1,LOGEMENT,4042.031902685,255.151277333911
3333,86042,4841-44-6730-0-000-0000,19880101,1,1000,1,1158.7,LOGEMENT,1158.347204675,171.633968141743
3334,86042,4841-36-8514-0-000-0000,,,7611,,7247.5,PARC POUR LA RÃCRÃATION EN GÃNÃRAL,7245.49234361,383.991498207403
3335,86042,4841-44-0895-0-000-0000,19390101,1,1000,1,501.4,LOGEMENT,501.26946146,96.5492605853395
3336,86042,4841-25-4029-0-000-0000,19910101,1,1000,1,3716.1,LOGEMENT,3715.31420253,243.813509156643
3337,86042,4841-44-8639-0-000-0000,19560101,1,1000,1,1878.5,LOGEMENT,1878.04560968,194.1530836512
3338,86042,4841-45-3848-0-000-0000,19400101,2,1000,2,2151.7,LOGEMENT,2150.391007175,194.510832419014
3339,86042,4840-60-1789-0-000-0000,20060101,1,1000,2,40455.6,LOGEMENT,40445.338728395,1072.82201988829
3340,86042,4840-51-4006-0-000-0000,20080101,1,1000,2,3036.2,LOGEMENT,3035.962093415,227.686564584477
3341,86042,4840-33-6348-0-000-0000,19920101,1,1000,1,6583.6,LOGEMENT,6581.92622454,367.223082526375
3342,86042,4841-45-0114-0-000-0000,,,9530,1,894.2,BÃTIMENT INCENDIÃ ET INUTILISABLE,893.83309559,118.197687539749
3343,86042,4841-35-5544-0-000-0000,19450101,1,1000,1,2132.6,LOGEMENT,2132.47673406,187.334170631721
3344,86042,4840-34-8110-0-000-0000,,,9100,,4644.7,ESPACE DE TERRAIN NON AMÃNAGÃ,4643.524095655,288.877421293926
3345,86042,4840-41-5020-0-000-0000,20040101,1,1000,1,3067.2,LOGEMENT,3066.996782495,243.5419004654
3346,86042,4741-92-7583-0-000-0000,19890101,1,1000,1,3114.2,LOGEMENT,3115.789742905,228.626242476494
3347,86042,4841-54-1044-0-000-0000,19350101,1,1000,1,1515.3,LOGEMENT,1515.172083095,179.731098855488
3348,86042,4840-32-7886-0-000-0000,19920101,1,1000,1,8152.3,LOGEMENT,8150.134621085,371.27890101771
3349,86042,4841-00-5135-0-000-0000,19890101,1,1000,1,3482.5,LOGEMENT,3481.74630615,239.051315781608
3350,86042,4841-45-7358-0-000-0000,19400101,2,1000,2,2834.3,LOGEMENT,2835.41886311,229.240727736092
3351,86042,4840-15-7941-0-000-0000,19900101,1,1000,1,3268.9,LOGEMENT,3267.190577,263.673333236712
3352,86042,4741-93-7694-0-000-0000,19820101,1,1000,1,1704.1,LOGEMENT,1704.339226615,189.106577743999
3353,86042,4841-04-8125-0-000-0000,19770101,1,1000,1,2797.6,LOGEMENT,2793.96337133,237.296538972789
3354,86042,4839-38-9616-0-000-0000,19880101,1,1000,1,3102.3,LOGEMENT,3101.46318084,224.061416757711
3355,86042,4841-66-7772-0-000-0000,19350101,1,1000,1,3660,LOGEMENT,3659.119284985,241.970913954029
3356,86042,4839-65-6659-0-000-0000,19940101,1,1000,1,3002.8,LOGEMENT,3001.924116295,217.909129905171
3357,86042,4841-05-6604-0-000-0000,19890101,2,1000,1,7241.2,LOGEMENT,7244.99998083,487.285742969774
3358,86042,4839-67-1579-0-000-0000,19950101,1,1000,2,15048.1,LOGEMENT,15044.222518205,661.729682221267
3359,86042,4841-43-1282-0-000-0000,19680101,1,1000,1,2741.8,LOGEMENT,2740.86706588,204.935332861325
3360,86042,4840-37-2153-0-000-0000,20140101,1,1000,2,39953.5,LOGEMENT,39942.96060022,1043.54303435611
3361,86042,4741-93-7470-0-000-0000,19820101,1,1000,1,1591.9,LOGEMENT,1592.14037783,179.355407121362
3362,86042,4839-49-2612-0-000-0000,,,9100,,33.3,ESPACE DE TERRAIN NON AMÃNAGÃ,33.286536745,101.315684158277
3363,86042,4840-24-0722-0-000-0000,19910101,1,1000,1,3000,LOGEMENT,2999.27644317,219.973481039246
3364,86042,4840-35-3773-0-000-0000,20130101,1,1000,1,26653.2,LOGEMENT,26645.99400347,750.975091686272
3365,86042,4839-64-6273-0-000-0000,19940101,1,1000,1,4063.5,LOGEMENT,4062.52202145,256.069171285026
3366,86042,4839-55-4156-0-000-0000,19930101,1,1000,1,3549.8,LOGEMENT,3548.800591885,236.024546448377
3367,86042,4841-56-8742-0-000-0000,,,7423,,7965,TERRAIN DE SPORT,7963.169426305,375.057686955754
3368,86042,4841-35-8964-0-000-0000,19370101,1,1000,1,1793.8,LOGEMENT,1795.031341035,180.779865535711
3369,86042,4741-94-8132-0-000-0000,19890101,2,1000,1,3947,LOGEMENT,3947.979750235,249.597037132796
3370,86042,4841-26-3001-0-000-0000,,,9100,,5776.1,ESPACE DE TERRAIN NON AMÃNAGÃ,5774.578024875,419.326302930262
3371,86042,4840-25-4073-0-000-0000,19910101,1,1000,1,6615.2,LOGEMENT,6615.039761365,342.540109598133
3372,86042,4840-31-0709-0-000-0000,19670101,1,1000,1,3087.3,LOGEMENT,3086.898806535,222.608269267156
3373,86042,4839-24-4664-0-000-0000,19930101,1,1000,1,9369,LOGEMENT,9363.609389975,441.530861769956
3374,86042,4841-14-1145-0-000-0000,19900101,1,1000,1,2952.3,LOGEMENT,2950.397614395,250.640677779692
3375,86042,4840-34-4259-0-000-0000,19910101,1,1000,1,12437.6,LOGEMENT,12434.35563614,499.309100461402
