Numero_accreditation,Nom_employeur,Adresse_employeur,Nom_association,Sigle_du_syndicat,Statut_arret_de_travail,Secteur_origine,Secteur_activite_economique,Code_activite_economique,Region_administrative,Nombre_de_travailleurs_touches,Nombre_de jours_personnes_perdus_dans_annee,Date_de_debut_arret_de_travail,Date_de_fin_arret_de_travail,Date_expiration_de_la_derniere_convention_collective,Nombre_jours_personnes_perdus_depuis_debut_arret_de_travail,Duree_en_jours_civils_en_2018
AQ20011142,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Laurentides,28,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20011062,Les Ambulances 33-33 inc.,500 2e Avenue  Saint-Tite G0X3H0,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Mauricie,19,0,2017-03-04,2018-10-26,2015-03-31,0,299
AM20011108,Les entreprises Luc St-Amour inc.,831 rue Notre-Dame  Berthierville J0K1A0,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Estrie,20,0,2017-03-04,2018-08-09,2015-03-31,0,221
AQ20016936,Services Préhospitaliers Paraxion inc.,1876 boulevard Jacques-Cartier  Mont-Joli G5H2X2,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Bas-Saint-Laurent,,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20014241,Services Préhospitaliers Paraxion inc.,1876 boulevard Jacques-Cartier  Mont-Joli G5H2X2,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Gaspésie-Îles-de-la-Madeleine,20,0,2017-03-04,2018-10-26,,0,299
AQ20011167,Service ambulancier de La Baie inc.,160 boulevard Perron Est  New Richmond G0C2B0,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Gaspésie-Îles-de-la-Madeleine,24,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20011126,Urgence Bois-Francs inc.,795 rue de l'Artisan  Victoriaville G6T1V3,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Centre-du-Québec,37,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20011115,Ambulance Côte-de-Beaupré inc.,50 rue Sainte-Croix  Beaupré G0A1E0,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Capitale-Nationale,22,0,2017-03-09,2018-08-09,2015-03-31,0,221
AQ20011068,Ambulance de Rimouski inc.,485 boulevard Renault C.P. 5128 Beauceville G5X3P5,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Bas-Saint-Laurent,,0,2017-03-09,2018-12-06,,0,340
AM20011136,Ambulances André Fournier enr. (134792 Canada inc.),180 rue Principale  Grenville J0V1J0,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Plus d'une région,,0,2017-03-09,2018-12-06,,0,340
AM20017300,Corporation ambulancière de Beauce inc. (CAMBI) - Ambulance Michel Crevier inc.,485 boulevard Renault Case postale 5128 Beauceville G5X3P5,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Lanaudière,12,0,2017-03-09,2018-12-06,2015-03-31,0,340
AM20011133,Les Entreprises Y. Bouchard & Fils inc.,440 boulevard Albiny-Paquette bureau 202  Mont-Laurier J9L1K6,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Laurentides,,0,2017-03-09,2018-12-06,,0,340
AQ20015864,9156-9830 Québec Inc.,105 rue Gagné  Sacré-Coeur G0T1Y0,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Côte-Nord,5,0,2017-03-09,,2015-03-31,0,365
AQ20014088,Coopérative des techniciens ambulanciers du Québec (CTAQ),6000 rue des Tournelles  Québec G2J1E4,Syndicat des paramédics de la Coopérative des techniciens ambulanciers du Québec - division Saguenay,Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Saguenay-Lac-Saint-Jean,68,0,2017-06-22,2018-05-31,2015-03-31,0,151
AQ20018504,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592 ,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,,0,2017-09-09,2018-02-23,,0,54
AM20013936,Kia Longueuil,80 boulevard Roland-Therrien  Longueuil J4H3V8,Unifor,FTQ,Lock-out,Privé,Commerces de détail des véhicules automobiles pièces et accessoires,6311,Montérégie,9,486,2017-09-18,2018-03-18,2017-07-14,1161,77
,Les Centres de la petite enfance,Plusieurs établissements,Syndicat des travailleuses des centres de la petite enfance et des bureaux coordonnateurs du Saguenay - Lac-Saint-Jean - FSSS-CSN,CSN,Grève,Privé,Services de santé et services sociaux,8641,Saguenay-Lac-Saint-Jean,624,5616,2017-10-30,2018-03-13,2015-03-31,6210,72
,Les Centres de la petite enfance,Plusieurs établissements,Syndicat des travailleurs(euses) en Centre de la petite enfance de l'Outaouais STCPEO,CSN,Grève,Privé,Services de santé et services sociaux,8641,Outaouais,372,1860,2017-10-30,2018-03-22,2015-03-31,2232,81
,Les Centres de la petite enfance,Plusieurs établissements,Syndicat régional des travailleuses et travailleurs en CPE du Coeur du Québec ,CSN,Grève,Privé,Services de santé et services sociaux,8641,Plus d'une région,280,1370,2017-10-30,2018-05-09,2015-03-31,1352,129
,Les Centres de la petite enfance,Plusieurs établissements,Syndicat des travailleuses(eurs) des centres de la petite enfance de l'Estrie ,CSN,Grève,Privé,Services de santé et services sociaux,8641,Estrie,228,658,2017-10-30,2018-03-16,2015-03-31,956,75
,Les Centres de la petite enfance,Plusieurs établissements,Syndicat des travailleuses(eurs) des centres de la petite enfance de Montréal et Laval,CSN,Grève,Privé,Services de santé et services sociaux,8641,Plus d'une région,1347,13470,2017-10-30,2018-06-17,2015-03-31,15373,168
,Les Centres de la petite enfance,Plusieurs établissements,Syndicat des travailleuses en service de garde de Lanaudière ,CSN,Grève,Privé,Services de santé et services sociaux,8641,Lanaudière,149,434,2017-10-30,2018-05-08,2015-03-31,724,128
AQ10033724,Drouin Automobile ltée St-Georges,10350 1re Avenue Saint-Georges Est  G5Y2C1,Syndicat national des employés de garage du  Québec inc. ,CSD,Grève,Privé,Commerces de détail des véhicules automobiles pièces et accessoires,6311,Capitale-Nationale,14,2170,2017-11-03,2018-08-06,2016-05-31,2744,218
AQ20010404,Drouin et Frères inc.,1020 boulevard Vachon Nord  Sainte-Marie G6E1M2,Syndicat national des employés de garage du  Québec inc. ,CSD,Grève,Privé,Commerces de détail des véhicules automobiles pièces et accessoires,6311,Chaudière-Appalaches,7,1085,2017-11-03,2018-08-06,2016-05-31,1372,218
AQ10045994,Kennebec Dodge Chrysler inc.,10240 boulevard Lacroix Saint-Georges   G5Y1K1,Syndicat national des employés de garage du  Québec inc. ,CSD,Grève,Privé,Commerces de détail des véhicules automobiles pièces et accessoires,6311,Capitale-Nationale,18,2790,2017-11-03,2018-08-06,2016-05-31,3528,218
AQ20008522,St-Georges Chevrolet Pontiac Buick Cadillac GMC inc.,585 90e Rue  Saint-Georges G5Y3L1,Syndicat national des employés de garage du  Québec inc. ,CSD,Grève,Privé,Commerces de détail des véhicules automobiles pièces et accessoires,6311,Chaudière-Appalaches,23,3565,2017-11-03,2018-08-06,2016-05-31,4508,218
AQ20016678,Ambulances Lyster une division de Dessercom inc.,750 rue Laurier  Lyster G0S1V0,Syndicat des paramédics du Centre du Québec ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Centre-du-Québec,55,0,2017-11-16,2018-03-28,2017-02-09,0,87
AM20019006,Ambulances Saint-Hyacinthe une division de Dessercom inc.,5636 rue des Aulnaies  Lévis G6V5B4,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Montérégie,,0,2017-12-19,2018-02-23,,0,54
AM10019240,Corporation d'Urgences-santé,6700 rue Jarry Est  Montréal H1P0A4,Syndicat des employé-e-s d'Urgences-santé ,CSN,Grève,Public,Services de santé et services sociaux,8361,Plus d'une région,220,0,2017-12-19,2018-04-06,2015-03-31,0,96
AM20019014,Ambulances Windsor une division de Dessercom inc.,5600 rue J.-B.-Michaud  Lévis G6V0N9,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592 ,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Estrie,,0,2017-12-28,2018-02-23,,0,54
AQ10054911,Aluminerie de Bécancour inc.,5555 rue Pierre-Thibault  Bécancour G9H2T7,Syndicat des Métallos section locale 9700,FTQ,Lock-out,Privé,Industries de première transformation des métaux,2951,Centre-du-Québec,60,15060,2018-01-11,,2017-11-22,15060,355
AQ10039895,Aluminerie de Bécancour inc.,5555 rue Pierre-Thibault  Bécancour G9H2T7,Syndicat des Métallos section locale 9700,FTQ,Lock-out,Privé,Industries de première transformation des métaux,2951,Centre-du-Québec,936,228651,2018-01-11,,2017-11-22,228651,355
AQ10055180,Aluminerie de Bécancour inc.,5555 rue Pierre-Thibault  Bécancour G9H2T7,Syndicat des Métallos section locale 9700,FTQ,Lock-out,Privé,Industries de première transformation des métaux,2951,Centre-du-Québec,21,5271,2018-01-11,,2017-11-22,5271,355
AM10014126,Université du Québec en Outaouais,"Pavillon Alexandre-Taché 283 boulevard  Alexandre-Taché C.P. 1250 succursale ""B"" Gatineau Québec J9A1L8",Syndicat des professeures et professeurs de l'Université du Québec en Outaouais (SPUQO),Indépendant,Grève,Public,Services d'enseignement,8531,Outaouais,179,179,2018-01-17,2018-01-31,2015-04-30,179,15
federale,Autobus Transco inc.,101 avenue Reverchon  Dorval H9P1K1,Syndicat des travailleurs et travailleuses de Transco,CSN,Grève,Privé,Transports,4573,Montréal,330,990,2018-01-30,2018-02-28,2017-06-30,990,30
federale,Vittera inc.,2100 avenue Pierre-Dupuy Aile 1 Édifice du port de Montréal Montréal H3C3R5,Syndicat canadien de la fonction publique section locale 5317,Indépendant,Lock-out,Privé,Transports,4552,Montréal,51,8364,2018-01-30,2018-09-16,2016-12-31,8364,230
AM10017508,Équipement Wajax,2000 rue John-Molson  Laval H7T0H4,Unifor,FTQ,Grève et lock-out,Privé,Commerces de gros de machines matériel et fournitures,5721,Laval,8,88,2018-02-02,2018-02-18,2017-12-31,88,17
AM10011858,Équipement Wajax,2000 rue John-Molson  Laval H7T0H4,Unifor,FTQ,Grève et lock-out,Privé,Commerces de gros de machines matériel et fournitures,5721,Laval,30,330,2018-02-02,2018-02-18,2017-12-31,330,17
AM20014390,Les Aliments Multibar inc.,9000 boulevard des Sciences  Anjou H1J3A9,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 501,FTQ,Grève,Privé,Industries des aliments,1099,Montréal,26,468,2018-02-17,2018-03-14,2017-04-01,468,26
AQ20014854,PPG Revêtements Architecturaux Canada inc.,2505 rue de la Métropole  Longueuil J4G1E5,Syndicat des employés de Sico inc.,CSN,Grève,Privé,Industries chimiques,3751,Capitale-Nationale,64,2342,2018-03-12,2018-05-14,2017-10-31,2342,64
AM20016594,Béton provincial,Établissement de Sherbrooke 5607 rue Mills Sherbrooke QC J1N 3B6,Syndicat des travailleurs de la construction du Québec (Section Demix Béton établissement de l'Estrie),CSD,Lock-out,Privé,Industries des produits minéraux non métalliques,3551,Estrie,18,270,2018-03-13,2018-04-02,2017-09-30,270,21
AM10049765,Institut national de santé publique du Québec,945 avenue Wolfe  Québec G1V5B3,Syndicat des professionnelles et professionnels du laboratoire de santé publique du Québec,CSQ,Grève,Public,Services de santé et services sociaux,8693,Montréal,21,63,2018-03-26,2018-03-28,2015-03-31,63,36
AM10017354,B.E. Grise Transport inc.,1515 rue Marie-Victorin  Saint-Bruno-de-Montarville J3V4P6,Syndicat québécois des employées et employés de service section locale 298 ,FTQ,Grève,Privé,Transports,4573,Montérégie,39,39,2018-04-17,2018-04-17,2017-06-30,39,1
AM10006873,Lucien Bissonnette inc.,305 boulevard de la Cité-des-Jeunes C. P. 26 succursale bureau-chef Vaudreuil-Dorion QC J7V5V8,Teamsters Québec local 106,FTQ,Grève,Privé,Transports,4573,Montréal,55,165,2018-04-23,2018-04-25,2017-08-20,165,3
AM10024716,2967880 Canada inc.,549 rue De Verrazano  Boucherville J4B7W2,Syndicat des travailleuses et travailleurs des centres d'hébergement privés de l'Estrie ,CSN,Grève,Privé,Services de santé et services sociaux,8627,Estrie,7,522,2018-04-23,2018-07-05,2015-11-30,522,74
AQ10034615,Université du Québec à Trois-Rivières,3351 boulevard des Forges Case postale 500 Trois-Rivières G9A5H7,Syndicat des professeurs et des professeures  de l'Université du Québec à Trois-Rivières,Indépendant,Lock-out,Public,Services d'enseignement,8531,Mauricie,312,3433,2018-05-02,2018-05-16,2017-05-31,3433,15
AM10026692,Systemes d'Alarmes Prudential ltée,5333 rue Casgrain bureau 103  Montréal H2T1X3,Fraternité internationale des ouvriers en électricité  section locale 1604,CTC,Lock-out,Privé,Services aux entreprises,7791,Montréal,7,168,2018-05-07,2018-06-10,2017-11-16,168,35
AM20009426,Autobus Outaouais inc.,545 rue de Vernon  Gatineau J9J3K4,Union des employés et employées de service section locale 800,FTQ,Grève,Privé,Transports,4573,Outaouais,79,79,2018-05-08,2018-05-08,2017-06-30,79,1
AQ20012186,9226-2930 Québec inc.,962 rue Simard  Saint-Ambroise G7P2T9,Syndicat national du transport écolier du Saguenay - Lac-Saint-Jean - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,6,6,2018-05-14,2018-05-14,2017-06-30,6,1
AQ20012185,9226-2930 Québec inc.,962 rue Simard  Saint-Ambroise G7P2T9,Syndicat du transport scolaire du Saguenay - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,5,5,2018-05-14,2018-05-14,2017-06-30,5,1
AQ20014295,9226-2930 Québec inc.,962 rue Simard  Saint-Ambroise G7P2T9,Syndicat du transport scolaire du Saguenay - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,5,15,2018-05-14,2018-05-16,2017-06-30,15,3
AQ10038533,Autobus Gilbert Enr,4511 boulevard Talbot  Chicoutimi G7H5B1,Syndicat du transport scolaire du Saguenay - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,1,3,2018-05-14,2018-05-16,2017-06-30,3,3
AQ10039861,Autobus J.D.J. enr.,4511 boulevard Talbot  Chicoutimi G7H5B1,Syndicat du transport scolaire du Saguenay - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,3,9,2018-05-14,2018-05-16,2017-06-30,9,3
AQ10037820,Autobus la Baie inc.,4511 boulevard Talbot  Chicoutimi G7H5B1,Syndicat national du transport écolier du Saguenay-Lac-Saint-Jean - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,14,42,2018-05-14,2018-05-16,2017-06-30,42,3
AQ10037804,Autobus Laterrière inc.,4511 boulevard Talbot  Chicoutimi G7H5B1,Syndicat national du transport écolier du Saguenay-Lac-Saint-Jean - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,21,63,2018-05-14,2018-05-16,2017-06-30,63,3
AQ20000754,Autobus Laterrière inc.,4511 boulevard Talbot  Chicoutimi G7H5B1,Syndicat du transport scolaire du Saguenay - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,7,21,2018-05-14,2018-05-16,2017-06-30,21,3
AQ10054765,Autobus Laterrière inc. Division 1,2249 rue Saint-Hubert  Jonquière G7X5P1,Syndicat du transport scolaire du Saguenay - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,51,153,2018-05-14,2018-05-16,2017-06-30,153,3
AQ10054769,Autobus Laterrière inc. Division 2,1855 boulevard Sainte-Geneviève Chicoutimi   G7H2H2,Syndicat national du transport écolier du Saguenay-Lac-Saint-Jean - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,34,102,2018-05-14,2018-05-16,2017-06-30,102,3
AQ20009560,Autobus Laterrière inc. Division 345,232 rue Joseph-Gagné Sud  La Baie G7B3P6,Syndicat national du transport écolier du Saguenay-Lac-Saint-Jean - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,25,75,2018-05-14,2018-05-16,2017-06-30,75,3
AQ10055361,Autobus Laterrière inc. faisant affaires sous le nom de Intercar du Fjord,4511 boulevard Talbot  Chicoutimi G7H5B1,Syndicat du transport scolaire du Saguenay - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,5,15,2018-05-14,2018-05-16,2017-06-30,15,3
AQ10037822,Autocar Saguenay inc.,638 boulevard Barette  Chicoutimi G7J4C5,Syndicat national du transport écolier du Saguenay-Lac-Saint-Jean - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,2,6,2018-05-14,2018-05-16,2017-06-30,6,3
AQ10040404,Intercar la Baie enrg.,4511 Boulevard Talbot  Chicoutimi G7H5B1,Syndicat national du transport écolier du Saguenay-Lac-Saint-Jean - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,6,18,2018-05-14,2018-05-16,2017-06-30,18,3
AQ10038965,Paul Tremblay Transport ltée,1925 boulevard Martel Saint-Honoré  G0M1L0,Syndicat national du transport écolier du Saguenay-Lac-Saint-Jean - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,8,24,2018-05-14,2018-05-16,2017-06-30,24,3
AQ10037825,Tremblay & Tremblay ltée,4511 boulevard Talbot  Chicoutimi G7H5B1,Syndicat national du transport écolier du Saguenay-Lac-Saint-Jean - CSN,CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,8,24,2018-05-14,2018-05-16,2017-06-30,24,3
AM10030049,Autobus B. Dion (Windsor) ltée,10 rue Berthe-Dion  Windsor J1S0B9,Syndicat des travailleuses et  travailleurs des Autobus B. Dion-CSN,CSN,Grève,Privé,Transports,4573,Estrie,36,36,2018-05-15,2018-05-15,2017-06-30,36,1
AM10009029,Autobus Germain Perreault inc.,500 rue Gilles-Moreau  Saint-Lin-Laurentides J5M0C9,Syndicat des travailleurs des Autobus Germain Perreault (CSN),CSN,Grève,Privé,Transports,4573,Lanaudière,9,18,2018-05-15,2018-06-05,2017-06-30,18,22
AM10008410,Autobus la Diligence inc.,4050 boulevard de Sainte-Adèle  Sainte-Adèle J8B2N7,Syndicat des travailleurs et travailleuses  des Autobus la Diligence - Sainte-Adèle  (CSN),CSN,Grève,Privé,Transports,4573,Laurentides,34,68,2018-05-15,2018-06-05,2017-06-30,68,22
AM10021987,Autobus la Diligence inc.,4050 boulevard de Sainte-Adèle  Sainte-Adèle J8B2N7,Syndicat des travailleurs et travailleuses des  autobus de la Diligence Sainte-Agathe (CSN),CSN,Grève,Privé,Transports,4573,Laurentides,18,36,2018-05-15,2018-06-05,2017-06-30,36,22
AQ20009255,Autocar Charlevoix inc.,155 chemin Saint-Michel  Alma G8E1K4,Syndicat du transport scolaire de Charlevoix-Est (CSN),CSN,Grève,Privé,Transports,4573,Saguenay-Lac-Saint-Jean,19,19,2018-05-15,2018-05-15,2017-06-30,19,1
AM10008315,Gil-Ber inc.,500 rue Gilles-Moreau  Saint-Lin-Laurentides J5M0C9,Syndicat des travailleurs des Autobus Gil-Ber (CSN),CSN,Grève,Privé,Transports,4573,Lanaudière,60,240,2018-05-15,2018-06-07,2017-06-30,240,24
AM10011697,Les Autobus L.A.A.P. inc.,4050 boul. de Sainte-Adèle  Sainte-Adèle J8B2N7,Syndicat des travailleurs et travailleuses des Autobus la Diligence - Sainte-Marguerite (CSN),CSN,Grève,Privé,Transports,4573,Laurentides,7,14,2018-05-15,2018-06-05,2017-06-30,14,22
AM20013329,Les Autobus La Montréalaise inc.,1200 avenue Laplace  Laval H7C2M4,Syndicat des travailleuses et travailleurs des Autobus La Montréalaise - CSN Division Montréal,CSN,Grève,Privé,Transports,4573,Laval,34,34,2018-05-15,2018-05-15,2017-06-30,34,1
AM20014516,Les autobus Robert ltée,204 boulevard du Richelieu  Saint-Basile-le-Grand J3N1M4,Syndicat des travailleuses et travailleurs des Autobus Robert - CSN,CSN,Grève,Privé,Transports,4573,Montérégie,60,60,2018-05-15,2018-05-15,2017-12-31,60,1
AQ10041954,Scobus (1992) inc.,2755 rue Charbonneau  Trois-Rivières G9A5C9,Syndicat des travailleuses et travailleurs de Scobus inc. Division Mauricie T.R.O. - CSN,CSN,Grève,Privé,Transports,4573,Mauricie,35,35,2018-05-15,2018-05-15,2017-06-30,35,1
AM20018356,Transport scolaire La Québécoise inc.,5480 rue Rideau  Québec G2E5V2,Syndicat des travailleuses et  travailleurs d'Autobus Coaticook-CSN,CSN,Grève,Privé,Transports,4573,Estrie,2,2,2018-05-15,2018-05-15,,2,1
AM10020194,CMC Électronique inc.,600 boulevard Dr.-Frederik-Philips  Saint-Laurent H4M2S9,Unifor,FTQ,Grève,Privé,Industries des produits électriques et électroniques,3359,Montréal,239,3107,2018-05-24,2018-06-11,2017-11-29,3107,19
AM10008572,CMC Électronique inc.,600 boulevard Dr.-Frederik-Philips  Saint-Laurent H4M2S9,Unifor,FTQ,Grève,Privé,Industries des produits électriques et électroniques,3359,Montréal,198,2574,2018-05-24,2018-06-11,2018-01-06,2574,19
AM20007683,Elopak Canada inc.,6430 boulevard des Grandes-Prairies  Saint-Léonard H1P1A2,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 501,FTQ,Grève,Privé,Industries du papier et des produits en papier,2731,Laurentides,230,3450,2018-05-29,2018-06-18,2018-02-08,3450,21
AM10030448,Héma-Québec,4045 boulevard de la Côte-Vertu  Saint-Laurent H4R2W7,Syndicat des travailleuses et travailleurs de Héma-Québec Montréal-CSN,CSN,Grève,Public,Services de santé et services sociaux,8685,Montréal,18,54,2018-05-30,2018-07-17,2015-10-18,54,49
AM10030451,Héma-Québec,4045 boulevard de la Côte-Vertu  Saint-Laurent H4R2W7,Syndicat des assistants(es) techniques de Laboratoire de Héma-Québec (CSN),CSN,Grève,Public,Services de santé et services sociaux,8685,Montréal,13,52,2018-05-30,2018-07-17,2015-10-18,52,49
AM10030452,Héma-Québec,4045 boulevard de la Côte-Vertu  Saint-Laurent H4R2W7,Syndicat des techniciens(nes) de laboratoire de Héma-Québec (CSN),CSN,Grève,Public,Services de santé et services sociaux,8685,Montréal,15,45,2018-05-30,2018-07-17,2015-10-18,45,49
AM10014496,Syndicat de l'Enseignement de la Haute-Yamaska inc.,394 rue Racine  Granby J2G3B8,Syndicat des employées et employés de syndicats et des organismes collectifs du Québec (SEESOCQ),Indépendant,Lock-out,Privé,Associations,9841,Montérégie,2,236,2018-06-04,2018-11-16,2016-07-31,236,166
AM20010156,Transcobec (1987) inc.,21 rue John-F.-Kennedy  Saint-Jérôme J7Y4B4,Syndicat des travailleuses et  travailleurs de Transcobec-CSN,CSN,Grève,Privé,Transports,4573,Laurentides,73,73,2018-06-05,2018-06-05,2016-06-30,73,1
AM10025383,Ville de Vaudreuil-Dorion,2555 rue Dutrisac Vaudreuil-Dorion   J7V7E6,Syndicat manuel des travailleurs et  travailleuses de Vaudreuil-Dorion-CSN,CSN,Grève,Public,Services des administrations locales,8351,Montréal,78,78,2018-06-11,2018-06-22,2017-12-31,78,12
AC10044538,Association des constructeurs de routes et grands travaux du Québec (grutiers),435 rue Grande Allée Est  Québec G1R2J5,CSN-Construction le Conseil provincial du Québec des métiers de la construction (International) CSD-Construction FTQ-Construction et le Syndicat Québécois de la Construction (SQC).,Indépendant,Grève,Privé,Constructeurs promoteurs et entrepreneurs généraux,4035,Toutes les régions,1300,10400,2018-06-14,2018-06-25,2021-04-30,10400,12
AQ20016384,"Arbec, Usine Trois-Rivières inc.",525 rue de l'Aviation  Trois-Rivières G8T5M4,Syndicat des employés d'Arbec usine Trois-Rivières inc. (CSN),CSN,Grève,Privé,Industries du bois,2512,Mauricie,55,7,2018-06-18,2018-06-18,2017-12-31,7,1
AM10008273,CAE inc.,8585 chemin de la Côte-de-Liesse  Saint-Laurent H4T1G6,Unifor section locale 522,FTQ,Grève,Privé,Industries des produits électriques et électroniques,3359,Montréal,472,10856,2018-06-22,2018-07-24,2018-06-19,10856,34
AM20007764,Bibliothèque et archives nationales du Québec,475 boulevard De Maisonneuve Est  Montréal H2L5C4,Syndicat de professionnelles et professionnels du gouvernement du Québec (SPGQ),Indépendant,Grève,Public,Services d'enseignement,8561,Toutes les régions,134,269,2018-07-03,2018-08-14,2015-03-31,269,43
AM20015502,Oldcastle Building Envelope Canada Inc.,12755 boulevard Industriel  Montréal H1A4Z6,Unifor,FTQ,Grève,Privé,Industries des produits minéraux non métalliques,3562,Montréal,100,5500,2018-07-06,2018-09-23,2018-03-15,5500,80
AM10008455,Société des loteries du Québec,500 rue Sherbrooke Ouest 19e étage  Montréal H3A3G6,Syndicat de professionnelles et professionnels du gouvernement du Québec,Indépendant,Grève,Public,Services de divertissements et de loisirs,9661,Montréal,455,4823,2018-07-13,,2014-12-31,4823,172
AM20001813,Les résidences Soleil,549 rue De Verrazano  Boucherville J4B7W2,Teamsters Québec local 106,FTQ,Grève,Privé,Services de santé et services sociaux,8627,Montréal,4,94,2018-07-17,2018-08-08,2017-08-12,94,22
AM20008038,Les Résidences Soleil,549 rue De Verrazano  Boucherville J4B7W2,Teamsters Québec local 106,FTQ,Grève,Privé,Services de santé et services sociaux,8627,Montréal,4,34,2018-07-17,2018-08-08,2017-09-18,34,22
AM20001944,Les Résidences Soleil - Manoir Granby,549 rue De Verrazano  Boucherville J4B7W2,Teamsters Québec local 106,FTQ,Grève,Privé,Services de santé et services sociaux,8627,Montérégie,5,110,2018-07-17,2018-08-08,2017-08-12,110,22
AM10030767,Les Résidences Soleil Manoir Mont St-Hilaire,549 rue De Verrazano  Boucherville J4B7W2,Teamsters Québec local 106,FTQ,Grève,Privé,Services de santé et services sociaux,8627,Montérégie,4,94,2018-07-17,2018-08-08,2017-08-12,94,22
AM20009227,Résidences Soleil - Manoir Laval,549 rue De Verrazano  Boucherville J4B7W2,Teamsters Québec local 106,FTQ,Grève,Privé,Services de santé et services sociaux,8627,Laval,6,103,2018-07-17,2018-08-08,2017-08-12,103,22
AM10015246,Société des alcools du Québec,905 avenue De Lorimier  Montréal H2K3V9,Syndicat des employés de magasins et de bureaux de la Société des alcools du Québec,CSN,Grève,Public,Commerces de gros de produits alimentaires de boissons de médicaments et de tabac,5222,Toutes les régions,3025,28738,2018-07-17,2018-11-29,2017-03-31,28738,136
AM10056355,Maax Bath Inc. (Division de Lachine),160 boulevard Saint-Joseph  Lachine H8S2L3,Teamsters Québec local 106,FTQ,Grève,Privé,Industries des produits en matière plastique,1699,Montréal,130,390,2018-07-20,2018-07-23,2017-12-31,390,4
AM10056105,Ville de Cookshire-Eaton,220 rue Principale Est  Cookshire-Eaton J0B1M0,Syndicat des travailleuses et travailleurs  de la Ville de Cookshie-Eaton- CSN,CSN,Grève,Public,Services des administrations locales,8351,Estrie,20,300,2018-07-23,2018-08-12,2017-12-31,300,21
