ï»¿ANNEE,SECTEUR_FORMT,PROGR,SEXE,PERSO_DIPLM_VISEES,TAUX_REPONSE_%,EN_EMPLOI_31_MARS_%,EN_RECHR_EMPLOI_31_MARS_%,AUX_ETUDES_31_MARS_%,INACTIVES_31_MARS_%,TAUX_CHOMAGE_31_MARS_%,EMPLOI_A_TEMPS_PLEIN_31_MARS_%,SALR_HEBDO_BRUT_MOYEN_31_MARS_$,EN_LIEN_AVEC_FORMT_31_MARS_%,EN_EMPLOI_1_JUIN_%,EN_RECHR_EMPLOI_1_JUIN_%,AUX_ÃTUDES_1_JUIN_%,INACTIVES_1_JUIN_%,TAUX_CHOMAGE_1_JUIN_% 
2015,MÃ©tallurgie,5308 Fabrication de structures mÃ©talliques et de mÃ©taux ouvrÃ©s,Ensemble,58,53.4,51.1,22.4,9.4,17.1,30.5,93.8,725.4,60.5,54.5,15.6,9.4,20.5,22.3
2015,MÃ©tallurgie,5360 Ferblanterie,Ensemble,109,50.5,87.3,7.3,5.4,0,7.7,95.8,838.4,60.4,91,1.8,5.4,1.8,1.9
2015,MÃ©tallurgie,5695 Welding and Fitting,Ensemble,120,46.7,78.9,8.5,10.7,1.9,9.7,97.9,752.8,83.9,72.3,12,10.7,5,14.3
2015,MÃ©tallurgie,5734 High-Pressure Welding,Ensemble,30,50,88.1,6.7,5.2,0,7.1,75.5,661.8,67.5,80.8,14.1,5.2,0,14.8
2015,Mines et travaux de chantier,5092 Forage et dynamitage,Ensemble,101,64.4,72.5,18.5,7.7,1.3,20.3,95.7,939.8,37.9,72.5,13.7,9.3,4.4,15.9
2015,Mines et travaux de chantier,5220 Conduite engins de chantier,Ensemble,332,62.3,75.2,15.4,4.3,5,17,87.7,898.4,60.3,81.3,11.5,4.8,2.3,12.4
2015,Mines et travaux de chantier,5220 Conduite engins de chantier,Femmes,17,76.5,92,8,0,0,8,100,892.9,50.5,92,8,0,0,8
2015,Mines et travaux de chantier,5220 Conduite engins de chantier,Hommes,315,61.6,74.2,15.8,4.6,5.4,17.6,86.7,899,61.2,80.6,11.8,5.1,2.5,12.7
2015,Mines et travaux de chantier,5248 Conduite de grues,Ensemble,80,81.3,77.1,21.3,0,1.5,21.7,72.2,1240.4,77.7,83.3,12.1,0,4.6,12.7
2015,Mines et travaux de chantier,5253 Forage au diamant,Ensemble,58,60.3,62.9,11.5,14.1,11.6,15.4,100,1248.3,77.9,71.6,5.7,17,5.7,7.4
2015,Mines et travaux de chantier,5261 Extraction de minerai,Ensemble,228,54.4,81.3,12.2,4.1,2.5,13,99,1302.9,60.1,83,10.6,5.7,0.8,11.3
2015,Mines et travaux de chantier,5273 Conduite de machinerie lourde en voirie forestiÃ¨re,Ensemble,685,59.7,71.3,12.1,11.9,4.8,14.5,91.3,864.7,51.9,74.7,10.1,13.1,2.1,11.9
2015,Mines et travaux de chantier,5273 Conduite de machinerie lourde en voirie forestiÃ¨re,Femmes,31,45.2,80,6.4,0,13.6,7.4,100,1046.7,72.2,79.2,20.8,0,0,20.8
2015,Mines et travaux de chantier,5273 Conduite de machinerie lourde en voirie forestiÃ¨re,Hommes,654,60.4,71,12.3,12.3,4.4,14.7,91,858.2,51,74.6,9.8,13.5,2.1,11.6
2015,Mines et travaux de chantier,5274 Conduite de machines de traitement du mineraI,Ensemble,42,50,80.9,14.3,4.7,0,15,94.1,1542.4,87.1,81,14.2,4.7,0,14.9
2015,Mines et travaux de chantier,5784 Northern Heavy Equipment Operations,Ensemble,26,46.2,83.4,8.3,0,8.3,9,100,1262.7,80.2,83.4,0,8.3,8.3,0
2015,SantÃ©,5144 Assistance dentaire,Ensemble,436,52.8,79.5,5.6,12.2,2.7,6.6,77,545.8,78.3,75.5,6.1,12.6,5.8,7.5
2015,SantÃ©,5325 SantÃ©/ assistance et soins infirmiers,Ensemble,2074,56.3,79.2,9.2,8.5,3.1,10.4,57,657.2,78.2,78.5,8.1,8.9,4.5,9.4
2015,SantÃ©,5325 SantÃ©/ assistance et soins infirmiers,Femmes,1821,56.7,79.4,8.4,8.9,3.4,9.6,56.3,650.8,79,79.1,7.2,9.1,4.6,8.3
2015,SantÃ©,5325 SantÃ©/ assistance et soins infirmiers,Hommes,253,53.4,77.8,15.6,5.9,0.7,16.7,62.6,705.3,72.4,74,15.4,7.4,3.2,17.2
2015,SantÃ©,5341 Assistance technique en pharmacie,Ensemble,453,58.3,84.8,4,6.7,4.4,4.5,90.2,572.1,92.5,83.1,2.5,8,6.5,2.9
2015,SantÃ©,5358 Assistance Ã  la personne en Ã©tablissement et Ã  domicile,Ensemble,3395,55.7,80.7,4.9,9.7,4.7,5.7,71.1,625,89,80.8,3.8,9.9,5.5,4.4
2015,SantÃ©,5358 Assistance Ã  la personne en Ã©tablissement et Ã  domicile,Femmes,2946,55.3,80.7,4.6,9.6,5.2,5.4,70,619,90.2,80.6,3.6,9.8,6,4.3
2015,SantÃ©,5358 Assistance Ã  la personne en Ã©tablissement et Ã  domicile,Hommes,449,58.6,81.2,6.8,10.4,1.5,7.8,77.9,654.6,82.9,82,4.9,10.8,2.4,5.6
2015,SantÃ©,5644 Dental Assistance,Ensemble,69,50.7,59.1,8.2,26.4,6.2,12.2,87.1,510.2,68.5,48.2,13.3,26.4,12.1,21.6
2015,SantÃ©,5825 Health/ Assistance and Nursing,Ensemble,282,52.1,68.5,12.1,15.9,3.5,15,55.6,655.9,69.8,66.9,12.2,15.9,5,15.4
2015,SantÃ©,5858 Institutional and Home Care Assistance,Ensemble,408,46.8,56.6,15.2,19.6,8.6,21.1,69.2,558.6,79.4,59.4,14.2,20,6.4,19.3
2015,SantÃ©,5858 Institutional and Home Care Assistance,Femmes,311,46,56.2,16.9,16.9,10,23.2,75.5,577.9,81.8,60.1,14.7,17.5,7.8,19.6
2015,SantÃ©,5858 Institutional and Home Care Assistance,Hommes,97,49.5,58.1,10.1,27.5,4.4,14.8,51.2,481.2,69.5,57.6,12.7,27.5,2.2,18.1
2015,Soins esthÃ©tiques,5245 Coiffure,Ensemble,745,46.7,73.7,5.7,12.6,8,7.2,72.5,415.2,69.9,71.6,6,14.1,8.3,7.7
2015,Soins esthÃ©tiques,5245 Coiffure,Femmes,719,46.5,74.4,5.6,11.6,8.4,7,72.4,414.5,69.5,72.6,5.9,13.1,8.4,7.6
2015,Soins esthÃ©tiques,5245 Coiffure,Hommes,26,53.8,56.3,7.2,36.5,0,11.3,75.1,428.5,83.2,49.1,7.2,36.5,7.2,12.8
2015,Soins esthÃ©tiques,5339 EsthÃ©tique,Ensemble,492,53.7,67.7,4.6,20.9,6.8,6.3,62.6,443.7,59.5,66.2,4.9,23.2,5.7,6.9
2015,Soins esthÃ©tiques,5349 Ãpilation,Ensemble,228,53.5,74.4,2.6,18.3,4.8,3.3,62.6,454.1,65.1,73.3,4.3,19.2,3.2,5.6
2015,Transport,5291 Transport par camion,Ensemble,2116,61.2,85.4,6.7,3.8,4.1,7.2,95.9,929.2,88.3,85.9,5.7,4.2,4.2,6.2
2015,Transport,5291 Transport par camion,Femmes,171,56.1,85.4,7.4,4.2,3.1,8,95.2,796.1,77.6,85.4,5.2,4.2,5.2,5.7
2015,Transport,5291 Transport par camion,Hommes,1945,61.6,85.4,6.6,3.8,4.2,7.2,96,939.2,89.2,85.9,5.7,4.2,4.2,6.3
2015,Transport,5304 RÃ©gulation de vol,Ensemble,23,73.9,88,0,12,0,0,93.4,762.6,100,82,6,12,0,6.8
2015,Transport,5791 Trucking,Ensemble,34,55.9,72.3,6.1,21.6,0,7.8,100,1108.9,87.1,72.3,0,27.7,0,0
2017,Administration/commerce et informatique,5226 SecrÃ©tariat juridique,Ensemble,107,60.7,77.5,13.4,7.6,1.5,14.8,91.6,666.4,76.8,77.7,10,7.6,4.8,11.4
2017,Administration/commerce et informatique,5227 SecrÃ©tariat mÃ©dical,Ensemble,364,63.7,75.6,7.8,10,6.6,9.3,86.9,655.4,73.6,73.3,8.2,10.5,8,10.1
2017,Administration/commerce et informatique,5229 Soutien informatique,Ensemble,715,60.1,60.4,7.9,28.9,2.7,11.6,89,628.1,70.1,57.6,8.7,29.9,3.7,13.1
2017,Administration/commerce et informatique,5229 Soutien informatique,Femmes,78,57.7,71,1.9,21.1,6,2.6,80.2,618.4,69.9,63.1,6.8,21.1,9,9.8
2017,Administration/commerce et informatique,5229 Soutien informatique,Hommes,637,60.4,59.1,8.6,29.9,2.4,12.7,90.3,629.2,70.2,57,8.9,31,3.1,13.5
2017,Administration/commerce et informatique,5231 ComptabilitÃ©,Ensemble,1599,59,75.1,10.4,9.2,5.3,12.2,87,613.9,63.5,73.4,9.6,10.3,6.7,11.5
2017,Administration/commerce et informatique,5231 ComptabilitÃ©,Femmes,1356,60.1,76.4,9.9,8,5.7,11.5,86.1,611.1,65.8,75.1,9,8.9,7.1,10.7
2017,Administration/commerce et informatique,5231 ComptabilitÃ©,Hommes,243,52.7,66.6,13.7,16.8,2.9,17.1,93.2,633.4,47.4,62.6,13.2,19.5,4.6,17.4
2017,Administration/commerce et informatique,5309 Gestion entreprise de construction,Ensemble,429,52.4,82.8,4.9,7.1,5.2,5.6,87.8,1159.4,74.8,82.9,5.2,7.1,4.8,6
2017,Administration/commerce et informatique,5309 Gestion entreprise de construction,Femmes,45,66.7,77.2,6.5,6.7,9.6,7.7,73.5,907.7,56.7,80.9,9.3,6.7,3.1,10.3
2017,Administration/commerce et informatique,5309 Gestion entreprise de construction,Hommes,384,50.8,83.7,4.7,7.2,4.5,5.3,89.9,1184.5,76.9,83.2,4.6,7.2,5,5.2
2017,Administration/commerce et informatique,5321 Vente-conseil,Ensemble,1428,57.3,60.8,8.4,22.5,8.3,12.1,85.2,647.5,70,58.1,8.3,23.9,9.6,12.5
2017,Administration/commerce et informatique,5321 Vente-conseil,Femmes,737,58.5,53.8,8.7,24.7,12.7,14,81.3,626.7,64.1,51.1,7.6,26.4,14.9,12.9
2017,Administration/commerce et informatique,5321 Vente-conseil,Hommes,691,56,68.3,8,20.1,3.6,10.5,88.6,664.2,74.7,65.8,9.2,21.2,3.9,12.2
2017,Administration/commerce et informatique,5323 ReprÃ©sentation,Ensemble,643,53.2,76.3,7.6,12.4,3.7,9,87.9,912.9,78.3,72.4,8.2,14,5.4,10.2
2017,Administration/commerce et informatique,5323 ReprÃ©sentation,Femmes,285,55.8,66.3,12.8,16.1,4.8,16.2,83.9,819.3,72.3,61.8,12.1,16.8,9.3,16.4
2017,Administration/commerce et informatique,5323 ReprÃ©sentation,Hommes,358,51.1,84.8,3.1,9.3,2.7,3.5,90.6,964.3,81.9,81.3,4.9,11.6,2.2,5.7
2017,Administration/commerce et informatique,5357 SecrÃ©tariat,Ensemble,1793,60.2,77.1,7.8,10.9,4.2,9.2,87.4,630.9,77.9,76.6,7.1,11.8,4.5,8.4
2017,Administration/commerce et informatique,5357 SecrÃ©tariat,Femmes,1764,60,77.2,7.8,10.7,4.3,9.2,87.4,629.5,78,76.7,7,11.7,4.6,8.4
2017,Administration/commerce et informatique,5357 SecrÃ©tariat,Hommes,29,72.4,75,5.5,19.5,0,6.9,87.1,752.4,72.5,70.1,10.5,19.5,0,13
2017,Administration/commerce et informatique,5727 Secretarial Studies - Medical,Ensemble,51,74.5,69.7,12.1,18.2,0,14.8,75,595.9,73.6,69.7,9.9,18.2,2.2,12.4
2017,Administration/commerce et informatique,5731 Accounting,Ensemble,291,56,55.2,16.4,21.2,7.2,22.9,85.5,621,62.9,59,11.4,22.3,7.3,16.2
2017,Administration/commerce et informatique,5731 Accounting,Femmes,215,55.8,56.6,14.3,20,9,20.2,88.4,623.4,65.8,59.7,10.5,21.5,8.3,15
2017,Administration/commerce et informatique,5731 Accounting,Hommes,76,56.6,51.5,21.8,24.2,2.4,29.7,77.1,612.9,53,57.2,13.6,24.2,4.9,19.2
2017,Administration/commerce et informatique,5823 Sales Representation,Ensemble,252,58.3,28.9,9.3,50.1,11.8,24.3,68.7,787.8,52,27.6,9.8,52.8,9.8,26.2
2017,Administration/commerce et informatique,5823 Sales Representation,Femmes,147,56.5,23.6,9.5,51.2,15.7,28.7,56.6, ,64.5,18.8,13.8,56,11.3,42.4
2017,Administration/commerce et informatique,5823 Sales Representation,Hommes,105,61,35.9,9,48.5,6.6,20,79.2,794.6,44.3,39.2,4.5,48.5,7.8,10.3
2017,Administration/commerce et informatique,5857 Secretarial Studies,Ensemble,156,55.1,70.2,9.4,14.7,5.7,11.8,90,632.7,76.5,68.1,10.3,15.7,5.8,13.2
2017,Agriculture et pÃªches,5043 SpÃ©cialitÃ©s en horticulture,Ensemble,28,78.6,46.1,10.1,17.5,26.3,17.9,100,900.6,88.6,78.1,0,17.5,4.4,0
2017,Agriculture et pÃªches,5043 SpÃ©cialitÃ©s en horticulture,Femmes,17,82.4,37.3,15.5,13.5,33.7,29.4,100,837,78.2,79.8,0,13.5,6.7,0
2017,Agriculture et pÃªches,5043 SpÃ©cialitÃ©s en horticulture,Hommes,11,72.7,62.5,0,25,12.5,0,100,967.9,100,75,0,25,0,0
2017,Agriculture et pÃªches,5173 Fleuristerie,Ensemble,65,61.5,63.7,5.1,14.3,16.9,7.4,56.1,436,63.8,68.4,5.5,14.3,11.7,7.5
2017,Agriculture et pÃªches,5254 Grandes cultures,Ensemble,â¤10,,,,,,,,,,,,,,
2017,Agriculture et pÃªches,5256 Production acÃ©ricole,Ensemble,40,75,89.7,0,7.2,3.2,0,92.9,942.9,76.6,92.8,0,7.2,0,0
2017,Agriculture et pÃªches,5288 Horticulture et jardinerie,Ensemble,213,64.3,57.7,12.1,15.1,15.2,17.3,75.7,655.5,75.3,73.7,2.8,15.1,8.5,3.6
2017,Agriculture et pÃªches,5288 Horticulture et jardinerie,Femmes,149,65.1,54.8,12.2,16,17,18.2,71.8,640.4,71.2,71.1,3.9,16,9,5.2
2017,Agriculture et pÃªches,5288 Horticulture et jardinerie,Hommes,64,62.5,64.7,11.8,12.8,10.7,15.5,83.6,688.7,82.4,79.8,0,12.8,7.5,0
2017,Agriculture et pÃªches,5320 RÃ©alisation damÃ©nagements paysagers,Ensemble,132,51.5,57.2,11.8,21.1,9.9,17.1,84.6,804.7,55.7,69.2,3.9,22.7,4.2,5.4
2017,Agriculture et pÃªches,5320 RÃ©alisation damÃ©nagements paysagers,Femmes,47,61.7,41.1,17.4,32.1,9.3,29.8,50,808.8,52.9,51.4,3.1,35.7,9.8,5.7
2017,Agriculture et pÃªches,5320 RÃ©alisation damÃ©nagements paysagers,Hommes,85,45.9,69.2,7.6,13,10.3,9.9,100,803.7,56.4,82.5,4.5,13,0,5.2
2017,Agriculture et pÃªches,5348 Production horticole,Ensemble,63,73,60.4,4.4,26.4,8.9,6.8,85,557.9,53.4,67.3,0,26.4,6.4,0
2017,Agriculture et pÃªches,5348 Production horticole,Femmes,36,75,66.5,3.5,22.2,7.8,5,76.7,549.9,57.5,70.4,0,22.2,7.4,0
2017,Agriculture et pÃªches,5348 Production horticole,Hommes,27,70.4,51.8,5.6,32.2,10.4,9.8,100,567.2,47.7,62.9,0,32.2,4.9,0
2017,Agriculture et pÃªches,5354 Production animale,Ensemble,199,64.8,77.2,6.7,12.9,3.1,8,92.8,575.2,85,80.3,1.5,13.6,4.6,1.9
2017,Agriculture et pÃªches,5354 Production animale,Femmes,88,62.5,68,6.8,19.6,5.5,9.1,83.4,562.1,80.7,66,3.6,19.6,10.7,5.1
2017,Agriculture et pÃªches,5354 Production animale,Hommes,111,66.7,84,6.6,8,1.4,7.3,98.4,582.7,87.2,90.8,0,9.2,0,0
2017,Agriculture et pÃªches,5366 Arboriculture-Ã©lagage,Ensemble,115,65.2,81.4,6.3,8.5,3.8,7.2,87.1,855.1,82.8,90,0,8.7,1.3,0
2017,Alimentation et tourisme,5268 Boucherie de dÃ©tail,Ensemble,228,47.4,72.4,8.2,13.1,6.3,10.2,87.1,560,76.2,72.7,8.8,13.1,5.4,10.8
2017,Alimentation et tourisme,5268 Boucherie de dÃ©tail,Femmes,34,52.9,66.9,5.7,22.4,5,7.8,59.1,505.6,57.2,72.6,0,22.4,5,0
2017,Alimentation et tourisme,5268 Boucherie de dÃ©tail,Hommes,194,46.4,73.5,8.8,11.2,6.6,10.7,92.4,566.2,78.5,72.7,10.6,11.2,5.5,12.7
2017,Alimentation et tourisme,5270 Boulangerie,Ensemble,109,54.1,59.7,9,24.7,6.6,13.1,83.8,587.7,52.2,59.7,3.5,24.7,12.1,5.5
2017,Alimentation et tourisme,5270 Boulangerie,Femmes,56,58.9,63.1,9.7,18.3,8.8,13.3,77.4,548.4,37.7,66.1,0,18.3,15.6,0
2017,Alimentation et tourisme,5270 Boulangerie,Hommes,53,49.1,55.2,8.1,33.1,3.6,12.8,93.4,634.1,70.2,51.3,8.1,33.1,7.5,13.6
2017,Alimentation et tourisme,5283 RÃ©ception en hÃ´tellerie,Ensemble,56,51.8,71.8,3,25.1,0,4.1,95.1,567.4,60.2,55.5,9.4,25.1,10,14.4
2017,Alimentation et tourisme,5293 Service de la restauration,Ensemble,198,45.5,72.5,4.4,22,1,5.7,73.4,536.2,66.9,71.2,5.7,22,1.1,7.4
2017,Alimentation et tourisme,5297 PÃ¢tisserie,Ensemble,411,60.1,65.8,3.9,25.4,4.9,5.6,80.6,506,62.3,61.6,4.3,26.5,7.5,6.6
2017,Alimentation et tourisme,5297 PÃ¢tisserie,Femmes,365,60.8,64.3,3.9,26.3,5.4,5.8,79.2,494,61.7,60.9,3.2,27.6,8.4,5
2017,Alimentation et tourisme,5297 PÃ¢tisserie,Hommes,46,54.3,78.7,3.5,17.7,0,4.3,90.3,567.6,66.1,67.9,14.3,17.7,0,17.4
2017,Alimentation et tourisme,5311 Cuisine,Ensemble,890,54,72.7,4.3,18.1,5,5.5,86.5,625.3,82.9,72.4,4.7,18.3,4.6,6.1
2017,Alimentation et tourisme,5311 Cuisine,Femmes,466,55.8,69.4,5.2,18.1,7.3,7,83.5,596.9,80.1,70.1,5.6,18.5,5.9,7.4
2017,Alimentation et tourisme,5311 Cuisine,Hommes,424,52.1,76.6,3.1,18,2.3,3.9,89.7,650.9,85.7,75.2,3.6,18.1,3.1,4.6
2017,Alimentation et tourisme,5314 Sommellerie,Ensemble,138,46.4,81.1,4.7,11.2,3,5.5,73.3,844.5,86.8,82.8,0,11.2,6,0
2017,Alimentation et tourisme,5324 Cuisine du marchÃ©,Ensemble,114,50,68,6.9,14.2,10.8,9.2,87.1,714.7,91.1,72.3,6.9,15.9,4.9,8.8
2017,Alimentation et tourisme,5324 Cuisine du marchÃ©,Femmes,46,54.3,59.8,8.3,11.6,20.4,12.2,80.5,678,83,65.4,12,15.3,7.3,15.5
2017,Alimentation et tourisme,5324 Cuisine du marchÃ©,Hommes,68,47.1,74.6,5.8,16.4,3.3,7.2,91.3,737.7,95.7,77.8,2.9,16.4,3,3.6
2017,Alimentation et tourisme,5342 PÃ¢tisserie de restauration contemporaine,Ensemble,45,64.4,71.6,0,18.3,10.2,0,77.3,587.6,64,68.4,0,21.9,9.7,0
2017,Alimentation et tourisme,5355 Conseil et vente de voyages,Ensemble,75,60,67.6,10.6,19.3,2.5,13.5,93.2,563.9,42.3,64.6,11.2,19.3,4.9,14.7
2017,Alimentation et tourisme,5355 Conseil et vente de voyages,Femmes,61,57.4,61.2,11,24.6,3.2,15.2,90.5,551.5,40.9,58,14.2,24.6,3.2,19.7
2017,Alimentation et tourisme,5355 Conseil et vente de voyages,Hommes,14,71.4,90.8,9.2,0,0,9.2,100,594.1,45.6,89.1,0,0,10.9,0
2017,Alimentation et tourisme,5768 Retail Butchery,Ensemble,â¤10,,,,,,,,,,,,,,
2017,Alimentation et tourisme,5770 Bread Making,Ensemble,11,63.6,29.8,0,70.2,0,0,100, ,100,29.8,0,70.2,0,0
2017,Alimentation et tourisme,5783 Hotel Reception,Ensemble,49,57.1,50.1,8,38.6,3.3,13.8,58.9,498,49,46.7,10.5,42.7,0,18.4
2017,Alimentation et tourisme,5783 Hotel Reception,Femmes,36,55.6,51.2,5.6,38.6,4.6,9.9,54,454.4,58.4,44.7,10.9,44.4,0,19.5
2017,Alimentation et tourisme,5783 Hotel Reception,Hommes,13,61.5,47.7,13.7,38.7,0,22.3,71.3, ,31,51.5,9.8,38.7,0,16
2017,Alimentation et tourisme,5797 Pastry Making,Ensemble,55,72.7,77.2,6.3,8.9,7.6,7.5,84.8,557.3,65.8,71.7,0,11,17.3,0
2017,Alimentation et tourisme,5797 Pastry Making,Femmes,40,77.5,74.5,7.9,11.2,6.4,9.6,83.7,553.2,69,67.4,0,13.9,18.7,0
2017,Alimentation et tourisme,5797 Pastry Making,Hommes,15,60,87.8,0,0,12.2,0,88.6,570.2,56.4,87.8,0,0,12.2,0
2017,Alimentation et tourisme,5811 Professional Cooking,Ensemble,221,45.2,71.6,9.8,15.5,3.1,12.1,85.8,595.2,74.2,69.5,9.6,16.3,4.6,12.1
2017,Alimentation et tourisme,5842 Contemporary Professional Pastry Making,Ensemble,45,53.3,59.4,16.9,16.8,7,22.1,100,562.4,82.3,64.4,7,25.1,3.5,9.8
2017,Arts,5085 Bijouterie-joaillerie,Ensemble,35,65.7,67,16.2,12.8,4,19.5,86.1,467.5,68.9,75,8.2,12.8,4,9.8
2017,Arts,5326 Photographie,Ensemble,69,55.1,81.4,2.3,13.5,2.7,2.8,58.2,436.1,60.4,60.6,10.9,13.5,15,15.2
2017,Arts,5326 Photographie,Femmes,51,52.9,74,3.3,18.9,3.8,4.2,55.2,429.3,45.9,55.3,8,18.9,17.8,12.6
2017,Arts,5326 Photographie,Hommes,18,61.1,100,0,0,0,0,63.8,448.3,83.4,73.7,18.2,0,8.2,19.8
2017,Arts,5327 DÃ©coration intÃ©rieure et prÃ©sentation visuelle,Ensemble,195,56.4,71.7,5.4,19.5,3.4,7,77.3,502.6,65.3,68.1,6.2,19.5,6.2,8.4
2017,Arts,5327 DÃ©coration intÃ©rieure et prÃ©sentation visuelle,Femmes,184,54.9,71.1,5.9,19.2,3.7,7.7,77.9,502.1,64.2,68.2,5.9,19.2,6.8,7.9
2017,Arts,5327 DÃ©coration intÃ©rieure et prÃ©sentation visuelle,Hommes,11,81.8,77.8,0,22.2,0,0,71.2, ,78.3,67.5,10.3,22.2,0,13.3
2017,Arts,5827 Interior Decorating and Visual Display,Ensemble,63,46,44.3,34.7,18.3,2.8,43.9,76.9,477.4,57.7,47.4,13.6,21.4,17.5,22.3
2017,BÃ¢timent et travaux publics,5119 Calorifugeage,Ensemble,36,50,67.1,17.1,10.9,4.9,20.3,100,960.1,100,67.1,17.1,10.9,4.9,20.3
2017,BÃ¢timent et travaux publics,5172 RÃ©paration appareils au gaz naturel,Ensemble,48,64.6,87.8,12.2,0,0,12.2,89.7,851.5,61.8,84.9,15.1,0,0,15.1
2017,BÃ¢timent et travaux publics,5211 Entretien gÃ©nÃ©ral immeubles,Ensemble,356,59,70.1,7.5,18.7,3.7,9.7,84.2,674.8,71.8,68.7,7,19.4,4.9,9.3
2017,BÃ¢timent et travaux publics,5211 Entretien gÃ©nÃ©ral immeubles,Femmes,37,59.5,50.5,13.4,23.1,13.1,21,72.9,575,61.8,53.5,9.2,28.6,8.7,14.6
2017,BÃ¢timent et travaux publics,5211 Entretien gÃ©nÃ©ral immeubles,Hommes,319,58.9,72.4,6.8,18.2,2.6,8.6,85.1,682,72.5,70.5,6.8,18.3,4.4,8.8
2017,BÃ¢timent et travaux publics,5215 Restauration de maÃ§onnerie,Ensemble,71,59.2,72.2,11.5,5.1,11.3,13.7,93.7,1249.4,73.9,90.4,2.3,5.1,2.3,2.4
2017,BÃ¢timent et travaux publics,5238 Arpentage et topographie,Ensemble,179,63.1,68.3,18.1,10.9,2.7,20.9,92.1,794.2,58.6,79.7,7.6,10.9,1.8,8.7
2017,BÃ¢timent et travaux publics,5238 Arpentage et topographie,Femmes,39,79.5,70.5,12.9,13.2,3.4,15.4,96,828,53.7,77,6.3,13.2,3.4,7.6
2017,BÃ¢timent et travaux publics,5238 Arpentage et topographie,Hommes,140,58.6,67.4,20.1,10,2.4,23,90.6,778.8,60.8,80.8,8.1,10,1.1,9.1
2017,BÃ¢timent et travaux publics,5250 Dessin de bÃ¢timent,Ensemble,445,59.6,78.1,9.9,9.7,2.3,11.2,93.6,637,76.3,78.7,7.6,10.9,2.7,8.8
2017,BÃ¢timent et travaux publics,5250 Dessin de bÃ¢timent,Femmes,202,60.9,76.6,9.8,10.4,3.2,11.3,94.9,624.2,80.1,77,6.7,12.2,4.1,8
2017,BÃ¢timent et travaux publics,5250 Dessin de bÃ¢timent,Hommes,243,58.4,79.5,9.9,9.2,1.4,11.1,92.4,646.8,73,80.1,8.5,9.9,1.5,9.6
2017,BÃ¢timent et travaux publics,5282 Installation et fabrication de produits verriers,Ensemble,76,46.1,91.1,3,3,3,3.2,93.6,930,84.1,85.3,3,5.9,5.8,3.4
2017,BÃ¢timent et travaux publics,5286 PlÃ¢trage,Ensemble,195,48.2,79,11.7,8.2,1.1,12.9,94.6,785.1,63.6,80,9.6,9.3,1.1,10.7
2017,BÃ¢timent et travaux publics,5286 PlÃ¢trage,Femmes,30,46.7,78.1,0,14.1,7.8,0,91.4,688.8,68.6,78.1,0,14.1,7.8,0
2017,BÃ¢timent et travaux publics,5286 PlÃ¢trage,Hommes,165,48.5,79.2,13.7,7.1,0,14.7,95.2,802.3,62.8,80.3,11.3,8.5,0,12.3
2017,BÃ¢timent et travaux publics,5300 Carrelage,Ensemble,129,47.3,79.6,10.7,5.1,4.6,11.9,87.3,800.4,54.5,79.6,9.1,5.1,6.3,10.2
2017,BÃ¢timent et travaux publics,5303 Briquetage-maÃ§onnerie,Ensemble,423,46.3,65.4,12.1,15.9,6.6,15.6,92.9,818.1,65.3,75.6,4,15.9,4.5,5
2017,BÃ¢timent et travaux publics,5315 RÃ©frigÃ©ration,Ensemble,233,60.5,84.6,9.1,4.2,2.1,9.7,96.7,796,82.9,94.4,0.6,4.2,0.7,0.7
2017,BÃ¢timent et travaux publics,5319 Charpenterie-menuiserie,Ensemble,1996,50.2,80.2,8.9,8.1,2.8,9.9,94.7,853.5,77.3,85.6,4.1,8.5,1.8,4.5
2017,BÃ¢timent et travaux publics,5319 Charpenterie-menuiserie,Femmes,60,73.3,74.7,6.9,9.3,9.1,8.5,76,626.1,51.9,75,6.6,11.6,6.8,8.1
2017,BÃ¢timent et travaux publics,5319 Charpenterie-menuiserie,Hommes,1936,49.4,80.5,8.9,8,2.5,10,95.5,860.2,78.2,86.1,4,8.4,1.6,4.4
2017,BÃ¢timent et travaux publics,5322 Intervention en sÃ©curitÃ© incendie,Ensemble,357,65.8,29.3,0.4,69.8,0.4,1.4,78.4,1210.4,41.9,28.9,0.4,70.7,0,1.4
2017,BÃ¢timent et travaux publics,5322 Intervention en sÃ©curitÃ© incendie,Femmes,13,76.9,20.2,0,79.8,0,0,100, ,44.8,20.2,0,79.8,0,0
2017,BÃ¢timent et travaux publics,5322 Intervention en sÃ©curitÃ© incendie,Hommes,344,65.4,29.7,0.4,69.4,0.5,1.5,77.8,1210.4,41.8,29.3,0.4,70.3,0,1.4
2017,BÃ¢timent et travaux publics,5333 Plomberie et chauffage,Ensemble,632,47.6,79.8,9.8,9.7,0.7,11,92,830.5,76,82.3,6.1,10.1,1.6,6.9
2017,BÃ¢timent et travaux publics,5336 Peinture en bÃ¢timent,Ensemble,163,51.5,80.2,7.7,8.6,3.5,8.7,92.9,746.9,75.2,84.6,3.3,8.6,3.5,3.8
2017,BÃ¢timent et travaux publics,5336 Peinture en bÃ¢timent,Femmes,83,50.6,79.6,8.6,9.7,2.1,9.7,88.8,718.5,68.5,83.9,4.3,9.7,2.1,4.9
