titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Maison de la culture Mercier","https://montreal.ca/lieux/maison-de-la-culture-mercier","Découvrez la programmation de l’été 2024. BilletterieTous les événements sont gratuits, sauf indication contraire. Les billets gratuits sont disponibles de 2 semaines à un mois avant la date de l’activité : à la maison de la culture sur le site de la billetterie en ligne. La billetterie en ligne ferme 1 heure avant le début de la représentation. Maximum de 2 billets par personne ou de 4 pour les spectacles jeune public. Respectez les limites d’âge indiquées pour les enfants. Les billets gratuits sont valides jusqu’à 10 minutes avant l’événement. Les retardataires ne sont pas admis. Lorsque la billetterie est fermée ou que le spectacle affiche complet, des billets d’attente peuvent être distribués selon l’ordre d’arrivée, sous réserve du nombre de sièges disponibles. L’entrée est libre pour les expositions. À découvrirPlan directeur culturel de MHM","2019-08-22","2024-06-26","Mercier–Hochelaga-Maisonneuve","Culturels et communautaires","Centre culturel","","Air climatisé,Produits menstruels gratuits,Fontaine d'eau potable,Support à vélo,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Ascenseur,Rampe d'accès,Toilettes accessibles","Culture et sports",""," ","","","Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit","numéro: 5148728755","","Maison de la culture Mercier","8105, rue Hochelaga",,"H1L2K9","Montréal",45.595475,-73.523843,302939.8,5050619.2
"Maison de la culture Maisonneuve","https://montreal.ca/lieux/maison-de-la-culture-maisonneuve","Découvrez la programmation de l’été 2024. BilletterieTous les événements sont gratuits, sauf indication contraire. Les billets gratuits sont disponibles 2 semaines avant la date de l’activité : à la maison de la culture sur le site de la billetterie en ligneMaximum de 2 billets par personne ou de 4 pour les spectacles jeune public. Respectez les limites d’âge indiquées pour les enfants. Les billets gratuits sont valides jusqu’à 10 minutes avant l’événement. Les retardataires ne sont pas admis. Lorsque la billetterie est fermée ou que le spectacle affiche complet, des billets d’attente peuvent être distribués selon l’ordre d’arrivée, sous réserve du nombre de sièges disponibles. L’entrée est libre pour les expositions.Scène écoresponsable En cohérence avec la démarche du Plan climat MHM, la Maison de la culture Maisonneuve multiplie les actions et les initiatives pour lutter contre les changements climatiques. La salle détient l’accréditation niveau Or du Conseil québécois des événements écoresponsables pour ses différentes actions comme la réduction d’impression d’outils promotionnels et une programmation locale axée sur les artistes du quartier.HistoriqueMaisonneuve est la première maison de la culture à avoir ouvert ses portes à Montréal, en 1981. Le bâtiment, construit en 1907, a aussi abrité une caserne de pompiers jusqu’au milieu des années 1990.À découvrirPlan directeur culturel de MHM","2019-08-22","2024-06-28","Mercier–Hochelaga-Maisonneuve","Culturels et communautaires","Centre culturel","","Air climatisé,Produits menstruels gratuits,Borne de recharge voiture,Fontaine d'eau potable,Support à vélo,Toilettes,Wi-Fi gratuit","Ascenseur,Rampe d'accès","Culture et sports",""," ","","","","numéro: 5148722200","","Maison de la culture Maisonneuve","4200, rue Ontario Est",,"H1V1K1","Montréal",45.5512,-73.540236,301658.4,5045699.3
"Maison de la culture du Plateau-Mont-Royal","https://montreal.ca/lieux/maison-de-la-culture-du-plateau-mont-royal","Même si un spectacle affiche complet, passez nous voir, il y a souvent de la place! Les laissez-passer sont gratuits, mais il faut en faire bon usage! Si vous ne pouvez vous présenter, merci de nous informer. Vous permettrez ainsi à quelqu’un d’autre de profiter de la représentation et ne laisserez pas de siège vide à la vue des artistes.Consultez la programmation actuelle de la maison de la cultureAccessibilitéLa maison de la culture du Plateau-Mont-Royal possède deux espaces de stationnement réservés aux personnes handicapées situés devant l’immeuble. Une rampe d’accès fixe, une pente douce et un ouvre-porte automatisé donnent accès à l’édifice.Les toilettes situées au rez-de-chaussée sont accessibles avec aide.La salle d’exposition et le lieu de diffusions - également situés au rez-de-chaussée - sont aménagés pour les personnes handicapées avec des aires de manœuvre d’au moins 1,5m de diamètre. De plus, 6 places pour personnes handicapées sont réservées à l’avant de la salle de spectacles. Veuillez communiquer  avec la réception afin que l’on puisse vous assurer une place au 514 872-2266.Il y a quatre marches avec une main courante pour l’accès au bâtiment.Pour toutes questions vous pouvez écrire à l’adresse suivante : maison_mr@montreal.ca","2019-08-22","2024-05-15","Le Plateau-Mont-Royal","Culturels et communautaires","Centre culturel","","Air climatisé,Produits menstruels gratuits,Fontaine d'eau potable,Toilettes,Wi-Fi gratuit","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes,Barre d'appui,Équipement adapté,Places de stationnement réservées (vignette),Porte à ouverture automatique,Rampe d'accès,Toilette accessible en cabine,Toilettes accessibles","Culture et sports",""," Horaire [Mardi, ouverture:13:00, fermeture:19:00,Mercredi, ouverture:13:00, fermeture:19:00,Jeudi, ouverture:13:00, fermeture:19:00,Vendredi, ouverture:13:00, fermeture:17:00,Samedi, ouverture:13:00, fermeture:17:00,Dimanche, ouverture:13:00, fermeture:17:00]","","","","numéro: 5148722266","","Maison de la culture du Plateau-Mont-Royal","465, avenue du Mont-Royal Est",,"H2J1W3","Montréal",45.524952,-73.582684,298341.1,5042784.9
"Maison de la culture de Pointe-aux-Trembles","https://montreal.ca/lieux/maison-de-la-culture-de-pointe-aux-trembles","Surveillez la programmation culturelle!La maison de la culture de Pointe-aux-Trembles a reçu l’accréditation Scène écoresponsable!","2019-08-23","2024-05-27","Rivière-des-Prairies–Pointe-aux-Trembles","Culturels et communautaires","Centre culturel","","Air climatisé,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Table à langer,Toilettes,Wi-Fi gratuit","","Culture et sports",""," Horaire [Lundi, ouverture:12:00, fermeture:17:00,Mardi, ouverture:10:00, fermeture:20:00,Mercredi, ouverture:12:00, fermeture:20:00,Jeudi, ouverture:12:00, fermeture:18:00,Vendredi, ouverture:12:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","","","","numéro: 5148722240","","Maison de la culture de Pointe-aux-Trembles","14001, rue Notre-Dame Est",,"H1A1T9","Montréal",45.667876,-73.494899,305197.5,5058665.1
"Maison de la culture Notre-Dame-de-Grâce – Botrel","https://montreal.ca/lieux/maison-de-la-culture-notre-dame-de-grace-botrel","Inaugurée en octobre 1984, elle fut la cinquième maison mise en service parmi les maisons de la culture de la Ville de Montréal. L’année 2001 marque son adhésion à la Société des musées québécois à la suite de son attribution du statut d’Institution muséale reconnue par le ministère de la Culture et des Communications. En plus d’être un lieu de diffusion des arts de la scène et des arts visuels, la Maison de la culture Notre-Dame-de-Grâce s’ancre dans la communauté en proposant des activités de médiation culturelle pour les petit.e.s et les grand.e.s et en recevant des artistes d’ici et d’ailleurs en résidence de création. Près de 80 spectacles et une vingtaine d’expositions y sont présentés chaque année.On retrouve également au sein du même édifice la bibliothèque Notre-Dame-de-Grâce, ce qui en fait un lieu de culture des plus rassembleurs.Depuis 2016, la Maison de la culture Notre-Dame-de-Grâce rayonne au sein d’un deuxième foyer; le Centre Culturel Notre-Dame-Grâce, situé sur l’avenue de Monkland.Sur la voie de l’écoresponsabilitéCe lieu est accrédité Scène écoresponsable, niveau ​Argent, du Conseil québécois des événements écoresponsables pour son engagement à améliorer ses pratiques environnementales comme l’utilisation d’ampoules DEL, l’achat local, la sensibilisation à une meilleure utilisation des ressources et bien plus! En savoir plus sur l’accréditation","2019-08-26","2024-08-08","Côte-des-Neiges–Notre-Dame-de-Grâce","Culturels et communautaires","Centre culturel","","Air climatisé,Fontaine d'eau potable,Support à vélo,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Ascenseur,Rampe d'accès","Culture et sports",""," Horaire [Mardi, ouverture:13:00, fermeture:19:00,Mercredi, ouverture:13:00, fermeture:19:00,Jeudi, ouverture:13:00, fermeture:18:00,Vendredi, ouverture:13:00, fermeture:18:00,Samedi, ouverture:13:00, fermeture:17:00,Dimanche, ouverture:13:00, fermeture:17:00]","Fermé les jours suivants : 29 mars, 1er avril, 20 mai, 24 juin, 1er juillet, 2 septembre, 14 octobre, du 24 au 26 décembre, du 31 décembre au 2 janvier 2025.","","","numéro: 5148722157","","Maison de la culture Notre-Dame-de-Grâce – Botrel","3755, rue Botrel",,"H4A3G8","Montréal",45.475571,-73.61437,295858.1,5037300.2
"Maison de la culture Claude-Léveillée","https://montreal.ca/lieux/maison-de-la-culture-claude-leveillee","Découvrez la programmationBilletterieTous les événements sont gratuits, sauf indication contraire.Les laissez-passer sont disponibles 2 semaines avant la date de l’activité :à la Maison de la culture Claude-Léveilléesur le site de la billetterie en lignepar téléphoneLa billetterie en ligne ferme une heure avant le début de la représentation.Personnes avec une limitation fonctionnelle La Maison de la culture Claude-Léveillée est située au rez-de-chaussée du centre Jean-Marie Gauvreau. Si vous êtes en fauteuil roulant et que vous désirez participer à une activité, veuillez nous appeler afin que nous puissions vous accueillir au meilleur de nos capacités.Visites guidées et ateliers créatifsNous organisons régulièrement des incursions dans l’univers des artistes en proposant des rencontres intimes et structurées aux organismes, écoles et divers groupes de l’arrondissement. Les accompagnements culturels peuvent prendre diverses formes, selon les projets, et rejoignent près de 3000 personnes par année. Sur réservation.Résidences d’artistesNos installations offrent un certain nombre de résidences de création par année aux artistes professionnelles et professionnels de l’arrondissement. Ces résidences leur permettent de peaufiner leurs œuvres dans un environnement créatif et parfois de recevoir des groupes afin de tester leur matériel.Scène écoresponsableLa Maison de la culture Claude-Léveillée détient l’accréditation de niveau or du Conseil québécois des événements écoresponsables pour ses différentes actions comme le remplacement des bouteilles d’eau par des tasses réutilisables, la réduction de l’utilisation du papier et la suppression des billets physiques.","2019-08-26","2024-05-27","Villeray–Saint-Michel–Parc-Extension","Culturels et communautaires","Centre culturel","","Air climatisé,Fontaine d'eau potable,Support à vélo,Table à langer,Toilettes,Wi-Fi gratuit","Accessible en fauteuil roulant,Adapté aux poussettes,Entrée de plain-pied,Équipement adapté,Porte à ouverture automatique,Toilettes accessibles,Zone de débarcadère pour transport adapté","Culture et sports",""," Heures d'ouverture [Mercredi, ouverture:12:00, fermeture:19:00,Jeudi, ouverture:12:00, fermeture:19:00,Vendredi, ouverture:12:00, fermeture:19:00,Samedi, ouverture:13:00, fermeture:17:00,Dimanche, ouverture:13:00, fermeture:17:00]","","","","numéro: 5148726131","","Maison de la culture Claude-Léveillée","911, rue Jean-Talon Est",,"H2R1V5","Montréal",45.541562,-73.613258,295955.4,5044633.7
"Maison Brignon-Dit-Lapierre","https://montreal.ca/lieux/maison-brignon-dit-lapierre","Construite en 1770 et classée monument historique, la maison Brignon-Dit-Lapierre offre des visites commentées, des soirées animées par des conteurs et des spectacles variés.Ouverte 30 minutes avant chaque représentation. Entrée libre.Tel: 514 328-4000, poste 5630","2019-08-26","2022-03-01","Montréal-Nord","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","numéro: 5143284000 extension: 5630","","Maison Brignon-Dit-Lapierre","4251, boulevard Gouin Est",,"H1H 5L9","Montréal",45.599788,-73.643581,293598.9,5051108.3
"Maison Antoine-Beaudry","https://montreal.ca/lieux/maison-antoine-beaudry","Située à Pointe-aux-Trembles et classée monument historique, la maison Antoine-Beaudry propose une programmation d’expositions, de spectacles, de conférences et d’activités en plein air.Visitez également le jardin patrimonial où sont cultivées des espèces potagères des amérindiens ou des ancêtres européens.","2019-08-26","2024-07-03","Rivière-des-Prairies–Pointe-aux-Trembles","Culturels et communautaires","Salle de spectacle","","Aire de pique-nique,Table à langer,Toilettes,Wi-Fi gratuit","","Culture et sports",""," Horaire d'été jusqu'au 23 août et le 2 septembre [Lundi, ouverture:09:30, fermeture:11:30Lundi, ouverture:12:30, fermeture:16:30,Mardi, ouverture:09:30, fermeture:11:30Mardi, ouverture:12:30, fermeture:16:30,Mercredi, ouverture:09:30, fermeture:11:30Mercredi, ouverture:12:30, fermeture:16:30,Jeudi, ouverture:09:30, fermeture:11:30Jeudi, ouverture:12:30, fermeture:16:30,Vendredi, ouverture:09:30, fermeture:11:30Vendredi, ouverture:12:30, fermeture:16:30,Samedi, ouverture:12:00, fermeture:17:00,Dimanche, ouverture:12:00, fermeture:17:00]","","","","numéro: 5148722264","","Maison Antoine-Beaudry","14678, rue Notre-Dame Est",,"H1A1W1","Montréal",45.676568,-73.491241,305482.4,5059631.1
"Église Saint-René-Goupil","https://montreal.ca/lieux/eglise-saint-rene-goupil","Cette petite église chaleureuse et intimiste présente des spectacles et concerts du programme Hors les murs de Villeray–Saint-Michel–Parc-Extension.","2019-08-26","2021-10-08","Villeray–Saint-Michel–Parc-Extension","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","numéro: 5147221161","","Église Saint-René-Goupil","4251, rue du Parc-René-Goupil",,"H1Z 1X8","Montréal",45.578428,-73.611855,296070.6,5048730.5
"Église évangélique arménienne","https://montreal.ca/lieux/eglise-evangelique-armenienne","L’Église évangélique arménienne est utilisée ponctuellement par la maison de la culture Ahuntsic-Cartierville pour présenter, entre autres, des concerts d’orchestres classiques.","2019-08-26","2024-08-09","Ahuntsic-Cartierville","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","numéro: 5148728749","","Église évangélique arménienne","11455, rue Drouart",,"H3M 2S6","Montréal",45.536571,-73.687067,290190.1,5044089.8
"Collège Regina Assumpta","https://montreal.ca/lieux/college-regina-assumpta","Le collège Regina Assumpta est utilisé ponctuellement par la maison de la culture Ahuntsic-Cartierville pour présenter des concerts et des spectacles de sa programmation.","2019-08-26","2024-08-09","Ahuntsic-Cartierville","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","numéro: 5148728749","","Collège Regina Assumpta","1750, rue Sauriol Est",,"H2C 1X4","Montréal",45.565324,-73.650168,293077.9,5047279.2
"Cinéma Beaubien","https://montreal.ca/lieux/cinema-beaubien","Visitez leur site web pour toutes les informations.","2019-08-26","2022-05-13","Rosemont–La Petite-Patrie","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","numéro: 5148721730","","Cinéma Beaubien","2396, rue Beaubien Est",,"H2G1N2","Montréal",45.548127250784,-73.592139594932,297605.4,5045361.2
"Centre d'exposition Lethbridge","https://montreal.ca/lieux/centre-dexposition-lethbridge","Entrée librePour information : culturesaintlaurent@montreal.ca","2019-08-26","2024-07-10","Saint-Laurent","Culturels et communautaires","Centre culturel","","Air climatisé,Stationnement gratuit,Wi-Fi gratuit","","Culture et sports",""," Horaire [Mercredi, ouverture:13:00, fermeture:20:00,Jeudi, ouverture:13:00, fermeture:19:00,Vendredi, ouverture:13:00, fermeture:19:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","","","","numéro: 5148556130 extension: 4443","","Centre d'exposition Lethbridge","2727, boulevard Thimens",,"H4R1T4","Montréal",45.504489,-73.704747,288800.2,5040527.9
"Pointe-à-Callière, cité d'archéologie et d'histoire de Montréal","https://montreal.ca/lieux/pointe-calliere-cite-darcheologie-et-dhistoire-de-montreal","Classé site archéologique et historique national, Pointe-à-Callière est un ensemble de sites, de bâtiments et de collections qui forment un complexe culturel unique livrant au public la mémoire de la ville. En plus de ses expositions permanentes et de son spectacle multimédia, le Musée présente régulièrement des expositions temporaires nationales et internationales, et propose des activités culturelles et des programmes éducatifs variés.","2019-08-29","2021-11-02","Ville-Marie","Culturels et communautaires","Musée","","","","Culture et sports",""," ","","","","","","Pointe-à-Callière, cité d'archéologie et d'histoire de Montréal","350, place Royale",,"H2Y3Y5","Montréal",45.502601,-73.554172,300566.6,5040299.1
"Maison Nivard-De Saint-Dizier, musée et site archéologique","https://montreal.ca/lieux/maison-nivard-de-saint-dizier-musee-et-site-archeologique","Reconnue monument historique et immeuble patrimonial, la Maison Nivard-De Saint-Dizier, située à Verdun, propose une programmation d’activités éducatives et culturelles comme des animations historiques, des expositions, des ateliers, des conférences, des contes et des concerts. Elle est accessible au public de la mi-mai à la mi-octobre.Découvrez en vidéo le lieu et ses services.Programmation estivale 2024Cet été encore, l’équipe de la Culture de l’arrondissement de Verdun vous offre une multitude de propositions artistiques dans votre quartier. Soyez au rendez-vous avec la culture! Consultez le brochure web ici.Programmation hors les mursLa Maison Nivard-De Saint-Dizier a beaucoup à vous offrir en toutes saisons, et ce, dans différents lieux à Verdun.Expositions virtuellesL’Auditorium de Verdun, un bâtiment rempli d’histoires, de souvenirs et de fierté!Explorez l’histoire de ce bâtiment emblématique verdunois à travers des archives photographiques, radiophoniques et télévisuelles ainsi que des témoignages de Verdunois.Verdun en temps de guerre : Une communauté engagéeDécouvrez, en images et en récits, la fascinante histoire de mobilisation des Verdunois pendant les deux grandes guerres mondiales.","2019-08-29","2024-06-07","Verdun","Culturels et communautaires","Musée","Vélo,Randonnée,Observation d'oiseaux","Air climatisé,Aire de pique-nique,Fontaine d'eau potable,Support à vélo,Toilettes,Wi-Fi gratuit","Toilettes accessibles","Culture et sports",""," 4 septembre au 13 octobre 2024 [Mercredi, ouverture:11:00, fermeture:17:00,Jeudi, ouverture:11:00, fermeture:17:00,Vendredi, ouverture:11:00, fermeture:17:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","","","Argent comptant","numéro: 5147657284","mndsd@montreal.ca","Maison Nivard-De Saint-Dizier, musée et site archéologique","7244, boulevard LaSalle",,"H4H1R4","Montréal",45.437477344109,-73.582882536873,298315.5,5033063.9
"MEM - Centre des mémoires montréalaises","https://montreal.ca/lieux/mem-centre-des-memoires-montrealaises","Le MEM - Centre des mémoires montréalaises, situé en plein cœur du quartier des spectacles à l’angle du boulevard Saint-Laurent et de la rue Sainte-Catherine, met en valeur les richesses et le caractère unique de Montréal d’hier et d’aujourd’hui. Il valorise les petites histoires de la grande histoire de la ville. Vous y retrouverez des espaces publics, des expositions, un cabaret, une boutique-café et aussi des espaces locatifs à votre disposition.À travers des projets développés en collaboration avec la population, vous découvrirez des histoires inédites, des témoignages surprenants, des artefacts emblématiques et des objets du quotidien.","2019-08-29","2024-06-20","Ville-Marie","Culturels et communautaires","Musée","","","Accessible en fauteuil roulant,Accessible en fauteuil roulant avec assistance,Adapté aux poussettes,Ascenseur,Porte à ouverture automatique,Signalisation accessible,Stationnement accessible,Toilettes accessibles,Zone de débarcadère,Zone de débarcadère pour transport adapté","Culture et sports",""," Heures d'ouverture [Mardi, ouverture:11:00, fermeture:18:00,Mercredi, ouverture:11:00, fermeture:20:00,Jeudi, ouverture:11:00, fermeture:21:00,Vendredi, ouverture:11:00, fermeture:21:00,Samedi, ouverture:11:00, fermeture:18:00,Dimanche, ouverture:11:00, fermeture:18:00]","","","Argent comptant,Carte de crédit (MasterCard, Visa),Carte de débit","numéro: 5148723207","mem@montreal.ca","MEM - Centre des mémoires montréalaises","1210, boulevard Saint-Laurent",,"H2X2S5","Montréal",45.50931175323,-73.562976574293,299879.2,5041045.4
"Musée de Lachine","https://montreal.ca/lieux/musee-de-lachine","Le Musée de Lachine regroupe le site patrimonial Le Ber-Le Moyne, une collection archéologique classée ainsi que des bâtiments du 17e siècle.En savoir plus sur la mission du Musée de Lachine.","2019-08-29","2024-05-23","Lachine","Culturels et communautaires","Musée","","Air climatisé,Aire de pique-nique,Stationnement ($),Support à vélo,Table à langer,Toilettes,Wi-Fi gratuit","","Culture et sports",""," ","","","","numéro: 5143676423","museedelachine@montreal.ca","Musée de Lachine","1, chemin du Musée",,"H8S4L9","Montréal",45.429888,-73.666455,291775.4,5032230.6
"Parc Beaubien","https://montreal.ca/lieux/parc-beaubien","Des stations loisirs pour vos activités hivernales Dès le 10 décembre, nous vous prêtons gratuitement de l’équipement pour le patinage. Des animations pourront aussi avoir lieu sur place.Pour en savoir plus","2019-09-17","2022-11-21","Rosemont–La Petite-Patrie","Parc et jardins","Parc","Tennis,Raquette,Patinage,Hockey,Basketball,Baseball","Module de jeu pour enfants,Support à vélo,Terrain de basketball","Adapté aux poussettes","Culture et sports",""," Horaire [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Parc Beaubien","6633, 6e Avenue",,"H1Y2X7","Montréal",45.553426794776,-73.591607809067,297647.6,5045950.1
"Maison d'Haïti","https://montreal.ca/lieux/maison-dhaiti","Horaire du Roulivre : le Roulivre est en service tous les mercredis, de 15 h à 18 h.Toujours animée par le désir d’être un vecteur de développement dans les communautés, la Maison d’Haïti continue de renforcer sa présence comme acteur culturel dans le quartier de Saint-Michel et dans la ville de Montréal en déployant son tout nouvel espace de diffusion culturelle, offrant une programmation riche et diversifiée culturelle à la communauté montréalaise.Avec ses 5 volets d’activités : éducation des jeunes et des adultes, intégration des nouveaux arrivants, dossier femmes et dossier jeunesse et diffusion culturelle, c’est plus de 7 000 personnes différentes qui bénéficient annuellement de ses services.Point de rencontre de toutes les communautés, lieu de formation, d’insertion, d’aide, de soutien et de diffusion culturelle, la Maison d’Haïti continue, depuis plus de 44 ans, d’évoluer et d’innover.","2021-10-08","2022-10-14","Villeray–Saint-Michel–Parc-Extension","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","","","Maison d'Haïti","3245, avenue Émile-Journault",,"H1Z0B1","Montréal",45.570712409202,-73.62352805709,295158.3,5047874.4
"Centre éducatif communautaire René-Goupil","https://montreal.ca/lieux/centre-educatif-communautaire-rene-goupil","C’est un lieu d’appartenance, de développement, de regroupement et de solidarité où les gens se rencontrent, échangent et posent des actions pour améliorer leurs conditions de vie par des réseaux d’entraide, des comités d’organisation et d’action ainsi que des ateliers de formation.Site web","2021-10-08","2024-08-09","Villeray–Saint-Michel–Parc-Extension","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","","","Centre éducatif communautaire René-Goupil","4105, 47e rue",,"H1Z 1L6","Montréal",45.580489788457,-73.622114916016,295270.3,5048960.8
"Théâtre Desjardins","https://montreal.ca/lieux/theatre-desjardins","Le Théâtre Desjardins contribue activement à la mise en lumière de la culture et des arts de la scène. Reconnu comme le diffuseur majeur du Grand Sud-Ouest de Montréal, l’établissement dispose de plusieurs salles pouvant accueillir jusqu’à 813 spectateur(trice)s par événement. Des artistes de renom du Québec et d’ailleurs s’y produisent régulièrement offrant ainsi une multiplicité d’expériences artistiques au public. Une programmation inclusive qui permet une sensibilisation aux arts et à la culture pour toute la population!","2021-11-04","2024-01-22","LaSalle","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," Billetterie [Lundi, ouverture:13:00, fermeture:17:00,Mardi, ouverture:13:00, fermeture:17:00,Mercredi, ouverture:13:00, fermeture:17:00,Jeudi, ouverture:13:00, fermeture:17:00,Vendredi, ouverture:13:00, fermeture:17:00,Samedi, ouverture:13:00, fermeture:17:00]","Prenez note que la billetterie est également ouvert 3 h avant chaque représentation.","","","numéro: 5143676373","info@theatredesjardins.com","Théâtre Desjardins","1111, rue Lapierre",,"H8N2J4","Montréal",45.435879025005,-73.605480194092,296547.3,5032888.3
"Biosphère","https://montreal.ca/lieux/biosphere","La Biosphère ne peut laisser personne indifférent. Et pour plusieurs raisons.Son architecture, d’abord. Durable et reconnaissable entre mille, imposant, fascinant, le dôme géodésique de la Biosphère fait partie intégrante du paysage urbain. Mieux encore, il le façonne et le rend unique.Sa mission, ensuite. Rapprocher l’humain de la nature. Le sensibiliser aux enjeux environnementaux, lui donner des pistes de réflexion et des clés pour comprendre, et l’inciter à davantage d’écoresponsabilité.Sa programmation, enfin. Des expositions et des installations artistiques qui interpellent, qui incitent au dialogue et favorisent une prise de conscience collective. Qu’est-ce que la science? Comment vivre en harmonie avec la nature? Pourquoi et comment protéger la planète? Les réponses sont sous le dôme.Visitez le site d’Espace pour la vie pour planifier votre visite.","2021-11-15","2022-06-21","Ville-Marie","Culturels et communautaires","Musée","","","","Culture et sports",""," ","","","","","","Biosphère","160, chemin du Tour de l'isle",,"H3C4G8","Montréal",45.513925636445,-73.531494140625,302339.3,5041556.7
"Église Saint-Charles","https://montreal.ca/lieux/eglise-saint-charles","L’Église Saint-Charles, à l’architecture remarquable, est l’hôte d’évènements culturels au cœur du quartier Pointe-Saint-Charles.","2021-12-15","2024-08-09","Le Sud-Ouest","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","","","Église Saint-Charles","2111, rue Centre",,"H3K 1J5","Montréal",45.481037139893,-73.565162658691,299705.8,5037903.4
"Salle Désilets du Cégep Marie-Victorin","https://montreal.ca/lieux/salle-desilets-du-cegep-marie-victorin","Espace de vie culturelle bouillonnant, la salle Désilets propose tout au long de l’année une programmation artistique variée de grande qualité.Visitez son site web pour en apprendre davantage.","2021-12-16","2024-08-09","Rivière-des-Prairies–Pointe-aux-Trembles","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","","","Salle Désilets du Cégep Marie-Victorin","7000, rue Marie-Victorin",,"H1G 2J6","Montréal",45.617403,-73.605971,296535.6,5053061.3
"Église Saint-Joseph","https://montreal.ca/lieux/eglise-saint-joseph","Reconnaissable grâce à son clocher en flèche élancée, l’église Saint-Joseph est au cœur de l’activité du Vieux Village de Rivière-des-Prairies. Elle se fait également l’hôte de spectacles culturels très appréciés des habitants du quartier.","2021-12-16","2024-08-09","Rivière-des-Prairies–Pointe-aux-Trembles","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","","","Église Saint-Joseph","10050, boulevard Gouin Est",,"H1C 1A8","Montréal",45.662937164307,-73.562622070312,299920.2,5058118.1
"Église Sainte-Marthe","https://montreal.ca/lieux/eglise-sainte-marthe","Cette église à l’architecture moderne a été construite au milieu du 20e siècle. Située à quelques pas de la Rivière des Prairies, elle accueille de temps à autre des évènements culturels.","2021-12-16","2024-08-09","Rivière-des-Prairies–Pointe-aux-Trembles","Culturels et communautaires","Salle de spectacle","","","","Culture et sports",""," ","","","","","","Église Sainte-Marthe","7580, boulevard Gouin Est",,"H1E 1A8","Montréal",45.636214,-73.607414,296425.8,5055152
"Salle d’exposition Goncourt","https://montreal.ca/lieux/salle-dexposition-goncourt","Elle constitue un lieu de passage pour les expositions professionnelles ou d’artistes amateurs, les vernissages et autres installations de petite taille.  Son amphithéâtre central peut accueillir 80 personnes assisses. Propice à la socialisation, on y tient quotidiennement diverses animations, conférences et projections allant des rencontres d’auteurs, ateliers, activités et spectacles pour jeunes et adultes. La salle d’exposition Goncourt peut être louée par les organismes et citoyens d’Anjou. Il est cependant à préciser qu’elle ne constitue pas une salle professionnelle. L’accès se fait par l’accueil de la bibliothèque Jean-Corbeil. L’entrée aux expositions est libre, selon les heures d’ouverture de la bibliothèque.","2022-04-01","2024-06-06","Anjou","","Centre culturel","","Air climatisé,Stationnement gratuit,Toilettes","Accessible en fauteuil roulant,Adapté aux poussettes,Rampe d'accès,Toilettes accessibles,Zone de débarcadère","Culture et sports",""," Horaire régulier [Lundi, ouverture:12:00, fermeture:20:00,Mardi, ouverture:12:00, fermeture:20:00,Mercredi, ouverture:12:00, fermeture:20:00,Jeudi, ouverture:12:00, fermeture:20:00,Vendredi, ouverture:10:00, fermeture:18:00,Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","","","","numéro: 5144938260","","Salle d’exposition Goncourt","7500, avenue Goncourt",,"H1K3X9","Montréal",45.602902,-73.558411,300243.5,5051446
