titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Parc Père-Marquette - LaSalle","https://montreal.ca/en/places/parc-pere-marquette-lasalle","Taking in the natural scenery or enjoying outdoor activities!","2019-10-11","2022-01-18","LaSalle","Parks and gardens","Park","","Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:08:00, fermeture:20:00,Mardi, ouverture:08:00, fermeture:20:00,Mercredi, ouverture:08:00, fermeture:20:00Mercredi, ouverture:08:00, fermeture:20:00,Jeudi, ouverture:08:00, fermeture:20:00Jeudi, ouverture:08:00, fermeture:20:00,Vendredi, ouverture:08:00, fermeture:20:00,Samedi, ouverture:08:00, fermeture:20:00,Dimanche, ouverture:08:00, fermeture:20:00]","Park,Splash pads (summer schedule)","","","","","Parc Père-Marquette - LaSalle"," Rue Bouvier",,"H8N1R2","Montréal",45.430089311688,-73.614867925644,295811.9,5032245.9
"Parc Hébert - LaSalle","https://montreal.ca/en/places/parc-hebert-lasalle","Also for taking in the natural scenery or enjoying outdoor activities.Tennis courtsOutdoor courts with membershipTwo clay courts","2019-10-11","2022-01-18","LaSalle","Parks and gardens","Park","Tennis","","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Hébert - LaSalle"," 68e Avenue",,"H8P2S9","Montréal",45.419344017667,-73.626508712769,294899.2,5031053.2
"Parc Mohawk","https://montreal.ca/en/places/parc-mohawk","Also for taking in the natural scenery or enjoying outdoor activities.Tennis courtsTwo courts","2019-10-11","2022-01-18","LaSalle","Parks and gardens","Park","Tennis,Soccer","","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Mohawk","Rue Dalmany",,"H8R3N6","Montréal",45.429908608867,-73.656495809555,292554.6,5032231.3
"Parc de l'Aqueduc","https://montreal.ca/en/places/parc-de-laqueduc","Parc de l’Aqueduc is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-10-01","2024-06-04","LaSalle","Parks and gardens","Park","","","","Arts and Sports",""," ","","","","","","Parc de l'Aqueduc","8970 Boulevard LaSalle",,,"Montréal",45.41721743245233,-73.62980710604704,294640.7,5030817.3
"Parc Cavelier-De LaSalle","https://montreal.ca/en/places/parc-cavelier-de-lasalle","Thanks to its location, you can take advantage of nature’s attractions or enjoy outdoor leisure activities.","2019-09-18","2024-02-13","LaSalle","Parks and gardens","Park","Tennis","Picnic area,Drinking fountain,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Cavelier-De LaSalle","330 80e Avenue",,"H8R2T4","Montréal",45.41927010452679,-73.64049508681366,293804.6,5031046.8
"Parc des Saints-Anges","https://montreal.ca/en/places/parc-des-saints-anges","Parc des Saints-Anges is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-18","2024-02-13","LaSalle","Parks and gardens","Park","","Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc des Saints-Anges","9623 Boulevard LaSalle",,"H8R3K8","Montréal",45.42421690008371,-73.65675578827467,292533.1,5031598.9
"Parc Dollier-De Casson","https://montreal.ca/en/places/parc-dollier-de-casson","Thanks to its location, you can take advantage of nature’s attractions or enjoy outdoor leisure activities.","2019-09-18","2024-02-13","LaSalle","Parks and gardens","Park","Soccer","Picnic area,Bike stand","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Dollier-De Casson","9801 Rue Saint-Patrick",,"H8R3Z4","Montréal",45.43424782972818,-73.65878384702773,292376.6,5032713.9
"Parc Jeannotte","https://montreal.ca/en/places/parc-jeannotte","Parc Jeannotte is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-18","2022-01-18","LaSalle","Parks and gardens","Park","","Drinking fountain,Children's playground,Washroom","Access way,Drop-off zone","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Jeannotte","500 Rue Laplante",,"H8R4C8","Montréal",45.432393,-73.639549,293881.2,5032505
"Parc Lacharité","https://montreal.ca/en/places/parc-lacharite","Also for taking in the natural scenery or enjoying outdoor activities.","2019-09-18","2024-02-13","LaSalle","Parks and gardens","Park","Tennis,Sledding,Swimming","Drinking fountain,Bike stand,Washroom,Changing rooms","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Lacharité","8762 Rue Centrale",,"H8P1B8","Montréal",45.418061350657666,-73.62271841960518,295195.6,5030910.2
"Parc Lefebvre","https://montreal.ca/en/places/parc-lefebvre","Also for taking in the natural scenery or enjoying outdoor activities.Tennis courtsThree courts","2019-09-18","2022-01-18","LaSalle","Parks and gardens","Park","Pickleball,Tennis,Soccer,Skating,Basketball,Swimming","Drinking fountain,Bike stand,Basketball court,Pickleball court,Washroom,Changing rooms","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Lefebvre","8600 Rue Hardy",,"H8N2P5","Montréal",45.435295,-73.635418,294204.9,5032826.9
"Parc Louis-Marie-Gagnon","https://montreal.ca/en/places/parc-louis-marie-gagnon","Parc Louis-Marie-Gagnon is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-18","2022-01-18","LaSalle","Parks and gardens","Park","","Picnic area,Drinking fountain,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Louis-Marie-Gagnon","24 Rue Airlie",,"H8R3L2","Montréal",45.42601811661376,-73.65456359190128,292705,5031798.7
"Parc Ménard - LaSalle","https://montreal.ca/en/places/parc-menard-lasalle","Also for taking in the natural scenery or enjoying outdoor activities.Tennis courtsTwo courts","2019-09-18","2022-05-16","LaSalle","Parks and gardens","Park","Ping-pong,Tennis,Swimming","","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Ménard - LaSalle","9640 Rue Clément",,"H8R4B4","Montréal",45.4340592,-73.6530146,292827.9,5032692.1
"Parc Ouellette","https://montreal.ca/en/places/parc-ouellette","Also for taking in the natural scenery or enjoying outdoor activities.Tennis courtsThree courts","2019-09-18","2022-01-18","LaSalle","Parks and gardens","Park","Skating","","","Arts and Sports",""," Opening hours [Lundi, ouverture:08:00, fermeture:20:00,Mardi, ouverture:08:00, fermeture:20:00,Mercredi, ouverture:08:00, fermeture:20:00,Jeudi, ouverture:08:00, fermeture:20:00,Vendredi, ouverture:08:00, fermeture:20:00,Samedi, ouverture:08:00, fermeture:20:00,Dimanche, ouverture:08:00, fermeture:20:00]","Park,Tennis courts (summer schedule),Splash pads (summer schedule)","","","","","Parc Ouellette","1407 Rue Serre",,"H8N1M9","Montréal",45.4328913628965,-73.62191587739542,295260.9,5032558.1
"Parc Riverside","https://montreal.ca/en/places/parc-riverside","Also for taking in the natural scenery or enjoying outdoor activities.Tennis courtsTwo courts","2019-09-18","2022-01-18","LaSalle","Parks and gardens","Park","Tennis,Soccer,Basketball,Baseball,Swimming","Drinking fountain,Children's playground,Running track,Bike stand,Washroom","Accessible parking,Drop-off zone","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Riverside","625 35e Avenue",,"H8P2Y9","Montréal",45.420065,-73.613181,295942.4,5031131.7
"Parc Marie-Claire-Kirkland-Casgrain","https://montreal.ca/en/places/parc-marie-claire-kirkland-casgrain","Thanks to its location, you can take advantage of nature’s attractions or enjoy outdoor leisure activities.","2019-09-05","2024-02-13","LaSalle","Parks and gardens","Park","Biking","Picnic area,Bike stand","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Marie-Claire-Kirkland-Casgrain","8970 boulevard LaSalle",,"H8P1Z9","Montréal",45.41556472018803,-73.6310886185959,294540.1,5030633.8
"Parc du Bois-des-Caryers","https://montreal.ca/en/places/parc-du-bois-des-caryers","Parc du Bois-des-Caryers is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-11-20","2022-01-18","LaSalle","Parks and gardens","Park","","","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc du Bois-des-Caryers","Rue du Bois-des-Caryers",,"H8N0B5","Montréal",45.500933837727,-73.565362136803,299692,5040114.5
"Parc de la Fontaine dog park","https://montreal.ca/en/places/parc-de-la-fontaine-dog-park","The dog park allows dog guardians to let their dogs run free, without hindering other users or activities in the park. Dog park users must comply with the applicable rules and the By-law Concerning Domestic Animals.","2020-10-21","2024-08-31","Verdun","Parks and gardens","Dog Park","","","","Pets and Insects",""," Schedule [Lundi, ouverture:07:00, fermeture:21:00,Mardi, ouverture:07:00, fermeture:21:00,Mercredi, ouverture:07:00, fermeture:21:00,Jeudi, ouverture:07:00, fermeture:21:00,Vendredi, ouverture:07:00, fermeture:21:00,Samedi, ouverture:07:00, fermeture:21:00,Dimanche, ouverture:07:00, fermeture:21:00]","","","","","","Parc de la Fontaine dog park","570 Place de la Fontaine",,"H3E1G7","Verdun",45.463547004117,-73.543118834496,301428.1,5035958.5
"Parc Leroux","https://montreal.ca/en/places/parc-leroux","Also for taking in the natural scenery or enjoying outdoor activities.Two tennis courtsFour pickleball courts","2020-04-03","2023-07-05","LaSalle","Parks and gardens","Park","Pickleball","","","Arts and Sports",""," Splash pads (summer schedule) [Lundi, ouverture:08:00, fermeture:20:00,Mardi, ouverture:08:00, fermeture:20:00,Mercredi, ouverture:08:00, fermeture:20:00,Jeudi, ouverture:08:00, fermeture:20:00,Vendredi, ouverture:08:00, fermeture:20:00,Samedi, ouverture:08:00, fermeture:20:00,Dimanche, ouverture:08:00, fermeture:20:00]","Free practice","","","","","Parc Leroux","Angle de la rue Centrale et de l'avenue Lacharité",,"H8P2C1","Montréal",45.434220011841,-73.595187341456,297352.4,5032702.9
"Parc Raymond","https://montreal.ca/en/places/parc-raymond","Parc Raymond is a park for relaxing.Brand-new conceptThe Parc Raymond area where the pool and skatepark were located will be completely transformed.The new park development will be divided into two main sections: the skatepark and the splash pad area.Skatepark areaSkateboarding spaceThe skatepark will give skateboarders an opportunity to create original tricks and runs. In 2019, as part of a school project, youngsters from Grand Heron school expressed interest in the project to redevelop the skatepark in Parc Raymond. Enthusiastic about the youngsters’ interest in the project, the borough set up a residents’ committee with the collaboration of the Montreal Skateboard Association. Through this committee, LaSalle skateboarders had the chance to discuss their interests and expectations for the new facilities. The skatepark will be built on a concrete surface allowing for the use of scooters or skateboards. Piazzetta spaceLocated between the school and the skatepark, the piazzetta will be sports lovers’ favourite place. Benches will be installed so that they can take a short break between two tricks. Trees will also be planted to provide some shade.Splash pad areaSplash pad spaceParc Raymond pool had become outdated and was damaged as well, so it wasn’t feasible to repair it. Faced with this fact, the borough decided to set up a large-scale splash pad area. This space will be as large as the L’Aquaciel play area, located on the grounds of the Centre sportif Dollard-St-Laurent. These facilities, which are sure to be very popular, will serve residents living south of the Canal de l’Aqueduc. Play spaceA play area with ground markings will allow users to express themselves and have fun.Relaxation space This area will be appreciated by families wanting to relax under the umbrellas.The strong presence of organic colours and shapes, both on the equipment and on the ground, will visually unify the two large areas. The greenery chosen will contribute to this mix through the variety of textures and colours.Parc Raymond chalet will also be renovated. The borough expects these new facilities will be inaugurated in 2023.","2020-04-03","2023-07-25","LaSalle","Parks and gardens","Park","","","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","","","","","","Parc Raymond","Boulevard Bishop-Power",,"H8P2R2","Montréal",45.427624159284,-73.602410263003,296786.4,5031970.7
"Parc J.-D.-Ducharme","https://montreal.ca/en/places/parc-j-d-ducharme","Parc J.-D.-Ducharme is a park for relaxing.","2020-04-03","2022-01-18","LaSalle","Parks and gardens","Park","","Picnic area,Drinking fountain,Children's playground,Bike stand","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc J.-D.-Ducharme","Angle des rues Jean-Brillon et Rancourt",,"H2B2P2","Montréal",45.427911506168,-73.623523460956,295134.3,5032004.9
"Parc Lawrence","https://montreal.ca/en/places/parc-lawrence","Parc Lawrence is a park for relaxing.","2020-04-03","2022-01-18","LaSalle","Parks and gardens","Park","","Picnic area,Drinking fountain,Children's playground,Washroom","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Lawrence","Rue Beyries",,"H8P2T3","Montréal",45.418118476137,-73.626699767927,294884,5030917
"Parc Boivin","https://montreal.ca/en/places/parc-boivin","Parc Boivin is a park for relaxing.","2020-04-03","2022-01-18","LaSalle","Parks and gardens","Park","Basketball","Picnic area,Drinking fountain,Children's playground,Basketball court","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Boivin","Angle des rues de Matane et de Cabano",,"H8R2L5","Montréal",45.419010461933,-73.633400691949,294359.8,5031017
"Parc J.O.R.-Leduc","https://montreal.ca/en/places/parc-jor-leduc","During the summer season, the whole family can enjoy a refreshing dip in the splash pads located near the play modules!","2020-04-03","2024-02-13","LaSalle","Parks and gardens","Park","","Picnic area,Drinking fountain,Children's playground,Bike stand","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc J.O.R.-Leduc","Rue Béique",,"H8R2W1","Montréal",45.427877640961,-73.632695226659,294416.6,5032002.3
"Parc Albert-Perras","https://montreal.ca/en/places/parc-albert-perras","Parc Albert-Perras is a park for relaxing.","2020-04-17","2024-02-13","LaSalle","Parks and gardens","Park","","Picnic area,Drinking fountain,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Albert-Perras","Rue Perras",,"H8N2K7","Montréal",45.43494212113,-73.612145987696,296025.7,5032784.9
"Parc Christophe-Colomb","https://montreal.ca/en/places/parc-christophe-colomb","Parc Christophe-Colomb is a park for relaxing.","2020-04-17","2024-02-13","LaSalle","Parks and gardens","Park","","Picnic area,Drinking fountain,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Christophe-Colomb","Rue Réjane",,"H8N3C4","Montréal",45.430318955771,-73.62721418673,294845.9,5032272.9
"Parc Gérard-Poirier","https://montreal.ca/en/places/parc-gerard-poirier","Parc Gérard-Poirier is a park for relaxing.","2020-04-27","2024-02-13","LaSalle","Parks and gardens","Park","","Picnic area,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Gérard-Poirier","Rue Simonne",,"H8P2R6","Montréal",45.426460085831,-73.602851629257,296751.7,5031841.3
"Parc G.-Melatti","https://montreal.ca/en/places/parc-g-melatti","Parc G.-Melatti is a park for relaxing.","2020-04-27","2024-02-13","LaSalle","Parks and gardens","Park","Ping-pong","Picnic area,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc G.-Melatti","Rue Melatti",,"H8N3A2","Montréal",45.432306089874,-73.608953701587,296275,5032491.6
"Parc Highlands","https://montreal.ca/en/places/parc-highlands","Parc Highlands is a park for relaxing.","2020-04-27","2024-02-13","LaSalle","Parks and gardens","Park","","Picnic area","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Highlands","Avenue Highlands",,"H8R3N2","Montréal",45.426504441492,-73.656913059991,292521.3,5031853.1
"Parc Thaïs-Lacoste","https://montreal.ca/en/places/parc-thais-lacoste","Also for taking in the natural scenery or enjoying outdoor activities.","2020-06-05","2022-01-18","LaSalle","Parks and gardens","Park","","Picnic area,Drinking fountain,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Thaïs-Lacoste","Rue Chouinard, between rues Lapierre and Pigeon",,"H8N1B1","Montréal",45.4376405,-73.6215826,295287.8,5033085.8
"Parc Maher","https://montreal.ca/en/places/parc-maher","Park for relaxing.","2020-11-12","2022-01-18","LaSalle","Parks and gardens","Park","","Picnic area,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Maher","Angle des rues Maher et Boivin",,"H8R2E9","Montréal",45.422176540967,-73.632730475469,294412.8,5031368.7
"Parc Marroni","https://montreal.ca/en/places/parc-marroni","Park for taking in the natural scenery.","2020-11-09","2022-01-18","LaSalle","Parks and gardens","Park","","Picnic area,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Marroni","Angle avenue Dupras et rue Marroni",,"H8R3S4","Montréal",45.431137978353945,-73.66042531854617,292247.4,5032368.6
"Parc Martineau","https://montreal.ca/en/places/parc-martineau","Park for taking in the natural scenery.","2020-11-09","2022-01-18","LaSalle","Parks and gardens","Park","","Picnic area,Children's playground,Bike stand","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Martineau","Rue McVey",,"H8R3T2","Montréal",45.4290032,-73.6663234,291785.5,5032132.3
"Parc Parent","https://montreal.ca/en/places/parc-parent","Parc Parent is a park for relaxing: rue Parent, in LaSalle, behind the centre sportif Dollard-St-Laurent.","2020-11-12","2022-01-18","LaSalle","Parks and gardens","Park","","Picnic area,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Parent","Rue Parent (derrière le centre sportif Dollard-St-Laurent)",,"H8R3Y7","Montréal",45.422271641448,-73.627416108016,294828.7,5031378.6
"Parc Paul-Séguin","https://montreal.ca/en/places/parc-paul-seguin","Park for taking in the natural scenery.","2020-11-09","2022-01-18","LaSalle","Parks and gardens","Park","","Picnic area,Children's playground","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Paul-Séguin","Angle rue Raymond et 30e Avenue",,"H8P3K9","Montréal",45.42438908172252,-73.61365481507187,295906,5031612.3
"Parc Stinson","https://montreal.ca/en/places/parc-stinson","Park for relaxing.","2020-11-12","2022-01-18","LaSalle","Parks and gardens","Park","","Picnic area,Bike stand","","Arts and Sports",""," Opening hours [Lundi, ouverture:07:00, fermeture:23:00,Mardi, ouverture:07:00, fermeture:23:00,Mercredi, ouverture:07:00, fermeture:23:00,Jeudi, ouverture:07:00, fermeture:23:00,Vendredi, ouverture:07:00, fermeture:23:00,Samedi, ouverture:07:00, fermeture:23:00,Dimanche, ouverture:07:00, fermeture:23:00]","Park","","","","","Parc Stinson","Boulevard LaSalle",,"H8R2N8","Montréal",45.426303067653,-73.660806362213,292216.6,5031831.3
