FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT 
INSPEC-SOL INC.,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1133855001,"CONCLURE DES ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES QUATRE (4) FIRMES SUIVANTES : LES CONSULTANTS SM INC. (748 463,11 $), SOLMATECH INC. (591 718,84 $), INSPEC-SOL INC. (426 557,25 $) (CE) ET LES SERVICES EXP INC. (287 058,08 $), TOTALISANT UNE SOMME MAXIMALE DE 2 053 797,28 $ (TAXES INCLUSES) AFIN D'EFFECTUER LA SURVEILLANCE ENVIRONNEMENTALE DES SOLS ET DES MATÉRIAUX EXCAVÉS LORS DES TRAVAUX DE CONSTRUCTION D'INFRASTRUCTURES ROUTIÈRES ET SOUTERRAINES RÉALISÉS PAR LES SERVICES CORPORATIFS ET LES ARRONDISSEMENTS / APPEL D'OFFRES PUBLIC NO 13-12691 ( 12 SOUMISSIONNAIRES) / APPROUVER LES PROJETS DE CONVENTIONS À CETTE FIN.",CG13 0167,2013-06-03,426557.25
LES CONSULTANTS SM INC.,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1133855001,"CONCLURE DES ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES QUATRE (4) FIRMES SUIVANTES : LES CONSULTANTS SM INC. (748 463,11 $), SOLMATECH INC. (591 718,84 $), INSPEC-SOL INC. (426 557,25 $) (CE) ET LES SERVICES EXP INC. (287 058,08 $), TOTALISANT UNE SOMME MAXIMALE DE 2 053 797,28 $ (TAXES INCLUSES) AFIN D'EFFECTUER LA SURVEILLANCE ENVIRONNEMENTALE DES SOLS ET DES MATÉRIAUX EXCAVÉS LORS DES TRAVAUX DE CONSTRUCTION D'INFRASTRUCTURES ROUTIÈRES ET SOUTERRAINES RÉALISÉS PAR LES SERVICES CORPORATIFS ET LES ARRONDISSEMENTS / APPEL D'OFFRES PUBLIC NO 13-12691 ( 12 SOUMISSIONNAIRES) / APPROUVER LES PROJETS DE CONVENTIONS À CETTE FIN.",CG13 0167,2013-06-03,748463
LES SERVICES EXP INC.,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1133855001,"CONCLURE DES ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES QUATRE (4) FIRMES SUIVANTES : LES CONSULTANTS SM INC. (748 463,11 $), SOLMATECH INC. (591 718,84 $), INSPEC-SOL INC. (426 557,25 $) (CE) ET LES SERVICES EXP INC. (287 058,08 $), TOTALISANT UNE SOMME MAXIMALE DE 2 053 797,28 $ (TAXES INCLUSES) AFIN D'EFFECTUER LA SURVEILLANCE ENVIRONNEMENTALE DES SOLS ET DES MATÉRIAUX EXCAVÉS LORS DES TRAVAUX DE CONSTRUCTION D'INFRASTRUCTURES ROUTIÈRES ET SOUTERRAINES RÉALISÉS PAR LES SERVICES CORPORATIFS ET LES ARRONDISSEMENTS / APPEL D'OFFRES PUBLIC NO 13-12691 ( 12 SOUMISSIONNAIRES) / APPROUVER LES PROJETS DE CONVENTIONS À CETTE FIN.",CG13 0167,2013-06-03,287058
SOLMATECH INC.,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1133855001,"CONCLURE DES ENTENTES-CADRES DE SERVICES PROFESSIONNELS AVEC LES QUATRE (4) FIRMES SUIVANTES : LES CONSULTANTS SM INC. (748 463,11 $), SOLMATECH INC. (591 718,84 $), INSPEC-SOL INC. (426 557,25 $) (CE) ET LES SERVICES EXP INC. (287 058,08 $), TOTALISANT UNE SOMME MAXIMALE DE 2 053 797,28 $ (TAXES INCLUSES) AFIN D'EFFECTUER LA SURVEILLANCE ENVIRONNEMENTALE DES SOLS ET DES MATÉRIAUX EXCAVÉS LORS DES TRAVAUX DE CONSTRUCTION D'INFRASTRUCTURES ROUTIÈRES ET SOUTERRAINES RÉALISÉS PAR LES SERVICES CORPORATIFS ET LES ARRONDISSEMENTS / APPEL D'OFFRES PUBLIC NO 13-12691 ( 12 SOUMISSIONNAIRES) / APPROUVER LES PROJETS DE CONVENTIONS À CETTE FIN.",CG13 0167,2013-06-03,591719
LES CONSULTANTS EXIM INC,65.87% AGGLO,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1135367001,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À LES CONSULTANTS EXIM INC. POUR LES SERVICES D'EXPERTISE EN ASCENSEURS DANS LE CADRE DU PROJET DE RÉFECTION ET DE MISE À NIVEAU DES 12 APPAREILS DE TRANSPORTS VERTICAUX AINSI QUE L'AJOUT D'UN MONTE-CHARGE À L'ÉDIFICE DU 775 GOSFORD, POUR UNE SOMME DE 311 976.04 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 13-12787 (1 SOUM.) / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CG13 0168,2013-06-03,311976
GRAYMONT QUÉBEC INC.,100% AGGLO,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1134119002,"CONCLURE AVEC LA FIRME GRAYMONT (QC) INC., UNE ENTENTE-CADRE D'UNE DURÉE DE 36 MOIS, POUR LA FOURNITURE SUR DEMANDE DE CHAUX HYDRATÉE (EN VRAC) UTILISÉE POUR LES USINES DE PRODUCTION D'EAU POTABLE DE DORVAL, PIERREFONDS ET POINTE-CLAIRE, SUITE À L'APPEL D'OFFRES PUBLIC # 13-12743 (1 SOUM.) (MONTANT ESTIMÉ: 1 042 804,85 $).",CG13 0171,2013-06-03,1042805
NORGEREQ LTÉE,100% ARRONDISSEMENT VERDUN,ARRONDISSEMENT DE VERDUN,DIRECTION DU DÉVELOPPEMENT DU TERRITOIRE_DES ÉTUDES TECHNIQUES ET DES SERVICES AUX ENTREPRISES,1132753001,"RATIFIER UNE DÉPENSE ADDITIONNELLE DE 60 202,13 $ TAXES INCLUSES, POUR LES FRAIS RELIÉS À LA PROLONGATION DU CHANTIER DU PROJET DE RÉHABILITATION D'UNE STATION SERVICE ESSO EN MAISON DES GÉNÉRATIONS (LA STATION) DANS LE CADRE DU CONTRAT ACCORDÉ À NORGEREQ LTÉE (CG10 0397), MAJORÉ PAR LA SUITE DE 146 696,02 $ POUR FRAIS CONTINGENTS (CG11 0346), PORTANT AINSI LE MONTANT TOTAL DU CONTRAT DE 1 738 561,23 $ À 1 798 763,36 $, TAXES INCLUSES.",CG13 0172,2013-06-03,60202
VILLE DE LAVAL ET VILLE DE MONTRÉAL (SPVM),100% AGGLO,SERVICE DE POLICE DE MONTRÉAL,DIRECTION PRINCIPALE,1122986002,"APPROUVER LE PROJET D’ENTENTE INTERMUNICIPALE, D’UNE DURÉE DE 3 ANS, RENOUVELABLE POUR DES TERMES DE 2 ANS, AVEC LA VILLE DE LAVAL POUR LA FOURNITURE DU SYSTÈME D’ÉMISSION DES CONSTATS INFORMATISÉS (SÉCI) / AUTORISER À CETTE FIN UN PROJET D’ADDENDA NO 3 MODIFIANT LA CONVENTION INTERVENUE AVEC GROUPE TECHNA INC. MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 7 607 813 $ À 8 171 935 $, TAXES INCLUSES / AUTORISER UN BUDGET ADDITIONNEL DES REVENUS ET DÉPENSES POUR 2013 / AJUSTER LA BASE BUDGÉTAIRE DU SPVM POUR LES ANNÉES 2014, 2015 ET 2016.",CG13 0173,2013-06-03,294336
LES ENTREPRISES GINO MELATTI INC.,100% AGGLO,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1126025002,"APPROUVER UN PROJET DE BAIL PAR LEQUEL LA VILLE LOUE DE LES ENTREPRISES GINO MELATTI INC. POUR UNE PÉRIODE DE 9 ANS, À COMPTER DU 1ER FÉVRIER 2014, UN LOCAL SITUÉ AU DEUXIÈME ÉTAGE DE L'IMMEUBLE SIS AU 7777, BOUL. NEWMAN DANS L'ARRONDISSEMENT DE LASALLE, D'UNE SUPERFICIE D'ENVIRON 975,48 MÈTRES CARRÉS, À DES FINS DE POINT DE SERVICE DE LA COUR MUNICIPALE POUR LE SECTEUR DU SUD DE L'ÎLE. LA DÉPENSE TOTALE EST DE 3 251 673,92 $ INCLUANT LES TAXES. BÂTIMENT 8192.",CG13 0175,2013-06-03,3251674
CONSTRUCTION ANJINNOV INC.,100% AGGLO,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1131035001,"ACCORDER UN CONTRAT À LA FIRME CONSTRUCTION ANJINNOV INC. POUR LES TRAVAUX DE RÉAMÉNAGEMENT INTÉRIEUR ET DIVERS TRAVAUX À LA CASERNE DE POMPIERS N° 63 SITUÉE AU 530, BOULEVARD BOUCHARD DANS LA CITÉ DE DORVAL (3015) - DÉPENSE TOTALE DE 4 407 007,13 $, TAXES INCLUSES - APPEL D'OFFRES 5632 (5 SOUMISSIONNAIRES).",CG13 0178,2013-06-03,4407007
"GROUPE TECHNA INC.,",ENTENTE CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1130066002,"CONCLURE AVEC LA FIRME GROUPE TECHNA INC., UNE ENTENTE-CADRE D'UNE DURÉE DE 3 ANS POUR L'ACQUISITION DES ÉQUIPEMENTS INFORMATIQUES POUR LE SYSTÈME D'ÉMISSION DE CONSTATS INFORMATISÉS (SÉCI), AINSI QUE LE SERVICE D'ENTRETIEN POUR UNE PÉRIODE DE 5 ANS, SUITE À L'APPEL D'OFFRES PUBLIC NUMÉRO 13-11843 ( 2 SOUM.). (MONTANT ESTIMÉ DE L’ENTENTE : 596 835,23 $)",CG13 0205,2013-07-03,596835
EXPROLINK INC,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1133447004,"CONCLURE AVEC LA FIRME EXPROLINK INC., UNE ENTENTE-CADRE D'UNE DURÉE DE QUATRE ANS, POUR LA FOURNITURE DE VOITURETTES ASPIRATEURS AVEC ASSERVISSEMENT HYDRAULIQUE DE LA TROMPE, SUITE À L'APPEL D'OFFRES PUBLIC 13-12802 (1 SOUMISSIONNAIRE) (MONTANT ESTIMÉ DE L'ENTENTE 1 807 866,90 $)",CG13 0206,2013-06-20,1807867
FUTECH ST-LAURENT INC.,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'EAU POTABLE,1134474001,"ACCORDER UN CONTRAT À FUTECH ST-LAURENT INC. POUR LA FOURNITURE DE PIÈCES POUR CENTRE DE COMMANDE ET DE DISTRIBUTION (CCD) 600V ET L’ASSISTANCE TECHNIQUE PENDANT LES TRAVAUX À L'USINE DE PRODUCTION D'EAU POTABLE CHARLES-J.-DES BAILLETS DANS LE CADRE DE LA RÉFECTION DES ÉQUIPEMENTS DES USINES ET DES STATIONS DE POMPAGE - DÉPENSE TOTALE DE 840 742,14 $ TAXES INCLUSES - APPEL D'OFFRES PUBLIC # 13-12839 - 2 SOUMISSIONNAIRES.",CG13 0207,2013-06-20,820742
PAYSAGISTE S. FORGET INC.,"3,68% AGGLO / 96,32% VILLE","SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1134822020,"ACCORDER UN CONTRAT À PAYSAGISTE S. FORGET INC., POUR LA RECONSTRUCTION DE LA CHAUSSÉE FLEXIBLE, DES TROTTOIRS, D’ÎLOTS, REMPLACEMENT DE SERVICES D’EAU ET MISE AUX NORMES DE FEUX DE CIRCULATION, LÀ OÙ REQUIS, DANS L’AVENUE O’BRIEN, DU BOULEVARD DE LA CÔTE-VERTU À LA RUE DEGUIRE. ARRONDISSEMENT : SAINT-LAURENT. (P.R.R. 2012 – ARTÉRIEL) DÉPENSE TOTALE DE 2 558 548,83 $ (CONTRAT: 2 405 348,83 $ + INCIDENCES: 153 200,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 265801 - 10 SOUMISSIONNAIRES. - AUTORISER POUR CE FAIRE UN VIREMENT BUDGÉTAIRE ENTRE PROJETS ET ENTRE COMPÉTENCES.",CG13 0208,2013-06-20,2405349
L.A. HÉBERT LTÉE,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1133334006,"ACCORDER UN CONTRAT À L.A. HÉBERT LTÉE POUR L'AMÉNAGEMENT DE LA CELLULE NO 3 AU LIEU D'ENFOUISSEMENT TECHNIQUE DE LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE POUR UNE SOMME MAXIMALE DE 2 757 984,50 $, TAXES INCLUSES - DÉPENSE TOTALE DE 2 872 959,50 $ TAXES INCLUSES - APPEL D'OFFRES 795-AE - 5 SOUMISSIONNAIRES.",CG13 0209,2013-06-20,2757984
ST-DENIS THOMPSON INC.,100% AGGLO,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1135350002,"ACCORDER UN CONTRAT À LA FIRME ST-DENIS THOMPSON INC. POUR LES TRAVAUX DE RÉFECTION DE LA MAÇONNERIE ET DES FENÊTRES À LA CASERNE DE POMPIERS N° 27 (0121), SITUÉE AU 5353, AVENUE GATINEAU, DANS L'ARRONDISSEMENT DE CÔTE-DES-NEIGES–NOTRE-DAME-DE-GRÂCE - DÉPENSE TOTALE DE 1 505 259,60 $ TAXES INCLUSES - APPEL D'OFFRES 5656 ( 5 SOUMISSIONNAIRES)",CG13 0210,2013-06-20,1420056
CFC DOLMEN INC,100% AGGLO,SERVICE DE POLICE DE MONTRÉAL,DIRECTION DES OPÉRATIONS - ACTIVITÉS DE SOUTIEN,1134464002,"CONCLURE AVEC CFC DOLMEN INC, UNE ENTENTE-CADRE D'UNE DURÉE DE 3 ANS, POUR L'ÉVALUATION PSYCHOMÉTRIQUE DES ASPIRANTS POLICIERS - APPEL D'OFFRES PUBLIC # 13-12642 - (1 SOUMISSIONNAIRE) - (484 332$) TAXES INCLUSES.",CG13 0211,2013-06-20,484332
CENTRE LOCAL DE DÉVELOPPEMENT LACHINE AFFAIRES,100% AGGLO,ARRONDISSEMENT DE LACHINE,DIRECTION DE L'AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREPRISES,1135856026,"APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET CENTRE LOCAL DE DÉVELOPPEMENT LACHINE AFFAIRES, POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L’ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT.",CG13 0212,2013-07-03,974449
CDEC AHUNTSIC-CARTIERVILLE,100% AGGLO,ARRONDISSEMENT D'AHUNTSIC-CARTIERVILLE,DIRECTION DU DÉVELOPPEMENT DU TERRITOIRE,1131333007,"APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET LA CDEC AHUNTSIC-CARTIERVILLE, POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L’ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT.",CG13 0213,2013-07-03,3269392
CLD ROSEMONT-PETITE-PATRIE,100% AGGLO,ARRONDISSEMENT DE ROSEMONT-LA PETITE-PATRIE,DIRECTION DE L'AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREPRISES,1130963006,"RECOMMANDATION AU CONSEIL D'AGGLOMÉRATION - APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET LA CORPORATION DE DÉVELOPPEMENT ÉCONOMIQUE COMMUNAUTAIRE ROSEMONT-PETITE-PATRIE, POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L'ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT.",CG13 0214,2013-07-04,3584146
CORPORATION DE DÉVELOPPEMENT DE L'EST (CDEST INC.),100% AGGLO,ARRONDISSEMENT DE MERCIER-HOCHELAGA-MAISONNEUVE,DIRECTION DE L'AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREPRISES,1130960002,"APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET LA CORPORATION DE DÉVELOPPEMENT DE L'EST (CDEST INC.), POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L'ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT.",CG13 0215,2013-07-04,3329931
CDEC SAINT-LÉONARD,100% AGGLO,ARRONDISSEMENT DE SAINT-LÉONARD,DIRECTION DE L'AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREPRISES,1133385026,"APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET LA CDEC SAINT-LÉONARD POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L’ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT.",CG13 0216,2013-07-04,1622575
CLD DE VERDUN,100% AGGLO,ARRONDISSEMENT DE VERDUN,DIRECTION DU DÉVELOPPEMENT DU TERRITOIRE_DES ÉTUDES TECHNIQUES ET DES SERVICES AUX ENTREPRISES,1134588028,"APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET LE CLD DE VERDUN, POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L’ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT",CG13 0217,2013-07-04,1543071
REGOUPEMENT ÉCONOMIQUE ET SOCIAL DU SUD-OUEST (RESO),100% AGGLO,ARRONDISSEMENT DU SUD-OUEST,DIRECTION DE L'AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREPRISES,1134577004,"APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET DU REGROUPEMENT ÉCONOMIQUE ET SOCIAL DU SUD-OUEST (RESO) POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L’ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT",CG13 0218,2013-07-04,2995953
CORPORATION DE DÉVELOPPEMENT ÉCONOMIQUE COMMUNAUTAIRE CÔTE-DES-NEIGES / NOTRE-DAME-DE-GRÂCE,100% AGGLO,ARRONDISSEMENT DE CÔTE-DES-NEIGES-NOTRE-DAME-DE-GRÂCE,DIRECTION DE L'AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREPRISES,1130558001,"APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET LA CORPORATION DE DÉVELOPPEMENT ÉCONOMIQUE COMMUNAUTAIRE (CDEC) CÔTE-DES-NEIGES / NOTRE-DAME-DE-GRÂCE, POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L'ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT",CG13 0219,2013-07-04,4511298
CLD MONTRÉAL-NORD,100% AGGLO,ARRONDISSEMENT DE MONTRÉAL-NORD,BUREAU DU DIRECTEUR D'ARRONDISSEMENT,1133301003,"APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET LE CLD MONTRÉAL-NORD, POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L’ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT.",CG13 0220,2013-07-04,1868814
STM,100% AGGLO,SERVICE DES TECHNOLOGIES DE L’INFORMATION,DIRECTION,1135035001,"APPROUVER LA CONVENTION DE COLLABORATION ENTRE LA SOCIÉTÉ DE TRANSPORT DE MONTRÉAL (STM) ET VILLE DE MONTRÉAL POUR L'UTILISATION DE LA CAPACITÉ D'EXPANSION DU RÉSEAU DE LA STM DANS LE CADRE DU PROJET SÉRAM. AUTORISER UN VIREMENT BUDGÉTAIRE DE 100 000,00 $ POUR 2013, EN PROVENANCE DES DÉPENSES GÉNÉRALES D'ADMINISTRATION ET APPROUVER UN BUDGET MAXIMUM DE 300 000,00 $ QUI SERA DÉPENSÉ EN 2014, PRÉVU DANS LES AUTRES POSTES BUDGÉTAIRES RELEVANT DE LA COMPÉTENCE D'AGGLOMÉRATION.",CG13 0221,2013-07-03,400000
CENTRE DE SERVICES PARTAGÉS DU QUÉBEC (CSPQ),DÉPENSES MIXTE D'ADMINISTRATION GÉNÉRALE. 51.9% AGGLO POUR 2013,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1130785003,"APPROUVER LE BAIL PAR LEQUEL LA VILLE DE MONTRÉAL LOUE DU CENTRE DE SERVICES PARTAGÉS DU QUÉBEC (CSPQ) POUR UNE PÉRIODE DE CINQ (5) ANS, À COMPTER DU DÉBUT DES INSTALLATIONS, DES ESPACES POUR L'AJOUT DE NOUVELLES ANTENNES ET ÉQUIPEMENTS SUR LE SITE DE TÉLÉCOMMUNICATION ANJOU-RAY-LAWSON (2352) POUR LES BESOINS CORPORATIFS DE RADIOCOMMUNICATION DE LA VILLE, MOYENNANT UN LOYER TOTAL DE 526 585,50 $, INCLUANT LES TAXES.",CG13 0224,2013-06-20,526586
BELL MOBILITÉ INC.,"DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE . 51,9% AGGLO POUR 2013",SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1130785006,"APPROUVER LE CONTRAT PAR LEQUEL BELL MOBILITÉ INC. CONCÈDE À LA VILLE DE MONTRÉAL LE DROIT D'INSTALLER ET D'EXPLOITER DES ÉQUIPEMENTS DE TÉLÉCOMMUNICATION SUR LE TOIT DU SITE UPPER LACHINE, SITUÉ AU 2080, RUE HARVARD À MONTRÉAL, POUR UNE PÉRIODE DE CINQ (5) ANS, À COMPTER DU 1E MAI 2013, POUR LES BESOINS CORPORATIFS DE RADIOCOMMUNICATION DE LA VILLE, MOYENNANT UN LOYER TOTAL DE 100 028,25 $, TAXES INCLUSES.",CG13 0225,2013-06-20,100028
BELL MOBILITÉ INC.,"DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE . 51,9% AGGLO POUR 2013",SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1130785007,"APPROUVER LE CONTRAT PAR LEQUEL BELL MOBILITÉ INC. CONCÈDE À LA VILLE DE MONTRÉAL LE DROIT D'INSTALLER ET EXPLOITER DES ÉQUIPEMENTS DE RADIOCOMMUNICATION SUR LE SITE E0143 - BELLERIVE, SITUÉ AU 1, PLACE BELLERIVE À LAVAL, POUR UNE PÉRIODE DE CINQ (5) ANS, À COMPTER DU 1ER MAI 2013 POUR LES BESOINS CORPORATIFS DE RADIOCOMMUNICATION DE LA VILLE, MOYENNANT UN LOYER TOTAL DE 157 394,96 $, TAXES INCLUSES.",CG13 0226,2013-06-20,157395
GESTION IMMOBILIÈRE PLACE DORÉE INC.,100 % AGGLOMÉRATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1134565006,"APPROUVER LE PROJET DE BAIL PAR LEQUEL LA VILLE LOUE DU LOCATEUR GESTION IMMOBILIÈRE PLACE DORÉE INC., UN ESPACE À BUREAUX SITUÉ AU 5075, RUE JEAN-TALON OUEST À MONTRÉAL, POUR LES BESOINS DU POSTE DE QUARTIER 26 DU SERVICE DE POLICE DE LA VILLE DE MONTRÉAL",CG13 0227,2013-06-20,4772369
CENTRE DE TRI MÉLIMAX INC.,100% AGGLO,"SERVICE DES INFRACTRUCTURES, TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DE L'ENVIRONNEMENT,1134730001,"ACCORDER UN CONTRAT À CENTRE DE TRI MÉLIMAX INC. POUR LA RÉCEPTION, LE TRI ET LA MISE EN MARCHÉ DE RÉSIDUS DE CONSTRUCTION, RÉNOVATION, DÉMOLITION ET D'ENCOMBREMENTS QUI PROVIENNENT DES COURS DE VOIRIE, POUR UNE DURÉE DE 54 MOIS AVEC POSSIBILITÉ D'UNE PROLONGATION DE 90 JOURS - DÉPENSE TOTALE DE 5 420 686,60 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 12-12590 (6 SOUM.)",CG13 0228,2013-06-20,5420686.6
