nom_ou_arrondissement,fonctions,remunerations_afferentes_max,remunerations_afferentes,remunerations_afferentes_de_base,remunérations_afferentes_additionnelle,remunerations_total ,allocation_de_depenses
Verdun,Membre du CE - CM ,,42 181 $,,X,,
Verdun,"Membre du conseil d'agglomération - CG (début 26 janv. 2016, 11 120 $/année)",,10 360 $,X,,,
Verdun,Membre CIG - CM,,5 940 $,,X,,
Verdun,"Mairesse suppl. d’arr. - CA (mai - août 2016, 145 $/mois)",,580 $,,X,,
Verdun,Membre du conseil - CMM,,10 000 $,X,,,
Verdun,Vice-présidente CLS - CMM,Max2,12 500 $,,X,,
Verdun,Membre CDEEMF - CMM (max2 7 500 $ réduit à 0 $5),,0 $,,X,,
"L’HEUREUX, Pierre",Conseiller d’arrondissement - CA,,38 253 $,X,,53 698 $,16 216 $
Verdun,Membre CTTP - CM ,,5 940 $,,X,,
Verdun,Membre CCPS - CM,,5 940 $,,X,,
Verdun,Président CCU - CM ,,3 565 $,,X,,
"MAUGER, Marie-Andrée",Conseillère d’arrondissement - CA,,38 253 $,X,,44 193 $,16 216 $
Verdun,Membre CIG - CM ,,5 940 $,,X,,
"PARENTEAU, Jean-François",Conseiller de la ville - CM,,53 469 $,X,,103 310 $,16 216 $
Verdun,Maire d’arrondissement - CM ,,17 822 $,,X,,
Verdun,Conseiller associé - CM,,17 822 $,,X,,
Verdun,Membre CASTM - STM (22 106 $ réduit à 14 197 $4),,14 197 $,X,,,
Verdun,Président CSAC - STM (max3 3 000 $ réduit à 0 $4),,0 $,,X,,
Verdun,Membre Transgesco - STM (max3 1 750 $ réduit à 0 $4),,0 $,,X,,
"BERGERON, Richard",Conseiller de la ville - CM,,53 469 $,X,,125 112 $,16 216 $
Ville-Marie,Membre du CE - CM,,42 181 $,,X,,
Ville-Marie,"Membre du conseil d'agglomération - CG (début 26 janv. 2016, 11 120 $/année)",,10 360 $,X,,,
Ville-Marie,Vice-président CIG - CM ,,11 882 $,,X,,
Ville-Marie,"Membre CACMM - CMM (début 11 fév. 2016, max2 7 500 $/année)",Max2,7 220 $,,X,,
"PLANTE, Valérie",Conseillère de la ville - CM,,53 469 $,X,,65 351 $,16 216 $
Ville-Marie,Vice-présidente du conseil - CM ,,11 882 $,,X,,
"SHANAHAN, Steve",Conseiller de la ville - CM ,,53 469 $,X,,55 961 $,16 216 $
Ville-Marie,Vice-président CCU - CA ,,1 000 $,,X,,
Ville-Marie,"Maire suppl. d’arr. - CA (fin 30 juin 2016, 3 000 $/année)",,1 492 $,,X,,
"BENJAMIN, Frantz",Conseiller de la ville - CM,,53 469 $,X,,113 472 $,16 216 $
Villeray–Saint-Michel–Parc-Extension,Président du conseil - CM ,,42 181 $,,X,,
Villeray–Saint-Michel–Parc-Extension,Président CPC - CM,,17 822 $,,X,,
"DEROS, Mary",Conseillère de la ville - CM,,53 469 $,X,,103 185 $,16 216 $
Villeray–Saint-Michel–Parc-Extension,Conseillère associée - CM,,17 822 $,,X,,
Villeray–Saint-Michel–Parc-Extension,Membre CTTP - CM,,5 940 $,,X,,
Villeray–Saint-Michel–Parc-Extension,Membre CPC - CM ,,5 940 $,,X,,
Villeray–Saint-Michel–Parc-Extension,Membre CDEUH - CM ,,5 940 $,,X,,
Villeray–Saint-Michel–Parc-Extension,"Présidente CCU - CM (fin 4 nov. 2016, 3 565 $/année)",,3 010 $,,X,,
Villeray–Saint-Michel–Parc-Extension,"Mairesse suppléante - CM (janv. - août 2016, 1 782 $/quadrimestre)",,3 564 $,,X,,
Villeray–Saint-Michel–Parc-Extension,Membre CT - CMM ,Max2,7 500 $,,X,,
"LEFEBVRE, Elsie",Conseillère de la ville - CM,,53 469 $,X,,89 113 $,16 216 $
Villeray–Saint-Michel–Parc-Extension,Conseillère associée - CM,,17 822 $,,X,,
Villeray–Saint-Michel–Parc-Extension,Présidente CEEDDGP - CM ,,17 822 $,,X,,
"OUELLET, Sylvain",Conseiller de la ville - CM,,53 469 $,X,,65 349 $,16 216 $
Villeray–Saint-Michel–Parc-Extension,Membre CEEDDGP - CM,,5 940 $,,X,,
Villeray–Saint-Michel–Parc-Extension,Membre CFA - CM ,,5 940 $,,X,,
"SAMSON, Anie",Conseillère de la ville - CM,,53 469 $,X,,148 836 $,16 216 $
Villeray–Saint-Michel–Parc-Extension,Maire d’arrondissement - CM,,26 139 $,,X,,
Villeray–Saint-Michel–Parc-Extension,Vice-présidente du CE - CM,,59 410 $,,X,,
Villeray–Saint-Michel–Parc-Extension,Membre du conseil d'agglomération - CG (11 120 $ réduit à 9 818 $4),,9 818 $,X,,,
Villeray–Saint-Michel–Parc-Extension,Présidente CSP - CG (max1 16 680 $ réduit à 0 $4),,0 $,,X,,
