nom_ou_arrondissement,fonctions,remunerations_afferentes_max,remunerations_afferentes,remunerations_afferentes_de_base,remunérations_afferentes_additionnelle,remunerations_total ,allocation_de_depenses
,"Membre CEEDDGP - CM (début 29 janv. 2013, 5 754 $/année)",,5 313 $,,X,,
,"Membre du conseil - CMM (fin 14 fév. 2013, 10 000 $/année)",,1 250 $,X,,,
,"Membre du comité exécutif - CMM (fin 14 fév. 2013, 25 000 $/année)",,3 125 $,,X,,
"MIELE, Francesco",Conseiller de la ville - CM,,51 794 $,X,,80 073 $,15 662 $
Saint-Laurent,Membre CASTM - STM ,,21 779 $,X,,,
,Président CGE - STM ,Max3,3 000 $,,X,,
,"Membre CV, CAPA - STM ",Max3,3 500 $,,X,,
"SALEM, Aref",Conseiller de la ville - CM ,,51 794 $,X,,82 769 $,15 662 $
Saint-Laurent,Conseiller associé - CM,,17 264 $,,X,,
,Membre CDEUH - CM ,,5 754 $,,X,,
,"Membre CDSDM - CM (fin 29 janv. 2013, 5 754 $/année)",,457 $,,X,,
,Membre CT - CMM ,Max2,7 500 $,,X,,
"BATTISTA, Mario",Conseiller d’arrondissement - CA,,40 426 $,X,,49 065 $,15 662 $
Saint-Léonard,Membre CDSDM - CM ,,5 754 $,,X,,
,"Président CCU - CM (fin 1er nov. 2013, 3 453 $/année)",,2 885 $,,X,,
"BISSONNET, Michel",Conseiller de la ville - CM ,,51 794 $,X,,119 918 $,15 662 $
Saint-Léonard,Maire d’arrondissement - CM ,,17 264 $,,X,,
,Membre du CE - CM,,40 860 $,,X,,
,Membre du conseil - CMM ,,10 000 $,X,,,
"PERRI, Dominic",Conseiller de la ville - CM,,51 794 $,X,,60 132 $,15 662 $
Saint-Léonard,Membre CDEUH - CM ,,5 754 $,,X,,
,"Membre CEEDDGP - CM (fin 29 janv. 2013, 5 754 $/année)",,457 $,,X,,
,"Membre CT- CMM (fin 14 fév. 2013, max2 7 500 $/année)",,312 $,,X,,
,"Membre CASTM - STM (fin 31 janv. 2013, 21 779 $/année)",,1 815 $,X,,,
,"Membre CF, CO, CMAPME, CMAPME/SCTI - STM (fin 31 janv. 2013, max3 5 250 $/année)",,0 $,,X,,
"TREMBLAY, Lili-Anne",Conseillère d’arrondissement - CA,,40 426 $,X,,40 883 $,15 662 $
Saint-Léonard,"Membre CFA - CM (fin 29 janv. 2013, 5 754 $/année)",,457 $,,X,,
"ZAMBITO, Robert L.",Conseiller de la ville - CM,,51 794 $,X,,64 680 $,15 662 $
Saint-Léonard,Membre CSP - CG,Max1,5 386 $,,X,,
,Membre CACMM - CMM ,Max2,7 500 $,,X,,
"BEAUPRÉ, Paul",Conseiller d’arrondissement - CA,,37 056 $,X,,39 210 $,15 662 $
Verdun,Président CENVI - CA,,2 154 $,,X,,
"CHAMPOUX, Andrée",Conseillère d’arrondissement - CA,,37 056 $,X,,51 738 $,15 662 $
Verdun,"Vice-présidente CDSDM - CM (début 30 janv. 2013, 11 510 $/année)",,10 596 $,,X,,
,"Présidente CDSDM - CM (fin 29 janv. 2013, 17 264 $/année)",,1 372 $,,X,,
,Présidente CSLC - CA,,2 154 $,,X,,
,"Mairesse suppl. d’arr. - CA (janv. - avril 2013, 140 $/mois)",,560 $,,X,,
"GUY, Ann",Conseillère d’arrondissement - CA,,37 056 $,X,,40 227 $,15 662 $
Verdun,"Membre CTTP - CM (fin 29 janv. 2013, 5 754 $/année)",,457 $,,X,,
,Présidente CUHP - CA,,2 154 $,,X,,
,"Mairesse suppl. d’arr. - CA (sept. - déc. 2013, 140 $/mois)",,560 $,,X,,
"MAROTTE, Ginette",Conseillère de la ville - CM,,51 794 $,X,,101 950 $,15 662 $
Verdun,Mairesse d’arrondissement - CM ,,17 264 $,,X,,
,Conseillère associée - CM,,17 264 $,,X,,
,Membre CEC - CM (5 754 $ réduit à 5 573 $4),,5 573 $,,X,,
,Membre CEEDDGP - CM,,5 754 $,,X,,
,"Membre CPC - CM (début 29 janv. 2013, 5 754 $/année réduit à 268 $4)",,268 $,,X,,
,"Membre CCPS - CM (fin 28 janv. 2013, 5 754 $/année)",,441 $,,X,,
,Présidente CDEL - CA,,2 154 $,,X,,
,"Vice-présidente CENV - CMM (fin 14 fév. 2013, max2 12 500 $/année)",,1 438 $,,X,,
"SAVARD, André",Conseiller d’arrondissement - CA,,37 056 $,X,,45 524 $,15 662 $
Verdun,"Membre CCPS - CM (début 29 janv. 2013, 5 754 $/année)",,5 313 $,,X,,
,"Membre CFA - CM (fin 28 janv. 2013, 5 754 $/année)",,441 $,,X,,
,Président CTPCSP - CA,,2 154 $,,X,,
,"Maire suppl. d’arr. - CA (mai - août 2013, 140 $/mois)",,560 $,,X,,
"TASSÉ, Alain",Conseiller de la ville - CM,,51 794 $,X,,122 148 $,15 662 $
Verdun,Membre du CE - CM,,40 860 $,,X,,
,Membre du conseil d’agglomération - CG ,,10 772 $,X,,,
,Président CDC - CA,,2 154 $,,X,,
,"Membre du conseil - CMM (début 4 fév. 2013, 10 000 $/année)",,9 068 $,X,,,
,Membre CLS - CMM ,Max2,7 500 $,,X,,
"FORCILLO, Sammy",Conseiller de la ville - CM,,51 794 $,X,,81 418 $,15 662 $
Ville-Marie,Président CFA - CM ,,17 264 $,,X,,
,Président CCU - CM ,,3 453 $,,X,,
,Président CCU - CA ,,2 000 $,,X,,
,"Maire suppl. d'arr. - CA (fin 4 nov. 2013, 3 000 $/année) ",,2 532 $,,X,,
,"Membre du conseil - CMM (fin 14 fév. 2013, 10 000 $/année)",,1 250 $,X,,,
,"Membre du comité exécutif - CMM (fin 14 fév. 2013, 25 000 $/année)",,3 125 $,,X,,
"MAINVILLE, Pierre",Conseiller de la ville - CM,,51 794 $,X,,51 794 $,15 662 $
Ville-Marie,,,,,,,
"ROBILLARD, François",Conseiller de la ville - CM,,51 794 $,X,,69 175 $,15 662 $
Ville-Marie,Membre CFA - CM,,5 754 $,,X,,
,"Vice-président CEEDDGP - CM (début 29 janv. 2013, 11 510 $/année)",,10 627 $,,X,,
,Vice-président CCU - CA ,,1 000 $,,X,,
"BENJAMIN, Frantz",Conseiller de la ville - CM,,51 794 $,X,,62 861 $,15 662 $
Villeray–Saint-Michel–Parc-Extension,"Membre CCPS - CM (début 29 janv. 2013, 5 754 $/année)",,5 313 $,,X,,
,"Membre CDSDM - CM (début 29 janv. 2013, 5 754 $/année)",,5 313 $,,X,,
,"Membre CPC - CM (fin 28 janv. 2013, 5 754 $/année)",,441 $,,X,,
,"Membre CSP - CG (fin 31 janv. 2013, max1 5 386 $/année)",,0 $,,X,,
"DEROS, Mary",Conseillère de la ville - CM,,51 794 $,X,,95 539 $,15 662 $
Villeray–Saint-Michel–Parc-Extension,Membre du CE - CM ,,40 860 $,,X,,
,"Présidente CCU - CM (fin 1er nov. 2013, 3 453 $/année)",,2 885 $,,X,,
"LEFEBVRE, Elsie",Conseillère de la ville - CM,,51 794 $,X,,101 693 $,15 662 $
Villeray–Saint-Michel–Parc-Extension,"Leader de la majorité - CM (début 9 mai 2013, 28 774 $/année)",,18 683 $,,X,,
,"Vice-présidente du conseil - CM (fin 29 janv. 2013, 11 510 $/année)",,914 $,,X,,
,"Leader de l’opposition - CM (fin 8 mai 2013, 17 264 $/année)",,6 054 $,,X,,
,"Vice-présidente CTTP - CM (fin 29 janv. 2013, 11 510 $/année)",,914 $,,X,,
,"Membre CASTM - STM (début 31 janv. 2013, 21 779 $/année réduit à 18 084 $4)",,18 084 $,X,,,
,"Membre CO, CSAC, CMAPME - STM (début 31 janv. 2013, max3 5 250 $/année)",Max3,5 250 $,,X,,
"SAMSON, Anie",Conseillère de la ville - CM,,51 794 $,X,,78 029 $,15 662 $
Villeray–Saint-Michel–Parc-Extension,Maire d’arrondissement - CM,,25 321 $,,X,,
,"Vice-présidente CPC - CM (fin 29 janv. 2013, 11 510 $/année)",,914 $,,X,,
"VENNERI, Frank",Conseiller de la ville - CM,,51 794 $,X,,73 703 $,15 662 $
Villeray–Saint-Michel–Parc-Extension,Membre du conseil - CMM,,10 000 $,X,,,
,"Vice-président CENV - CMM (début 14 fév. 2013, max2 12 500 $/année)",Max2,11 596 $,,X,,
,"Membre CENV - CMM (fin 13 fév. 2013, max2 7 500 $/année)",,313 $,,X,,
