No de dossier ,No de Resolution,Date,Objet,Montant
1140942004,CE14 0719,2014-05-07,"1- d'autoriser la dépense estimée à 5 042,40 $ relative au déplacement de MM. Michel Bissonnet, maire de l'arrondissement Saint-Léonard, et Maurice Cohen, conseiller d'arrondissement de Saint-Laurent à Niagara Falls; 2- d'appuyer l'élection de M. Claude Dauphin, maire de l'arrondissement de Lachine, à titre de président sortant et membre du Conseil national d'administration ainsi que de MM. Michel Bissonnet et Maurice Cohen et de Mme Marie-Ève Brunet à titre de membres du Conseil national d'administration de la FCM pour l'année 2014-2015 et d'assumer les coûts reliés à leur participation aux différentes réunions; 3- d'accorder des avances de fonds aux montants de 2 521, 20 $ à M. Michel Bissonnet et de 2 521,20 $ à M. Maurice Cohen; ","5042,4"
1140843007,CE14 0758,2014-05-14,"1- de ratifier la dépense relative au déplacement de M. Denis Coderre, maire de Montréal, les 10 et 11 avril 2014, à Gatineau, dans le cadre de la tournée des régions du Québec - Montant : 262,14 $;  ","262,14"
1140942005,CE14 0759,2014-05-14,"1- d'autoriser la dépense relative au déplacement de MM. Denis Coderre, maire de Montréal, Lionel Perez, membre du comité exécutif et de Mme Anie Samson, vice-présidente du comité exécutif, au Centre des congrès Lac Lemay, à Gatineau, afin d'assister aux Assises annuelles de l'Union des municipalités du Québec (UMQ) qui auront lieu du 21 au 24 mai 2014 - Montant estimé à 5 512,06 $;  ","5512,06"
1140843008,CE14 0760,2014-05-14,"1- de ratifier la dépense relative au déplacement à New York, de M. Denis Coderre, maire de Montréal, du 12 au 15 avril 2014, dans le cadre d'une mission économique - Montant : 2 143,06 $; ","2143,06"
1141143002,CE14 0801,2014-05-21,"1- d’autoriser la dépense relative au déplacement de M. Lionel Perez, membre du comité exécutif, responsable des relations gouvernementales, du 29 mai au 2 juin 2014, à Niagara Falls (Ontario), afin d'assister au 77e Congrès annuel et salon professionnel de la Fédération canadienne des municipalités (FCM); 2 - d'accorder une avance de fonds au montant de 2 364,20 $; ","2364,2"
1140701001,CE14 0881,2014-06-04,"1- d'autoriser une dépense de 669,44 $ relative au déplacement de Mme Manon Gauthier, membre du comité exécutif, responsable de la culture, du patrimoine, du design, d'Espace pour la vie et du statut de la femme, à Alma (Québec), le 5 juin 2014, dans le cadre du 27e colloque annuel « Les Arts et la ville » ; ","669,44"
1143233003,CE14 0882,2014-06-04,"1- d'autoriser une dépense de 1 751,45 $ relative au déplacement de M. Harout Chitilian, vice-président du comité exécutif, responsable de la réforme administrative, de la Ville intelligente, des technologies de l'information et de la jeunesse, les 4, 5 et 6 juin 2014, à New York, afin d'assister au Summit 14 du Intelligent Community Forum; ","1751,45"
1144302002,CE14 0883,2014-06-04,"1- d'autoriser la dépense relative au déplacement de madame Chantal Rouleau, membre du comité exécutif responsable de l'eau et des infrastructures de l'eau, les 18, 19 et 20 juin 2014, à Thunder Bay en Ontario, afin de participer à la rencontre annuelle de l'Alliance des villes des grands lacs et du Saint-Laurent et d'appuyer la nomination du maire de Montréal au poste de secrétaire-trésorier au sein du conseil d'administration qui le mènera à la présidence de l'Alliance au cours du mandat 2016-2017; 2 - d'accorder une avance de fonds au montant de 1 338,60 $ ;  ","1338,6"
1140843009,CE14 1044,2014-06-25,"1- de ratifier une dépense de 2 125,30 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 9 au 17 mai 2014, dans le cadre d'une mission institutionnelle, économique et urbaine à Lyon, Paris et Bruxelles ; ","2125,3"
1144320002,CE14 1140,2014-07-30,"1- d'autoriser une dépense de  4456,56 $, relative au déplacement de Mme Manon Gauthier, membre du comité exécutif responsable de la culture, du patrimoine, du design, d'Espace pour la vie et du statut de la femme, à Édimbourg (Écosse), du 9 au 13 août 2014, pour participer au Sommet de la culture 2014; ","4456,56"
1140942007,CE14 1309,2014-08-20,"1- d'autoriser une dépense relative au déplacement, à Saguenay, de MM. Claude Dauphin, maire de l'arrondissement de Lachine, Michel Bissonnet, maire de l'arrondissement Saint-Léonard et Maurice Cohen, conseiller d'arrondissement de Saint-Laurent, et de Mme Marie-Eve Brunet, conseillère de l'arrondissement de Verdun pour un montant estimé 4 977,12 $; 2 - d'accorder des avances de fonds de 1 089,26 $ à Mme Marie-Eve Brunet, de 1 119,64 $ à M. Michel Bissonnet, de 1 381,92 à M. Claude Dauphin et de 1 386,30 $ à M. Maurice Cohen;  ","4977,12"
1140843011,CE14 1314,2014-08-20,"1- d'autoriser la dépense relative au déplacement à Québec, les 19 et 20 août 2014, de M. Denis Coderre, maire de Montréal, M. Pierre Desrochers, président du comité exécutif et de Mme Anie Samson, vice-présidente du comité exécutif, dans le cadre des consultations particulières et auditions publiques sur le projet de loi no 3 pour un montant estimé à 1 703 $;  ",1703
1144320003,CE14 1335,2014-08-27,"1- d'autoriser la dépense relative au déplacement, du 24 au 28 septembre 2014, de Mme Manon Gauthier, membre du comité exécutif responsable de la culture, du patrimoine, du design, de l'Espace pour la vie et du statut de la femme, à Chengdu (Chine) pour participer à la rencontre annuelle du Réseau des villes créatives de l'UNESCO, et du 29 septembre au 3 octobre à Buenos Aires (Argentine) dans le cadre de la 11e réunion de la Commission Culture de Cités et Gouvernements Locaux Unis (CGLU) pour un montant estimé à 4 977,52 $;  ","4977,52"
1140843010,CE14 1336,2014-08-27,"1- de ratifier la dépense relative au déplacement, du 3 au 8 août 2014, de M. Denis Coderre, maire de Montréal, dans le cadre d'une mission officielle au Japon pour un montant de 3 970,25 $;  ","3970,25"
1140843012,CE14 1429,2014-09-17,"1- d'autoriser une dépense au montant estimé de 1 200 $ pour le déplacement de deux membres du comité exécutif, Mme Chantal Rouleau et M. Réal Ménard, le 23 septembre 2014, afin de participer à la visite d'un centre de biométhanisation à Toronto et d'un centre de compostage à Guelph (Ontario); ",1200
1145016001,CE14 1463,2014-09-24,"1- d'autoriser une dépense au montant estimé de 3 760,26 $ pour le déplacement de M. Pierre Desrochers, président du comité exécutif, du 3 au 13 octobre 2014, pour assister au XIe Congrès mondial de Metropolis, sous le thème « Des villes pour tous », qui aura lieu à Hyderabad, en Inde; ","3760,26"
1143233004,CE14 1464,2014-09-24,"1- d'autoriser la dépense relative au déplacement, du 27 septembre au 2 octobre 2014, de M. Denis Coderre, maire de Montréal, et de M. Harout Chitilian, vice-président du comité exécutif, responsable de la réforme administrative, de la Ville intelligente, des technologies de l'information et de la jeunesse, à Los Angeles afin d'assister au CityLab Summit pour un montant estimé de 6 250 $;  ",6250
1141456001,CE14 1675,2014-11-05,"1- d'autoriser la dépense relative au déplacement de MM. Claude Dauphin, maire de l'arrondissement de Lachine et président sortant de la Fédération canadienne des municipalités (FCM), Maurice Cohen, conseiller d'arrondissement de Saint-Laurent, et de Mme Marie-Eve Brunet, conseillère d'arrondissement de Verdun, à Ottawa (Ontario) afin d'assister aux réunions du conseil d'administration de la FCM qui se tiendront du 18 au 21 novembre 2014, pour un montant estimé à 4 173,76 $; 2 - d'accorder des avances de fonds de 1 235,06 $ à Mme Marie-Eve Brunet, de 1 776,52 $ à M. Claude Dauphin et de 1 162,18 $ à M. Maurice Cohen;  ","4173,76"
1140843013,CE14 1676,2014-11-05,"1- de ratifier la dépense de 243,95 $ relative au déplacement à Québec, les 18 et 19 octobre 2014, de M. Denis Coderre, maire de Montréal, afin de prendre part à la Soirée Gala 100e anniversaire Royal 22e Régiment;  ","243,95"
1143905001,CE14 1733,2014-11-12,"1- d'autoriser la dépense relative au déplacement, du 15 au 22 novembre 2014, de Mme Anie Samson, vice-présidente du comité exécutif, responsable de la sécurité publique et des services aux citoyens, comme conférencière et modératrice au 11e Colloque du Centre international pour la prévention de la criminalité (CIPC) qui se tiendra à Palerme (Italie) pour un montant estimé à 578 $; ",578
1144302003,CE14 1758,2014-11-13,"1- d'autoriser une dépense d’un montant estimé à 3 283,72 $,.pour le déplacement de madame Chantal Rouleau, membre du comité exécutif responsable de l’eau et des infrastructures de l’eau, du 14 au 21 novembre 2014, à Séoul en Corée du Sud, afin de participer au « 2014 Inaugural Meeting of the Global Social Economy Forum (GSEF 2014) »;  ","3283,72"
1140843014,CE14 1930,2014-12-10,"1- d'autoriser une dépense estimée à 826,26 $ relative au déplacement de Mme Marie-Ève Brunet, conseillère d'arrondissement, au Congrès annuel et au Salon professionnel de la Fédération canadienne des municipalités qui se tiendra du 5 au 8 juin 2015 à Edmonton; ","826,26"
1140843015,CE14 1984,2014-12-17,"1- de ratifier une dépense de 640,03 $, relative au déplacement à Chicago, les 7 et 8 décembre 2014, de M. Denis Coderre, maire de Montréal, afin de prendre part aux événements commémorant le 70e anniversaire de la signature de la «Convention relative à l'aviation civile internationale» ;  ","640,03"
1151143001,CE15 0076,2015-01-14,"1- d’autoriser une dépense estimée à 387, 30 $, relative au déplacement à Québec, les 14 et 15 janvier 2015 de MM. Denis Coderre, maire de Montréal, et de Lionel Perez, membre du comité exécutif, responsable des infrastructures, de la Commission des services électriques, de la gouvernance, de la démocratie et des relations gouvernementales, pour prendre part aux auditions publiques de la Commission des institutions; ","387,3"
1151143002,CE15 0180,2015-02-04,"1- d'autoriser une dépense estimée à 933,56 $ relative au déplacement à Toronto (Ontario), les 4 et 5 février 2015, de M. Lionel Perez, membre du comité exécutif, responsable des infrastructures, de la Commission des services électriques, de la gouvernance, de la démocratie et des relations gouvernementales, afin d'assister au Caucus des maires des grandes villes (CMGV) de la Fédération canadienne des municipalités (FCM); ","933,56"
1151143003,CE15 0229,2015-02-11,"1- d'autoriser une dépense estimée à 222,83 $ relative au déplacement à Québec, les 10 et 11 février 2015, de M. Lionel Perez, membre du comité exécutif, responsable des infrastructures, de la Commission des services électriques, de la gouvernance, de la démocratie et des relations gouvernementales, pour prendre part aux auditions publiques de la Commission des relations avec les citoyens et de la Commission des transports et de l'environnement; ","222,83"
1154784004,CE15 0322,2015-02-25,"1- d'autoriser une dépense estimée à 9 034,93 $ relative au déplacement de MM. Claude Dauphin, maire de l'arrondissement de Lachine et président sortant de la Fédération canadienne des municipalités (FCM), Michel Bissonnet, maire de l'arrondissement de Saint-Léonard, Maurice Cohen, conseiller d'arrondissement de Saint-Laurent et de Mme Marie-Ève Brunet, conseillère d'arrondissement de Verdun, afin d'assister aux réunions du conseil d'administration de la FCM qui se tiendront du 4 au 7 mars 2015, à Burnaby (Colombie-Britannique); 2 - d'accorder des avances de fonds de 2 314,35 $ à M. Michel Bissonnet, de 2 436,54 $ à Mme Marie-Ève Brunet, de 2 302,15 $ à M. Maurice Cohen et de 1 981,89 $ à M. Claude Dauphin;  ","9034,93"
1150843002,CE15 0323,2015-02-25,"1- de ratifier la dépense de 235,67 $ relative au déplacement, les 28 et 29 janvier 2015, à Québec, de M. Denis Coderre, maire de Montréal, dans le cadre du Déjeuner des chefs d'entreprise du Carnaval de Québec; ","235,67"
1154310001,CE15 0324,2015-02-25,"1- d'autoriser la dépense estimée à 4 418,57 $ relative au déplacement de M. Russell Copeman, membre du comité exécutif, du 8 au 15 mars 2015, afin de se joindre à une délégation économique de Montréal dans le cadre du Marché international des professionnels de l'immobilier (MIPIM), à Cannes (France), et de participer à un événement de la Délégation générale du Québec à Paris (France); 2 - d'accorder une avance de fonds au montant de 3 000 $;  ","4418,57"
1140843016,CE15 0346,2015-03-04,"1- de ratifier la dépense de 2 733,33 $ relative au déplacement du 31 janvier au 5 février 2015, de M. Denis Coderre, maire de Montréal, dans le cadre d'une mission en Europe (Paris et Rome) suivie d'un arrêt à Toronto où il a pris part au Caucus des maires des grandes villes de la Fédération canadienne des municipalités; ","2733,33"
1150843001,CE15 0347,2015-03-04,"1- d'autoriser la dépense estimée à 2 182 $ relative au déplacement du 15 au 22 mars 2015, à Bilbao (Espagne), de Mme Manon Gauthier, membre du comité exécutif, dans le cadre du Sommet Culture de Cités et Gouvernements Locaux Unis (CGLU); ",2182
1150843003,CE15 0410,2015-03-11,"1- d'autoriser une dépense estimée à 4 376,41 $, relative au déplacement du 27 mars au 6 avril 2015, à Paris, de M. Pierre Desrochers, président du comité exécutif, afin de prendre part à la mission commerciale « Montréal@Paris »; 2 - d'accorder une avance de fonds de 3 500 $ à M. Pierre Desrochers; ","4376,41"
1153905002,CE15 0412,2015-03-11,"1- d'autoriser une dépense estimé à 800 $ relative au déplacement de Mme Anie Samson, vice-présidente du comité exécutif responsable de la sécurité publique et des services aux citoyens, du 15 mars au 22 mars 2015, à Paris, afin de prendre part comme membre du « panel » à la « Table ronde Canada-France » ;  ",800
1150843004,CE15 0753,2015-04-22,"1- de ratifier une dépense de 2 790,75 $ relative au déplacement, du 13 au 18 mars 2015, de M. Denis Coderre, maire de Montréal, dans le cadre d'une mission à Miami;  ","2790,75"
1150843005,CE15 0754,2015-04-22,"1- de ratifier une dépense de 1 067,63 $ relative au déplacement, les 24 et 25 mars 2015, de M. Denis Coderre, maire de Montréal, dans le cadre d'une mission à Toronto;  ","1067,63"
1154310002,CE15 0755,2015-04-22,"1- d'autoriser la dépense estimée à 1 138,26 $ relative au déplacement de M. Russell Copeman, membre du comité exécutif, du 30 avril au 1er mai 2015, à Winnipeg (Manitoba), afin de participer à la 47e édition annuelle du congrès national sur le logement et l'itinérance organisé par l'Association canadienne d'habitation et de rénovation urbaine (ACHRU);  ","1138,26"
1154784010,CE15 0816,2015-04-29,"1- d'autoriser une dépense estimée à 13 586,26 $ relative au déplacement de MM. Denis Coderre, maire de Montréal, Claude Dauphin, maire de l'arrondissement de Lachine, Michel Bissonnet, maire de l'arrondissement de Saint-Léonard et Maurice Cohen, conseiller d'arrondissement de Saint-Laurent, ainsi que de Mme Marie-Ève Brunet, conseillère d'arrondissement de Verdun, au Congrès annuel et salon professionnel 2015 de la Fédération canadienne des municipalités (FCM) qui se tiendra du 5 au 8 juin 2015 à Edmonton; 2 - d'appuyer l'élection de MM. Michel Bissonnet et Maurice Cohen et de Mme Marie-Ève Brunet à titre de membres du Conseil national d'administration de la FCM pour l'année 2015-2016 et d'assumer les coûts reliés à leur participation aux différentes réunions; 3 - d'accorder des avances de fonds aux montants de 2 930,44 $ à M. Claude Dauphin, de 3 243,92 $ à M. Michel Bissonnet, de 2 848,09 $ à M. Maurice Cohen et de 1 339,81 $ à Mme Marie-Ève Brunet. ","13586,26"
1150843008,CE15 0817,2015-04-29,"1- de ratifier la dépense de 6 119,07 $,  relative au déplacement, du 6 au 11 avril 2015, à Séoul (Corée du Sud), de M. Denis Coderre, maire de Montréal, afin de participer au Congrès mondial 2015 du Conseil international pour les initiatives écologiques locales (ICLEI - Local Governments for Sustainability); ","6119,07"
1150843006,CE15 0818,2015-04-29,"1- de ratifier la dépense de 737,23 $ relative au déplacement, du 29 au 31 mars 2015, à Lafayette (É. U.), de M. Denis Coderre, maire de Montréal, afin de participer au 80e Bureau exécutif de l'Association internationale des maires francophones (AIMF); ","737,23"
1150843009,CE15 0927,2015-05-13,"1- de ratifier une dépense au montant de 1 484,05 $ relative au déplacement de M. Denis Coderre, maire de Montréal, les 25 et 26 avril 2015, dans le cadre d'une mission à Washington, aux États-Unis; ","1484,05"
1150843007,CE15 0930,2015-05-13,"1- d'autoriser une dépense de 344,93 $, taxes incluses, pour l'achat d'un billet en vue de la participation de M. Harout Chitilian, vice-président du comité exécutif, aux 94e Assises annuelles de l'Union des municipalités du Québec (UMQ), qui se tiendront du 21 au 23 mai 2015, à Montréal;  ","344,93"
1150843010,CE15 0932,2015-05-13,"1- d'autoriser une dépense estimée à 9 558 $ relative au déplacement de M. Denis Coderre, maire de Montréal, et de M. Pierre Desrochers, président du comité exécutif, afin de prendre part à la Rencontre annuelle de METROPOLIS qui se tiendra à Buenos Aires (Argentine), du 18 au 21 mai 2015; ",9558
1150090001,CE15 0933,2015-05-13,"1- d'autoriser une dépense estimée à 2 315,57 $ relative au déplacement de M. Réal Ménard, membre du comité exécutif, du 17 au 20 mai 2015, à Paris, afin de participer à la rencontre internationale ayant pour thème « Végétaliser le bâti dans les villes denses : un nouveau modèle urbain? »; ","2315,57"
1150843011,CE15 1013,2015-05-27,"1- de ratifier la dépense de 988,38 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 3 au 5 mai 2015, en Abitibi, dans le cadre de la tournée des régions du Québec; ","988,38"
1153233002,CE15 1014,2015-05-27,"1- d'autoriser la dépense estimée à 475,67 $ relative au déplacement de M. Harout Chitilian, vice-président du comité exécutif, responsable de la réforme administrative, de la Ville intelligente, des technologies de l'information et de la jeunesse, les 28 et 29 mai 2015, à Ottawa, afin d'assister à la 3e Conférence internationale sur les données ouvertes; ","475,67"
1150843012,CE15 1017,2015-05-27,"1- d’autoriser une dépense estimé à 3 571,22 $ relative au déplacement de madame Manon Gauthier, membre du comité exécutif, afin de prendre part aux célébrations entourant l'intronisation de monsieur Dany Laferrière à l'Académie française, le 28 mai 2015; ","3571,22"
1154302001,CE15 1105,2015-06-03,"1- d'autoriser une dépense estimé à 1 767,89 $ relative au déplacement de madame Chantal Rouleau, membre du comité exécutif responsable de l’eau et des infrastructures de l’eau, du 16 au 19 juin 2015, à Sarnia en Ontario, afin de participer à la rencontre annuelle de l’Alliance des villes des Grands Lacs et du Saint-Laurent et d’appuyer la nomination du maire de Montréal au poste de vice-président au sein du conseil d’administration qui le mènera à la présidence de l’Alliance au cours du mandat 2016-2017; ","1767,89"
1150974001,CE15 1106,2015-06-03,"1- d'autoriser une dépense estimé à 3 661,65 $ relative au déplacement de M. Aref Salem, membre du comité exécutif, responsable du transport, du 5 au 11 juin 2015, à Milan en Italie, afin de participer au Congrès international de l'UITP (International Association of Public Transport); ","3661,65"
1151143004,CE15 1115,2015-06-03,"1- d'autoriser une dépense estimée à 1 663,94 $ relative au déplacement à Edmonton (Alberta), du 3 au 5 juin 2015, de M. Lionel Perez, membre du comité exécutif, responsable des infrastructures, de la Commission des services électriques, de la gouvernance, de la démocratie et des relations gouvernementales, afin d'assister au Caucus des maires des grandes villes (CMGV) de la Fédération canadienne des municipalités (FCM); ","1663,94"
1153233001,CE15 1116,2015-06-03,"1- d'autoriser une dépense estimée à 1 886,76 $ relative au déplacement de M. Harout Chitilian, vice-président du comité exécutif, responsable de la réforme administrative, de la Ville intelligente, des technologies de l'information et de la jeunesse, les 9, 10 et 11 juin 2015, à Toronto, afin d'assister au 2015 Intelligent Community Forum Summit & Awards; ","1886,76"
1154310003,CE15 1117,2015-06-03,"1- d'autoriser une dépense estimée à 3 149,35 $ relative au déplacement de M. Richard Bergeron, membre du comité exécutif, du 9 au 12 juin 2015, à Porto Alegre (Brésil), afin de participer à la première session 2015 du Bureau Exécutif de CGLU (Cités et Gouvernements Locaux Unis); ","3149,35"
1150843013,CE15 1191,2015-06-10,"1- de ratifier la dépense de 1 358,21 $ relative au déplacement de M. Denis Coderre, maire de Montréal, le 28 mai 2015, à New York (É.-U.), afin de rencontrer le commissaire de la Ligue majeure de baseball; ","1358,21"
1150090002,CE15 1258,2015-06-23,"1- d'autoriser une dépense estimé à 2 850 $ relative au déplacement de M. Réal Ménard, membre du comité exécutif, du 29 juin au 4 juillet 2015, à Lyon (France), afin de participer au Sommet mondial Climat et Territoires;  ",2850
1150843014,CE15 1330,2015-07-29,"1- de ratifier la dépense de 1 314,55 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 22 au 23 juin 2015, aux Îles-de-la-Madeleine, dans le cadre de la tournée des régions du Québec; ","1314,55"
1150843016,CE15 1435,2015-08-05,"1- de ratifier la dépense de 148,27 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 22 au 23 juillet 2015, à Roberval, dans le cadre de la tournée des régions du Québec et de la Traversée internationale du lac St-Jean;  ","148,27"
1154784013,CE15 1531,2015-08-12,"1- d’autoriser dépense estimée à 3 189,86 $ relative au déplacement de MM. Michel Bissonnet, maire de l'arrondissement de Saint-Léonard et de Maurice Cohen, conseiller d'arrondissement de Saint-Laurent afin d'assister aux réunions du conseil d'administration de la Fédération canadienne des municipalités (FCM) qui se tiendront du 9 au 12 septembre 2015, à Fredericton, au Nouveau-Brunswick ; 2- d’accorder des avances de fonds de 1 594,93 $ à M. Michel Bissonnet et de 1 594,93 $ à M. Maurice Cohen ; ","3189,86"
1153233003,CE15 1673,2015-09-09,"1- d'autoriser une dépense estimée à 2 032,18 $, relative au déplacement de M. Harout Chitilian, vice-président du comité exécutif, afin d'assister au Municipal Innovators Conference à Barrie et au WaterlooInnovation Summit 2015 à Waterloo, Ontario, du 15 au 18 septembre 2015;  ","2032,18"
1150843017,CE15 1753,2015-09-23,"1- de ratifier la dépense de 277,23 $ relative au déplacement de M. Denis Coderre, maire de Montréal, le 5 septembre 2015, à Toronto, afin de rencontrer M. Paul Beeston, président des Blue Jays de Toronto;  ","277,23"
1150843018,CE15 1754,2015-09-23,"1- de ratifier la dépense de 187,41 $ relative au déplacement de M. Denis Coderre, maire de Montréal, les 7 et 8 septembre 2015, à Kamouraska et en Beauce dans le cadre de la tournée des régions du Québec;  ","187,41"
1150974002,CE15 1785,2015-09-30,"1- d'autoriser la dépense estimée à 5 386,66 $, relative au déplacement de M. Aref Salem, membre du comité exécutif, responsable du transport, du 3 au 10 octobre 2015, à Bordeaux et à Paris (France), afin de participer au 22e congrès mondial dédié aux systèmes de transport intelligents (ITS);  ","5386,66"
1151680001,CE15 1805,2015-10-07,"1- d’autoriser la dépense estimée à 2 973,45 $ relative au déplacement de M. Dimitrios (Jim) Beis, membre du comité exécutif, responsable de l’approvisionnement, des sports et loisirs ainsi que des communautés d’origines diverses, du 28 octobre au 2 novembre 2015, à Glasgow, en Écosse (Royaume-Uni), afin de participer à la 46e édition des Championnats du monde de gymnastique artistique de la Fédération internationale de gymnastique (FIG);  ","2973,45"
1150843019,CE15 1806,2015-10-07,"1- de ratifier la dépense de 401,46 $ relative au déplacement de M. Denis Coderre, maire de Montréal, les 17 et 18 septembre 2015, à Québec, dans le cadre d'une rencontre avec le ministre des Affaires municipales et de l'Occupation du territoire, M. Pierre Moreau;  ","401,46"
1150843020,CE15 1862,2015-10-14,"1- de ratifier la dépense de 149,22 $ relative au déplacement de M. Denis Coderre, maire de Montréal, les 28 et 29 septembre 2015, à Québec, dans le cadre de la signature officielle du nouveau pacte fiscal 2016-2019;  ","149,22"
1150843021,CE15 1950,2015-10-28,"1- de ratifier la dépense de 3 246,27 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 7 au 12 octobre 2015, à Tunis en Tunisie et à Dakar au Sénégal, dans le cadre d'une mission officielle en Afrique; ","3246,27"
1157034001,CE15 1951,2015-10-28,"1- d'autoriser la dépense estimée à 490,90 $ relative au déplacement de M. Pierre Desrochers, président du comité exécutif, afin de prendre part aux rencontres de la Fondation du Réseau des villes francophones et francophiles d'Amérique qui se tiendront à Québec, du 29 octobre au 1er novembre 2015; ","490,9"
1153905003,CE15 1954,2015-10-28,"1- d'autoriser la dépense estimée à 2 371,40 $ relative au déplacement de Mme Anie Samson, vice-présidente du comité exécutif et responsable de la sécurité publique et des services aux citoyens, du 2 au 7 novembre 2015, à Mexico (Mexique), afin de participer à la 5e Conférence internationale sur l'observation de la criminalité et l'analyse criminelle; ","2371,4"
1154310004,CE15 1981,2015-11-04,"1- d'autoriser une dépense estimée à 2 386,41 $ relative au déplacement de M. Russell Copeman, membre du comité exécutif, du 9 au 15 novembre 2015, afin de participer à la 9e conférence exécutive de Mayors for Peace, à Ypres en Belgique; 2 - d'accorder une avance de fonds au montant de 2 000 $; ","2386,41"
1154784016,CE15 2022,2015-11-11,"1 -d’autoriser une dépense estimée à 2 986,52 $ relative au déplacement de M. Maurice Cohen, conseiller d'arrondissement de Saint-Laurent et de Mme Marie-Ève Brunet, conseillère d'arrondissement de Verdun, afin d'assister aux réunions du conseil d'administration de la Fédération canadienne des municipalités (FCM) qui se tiendront du 17 au 20 novembre 2015, à Ottawa, en Ontario; 2 -d’accorder des avances de fonds de 1 196,49 $ à M. Maurice Cohen et de 1 790,03 $ à Mme Marie-Ève Brunet; ","2986,52"
1153072001,CE15 2023,2015-11-11,"1 -d'autoriser une dépense estimée à 2 885,38 $ relative au déplacement de Mme Monique Vallée, membre du comité exécutif responsable du développement social, communautaire et de l'itinérance, afin de prendre part au sommet « Les Rencontres du Mont-Blanc - Forum International des Dirigeants de l’Économie Sociale et Solidaire » qui se tiendra à Chamonix (France), du 26 au 28 novembre 2015;  ","2885,38"
1150843023,CE15 2079,2015-11-18,"1 -de ratifier la dépense de 133,32 $ relative au déplacement de M. Denis Coderre, maire de Montréal, les 19 et 20 octobre 2015, à Québec, dans le cadre de la Commission des transports et de l'environnement;  ","133,32"
1150843024,CE15 2080,2015-11-18,"1 -d'autoriser la dépense de 540,40 $ relative à la participation de M. Marc-André Gadoury, conseiller de ville, aux 19e Journées annuelles de santé publique qui se tiendront à Montréal, les 8 et 9 décembre 2015;  ","540,4"
1154310005,CE15 2081,2015-11-18,"1 -d'autoriser la dépense estimée à 589,94 $ relative au déplacement de M. Russell Copeman, membre du comité exécutif, les 22 et 23 novembre 2015, afin de participer aux Rendez-vous de l'habitation, à Québec;
 ","589,94"
1150843022,CE15 2211,2015-12-02,"1- de ratifier la dépense de 7 167,27 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 30 octobre au 8 novembre 2015, à Beijing, Shanghai, Shenzhen, Hong Kong et Guangzhou dans le cadre d'une mission commerciale en Chine;  ","7167,27"
1154302002,CE15 2286,2015-12-09,"1- d'autoriser une dépense estimé à 625 $ relative au déplacement de Mme Chantal Rouleau, membre du comité exécutif responsable de l’eau et des infrastructures de l’eau, le 11 décembre 2015, à Toronto en Ontario, afin de participer à la rencontre bi-annuelle de l’Alliance des villes des Grands Lacs et du Saint-Laurent; ",625
1160843001,CE16 0056,2016-01-13,"1- d'autoriser la dépense de 3 550 $ relative au déplacement de Mme Marie-Ève Brunet, conseillère d'arrondissement et présidente de Concertation Montréal, du 16 au 22 janvier 2016, à Londres et à Bilbao, dans le cadre d'une mission visant l'étude de projets sociaux et urbains; ",3550
1150843025,CE16 0139,2016-01-20,"1- de ratifier la dépense de 5 121,47 $ relative au déplacement de M. Denis Coderre, maire de Montréal, du 28 novembre au 7 décembre 2015, en Europe, dans le cadre notamment de la tenue de la 21e Conférence des Nations Unies sur les changements climatiques (COP21) et des 28e Entretiens Jacques Cartier;  ","5121,47"
1160974001,CE16 0161,2016-01-27,"1- d'autoriser la dépense estimée à 1 178,09 $ relative au déplacement de M. Marc-André Gadoury, conseiller de ville responsable du dossier vélo, du 2 au 5 février 2016, à Minneapolis, Saint-Paul (É. U.), afin de participer au Winter Cycling Congress 2016; ","1178,09"
1164784002,CE16 0268,2016-02-17,"1- d’autoriser une dépense estimée à 1 784,53 $ relative au déplacement de M. Michel Bissonnet, maire de l'arrondissement de Saint-Léonard et de Mme Marie-Ève Brunet, conseillère d'arrondissement de Verdun, afin d'assister aux réunions du conseil d'administration de la Fédération canadienne des municipalités (FCM) qui se tiendront du 1er au 4 mars 2016, à Sherbrooke au Québec; 2- d’accorder des avances de fonds de 819,71 $ à M. Michel Bissonnet et de 255,90 $ à Mme Marie-Ève Brunet; ","1784,53"
1161516001,CE16 0276,2016-02-17,"1- d’autoriser une dépense estimée à 291,44 $ relative au déplacement de Mme Chantal Rouleau, membre du comité exécutif responsable de l'eau et des infrastructures de l'eau, à Lévis (Québec) afin de participer à une réunion de l'Union des municipalités du Québec (UMQ) sur la Stratégie maritime du gouvernement du Québec;
 ","291,44"
1161143001,CE16 0291,2016-02-22,"1- d'autoriser une dépense estimée à 192,83 $ relative au déplacement de M. Lionel Perez, membre du comité exécutif, responsable des infrastructures, de la Commission des services électriques, de la gouvernance, de la démocratie et des relations gouvernementales, à Québec, les 23 et 24 février 2016, afin de prendre part aux auditions publiques de la Commission de l'aménagement du territoire et de la Commission des transports et de l'environnement; ","192,83"
