Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Grands_defis_de_societe,Type_de_destinataire,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQS,,2018-2019,2016-2017,"AUBÉ, ROXANE",33966,Université du Québec en Abitibi-Témiscamingue [UQAT],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat pour les détenteurs d'un diplôme professionnel,BF4,39323,0,39323,,Titulaire,Relations internationales et développement,Coopération internationale ,Échanges culturels ,Solidarité sociale,,Missions médicales à court-terme // Perceptions // Recherche-action ethnographique // Dons médicaments // Trajectoires // Sénégal
FRQS,,2018-2019,2016-2017,"GAUTHIER, KIMBERLEY",33991,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Cancer,Signalisation cellulaire et cancer,,Fondements et avancement des connaissances,,Protein localization // Cancer // Cell signalling // Genetics // Small GTPases // Protein trafficking
FRQS,,2018-2019,2016-2017,"POIRIER, ANDRÉE-ANNE",33996,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Neurosciences, santé mentale et toxicomanies",Maladie de Parkinson,,Santé publique,,Maladie de Parkinson // Plexus myentérique // MPTP // Neuroprotection // Système immunitaire inné // Hormones féminines
FRQS,,2018-2019,2016-2017,"BELAN, MATEA",33997,Université de Sherbrooke,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Services de santé,Infertilité féminine,Habitudes de vie et santé,Santé publique,,Évaluation de programme de santé // Obésité // Fertilité // Femmes // Ratio coûts-bénéfices // Habitudes de vie
FRQS,,2018-2019,2016-2017,"SALEM, DAVID",34034,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,6668,0,6668,,Titulaire,Maladies infectieuses et immunitaires,Maladies auto-immunes,,Évolution et traitement des maladies,,lupus érythémateux disséminé // modèle murin // auto-anticorps // cellules T // anti-phospholipides // méthodes immunologiques
FRQS,,2018-2019,2016-2017,"ASPLER, JOHN",34055,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Médias, communications et information",Éthique et santé,Stéréotypes,Culture,,fetal alcohol spectrum disorder // alcohol and pregnancy // stigma // neuroethics // media analysis // focus group interviews
FRQS,,2018-2019,2016-2017,"ABATE, CYBELLE",34096,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Cancer,Développement affectif et émotionnel,Développement cognitif,Évolution et traitement des maladies,,Neurofeedback // Cancer pédiatrique // Effets tardifs
FRQS,,2018-2019,2016-2017,"MCCREADY, GENEVIÈVE",34103,Université d'Ottawa,CANADA,Ontario,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Santé des populations,Soins infirmiers ,Santé communautaire / santé publique,Santé publique,,Plaidoyer/Advocacy // Santé publique/Santé communautaire // Recherche participative // Infirmières // Minorités // Perspective historique
FRQS,,2018-2019,2016-2017,"GAGNON, JESSICA",34114,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,30000,0,30000,,Titulaire,Cancer,Signalisation cellulaire et cancer,,Santé publique,,Drosophile // Exon Junction Complex // Épissage // RAS/MAPK // Signalisation cellulaire // sauts d'exons
FRQS,,2018-2019,2016-2017,"BAHOUS, RENATA",34122,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,5002,0,5002,,Titulaire,Nutrition et métabolisme,Maladies neurodégénératives,Développement embryonnaire,Santé publique,,Folate  // Memory  // Neurodevelopment // Homocysteine  // Neurodegeneration // Diet
FRQS,,2018-2019,2016-2017,"PHAM, QUANG TOAN",34135,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Santé de la mère, des enfants et des adolescents ",Thérapie cellulaire ,Cellules souches et organogénèse,Évolution et traitement des maladies,,thérapie cellulaire // cellules souches pluripotentes induites // tyrosinémie de type I // maladies métaboliques du foie // édition génomique // pédiatrie
FRQS,,2018-2019,2016-2017,"AVRAMESCU, RADU-GABRIEL",34136,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Santé circulatoire et respiratoire,Fibrose kystique,Protéines,Fondements biomédicaux de la santé humaine,,cystic fibrosis // CFTR // chaperones // pharmachological correction // folding
FRQS,,2018-2019,2016-2017,"PARENT, AUDREY",34142,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Appareil locomoteur et arthrite,Paralysie cérébrale,Analyse fonctionnelle ,Fondements et avancement des connaissances,,Biomécanique // Marche // Réadaptation // Muscle // Fatigue // Pédiatrie
FRQS,,2018-2019,2016-2017,"TORKIA, CARYNE",34146,Université de la Colombie-Britannique [UBC],CANADA,Colombie-Britannique,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat pour les détenteurs d'un diplôme professionnel,BF4,39323,0,39323,,Titulaire,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Accidents cérébro-vasculaires ,Mobilité,Santé publique,,Accident vasculaire cérébral // Déplacements // Intervention // Mobilité // Communauté // Social Cognitive Theory
FRQS,,2018-2019,2016-2017,"GAGNON, JONATHAN",34150,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Neurosciences, santé mentale et toxicomanies",Maladies neurodégénératives,Mécanismes biologiques et biochimiques,Fondements biomédicaux de la santé humaine,,Nor-1 // Système nerveux central // Neurodegenerative diseases // SUMOylation // Récepteurs Nucléaires // Neuroprotection
FRQS,,2018-2019,2016-2017,"LARSON-DUPUIS, CAMILLE",34183,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Neurosciences, santé mentale et toxicomanies",Traumatismes crânio-encéphaliques et de la moelle épinière,,Fondements biomédicaux de la santé humaine,,Fonctionnement cognitif // Traumatisme craniocérébral léger // Stimulation magnétique transcrânienne // Entraînement physique // Vieillissement // Plasticité cérébrale
FRQS,,2018-2019,2016-2017,"NOVOSAD, PHILIP",34194,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Techniques, mesures et systèmes",Imagerie,Robotique et automatisation,Fondements et avancement des connaissances,,Magnetic resonance imaging // Medical imaging // Registration // Segmentation // Big data // Brain imaging
FRQS,,2018-2019,2016-2017,"RWIGEMERA, ARLETTE",34196,Institut national de la recherche scientifique [INRS],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Santé différentielle des sexes,Toxicologie,Mécanismes et dysfonctions de la reproduction,Fondements et avancement des connaissances,,méthylation de l'ADN // culture organotypique // cellules germinales mâles foetales // modifications des histones // testicule // xénoestrogènes
FRQS,,2018-2019,2016-2017,"XING, SHU",34213,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Techniques, mesures et systèmes",Imagerie,Diagnostic et détection du cancer,Fondements biomédicaux de la santé humaine,,Medical Imaging // Magnetic resonance imaging // Cancer // Cancer diagnosis and detection // Diffusion // tumor microenvironment
FRQS,,2018-2019,2016-2017,"MANCINI, MATHIEU",34223,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Maladies infectieuses et immunitaires,Maladies inflammatoires du système nerveux central,Infections virales,Fondements biomédicaux de la santé humaine,,Herpes Simplex Encephalitis // Bone Marrow Chimera // Immunophenotyping // Neuro-inflammation // c-Rel Transcription Factor // Central Nervous System
FRQS,,2018-2019,2016-2017,"DUFRESNE, LAURIE",34245,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Neurosciences, santé mentale et toxicomanies",Troubles de l'alimentation,Santé mentale et psychopathologie des enfants  et des adolescents,Évolution et traitement des maladies,,Anorexie // Enfance // Adolescence // Personnalité // Cognition // Troubles alimentaires
FRQS,,2018-2019,2016-2017,"KIELY, MARILOU",34259,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat pour les détenteurs d'un diplôme professionnel,BF4,39323,0,39323,,Titulaire,Maladies infectieuses et immunitaires,Vaccination de l'enfant,Maladies infectieuses,Santé publique,,maladies infectieuses // vaccination // enfants // épidémiologie // couvertures vaccinales // retards vaccinaux
FRQS,,2018-2019,2016-2017,"TREMBLAY, CÉCILIA",34261,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Neurosciences, santé mentale et toxicomanies",Maladie de Parkinson,Système olfactif,Fondements biomédicaux de la santé humaine,,Maladie de Parkinson // Système trigéminal // système olfactif
FRQS,,2018-2019,2016-2017,"JOANNETTE, MAUDE ",34263,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Vieillissement,Neuropsychologie cognitive du vieillissement,Maladie d'Alzheimer,Évolution et traitement des maladies,,Vieillissement normal // Maladie d'Alzheimer // Cognition // Charge amyloïde // Réserve cognitive // Imagerie TEP-PIB
FRQS,,2018-2019,2016-2017,"BIN, XIAO",34284,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Cancer,Cancer du sein,,Évolution et traitement des maladies,,ErbB2 // Breast Cancer // Tumorigenesis // transgenic // Rheb // mTORC1
FRQS,,2018-2019,2016-2017,"YAZDANI, ARMIN",34305,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Santé de la mère, des enfants et des adolescents ",Pathologies du nouveau-né,,Évolution et traitement des maladies,,nouveau-ne // asphyxie  // neurorestoration // cerveau // hypothermia  // neurogenèse
FRQS,,2018-2019,2016-2017,"NEUPANE, SUNISHA",34342,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Services de santé,Organisation des soins de santé,Politiques de santé,Santé publique,,maternal health // primary health care // participatory research // health systems // health care access
FRQS,,2018-2019,2016-2017,"PAPILLON-CAVANAGH, SIMON",34343,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,13334,0,13334,,Titulaire,Cancer,Diagnostic et détection du cancer,Génétique du cancer,Évolution et traitement des maladies,,Cancer // Génétique // Génomique // Bioinformatique // Variabilité du nombre de copies
FRQS,,2018-2019,2016-2017,"BAGRAMYAN, ARUTYUN",34362,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,"Neurosciences, santé mentale et toxicomanies",Imagerie,,Fondements biomédicaux de la santé humaine,,Neuroscience // Fluorescence imaging // Adaptive Optics // Crystal liquid lens // Electrical scan // Brain 3D imaging
FRQS,,2018-2019,2016-2017,"DE JAY, NICOLAS",34439,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Cancer,Cancer de la tête et du cou,Génétique du cancer,Évolution et traitement des maladies,,Tumeurs cérébrales pédiatriques // Transcriptomique // Bio-informatique // Epigénétique // Méthylation ADN // Biologie computationnelle
FRQS,,2018-2019,2016-2017,"HOEHNE, ALEXANDRA",34477,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,30000,0,30000,,Titulaire,"Neurosciences, santé mentale et toxicomanies",Suicide,Prise de décision,Fondements biomédicaux de la santé humaine,,Suicide // Depression // Decision-making // Impulsivity // Cytokines // Risk-factors
FRQS,,2018-2019,2016-2017,"ROY, VINCENT",34512,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Génétique humaine,Maladies cardiovasculaires ,Génétique moléculaire,Fondements et avancement des connaissances,,Séquençage à haut débit // modélisation maladie // culture cellulaire // Edition du génome // anévrisme intracranial // génétique moléculaire
FRQS,,2018-2019,2016-2017,"NADEAU, STEPHANIE",34516,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Appareil locomoteur et arthrite,Vieillissement cellulaire,,Fondements et avancement des connaissances,,Vieillissement // Cellules souches hématopoïétiques // Arthrite Rhumatoïde // Sénescence // Cellules souches mésenchymateuses // microenvironnement
FRQS,,2018-2019,2016-2017,"DUNCAN, HEATHER",34522,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Formation de doctorat,BF2,20000,0,20000,,Titulaire,Cancer,Cancer du sang,Cellules souches et organogénèse,Fondements biomédicaux de la santé humaine,,Leucémie myéloïde aiguë // Récepteur couplés aux protéines G // Expression génique // Pédiatrie // Cellules souches hematopoïétiques // Xénotransplantation
FRQS,,2018-2019,2015-2016,"MAJNEMER, ANNETTE",34583,Institut de recherche du Centre universitaire de santé McGill,CANADA,Québec,Subventions de recherche,Recherches en partenariat - IRSC,IRS,Recherches en partenariat / IRSC,PIS,100000,0,100000,,Établissement reconnu,,,,,,
FRQS,,2018-2019,2016-2017,"DRAGOMIR, ELENA ALICE",34592,Université McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Cancer,Cancer de la prostate ,Services de santé,Évolution et traitement des maladies,,gestion du cancer de la prostate // utilisation des services de santé // efficacité en situation réelle // évaluation clinique et économique de txs // économie de la santé // modélisation de la maladie
FRQS,,2018-2019,2016-2017,"LEHMANN, ALEXANDRE",34593,Université McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,"Neurosciences, santé mentale et toxicomanies",Troubles de l'audition,Plasticité / régénération neuronale,Fondements biomédicaux de la santé humaine,,Plasticité Cérébrale // Cognition Auditive // Troubles de l'audition // Intégration Multisensorielle // Neuro-imagerie // Electro-encephalographie
FRQS,,2018-2019,2016-2017,"ROY, LAURENCE",34594,Centre de recherche de l'IUSM Douglas,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,"Neurosciences, santé mentale et toxicomanies",Itinérance et sans-abris ,Santé mentale et société,Évolution et traitement des maladies,,Itinérance // Situation résidentielle // Troubles mentaux // Rétablissement // Réadaptation // Implication judiciaire
FRQS,,2018-2019,2016-2017,"TAI, LEE-HWA",34595,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Maladies infectieuses et immunitaires,Immunothérapie ,Thérapie cellulaire du cancer,Fondements biomédicaux de la santé humaine,,Metastases // Immunologie du cancer // Cellules naturelles tueuses // Immuothérapie // Cellules myéloïdes suppressives // Chirurgie tumorale
FRQS,,2018-2019,2016-2017,"AUGER, CLAUDINE",34596,Université de Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Vieillissement,Services et soins de réadaptation,,Technologies des communications et de l'information,,Aides techniques // Mesure de résultat // Informatique de la santé // Vieillissement // Technologies de réadaptation // Mobilité
FRQS,,2018-2019,2016-2017,"BROUILLETTE, JONATHAN",34597,CIUSSS du Nord-de-l'Île-de-Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Vieillissement,Maladie d'Alzheimer,,Fondements biomédicaux de la santé humaine,,Maladie d'Alzheimer // Vieillissement // Mémoire // Neurodégénération // Sommeil // Modèle animal
FRQS,,2018-2019,2016-2017,"CAMDEN, CHANTAL",34598,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Services de santé,Organisation des soins de santé,Services et soins de réadaptation,Gestion du système de santé ,,Organisation des services // Application intégrée des connaissances // Modèle de services // Amélioration de la qualité // Trouble de l'acquisition de la coordinat // Troubles neuro développementaux
FRQS,,2018-2019,2016-2017,"MATHIEU, MARIE-EVE",34599,Université de Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Nutrition et métabolisme,Habitudes de vie et santé,Obésité,Évolution et traitement des maladies,,Exercice et activité physique // Obésité  // Équilibre énergétique et nutrition // Effet anorexigène // Enfants et adolescents // Évaluation et intervention
FRQS,,2018-2019,2016-2017,"MOULLEC, GREGORY",34600,CIUSSS du Nord-de-l'Île-de-Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Santé circulatoire et respiratoire,Services et soins de réadaptation,Dépression,Santé publique,,Maladie Pulmonaire Obstructive Chronique // Troubles Psychiatriques // Réadaptation Respiratoire // Observance // Activité Physique
FRQS,,2018-2019,2016-2017,"LENCUCHA, RAPHAEL",34601,Université McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Gestion des organisations ,Politiques de santé,"Contextes idéologiques, politiques, économiques et sociaux des transformations sociales",Santé publique,,politique // politique economique // institutions // sante publique
FRQS,,2018-2019,2016-2017,"VEILLEUX, ALAIN",34602,Université Laval,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Nutrition et métabolisme,Maladies lipidiques,Métabolisme,Fondements biomédicaux de la santé humaine,,Petit intestin et entérocytes // Métabolisme des lipides/lipoprotéines // Dyslipidémies athérogènes // Microenvironnement intestinal // Résistance à l'insuline // Obésité
FRQS,,2018-2019,2016-2017,"BÉGIN, PHILIPPE",34603,Centre hospitalier universitaire Sainte Justine,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs cliniciens,JCC,15000,0,15000,,Établissement reconnu,Maladies infectieuses et immunitaires,Allergies,,Évolution et traitement des maladies,,Allergie alimentaire // Désensibilisation // Tolérance // Immunothérapie // Anaphylaxie // Essai clinique
FRQS,,2018-2019,2016-2017,"LEPAGE, JEAN-FRANÇOIS",34604,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,"Neurosciences, santé mentale et toxicomanies",Maladies neurologiques,Autisme,Fondements biomédicaux de la santé humaine,,trouble du spectre autistique // plasticité synaptique // syndrome du X-fragile // stimulation magnétique trasncrânienne // aneuploïdies  // Imagerie par résonance magnétique
FRQS,,2018-2019,2016-2017,"AUTMIZGUINE, JULIE",34605,Centre hospitalier universitaire Sainte Justine,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs cliniciens,JCC,15000,0,15000,,Établissement reconnu,Maladies infectieuses et immunitaires,Antibiotiques et résistance,Pharmaco-épidémiologie,Santé publique,,Pédiatrie // Toxicité // Résistance // Pharmacocinétique // Antibiotiques // Pharmacodynamique
FRQS,,2018-2019,2016-2017,"LORDKIPANIDZÉ, MARIE",34606,Institut de cardiologie de Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Santé circulatoire et respiratoire,Plaquettes,,Évolution et traitement des maladies,,Plaquettes // Maladies cardiovasculaires // Pharmacologie // Thérapie personnalisée // Démence vasculaire // Médicaments antiplaquettaires
FRQS,,2018-2019,2016-2017,"GAGNON, DANIEL",34607,Institut de cardiologie de Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Santé circulatoire et respiratoire,Physiologie,,Fondements biomédicaux de la santé humaine,,Physiologie intégrative humaine // système cardiovasculaire // système nerveux sympathique // thermorégulation
FRQS,,2018-2019,2016-2017,"HUOT, PHILIPPE",34608,Université McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs cliniciens,JCC,15000,0,15000,,Établissement reconnu,"Neurosciences, santé mentale et toxicomanies",Maladie de Parkinson,,Évolution et traitement des maladies,,maladie de Parkinson // hallucinations visuelles // glutamate // sérotonine // mouvement // ganglions de la base
FRQS,,2018-2019,2016-2017,"YANSOUNI, CEDRIC",34609,Université McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs cliniciens,JCC,15000,0,15000,,Établissement reconnu,Maladies infectieuses et immunitaires,Prévention en santé,Maladies infectieuses,Évolution et traitement des maladies,,Maladie Infectieuses // Microbiologie Médicale // Infections en emergences // Médecine Tropicale et Internationale // Infections enteriques // parasitoses
FRQS,,2018-2019,2016-2017,"MARTINEZ, MARINA",34610,Université de Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,"Neurosciences, santé mentale et toxicomanies",Traumatismes crânio-encéphaliques et de la moelle épinière,Activité locomotrice / troubles du mouvement,Fondements et avancement des connaissances,,Lésion de la moelle épinière // Récupération fonctionnelle // Modèles animaux // Neuroplasticité // Locomotion // Réadaptation
FRQS,,2018-2019,2016-2017,"GUAY, MANON",34611,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Vieillissement,Perte d'autonomie,Services et soins de réadaptation,Gestion du système de santé ,,Activités de la vie quotidienne // Adaptation domicilaire // Aides techniques // Soutien à domicile // Transfert des connaissances // Organisation des services
FRQS,,2018-2019,2016-2017,"WONG, PHILIP",34612,Centre hospitalier de l'Université de Montréal [CHUM],CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs cliniciens,JCC,15000,0,15000,,Établissement reconnu,Cancer,Cancer de l'appareil musculo-squelettique,Radiothérapie,Évolution et traitement des maladies,,sarcome // radiothérapie // micro-ARN // biomarqueurs // metastase // micro-puce
FRQS,,2018-2019,2016-2017,"GEOFFROY, MARIE-CLAUDE",34613,Institut universitaire en santé mentale Douglas,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs cliniciens,JCC,15000,0,15000,,Établissement reconnu,"Neurosciences, santé mentale et toxicomanies",Suicide,,Santé publique,,Épidémiologie  // Suicide // Intimidation  // Adolescence  // Génétique  // Longitudinal 
FRQS,,2018-2019,2016-2017,"MILOT, MARIE-HÉLÈNE",34614,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Vieillissement,Accidents cérébro-vasculaires ,Services et soins de réadaptation,Évolution et traitement des maladies,,accident vasculaire cérébral // robotique // entraînement // réadaptation // stimulation transcrânienne // performance fonctionnelle
FRQS,,2018-2019,2016-2017,"BELLEANNÉE, CLÉMENCE",34615,Université Laval,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,"Santé de la mère, des enfants et des adolescents ",Infertilité masculine,Modèle transgénique,Fondements et avancement des connaissances,,Infertilité // Système immunitaire // Plasma séminal // microRNAs // Epididyme // Vésicules extracellulaires
FRQS,,2018-2019,2016-2017,"RICHER, MARTIN",34616,Université McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Maladies infectieuses et immunitaires,Signalisation cellulaire et maladies infectieuses et immunitaires,Médiateurs immunologiques: cytokines et chimiokines,Fondements biomédicaux de la santé humaine,,T cells // Cytokines // TCR signaling // microRNA // viral infection // host-pathogen interactions
FRQS,,2018-2019,2016-2017,"FORTIN, CAROLE",34617,Centre hospitalier universitaire Sainte Justine,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs,JC,20000,0,20000,,Établissement reconnu,Appareil locomoteur et arthrite,Scoliose,,Fondements biomédicaux de la santé humaine,,Posture // Contrôle postural // Scoliose idiopathique // EEG // douleur au dos // Réadaptation
FRQS,,2018-2019,2016-2017,"WILLIAMSON, DAVID",34618,CIUSSS du Nord-de-l'Île-de-Montréal,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs cliniciens,JCC,15000,0,15000,,Établissement reconnu,"Neurosciences, santé mentale et toxicomanies",Traumatismes crânio-encéphaliques et de la moelle épinière,Soins intensifs,Évolution et traitement des maladies,,Agitation // Traumatologie // Soins intensifs // Délirium // Pharmacothérapie // Épidémiologie
FRQS,,2018-2019,2016-2017,"PAPENBURG, JESSE",34619,Institut de recherche du Centre universitaire de santé McGill,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Établissement de jeunes chercheurs cliniciens,JCC,15000,0,15000,,Établissement reconnu,Maladies infectieuses et immunitaires,Infections virales,Techniques diagnostiques,Évolution et traitement des maladies,,Diagnostic // épidémiologie // influenza // virus respiratoire syncytiale // virus respiratoires // méta-analyse
