NUMEROTATION,TYPE_DE_SOINS,CODE_INTERVENTION,NOMBRE_DE_CAS-FEM,NOMBRE_DE_CAS-MASC,NOMBRE_DE_CAS-TOTAL,SEJOUR_MOYEN-FEM,SEJOUR_MOYEN-MASC,SEJOUR_MOYEN-TOTAL,NOMBRE_DE_CAS_SEUL-FEM,NOMBRE_DE_CAS_SEUL-MASC,NOMBRE_DE_CAS_SEUL-TOTAL,SEJOUR_MOYEN_SEUL-FEM,SEJOUR_MOYEN_SEUL-MASC,SEJOUR_MOYEN_SEUL-TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2,NOTE_3 
1328,SOINS : Soins physiques et psychiatriques de courte durée,1PV50,9,21,30,12.2,13.4,13.0,1,5,6,20.0,9.2,11.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1329,SOINS : Soins physiques et psychiatriques de courte durée,1PV57,8,9,17,5.8,3.6,4.6,3,2,5,5.7,4.5,5.2,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1330,SOINS : Soins physiques et psychiatriques de courte durée,1PV59,5,8,13,5.4,2.8,3.8,0,2,2,0.0,4.0,4.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1331,SOINS : Soins physiques et psychiatriques de courte durée,1PV80,7,21,28,11.1,19.0,17.0,2,4,6,4.0,2.8,3.2,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1332,SOINS : Soins physiques et psychiatriques de courte durée,1PZ21,2796,4100,6896,18.4,17.7,18.0,695,880,1575,11.2,10.8,11.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1333,SOINS : Soins physiques et psychiatriques de courte durée,1PZ37,2,10,12,3.5,10.2,9.1,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1334,SOINS : Soins physiques et psychiatriques de courte durée,1PZ38,0,1,1,0.0,4.0,4.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1335,SOINS : Soins physiques et psychiatriques de courte durée,1QD72,0,20,20,0.0,19.0,19.0,0,2,2,0.0,1.0,1.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1336,SOINS : Soins physiques et psychiatriques de courte durée,1QD73,0,31,31,0.0,32.9,32.9,0,9,9,0.0,37.3,37.3,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1337,SOINS : Soins physiques et psychiatriques de courte durée,1QD89,0,1271,1271,0.0,3.9,3.9,0,788,788,0.0,2.5,2.5,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1338,SOINS : Soins physiques et psychiatriques de courte durée,1QE14,0,6,6,0.0,7.3,7.3,0,3,3,0.0,5.0,5.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1339,SOINS : Soins physiques et psychiatriques de courte durée,1QE27,0,1,1,0.0,36.0,36.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1340,SOINS : Soins physiques et psychiatriques de courte durée,1QE35,0,1,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1341,SOINS : Soins physiques et psychiatriques de courte durée,1QE52,0,13,13,0.0,3.3,3.3,0,6,6,0.0,3.0,3.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1342,SOINS : Soins physiques et psychiatriques de courte durée,1QE53,0,13,13,0.0,1.1,1.1,0,9,9,0.0,1.0,1.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1343,SOINS : Soins physiques et psychiatriques de courte durée,1QE54,0,1,1,0.0,1.0,1.0,0,1,1,0.0,1.0,1.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1344,SOINS : Soins physiques et psychiatriques de courte durée,1QE55,0,5,5,0.0,4.0,4.0,0,3,3,0.0,5.7,5.7,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1345,SOINS : Soins physiques et psychiatriques de courte durée,1QE56,0,2,2,0.0,6.5,6.5,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1346,SOINS : Soins physiques et psychiatriques de courte durée,1QE58,0,1,1,0.0,2.0,2.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1347,SOINS : Soins physiques et psychiatriques de courte durée,1QE59,0,5,5,0.0,9.4,9.4,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1348,SOINS : Soins physiques et psychiatriques de courte durée,1QE72,0,2,2,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1349,SOINS : Soins physiques et psychiatriques de courte durée,1QE76,0,4,4,0.0,6.0,6.0,0,4,4,0.0,6.0,6.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1350,SOINS : Soins physiques et psychiatriques de courte durée,1QE80,0,76,76,0.0,7.4,7.4,0,27,27,0.0,1.6,1.6,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1351,SOINS : Soins physiques et psychiatriques de courte durée,1QE84,0,4,4,0.0,6.2,6.2,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1352,SOINS : Soins physiques et psychiatriques de courte durée,1QE87,0,34,34,0.0,13.5,13.5,0,10,10,0.0,8.5,8.5,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1353,SOINS : Soins physiques et psychiatriques de courte durée,1QE89,0,8,8,0.0,8.2,8.2,0,1,1,0.0,3.0,3.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1354,SOINS : Soins physiques et psychiatriques de courte durée,1QG14,0,28,28,0.0,25.9,25.9,0,1,1,0.0,2.0,2.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1355,SOINS : Soins physiques et psychiatriques de courte durée,1QG35,0,1,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1356,SOINS : Soins physiques et psychiatriques de courte durée,1QG52,0,103,103,0.0,11.3,11.3,0,40,40,0.0,5.1,5.1,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1357,SOINS : Soins physiques et psychiatriques de courte durée,1QG55,0,1,1,0.0,4.0,4.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1358,SOINS : Soins physiques et psychiatriques de courte durée,1QG58,0,2,2,0.0,20.5,20.5,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1359,SOINS : Soins physiques et psychiatriques de courte durée,1QG59,0,11,11,0.0,18.1,18.1,0,2,2,0.0,6.5,6.5,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1360,SOINS : Soins physiques et psychiatriques de courte durée,1QG80,0,15,15,0.0,26.7,26.7,0,2,2,0.0,1.0,1.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1361,SOINS : Soins physiques et psychiatriques de courte durée,1QG87,0,95,95,0.0,26.3,26.3,0,10,10,0.0,5.2,5.2,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1362,SOINS : Soins physiques et psychiatriques de courte durée,1QG89,0,7,7,0.0,23.1,23.1,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1363,SOINS : Soins physiques et psychiatriques de courte durée,1QH52,0,38,38,0.0,11.3,11.3,0,8,8,0.0,1.5,1.5,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1364,SOINS : Soins physiques et psychiatriques de courte durée,1QH80,0,3,3,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1365,SOINS : Soins physiques et psychiatriques de courte durée,1QH87,0,58,58,0.0,8.8,8.8,0,17,17,0.0,3.3,3.3,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1366,SOINS : Soins physiques et psychiatriques de courte durée,1QJ52,0,1,1,0.0,6.0,6.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1367,SOINS : Soins physiques et psychiatriques de courte durée,1QJ58,0,1,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1368,SOINS : Soins physiques et psychiatriques de courte durée,1QJ87,0,34,34,0.0,2.0,2.0,0,9,9,0.0,2.1,2.1,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1369,SOINS : Soins physiques et psychiatriques de courte durée,1QJ89,0,2,2,0.0,1.5,1.5,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1370,SOINS : Soins physiques et psychiatriques de courte durée,1QM27,0,4,4,0.0,47.0,47.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1371,SOINS : Soins physiques et psychiatriques de courte durée,1QM52,0,4,4,0.0,16.2,16.2,0,2,2,0.0,8.0,8.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1372,SOINS : Soins physiques et psychiatriques de courte durée,1QM56,0,1,1,0.0,6.0,6.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1373,SOINS : Soins physiques et psychiatriques de courte durée,1QM74,0,180,180,0.0,1.6,1.6,0,68,68,0.0,1.3,1.3,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1374,SOINS : Soins physiques et psychiatriques de courte durée,1QM80,0,4,4,0.0,18.5,18.5,0,1,1,0.0,1.0,1.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1375,SOINS : Soins physiques et psychiatriques de courte durée,1QM87,0,50,50,0.0,4.2,4.2,0,5,5,0.0,1.2,1.2,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
