NUMEROTATION,TYPE_DE_SOINS,CODE_INTERVENTION,NOMBRE_DE_CAS-FEM,NOMBRE_DE_CAS-MASC,NOMBRE_DE_CAS-TOTAL,SEJOUR_MOYEN-FEM,SEJOUR_MOYEN-MASC,SEJOUR_MOYEN-TOTAL,NOMBRE_DE_CAS_SEUL-FEM,NOMBRE_DE_CAS_SEUL-MASC,NOMBRE_DE_CAS_SEUL-TOTAL,SEJOUR_MOYEN_SEUL-FEM,SEJOUR_MOYEN_SEUL-MASC,SEJOUR_MOYEN_SEUL-TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2,NOTE_3 
295,Soins physiques et psychiatriques de courte durée,1EA87,51,68,119,14.4,20,17.6,15,9,24,2.8,2.1,2.5,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
296,Soins physiques et psychiatriques de courte durée,1EA92,23,23,46,16.4,6.3,11.3,2,2,4,4.5,5,4.8,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
297,Soins physiques et psychiatriques de courte durée,1EB55,1,1,2,3,1,2,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
298,Soins physiques et psychiatriques de courte durée,1EB73,5,30,35,4.4,3.1,3.3,4,11,15,1.5,1.5,1.5,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
299,Soins physiques et psychiatriques de courte durée,1EB74,13,43,56,1.4,4.5,3.8,8,23,31,1.4,2.5,2.2,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
300,Soins physiques et psychiatriques de courte durée,1EB80,5,4,9,2.2,3.8,2.9,3,2,5,2.3,5,3.4,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
301,Soins physiques et psychiatriques de courte durée,1EB87,1,7,8,1,12.7,11.2,0,1,1,0,1,1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
302,Soins physiques et psychiatriques de courte durée,1EC55,3,7,10,23,2.7,8.8,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
303,Soins physiques et psychiatriques de courte durée,1EC73,0,8,8,0,4,4,0,3,3,0,1.7,1.7,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
304,Soins physiques et psychiatriques de courte durée,1EC74,35,132,167,5.9,4.8,5,18,63,81,3.4,1.7,2.1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
305,Soins physiques et psychiatriques de courte durée,1EC80,21,39,60,12.4,6.3,8.4,8,7,15,3.8,3.4,3.6,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
306,Soins physiques et psychiatriques de courte durée,1EC87,6,13,19,7.5,8.5,8.2,2,1,3,1,2,1.3,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
307,Soins physiques et psychiatriques de courte durée,1ED03,3,0,3,1,0,1,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
308,Soins physiques et psychiatriques de courte durée,1ED55,5,19,24,1.8,11.3,9.3,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
309,Soins physiques et psychiatriques de courte durée,1ED73,0,1,1,0,1,1,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
310,Soins physiques et psychiatriques de courte durée,1ED74,13,34,47,3.1,7.8,6.5,1,7,8,1,1.1,1.1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
311,Soins physiques et psychiatriques de courte durée,1ED79,31,19,50,1.3,2.1,1.6,4,6,10,1,1.2,1.1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
312,Soins physiques et psychiatriques de courte durée,1ED80,120,94,214,1.3,1.7,1.4,43,28,71,1.2,1.2,1.2,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
313,Soins physiques et psychiatriques de courte durée,1ED83,14,13,27,3.7,1.1,2.4,4,1,5,1.2,2,1.4,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
314,Soins physiques et psychiatriques de courte durée,1ED87,17,26,43,8,9.9,9.1,4,3,7,3.8,1,2.6,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
315,Soins physiques et psychiatriques de courte durée,1ED91,3,11,14,10,22.5,19.8,1,0,1,4,0,4,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
316,Soins physiques et psychiatriques de courte durée,1EE03,3,1,4,1,2,1.2,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
317,Soins physiques et psychiatriques de courte durée,1EE55,16,29,45,9.8,6.9,7.9,1,1,2,4,36,20,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
318,Soins physiques et psychiatriques de courte durée,1EE58,14,5,19,1.7,1.2,1.6,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
319,Soins physiques et psychiatriques de courte durée,1EE71,2,6,8,36.5,20.3,24.4,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
320,Soins physiques et psychiatriques de courte durée,1EE73,4,16,20,17,4.4,6.9,0,2,2,0,1,1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
321,Soins physiques et psychiatriques de courte durée,1EE74,57,277,334,7.4,4.3,4.8,16,81,97,3.8,2.3,2.5,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
322,Soins physiques et psychiatriques de courte durée,1EE78,119,61,180,1.8,1.7,1.7,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
323,Soins physiques et psychiatriques de courte durée,1EE79,301,154,455,1.6,1.5,1.6,26,10,36,1,1.2,1.1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
324,Soins physiques et psychiatriques de courte durée,1EE80,207,120,327,10.9,2,7.6,39,42,81,1.1,1,1.1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
325,Soins physiques et psychiatriques de courte durée,1EE83,6,3,9,1.8,3,2.2,0,1,1,0,1,1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
326,Soins physiques et psychiatriques de courte durée,1EE87,44,58,102,41.5,13.8,25.8,4,2,6,4,1,3,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
327,Soins physiques et psychiatriques de courte durée,1EE91,10,13,23,31.5,35.8,33.9,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
328,Soins physiques et psychiatriques de courte durée,1EF03,256,214,470,8.8,2.8,6.1,0,1,1,0,2,2,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
329,Soins physiques et psychiatriques de courte durée,1EF55,4,7,11,14.8,2.1,6.7,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
330,Soins physiques et psychiatriques de courte durée,1EF73,1,0,1,1,0,1,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
331,Soins physiques et psychiatriques de courte durée,1EF74,5,14,19,16.8,5.1,8.2,0,5,5,0,1.4,1.4,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
332,Soins physiques et psychiatriques de courte durée,1EF80,435,252,687,1.8,1.6,1.7,69,41,110,1.7,1.4,1.6,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
333,Soins physiques et psychiatriques de courte durée,1EG74,14,76,90,10.9,7.4,7.9,6,29,35,3.3,1.9,2.1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
334,Soins physiques et psychiatriques de courte durée,1EG80,2,2,4,1,9,5,1,0,1,1,0,1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
335,Soins physiques et psychiatriques de courte durée,1EH74,9,28,37,31.2,14.5,18.6,0,3,3,0,3.7,3.7,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
336,Soins physiques et psychiatriques de courte durée,1EH80,3,4,7,5.3,6.5,6,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
337,Soins physiques et psychiatriques de courte durée,1EJ87,5,7,12,1.2,1.1,1.2,0,1,1,0,1,1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
338,Soins physiques et psychiatriques de courte durée,1EL05,3,1,4,51,17,42.5,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
339,Soins physiques et psychiatriques de courte durée,1EL35,6,2,8,108.7,401,181.8,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
340,Soins physiques et psychiatriques de courte durée,1EL52,3,0,3,3.7,0,3.7,0,0,0,0,0,0,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
341,Soins physiques et psychiatriques de courte durée,1EL53,17,2,19,3.9,2,3.7,6,0,6,4.3,0,4.3,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
342,Soins physiques et psychiatriques de courte durée,1EL55,1,0,1,1,0,1,1,0,1,1,0,1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
343,Soins physiques et psychiatriques de courte durée,1EL73,20,28,48,14.4,5.9,9.4,4,2,6,4.8,1.5,3.7,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
344,Soins physiques et psychiatriques de courte durée,1EL74,12,68,80,14.2,4.3,5.8,2,26,28,2,2.1,2.1,S02 - Fréquence des interventions selon le sexe,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
