NUMEROTATION,TYPE_DE_SOINS,CODE_INTERVENTION,NOMBRE_DE_CAS-FEM,NOMBRE_DE_CAS-MASC,NOMBRE_DE_CAS-TOTAL,SEJOUR_MOYEN-FEM,SEJOUR_MOYEN-MASC,SEJOUR_MOYEN-TOTAL,NOMBRE_DE_CAS_SEUL-FEM,NOMBRE_DE_CAS_SEUL-MASC,NOMBRE_DE_CAS_SEUL-TOTAL,SEJOUR_MOYEN_SEUL-FEM,SEJOUR_MOYEN_SEUL-MASC,SEJOUR_MOYEN_SEUL-TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2,NOTE_3 
1238,Soins physiques et psychiatriques de courte durée,1PE27,0,2,2,0.0,38.0,38.0,0,1,1,0.0,9.0,9.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1239,Soins physiques et psychiatriques de courte durée,1PE35,0,2,2,0.0,22.5,22.5,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1240,Soins physiques et psychiatriques de courte durée,1PE50,1948,2382,4330,9.2,7.8,8.4,338,301,639,4.1,3.5,3.8,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1241,Soins physiques et psychiatriques de courte durée,1PE52,402,487,889,18.5,18.5,18.5,95,97,192,5.9,5.8,5.8,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1242,Soins physiques et psychiatriques de courte durée,1PE54,75,68,143,37.4,26.2,32.1,19,18,37,11.5,5.3,8.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1243,Soins physiques et psychiatriques de courte durée,1PE55,397,490,887,16.0,14.6,15.2,32,39,71,5.6,6.3,6.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1244,Soins physiques et psychiatriques de courte durée,1PE56,2,3,5,4.0,3.0,3.4,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1245,Soins physiques et psychiatriques de courte durée,1PE57,456,524,980,5.3,4.7,5.0,32,31,63,3.5,3.1,3.3,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1246,Soins physiques et psychiatriques de courte durée,1PE59,427,615,1042,6.2,4.6,5.3,27,47,74,11.8,3.1,6.3,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1247,Soins physiques et psychiatriques de courte durée,1PE76,2,6,8,4.5,3.3,3.6,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1248,Soins physiques et psychiatriques de courte durée,1PE80,71,82,153,2.9,2.9,2.9,14,8,22,3.0,3.4,3.1,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1249,Soins physiques et psychiatriques de courte durée,1PE87,9,7,16,3.4,2.9,3.2,1,1,2,3.0,3.0,3.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1250,Soins physiques et psychiatriques de courte durée,1PG27,0,1,1,0.0,9.0,9.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1251,Soins physiques et psychiatriques de courte durée,1PG50,145,180,325,10.5,9.4,9.9,18,18,36,3.1,3.4,3.3,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1252,Soins physiques et psychiatriques de courte durée,1PG52,18,16,34,7.4,9.4,8.4,3,1,4,3.0,4.0,3.2,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1253,Soins physiques et psychiatriques de courte durée,1PG54,2,1,3,49.5,16.0,38.3,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1254,Soins physiques et psychiatriques de courte durée,1PG55,2,5,7,1.5,72.4,52.1,1,0,1,1.0,0.0,1.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1255,Soins physiques et psychiatriques de courte durée,1PG56,1,1,2,7.0,1.0,4.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1256,Soins physiques et psychiatriques de courte durée,1PG57,356,550,906,5.2,4.7,4.9,25,37,62,1.9,1.9,1.9,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1257,Soins physiques et psychiatriques de courte durée,1PG59,275,465,740,5.7,4.0,4.6,17,37,54,3.7,1.9,2.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1258,Soins physiques et psychiatriques de courte durée,1PG72,253,51,304,7.8,10.5,8.3,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1259,Soins physiques et psychiatriques de courte durée,1PG76,13,11,24,11.6,11.1,11.4,0,1,1,0.0,2.0,2.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1260,Soins physiques et psychiatriques de courte durée,1PG77,31,65,96,17.0,19.6,18.7,0,1,1,0.0,11.0,11.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1261,Soins physiques et psychiatriques de courte durée,1PG80,59,74,133,14.8,10.5,12.4,3,4,7,2.0,4.0,3.1,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1262,Soins physiques et psychiatriques de courte durée,1PG82,0,1,1,0.0,4.0,4.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1263,Soins physiques et psychiatriques de courte durée,1PG86,1,0,1,6.0,0.0,6.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1264,Soins physiques et psychiatriques de courte durée,1PG87,44,70,114,9.4,8.6,8.9,2,4,6,10.0,5.5,7.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1265,Soins physiques et psychiatriques de courte durée,1PG89,0,4,4,0.0,13.0,13.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1266,Soins physiques et psychiatriques de courte durée,1PL35,1,2,3,9.0,1.0,3.7,1,1,2,9.0,1.0,5.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1267,Soins physiques et psychiatriques de courte durée,1PL50,4,111,115,53.5,8.4,10.0,0,32,32,0.0,4.4,4.4,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1268,Soins physiques et psychiatriques de courte durée,1PL53,1,11,12,3.0,1.5,1.7,1,8,9,3.0,1.2,1.4,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1269,Soins physiques et psychiatriques de courte durée,1PL54,9,5,14,5.0,7.6,5.9,1,5,6,1.0,7.6,6.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1270,Soins physiques et psychiatriques de courte durée,1PL55,18,12,30,5.8,2.7,4.5,3,3,6,4.7,2.3,3.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1271,Soins physiques et psychiatriques de courte durée,1PL59,0,16,16,0.0,7.8,7.8,0,1,1,0.0,1.0,1.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1272,Soins physiques et psychiatriques de courte durée,1PL72,1,6,7,6.0,4.0,4.3,0,2,2,0.0,1.0,1.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1273,Soins physiques et psychiatriques de courte durée,1PL74,1426,74,1500,2.6,2.1,2.6,132,51,183,2.3,1.9,2.2,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1274,Soins physiques et psychiatriques de courte durée,1PL80,4,10,14,15.8,22.5,20.6,0,2,2,0.0,1.5,1.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1275,Soins physiques et psychiatriques de courte durée,1PL87,3,86,89,3.0,4.7,4.7,0,27,27,0.0,2.0,2.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1276,Soins physiques et psychiatriques de courte durée,1PM13,19,48,67,27.1,10.7,15.3,3,6,9,3.7,3.7,3.7,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1277,Soins physiques et psychiatriques de courte durée,1PM27,18,42,60,13.3,24.4,21.1,2,14,16,19.0,21.3,21.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1278,Soins physiques et psychiatriques de courte durée,1PM35,54,117,171,10.9,4.8,6.7,6,15,21,24.5,3.9,9.8,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1279,Soins physiques et psychiatriques de courte durée,1PM50,10,3,13,5.5,6.0,5.6,2,0,2,1.5,0.0,1.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1280,Soins physiques et psychiatriques de courte durée,1PM52,373,909,1282,13.8,17.1,16.2,76,209,285,12.3,10.9,11.2,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1281,Soins physiques et psychiatriques de courte durée,1PM53,1,0,1,2.0,0.0,2.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1282,Soins physiques et psychiatriques de courte durée,1PM54,7,39,46,33.1,18.4,20.7,2,15,17,16.5,7.8,8.8,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1283,Soins physiques et psychiatriques de courte durée,1PM55,72,130,202,19.5,18.1,18.6,5,10,15,8.6,12.3,11.1,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1284,Soins physiques et psychiatriques de courte durée,1PM56,3,11,14,1.3,24.2,19.3,0,2,2,0.0,1.5,1.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1285,Soins physiques et psychiatriques de courte durée,1PM57,78,633,711,16.5,10.5,11.1,9,56,65,4.4,8.1,7.6,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
1286,Soins physiques et psychiatriques de courte durée,1PM58,3,1,4,8.3,2.0,6.8,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
